subject,list,item,list_type,category,intrusion,position,trial_type
49,7,Julianne Moore,heavy,cel,[],27.0,study
49,7,Julianne Moore,heavy,cel,0,1.0,recall
49,7,Oprah Winfrey,heavy,cel,0,2.0,recall
49,7,Lindsay Lohan,heavy,cel,0,3.0,recall
49,7,Alcatraz,heavy,loc,0,4.0,recall
49,7,Florida Keys,heavy,loc,0,5.0,recall
49,7,Tahiti,heavy,loc,0,6.0,recall
49,7,feather,heavy,obj,0,7.0,recall
49,8,mango,light,obj,[],1.0,study
49,8,bicycle,light,obj,[],2.0,study
49,8,shelf,light,obj,[],3.0,study
49,8,Ben Stiller,light,cel,[],4.0,study
49,8,Cameron Diaz,light,cel,[],5.0,study
49,8,Brad Pitt,light,cel,[],6.0,study
49,8,Big Ben,light,loc,[],7.0,study
49,8,Soho,light,loc,[],8.0,study
49,8,Venice,light,loc,[],9.0,study
49,8,Kristen Stewart,light,cel,[],10.0,study
49,8,Keira Knightley,light,cel,[],11.0,study
49,8,Ian McKellan,light,cel,[],12.0,study
49,8,box,light,obj,[],13.0,study
49,8,shirt,light,obj,[],14.0,study
49,8,lantern,light,obj,[],15.0,study
49,8,Universal Studios,light,loc,[],16.0,study
49,8,Florence,light,loc,[],17.0,study
49,8,Indianapolis Speedway,light,loc,[],18.0,study
49,8,sink,light,obj,[],19.0,study
49,8,ketchup,light,obj,[],20.0,study
49,8,hanger,light,obj,[],21.0,study
49,8,San Francisco,light,loc,[],22.0,study
49,8,Masada,light,loc,[],23.0,study
49,8,Kyoto,light,loc,[],24.0,study
49,8,Reese Witherspoon,light,cel,[],25.0,study
49,8,Drake,light,cel,[],26.0,study
49,8,Johnny Depp,light,cel,[],27.0,study
49,8,Johnny Depp,light,cel,0,1.0,recall
49,8,Drake,light,cel,0,2.0,recall
49,8,Masada,light,loc,0,3.0,recall
49,8,San Francisco,light,loc,0,4.0,recall
49,8,Reese Witherspoon,light,cel,0,5.0,recall
49,8,Cameron Diaz,light,cel,0,6.0,recall
49,8,hanger,light,obj,0,7.0,recall
49,8,sink,light,obj,0,8.0,recall
49,8,Venice,light,loc,0,9.0,recall
49,8,Indianapolis Speedway,light,loc,0,10.0,recall
50,1,Morgan Freeman,heavy,cel,[],1.0,study
50,1,Will Smith,heavy,cel,[],2.0,study
50,1,David Beckham,heavy,cel,[],3.0,study
50,1,fireplace,heavy,obj,[],4.0,study
50,1,highlighter,heavy,obj,[],5.0,study
50,1,bottle,heavy,obj,[],6.0,study
50,1,Roman Forum,heavy,loc,[],7.0,study
50,1,United Nations Building,heavy,loc,[],8.0,study
50,1,Delphi,heavy,loc,[],9.0,study
50,1,thermometer,heavy,obj,[],10.0,study
50,1,globe,heavy,obj,[],11.0,study
50,1,speaker,heavy,obj,[],12.0,study
50,1,Oprah Winfrey,heavy,cel,[],13.0,study
50,1,Jonah Hill,heavy,cel,[],14.0,study
50,1,Scarlett Johansson,heavy,cel,[],15.0,study
50,1,Cinderella Castle,heavy,loc,[],16.0,study
50,1,Atomium,heavy,loc,[],17.0,study
50,1,Chicago,heavy,loc,[],18.0,study
50,1,purse,heavy,obj,[],19.0,study
50,1,bed,heavy,obj,[],20.0,study
50,1,kleenex,heavy,obj,[],21.0,study
50,1,Madonna,heavy,cel,[],22.0,study
50,1,Gwyneth Paltrow,heavy,cel,[],23.0,study
50,1,Angelina Jolie,heavy,cel,[],24.0,study
50,1,Mall of America,heavy,loc,[],25.0,study
50,1,Hungarian Parliament,heavy,loc,[],26.0,study
50,1,Monte Carlo,heavy,loc,[],27.0,study
50,1,Will Smith,heavy,cel,0,1.0,recall
50,1,Gwyneth Paltrow,heavy,cel,0,2.0,recall
50,1,Chicago,heavy,loc,0,3.0,recall
50,1,fireplace,heavy,obj,0,4.0,recall
50,1,highlighter,heavy,obj,0,5.0,recall
50,1,Mall of America,heavy,loc,0,6.0,recall
50,1,Hungarian Parliament,heavy,loc,0,7.0,recall
50,1,Monte Carlo,heavy,loc,0,8.0,recall
50,1,Morgan Freeman,heavy,cel,0,9.0,recall
50,1,purse,heavy,obj,0,10.0,recall
50,1,Oprah Winfrey,heavy,cel,0,11.0,recall
50,1,Cinderella Castle,heavy,loc,0,12.0,recall
50,1,Adam Thielen,heavy,,2,13.0,recall
50,2,Versailles,light,loc,[],1.0,study
50,2,Tower of Pisa,light,loc,[],2.0,study
50,2,Amazon River,light,loc,[],3.0,study
50,2,scarf,light,obj,[],4.0,study
50,2,glass,light,obj,[],5.0,study
50,2,bicycle,light,obj,[],6.0,study
50,2,Ellen Page,light,cel,[],7.0,study
50,2,Lil Wayne,light,cel,[],8.0,study
50,2,Mariah Carey,light,cel,[],9.0,study
50,2,whistle,light,obj,[],10.0,study
50,2,violin,light,obj,[],11.0,study
50,2,saucepan,light,obj,[],12.0,study
50,2,Orlando Bloom,light,cel,[],13.0,study
50,2,Harrison Ford,light,cel,[],14.0,study
50,2,Ashton Kutcher,light,cel,[],15.0,study
50,2,Giza Pyramids,light,loc,[],16.0,study
50,2,Prague,light,loc,[],17.0,study
50,2,Sistine Chapel,light,loc,[],18.0,study
50,2,tripod,light,obj,[],19.0,study
50,2,skateboard,light,obj,[],20.0,study
50,2,feather,light,obj,[],21.0,study
50,2,Bruce Willis,light,cel,[],22.0,study
50,2,Usher,light,cel,[],23.0,study
50,2,Jessica Simpson,light,cel,[],24.0,study
50,2,White House,light,loc,[],25.0,study
50,2,Globe Theater,light,loc,[],26.0,study
50,2,Machu Picchu,light,loc,[],27.0,study
50,2,Bruce Willis,light,cel,0,1.0,recall
50,2,Prague,light,loc,0,2.0,recall
50,2,bicycle,light,obj,0,3.0,recall
50,2,scarf,light,obj,0,4.0,recall
50,2,glass,light,obj,0,5.0,recall
50,2,Ellen Page,light,cel,0,6.0,recall
50,2,Mariah Carey,light,cel,0,7.0,recall
50,2,Usher,light,cel,0,8.0,recall
50,2,Lil Wayne,light,cel,0,9.0,recall
50,2,White House,light,loc,0,10.0,recall
50,2,Orlando Bloom,light,cel,0,11.0,recall
50,2,Harrison Ford,light,cel,0,12.0,recall
50,2,skateboard,light,obj,0,13.0,recall
50,2,Versailles,light,loc,0,14.0,recall
50,2,Tower of Pisa,light,loc,0,15.0,recall
50,2,Amazon River,light,loc,0,16.0,recall
50,3,Alec Baldwin,heavy,cel,[],1.0,study
50,3,Sofia Vergara,heavy,cel,[],2.0,study
50,3,Uma Thurman,heavy,cel,[],3.0,study
50,3,Timbuktu,heavy,loc,[],4.0,study
50,3,Rio de Janeiro,heavy,loc,[],5.0,study
50,3,Shanghai,heavy,loc,[],6.0,study
50,3,calculator,heavy,obj,[],7.0,study
50,3,candle,heavy,obj,[],8.0,study
50,3,lantern,heavy,obj,[],9.0,study
50,3,Snoop Dogg,heavy,cel,[],10.0,study
50,3,Beyonce Knowles,heavy,cel,[],11.0,study
50,3,George Clooney,heavy,cel,[],12.0,study
50,3,Redwood Forest,heavy,loc,[],13.0,study
50,3,Serengeti Plain,heavy,loc,[],14.0,study
50,3,Oxford,heavy,loc,[],15.0,study
50,3,soap,heavy,obj,[],16.0,study
50,3,brick,heavy,obj,[],17.0,study
50,3,box,heavy,obj,[],18.0,study
50,3,Universal Studios,heavy,loc,[],19.0,study
50,3,Hong Kong,heavy,loc,[],20.0,study
50,3,Carnegie Hall,heavy,loc,[],21.0,study
50,3,medal,heavy,obj,[],22.0,study
50,3,crayon,heavy,obj,[],23.0,study
50,3,basket,heavy,obj,[],24.0,study
50,3,Kobe Bryant,heavy,cel,[],25.0,study
50,3,Ben Stiller,heavy,cel,[],26.0,study
50,3,Taylor Swift,heavy,cel,[],27.0,study
50,3,Beyonce Knowles,heavy,cel,0,1.0,recall
50,3,Snoop Dogg,heavy,cel,0,2.0,recall
50,3,Carnegie Hall,heavy,loc,0,3.0,recall
50,3,Taylor Swift,heavy,cel,0,4.0,recall
50,3,Kobe Bryant,heavy,cel,0,5.0,recall
50,3,soap,heavy,obj,0,6.0,recall
50,3,basket,heavy,obj,0,7.0,recall
50,3,crayon,heavy,obj,0,8.0,recall
50,3,Hong Kong,heavy,loc,0,9.0,recall
50,3,Redwood Forest,heavy,loc,0,10.0,recall
50,3,Universal Studios,heavy,loc,0,11.0,recall
50,3,brick,heavy,obj,0,12.0,recall
50,3,Ben Stiller,heavy,cel,0,13.0,recall
50,4,Salt Flats,light,loc,[],1.0,study
50,4,Stonehenge,light,loc,[],2.0,study
50,4,Petra,light,loc,[],3.0,study
50,4,trash can,light,obj,[],4.0,study
50,4,projector,light,obj,[],5.0,study
50,4,ladder,light,obj,[],6.0,study
50,4,Hugh Jackman,light,cel,[],7.0,study
50,4,Keira Knightley,light,cel,[],8.0,study
50,4,Jim Carrey,light,cel,[],9.0,study
50,4,birdhouse,light,obj,[],10.0,study
50,4,water gun,light,obj,[],11.0,study
50,4,blender,light,obj,[],12.0,study
50,4,Leonardo DiCaprio,light,cel,[],13.0,study
50,4,Justin Bieber,light,cel,[],14.0,study
50,4,Vin Diesel,light,cel,[],15.0,study
50,4,Kyoto,light,loc,[],16.0,study
50,4,San Francisco,light,loc,[],17.0,study
50,4,Barcelona Cathedral,light,loc,[],18.0,study
50,4,balloon,light,obj,[],19.0,study
50,4,shirt,light,obj,[],20.0,study
50,4,backpack,light,obj,[],21.0,study
50,4,Andy Samberg,light,cel,[],22.0,study
50,4,Paul McCartney,light,cel,[],23.0,study
50,4,Sylvester Stallone,light,cel,[],24.0,study
50,4,Masada,light,loc,[],25.0,study
50,4,Monticello,light,loc,[],26.0,study
50,4,Churchill Downs,light,loc,[],27.0,study
50,4,Hugh Jackman,light,cel,0,1.0,recall
50,4,Keira Knightley,light,cel,0,2.0,recall
50,4,Sylvester Stallone,light,cel,0,3.0,recall
50,4,Kyoto,light,loc,0,4.0,recall
50,4,San Francisco,light,loc,0,5.0,recall
50,4,Masada,light,loc,0,6.0,recall
50,4,backpack,light,obj,0,7.0,recall
50,4,shirt,light,obj,0,8.0,recall
50,4,ladder,light,obj,0,9.0,recall
50,4,trash can,light,obj,0,10.0,recall
50,4,balloon,light,obj,0,11.0,recall
50,4,Orlando Bloom,light,cel,1,12.0,recall
50,4,Barcelona Cathedral,light,loc,0,13.0,recall
50,4,Andy Samberg,light,cel,0,14.0,recall
50,4,Justin Bieber,light,cel,0,15.0,recall
50,5,Ricky Martin,heavy,cel,[],1.0,study
50,5,Meryl Streep,heavy,cel,[],2.0,study
50,5,Eminem,heavy,cel,[],3.0,study
50,5,briefcase,heavy,obj,[],4.0,study
50,5,towel,heavy,obj,[],5.0,study
50,5,tent,heavy,obj,[],6.0,study
50,5,Swiss Alps,heavy,loc,[],7.0,study
50,5,Tahiti,heavy,loc,[],8.0,study
50,5,Gettysburg,heavy,loc,[],9.0,study
50,5,Brad Pitt,heavy,cel,[],10.0,study
50,5,Jay-Z,heavy,cel,[],11.0,study
50,5,Barack Obama,heavy,cel,[],12.0,study
50,5,helmet,heavy,obj,[],13.0,study
50,5,mango,heavy,obj,[],14.0,study
50,5,vacuum cleaner,heavy,obj,[],15.0,study
50,5,Arc de Triomphe,heavy,loc,[],16.0,study
50,5,Walk of Fame,heavy,loc,[],17.0,study
50,5,Big Ben,heavy,loc,[],18.0,study
50,5,cradle,heavy,obj,[],19.0,study
50,5,hammer,heavy,obj,[],20.0,study
50,5,hanger,heavy,obj,[],21.0,study
50,5,Reese Witherspoon,heavy,cel,[],22.0,study
50,5,Anne Hathaway,heavy,cel,[],23.0,study
50,5,Steven Spielberg,heavy,cel,[],24.0,study
50,5,Sydney Opera House,heavy,loc,[],25.0,study
50,5,Brooklyn Bridge,heavy,loc,[],26.0,study
50,5,Wimbledon,heavy,loc,[],27.0,study
50,5,Anne Hathaway,heavy,cel,0,1.0,recall
50,5,Reese Witherspoon,heavy,cel,0,2.0,recall
50,5,Steven Spielberg,heavy,cel,0,3.0,recall
50,5,Sydney Opera House,heavy,loc,0,4.0,recall
50,5,Wimbledon,heavy,loc,0,5.0,recall
50,5,Big Ben,heavy,loc,0,6.0,recall
50,5,Arc de Triomphe,heavy,loc,0,7.0,recall
50,5,Walk of Fame,heavy,loc,0,8.0,recall
50,5,Brooklyn Bridge,heavy,loc,0,9.0,recall
50,5,towel,heavy,obj,0,10.0,recall
50,5,cradle,heavy,obj,0,11.0,recall
50,5,Meryl Streep,heavy,cel,0,12.0,recall
50,5,Eminem,heavy,cel,0,13.0,recall
50,5,Jay-Z,heavy,cel,0,14.0,recall
50,5,mango,heavy,obj,0,15.0,recall
50,6,Emma Watson,light,cel,[],1.0,study
50,6,Tom Cruise,light,cel,[],2.0,study
50,6,Ian McKellan,light,cel,[],3.0,study
50,6,staple remover,light,obj,[],4.0,study
50,6,mascara,light,obj,[],5.0,study
50,6,umbrella,light,obj,[],6.0,study
50,6,Indianapolis Speedway,light,loc,[],7.0,study
50,6,Alcatraz,light,loc,[],8.0,study
50,6,Mecca,light,loc,[],9.0,study
50,6,Lisa Kudrow,light,cel,[],10.0,study
50,6,Tina Fey,light,cel,[],11.0,study
50,6,Cameron Diaz,light,cel,[],12.0,study
50,6,hurdle,light,obj,[],13.0,study
50,6,safe,light,obj,[],14.0,study
50,6,flower,light,obj,[],15.0,study
50,6,Venice,light,loc,[],16.0,study
50,6,Niagara Falls,light,loc,[],17.0,study
50,6,Bunker Hill,light,loc,[],18.0,study
50,6,cactus,light,obj,[],19.0,study
50,6,vase,light,obj,[],20.0,study
50,6,bell,light,obj,[],21.0,study
50,6,Pompeii,light,loc,[],22.0,study
50,6,Louvre,light,loc,[],23.0,study
50,6,Colosseum,light,loc,[],24.0,study
50,6,Drake,light,cel,[],25.0,study
50,6,Johnny Depp,light,cel,[],26.0,study
50,6,Larry King,light,cel,[],27.0,study
50,6,Emma Watson,light,cel,0,1.0,recall
50,6,Tom Cruise,light,cel,0,2.0,recall
50,6,Cameron Diaz,light,cel,0,3.0,recall
50,6,Drake,light,cel,0,4.0,recall
50,6,umbrella,light,obj,0,5.0,recall
50,6,mascara,light,obj,0,6.0,recall
50,6,flower,light,obj,0,7.0,recall
50,6,Venice,light,loc,0,8.0,recall
50,6,Louvre,light,loc,0,9.0,recall
50,6,Bunker Hill,light,loc,0,10.0,recall
50,6,Pedro,light,,2,11.0,recall
50,7,Bill Gates,heavy,cel,[],1.0,study
50,7,Lindsay Lohan,heavy,cel,[],2.0,study
50,7,Julianne Moore,heavy,cel,[],3.0,study
50,7,Florence,heavy,loc,[],4.0,study
50,7,Vatican City,heavy,loc,[],5.0,study
50,7,Hoover Dam,heavy,loc,[],6.0,study
50,7,teapot,heavy,obj,[],7.0,study
50,7,printer,heavy,obj,[],8.0,study
50,7,perfume,heavy,obj,[],9.0,study
50,7,Grand Central Station,heavy,loc,[],10.0,study
50,7,Quebec,heavy,loc,[],11.0,study
50,7,North Pole,heavy,loc,[],12.0,study
50,7,Britney Spears,heavy,cel,[],13.0,study
50,7,Denzel Washington,heavy,cel,[],14.0,study
50,7,Amy Poehler,heavy,cel,[],15.0,study
50,7,onion,heavy,obj,[],16.0,study
