subject,list,item,list_type,category,intrusion,position,trial_type
22,7,tire,heavy,obj,[],10.0,study
22,7,candle,heavy,obj,[],11.0,study
22,7,printer,heavy,obj,[],12.0,study
22,7,David Beckham,heavy,cel,[],13.0,study
22,7,Steven Spielberg,heavy,cel,[],14.0,study
22,7,Uma Thurman,heavy,cel,[],15.0,study
22,7,Prague,heavy,loc,[],16.0,study
22,7,Vienna,heavy,loc,[],17.0,study
22,7,Soho,heavy,loc,[],18.0,study
22,7,highlighter,heavy,obj,[],19.0,study
22,7,speaker,heavy,obj,[],20.0,study
22,7,keychain,heavy,obj,[],21.0,study
22,7,Reese Witherspoon,heavy,cel,[],22.0,study
22,7,Eminem,heavy,cel,[],23.0,study
22,7,Lisa Kudrow,heavy,cel,[],24.0,study
22,7,Alamo,heavy,loc,[],25.0,study
22,7,Globe Theater,heavy,loc,[],26.0,study
22,7,Stonehenge,heavy,loc,[],27.0,study
22,7,glass,heavy,obj,0,1.0,recall
22,7,whistle,heavy,obj,0,2.0,recall
22,7,Anne Hathaway,heavy,cel,0,3.0,recall
22,7,Keira Knightley,heavy,cel,0,4.0,recall
22,7,Eminem,heavy,cel,0,5.0,recall
22,7,David Beckham,heavy,cel,0,6.0,recall
22,7,Globe Theater,heavy,loc,0,7.0,recall
22,7,printer,heavy,obj,0,8.0,recall
22,7,Vienna,heavy,loc,0,9.0,recall
22,7,Prague,heavy,loc,0,10.0,recall
22,7,Lisa Kudrow,heavy,cel,0,11.0,recall
22,7,Stonehenge,heavy,loc,0,12.0,recall
22,7,Soho,heavy,loc,0,13.0,recall
22,7,Times Square,heavy,loc,0,14.0,recall
22,8,umbrella,light,obj,[],1.0,study
22,8,towel,light,obj,[],2.0,study
22,8,lantern,light,obj,[],3.0,study
22,8,Hungarian Parliament,light,loc,[],4.0,study
22,8,Hoover Dam,light,loc,[],5.0,study
22,8,Universal Studios,light,loc,[],6.0,study
22,8,Scarlett Johansson,light,cel,[],7.0,study
22,8,Cameron Diaz,light,cel,[],8.0,study
22,8,Lil Wayne,light,cel,[],9.0,study
22,8,cradle,light,obj,[],10.0,study
22,8,teapot,light,obj,[],11.0,study
22,8,globe,light,obj,[],12.0,study
22,8,Jay-Z,light,cel,[],13.0,study
22,8,Morgan Freeman,light,cel,[],14.0,study
22,8,Vin Diesel,light,cel,[],15.0,study
22,8,Mall of America,light,loc,[],16.0,study
22,8,Swiss Alps,light,loc,[],17.0,study
22,8,Monticello,light,loc,[],18.0,study
22,8,trash can,light,obj,[],19.0,study
22,8,kleenex,light,obj,[],20.0,study
22,8,vase,light,obj,[],21.0,study
22,8,Churchill Downs,light,loc,[],22.0,study
22,8,Sydney Opera House,light,loc,[],23.0,study
22,8,Redwood Forest,light,loc,[],24.0,study
22,8,Jessica Simpson,light,cel,[],25.0,study
22,8,Johnny Depp,light,cel,[],26.0,study
22,8,Denzel Washington,light,cel,[],27.0,study
22,8,umbrella,light,obj,0,1.0,recall
22,8,towel,light,obj,0,2.0,recall
22,8,cradle,light,obj,0,3.0,recall
22,8,teapot,light,obj,0,4.0,recall
22,8,Hungarian Parliament,light,loc,0,5.0,recall
22,8,Denzel Washington,light,cel,0,6.0,recall
22,8,Lil Wayne,light,cel,0,7.0,recall
22,8,Morgan Freeman,light,cel,0,8.0,recall
22,8,Scarlett Johansson,light,cel,0,9.0,recall
22,8,Cameron Diaz,light,cel,0,10.0,recall
22,8,Swiss Alps,light,loc,0,11.0,recall
22,8,Churchill Downs,light,loc,0,12.0,recall
22,8,kleenex,light,obj,0,13.0,recall
22,8,vase,light,obj,0,14.0,recall
22,8,Redwood Forest,light,loc,0,15.0,recall
22,8,Johnny Depp,light,cel,0,16.0,recall
22,8,Universal Studios,light,loc,0,17.0,recall
22,8,Jessica Simpson,light,cel,0,18.0,recall
22,8,Vin Diesel,light,cel,0,19.0,recall
23,1,Ricky Martin,light,cel,[],1.0,study
23,1,Jennifer Lawrence,light,cel,[],2.0,study
23,1,Leonardo DiCaprio,light,cel,[],3.0,study
23,1,Bunker Hill,light,loc,[],4.0,study
23,1,Carnegie Hall,light,loc,[],5.0,study
23,1,Louvre,light,loc,[],6.0,study
23,1,brick,light,obj,[],7.0,study
23,1,backpack,light,obj,[],8.0,study
23,1,bicycle,light,obj,[],9.0,study
23,1,Scarlett Johansson,light,cel,[],10.0,study
23,1,Jamie Foxx,light,cel,[],11.0,study
23,1,Ben Stiller,light,cel,[],12.0,study
23,1,purse,light,obj,[],13.0,study
23,1,keychain,light,obj,[],14.0,study
23,1,box,light,obj,[],15.0,study
23,1,North Pole,light,loc,[],16.0,study
23,1,Chicago,light,loc,[],17.0,study
23,1,Sistine Chapel,light,loc,[],18.0,study
23,1,Usher,light,cel,[],19.0,study
23,1,Kristen Stewart,light,cel,[],20.0,study
23,1,Hugh Jackman,light,cel,[],21.0,study
23,1,Salt Flats,light,loc,[],22.0,study
23,1,Amazon River,light,loc,[],23.0,study
23,1,Space Needle,light,loc,[],24.0,study
23,1,earrings,light,obj,[],25.0,study
23,1,cigar,light,obj,[],26.0,study
23,1,bottle,light,obj,[],27.0,study
23,1,Ricky Martin,light,cel,0,1.0,recall
23,1,Jennifer Lawrence,light,cel,0,2.0,recall
23,1,backpack,light,obj,0,3.0,recall
23,1,keychain,light,obj,0,4.0,recall
23,1,brick,light,obj,0,5.0,recall
23,1,Chicago,light,loc,0,6.0,recall
23,1,Bunker Hill,light,loc,0,7.0,recall
23,1,Kristen Stewart,light,cel,0,8.0,recall
23,1,Hugh Jackman,light,cel,0,9.0,recall
23,1,Usher,light,cel,0,10.0,recall
23,1,North Pole,light,loc,0,11.0,recall
23,1,bottle,light,obj,0,12.0,recall
23,2,Mariah Carey,heavy,cel,[],1.0,study
23,2,Madonna,heavy,cel,[],2.0,study
23,2,Johnny Depp,heavy,cel,[],3.0,study
23,2,Vatican City,heavy,loc,[],4.0,study
23,2,Florence,heavy,loc,[],5.0,study
23,2,Stonehenge,heavy,loc,[],6.0,study
23,2,crayon,heavy,obj,[],7.0,study
23,2,bowling ball,heavy,obj,[],8.0,study
23,2,dollar,heavy,obj,[],9.0,study
23,2,Florida Keys,heavy,loc,[],10.0,study
23,2,Arc de Triomphe,heavy,loc,[],11.0,study
23,2,Delphi,heavy,loc,[],12.0,study
23,2,Anne Hathaway,heavy,cel,[],13.0,study
23,2,Justin Bieber,heavy,cel,[],14.0,study
23,2,Drake,heavy,cel,[],15.0,study
23,2,feather,heavy,obj,[],16.0,study
23,2,shirt,heavy,obj,[],17.0,study
23,2,sink,heavy,obj,[],18.0,study
23,2,Rio de Janeiro,heavy,loc,[],19.0,study
23,2,Versailles,heavy,loc,[],20.0,study
23,2,Petra,heavy,loc,[],21.0,study
23,2,mascara,heavy,obj,[],22.0,study
23,2,fireplace,heavy,obj,[],23.0,study
23,2,perfume,heavy,obj,[],24.0,study
23,2,Oprah Winfrey,heavy,cel,[],25.0,study
23,2,Gwyneth Paltrow,heavy,cel,[],26.0,study
23,2,Brad Pitt,heavy,cel,[],27.0,study
23,2,Anne Hathaway,heavy,cel,0,1.0,recall
23,2,Johnny Depp,heavy,cel,0,2.0,recall
23,2,Mariah Carey,heavy,cel,0,3.0,recall
23,2,Petra,heavy,loc,0,4.0,recall
23,2,Florida Keys,heavy,loc,0,5.0,recall
23,2,Delphi,heavy,loc,0,6.0,recall
23,2,Gwyneth Paltrow,heavy,cel,0,7.0,recall
23,2,Acropolis,heavy,loc,1,8.0,recall
23,3,Ashton Kutcher,light,cel,[],1.0,study
23,3,Eminem,light,cel,[],2.0,study
23,3,Jim Carrey,light,cel,[],3.0,study
23,3,hurdle,light,obj,[],4.0,study
23,3,flower,light,obj,[],5.0,study
23,3,ketchup,light,obj,[],6.0,study
23,3,Niagara Falls,light,loc,[],7.0,study
23,3,Prague,light,loc,[],8.0,study
23,3,Hoover Dam,light,loc,[],9.0,study
23,3,Britney Spears,light,cel,[],10.0,study
23,3,Halle Berry,light,cel,[],11.0,study
23,3,Ian McKellan,light,cel,[],12.0,study
23,3,Serengeti Plain,light,loc,[],13.0,study
23,3,Vienna,light,loc,[],14.0,study
23,3,Sydney Opera House,light,loc,[],15.0,study
23,3,globe,light,obj,[],16.0,study
23,3,hammer,light,obj,[],17.0,study
23,3,printer,light,obj,[],18.0,study
23,3,Alec Baldwin,light,cel,[],19.0,study
23,3,Tina Fey,light,cel,[],20.0,study
23,3,Paul McCartney,light,cel,[],21.0,study
23,3,anchor,light,obj,[],22.0,study
23,3,teapot,light,obj,[],23.0,study
23,3,trash can,light,obj,[],24.0,study
23,3,San Francisco,light,loc,[],25.0,study
23,3,Giza Pyramids,light,loc,[],26.0,study
23,3,Machu Picchu,light,loc,[],27.0,study
23,3,Machu Picchu,light,loc,0,1.0,recall
23,3,Giza Pyramids,light,loc,0,2.0,recall
23,3,Halle Berry,light,cel,0,3.0,recall
23,3,ketchup,light,obj,0,4.0,recall
23,3,flower,light,obj,0,5.0,recall
23,3,hurdle,light,obj,0,6.0,recall
23,3,San Francisco,light,loc,0,7.0,recall
23,3,Britney Spears,light,cel,0,8.0,recall
23,3,Ashton Kutcher,light,cel,0,9.0,recall
23,3,Tom McClellan,light,,2,10.0,recall
23,4,Kobe Bryant,heavy,cel,[],1.0,study
23,4,Larry King,heavy,cel,[],2.0,study
23,4,George Clooney,heavy,cel,[],3.0,study
23,4,Monticello,heavy,loc,[],4.0,study
23,4,Mall of America,heavy,loc,[],5.0,study
23,4,Petronas Towers,heavy,loc,[],6.0,study
23,4,mango,heavy,obj,[],7.0,study
23,4,birdhouse,heavy,obj,[],8.0,study
23,4,glass,heavy,obj,[],9.0,study
23,4,Yankee Stadium,heavy,loc,[],10.0,study
23,4,Soho,heavy,loc,[],11.0,study
23,4,Times Square,heavy,loc,[],12.0,study
23,4,Jonah Hill,heavy,cel,[],13.0,study
23,4,Keira Knightley,heavy,cel,[],14.0,study
23,4,Bill Gates,heavy,cel,[],15.0,study
23,4,football,heavy,obj,[],16.0,study
23,4,towel,heavy,obj,[],17.0,study
23,4,speaker,heavy,obj,[],18.0,study
23,4,Will Smith,heavy,cel,[],19.0,study
23,4,Owen Wilson,heavy,cel,[],20.0,study
23,4,Barack Obama,heavy,cel,[],21.0,study
23,4,United Nations Building,heavy,loc,[],22.0,study
23,4,Redwood Forest,heavy,loc,[],23.0,study
23,4,Ayers Rock,heavy,loc,[],24.0,study
23,4,vacuum cleaner,heavy,obj,[],25.0,study
23,4,shovel,heavy,obj,[],26.0,study
23,4,projector,heavy,obj,[],27.0,study
23,4,Jonah Hill,heavy,cel,0,1.0,recall
23,4,Keira Knightley,heavy,cel,0,2.0,recall
23,4,George Clooney,heavy,cel,0,3.0,recall
23,4,Redwood Forest,heavy,loc,0,4.0,recall
23,4,football,heavy,obj,0,5.0,recall
23,4,shovel,heavy,obj,0,6.0,recall
23,4,Soho,heavy,loc,0,7.0,recall
23,4,Times Square,heavy,loc,0,8.0,recall
23,4,Will Ferrell,heavy,,2,9.0,recall
23,5,scarf,light,obj,[],1.0,study
23,5,satellite dish,light,obj,[],2.0,study
23,5,umbrella,light,obj,[],3.0,study
23,5,White House,light,loc,[],4.0,study
23,5,Shanghai,light,loc,[],5.0,study
23,5,Atomium,light,loc,[],6.0,study
23,5,Uma Thurman,light,cel,[],7.0,study
23,5,Alicia Keys,light,cel,[],8.0,study
23,5,Jay-Z,light,cel,[],9.0,study
23,5,briefcase,light,obj,[],10.0,study
23,5,water gun,light,obj,[],11.0,study
23,5,whistle,light,obj,[],12.0,study
23,5,Julianne Moore,light,cel,[],13.0,study
23,5,Amy Poehler,light,cel,[],14.0,study
23,5,David Beckham,light,cel,[],15.0,study
23,5,Pompeii,light,loc,[],16.0,study
23,5,Great Wall of China,light,loc,[],17.0,study
23,5,Mecca,light,loc,[],18.0,study
23,5,basket,light,obj,[],19.0,study
23,5,bed,light,obj,[],20.0,study
23,5,tripod,light,obj,[],21.0,study
23,5,Lil Wayne,light,cel,[],22.0,study
23,5,Beyonce Knowles,light,cel,[],23.0,study
23,5,Sofia Vergara,light,cel,[],24.0,study
23,5,Tahiti,light,loc,[],25.0,study
23,5,Alamo,light,loc,[],26.0,study
23,5,Gettysburg,light,loc,[],27.0,study
23,5,Jay-Z,light,cel,0,1.0,recall
23,5,Beyonce Knowles,light,cel,0,2.0,recall
23,5,Alicia Keys,light,cel,0,3.0,recall
23,5,Sofia Vergara,light,cel,0,4.0,recall
23,5,Tahiti,light,loc,0,5.0,recall
23,5,Great Wall of China,light,loc,0,6.0,recall
23,5,scarf,light,obj,0,7.0,recall
23,5,satellite dish,light,obj,0,8.0,recall
23,6,tent,heavy,obj,[],1.0,study
23,6,candle,heavy,obj,[],2.0,study
23,6,highlighter,heavy,obj,[],3.0,study
23,6,Quebec,heavy,loc,[],4.0,study
23,6,Globe Theater,heavy,loc,[],5.0,study
23,6,Universal Studios,heavy,loc,[],6.0,study
23,6,Morgan Freeman,heavy,cel,[],7.0,study
23,6,Tom Cruise,heavy,cel,[],8.0,study
23,6,Elton John,heavy,cel,[],9.0,study
23,6,lantern,heavy,obj,[],10.0,study
23,6,vase,heavy,obj,[],11.0,study
23,6,tire,heavy,obj,[],12.0,study
23,6,Colosseum,heavy,loc,[],13.0,study
23,6,Masada,heavy,loc,[],14.0,study
23,6,Tower of Pisa,heavy,loc,[],15.0,study
23,6,Emma Watson,heavy,cel,[],16.0,study
23,6,Snoop Dogg,heavy,cel,[],17.0,study
23,6,Lisa Kudrow,heavy,cel,[],18.0,study
23,6,Everglades,heavy,loc,[],19.0,study
23,6,Brooklyn Bridge,heavy,loc,[],20.0,study
23,6,Hungarian Parliament,heavy,loc,[],21.0,study
23,6,bell,heavy,obj,[],22.0,study
23,6,shelf,heavy,obj,[],23.0,study
23,6,medal,heavy,obj,[],24.0,study
23,6,Simon Cowell,heavy,cel,[],25.0,study
23,6,Cameron Diaz,heavy,cel,[],26.0,study
23,6,Tobey Maguire,heavy,cel,[],27.0,study
23,6,Tobey Maguire,heavy,cel,0,1.0,recall
23,6,Cameron Diaz,heavy,cel,0,2.0,recall
23,6,Lisa Kudrow,heavy,cel,0,3.0,recall
23,6,bell,heavy,obj,0,4.0,recall
23,6,Colosseum,heavy,loc,0,5.0,recall
23,6,Snoop Dogg,heavy,cel,0,6.0,recall
23,6,candle,heavy,obj,0,7.0,recall
23,7,Hong Kong,light,loc,[],1.0,study
23,7,Alcatraz,light,loc,[],2.0,study
23,7,Grand Central Station,light,loc,[],3.0,study
23,7,cradle,light,obj,[],4.0,study
23,7,cactus,light,obj,[],5.0,study
23,7,balloon,light,obj,[],6.0,study
23,7,Sylvester Stallone,light,cel,[],7.0,study
23,7,Steven Spielberg,light,cel,[],8.0,study
23,7,Ellen Page,light,cel,[],9.0,study
23,7,Trevi Fountain,light,loc,[],10.0,study
23,7,Wimbledon,light,loc,[],11.0,study
23,7,Oxford,light,loc,[],12.0,study
23,7,Drew Barrymore,light,cel,[],13.0,study
23,7,Reese Witherspoon,light,cel,[],14.0,study
23,7,Lindsay Lohan,light,cel,[],15.0,study
23,7,safe,light,obj,[],16.0,study
23,7,staple remover,light,obj,[],17.0,study
23,7,book,light,obj,[],18.0,study
23,7,Roman Forum,light,loc,[],19.0,study
23,7,Swiss Alps,light,loc,[],20.0,study
23,7,Monte Carlo,light,loc,[],21.0,study
23,7,Andy Samberg,light,cel,[],22.0,study
23,7,Matt Damon,light,cel,[],23.0,study
23,7,Vin Diesel,light,cel,[],24.0,study
23,7,helmet,light,obj,[],25.0,study
23,7,ladder,light,obj,[],26.0,study
23,7,calculator,light,obj,[],27.0,study
23,7,Reese Witherspoon,light,cel,0,1.0,recall
23,7,Lindsay Lohan,light,cel,0,2.0,recall
23,7,cactus,light,obj,0,3.0,recall
23,7,balloon,light,obj,0,4.0,recall
23,7,Vin Diesel,light,cel,0,5.0,recall
23,8,Walk of Fame,heavy,loc,[],1.0,study
23,8,Churchill Downs,heavy,loc,[],2.0,study
23,8,Big Ben,heavy,loc,[],3.0,study
23,8,Taylor Swift,heavy,cel,[],4.0,study
23,8,Angelina Jolie,heavy,cel,[],5.0,study
23,8,Orlando Bloom,heavy,cel,[],6.0,study
23,8,violin,heavy,obj,[],7.0,study
23,8,skateboard,heavy,obj,[],8.0,study
23,8,blender,heavy,obj,[],9.0,study
23,8,Kyoto,heavy,loc,[],10.0,study
23,8,Barcelona Cathedral,heavy,loc,[],11.0,study
23,8,Venice,heavy,loc,[],12.0,study
23,8,Harrison Ford,heavy,cel,[],13.0,study
23,8,Jessica Simpson,heavy,cel,[],14.0,study
23,8,Meryl Streep,heavy,cel,[],15.0,study
23,8,thermometer,heavy,obj,[],16.0,study
23,8,soap,heavy,obj,[],17.0,study
23,8,hanger,heavy,obj,[],18.0,study
23,8,Bruce Willis,heavy,cel,[],19.0,study
23,8,Denzel Washington,heavy,cel,[],20.0,study
23,8,Kate Winslet,heavy,cel,[],21.0,study
23,8,Cinderella Castle,heavy,loc,[],22.0,study
23,8,Timbuktu,heavy,loc,[],23.0,study
23,8,Indianapolis Speedway,heavy,loc,[],24.0,study
23,8,kleenex,heavy,obj,[],25.0,study
23,8,saucepan,heavy,obj,[],26.0,study
23,8,onion,heavy,obj,[],27.0,study
23,8,onion,heavy,obj,0,1.0,recall
23,8,Timbuktu,heavy,loc,0,2.0,recall
23,8,Taylor Swift,heavy,cel,0,3.0,recall
23,8,Walk of Fame,heavy,loc,0,4.0,recall
23,8,Indianapolis Speedway,heavy,loc,0,5.0,recall
23,8,Denzel Washington,heavy,cel,0,6.0,recall
24,1,Vienna,heavy,loc,[],1.0,study
24,1,Florence,heavy,loc,[],2.0,study
24,1,Louvre,heavy,loc,[],3.0,study
24,1,Taylor Swift,heavy,cel,[],4.0,study
24,1,David Beckham,heavy,cel,[],5.0,study
24,1,Ben Stiller,heavy,cel,[],6.0,study
24,1,hurdle,heavy,obj,[],7.0,study
24,1,fireplace,heavy,obj,[],8.0,study
24,1,teapot,heavy,obj,[],9.0,study
24,1,Halle Berry,heavy,cel,[],10.0,study
24,1,Uma Thurman,heavy,cel,[],11.0,study
24,1,Bruce Willis,heavy,cel,[],12.0,study
24,1,Everglades,heavy,loc,[],13.0,study
24,1,Churchill Downs,heavy,loc,[],14.0,study
24,1,Indianapolis Speedway,heavy,loc,[],15.0,study
24,1,scarf,heavy,obj,[],16.0,study
24,1,bed,heavy,obj,[],17.0,study
24,1,speaker,heavy,obj,[],18.0,study
24,1,Carnegie Hall,heavy,loc,[],19.0,study
24,1,Redwood Forest,heavy,loc,[],20.0,study
24,1,Niagara Falls,heavy,loc,[],21.0,study
24,1,tripod,heavy,obj,[],22.0,study
24,1,ketchup,heavy,obj,[],23.0,study
24,1,safe,heavy,obj,[],24.0,study
24,1,Matt Damon,heavy,cel,[],25.0,study
24,1,Bill Gates,heavy,cel,[],26.0,study
24,1,Harrison Ford,heavy,cel,[],27.0,study
24,1,Taylor Swift,heavy,cel,0,1.0,recall
24,1,Harrison Ford,heavy,cel,0,2.0,recall
24,1,Carnegie Hall,heavy,loc,0,3.0,recall
24,1,Quincy Market,heavy,loc,1,4.0,recall
24,1,ketchup,heavy,obj,0,5.0,recall
24,1,Halle Berry,heavy,cel,0,6.0,recall
24,1,Christian Bale,heavy,cel,1,7.0,recall
24,1,Everglades,heavy,loc,0,8.0,recall
24,1,Niagara Falls,heavy,loc,0,9.0,recall
24,1,Ben Stiller,heavy,cel,0,10.0,recall
24,1,Adam Sandler,heavy,cel,1,11.0,recall
24,1,Bill Gates,heavy,cel,0,12.0,recall
24,1,Yellowstone,heavy,loc,1,13.0,recall
24,1,glue stick,heavy,obj,1,14.0,recall
24,1,tripod,heavy,obj,0,15.0,recall
24,2,projector,light,obj,[],1.0,study
24,2,mango,light,obj,[],2.0,study
24,2,box,light,obj,[],3.0,study
24,2,Barcelona Cathedral,light,loc,[],4.0,study
24,2,Globe Theater,light,loc,[],5.0,study
24,2,Chicago,light,loc,[],6.0,study
24,2,Simon Cowell,light,cel,[],7.0,study
24,2,Emma Watson,light,cel,[],8.0,study
24,2,Gwyneth Paltrow,light,cel,[],9.0,study
24,2,briefcase,light,obj,[],10.0,study
24,2,perfume,light,obj,[],11.0,study
24,2,football,light,obj,[],12.0,study
24,2,Colosseum,light,loc,[],13.0,study
24,2,Great Wall of China,light,loc,[],14.0,study
24,2,Alamo,light,loc,[],15.0,study
24,2,Scarlett Johansson,light,cel,[],16.0,study
24,2,George Clooney,light,cel,[],17.0,study
24,2,Anne Hathaway,light,cel,[],18.0,study
24,2,tent,light,obj,[],19.0,study
24,2,ladder,light,obj,[],20.0,study
24,2,birdhouse,light,obj,[],21.0,study
24,2,Kate Winslet,light,cel,[],22.0,study
24,2,Andy Samberg,light,cel,[],23.0,study
24,2,Amy Poehler,light,cel,[],24.0,study
24,2,Yankee Stadium,light,loc,[],25.0,study
24,2,Ayers Rock,light,loc,[],26.0,study
24,2,Alcatraz,light,loc,[],27.0,study
24,2,Amy Poehler,light,cel,0,1.0,recall
24,2,Scarlett Johansson,light,cel,0,2.0,recall
24,2,Andy Samberg,light,cel,0,3.0,recall
24,2,Colosseum,light,loc,0,4.0,recall
24,2,Yankee Stadium,light,loc,0,5.0,recall
24,2,Chicago,light,loc,0,6.0,recall
24,2,box,light,obj,0,7.0,recall
24,2,ladder,light,obj,0,8.0,recall
24,2,George Clooney,light,cel,0,9.0,recall
24,2,Ayers Rock,light,loc,0,10.0,recall
24,2,Anne Hathaway,light,cel,0,11.0,recall
24,2,Gwyneth Paltrow,light,cel,0,12.0,recall
24,2,Globe Theater,light,loc,0,13.0,recall
24,2,Uma Thurman,light,cel,1,14.0,recall
24,3,medal,heavy,obj,[],1.0,study
24,3,mascara,heavy,obj,[],2.0,study
24,3,bottle,heavy,obj,[],3.0,study
24,3,Keira Knightley,heavy,cel,[],4.0,study
24,3,Snoop Dogg,heavy,cel,[],5.0,study
24,3,Julianne Moore,heavy,cel,[],6.0,study
24,3,Wimbledon,heavy,loc,[],7.0,study
24,3,Giza Pyramids,heavy,loc,[],8.0,study
24,3,Sistine Chapel,heavy,loc,[],9.0,study
24,3,vase,heavy,obj,[],10.0,study
24,3,staple remover,heavy,obj,[],11.0,study
24,3,onion,heavy,obj,[],12.0,study
24,3,Owen Wilson,heavy,cel,[],13.0,study
24,3,Jamie Foxx,heavy,cel,[],14.0,study
24,3,Oprah Winfrey,heavy,cel,[],15.0,study
24,3,Universal Studios,heavy,loc,[],16.0,study
24,3,Swiss Alps,heavy,loc,[],17.0,study
24,3,Grand Central Station,heavy,loc,[],18.0,study
24,3,shelf,heavy,obj,[],19.0,study
24,3,printer,heavy,obj,[],20.0,study
24,3,bell,heavy,obj,[],21.0,study
24,3,Prague,heavy,loc,[],22.0,study
24,3,Walk of Fame,heavy,loc,[],23.0,study
24,3,Tahiti,heavy,loc,[],24.0,study
24,3,Usher,heavy,cel,[],25.0,study
24,3,Jay-Z,heavy,cel,[],26.0,study
24,3,Larry King,heavy,cel,[],27.0,study
24,3,Larry King,heavy,cel,0,1.0,recall
24,3,onion,heavy,obj,0,2.0,recall
24,3,Usher,heavy,cel,0,3.0,recall
24,3,Wimbledon,heavy,loc,0,4.0,recall
24,3,Oprah Winfrey,heavy,cel,0,5.0,recall
24,3,Prague,heavy,loc,0,6.0,recall
24,3,Snoop Dogg,heavy,cel,0,7.0,recall
24,3,Larry King,heavy,cel,-1,8.0,recall
24,4,dollar,light,obj,[],1.0,study
24,4,hanger,light,obj,[],2.0,study
24,4,calculator,light,obj,[],3.0,study
24,4,Ricky Martin,light,cel,[],4.0,study
24,4,Angelina Jolie,light,cel,[],5.0,study
24,4,Reese Witherspoon,light,cel,[],6.0,study
24,4,North Pole,light,loc,[],7.0,study
24,4,Kyoto,light,loc,[],8.0,study
24,4,San Francisco,light,loc,[],9.0,study
24,4,saucepan,light,obj,[],10.0,study
24,4,lantern,light,obj,[],11.0,study
24,4,earrings,light,obj,[],12.0,study
24,4,Mariah Carey,light,cel,[],13.0,study
24,4,Kristen Stewart,light,cel,[],14.0,study
24,4,Alicia Keys,light,cel,[],15.0,study
24,4,Times Square,light,loc,[],16.0,study
24,4,Mall of America,light,loc,[],17.0,study
24,4,Arc de Triomphe,light,loc,[],18.0,study
24,4,bicycle,light,obj,[],19.0,study
24,4,cradle,light,obj,[],20.0,study
24,4,cigar,light,obj,[],21.0,study
24,4,Monte Carlo,light,loc,[],22.0,study
24,4,Cinderella Castle,light,loc,[],23.0,study
24,4,Tower of Pisa,light,loc,[],24.0,study
24,4,Drew Barrymore,light,cel,[],25.0,study
24,4,Beyonce Knowles,light,cel,[],26.0,study
24,4,Lisa Kudrow,light,cel,[],27.0,study
24,4,Beyonce Knowles,light,cel,0,1.0,recall
24,4,Lisa Kudrow,light,cel,0,2.0,recall
24,4,Ricky Martin,light,cel,0,3.0,recall
24,4,calculator,light,obj,0,4.0,recall
24,4,saucepan,light,obj,0,5.0,recall
24,4,Tower of Pisa,light,loc,0,6.0,recall
24,4,Angelina Jolie,light,cel,0,7.0,recall
24,4,Kristen Stewart,light,cel,0,8.0,recall
24,4,Emma Watson,light,cel,1,9.0,recall
24,4,medal,light,obj,1,10.0,recall
24,4,Times Square,light,loc,0,11.0,recall
24,4,Monte Carlo,light,loc,0,12.0,recall
24,4,Arc de Triomphe,light,loc,0,13.0,recall
24,4,dollar,light,obj,0,14.0,recall
24,5,Machu Picchu,heavy,loc,[],1.0,study
24,5,Hong Kong,heavy,loc,[],2.0,study
24,5,Stonehenge,heavy,loc,[],3.0,study
24,5,Alec Baldwin,heavy,cel,[],4.0,study
24,5,Lindsay Lohan,heavy,cel,[],5.0,study
24,5,Madonna,heavy,cel,[],6.0,study
24,5,violin,heavy,obj,[],7.0,study
24,5,sink,heavy,obj,[],8.0,study
24,5,trash can,heavy,obj,[],9.0,study
24,5,Leonardo DiCaprio,heavy,cel,[],10.0,study
24,5,Hugh Jackman,heavy,cel,[],11.0,study
24,5,Eminem,heavy,cel,[],12.0,study
24,5,globe,heavy,obj,[],13.0,study
24,5,cactus,heavy,obj,[],14.0,study
24,5,balloon,heavy,obj,[],15.0,study
24,5,Soho,heavy,loc,[],16.0,study
24,5,Florida Keys,heavy,loc,[],17.0,study
24,5,Pompeii,heavy,loc,[],18.0,study
24,5,helmet,heavy,obj,[],19.0,study
24,5,backpack,heavy,obj,[],20.0,study
24,5,kleenex,heavy,obj,[],21.0,study
24,5,Sydney Opera House,heavy,loc,[],22.0,study
24,5,Atomium,heavy,loc,[],23.0,study
24,5,Hungarian Parliament,heavy,loc,[],24.0,study
24,5,Justin Bieber,heavy,cel,[],25.0,study
24,5,Jim Carrey,heavy,cel,[],26.0,study
24,5,Kobe Bryant,heavy,cel,[],27.0,study
24,5,Kobe Bryant,heavy,cel,0,1.0,recall
24,5,balloon,heavy,obj,0,2.0,recall
24,5,kleenex,heavy,obj,0,3.0,recall
24,5,Hungarian Parliament,heavy,loc,0,4.0,recall
24,5,Machu Picchu,heavy,loc,0,5.0,recall
24,5,Hong Kong,heavy,loc,0,6.0,recall
24,6,basket,light,obj,[],1.0,study
24,6,glass,light,obj,[],2.0,study
24,6,hammer,light,obj,[],3.0,study
24,6,Roman Forum,light,loc,[],4.0,study
24,6,White House,light,loc,[],5.0,study
24,6,Amazon River,light,loc,[],6.0,study
24,6,Denzel Washington,light,cel,[],7.0,study
24,6,Sylvester Stallone,light,cel,[],8.0,study
24,6,Vin Diesel,light,cel,[],9.0,study
24,6,Trevi Fountain,light,loc,[],10.0,study
24,6,Petronas Towers,light,loc,[],11.0,study
24,6,Rio de Janeiro,light,loc,[],12.0,study
24,6,skateboard,light,obj,[],13.0,study
24,6,anchor,light,obj,[],14.0,study
