,condition,subject,likelihood,encoding_drift_rate,start_drift_rate,recall_drift_rate,shared_support,item_support,learning_rate,primacy_scale,primacy_decay,stop_probability_scale,stop_probability_growth,choice_sensitivity
115,mixed,10,615.2622195446332,0.881462503373759,0.3925658058099104,0.9524048541201673,0.05025207012725778,0.5985660047573376,0.4175816505892835,12.011573084042539,0.157335972824821,4.799820951764834e-05,0.3056497378981764,1.5895738250228353
116,mixed,11,574.1878245275832,0.9524375408347792,0.9926872356103765,0.9980667680547316,0.005337397475160112,2.220446049250313e-16,0.3200424852846979,2.742847672578748,67.09145196590657,0.008742985773574716,0.159524164656348,0.5572282240006172
117,mixed,12,837.2033691855762,0.8941576804125171,0.22674968784775323,0.911294700685905,0.0234929524889303,2.220446049250313e-16,0.30492952651671,9.386298138433803,0.2795909933513245,0.0008654289836151535,0.20892395432655386,0.6397319407505047
118,mixed,13,449.40769123478054,0.8024312776421652,0.321766214627612,0.9116839685541843,0.6800998661487511,2.220446049250313e-16,0.4516351622198474,2.716536660346028,93.24274253105563,0.002444917814883289,0.27891221496058155,9.680311076703413
119,mixed,14,569.7437007491856,0.6547339953423014,0.9862328957097551,0.8777424023836673,0.0038115479040924977,0.9999999999999998,0.4490709925264231,21.32060408625595,59.13433761010959,0.00444872379516096,0.22566597337594482,0.6333829458376116
120,mixed,15,470.9594213738538,0.8883849994457989,0.4283390217402542,0.946876591071243,0.017331402860145593,2.220446049250313e-16,0.3488171643128688,11.1620843420485,0.5963285201796853,0.004414695283274932,0.20482622247807386,1.2131284160981317
121,mixed,16,505.17763505941855,0.7444648402922682,0.9939182396047962,0.8895699544142138,0.08649348932291624,0.9999999999999998,0.15808016914669365,1.133452057615763,31.175397146991834,0.0008318533908967742,0.321025184418668,2.1467643867980923
122,mixed,17,458.61770961465805,0.8746489457893575,0.9999999999999998,0.992905616414025,0.030901274490175486,0.36958748630319155,0.5415550755771199,12.45608946689765,0.46528543447566145,0.0012278646802159317,0.32290886739134816,1.1487554838175391
123,mixed,18,304.9399696739933,0.6139269989577002,0.8534720171233203,0.9907375035449058,0.11624067216673466,0.723045094879055,0.29362787791086403,21.740183415208463,2.1071427102695575,0.002126125447819118,0.6153429946184336,1.1836993395399766
124,mixed,19,603.0946034474291,0.8669172377011811,0.9995641799996596,0.9573584607890501,0.012724498360966134,0.9999999999999998,0.31795157215903913,2.220446049250313e-16,98.30275941475,0.003214691026191506,0.22218959997283924,0.7123089606625617
125,mixed,20,220.69512696801536,0.8088355756359743,0.005235785986269909,0.7863081582528229,0.9999999999999998,2.220446049250313e-16,0.011178578553170934,99.71130229340713,2.9345644607222674,0.12568761252772226,0.052910682339537475,10.0
126,mixed,21,365.57889219745437,0.8322489305033985,0.6423721568578842,0.872204998229103,0.8987304652944009,2.220446049250313e-16,0.6354397781757483,0.18850091819034206,63.29770312794585,0.012961286326549241,0.2765390572854155,10.0
127,mixed,22,438.9754246794426,0.4958731537063655,0.9752996557147349,0.36467167299614506,0.9995860833247231,0.9999999999999998,0.9999999999999998,0.041207233366003404,58.110211582065084,0.00447442131012651,0.3606239484869045,5.123768375968908
128,mixed,23,497.33859251499973,0.8769766912831587,2.220446049250313e-16,0.9999999999999998,0.13787258935436517,2.220446049250313e-16,0.4904291905591205,4.349860133221995,98.74567978553459,0.006861021698979567,0.23520987957258266,1.6373319630715846
129,mixed,24,249.55103312088283,0.6495623355310252,0.27009818644499667,0.8998728056997963,0.0027912439272143536,0.9999999999999998,0.3796282842714817,1.4303514305315779,85.58306308657454,0.0031558797609087356,0.5827610489805778,1.604779516963901
130,mixed,25,296.0434520198943,0.7164292954414665,0.6803899405120067,0.9999999999999998,0.1567975810220356,0.713014006295422,0.640610970454859,1.078976985233087,46.935460269550425,0.07224699613522857,0.08099269040978002,1.8984691168668755
131,mixed,26,449.55554179533874,0.8610548483305706,2.220446049250313e-16,0.9890210414300563,0.830196085886117,2.220446049250313e-16,0.296607573217401,100.0,0.082052602835061,0.00850769398401552,0.1692967278633075,1.4686576146327448
132,mixed,27,335.6277645879318,0.5141125829221558,0.5656475010143767,0.39495072883447563,0.6081652287662677,2.220446049250313e-16,0.18876341641022498,2.220446049250313e-16,54.41214429329282,0.019886458127319658,0.27510128062942735,8.341770456427247
133,mixed,28,364.6261068080827,0.8620096702358566,2.220446049250313e-16,0.9857400059410124,0.02462789222345528,0.9999999999999998,0.26729370187342055,0.6187181816542263,77.56925879678941,0.006787730116509523,0.3566156155094747,0.9424950850948259
134,mixed,29,609.0045053315775,0.8879556707377696,2.220446049250313e-16,0.9898993026463394,0.012471993376647223,0.0696711817607444,0.45383411295825493,9.059717024349167,90.80820518387924,0.002261922334472454,0.19133131695961456,1.0471266924207925
135,mixed,30,449.40127462191504,0.6386625564885304,0.46628875090243505,0.7675346155382917,0.0889915645799157,2.220446049250313e-16,0.8992895721420945,7.759450619876209,0.33777033133635387,0.017041649166165376,0.1653043315027368,1.4468194514944412
136,mixed,31,519.5604408785905,0.8573409227727421,0.11341692167579379,0.9845340999419838,0.025405210317600943,2.220446049250313e-16,0.3642351017103934,10.481429003994919,0.17704685817288432,0.00854584406034593,0.1341504095794825,1.1296159579854872
137,mixed,32,510.91556073754884,0.8599630186100723,0.5958941086314458,0.9947920174156525,0.026381749421662055,0.8884853024395002,0.4586696624717377,1.308942683007555,26.876088658757425,0.005010310557128257,0.21496967637234418,1.09800434483781
138,mixed,33,481.4988286295005,0.9667777743242824,0.9999999817088661,0.9989583879024335,0.00010847563381271,0.12930803313265307,0.9257293783801493,19.868691693873693,11.721448375978476,0.017381126709457757,0.14933364387415143,0.24898091742871595
139,mixed,34,194.39300142490933,0.7673817508378628,0.07898727016607023,0.9996790340173409,0.3276441601553603,2.220446049250313e-16,0.4547422459439636,19.1520042757641,38.47607500712312,0.06716060823728337,0.21852678448689442,3.5106317151301463
