subject,list,item,input,output,study,recall,repeat,intrusion,category,list_type,item_string,item_string_index
44,7,4.0,5.0,,True,False,0,False,obj,heavy,shirt,133
44,7,5.0,6.0,,True,False,0,False,obj,heavy,shovel,76
44,7,6.0,7.0,,True,False,0,False,cel,heavy,Steven Spielberg,104
44,7,7.0,8.0,,True,False,0,False,cel,heavy,Drake,19
44,7,8.0,9.0,6.0,True,True,0,False,cel,heavy,Brad Pitt,48
44,7,9.0,10.0,2.0,True,True,0,False,loc,heavy,Big Ben,200
44,7,10.0,11.0,,True,False,0,False,loc,heavy,Salt Flats,73
44,7,11.0,12.0,4.0,True,True,0,False,loc,heavy,Shanghai,15
44,7,12.0,13.0,3.0,True,True,0,False,cel,heavy,Ashton Kutcher,35
44,7,13.0,14.0,,True,False,0,False,cel,heavy,Tina Fey,143
44,7,14.0,15.0,,True,False,0,False,cel,heavy,Ellen Page,69
44,7,15.0,16.0,,True,False,0,False,obj,heavy,vacuum cleaner,223
44,7,16.0,17.0,,True,False,0,False,obj,heavy,candle,135
44,7,17.0,18.0,,True,False,0,False,obj,heavy,highlighter,3
44,7,18.0,19.0,,True,False,0,False,loc,heavy,Vatican City,29
44,7,19.0,20.0,,True,False,0,False,loc,heavy,Monticello,125
44,7,20.0,21.0,,True,False,0,False,loc,heavy,Delphi,23
44,7,21.0,22.0,,True,False,0,False,obj,heavy,brick,114
44,7,22.0,23.0,,True,False,0,False,obj,heavy,book,161
44,7,23.0,24.0,,True,False,0,False,obj,heavy,crayon,147
44,7,24.0,25.0,,True,False,0,False,cel,heavy,Paul McCartney,195
44,7,25.0,26.0,,True,False,0,False,cel,heavy,Elton John,84
44,7,26.0,27.0,1.0,True,True,0,False,cel,heavy,Tobey Maguire,180
44,8,0.0,1.0,,True,False,0,False,obj,light,towel,108
44,8,1.0,2.0,,True,False,0,False,obj,light,purse,120
44,8,2.0,3.0,,True,False,0,False,obj,light,soap,179
44,8,3.0,4.0,,True,False,0,False,cel,light,Cameron Diaz,59
44,8,4.0,5.0,,True,False,0,False,cel,light,Ian McKellan,105
44,8,5.0,6.0,,True,False,0,False,cel,light,Jessica Simpson,123
44,8,6.0,7.0,,True,False,0,False,loc,light,Hoover Dam,100
44,8,7.0,8.0,,True,False,0,False,loc,light,Petra,65
44,8,8.0,9.0,,True,False,0,False,loc,light,Oxford,132
44,8,9.0,10.0,,True,False,0,False,obj,light,umbrella,203
44,8,10.0,11.0,,True,False,0,False,obj,light,satellite dish,87
44,8,11.0,12.0,,True,False,0,False,obj,light,feather,209
44,8,12.0,13.0,,True,False,0,False,loc,light,Bunker Hill,116
44,8,13.0,14.0,,True,False,0,False,loc,light,Quebec,44
44,8,14.0,15.0,,True,False,0,False,loc,light,Versailles,49
44,8,15.0,16.0,1.0,True,True,0,False,cel,light,Orlando Bloom,174
44,8,16.0,17.0,6.0,True,True,0,False,cel,light,Jennifer Lawrence,210
44,8,17.0,18.0,2.0,True,True,0,False,cel,light,Barack Obama,197
44,8,18.0,19.0,,True,False,0,False,loc,light,United Nations Building,152
44,8,19.0,20.0,,True,False,0,False,loc,light,Space Needle,94
44,8,20.0,21.0,,True,False,0,False,loc,light,Masada,172
44,8,21.0,22.0,,True,False,0,False,obj,light,flower,77
44,8,22.0,23.0,,True,False,0,False,obj,light,keychain,33
44,8,23.0,24.0,3.0,True,True,0,False,obj,light,water gun,222
44,8,24.0,25.0,,True,False,0,False,cel,light,Johnny Depp,46
44,8,25.0,26.0,7.0,True,True,0,False,cel,light,Britney Spears,83
44,8,26.0,27.0,5.0,True,True,0,False,cel,light,Morgan Freeman,148
45,1,0.0,1.0,,True,False,0,False,loc,heavy,Monte Carlo,88
45,1,1.0,2.0,,True,False,0,False,loc,heavy,Bunker Hill,116
45,1,2.0,3.0,,True,False,0,False,loc,heavy,Grand Central Station,199
45,1,3.0,4.0,,True,False,0,False,obj,heavy,calculator,86
45,1,4.0,5.0,,True,False,0,False,obj,heavy,briefcase,26
45,1,5.0,6.0,,True,False,0,False,obj,heavy,lantern,11
45,1,6.0,7.0,12.0,True,True,0,False,cel,heavy,Denzel Washington,40
45,1,7.0,8.0,1.0,True,True,0,False,cel,heavy,Brad Pitt,48
45,1,8.0,9.0,,True,False,0,False,cel,heavy,Jessica Simpson,123
45,1,9.0,10.0,,True,False,0,False,loc,heavy,Barcelona Cathedral,45
45,1,10.0,11.0,,True,False,0,False,loc,heavy,Gettysburg,43
45,1,11.0,12.0,9.0,True,True,0,False,loc,heavy,Giza Pyramids,138
45,1,12.0,13.0,6.0,True,True,0,False,cel,heavy,Jay-Z,103
45,1,13.0,14.0,5.0,True,True,0,False,cel,heavy,Britney Spears,83
45,1,14.0,15.0,7.0,True,True,0,False,cel,heavy,Drew Barrymore,67
45,1,15.0,16.0,,True,False,0,False,obj,heavy,hurdle,99
45,1,16.0,17.0,,True,False,0,False,obj,heavy,teapot,31
45,1,17.0,18.0,,True,False,0,False,obj,heavy,vase,221
45,1,18.0,19.0,,True,False,0,False,cel,heavy,Bill Gates,18
45,1,19.0,20.0,11.0,True,True,0,False,cel,heavy,Ellen Page,69
45,1,20.0,21.0,2.0,True,True,0,False,cel,heavy,Scarlett Johansson,36
45,1,21.0,22.0,,True,False,0,False,obj,heavy,hanger,54
45,1,22.0,23.0,,True,False,0,False,obj,heavy,box,106
45,1,23.0,24.0,,True,False,0,False,obj,heavy,balloon,163
45,1,24.0,25.0,10.0,True,True,0,False,loc,heavy,Chicago,16
45,1,25.0,26.0,4.0,True,True,0,False,loc,heavy,Rio de Janeiro,56
45,1,26.0,27.0,3.0,True,True,0,False,loc,heavy,Kyoto,22
45,2,0.0,1.0,,True,False,0,False,obj,light,birdhouse,32
45,2,1.0,2.0,,True,False,0,False,obj,light,dollar,61
45,2,2.0,3.0,8.0,True,True,0,False,obj,light,anchor,134
45,2,3.0,4.0,,True,False,0,False,loc,light,Pompeii,6
45,2,4.0,5.0,4.0,True,True,0,False,loc,light,Machu Picchu,75
45,2,5.0,6.0,16.0,True,True,0,False,loc,light,Amazon River,57
45,2,6.0,7.0,10.0,True,True,0,False,cel,light,Bruce Willis,128
45,2,7.0,8.0,1.0,True,True,0,False,cel,light,Kobe Bryant,212
45,2,8.0,9.0,2.0,True,True,0,False,cel,light,Mariah Carey,20
45,2,8.0,9.0,14.0,False,True,1,False,cel,light,Mariah Carey,20
45,2,9.0,10.0,,True,False,0,False,loc,light,Vatican City,29
45,2,10.0,11.0,,True,False,0,False,loc,light,Everglades,183
45,2,11.0,12.0,,True,False,0,False,loc,light,Masada,172
45,2,12.0,13.0,,True,False,0,False,cel,light,Kristen Stewart,2
45,2,13.0,14.0,,True,False,0,False,cel,light,David Beckham,155
45,2,14.0,15.0,3.0,True,True,0,False,cel,light,Cameron Diaz,59
45,2,15.0,16.0,,True,False,0,False,obj,light,cigar,53
45,2,16.0,17.0,,True,False,0,False,obj,light,highlighter,3
45,2,17.0,18.0,,True,False,0,False,obj,light,crayon,147
45,2,18.0,19.0,13.0,True,True,0,False,cel,light,Hugh Jackman,170
45,2,19.0,20.0,12.0,True,True,0,False,cel,light,Paul McCartney,195
45,2,20.0,21.0,9.0,True,True,0,False,cel,light,Taylor Swift,142
45,2,21.0,22.0,,True,False,0,False,loc,light,Globe Theater,117
45,2,22.0,23.0,5.0,True,True,0,False,loc,light,San Francisco,198
45,2,23.0,24.0,,True,False,0,False,loc,light,Colosseum,21
45,2,24.0,25.0,7.0,True,True,0,False,obj,light,tire,119
45,2,25.0,26.0,,True,False,0,False,obj,light,trash can,190
45,2,26.0,27.0,6.0,True,True,0,False,obj,light,candle,135
45,3,0.0,1.0,2.0,True,True,0,False,cel,heavy,Tobey Maguire,180
45,3,1.0,2.0,16.0,True,True,0,False,cel,heavy,Jonah Hill,109
45,3,2.0,3.0,1.0,True,True,0,False,cel,heavy,Amy Poehler,92
45,3,3.0,4.0,,True,False,0,False,loc,heavy,Big Ben,200
45,3,4.0,5.0,,True,False,0,False,loc,heavy,Tower of Pisa,126
45,3,5.0,6.0,3.0,True,True,0,False,loc,heavy,Petronas Towers,95
45,3,6.0,7.0,,True,False,0,False,obj,heavy,perfume,160
45,3,7.0,8.0,,True,False,0,False,obj,heavy,cactus,52
45,3,8.0,9.0,,True,False,0,False,obj,heavy,flower,77
45,3,9.0,10.0,,True,False,0,False,cel,heavy,Andy Samberg,68
45,3,10.0,11.0,,True,False,0,False,cel,heavy,Ben Stiller,211
45,3,11.0,12.0,7.0,True,True,0,False,cel,heavy,Sofia Vergara,111
45,3,12.0,13.0,14.0,True,True,0,False,loc,heavy,Versailles,49
45,3,13.0,14.0,,True,False,0,False,loc,heavy,Yankee Stadium,218
45,3,14.0,15.0,,True,False,0,False,loc,heavy,Times Square,151
45,3,15.0,16.0,,True,False,0,False,obj,heavy,projector,72
45,3,16.0,17.0,8.0,True,True,0,False,obj,heavy,whistle,230
45,3,17.0,18.0,,True,False,0,False,obj,heavy,bottle,85
45,3,18.0,19.0,11.0,True,True,0,False,cel,heavy,Meryl Streep,14
45,3,19.0,20.0,,True,False,0,False,cel,heavy,Ian McKellan,105
45,3,20.0,21.0,12.0,True,True,0,False,cel,heavy,Usher,224
45,3,21.0,22.0,10.0,True,True,0,False,obj,heavy,bed,78
45,3,22.0,23.0,9.0,True,True,0,False,obj,heavy,backpack,201
45,3,23.0,24.0,,True,False,0,False,obj,heavy,hammer,186
45,3,24.0,25.0,13.0,True,True,0,False,loc,heavy,Arc de Triomphe,192
45,3,25.0,26.0,,True,False,0,False,loc,heavy,Wimbledon,231
45,3,26.0,27.0,15.0,True,True,0,False,loc,heavy,Vienna,226
45,4,0.0,1.0,4.0,True,True,0,False,cel,light,Jim Carrey,122
45,4,1.0,2.0,3.0,True,True,0,False,cel,light,Matt Damon,169
45,4,2.0,3.0,2.0,True,True,0,False,cel,light,Tina Fey,143
45,4,3.0,4.0,9.0,True,True,0,False,loc,light,White House,217
45,4,4.0,5.0,,True,False,0,False,loc,light,Universal Studios,51
45,4,5.0,6.0,8.0,True,True,0,False,loc,light,Great Wall of China,136
45,4,6.0,7.0,,True,False,0,False,obj,light,cradle,70
45,4,7.0,8.0,,True,False,0,False,obj,light,water gun,222
45,4,8.0,9.0,,True,False,0,False,obj,light,bell,112
45,4,9.0,10.0,,True,False,0,False,loc,light,Sistine Chapel,167
45,4,10.0,11.0,,True,False,0,False,loc,light,Venice,215
45,4,11.0,12.0,,True,False,0,False,loc,light,Stonehenge,130
45,4,12.0,13.0,6.0,True,True,0,False,cel,light,Jamie Foxx,47
45,4,13.0,14.0,7.0,True,True,0,False,cel,light,Lil Wayne,13
45,4,14.0,15.0,1.0,True,True,0,False,cel,light,Angelina Jolie,205
45,4,15.0,16.0,,True,False,0,False,obj,light,scarf,177
45,4,16.0,17.0,,True,False,0,False,obj,light,tripod,118
45,4,17.0,18.0,,True,False,0,False,obj,light,skateboard,146
45,4,18.0,19.0,,True,False,0,False,cel,light,Harrison Ford,206
45,4,19.0,20.0,,True,False,0,False,cel,light,Reese Witherspoon,182
45,4,20.0,21.0,,True,False,0,False,cel,light,Madonna,150
45,4,21.0,22.0,,True,False,0,False,loc,light,Ayers Rock,115
45,4,22.0,23.0,,True,False,0,False,loc,light,Cinderella Castle,8
45,4,23.0,24.0,5.0,True,True,0,False,loc,light,Petra,65
45,4,24.0,25.0,,True,False,0,False,obj,light,towel,108
45,4,25.0,26.0,,True,False,0,False,obj,light,purse,120
45,4,26.0,27.0,,True,False,0,False,obj,light,glass,25
45,5,0.0,1.0,,True,False,0,False,loc,heavy,Prague,214
45,5,1.0,2.0,,True,False,0,False,loc,heavy,Salt Flats,73
45,5,2.0,3.0,,True,False,0,False,loc,heavy,Mall of America,185
45,5,3.0,4.0,,True,False,0,False,cel,heavy,Drake,19
45,5,4.0,5.0,3.0,True,True,0,False,cel,heavy,Alec Baldwin,34
45,5,5.0,6.0,13.0,True,True,0,False,cel,heavy,Halle Berry,0
45,5,6.0,7.0,,True,False,0,False,obj,heavy,brick,114
45,5,7.0,8.0,,True,False,0,False,obj,heavy,saucepan,187
45,5,8.0,9.0,8.0,True,True,0,False,obj,heavy,umbrella,203
45,5,9.0,10.0,,True,False,0,False,cel,heavy,Ricky Martin,79
45,5,10.0,11.0,,True,False,0,False,cel,heavy,Alicia Keys,42
45,5,11.0,12.0,,True,False,0,False,cel,heavy,Simon Cowell,1
45,5,12.0,13.0,,True,False,0,False,loc,heavy,Hungarian Parliament,96
45,5,13.0,14.0,,True,False,0,False,loc,heavy,Sydney Opera House,90
45,5,14.0,15.0,14.0,True,True,0,False,loc,heavy,Tahiti,213
45,5,15.0,16.0,,True,False,0,False,obj,heavy,bicycle,208
45,5,16.0,17.0,10.0,True,True,0,False,obj,heavy,basket,38
45,5,17.0,18.0,,True,False,0,False,obj,heavy,keychain,33
45,5,18.0,19.0,4.0,True,True,0,False,loc,heavy,Mecca,17
45,5,19.0,20.0,5.0,True,True,0,False,loc,heavy,Delphi,23
45,5,20.0,21.0,,True,False,0,False,loc,heavy,Trevi Fountain,157
45,5,21.0,22.0,2.0,True,True,0,False,cel,heavy,George Clooney,60
45,5,22.0,23.0,1.0,True,True,0,False,cel,heavy,Leonardo DiCaprio,204
45,5,23.0,24.0,9.0,True,True,0,False,cel,heavy,Lindsay Lohan,58
45,5,24.0,25.0,,True,False,0,False,obj,heavy,helmet,141
45,5,25.0,26.0,7.0,True,True,0,False,obj,heavy,speaker,98
45,5,26.0,27.0,6.0,True,True,0,False,obj,heavy,football,139
45,5,26.0,27.0,11.0,False,True,1,False,obj,heavy,football,139
45,6,0.0,1.0,,True,False,0,False,obj,light,blender,189
45,6,1.0,2.0,,True,False,0,False,obj,light,globe,202
45,6,2.0,3.0,,True,False,0,False,obj,light,tent,63
45,6,3.0,4.0,7.0,True,True,0,False,loc,light,Quebec,44
45,6,4.0,5.0,5.0,True,True,0,False,loc,light,Shanghai,15
45,6,5.0,6.0,6.0,True,True,0,False,loc,light,Atomium,7
45,6,6.0,7.0,3.0,True,True,0,False,cel,light,Julianne Moore,144
45,6,7.0,8.0,4.0,True,True,0,False,cel,light,Oprah Winfrey,110
45,6,8.0,9.0,,True,False,0,False,cel,light,Elton John,84
45,6,9.0,10.0,,True,False,0,False,loc,light,Florida Keys,166
45,6,10.0,11.0,,True,False,0,False,loc,light,Hoover Dam,100
45,6,11.0,12.0,14.0,True,True,0,False,loc,light,Space Needle,94
45,6,12.0,13.0,2.0,True,True,0,False,cel,light,Anne Hathaway,91
45,6,12.0,13.0,17.0,False,True,1,False,cel,light,Anne Hathaway,91
45,6,13.0,14.0,,True,False,0,False,cel,light,Vin Diesel,225
45,6,14.0,15.0,,True,False,0,False,cel,light,Snoop Dogg,171
45,6,15.0,16.0,,True,False,0,False,obj,light,vacuum cleaner,223
45,6,16.0,17.0,,True,False,0,False,obj,light,onion,165
45,6,17.0,18.0,,True,False,0,False,obj,light,violin,228
45,6,18.0,19.0,,True,False,0,False,loc,light,Roman Forum,102
45,6,19.0,20.0,,True,False,0,False,loc,light,Churchill Downs,153
45,6,20.0,21.0,15.0,True,True,0,False,loc,light,Florence,173
45,6,21.0,22.0,10.0,True,True,0,False,cel,light,Orlando Bloom,174
45,6,22.0,23.0,11.0,True,True,0,False,cel,light,Owen Wilson,156
45,6,23.0,24.0,1.0,True,True,0,False,cel,light,Barack Obama,197
45,6,24.0,25.0,,True,False,0,False,obj,light,sink,24
45,6,25.0,26.0,,True,False,0,False,obj,light,earrings,188
45,6,26.0,27.0,8.0,True,True,0,False,obj,light,shelf,207
45,7,0.0,1.0,,True,False,0,False,loc,heavy,Timbuktu,158
45,7,1.0,2.0,,True,False,0,False,loc,heavy,Alcatraz,55
45,7,2.0,3.0,,True,False,0,False,loc,heavy,Redwood Forest,74
45,7,3.0,4.0,6.0,True,True,0,False,cel,heavy,Sylvester Stallone,196
45,7,4.0,5.0,,True,False,0,False,cel,heavy,Uma Thurman,229
45,7,5.0,6.0,,True,False,0,False,cel,heavy,Tom Cruise,220
45,7,6.0,7.0,,True,False,0,False,obj,heavy,medal,164
45,7,7.0,8.0,,True,False,0,False,obj,heavy,mango,145
45,7,8.0,9.0,,True,False,0,False,obj,heavy,mascara,113
45,7,9.0,10.0,7.0,True,True,0,False,cel,heavy,Justin Bieber,149
45,7,10.0,11.0,,True,False,0,False,cel,heavy,Lisa Kudrow,80
45,7,11.0,12.0,5.0,True,True,0,False,cel,heavy,Johnny Depp,46
45,7,12.0,13.0,,True,False,0,False,obj,heavy,book,161
45,7,13.0,14.0,,True,False,0,False,obj,heavy,thermometer,107
45,7,14.0,15.0,,True,False,0,False,obj,heavy,ladder,97
45,7,15.0,16.0,9.0,True,True,0,False,loc,heavy,Monticello,125
45,7,16.0,17.0,8.0,True,True,0,False,loc,heavy,Alamo,131
45,7,17.0,18.0,4.0,True,True,0,False,loc,heavy,Hong Kong,168
45,7,18.0,19.0,1.0,True,True,0,False,cel,heavy,Beyonce Knowles,93
45,7,19.0,20.0,,True,False,0,False,cel,heavy,Steven Spielberg,104
45,7,20.0,21.0,,True,False,0,False,cel,heavy,Eminem,121
45,7,21.0,22.0,,True,False,0,False,loc,heavy,Walk of Fame,219
45,7,22.0,23.0,2.0,True,True,0,False,loc,heavy,Brooklyn Bridge,159
45,7,23.0,24.0,,True,False,0,False,loc,heavy,Swiss Alps,194
45,7,24.0,25.0,,True,False,0,False,obj,heavy,printer,9
45,7,25.0,26.0,3.0,True,True,0,False,obj,heavy,bowling ball,39
45,7,26.0,27.0,,True,False,0,False,obj,heavy,soap,179
45,8,0.0,1.0,1.0,True,True,0,False,cel,light,Kate Winslet,82
45,8,1.0,2.0,3.0,True,True,0,False,cel,light,Jennifer Lawrence,210
45,8,2.0,3.0,,True,False,0,False,cel,light,Larry King,181
45,8,3.0,4.0,,True,False,0,False,obj,light,satellite dish,87
45,8,4.0,5.0,,True,False,0,False,obj,light,safe,162
45,8,5.0,6.0,6.0,True,True,0,False,obj,light,feather,209
45,8,6.0,7.0,,True,False,0,False,loc,light,Niagara Falls,89
45,8,7.0,8.0,,True,False,0,False,loc,light,Carnegie Hall,101
45,8,8.0,9.0,10.0,True,True,0,False,loc,light,Indianapolis Speedway,184
45,8,9.0,10.0,2.0,True,True,0,False,cel,light,Keira Knightley,81
45,8,10.0,11.0,8.0,True,True,0,False,cel,light,Will Smith,227
45,8,11.0,12.0,15.0,True,True,0,False,cel,light,Ashton Kutcher,35
45,8,12.0,13.0,,True,False,0,False,loc,light,United Nations Building,152
45,8,13.0,14.0,,True,False,0,False,loc,light,Louvre,50
45,8,14.0,15.0,,True,False,0,False,loc,light,North Pole,137
45,8,15.0,16.0,17.0,True,True,0,False,obj,light,staple remover,62
45,8,16.0,17.0,18.0,True,True,0,False,obj,light,shovel,76
45,8,17.0,18.0,,True,False,0,False,obj,light,shirt,133
45,8,18.0,19.0,9.0,True,True,0,False,cel,light,Morgan Freeman,148
45,8,19.0,20.0,14.0,True,True,0,False,cel,light,Emma Watson,12
45,8,20.0,21.0,,True,False,0,False,cel,light,Gwyneth Paltrow,176
45,8,21.0,22.0,,True,False,0,False,loc,light,Serengeti Plain,193
45,8,22.0,23.0,16.0,True,True,0,False,loc,light,Soho,64
45,8,23.0,24.0,4.0,True,True,0,False,loc,light,Oxford,132
45,8,24.0,25.0,,True,False,0,False,obj,light,fireplace,178
45,8,25.0,26.0,7.0,True,True,0,False,obj,light,ketchup,71
45,8,26.0,27.0,,True,False,0,False,obj,light,kleenex,37
46,1,0.0,1.0,11.0,True,True,0,False,obj,heavy,backpack,201
46,1,1.0,2.0,,True,False,0,False,obj,heavy,mango,145
46,1,2.0,3.0,,True,False,0,False,obj,heavy,shirt,133
46,1,3.0,4.0,10.0,True,True,0,False,loc,heavy,Walk of Fame,219
46,1,4.0,5.0,12.0,True,True,0,False,loc,heavy,Venice,215
46,1,5.0,6.0,,True,False,0,False,loc,heavy,Hong Kong,168
46,1,6.0,7.0,2.0,True,True,0,False,cel,heavy,Hugh Jackman,170
46,1,7.0,8.0,,True,False,0,False,cel,heavy,Sylvester Stallone,196
46,1,8.0,9.0,14.0,True,True,0,False,cel,heavy,Ian McKellan,105
46,1,9.0,10.0,,True,False,0,False,obj,heavy,birdhouse,32
46,1,10.0,11.0,15.0,True,True,0,False,obj,heavy,blender,189
46,1,11.0,12.0,,True,False,0,False,obj,heavy,water gun,222
46,1,12.0,13.0,,True,False,0,False,loc,heavy,White House,217
46,1,13.0,14.0,,True,False,0,False,loc,heavy,Delphi,23
46,1,14.0,15.0,,True,False,0,False,loc,heavy,Trevi Fountain,157
46,1,15.0,16.0,8.0,True,True,0,False,cel,heavy,Ben Stiller,211
46,1,16.0,17.0,,True,False,0,False,cel,heavy,Ricky Martin,79
46,1,17.0,18.0,7.0,True,True,0,False,cel,heavy,Kobe Bryant,212
46,1,18.0,19.0,,True,False,0,False,loc,heavy,Universal Studios,51
46,1,19.0,20.0,,True,False,0,False,loc,heavy,Colosseum,21
46,1,20.0,21.0,6.0,True,True,0,False,loc,heavy,Hungarian Parliament,96
46,1,21.0,22.0,5.0,True,True,0,False,obj,heavy,book,161
46,1,22.0,23.0,,True,False,0,False,obj,heavy,medal,164
46,1,23.0,24.0,,True,False,0,False,obj,heavy,saucepan,187
46,1,24.0,25.0,3.0,True,True,0,False,cel,heavy,Angelina Jolie,205
46,1,25.0,26.0,4.0,True,True,0,False,cel,heavy,Ellen Page,69
46,1,26.0,27.0,1.0,True,True,0,False,cel,heavy,George Clooney,60
46,1,26.0,27.0,9.0,False,True,1,False,cel,heavy,George Clooney,60
46,2,0.0,1.0,3.0,True,True,0,False,loc,light,Mall of America,185
46,2,1.0,2.0,4.0,True,True,0,False,loc,light,Petra,65
46,2,2.0,3.0,15.0,True,True,0,False,loc,light,United Nations Building,152
46,2,3.0,4.0,5.0,True,True,0,False,obj,light,ladder,97
46,2,4.0,5.0,,True,False,0,False,obj,light,anchor,134
46,2,5.0,6.0,,True,False,0,False,obj,light,soap,179
46,2,6.0,7.0,13.0,True,True,0,False,cel,light,Emma Watson,12
46,2,7.0,8.0,8.0,True,True,0,False,cel,light,Tom Cruise,220
46,2,8.0,9.0,7.0,True,True,0,False,cel,light,Madonna,150
46,2,9.0,10.0,,True,False,0,False,loc,light,Monte Carlo,88
46,2,10.0,11.0,,True,False,0,False,loc,light,Mecca,17
46,2,11.0,12.0,,True,False,0,False,loc,light,Wimbledon,231
46,2,12.0,13.0,,True,False,0,False,obj,light,tripod,118
46,2,13.0,14.0,,True,False,0,False,obj,light,fireplace,178
46,2,14.0,15.0,16.0,True,True,0,False,obj,light,hanger,54
46,2,15.0,16.0,9.0,True,True,0,False,cel,light,Britney Spears,83
46,2,16.0,17.0,,True,False,0,False,cel,light,Snoop Dogg,171
46,2,17.0,18.0,,True,False,0,False,cel,light,Matt Damon,169
46,2,18.0,19.0,6.0,True,True,0,False,obj,light,thermometer,107
46,2,19.0,20.0,18.0,True,True,0,False,obj,light,purse,120
46,2,20.0,21.0,,True,False,0,False,obj,light,calculator,86
46,2,21.0,22.0,10.0,True,True,0,False,loc,light,Ayers Rock,115
46,2,22.0,23.0,,True,False,0,False,loc,light,Kyoto,22
46,2,23.0,24.0,11.0,True,True,0,False,loc,light,Masada,172
46,2,24.0,25.0,17.0,True,True,0,False,cel,light,Drake,19
46,2,25.0,26.0,2.0,True,True,0,False,cel,light,Andy Samberg,68
46,2,26.0,27.0,1.0,True,True,0,False,cel,light,Lil Wayne,13
46,3,0.0,1.0,,True,False,0,False,obj,heavy,candle,135
46,3,1.0,2.0,,True,False,0,False,obj,heavy,lantern,11
46,3,2.0,3.0,,True,False,0,False,obj,heavy,bowling ball,39
46,3,3.0,4.0,14.0,True,True,0,False,cel,heavy,Bill Gates,18
46,3,4.0,5.0,8.0,True,True,0,False,cel,heavy,Leonardo DiCaprio,204
46,3,5.0,6.0,9.0,True,True,0,False,cel,heavy,Drew Barrymore,67
46,3,6.0,7.0,12.0,True,True,0,False,loc,heavy,Everglades,183
46,3,7.0,8.0,,True,False,0,False,loc,heavy,Tower of Pisa,126
46,3,8.0,9.0,,True,False,0,False,loc,heavy,Monticello,125
46,3,9.0,10.0,,True,False,0,False,obj,heavy,skateboard,146
46,3,10.0,11.0,,True,False,0,False,obj,heavy,hurdle,99
46,3,11.0,12.0,,True,False,0,False,obj,heavy,towel,108
46,3,12.0,13.0,7.0,True,True,0,False,loc,heavy,Sistine Chapel,167
46,3,13.0,14.0,5.0,True,True,0,False,loc,heavy,Louvre,50
46,3,14.0,15.0,11.0,True,True,0,False,loc,heavy,Redwood Forest,74
46,3,15.0,16.0,3.0,True,True,0,False,cel,heavy,Justin Bieber,149
46,3,16.0,17.0,,True,False,0,False,cel,heavy,Reese Witherspoon,182
46,3,17.0,18.0,10.0,True,True,0,False,cel,heavy,Jim Carrey,122
46,3,18.0,19.0,4.0,True,True,0,False,loc,heavy,Swiss Alps,194
46,3,19.0,20.0,6.0,True,True,0,False,loc,heavy,Barcelona Cathedral,45
46,3,20.0,21.0,15.0,True,True,0,False,loc,heavy,Amazon River,57
46,3,21.0,22.0,13.0,True,True,0,False,obj,heavy,crayon,147
46,3,22.0,23.0,,True,False,0,False,obj,heavy,basket,38
46,3,23.0,24.0,,True,False,0,False,obj,heavy,projector,72
46,3,24.0,25.0,2.0,True,True,0,False,cel,heavy,Jennifer Lawrence,210
46,3,25.0,26.0,,True,False,0,False,cel,heavy,Cameron Diaz,59
46,3,26.0,27.0,1.0,True,True,0,False,cel,heavy,Larry King,181
46,4,0.0,1.0,4.0,True,True,0,False,loc,light,Oxford,132
46,4,1.0,2.0,5.0,True,True,0,False,loc,light,Pompeii,6
46,4,2.0,3.0,3.0,True,True,0,False,loc,light,Shanghai,15
46,4,3.0,4.0,15.0,True,True,0,False,cel,light,Oprah Winfrey,110
46,4,4.0,5.0,,True,False,0,False,cel,light,Sofia Vergara,111
46,4,5.0,6.0,,True,False,0,False,cel,light,Bruce Willis,128
46,4,6.0,7.0,,True,False,0,False,obj,light,hammer,186
46,4,7.0,8.0,,True,False,0,False,obj,light,onion,165
46,4,8.0,9.0,,True,False,0,False,obj,light,trash can,190
46,4,9.0,10.0,9.0,True,True,0,False,cel,light,Jay-Z,103
46,4,10.0,11.0,7.0,True,True,0,False,cel,light,Gwyneth Paltrow,176
46,4,11.0,12.0,,True,False,0,False,cel,light,Uma Thurman,229
46,4,12.0,13.0,13.0,True,True,0,False,loc,light,Globe Theater,117
46,4,13.0,14.0,17.0,True,True,0,False,loc,light,Yankee Stadium,218
46,4,14.0,15.0,12.0,True,True,0,False,loc,light,Vatican City,29
46,4,15.0,16.0,14.0,True,True,0,False,obj,light,glass,25
46,4,16.0,17.0,6.0,True,True,0,False,obj,light,bicycle,208
46,4,17.0,18.0,,True,False,0,False,obj,light,bell,112
46,4,18.0,19.0,10.0,True,True,0,False,cel,light,Owen Wilson,156
46,4,19.0,20.0,,True,False,0,False,cel,light,Usher,224
46,4,20.0,21.0,8.0,True,True,0,False,cel,light,Johnny Depp,46
46,4,21.0,22.0,11.0,True,True,0,False,loc,light,Salt Flats,73
46,4,22.0,23.0,,True,False,0,False,loc,light,North Pole,137
46,4,23.0,24.0,,True,False,0,False,loc,light,Indianapolis Speedway,184
46,4,24.0,25.0,,True,False,0,False,obj,light,safe,162
46,4,25.0,26.0,1.0,True,True,0,False,obj,light,dollar,61
46,4,26.0,27.0,2.0,True,True,0,False,obj,light,scarf,177
46,5,0.0,1.0,,True,False,0,False,loc,heavy,Atomium,7
46,5,1.0,2.0,15.0,True,True,0,False,loc,heavy,Florida Keys,166
46,5,2.0,3.0,,True,False,0,False,loc,heavy,Churchill Downs,153
