subject,list,item,input,output,study,recall,repeat,intrusion,category,list_type,item_string,item_string_index
16,1,15.0,16.0,3.0,True,True,0,False,cel,heavy,Johnny Depp,46
16,1,16.0,17.0,6.0,True,True,0,False,cel,heavy,Simon Cowell,1
16,1,17.0,18.0,,True,False,0,False,cel,heavy,Halle Berry,0
16,1,18.0,19.0,,True,False,0,False,obj,heavy,projector,72
16,1,19.0,20.0,,True,False,0,False,obj,heavy,blender,189
16,1,20.0,21.0,9.0,True,True,0,False,obj,heavy,highlighter,3
16,1,21.0,22.0,,True,False,0,False,loc,heavy,Trevi Fountain,157
16,1,22.0,23.0,,True,False,0,False,loc,heavy,Hoover Dam,100
16,1,23.0,24.0,,True,False,0,False,loc,heavy,Vatican City,29
16,1,24.0,25.0,7.0,True,True,0,False,cel,heavy,Anne Hathaway,91
16,1,25.0,26.0,,True,False,0,False,cel,heavy,Ashton Kutcher,35
16,1,26.0,27.0,1.0,True,True,0,False,cel,heavy,Drake,19
16,2,0.0,1.0,5.0,True,True,0,False,cel,light,Hugh Jackman,170
16,2,1.0,2.0,,True,False,0,False,cel,light,Lindsay Lohan,58
16,2,2.0,3.0,,True,False,0,False,cel,light,Cameron Diaz,59
16,2,3.0,4.0,7.0,True,True,0,False,loc,light,Indianapolis Speedway,184
16,2,4.0,5.0,,True,False,0,False,loc,light,Oxford,132
16,2,5.0,6.0,,True,False,0,False,loc,light,Arc de Triomphe,192
16,2,6.0,7.0,,True,False,0,False,obj,light,fireplace,178
16,2,7.0,8.0,,True,False,0,False,obj,light,dollar,61
16,2,8.0,9.0,,True,False,0,False,obj,light,birdhouse,32
16,2,9.0,10.0,,True,False,0,False,cel,light,Madonna,150
16,2,10.0,11.0,10.0,True,True,0,False,cel,light,Alicia Keys,42
16,2,11.0,12.0,9.0,True,True,0,False,cel,light,Barack Obama,197
16,2,12.0,13.0,3.0,True,True,0,False,loc,light,Delphi,23
16,2,13.0,14.0,8.0,True,True,0,False,loc,light,Florence,173
16,2,14.0,15.0,2.0,True,True,0,False,loc,light,Machu Picchu,75
16,2,15.0,16.0,,True,False,0,False,obj,light,box,106
16,2,16.0,17.0,,True,False,0,False,obj,light,satellite dish,87
16,2,17.0,18.0,,True,False,0,False,obj,light,tent,63
16,2,18.0,19.0,1.0,True,True,0,False,loc,light,Stonehenge,130
16,2,19.0,20.0,,True,False,0,False,loc,light,Giza Pyramids,138
16,2,20.0,21.0,,True,False,0,False,loc,light,Walk of Fame,219
16,2,21.0,22.0,,True,False,0,False,obj,light,staple remover,62
16,2,22.0,23.0,,True,False,0,False,obj,light,shirt,133
16,2,23.0,24.0,,True,False,0,False,obj,light,purse,120
16,2,24.0,25.0,11.0,True,True,0,False,cel,light,Usher,224
16,2,25.0,26.0,,True,False,0,False,cel,light,Jonah Hill,109
16,2,26.0,27.0,,True,False,0,False,cel,light,Julianne Moore,144
16,3,0.0,1.0,1.0,True,True,0,False,cel,heavy,Gwyneth Paltrow,176
16,3,1.0,2.0,,True,False,0,False,cel,heavy,Larry King,181
16,3,2.0,3.0,2.0,True,True,0,False,cel,heavy,Harrison Ford,206
16,3,3.0,4.0,,True,False,0,False,loc,heavy,Times Square,151
16,3,4.0,5.0,,True,False,0,False,loc,heavy,Space Needle,94
16,3,5.0,6.0,,True,False,0,False,loc,heavy,North Pole,137
16,3,6.0,7.0,,True,False,0,False,obj,heavy,bell,112
16,3,7.0,8.0,,True,False,0,False,obj,heavy,ketchup,71
16,3,8.0,9.0,,True,False,0,False,obj,heavy,mango,145
16,3,9.0,10.0,,True,False,0,False,cel,heavy,Jim Carrey,122
16,3,10.0,11.0,10.0,True,True,0,False,cel,heavy,Andy Samberg,68
16,3,11.0,12.0,,True,False,0,False,cel,heavy,Drew Barrymore,67
16,3,12.0,13.0,4.0,True,True,0,False,loc,heavy,Masada,172
16,3,13.0,14.0,,True,False,0,False,loc,heavy,Hungarian Parliament,96
16,3,14.0,15.0,,True,False,0,False,loc,heavy,Niagara Falls,89
16,3,15.0,16.0,,True,False,0,False,obj,heavy,tire,119
16,3,16.0,17.0,,True,False,0,False,obj,heavy,cradle,70
16,3,17.0,18.0,,True,False,0,False,obj,heavy,bed,78
16,3,18.0,19.0,9.0,True,True,0,False,cel,heavy,Lil Wayne,13
16,3,19.0,20.0,6.0,True,True,0,False,cel,heavy,Reese Witherspoon,182
16,3,20.0,21.0,,True,False,0,False,cel,heavy,Amy Poehler,92
16,3,21.0,22.0,,True,False,0,False,obj,heavy,sink,24
16,3,22.0,23.0,,True,False,0,False,obj,heavy,calculator,86
16,3,23.0,24.0,8.0,True,True,0,False,obj,heavy,medal,164
16,3,24.0,25.0,,True,False,0,False,loc,heavy,Roman Forum,102
16,3,25.0,26.0,5.0,True,True,0,False,loc,heavy,Tahiti,213
16,3,26.0,27.0,,True,False,0,False,loc,heavy,Universal Studios,51
16,4,0.0,1.0,,True,False,0,False,cel,light,Jay-Z,103
16,4,1.0,2.0,,True,False,0,False,cel,light,Kristen Stewart,2
16,4,2.0,3.0,4.0,True,True,0,False,cel,light,Jamie Foxx,47
16,4,3.0,4.0,,True,False,0,False,loc,light,Hong Kong,168
16,4,4.0,5.0,,True,False,0,False,loc,light,Quebec,44
16,4,5.0,6.0,,True,False,0,False,loc,light,Carnegie Hall,101
16,4,6.0,7.0,,True,False,0,False,obj,light,umbrella,203
16,4,7.0,8.0,,True,False,0,False,obj,light,bowling ball,39
16,4,8.0,9.0,,True,False,0,False,obj,light,hurdle,99
16,4,9.0,10.0,,True,False,0,False,cel,light,Jessica Simpson,123
16,4,10.0,11.0,,True,False,0,False,cel,light,Sofia Vergara,111
16,4,11.0,12.0,,True,False,0,False,cel,light,Tom Cruise,220
16,4,12.0,13.0,,True,False,0,False,loc,light,Sydney Opera House,90
16,4,13.0,14.0,,True,False,0,False,loc,light,Serengeti Plain,193
16,4,14.0,15.0,,True,False,0,False,loc,light,Petra,65
16,4,15.0,16.0,,True,False,0,False,obj,light,vase,221
16,4,16.0,17.0,,True,False,0,False,obj,light,anchor,134
16,4,17.0,18.0,,True,False,0,False,obj,light,scarf,177
16,4,18.0,19.0,,True,False,0,False,loc,light,Vienna,226
16,4,19.0,20.0,6.0,True,True,0,False,loc,light,Grand Central Station,199
16,4,20.0,21.0,,True,False,0,False,loc,light,Wimbledon,231
16,4,21.0,22.0,,True,False,0,False,obj,light,flower,77
16,4,22.0,23.0,,True,False,0,False,obj,light,ladder,97
16,4,23.0,24.0,,True,False,0,False,obj,light,soap,179
16,4,24.0,25.0,5.0,True,True,0,False,cel,light,Ian McKellan,105
16,4,25.0,26.0,,True,False,0,False,cel,light,Alec Baldwin,34
16,4,26.0,27.0,1.0,True,True,0,False,cel,light,Snoop Dogg,171
16,5,0.0,1.0,,True,False,0,False,loc,heavy,White House,217
16,5,1.0,2.0,6.0,True,True,0,False,loc,heavy,San Francisco,198
16,5,2.0,3.0,,True,False,0,False,loc,heavy,Bunker Hill,116
16,5,3.0,4.0,12.0,True,True,0,False,cel,heavy,Denzel Washington,40
16,5,4.0,5.0,,True,False,0,False,cel,heavy,Ricky Martin,79
16,5,5.0,6.0,,True,False,0,False,cel,heavy,Lisa Kudrow,80
16,5,6.0,7.0,,True,False,0,False,obj,heavy,book,161
16,5,7.0,8.0,,True,False,0,False,obj,heavy,globe,202
16,5,8.0,9.0,,True,False,0,False,obj,heavy,mascara,113
16,5,9.0,10.0,3.0,True,True,0,False,cel,heavy,Uma Thurman,229
16,5,10.0,11.0,2.0,True,True,0,False,cel,heavy,Angelina Jolie,205
16,5,11.0,12.0,,True,False,0,False,cel,heavy,Tina Fey,143
16,5,12.0,13.0,,True,False,0,False,loc,heavy,Prague,214
16,5,13.0,14.0,8.0,True,True,0,False,loc,heavy,Alcatraz,55
16,5,14.0,15.0,,True,False,0,False,loc,heavy,Everglades,183
16,5,15.0,16.0,9.0,True,True,0,False,obj,heavy,shovel,76
16,5,16.0,17.0,,True,False,0,False,obj,heavy,cactus,52
16,5,17.0,18.0,,True,False,0,False,obj,heavy,hammer,186
16,5,18.0,19.0,,True,False,0,False,cel,heavy,Kobe Bryant,212
16,5,19.0,20.0,,True,False,0,False,cel,heavy,Sylvester Stallone,196
16,5,20.0,21.0,1.0,True,True,0,False,cel,heavy,Orlando Bloom,174
16,5,21.0,22.0,5.0,True,True,0,False,loc,heavy,Barcelona Cathedral,45
16,5,22.0,23.0,,True,False,0,False,loc,heavy,Salt Flats,73
16,5,23.0,24.0,7.0,True,True,0,False,loc,heavy,Monticello,125
16,5,24.0,25.0,,True,False,0,False,obj,heavy,football,139
16,5,25.0,26.0,,True,False,0,False,obj,heavy,towel,108
16,5,26.0,27.0,4.0,True,True,0,False,obj,heavy,thermometer,107
16,6,0.0,1.0,10.0,True,True,0,False,obj,light,candle,135
16,6,1.0,2.0,9.0,True,True,0,False,obj,light,perfume,160
16,6,2.0,3.0,,True,False,0,False,obj,light,hanger,54
16,6,3.0,4.0,,True,False,0,False,loc,light,Alamo,131
16,6,4.0,5.0,7.0,True,True,0,False,loc,light,Florida Keys,166
16,6,5.0,6.0,5.0,True,True,0,False,loc,light,Timbuktu,158
16,6,6.0,7.0,,True,False,0,False,cel,light,Vin Diesel,225
16,6,7.0,8.0,,True,False,0,False,cel,light,Emma Watson,12
16,6,8.0,9.0,,True,False,0,False,cel,light,Leonardo DiCaprio,204
16,6,9.0,10.0,,True,False,0,False,loc,light,Brooklyn Bridge,159
16,6,10.0,11.0,6.0,True,True,0,False,loc,light,Swiss Alps,194
16,6,11.0,12.0,,True,False,0,False,loc,light,Chicago,16
16,6,12.0,13.0,4.0,True,True,0,False,cel,light,Matt Damon,169
16,6,13.0,14.0,3.0,True,True,0,False,cel,light,Paul McCartney,195
16,6,14.0,15.0,,True,False,0,False,cel,light,Kate Winslet,82
16,6,15.0,16.0,,True,False,0,False,obj,light,crayon,147
16,6,16.0,17.0,8.0,True,True,0,False,obj,light,keychain,33
16,6,17.0,18.0,,True,False,0,False,obj,light,feather,209
16,6,18.0,19.0,,True,False,0,False,cel,light,Owen Wilson,156
16,6,19.0,20.0,,True,False,0,False,cel,light,Bill Gates,18
16,6,20.0,21.0,2.0,True,True,0,False,cel,light,Morgan Freeman,148
16,6,21.0,22.0,,True,False,0,False,loc,light,Pompeii,6
16,6,22.0,23.0,,True,False,0,False,loc,light,Soho,64
16,6,23.0,24.0,1.0,True,True,0,False,loc,light,Monte Carlo,88
16,6,24.0,25.0,,True,False,0,False,obj,light,violin,228
16,6,25.0,26.0,,True,False,0,False,obj,light,tripod,118
16,6,26.0,27.0,,True,False,0,False,obj,light,safe,162
16,7,0.0,1.0,,True,False,0,False,obj,heavy,cigar,53
16,7,1.0,2.0,,True,False,0,False,obj,heavy,lantern,11
16,7,2.0,3.0,,True,False,0,False,obj,heavy,speaker,98
16,7,3.0,4.0,,True,False,0,False,cel,heavy,George Clooney,60
16,7,4.0,5.0,4.0,True,True,0,False,cel,heavy,Oprah Winfrey,110
16,7,5.0,6.0,,True,False,0,False,cel,heavy,Beyonce Knowles,93
16,7,6.0,7.0,,True,False,0,False,loc,heavy,Big Ben,200
16,7,7.0,8.0,6.0,True,True,0,False,loc,heavy,Tower of Pisa,126
16,7,8.0,9.0,,True,False,0,False,loc,heavy,Cinderella Castle,8
16,7,9.0,10.0,7.0,True,True,0,False,cel,heavy,Elton John,84
16,7,10.0,11.0,,True,False,0,False,cel,heavy,Tobey Maguire,180
16,7,11.0,12.0,,True,False,0,False,cel,heavy,Meryl Streep,14
16,7,12.0,13.0,,True,False,0,False,obj,heavy,printer,9
16,7,13.0,14.0,,True,False,0,False,obj,heavy,bicycle,208
16,7,14.0,15.0,,True,False,0,False,obj,heavy,kleenex,37
16,7,15.0,16.0,,True,False,0,False,loc,heavy,Gettysburg,43
16,7,16.0,17.0,,True,False,0,False,loc,heavy,Yankee Stadium,218
16,7,17.0,18.0,5.0,True,True,0,False,loc,heavy,Redwood Forest,74
16,7,18.0,19.0,,True,False,0,False,obj,heavy,onion,165
16,7,19.0,20.0,,True,False,0,False,obj,heavy,bottle,85
16,7,20.0,21.0,,True,False,0,False,obj,heavy,balloon,163
16,7,21.0,22.0,,True,False,0,False,loc,heavy,Globe Theater,117
16,7,22.0,23.0,,True,False,0,False,loc,heavy,Amazon River,57
16,7,23.0,24.0,1.0,True,True,0,False,loc,heavy,Shanghai,15
16,7,24.0,25.0,2.0,True,True,0,False,cel,heavy,Scarlett Johansson,36
16,7,25.0,26.0,,True,False,0,False,cel,heavy,Mariah Carey,20
16,7,26.0,27.0,3.0,True,True,0,False,cel,heavy,Jennifer Lawrence,210
16,8,0.0,1.0,6.0,True,True,0,False,cel,light,Ellen Page,69
16,8,1.0,2.0,,True,False,0,False,cel,light,Steven Spielberg,104
16,8,2.0,3.0,,True,False,0,False,cel,light,Ben Stiller,211
16,8,3.0,4.0,,True,False,0,False,obj,light,water gun,222
16,8,4.0,5.0,,True,False,0,False,obj,light,helmet,141
16,8,5.0,6.0,,True,False,0,False,obj,light,glass,25
16,8,6.0,7.0,,True,False,0,False,loc,light,Rio de Janeiro,56
16,8,7.0,8.0,8.0,True,True,0,False,loc,light,Versailles,49
16,8,8.0,9.0,,True,False,0,False,loc,light,Atomium,7
16,8,9.0,10.0,,True,False,0,False,cel,light,David Beckham,155
16,8,10.0,11.0,,True,False,0,False,cel,light,Will Smith,227
16,8,11.0,12.0,3.0,True,True,0,False,cel,light,Brad Pitt,48
16,8,12.0,13.0,10.0,True,True,0,False,loc,light,Great Wall of China,136
16,8,13.0,14.0,7.0,True,True,0,False,loc,light,Venice,215
16,8,14.0,15.0,,True,False,0,False,loc,light,Churchill Downs,153
16,8,15.0,16.0,4.0,True,True,0,False,obj,light,briefcase,26
16,8,16.0,17.0,5.0,True,True,0,False,obj,light,shelf,207
16,8,17.0,18.0,,True,False,0,False,obj,light,basket,38
16,8,18.0,19.0,,True,False,0,False,loc,light,Colosseum,21
16,8,19.0,20.0,1.0,True,True,0,False,loc,light,Kyoto,22
16,8,20.0,21.0,,True,False,0,False,loc,light,Sistine Chapel,167
16,8,21.0,22.0,,True,False,0,False,cel,light,Taylor Swift,142
16,8,22.0,23.0,2.0,True,True,0,False,cel,light,Bruce Willis,128
16,8,23.0,24.0,,True,False,0,False,cel,light,Britney Spears,83
16,8,24.0,25.0,,True,False,0,False,obj,light,backpack,201
16,8,25.0,26.0,,True,False,0,False,obj,light,earrings,188
16,8,26.0,27.0,,True,False,0,False,obj,light,whistle,230
17,1,0.0,1.0,9.0,True,True,0,False,obj,light,teapot,31
17,1,1.0,2.0,,True,False,0,False,obj,light,crayon,147
17,1,2.0,3.0,,True,False,0,False,obj,light,mango,145
17,1,3.0,4.0,,True,False,0,False,loc,light,Petronas Towers,95
17,1,4.0,5.0,,True,False,0,False,loc,light,Ayers Rock,115
17,1,5.0,6.0,,True,False,0,False,loc,light,Hong Kong,168
17,1,6.0,7.0,,True,False,0,False,cel,light,Bruce Willis,128
17,1,7.0,8.0,,True,False,0,False,cel,light,Steven Spielberg,104
17,1,8.0,9.0,13.0,True,True,0,False,cel,light,Ashton Kutcher,35
17,1,9.0,10.0,,True,False,0,False,obj,light,highlighter,3
17,1,10.0,11.0,10.0,True,True,0,False,obj,light,scarf,177
17,1,11.0,12.0,,True,False,0,False,obj,light,shirt,133
17,1,12.0,13.0,,True,False,0,False,loc,light,Hungarian Parliament,96
17,1,13.0,14.0,6.0,True,True,0,False,loc,light,Stonehenge,130
17,1,13.0,14.0,12.0,False,True,1,False,loc,light,Stonehenge,130
17,1,14.0,15.0,7.0,True,True,0,False,loc,light,Grand Central Station,199
17,1,15.0,16.0,2.0,True,True,0,False,cel,light,Elton John,84
17,1,16.0,17.0,4.0,True,True,0,False,cel,light,Jamie Foxx,47
17,1,17.0,18.0,5.0,True,True,0,False,cel,light,Will Smith,227
17,1,18.0,19.0,,True,False,0,False,obj,light,tire,119
17,1,19.0,20.0,11.0,True,True,0,False,obj,light,briefcase,26
17,1,20.0,21.0,,True,False,0,False,obj,light,blender,189
17,1,21.0,22.0,3.0,True,True,0,False,cel,light,Alec Baldwin,34
17,1,22.0,23.0,1.0,True,True,0,False,cel,light,Kristen Stewart,2
17,1,23.0,24.0,,True,False,0,False,cel,light,Harrison Ford,206
17,1,24.0,25.0,,True,False,0,False,loc,light,Amazon River,57
17,1,25.0,26.0,8.0,True,True,0,False,loc,light,Trevi Fountain,157
17,1,26.0,27.0,,True,False,0,False,loc,light,Sistine Chapel,167
17,2,0.0,1.0,4.0,True,True,0,False,obj,heavy,earrings,188
17,2,1.0,2.0,5.0,True,True,0,False,obj,heavy,anchor,134
17,2,2.0,3.0,,True,False,0,False,obj,heavy,bicycle,208
17,2,3.0,4.0,,True,False,0,False,loc,heavy,Petra,65
17,2,4.0,5.0,,True,False,0,False,loc,heavy,United Nations Building,152
17,2,5.0,6.0,,True,False,0,False,loc,heavy,Timbuktu,158
17,2,6.0,7.0,6.0,True,True,0,False,cel,heavy,Reese Witherspoon,182
17,2,7.0,8.0,,True,False,0,False,cel,heavy,Lindsay Lohan,58
17,2,8.0,9.0,,True,False,0,False,cel,heavy,Cameron Diaz,59
17,2,9.0,10.0,8.0,True,True,0,False,loc,heavy,Prague,214
17,2,10.0,11.0,,True,False,0,False,loc,heavy,Quebec,44
17,2,11.0,12.0,9.0,True,True,0,False,loc,heavy,Masada,172
17,2,12.0,13.0,,True,False,0,False,cel,heavy,Kate Winslet,82
17,2,13.0,14.0,,True,False,0,False,cel,heavy,Denzel Washington,40
17,2,14.0,15.0,7.0,True,True,0,False,cel,heavy,Lisa Kudrow,80
17,2,15.0,16.0,,True,False,0,False,obj,heavy,lantern,11
17,2,16.0,17.0,,True,False,0,False,obj,heavy,soap,179
17,2,17.0,18.0,2.0,True,True,0,False,obj,heavy,cigar,53
17,2,18.0,19.0,,True,False,0,False,loc,heavy,Tahiti,213
17,2,19.0,20.0,10.0,True,True,0,False,loc,heavy,Florida Keys,166
17,2,20.0,21.0,,True,False,0,False,loc,heavy,Cinderella Castle,8
17,2,21.0,22.0,11.0,True,True,0,False,cel,heavy,Ben Stiller,211
17,2,22.0,23.0,1.0,True,True,0,False,cel,heavy,Jonah Hill,109
17,2,23.0,24.0,,True,False,0,False,cel,heavy,Tobey Maguire,180
17,2,24.0,25.0,,True,False,0,False,obj,heavy,vase,221
17,2,25.0,26.0,,True,False,0,False,obj,heavy,keychain,33
17,2,26.0,27.0,3.0,True,True,0,False,obj,heavy,purse,120
17,3,0.0,1.0,1.0,True,True,0,False,cel,light,Brad Pitt,48
17,3,1.0,2.0,2.0,True,True,0,False,cel,light,Gwyneth Paltrow,176
17,3,2.0,3.0,3.0,True,True,0,False,cel,light,Scarlett Johansson,36
17,3,3.0,4.0,,True,False,0,False,loc,light,Walk of Fame,219
17,3,4.0,5.0,4.0,True,True,0,False,loc,light,Venice,215
17,3,5.0,6.0,6.0,True,True,0,False,loc,light,Rio de Janeiro,56
17,3,6.0,7.0,8.0,True,True,0,False,obj,light,balloon,163
17,3,7.0,8.0,17.0,True,True,0,False,obj,light,tripod,118
17,3,8.0,9.0,,True,False,0,False,obj,light,saucepan,187
17,3,9.0,10.0,,True,False,0,False,cel,light,Jessica Simpson,123
17,3,10.0,11.0,12.0,True,True,0,False,cel,light,Drew Barrymore,67
17,3,11.0,12.0,,True,False,0,False,cel,light,Matt Damon,169
17,3,12.0,13.0,,True,False,0,False,loc,light,Wimbledon,231
17,3,13.0,14.0,5.0,True,True,0,False,loc,light,Machu Picchu,75
17,3,13.0,14.0,14.0,False,True,1,False,loc,light,Machu Picchu,75
17,3,14.0,15.0,,True,False,0,False,loc,light,Brooklyn Bridge,159
17,3,15.0,16.0,,True,False,0,False,obj,light,dollar,61
17,3,16.0,17.0,10.0,True,True,0,False,obj,light,ketchup,71
17,3,17.0,18.0,9.0,True,True,0,False,obj,light,ladder,97
17,3,17.0,18.0,13.0,False,True,1,False,obj,light,ladder,97
17,3,18.0,19.0,,True,False,0,False,cel,light,Tina Fey,143
17,3,19.0,20.0,11.0,True,True,0,False,cel,light,Halle Berry,0
17,3,20.0,21.0,7.0,True,True,0,False,cel,light,Barack Obama,197
17,3,21.0,22.0,,True,False,0,False,obj,light,football,139
17,3,22.0,23.0,,True,False,0,False,obj,light,cradle,70
17,3,23.0,24.0,,True,False,0,False,obj,light,towel,108
17,3,24.0,25.0,15.0,True,True,0,False,loc,light,Serengeti Plain,193
17,3,25.0,26.0,,True,False,0,False,loc,light,Monticello,125
17,3,26.0,27.0,16.0,True,True,0,False,loc,light,Gettysburg,43
17,4,0.0,1.0,4.0,True,True,0,False,obj,heavy,sink,24
17,4,1.0,2.0,,True,False,0,False,obj,heavy,feather,209
17,4,2.0,3.0,,True,False,0,False,obj,heavy,tent,63
17,4,3.0,4.0,7.0,True,True,0,False,cel,heavy,Orlando Bloom,174
17,4,4.0,5.0,,True,False,0,False,cel,heavy,Sofia Vergara,111
17,4,5.0,6.0,,True,False,0,False,cel,heavy,Lil Wayne,13
17,4,6.0,7.0,,True,False,0,False,loc,heavy,White House,217
17,4,7.0,8.0,,True,False,0,False,loc,heavy,Delphi,23
17,4,8.0,9.0,9.0,True,True,0,False,loc,heavy,Hoover Dam,100
17,4,9.0,10.0,,True,False,0,False,obj,heavy,basket,38
17,4,10.0,11.0,,True,False,0,False,obj,heavy,bowling ball,39
17,4,11.0,12.0,,True,False,0,False,obj,heavy,speaker,98
17,4,12.0,13.0,,True,False,0,False,loc,heavy,Globe Theater,117
17,4,13.0,14.0,6.0,True,True,0,False,loc,heavy,Tower of Pisa,126
17,4,14.0,15.0,,True,False,0,False,loc,heavy,Kyoto,22
17,4,15.0,16.0,,True,False,0,False,cel,heavy,Ian McKellan,105
17,4,16.0,17.0,,True,False,0,False,cel,heavy,Justin Bieber,149
17,4,17.0,18.0,,True,False,0,False,cel,heavy,Madonna,150
17,4,18.0,19.0,,True,False,0,False,obj,heavy,glass,25
17,4,19.0,20.0,5.0,True,True,0,False,obj,heavy,hanger,54
17,4,20.0,21.0,,True,False,0,False,obj,heavy,violin,228
17,4,21.0,22.0,8.0,True,True,0,False,cel,heavy,Beyonce Knowles,93
17,4,22.0,23.0,,True,False,0,False,cel,heavy,Ricky Martin,79
17,4,23.0,24.0,3.0,True,True,0,False,cel,heavy,Emma Watson,12
17,4,24.0,25.0,,True,False,0,False,loc,heavy,Barcelona Cathedral,45
17,4,25.0,26.0,2.0,True,True,0,False,loc,heavy,Swiss Alps,194
17,4,26.0,27.0,1.0,True,True,0,False,loc,heavy,Giza Pyramids,138
17,5,0.0,1.0,1.0,True,True,0,False,cel,light,Jennifer Lawrence,210
17,5,1.0,2.0,2.0,True,True,0,False,cel,light,Uma Thurman,229
17,5,2.0,3.0,3.0,True,True,0,False,cel,light,Mariah Carey,20
17,5,3.0,4.0,4.0,True,True,0,False,loc,light,Vatican City,29
17,5,4.0,5.0,5.0,True,True,0,False,loc,light,North Pole,137
17,5,4.0,5.0,17.0,False,True,1,False,loc,light,North Pole,137
17,5,5.0,6.0,,True,False,0,False,loc,light,Chicago,16
17,5,6.0,7.0,10.0,True,True,0,False,obj,light,whistle,230
17,5,7.0,8.0,8.0,True,True,0,False,obj,light,fireplace,178
17,5,8.0,9.0,9.0,True,True,0,False,obj,light,staple remover,62
17,5,9.0,10.0,,True,False,0,False,loc,light,Versailles,49
17,5,10.0,11.0,,True,False,0,False,loc,light,Niagara Falls,89
17,5,11.0,12.0,7.0,True,True,0,False,loc,light,Soho,64
17,5,12.0,13.0,,True,False,0,False,obj,light,skateboard,146
17,5,13.0,14.0,,True,False,0,False,obj,light,trash can,190
17,5,14.0,15.0,,True,False,0,False,obj,light,bell,112
17,5,15.0,16.0,,True,False,0,False,cel,light,Julianne Moore,144
17,5,16.0,17.0,6.0,True,True,0,False,cel,light,Leonardo DiCaprio,204
17,5,17.0,18.0,14.0,True,True,0,False,cel,light,Usher,224
17,5,18.0,19.0,15.0,True,True,0,False,obj,light,box,106
17,5,19.0,20.0,,True,False,0,False,obj,light,printer,9
17,5,20.0,21.0,,True,False,0,False,obj,light,medal,164
17,5,21.0,22.0,,True,False,0,False,loc,light,Everglades,183
17,5,22.0,23.0,,True,False,0,False,loc,light,Churchill Downs,153
17,5,23.0,24.0,,True,False,0,False,loc,light,Redwood Forest,74
17,5,24.0,25.0,11.0,True,True,0,False,cel,light,Simon Cowell,1
17,5,25.0,26.0,12.0,True,True,0,False,cel,light,Britney Spears,83
17,5,26.0,27.0,13.0,True,True,0,False,cel,light,Keira Knightley,81
17,6,0.0,1.0,,True,False,0,False,cel,heavy,Owen Wilson,156
17,6,1.0,2.0,,True,False,0,False,cel,heavy,Angelina Jolie,205
17,6,2.0,3.0,,True,False,0,False,cel,heavy,Paul McCartney,195
17,6,3.0,4.0,,True,False,0,False,loc,heavy,Bunker Hill,116
17,6,4.0,5.0,,True,False,0,False,loc,heavy,Big Ben,200
17,6,5.0,6.0,6.0,True,True,0,False,loc,heavy,Universal Studios,51
17,6,6.0,7.0,,True,False,0,False,obj,heavy,vacuum cleaner,223
17,6,7.0,8.0,,True,False,0,False,obj,heavy,birdhouse,32
17,6,8.0,9.0,,True,False,0,False,obj,heavy,shovel,76
17,6,9.0,10.0,9.0,True,True,0,False,cel,heavy,Ellen Page,69
17,6,10.0,11.0,10.0,True,True,0,False,cel,heavy,Vin Diesel,225
17,6,11.0,12.0,14.0,True,True,0,False,cel,heavy,Amy Poehler,92
17,6,12.0,13.0,,True,False,0,False,obj,heavy,cactus,52
17,6,13.0,14.0,12.0,True,True,0,False,obj,heavy,shelf,207
17,6,14.0,15.0,,True,False,0,False,obj,heavy,candle,135
17,6,15.0,16.0,2.0,True,True,0,False,loc,heavy,Space Needle,94
17,6,16.0,17.0,8.0,True,True,0,False,loc,heavy,Vienna,226
17,6,17.0,18.0,,True,False,0,False,loc,heavy,Great Wall of China,136
17,6,18.0,19.0,3.0,True,True,0,False,cel,heavy,Jay-Z,103
17,6,19.0,20.0,11.0,True,True,0,False,cel,heavy,Oprah Winfrey,110
17,6,20.0,21.0,4.0,True,True,0,False,cel,heavy,Eminem,121
17,6,21.0,22.0,1.0,True,True,0,False,loc,heavy,Carnegie Hall,101
17,6,22.0,23.0,,True,False,0,False,loc,heavy,Yankee Stadium,218
17,6,23.0,24.0,7.0,True,True,0,False,loc,heavy,Shanghai,15
17,6,24.0,25.0,13.0,True,True,0,False,obj,heavy,bed,78
17,6,25.0,26.0,,True,False,0,False,obj,heavy,flower,77
17,6,26.0,27.0,5.0,True,True,0,False,obj,heavy,hurdle,99
17,7,0.0,1.0,8.0,True,True,0,False,cel,light,Jim Carrey,122
17,7,1.0,2.0,7.0,True,True,0,False,cel,light,Meryl Streep,14
17,7,2.0,3.0,10.0,True,True,0,False,cel,light,Andy Samberg,68
17,7,3.0,4.0,11.0,True,True,0,False,obj,light,kleenex,37
17,7,4.0,5.0,12.0,True,True,0,False,obj,light,calculator,86
17,7,5.0,6.0,,True,False,0,False,obj,light,onion,165
17,7,6.0,7.0,17.0,True,True,0,False,loc,light,Roman Forum,102
17,7,7.0,8.0,,True,False,0,False,loc,light,Florence,173
17,7,8.0,9.0,,True,False,0,False,loc,light,Times Square,151
17,7,9.0,10.0,,True,False,0,False,cel,light,Tom Cruise,220
17,7,10.0,11.0,,True,False,0,False,cel,light,Alicia Keys,42
17,7,11.0,12.0,9.0,True,True,0,False,cel,light,Anne Hathaway,91
17,7,12.0,13.0,,True,False,0,False,obj,light,water gun,222
17,7,13.0,14.0,,True,False,0,False,obj,light,safe,162
17,7,14.0,15.0,6.0,True,True,0,False,obj,light,thermometer,107
17,7,15.0,16.0,15.0,True,True,0,False,loc,light,Colosseum,21
