subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
55,8,321.2399432330108,free_1_item_support_Semantic_CMR,0.7392938635625758,0.6793402009908264,0.9091795429951102,0.748052647620822,0.4441935129719624,0.5568043804634524,0.1992346319614376,0.3254490950448199,13.970040518059577,0.5930644888107608,0.0181005369250421,0.17257766719951206,2.5876134322900195,0.6304883758935083,3.0870388931989208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,274.26414690280575,free_1_item_support_Semantic_CMR,0.8693560104126192,0.7341561146359034,0.005784283662886247,0.6636477878153916,0.6343854979472074,0.7342727478392485,0.41663776887134646,0.5887792580196336,0.4541799322839353,20.02241467961531,0.0037702874958264188,0.3837703425255796,5.01873739798659,0.19049228855146044,0.7321375283046976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.99732047865493,free_1_item_support_Semantic_CMR,0.6733411339799207,0.34121747677489506,0.6501680723674638,0.9360164254498468,0.2406304698724282,0.3807628961075956,0.5405412034878248,0.2981558431741065,0.017287419541700887,80.18366392499551,0.025473533378801077,0.17848711606489903,1.7165125475249745,0.15455425084729393,2.858408600122784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,259.79011649932824,free_1_item_support_Semantic_CMR,0.6692642416518783,0.5440695719590463,0.33824894600025546,0.9429420384497985,0.41697825787157644,0.48766555683304746,0.12300099770896472,0.8845327991171399,5.484917380347397,0.10404029371633783,0.019718401962160292,0.24012045647860614,2.4364176576492484,0.3271865599399585,2.4559277811938047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,281.8202114811486,free_1_item_support_Semantic_CMR,0.9361424509666589,0.22254550137556922,0.08345929063147889,0.790672511762361,0.49379243444850984,0.23585452824381858,0.993303653151712,0.3968341483944453,63.9879722467822,0.42053302221376754,0.008308963047981344,0.24620079004662454,2.9016317136356222,0.7445667182471511,2.3288882660168464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,241.7498956302547,free_1_item_support_Semantic_CMR,0.5400052195031476,0.050657551239768894,0.8928165892506692,0.7546908391403995,0.1370911118935902,0.17997356443090917,0.0989722047974338,0.63951064091413,2.705632337697864,0.9624888022455806,0.017964203162781245,0.18581424515506306,4.78713680789121,0.8380629689913193,0.22623510287505422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,279.78015431281403,free_1_item_support_Semantic_CMR,0.23818325492434267,0.1437235750101522,0.41376550046169636,0.3618059702250627,0.08618923717659915,0.5540674347398754,0.549522144040101,0.6133730435089249,0.4589501627609991,87.05515096636516,0.008082059781150508,0.2686228032872604,5.695042369762148,0.3294842357225578,0.13462790808655445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,217.53714989952203,free_1_item_support_Semantic_CMR,0.3672172079770596,0.19879518977679356,0.34555842981534884,0.7817830300244941,0.0835802185425078,0.8869695418886956,0.5982962411742656,0.1663408571281047,4.118220438176969,50.99792391621728,0.0058750774621113,0.4779223185603385,2.1116792602224828,0.011671822466810422,1.011152651959307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.12116966100086,free_1_item_support_Semantic_CMR,0.8162866353716864,0.08103132563087406,0.7743067875674746,0.8747383660783954,0.4979607509003885,0.8709047354610429,0.33015794404798005,0.8806803930619058,4.590699842152354,97.52926198817306,0.006959591953414335,0.3682633455586757,5.4535217635733595,0.05683439576958238,0.21237076029178592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,311.1988371386253,free_1_item_support_Semantic_CMR,0.6703130744511854,0.34397391221020496,0.7198581756156368,0.7176632550638059,0.38631291632946213,0.12544625491172728,0.8623565086501008,0.8429686687053204,0.9818450649480681,58.07702202272912,0.003127429027173889,0.2651915406328129,6.221831335858443,0.5878363218014393,0.842871378872541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,239.73156582001786,free_1_item_support_Semantic_CMR,0.5407444389246059,0.020531710272591548,0.2161816712579448,0.7446886663389393,0.061600280807124055,0.26100935734218006,0.8979609213524758,0.41004605935782074,2.9754645323822917,54.463243206944746,0.009724233527442368,0.24050578166479444,3.131491130986233,0.18279823673741713,0.6546370098705819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,255.13161813807756,free_1_item_support_Semantic_CMR,0.48015493276698673,0.34312001917483514,0.5218647534991492,0.25844510851128166,0.28517122097703995,0.5879127850896156,0.101186721856103,0.6237815925280117,0.1910198445679896,15.898689296280551,0.004067571845984552,0.41746794286497746,8.581249122589437,0.775120258559579,0.38825754021278147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,201.38567677630584,free_1_item_support_Semantic_CMR,0.8162707484338796,0.0649938870164728,0.6049210056220923,0.9414079532716344,0.5061014115951832,0.9196837918744831,0.8672094829975299,0.7433961524092048,12.629281875092232,60.84252231658978,0.03089835736887625,0.25727509441658114,2.241641123054122,0.522374332239784,0.808487708151179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,192.570505608466,free_1_item_support_Semantic_CMR,0.5003550482797122,0.0005316224076941656,0.0709398892264389,0.592591259364468,0.05851251065808122,0.7235846045822816,0.6452819807762125,0.48711195797546236,4.536509168262064,91.24871436372499,0.007354640173650395,0.47021111418786354,2.182718958738322,0.020825986633452143,1.230329967142569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
