subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,1_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
25,8,259.09821312329404,free_1_primacy_scale_Semantic_CMR,0.5078106987316172,0.12583825521989833,0.36802133970452405,0.2310735132158851,0.5057426094178875,0.7764268717256282,0.4681468827643712,1.3706782402436914,6.549633542754307,40.03086767274276,0.013692759545091082,0.23921995414320563,2.004160161788737,0.9891379183571626,9.44407410885685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,290.229070446214,free_1_primacy_scale_Semantic_CMR,0.7399940683790449,0.04339590463179488,0.2761275173528017,0.07001635198586514,0.24470381144719955,0.7563640378644487,0.754748259346588,4.153138939575889,12.075841286125765,97.90975163263127,0.008481539029821905,0.24485397908273931,2.9641877251124638,0.06377993089470602,3.0684091328567753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,339.5581401229431,free_1_primacy_scale_Semantic_CMR,0.7076627579291632,0.1969410852541551,0.9863766340000475,0.8587657750820772,0.8689247206251496,0.7754232629118111,0.9056217190091966,5.139486025579856,5.946623135738207,1.0139366604074809,0.0011960018065846345,0.274851275076764,8.312631075690053,0.06452283521547658,1.2665896831532897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,264.0943472380747,free_1_primacy_scale_Semantic_CMR,0.8553804101130735,0.7688072462487675,0.693845053562665,0.8232966986896229,0.8081059362677728,0.40967083210118427,0.35277492677029454,21.072808472693005,33.18298882176409,0.039511083583519735,0.04049551220292358,0.03939918203508874,2.51763965217772,0.5364456140263054,1.8547017620030557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,252.93931446965013,free_1_primacy_scale_Semantic_CMR,0.8509195498021289,0.029778158214341655,0.07915444381702569,0.7473592072376785,0.07074009125678898,0.49678796710327866,0.5456866487659444,10.637261658138051,6.201126290487295,89.0757547150861,0.017030532172850166,0.23125381163919467,2.507654648166276,0.05215132342034079,0.4589839841308576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,263.5776637677897,free_1_primacy_scale_Semantic_CMR,0.4875729992031082,0.40287726386579953,0.29970776504268914,0.5219298375775685,0.9252121395215167,0.7928675149512524,0.830184123282369,12.95775282389932,5.358486675444347,8.468188966549342,0.007750466214846208,0.3150689498029955,3.6823554418268305,0.37919503606008476,6.076500530918912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,273.0685684230658,free_1_primacy_scale_Semantic_CMR,0.5128181307969568,0.03494560162614174,0.5170050092227804,0.2334875437358267,0.568069482355386,0.623827756898244,0.41626650289669903,33.814822367604165,6.276072398778112,77.79946185247069,0.0014694559373047422,0.4577406251099534,2.1272288331611944,0.25003848830435377,4.984407492908664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,225.37727746412207,free_1_primacy_scale_Semantic_CMR,0.47824654841715153,0.09270372893521733,0.4577322696699676,0.5804149962859071,0.04059101958882749,0.4850354147981931,0.6684969205194174,0.1185118692852285,4.06194505851537,38.970909021783605,0.0045792743892813514,0.4605924934555894,2.607802166133539,0.07084958528760793,0.336011937619773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,319.5018559534809,free_1_primacy_scale_Semantic_CMR,0.8452954755668145,0.12278199562396291,0.5100891205189021,0.9963197253269358,0.8260049475949824,0.9685489290506168,0.2794576764769173,12.213973452747062,35.11830677791856,0.11767650617476733,0.008437666934623667,0.23540371490798861,2.9940448268653603,0.6753198066302407,8.601824433606494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,197.64665102207107,free_1_primacy_scale_Semantic_CMR,0.5886334090468525,0.05190348739391676,0.12811587331304153,0.8618975015728287,0.09536269269065828,0.7914013795245909,0.5665821190346201,7.296515575888506,0.11957941691081686,13.719679630124055,0.0018018927053684575,0.6371680884084476,2.2069235699693,0.041083264923253815,0.3450103288070201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,283.3376458135917,free_1_primacy_scale_Semantic_CMR,0.6826046204327302,0.8704548814210702,0.32529338127357355,0.6893628993383805,0.6613009799076458,0.15108375949240072,0.10552455194313076,68.19881899519649,65.24914613806322,0.6524470470366737,0.012385038813380933,0.24050657263461694,1.1287820140080695,0.6442692470204465,8.771577260421244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,261.9269213274683,free_1_primacy_scale_Semantic_CMR,0.8271709346925873,0.002796537846910252,0.2899644081183018,0.6297287758680632,0.8962186785111272,0.7084403612415872,0.6470388427561449,19.446603916393144,87.148832386983,49.14801267148832,0.006491358739113495,0.44279537381277567,1.969606662973653,0.5182416354244657,8.852557945422266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,352.4773760435769,free_1_primacy_scale_Semantic_CMR,0.7658910872780684,0.12014763723231897,0.12851896651799993,0.9327802349888914,0.937794731809182,0.41867669198553364,0.4488237589322218,0.5386451286998337,17.96722372352194,58.25966723480657,0.003128727234363027,0.25598030387975523,7.639013233419602,0.040517014916880645,0.7294595186269124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,277.491419881422,free_1_primacy_scale_Semantic_CMR,0.7198339831787623,0.7838865834219496,0.8933772845026251,0.7776754267718228,0.23697703764188632,0.7202245210438665,0.4237435368385545,0.285251656125304,0.04249884045693619,56.354808474942686,0.004111361689876802,0.2962003993967137,5.2530869853271875,0.8123616627382274,0.2208957326807015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,231.74992418178056,free_1_primacy_scale_Semantic_CMR,0.8509583944010937,0.08225927950612216,0.27884791004371934,0.7288898747092932,0.8543821329972714,0.3230511011876559,0.5943707568333175,11.315439007241572,10.012558248912974,0.13301978843318807,0.04149801928704361,0.08637696636169068,4.6168350951124735,0.3044604737477119,8.158462235854357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,216.6579845365236,free_1_primacy_scale_Semantic_CMR,0.6685779319994395,0.040571620467830416,0.41998656679027097,0.12977458172775624,0.03247737874268697,0.7465929485624807,0.4150206367816615,3.3834271841422634,49.09616995336842,92.911968323878,0.028438649446720032,0.19841046397619433,1.5200852347053195,0.048792178336127034,0.4066661979278008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,114.94230782383798,free_1_primacy_scale_Semantic_CMR,0.6363757511999462,0.0034859181425807573,0.9934624513856931,0.03205906806976028,0.15940772450970958,0.5030265463937036,0.8855040948543464,20.05767400420685,3.9521289599226535,2.10936522491059,0.021663861334954904,0.5532551987823879,3.4367837378799204,0.06977553721542484,0.31834777408986525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,215.58237601087077,free_1_primacy_scale_Semantic_CMR,0.8944841704216482,0.030201814094385437,0.6098259362141523,0.9812174070735643,0.7695435331601775,0.6642348985057779,0.6795865429923215,26.141578235345087,38.26435410163263,81.66191703988645,0.006686443796735775,0.42197163392335035,2.2520713255791955,0.26614989082884205,7.446949584247276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,298.45401381984095,free_1_primacy_scale_Semantic_CMR,0.8468895609868305,0.02829717981195584,0.12859350140961806,0.8051099329482034,0.780875728771374,0.6975110137123892,0.7601793446553151,4.416391325064225,11.309231460610633,91.14762880573821,0.0025920495015323564,0.3581186392874667,7.957474769339897,0.018809510649490935,0.34246981370369767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,308.5575033754475,free_1_primacy_scale_Semantic_CMR,0.608256637281239,0.036516916839445634,0.2866438943260423,0.6740179834291453,0.12390117941293932,0.022918696159227703,0.7478046673946471,6.4956669710132005,2.8282508710139993,88.07199819184433,0.016408129144402595,0.12050765348729975,4.202263758967347,0.2806438130574942,0.23746767275495628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,226.3624681660081,free_1_primacy_scale_Semantic_CMR,0.6131679495637761,0.03874092645392124,0.22902042971432834,0.6068186897002293,0.015688065900700487,0.5701740973555842,0.3019044492570465,7.702561563052143,6.031982729386563,1.0556005883710924,0.014426876473773331,0.255254092793459,2.0791767733292463,0.06735550604715373,0.26687746151717295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,185.90638136408967,free_1_primacy_scale_Semantic_CMR,0.9215277084656557,0.07414843046717312,0.29132531615931756,0.44000029240760274,0.008474605987506989,0.5590849435842642,0.4010026354178174,5.232125023249466,1.4657449038244508,99.43701816136682,0.03985069614115244,0.18670069537995815,1.9354525390541388,0.34771961602090923,0.7543531322506949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,309.55631578157806,free_1_primacy_scale_Semantic_CMR,0.5568065242374144,0.17707237938229592,0.1065761538943703,0.9448710647054446,0.6657789508073398,0.5993414032081568,0.3655388815283562,1.2444995812972337,15.326073139592964,51.34512083853397,0.0013510462949914426,0.4064374623538489,3.716092623269471,0.41077515621059973,1.8907241157829606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,280.6540448729942,free_1_primacy_scale_Semantic_CMR,0.7201739690612049,0.011173383592992248,0.6056019965594523,0.7993041655649753,0.2718270762440354,0.509552627028207,0.4825101547053198,17.17098131383088,1.590211428963201,60.99484376649915,0.016879142496479038,0.15953056045287095,2.907285612055855,0.1325331686319357,2.064369930431939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,263.622036204031,free_1_primacy_scale_Semantic_CMR,0.883690629327083,0.19445493419378712,0.9677259357452248,0.8428778607559624,0.18946908096163362,0.5670563883428914,0.6295769897131638,22.17303499647975,58.75907365115223,24.047023357789175,0.010551097258079067,0.2914997558431125,0.8912788156410203,0.4873381896213078,0.05581144617586897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,273.8406605801851,free_1_primacy_scale_Semantic_CMR,0.8174939284219453,0.17529568933308498,0.23159764850183356,0.4920468519740405,0.6469656218212416,0.5354498878317523,0.7043848569529311,22.541948214853146,25.733211621594204,0.4607289777503354,0.0064036556800387,0.2515692742492366,2.5935787602184996,0.003366481627121831,5.0326148012376954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,220.84828823041096,free_1_primacy_scale_Semantic_CMR,0.8728883877230564,0.13886602296894407,0.5544988553824699,0.6327121410108116,0.6906464103928475,0.40449505074370135,0.5248385629348485,3.7656510736932773,0.4506250992954932,88.62217887655086,0.052928137846353196,0.15669636201820136,6.241792553551072,0.19666682281425701,0.10053042017527147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,306.259947122174,free_1_primacy_scale_Semantic_CMR,0.7750495409180667,0.4552788148102787,0.5537864112038167,0.9287081003317417,0.1949260478751429,0.8159374057925484,0.4936943970956629,7.273474331311924,55.32007200282049,1.2353401127353294,0.007073857564022679,0.2422315297014208,2.822308386296992,0.20987128745006095,0.4838448563970399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,278.2489910304852,free_1_primacy_scale_Semantic_CMR,0.7167541729554435,0.06660114898576697,0.3861303722214257,0.8261267777644032,0.45437731543896925,0.9560318263464982,0.44135573175509935,22.58991957996116,25.616360181438385,19.033401163500052,0.0062665238476319884,0.30333573387699886,2.0253035542907383,0.40873284536019366,3.7345801798517213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,254.61350484551923,free_1_primacy_scale_Semantic_CMR,0.9589890965074847,0.0010830777331702346,0.8561582713519753,0.4568625871743168,0.18865720124563146,0.6873589618205703,0.9712229089041253,21.664683710617393,2.821077368956715,9.89617651044,0.027445194341560397,0.1689180508440824,1.41129170053504,0.5760107373269614,7.706872514620779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,260.5109980953436,free_1_primacy_scale_Semantic_CMR,0.90459419630245,0.07653620242122777,0.19008770296728805,0.57938430102765,0.09743518540376717,0.9460018083952867,0.5758495380120735,0.9620281694081996,64.86972917463868,40.43931695121958,0.01207818711661085,0.2435750079709651,1.320703758909696,0.927696837081474,8.310804699822999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,279.96882962145196,free_1_primacy_scale_Semantic_CMR,0.5036065064447643,0.6621145797525656,0.8492263316597175,0.904772990057932,0.6066772833529401,0.9869677993314727,0.19140337368092486,11.316237361479608,10.540138735967943,0.4577838339019209,0.0134029008724037,0.21730561252508274,3.7905705420726274,0.8729355894863482,1.218895998779641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,231.12989508525612,free_1_primacy_scale_Semantic_CMR,0.4838738467527554,0.0016496550933563503,0.6636068842729385,0.7234869596092615,0.3647652107323675,0.11456207010213076,0.6286661048483906,1.1824022943082255,20.60737247486263,2.3752638633375938,0.011718268796396258,0.235988471400721,8.96241893540908,0.1355805261388498,0.3448191436148109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,293.3669513483356,free_1_primacy_scale_Semantic_CMR,0.59565032139457,0.09617454357968058,0.43541948822809085,0.32428589577218125,0.013919752395310625,0.8355234225771704,0.5849940008498421,9.421823636816143,37.27126416606909,54.15364691683686,0.011850963013338878,0.26340710012774426,0.5535897561791714,0.08810029242509426,1.850023502044198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,219.74432260369355,free_1_primacy_scale_Semantic_CMR,0.7554277209442546,0.32638540711309805,0.06415032932685255,0.9370524613520035,0.26488791970518977,0.5582590085151098,0.41352684060654965,1.3236159485712662,54.06365357363726,28.865432575380325,0.004386376237731582,0.488877213114983,0.8577794707508302,0.47956932782188927,6.687224234776201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,226.54231949363844,free_1_primacy_scale_Semantic_CMR,0.6942397857247293,0.006309386663399197,0.7258030709652629,0.7515646549275982,0.06217669128636322,0.37218857561294333,0.6430142051587415,1.0540477134503448,42.27405754919362,32.630233263534514,0.005098406823018986,0.3892444830919164,2.710989344576682,0.013578210039626393,0.6193263586385012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,299.96265457423056,free_1_primacy_scale_Semantic_CMR,0.7083123909321413,0.013244156346915448,0.5145274385368608,0.35874601556339225,0.6628711851792563,0.9706811988826372,0.06783511861413044,17.63185694861543,33.00803943764329,0.3727432824262209,0.005626077090467585,0.22962365454683464,5.401637108061882,0.06660279735338254,1.3502660189119329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,243.2492016277505,free_1_primacy_scale_Semantic_CMR,0.6224124688701442,0.006705126165374997,0.5565960572766523,0.5107189481841347,0.1310063717932169,0.7500822825083077,0.060480370564310826,27.123731605367606,4.837926934205981,38.09165176183741,0.04621650754182183,0.1376740838753161,2.29411785354569,0.0002222712794545112,1.8893133627298964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,262.58186708883346,free_1_primacy_scale_Semantic_CMR,0.46407360492081257,0.023496155290439497,0.5043276764937286,0.1531686164247049,0.21060582846962225,0.7275274049260634,0.4429087655717119,6.84945614892159,7.067430922052464,84.76009945973544,0.0020530591179521696,0.4437865517817148,2.3455994391098915,0.012084608829831698,0.7364233916561755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,191.75271318151397,free_1_primacy_scale_Semantic_CMR,0.8564252525836702,0.002780864491077506,0.00874686572097677,0.9681014534927663,0.6539618091488655,0.3240408542974855,0.4318536170006515,7.023002848885071,39.100719066063284,3.3580249800922317,0.019999931916927227,0.24116489657489204,5.946136438057827,0.20169894909264735,0.11826951711041112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
