subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,1_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
69,8,193.43362528408892,free_1_primacy_scale_Semantic_CMR,0.6946535457951785,0.07009761187358692,0.28065171470982025,0.45380576269998824,0.09824993360149673,0.8993552514579464,0.7401294766078409,1.993106987302831,11.127677571957268,27.0634666201375,0.015838608168807538,0.40038943164639895,1.6929694118841883,0.023233038082246697,1.4555314537553425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,349.19204461491586,free_1_primacy_scale_Semantic_CMR,0.7658686716479791,0.06568445986567545,0.7883863580063112,0.8832650928007943,0.4352546852732645,0.47641492053865697,0.48176390288855525,11.008533808281499,2.455276531006909,49.30695912431459,0.006237878272041197,0.2485697215659295,5.919727915649946,0.25704260359540415,0.4659841306833883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,250.87768444410264,free_1_primacy_scale_Semantic_CMR,0.862538557273548,0.015728356096525342,0.5253637602912038,0.8131239468795215,0.7918281484884363,0.24767136505808784,0.4538880236909109,45.82257006006897,13.516171605479535,30.114668748168683,0.007775202477543375,0.2589686323673117,3.7295797883199455,0.021945786406751266,3.2358432247638778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,280.6247292178407,free_1_primacy_scale_Semantic_CMR,0.5867448819157267,0.0029371141525051936,0.38790690129322547,0.32119423002941205,0.9218392697217572,0.6625679115809896,0.7951338760635849,20.06718441174359,48.123866247935304,75.68784934507467,0.005964585822768542,0.2933927734202886,5.45656266231573,0.07122777260749585,4.823389348016836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,208.7356401105123,free_1_primacy_scale_Semantic_CMR,0.9967530342185148,0.13962079450604364,0.04569258620367367,0.18259235173142746,0.19281031195396203,0.28172963328416034,0.3671009504581189,58.23195779438141,13.88805532563179,62.40702185162172,0.025854195889009224,0.1821830155653421,1.6985076831144745,0.0548821613361925,4.011471949239209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,221.66289930261848,free_1_primacy_scale_Semantic_CMR,0.9151817532477754,0.2659338233140949,0.4301286550714196,0.3104560154510881,0.059864162152292275,0.825380673001213,0.05227534623523673,2.0705228516680134,63.50056042275891,83.28938881769237,0.003932637802006794,0.5044609441768098,0.6175074958053154,0.0334381311074207,5.050631110380884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,254.03447598763262,free_1_primacy_scale_Semantic_CMR,0.6766950099465167,0.018925979852949637,0.06388887719186459,0.35418805145868265,0.015070844658646387,0.17634175649244538,0.6864223494252905,12.842163379166621,6.852996433399362,75.83156518364811,0.03238988816591892,0.22979830895131315,1.5999018796394537,0.06820578249944331,0.6113766435775503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,285.3560871239772,free_1_primacy_scale_Semantic_CMR,0.5728080087272764,0.799588259882682,0.6134799032547942,0.8705785979874698,0.2359870683506119,0.5625593648221404,0.3189992737609615,93.99738144548826,11.588338214367475,0.01462195914664477,0.026496707171367484,0.12277245032312933,1.8806818625572062,0.32951471945552413,3.345242508933403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,330.91945450324056,free_1_primacy_scale_Semantic_CMR,0.9472847230929974,0.6585929524525291,0.9844053238972241,0.9713610423650211,0.7835938696558672,0.8894105566444355,0.33483867402536016,17.54557921946764,32.67742612192687,0.022827570872259173,0.0016009173539155985,0.2364020816822272,3.9617486976446443,0.7938308079061895,5.549814912054758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,330.21788211481294,free_1_primacy_scale_Semantic_CMR,0.8517101345083218,0.06777458129421277,0.8461742376542374,0.40360602192305073,0.09487591382733684,0.6656794663427977,0.09073421548751298,30.004755525987953,36.21258500737478,68.02975564745859,0.0020033611113371985,0.34600668752239994,1.1706040473644523,0.010597421718175626,0.5867726540895521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,254.90565525774295,free_1_primacy_scale_Semantic_CMR,0.7223030750847996,0.02931478981958291,0.11699298717847922,0.7784149804472141,0.35148884134792496,0.8615024051967894,0.5384286700653808,23.298631322945308,1.6738266283699872,64.98745526626274,0.03428599972459756,0.1674997851909934,2.0563819993034613,0.018678002359381107,3.7071601472674254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,337.66110194531245,free_1_primacy_scale_Semantic_CMR,0.861512697551899,0.029245088608563508,0.7798758145880091,0.8064052906807609,0.4575660168160377,0.4678123515695718,0.971266037154578,8.462028570169913,6.752065511956928,20.320510364196267,0.00032232049875702273,0.41675934764328915,4.2165527375501775,0.6536705373649732,2.1836766215578267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,283.55347165887747,free_1_primacy_scale_Semantic_CMR,0.8390151152489433,0.2331152250723857,0.48490396786511625,0.44579059791584263,0.3971121485262196,0.8984942180532938,0.6109680261386283,7.085093917273092,19.079882646082474,42.823548713666916,0.0045565633087348845,0.33574128370363887,1.939711779483635,0.14581504735609913,8.409248672624333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,294.14803787568894,free_1_primacy_scale_Semantic_CMR,0.5631003962532994,0.10084717101612378,0.286777217920437,0.8065812351465287,0.4538484654819924,0.2708141109042893,0.8771766118721891,0.7376452130031268,15.84101583255947,46.79675067236992,0.004695529718988067,0.26850026022675966,9.48098731125074,0.09407685205179572,0.5438246247632534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,255.15309540612185,free_1_primacy_scale_Semantic_CMR,0.8192659882186815,0.06601679118966558,0.5798656521025716,0.625641347759305,0.12600838875399617,0.4805121250099389,0.9338861298245935,0.45086491489489333,4.450364673332025,63.01225489584439,0.008101175456258547,0.2865430947868832,3.121868896363782,0.2049656592221195,0.4169548890825494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,212.62369864087566,free_1_primacy_scale_Semantic_CMR,0.4817173682742866,0.03548692441028834,0.9853773988151363,0.11514583147092167,0.4533767449639162,0.407036942472489,0.2985748847583965,79.68866695837622,13.12758873406684,84.65070839745354,0.012021882291872874,0.29504308342238034,1.0662358009856958,0.0343738891279293,0.2513388638819456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,245.99093407436638,free_1_primacy_scale_Semantic_CMR,0.4738072830944997,0.008918947840793945,0.03951137497987056,0.36617038534538576,0.18829344887213273,0.35749607836595215,0.2887242280761274,4.958143929075582,0.7104648170792487,22.349633331330054,0.003842411258066891,0.3359911198461365,5.924653646372552,0.7742832496041561,0.8939347285253838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,305.29908889683327,free_1_primacy_scale_Semantic_CMR,0.8885145439343245,0.11877883314940535,0.5178911562493604,0.8532000318531179,0.8947346078849268,0.5699307777187795,0.5866706807902913,28.059517841587954,57.46442033492512,33.435380410630465,0.009591825943620347,0.22537887764813203,2.43795963201674,0.548488755049633,4.992389325229513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,365.21380803669683,free_1_primacy_scale_Semantic_CMR,0.5091050112714817,0.1040568147947767,0.7205447234296245,0.08138461864552891,0.8595846395233886,0.9404102675925198,0.9730359056162817,19.323075862026823,55.83975424685675,36.70135786466669,0.005977819453513936,0.19953468391997756,2.397467306876628,0.04969674518007975,7.786723667484786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,327.9718267826659,free_1_primacy_scale_Semantic_CMR,0.7419443760098604,0.06347230013512489,0.09383450180751013,0.9587409310988351,0.6129531974142168,0.24105590356787632,0.6531189043115235,32.185287504247185,65.08320932790133,0.7371154207192276,0.004227138112925244,0.16406177639361808,2.804442476283098,0.13807726013057936,3.5941398983087245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,247.70255172785528,free_1_primacy_scale_Semantic_CMR,0.7187403809836869,0.01721828785239138,0.7213531970525009,0.8957138753833214,0.01925826052693075,0.810837347273399,0.13250984975167757,2.492894338281161,10.373081245750129,84.46726987050135,0.006569690833699904,0.3091922165955676,1.523754295287799,0.11669347386832557,1.5397200869301457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,205.09642998791162,free_1_primacy_scale_Semantic_CMR,0.7678581613946245,0.00836083009395061,0.7852594058005568,0.0637830117611406,0.02199397972150474,0.7776689575013209,0.9929255594847725,2.6964534366919537,4.512464540989946,39.77547977479643,0.022882904676476745,0.27876983007012335,1.7344158152745957,0.03595939618054317,0.5155811178509282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,259.4943291009182,free_1_primacy_scale_Semantic_CMR,0.7562267802893063,0.413445902606559,0.640592805803494,0.671455411086688,0.01699233810477574,0.5079367912696355,0.04653198824828125,19.510662170373514,13.241319687769717,37.91597981804753,0.018142087457569234,0.23134428908033833,1.1805392574574802,0.015882333166964357,0.3947096325378183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.54193800385892,free_1_primacy_scale_Semantic_CMR,0.6444129992400838,0.09415879001509143,0.5525679126121738,0.908144611778579,0.909075996248322,0.8947133508884222,0.7783445207634313,7.519224923669238,36.57006796875827,43.48027350450407,0.01991987296304216,0.4632397376237118,1.9923515910322913,0.7581913246116784,5.079140914073073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,308.4195343982931,free_1_primacy_scale_Semantic_CMR,0.7297162184664305,0.054374497605681915,0.3840904397191846,0.9970304840175856,0.7123561775832393,0.6511657377002618,0.10878409159617214,73.62011668041893,73.32040878018451,37.570393515515754,0.006437512946128154,0.29053448440820606,3.212827604691442,0.00185420526122404,1.495501205571299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,262.0364206815938,free_1_primacy_scale_Semantic_CMR,0.610325493778882,0.07637674842860515,0.882059193220402,0.100813802508256,0.4499133738162874,0.7562729033491657,0.9703136636830855,1.4202929234583692,15.03990080863592,42.71106116373736,0.0017755860805800383,0.4218357139372886,4.244492067712789,0.11789695182465082,2.946090313878749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
