subject,trial_count,likelihood,model,encoding_drift_rate,start_drift_rate,recall_drift_rate,shared_support,item_support,learning_rate,primacy_scale,primacy_decay,stop_probability_scale,stop_probability_growth,choice_sensitivity,delay_drift_rate,semantic_scale
1,4,114.98546641086712,Semantic_CMR,0.16853632688826997,0.4928737321139653,0.9599266569430032,0.8021740637819631,0.04714935209892057,0.2934032264023475,5.79804464357548,64.64133951084969,0.0004248453669353225,0.7917524925844583,9.590686299272754,0.9965399458434442,8.109945500949152
2,4,121.57819338410721,Semantic_CMR,0.8711135168420996,0.10252181962478446,0.9881217749510238,0.13316781019575036,0.2801186171020057,0.18836200747090615,29.52432491414244,46.1661536867458,0.0040897873176434785,0.41472126291815314,9.783439859504721,0.08371508172791631,1.2638097784153377
3,4,180.85326806136663,Semantic_CMR,0.3147502937302874,0.09391940452436548,0.684371967130536,0.28971378787115787,0.5922150863927029,0.17131677224930436,1.4781854613101686,36.23331263631353,0.008848139677036848,0.2544585277374809,9.990225902811728,0.8239730452349197,0.41781665868768236
5,4,234.5595309933195,Semantic_CMR,0.3490768070741302,0.5600915736270475,0.8987062692729753,0.3173681036754142,0.7348010971926456,0.08056378338636694,58.845432543507094,1.0279726501743272,0.00012927705716399534,0.35101282732361966,3.9808539814478867,0.3320682143048095,9.220227243428367
6,4,113.01586512683355,Semantic_CMR,0.39936595912754574,0.8474889876967189,0.9400286992569453,0.606268164851775,0.018424078367074548,0.7350544504112914,0.6663351591938351,5.483749662911421,0.017575295155997483,0.2973167703047803,9.20709038633855,0.664949021442051,0.0029797788568464156
7,4,134.37134820299104,Semantic_CMR,0.8665390990882258,0.029885997500832706,0.9988322818958304,0.46753889173308455,0.2547049702128502,0.8115015228239991,3.978530606213795,60.25777649013546,0.005059147050133439,0.38522875217484653,5.16173980801376,0.42568712119668695,0.1320120944334091
8,4,48.961932507398934,Semantic_CMR,0.852884562130731,0.009584838336946566,0.5100776255661033,0.6380541790526086,0.46647858713658874,0.14147148015866834,75.06771167702775,1.3127462961179575,0.02169170423986344,0.6210914892440904,6.80837791274949,0.9712361781896166,1.2619633687634662
9,4,141.16205654253181,Semantic_CMR,0.9433047271793207,0.10322901767459686,0.9741085680449362,0.061556165951686115,0.9274245818893769,0.7495213161722981,0.9297622033812374,80.08904193592376,0.005779257245602631,0.25171200126253535,8.31724175868048,0.36256057927853125,0.3540192842406764
10,4,106.81237068563078,Semantic_CMR,0.7405431569283942,0.11569822871248164,0.8412783745933496,0.04750281469498541,0.8677915032764718,0.010997431740767005,1.341682323741452,77.88451825970122,0.0063978674803623625,0.40283907718363476,9.311170738800929,0.056202598811781135,0.4346116146600174
11,4,126.68689132494099,Semantic_CMR,0.2245852720567313,0.18846601286370823,0.9937038855655965,0.08441045097882988,0.11153383897709718,0.41682110796139843,1.578098056121533,19.23096430972333,0.009768097293133549,0.29323991029849505,8.287110311089423,0.9360820357794728,8.86856427008528
12,4,81.429908102967,Semantic_CMR,0.01129545177971758,0.6907692747330444,0.9998906905798505,0.0019080537046602397,0.13737978278093893,0.027370710416103283,0.590996271370976,59.472507822044264,0.018378269242804446,0.46299668032822616,9.999401808895604,0.2723943068362087,3.30522606373024
13,4,92.59582683977685,Semantic_CMR,0.286267100202254,0.11017641125415956,0.43803724309376313,0.04924337400184636,0.7979515681728311,0.8290326674923865,1.0308239842306008,12.811092857863095,0.013101408103704748,0.46019003318214224,5.40888712999824,0.2992699488826287,0.016584829685346136
14,4,157.28538904048716,Semantic_CMR,0.5208561737156479,0.8725968088667446,0.8613618448058975,0.2900161670220399,0.3810389438557076,0.027738078800329614,46.02969013166383,0.37490807454879516,0.00988211057577559,0.24933261475169105,6.597445079226987,0.2107356092732059,8.12681072671001
15,4,150.7389779029332,Semantic_CMR,0.9975168918386981,0.36092848515964554,0.9918558595168367,0.8296464086906674,0.8875618447879716,0.35006641961739204,33.51943086451343,30.161732623950293,0.002229552144992042,0.3977190442149148,9.66246719295026,0.37805032731307026,7.931321882326047
16,4,101.82786025121763,Semantic_CMR,0.4283292649758814,0.5787716455925793,0.8736340970405048,0.768553832430559,0.34885405826388305,0.6770536459780623,12.675886649141347,19.1725205534094,0.02193556406818914,0.2841404209248468,7.992259311283552,0.9928879576431443,7.866378535219214
17,4,137.11187903493223,Semantic_CMR,0.4472185764691272,0.026277709063868615,0.4805274648591422,0.21951297807438197,0.5463553810038903,0.10933999058203986,20.572480581015935,58.36642911863166,0.008328546445541263,0.19062799431614863,2.7708183546457903,0.24989189217052715,0.012736043280360043
18,4,119.48564008859005,Semantic_CMR,0.560750755545462,0.03448626794654075,0.2644244641956449,0.1844489366637852,0.7280076620548186,0.4140337694897161,5.308575457706965,80.83249813452312,0.024592123368720742,0.22160024174625015,7.300586610741112,0.521598982620556,0.12853628346447632
19,4,103.35166799323814,Semantic_CMR,0.8215091022662943,0.03562545968340397,0.9722495259587002,0.4586377557900987,0.2827079024607157,0.8684194280829736,9.805191581283358,93.84915338609659,0.019584872889911457,0.28195809679470785,7.649088825928943,0.18861503662111337,0.9986193104459145
20,4,124.94049849610025,Semantic_CMR,0.18582034906854789,0.6807657373262929,0.9746828863505218,0.7916808967756431,0.33314189151132867,0.06789701462892916,0.19321123113155636,49.60797406367086,0.05795422444904752,0.10476137431984345,9.018663158082571,0.0036060047919111993,2.806792051075502
21,4,146.58624651346616,Semantic_CMR,0.4295817791786257,0.34153325619889674,0.9295992187473425,0.1265758808121143,0.21993522610713995,0.4826613668854268,3.8845492206721985,65.39599512165971,0.009482461136266773,0.2591678901474861,4.420915384587424,0.5903192401806805,0.30661963627442645
22,4,112.05625812603978,Semantic_CMR,0.5553123037554413,0.1777135330735073,0.5598443960010009,0.3247948817795684,0.8926425561305713,0.030252819122682073,5.333439012327631,29.171036376212445,0.021544222368682087,0.14786505439893816,7.655082398664842,0.5445939178715429,0.014557770338639031
23,4,90.84882176516811,Semantic_CMR,0.3763235085831575,0.018486010094069638,0.9937925224010397,0.6486697835232359,0.5503813516049431,0.4437140896046495,46.83520136084035,34.150169313040074,0.004880416979062583,0.6629168090087789,5.543544417043311,0.2971531016382198,9.0055448816517
24,4,78.3923393200781,Semantic_CMR,0.21920750632350178,0.22688623934153274,0.29981964503496983,0.31381681437463615,0.7445012687489279,0.41061372397419166,3.8620660499176154,17.754689013469246,0.0028818387058354156,0.8923900474443327,9.469392486140285,0.9299478287155856,7.741823007728415
25,4,95.13177539637417,Semantic_CMR,0.22564003023068085,0.31539575603590897,0.8220803661069551,0.11467650634473503,0.6527153982707599,0.19297818154880797,1.829976712080608,70.59410087350733,0.04555090582801985,0.2597027787000119,4.0082918100200375,0.878497748294375,0.06282613590943242
26,4,128.67210243298072,Semantic_CMR,0.8663076019711784,0.07903649290737438,0.7811515429706306,0.09636873086670955,0.5217186045634645,0.3961182946818476,1.1030333047031728,46.6625813622343,0.001702109481922903,0.49092375473139727,9.823816908190857,0.021757685404809633,0.4882452235247171
28,4,167.78906843025257,Semantic_CMR,0.8547193404199809,0.023561835796005626,0.9211929203135947,0.07766658792186104,0.7906277491661114,0.44689559016635966,15.269061280175691,67.06345215688572,0.0022980518311300213,0.2989903163579015,9.930188089020385,0.055950845206914346,0.5895475843531175
30,4,95.62062755677833,Semantic_CMR,0.8621861046972197,0.3483508903361055,0.8750082842474456,0.34392572756050227,0.7586104146901834,0.0739966935672246,1.7923005846134288,66.90190103874751,0.02691824339213217,0.2478513803175728,9.587415412071163,0.3693661954943769,0.3465271513992114
31,4,123.25493016207132,Semantic_CMR,0.0037527736284742597,0.07670098488768257,0.9937180550455326,0.6215184050341502,0.48753445569341614,0.3377934852615383,0.02281565098655136,55.639346374362205,0.027616007996616065,0.14534918515251505,8.928778033301775,0.9509665338433262,8.881409068310678
32,4,145.04384445059495,Semantic_CMR,0.41453863169131216,0.5782020033123133,0.8459293134104453,0.5150406784359649,0.516463238664591,0.6518363107283611,22.10600697659934,0.23472349793684089,0.01617844020300041,0.2063134751424638,7.64976709081811,0.5781574159217802,6.642966322080691
33,4,141.98164146421487,Semantic_CMR,0.06357831406165727,0.550607989045339,0.9927171552636013,0.29552889613425287,0.04748698504322283,0.09430643954937626,5.178784748823296,49.51098100975316,0.0027753892579160675,0.3990639822955336,4.3573714039900535,0.40546376764683123,7.236841243785273
34,4,109.73622677322916,Semantic_CMR,0.29450971085870925,0.09528548009372001,0.24538664006805855,0.06627633472783706,0.8484224455485703,0.599826955088089,0.4590761205201659,5.887925763667987,0.010883036743962238,0.377608343404642,9.030782427504953,0.670156998820461,0.1492332942771304
35,4,149.9401530363871,Semantic_CMR,0.0697131633976042,0.5379393840622968,0.9426481520543556,0.5002184074088736,0.7853289352709653,0.059513752722465396,0.7687219610267277,62.109447906865235,0.0031190528254894656,0.36783922833773186,9.945150970516476,0.9596244551579944,9.245838768913544
36,4,89.88802609641354,Semantic_CMR,0.417856538045891,0.5265048706937183,0.030454600103407947,0.022658638321271407,0.6188764653536183,0.05539775170248473,0.039775548975192976,48.57789240356447,0.00219146044298818,0.6793578612178148,9.046205353761696,0.3504285668993717,0.16470509452942572
38,4,117.91756739999697,Semantic_CMR,0.25527719555965117,0.7317650835793251,0.7533492266959736,0.26709113571729504,0.7424465076501793,0.04501048942162411,42.89623460773865,0.6147536331928123,0.005044748327245829,0.456559424466648,3.907210032227162,0.5279780209726785,3.5375313858119024
39,4,138.1629294475144,Semantic_CMR,0.32253261469126737,0.26865675160655533,0.840284357837922,0.18494909010421806,0.0695843254900545,0.7753323184692795,3.574572381738804,15.71500012579429,0.028303484590697092,0.3001923022538113,9.841523650054247,0.3334810817676177,7.7192092897786155
40,4,182.07404156957904,Semantic_CMR,0.27479810549594974,0.8715624212577442,0.9937591811021267,0.3133413812279888,0.5078659953244462,0.004657143608615799,4.884388957800354,51.452220127911794,0.0016754736386494495,0.3296704021536998,9.684784187900421,0.24798522001277512,7.379426902247538
41,4,154.20635098780014,Semantic_CMR,0.8554971681370447,0.2954446340044594,0.8588014596459357,0.3117075494262097,0.3534467725424213,0.5614269496511128,0.6248454536604982,21.106510884208856,0.010262677042718216,0.20587298636861462,7.748312838402307,0.5673208278149057,0.0763882096626407
42,4,98.62468688047865,Semantic_CMR,0.009022988925268816,0.568383813442148,0.9961242901195247,0.5023242809044216,0.4094845005991117,0.20084406146057088,16.48132842568073,85.84072773134687,0.04158942047737285,0.09987517868331874,9.96915465231302,0.925778030748343,9.428338459973688
43,4,110.20074091148294,Semantic_CMR,0.08569080756729541,0.7663918392420851,0.9875092725455838,0.5511889536693348,0.6906185837720759,0.3096298993588633,1.125028738633901,40.10474844520486,0.00038858639130023853,0.8984760237734042,8.862239135097258,0.6557860959645172,6.701811526112984
44,4,53.078257540609485,Semantic_CMR,0.5465902531018547,0.021545197167995744,0.9841568804214202,0.33373691173165887,0.8870049904603592,0.9933590812088856,5.984969571565998,2.284941402862664,0.03039248220741042,0.4873362483566561,8.651541125796673,0.027248874008623192,0.13780931860535173
45,4,108.22255619489893,Semantic_CMR,0.4699919247140976,0.11600832202548966,0.9027716378853334,0.0717297221604905,0.7039942294994727,0.6524766328473213,1.4030929928863785,30.69388938309069,0.03414335516035866,0.2564547297969142,9.698503310482671,0.9975729036762702,0.7242128110486332
46,4,155.5184539321237,Semantic_CMR,0.11028773980040785,0.4432021006990682,0.9984482201762915,0.6262085515834164,0.23457731561407913,0.00516709555590622,0.30092024188662947,78.14917534238282,0.0035528145382454634,0.3245477775841392,9.597516685525752,0.12882031412477196,8.928449568527062
47,4,127.86913759122277,Semantic_CMR,0.18740877597908784,0.3498640738345639,0.8017681092303796,0.5598265570108768,0.9114747279802053,0.15154859801858372,1.7650378231045565,1.9588461749119688,0.004836158637698262,0.4106247452446459,9.239298476383105,0.9767974186775942,0.7672224692360414
48,4,90.66413268357853,Semantic_CMR,0.5964624765069191,0.12461839806480407,0.08918181490217753,0.14530975861730772,0.7303902949748439,0.13699738522120425,1.8659959397605803,80.65784594048654,0.013655433805639772,0.3694564789273329,8.239400301942629,0.05006648933687602,0.2372485498401531
49,4,79.20372772010798,Semantic_CMR,0.9740977215753005,0.6579357227702299,0.7240093575871844,0.15135128394326286,0.7390967819815903,0.9152226998162092,17.70093220536637,45.610961677954805,0.001596734398055466,0.9954667382335325,2.16160185339983,0.1451648059334198,0.38342481058785083
50,4,145.74592763170995,Semantic_CMR,0.9276317764459099,0.0005173435544461036,0.9524300416919063,0.26333861872901787,0.8590436255967515,0.47654609034083634,0.22593484326461066,54.86789574987727,0.0024989182678640254,0.3731186616438089,9.852503793342663,0.43410473537648064,0.375148361127831
51,4,104.35662426857242,Semantic_CMR,0.41444777718986964,0.06529796796928261,0.995920211956936,0.4321091368832807,0.6897775983309806,0.11627967295206763,1.244102992891284,69.49158138512911,0.01963371441151391,0.28216878826533537,6.429464401047492,0.6504152075293707,0.12661299362021833
52,4,123.3473879568243,Semantic_CMR,0.7877151543193913,0.049067424091520095,0.347424105030859,0.37803471796839466,0.7274274725235672,0.4188684476605363,6.856791986516953,66.24691863341404,4.8375781351028824e-05,0.8966833483754941,8.666325602532364,0.15869457879068521,0.24054572501135674
53,4,153.6255498479584,Semantic_CMR,0.9160783666051056,0.09161649125385596,0.9849090265914879,0.17136466613320817,0.8566501470283348,0.561929825072985,15.104920464374153,40.768476886019116,0.006839735302559491,0.24411778112226834,9.474123659778593,0.09585474896603324,0.4487395370436751
54,4,100.2677226198076,Semantic_CMR,0.5409192784234699,0.09041386324764816,0.9856325890307203,0.8500547537150138,0.4968608854280152,0.273233693156007,13.094746291380531,71.55639773010617,0.019960988308157845,0.33677070875309667,5.074954506441236,0.5889360314374865,1.124198139223982
55,4,130.81829063236245,Semantic_CMR,0.8833607054095673,0.03426443513045274,0.9918074030493809,0.3780355256191347,0.2935511215435185,0.029250562424017912,47.44922347399346,2.450450025850458,0.002982864016552844,0.4293052458756108,7.948787449557085,0.45721568234577387,1.1547861397319945
56,4,115.0928114107444,Semantic_CMR,0.5991111092821318,0.10078672739199684,0.9969192998373233,0.10848491494431434,0.8836162555523801,0.13460356974278959,10.230937981930069,9.069889032416242,0.005822475245885861,0.4241800394394595,8.071200784686441,0.4568352743651815,0.9541254829475037
57,4,138.31574082095764,Semantic_CMR,0.17315787826205847,0.2737657156646444,0.9999541294920813,0.9025794500050446,0.7678185380916202,0.10396360263775635,0.2709750956459917,56.294995434896244,0.020798201912679434,0.17218894023653974,8.931408823467953,0.9599340003520753,4.902420672431889
58,4,108.85889601199325,Semantic_CMR,0.9934456192610991,0.19079195949900507,0.6806143582375334,0.9083463849430695,0.7880266646136608,0.9252345516035636,4.3927177968308015,74.75624482191932,0.0179381481209685,0.3348698142392097,1.172249340568234,0.11170044156794084,0.1487479610586293
59,4,106.853450850939,Semantic_CMR,0.7065866362414682,0.9966434608918189,0.8182423692457239,0.37226289125961415,0.4438256775448225,0.197031685757184,37.619772447438415,84.55377958851571,0.0010692962357917724,0.5992922010571373,8.42129750045461,0.30281051876087406,0.5096359519261036
60,4,99.78571647335362,Semantic_CMR,0.5235049802919921,0.2656337699056952,0.7226293795471479,0.19725075035362138,0.8925107056152715,0.3400009877691139,0.07288309611774224,53.86695332941061,0.0017243724363337765,0.6252295626909063,8.586121435833903,0.9111741052675864,0.053755752282799385
61,4,124.9282269943932,Semantic_CMR,0.28613571353511436,0.1480378032176473,0.8910891718603022,0.28532517189399476,0.22151609008615475,0.3085893749151015,0.2649176744570312,51.34154673237585,0.00011668260721975354,0.8219706145041625,8.53398735255631,0.6892526813766894,0.010072091917193049
62,4,106.32473131623992,Semantic_CMR,0.1260134720473361,0.41782582472150603,0.6975681824449239,0.4484604943374812,0.6434529132792532,0.7966887182660358,2.086692095165084,85.77595780368402,0.020178927501862343,0.3422834301182833,9.92097138609999,0.5792142009426828,8.385019519424075
