subject,trial_count,likelihood,model,encoding_drift_rate,start_drift_rate,recall_drift_rate,shared_support,item_support,learning_rate,primacy_scale,primacy_decay,stop_probability_scale,stop_probability_growth,choice_sensitivity,delay_drift_rate,feature_sensitivity,context_sensitivity,learn_first
118,6,151.03094400962894,ICMR_2_0_0,0.9487426495446044,0.7054034253626594,0.9999999999999998,0.938904526952314,0.7088266640186726,0.38935219121769216,78.02179494483269,42.745177371094044,0.005177112366286129,0.5335994419633091,0.6423331532409071,0.8256706607150931,1,1,False
119,5,133.22983504725914,ICMR_2_0_0,0.9817099914133088,0.23221899249702146,0.9816761539156663,0.4692461662745983,0.4742014998753061,0.4934665696290415,29.193144574050716,1.4739062779511323,0.002554685143585341,0.5427097410149005,1.3053409753903733,0.37546645789056926,1,1,False
123,6,227.19864244292984,ICMR_2_0_0,0.8075595843781842,0.6861269761290807,0.9999999999999998,0.5303797019575527,0.6182609134686071,0.17056311169005217,8.343265701641744,47.33734242651833,0.005652767391303471,0.26947908733808124,1.1206103817984296,0.87121854563535,1,1,False
124,6,190.3504229563194,ICMR_2_0_0,0.6961483252243351,0.09586602550847813,0.9591503193764973,0.9999999999999998,0.00011110217091091036,5.4994515782844234e-06,27.22802579590641,1.0442202468204949,0.015397202053647098,0.15605057854914967,2.0914129445799783,2.220446049250313e-16,1,1,False
125,5,206.43732964868335,ICMR_2_0_0,0.569820118865146,0.9721528710401404,0.7246974146022116,0.9945922460547323,0.32727744942224146,0.040333001494327995,1.6996692537771696,14.41175694583279,1.2738040769530998e-05,0.4096527584287992,3.7680404469634228,0.4703235829373287,1,1,False
126,6,299.7516978451636,ICMR_2_0_0,0.9206189922684618,0.124685854902252,0.9867554167525651,0.7697623528866471,0.902781859750451,0.304785688161095,4.753727990130924,28.301539747838277,3.072237599148305e-06,0.6425166070271371,1.4734382990697117,0.47992751255616206,1,1,False
128,6,187.84521242604814,ICMR_2_0_0,0.4541126732108074,2.220446049250313e-16,0.4060682179964481,0.6357064557427998,0.626341208919539,0.27445549928467594,45.802893829683676,84.65810496431864,0.002642511054588421,0.4946675367910885,1.2139624919165652,0.276623909668355,1,1,False
129,6,208.2925979183431,ICMR_2_0_0,0.6980217530404764,2.220446049250313e-16,0.9999999999999998,0.5200592343586224,0.5545052330471841,0.19917253841168583,18.99434837469425,74.5996424844974,0.019080853862646886,0.1707670885891196,1.0642502850503852,0.6762042169317793,1,1,False
130,5,178.3573701837974,ICMR_2_0_0,0.7183735766776379,0.1536175856703256,0.6069354006862794,0.37201392649358334,0.9999999999999998,0.023533024957693844,1.706618806217401,0.02310081230578677,0.0015209396580948354,0.4270475374998035,1.2705958904699928,0.9329801772004138,1,1,False
131,5,62.612598383552125,ICMR_2_0_0,0.7595852212018978,0.010876430824838352,0.953857143435316,0.9999999999999998,0.21731201526697125,2.220446049250313e-16,0.02657677224960963,75.99426953592496,0.06268114747891128,0.41428806127768186,1.4667580405084717,0.9999978673415223,1,1,False
132,5,115.48068358033157,ICMR_2_0_0,0.724017188985168,0.003272960754464769,0.4937544068339975,0.9999999999999998,5.5750174163478825e-05,2.459505302571176e-06,29.166911406305804,0.7218207017534041,0.024468801928182543,0.25699403098109663,1.8851288090964524,0.9445375113196491,1,1,False
133,5,179.38998914319748,ICMR_2_0_0,0.9951322936783544,0.46881959451234373,0.9999999999999998,0.01198055176394275,0.7575424161084336,0.8376254807121912,8.223927858741801,53.536735441704344,0.004321708974468186,0.2900119901577172,0.5347411767019562,0.30567291747748726,1,1,False
134,6,204.21707214453957,ICMR_2_0_0,0.8978888913110866,2.220446049250313e-16,0.9999999999999998,0.47936497264180167,0.43624278290862656,2.220446049250313e-16,16.441109276464797,52.865022549515295,0.004189381998406463,0.39009003253002933,0.8857730731070937,0.2675467180447044,1,1,False
135,6,120.91736318242457,ICMR_2_0_0,0.56993704918236,0.16121192519427394,0.7154885680491736,0.06452405013190475,0.00010975810947835054,2.220446049250313e-16,16.534804705708233,70.25664215649493,0.06701960890089542,0.11995327786673965,1.3372060081655106,0.8749058331898449,1,1,False
136,5,264.8898942383003,ICMR_2_0_0,0.9757005929342878,0.9999999999999998,0.9935485189158282,0.4049279706242285,2.220446049250313e-16,0.9536162956606619,0.5578806488339467,34.68936994095831,0.0017195303081423453,0.19894265493436605,0.6560019711186594,0.030890246451909017,1,1,False
137,5,130.71446859032937,ICMR_2_0_0,0.6094356713353386,2.220446049250313e-16,0.6834257473054163,0.8096576830864264,0.7262941141389149,0.1886149039307519,0.9666768738971898,72.21909223084499,0.006479620270959037,0.3776262678522301,2.222194528898009,0.9999999999999998,1,1,False
138,5,62.242776745266674,ICMR_2_0_0,0.9998388838612327,0.8145698169779875,0.05604277410698444,0.7080488024262563,0.8623904348362043,0.9634679770523368,71.27004361902033,0.040927324369487234,0.10406024208465002,0.21430400656410598,0.43534833661347616,0.9983682897213592,1,1,False
139,6,214.53307823694138,ICMR_2_0_0,0.8579530210381132,2.220446049250313e-16,0.8253581735264229,0.6996623514989206,1.7879932035914176e-05,9.973739281462807e-06,25.71419204912875,19.17278380324774,0.011531704399029138,0.23862058314511647,1.233049471594615,0.2534884539084577,1,1,False
140,5,161.56618945176325,ICMR_2_0_0,0.9547841811308405,0.00380937930478226,0.9841427945593098,0.7741536614039082,0.2692145331384997,0.24981841030963134,10.594945455232894,40.79035228274718,0.010788112811610922,0.276580083005134,1.1304355602559155,0.9999835060336874,1,1,False
141,6,107.64236178101396,ICMR_2_0_0,0.3944899808378694,0.08199833907150755,0.6889954335893131,0.47946255297795715,0.25888069823846194,0.2589181801823598,48.519559669688356,33.485827061499684,0.030448782106536527,0.4364614980692833,0.9047348201558297,0.9624780024274804,1,1,False
142,5,92.91483407803206,ICMR_2_0_0,0.4325598209907268,0.18620511688763258,0.9947828240763801,0.9999999999999998,0.03833224824058676,2.220446049250313e-16,93.07633416191716,1.1570668803631348,0.023402381939844476,0.2761463250855094,1.6525950502473417,2.220446049250313e-16,1,1,False
144,5,69.5651792342054,ICMR_2_0_0,0.35358868989518755,0.005460449428716789,0.02006201937066945,0.6144635968081575,0.5359776454218488,2.220446049250313e-16,2.220446049250313e-16,75.56523955783668,0.041513814626081794,0.4197982780310453,2.1437759695892353,0.9999815232435323,1,1,False
145,5,70.78741266542332,ICMR_2_0_0,0.9666643116286341,0.05401305482485389,0.994927522725769,0.9999999999999998,0.3073267809776243,0.8722072604266085,100.0,0.4442062120707918,0.08507462380298596,0.2638633577962631,0.576353689137881,2.220446049250313e-16,1,1,False
146,6,137.332825708173,ICMR_2_0_0,0.27330239529161615,0.016436907306689383,0.9494637689275549,0.02139908667723038,0.9999999999999998,2.220446049250313e-16,100.0,28.541441727810735,0.021533377095561797,0.33321152012303196,0.604176092970407,0.9883242653913841,1,1,False
147,6,234.65412162583937,ICMR_2_0_0,0.8343507066146446,2.220446049250313e-16,0.8980835489002124,0.9999999999999998,4.943321116775504e-05,8.384865701746796e-06,2.0318459118353913,88.01276469307965,0.004542700079169411,0.26388546276493346,1.907009417825603,0.5349462340008397,1,1,False
148,6,165.78931636681898,ICMR_2_0_0,0.38005267049495756,0.7702638819385089,0.9061038825121063,0.9999999999999998,0.9999999999999998,2.220446049250313e-16,2.220446049250313e-16,33.58928111494524,0.01411048844847749,0.29444335235213187,1.4407681737189633,2.220446049250313e-16,1,1,False
149,5,211.61064074953848,ICMR_2_0_0,0.19169726581434768,0.9999999999999998,0.9864884480268427,2.220446049250313e-16,0.855926888461424,0.05723423274673219,6.622580099313186,90.31082648017497,0.004237990280068928,0.2659372464919024,0.8689881632954737,0.7305700021188865,1,1,False
150,5,170.0285526973749,ICMR_2_0_0,0.23002073912442703,0.015364531843549337,0.4284629496856063,0.5982127885462941,0.23806187562947853,0.16896021604958866,3.3126635695669115,53.27441716716768,0.001627177309040225,0.4280595626618689,4.3711742980856725,0.8664781141570802,1,1,False
151,5,95.86072754461371,ICMR_2_0_0,0.887227977833412,2.220446049250313e-16,0.9609192529341484,0.9999999999999998,0.0010363695830826192,0.0001325467161185127,13.27294234431839,0.3010372613942398,0.01682718209905797,0.4529146188015657,1.4404194928446277,0.1053424718224164,1,1,False
152,6,168.58294423149061,ICMR_2_0_0,0.8113528986891128,0.9608788717722784,0.9981944453404469,0.7176660978028717,0.2619767997371924,0.0580982910383651,20.79602367262493,85.71707861472545,0.0035264818802066304,0.5134032301725404,0.6321160046952332,0.5804628715990916,1,1,False
153,6,153.80200745826895,ICMR_2_0_0,0.9502380918473615,2.220446049250313e-16,0.9748464624726983,0.9999999631161852,0.00048342065866299917,2.0671628486471503e-05,5.37376529204199,17.478725281698495,0.022045828196870718,0.2689346074527343,1.7425722092154836,0.14624783873414127,1,1,False
154,6,246.4866323020322,ICMR_2_0_0,0.8651394153682692,0.8804337817723278,0.9911297209110425,0.7395015822466731,0.3601560466186454,0.411644345490778,2.999520628276642,25.491054044339695,0.013360660205356478,0.15790554930295642,1.269053127531281,0.9763757238180456,1,1,False
155,6,124.9889175620104,ICMR_2_0_0,0.759776233819957,2.220446049250313e-16,0.986577116476959,2.220446049250313e-16,0.9508711233884347,0.9999999999999998,51.122192410605734,0.6613238839556976,0.03392843971903949,0.28211796870582717,0.9562398590195763,2.220446049250313e-16,1,1,False
156,5,197.20678368281352,ICMR_2_0_0,0.761577466798524,0.9384705342965546,0.959297129124033,0.5322920133109945,0.41850732658289364,0.052525461658160785,0.5485440028579394,50.3051489941331,0.00034817622192148207,0.49640529045346593,1.3870723510413425,0.8961079891639607,1,1,False
157,5,131.32414915148107,ICMR_2_0_0,0.7836529451432546,0.3305788177622154,0.9976627202140635,0.822751398841662,8.450440849076415e-07,1.1213858625072515e-05,25.080572939589953,0.9416307007297041,0.0023997877854946303,0.6047020574387536,1.0500419422125442,0.5041042702255305,1,1,False
158,6,176.21378003088196,ICMR_2_0_0,0.9637987216837292,0.16399904463725992,0.9999999999999998,0.5936439575749912,2.0670075673247586e-05,5.662529102946243e-05,74.06330402024776,2.1514350151748918,0.03766027156349659,0.11170996923734881,1.622517895598899,0.4068121952724081,1,1,False
159,5,204.4325041691612,ICMR_2_0_0,0.9662912751239202,2.220446049250313e-16,0.7030365031082624,0.03890177304098651,0.9999999999999998,0.05981134960268202,100.0,28.216612979928364,0.012530533840829966,0.17433726735924052,0.6994217926056981,0.0007675119956504663,1,1,False
160,6,170.37583421229598,ICMR_2_0_0,0.9654907279871477,0.008591516115703699,0.8206751361777473,0.9649062739737158,2.220446049250313e-16,0.4029851717613478,0.2150151944978418,71.6703864953594,0.0027052092156974617,0.4794031497822399,1.6473852382343053,0.999996740320799,1,1,False
161,6,141.77569731594508,ICMR_2_0_0,0.9694138904662953,0.48451178101244313,0.9999999999999998,0.45484257263440736,0.12678027770016193,0.4970659699670663,2.3104862789068608,35.94592746322354,0.009870317273164902,0.46182032638896703,0.8950446909695301,0.5999326395886506,1,1,False
162,6,125.86605315141534,ICMR_2_0_0,0.910567372254162,2.220446049250313e-16,0.1753294856442344,0.854814232079429,2.220446049250313e-16,2.220446049250313e-16,89.87535098005162,57.2165468754302,0.00886529690530746,0.5383657022629837,1.7051734793276334,2.8581061842843766e-08,1,1,False
163,5,126.60755224530703,ICMR_2_0_0,0.9979714973260468,0.14907456944658967,0.9658588796257697,0.0015673535533368068,0.9999999999999998,0.7091853203248346,36.661457477593295,38.79319293310416,0.0030927210616349585,0.5778683933914552,0.3099173223382146,0.7079367532816924,1,1,False
164,6,221.81122992632683,ICMR_2_0_0,0.9267015218515158,0.09213339072140973,0.83275769676453,0.2129007935853852,0.9815581494370086,0.2908685632899962,55.08076283304813,57.174437066196944,0.00011082950997378476,0.6505358534265416,1.0764889359419205,0.45758649925651596,1,1,False
165,5,227.24757707226607,ICMR_2_0_0,0.97500091821094,0.17708135769860842,0.9999999999999998,0.679005650861242,0.6151674582933585,0.821649631419742,7.587625235371686,66.16431136130713,0.0072456700072436545,0.1805864774356728,0.7209596564518596,0.6836831088873361,1,1,False
166,6,165.65152453516725,ICMR_2_0_0,0.8786886485435375,0.1650361593421507,0.9244250475732891,0.04371951191032425,0.7732228208449474,0.11482633246914559,81.7779539628994,89.2861543709446,0.007102947857729328,0.3434650723605536,0.9882869538997708,2.220446049250313e-16,1,1,False
167,5,252.48981670372544,ICMR_2_0_0,0.8336705818281318,0.16355070651797654,0.9647669607318266,0.31691536296445166,0.4814231277060648,0.20988696819403543,1.0689363012213704,0.9538777285221355,3.122062281792857e-05,0.4705227369161769,1.6332353261348438,0.6329866160179298,1,1,False
168,5,114.55729185895567,ICMR_2_0_0,0.8313150143976581,0.0008424711044888943,0.8876538352944259,0.6650262907966296,0.7376917285847168,0.06459594034082358,7.899027838885202,51.51867231629525,0.047977726954932694,0.18399086927727765,1.4223760372819623,0.9999986379850007,1,1,False
169,5,187.02594190196638,ICMR_2_0_0,0.7022846404684904,0.5376593765571489,0.8247049213149503,0.8773774046993941,0.5546048880011887,0.019501242216902567,7.841482286202063,0.26337836316227164,0.00014000137396097162,0.633845874208335,1.23207571231634,0.5671560245476893,1,1,False
170,5,64.36819307489617,ICMR_2_0_0,0.9999807288418183,0.9356726448316769,0.6906923051495768,0.5873018416133844,0.8328415143366853,0.5928018360669667,33.89641621547912,89.58868367190881,0.054736955739692866,0.4841987055549573,0.8694155750000407,0.7352419781062953,1,1,False
171,6,138.04298940338813,ICMR_2_0_0,0.9152250633105491,0.024253024477210647,0.8900499912045952,0.8099596576283344,0.38133352440524343,0.009861607122089949,8.585116953081744,89.40430133213002,0.011889480226279019,0.43046378537651614,1.1568469436526367,0.999956948166665,1,1,False
172,6,210.65224177427092,ICMR_2_0_0,0.8811821461442599,0.2789391459506567,0.9948459505915174,0.9451766513771646,0.32155465688110774,0.16806927206029534,16.553573068090415,85.47830879441597,0.00026544973525695267,0.6333898446479455,1.1697248263336462,0.40016731253100263,1,1,False
173,6,70.00836932323449,ICMR_2_0_0,0.8706836258966117,0.9266032400872066,0.7375912321639781,8.461627963633667e-06,0.8353757449767454,0.009603502496403122,1.4830518302598776,98.15609400160766,0.10784985978298404,0.3587034434970314,0.2070218505703098,0.30686935722976716,1,1,False
174,6,279.96091670905884,ICMR_2_0_0,0.7082015870033069,0.06697223598135194,0.8720449168840205,0.7635070054824968,0.645212506464581,0.08635075018477294,0.2305024711332855,70.22294215216839,0.00015908583853707422,0.46031871705354105,1.5443976005415372,0.33981116823920976,1,1,False
175,5,156.91984793209562,ICMR_2_0_0,0.5980255788180274,0.011107970749833532,0.9058844544052416,0.46065797081742116,0.5587113940035531,0.09021518710348131,13.079600144556377,36.15570935934886,0.0011429064161280573,0.5210894134071088,1.6896017042092621,0.089669159327306,1,1,False
176,6,122.22718719739696,ICMR_2_0_0,0.9266147573286146,0.9141240022189414,0.613662551970097,2.220446049250313e-16,0.7733554485522381,0.00579896209632879,0.625328197084941,21.980328384844793,0.029402278759040702,0.31924288606278567,0.22800031565089823,0.9752797136494151,1,1,False
177,5,142.54764782857032,ICMR_2_0_0,0.9354169299537097,0.7168213145456448,0.9999523668291913,0.319882894624307,2.220446049250313e-16,0.4562891110731206,15.101137245498853,13.151061258732545,0.003560772764897143,0.45100399345011366,1.0702408383612165,0.646096389052957,1,1,False
178,5,89.7960899512462,ICMR_2_0_0,0.9604950776523331,0.1953915886491573,0.8344415571400923,0.0013919007724944386,0.6293223331023817,2.220446049250313e-16,5.740873548589281,27.682560680860433,0.021115571969252584,0.4844963432086877,0.4076280846534593,0.006787902473854023,1,1,False
179,5,181.03744325687356,ICMR_2_0_0,0.8175811855124215,0.25280437495667324,0.9999999999999998,0.6959439156529158,0.8090780093301183,2.220446049250313e-16,5.886308509710632,42.110641866525434,0.0006187943907547387,0.49251482746202324,1.4819208572586267,0.4059637419444528,1,1,False
180,6,202.83336984885426,ICMR_2_0_0,0.5493505889047073,2.220446049250313e-16,0.9999999999999998,0.4377392526684826,0.1290806665628771,0.018773575866661504,23.06067363430607,77.07369754281923,0.012137728243485798,0.24684499975917298,0.9014173436748447,0.5016281350835162,1,1,False
300,6,206.57927235163115,ICMR_2_0_0,0.9977726217691777,0.6725778094388573,0.9046054192811862,0.0036561873416061205,0.5706493062627795,0.4359870941457949,0.8517864213939621,42.01556928349609,0.0010590091438178047,0.48931468069999373,0.5561126883689929,0.4896309350485484,1,1,False
301,6,144.98279948135644,ICMR_2_0_0,0.852614902181316,0.0013303679900183837,0.8211696044942863,0.7746563179232345,0.5613196703980718,0.0981424977194349,13.221377197965875,43.34549118486371,0.005062462009217708,0.5285884953734947,1.4187268214966124,0.9999890732115896,1,1,False
302,6,207.57502412752228,ICMR_2_0_0,0.978414903562679,0.6403492012654088,0.8453686536267712,0.049472668561018444,0.5053034636705757,0.310468915399803,4.062704636068,56.916832078364536,0.0008006747911872945,0.5092885470174294,1.0781100543633308,0.07669376209057281,1,1,False
311,6,222.59201187621778,ICMR_2_0_0,0.6407880644857111,0.24461929387512263,0.8685390431523868,0.29569037100057194,0.8686351387788035,0.09121996763158985,4.5393159945275885,39.44987617219643,0.00228551770040909,0.37044536882293067,1.317559376167793,0.059743380534388,1,1,False
312,6,194.68616303643552,ICMR_2_0_0,0.37388688902211503,0.025759066284328135,0.6228548095379179,0.9999999999999998,0.0008185292147598599,8.781148843134865e-05,37.872687867873616,26.615300157053962,0.006524339058848237,0.30137571225578486,2.3270360163276895,1.1008570652655913e-06,1,1,False
313,5,215.6994762341649,ICMR_2_0_0,0.7882498676447185,2.220446049250313e-16,0.9659367157329631,0.6532854809990483,0.9373631555492057,0.08274888060482394,0.3432627877360787,12.41550517062462,5.7218506843264204e-05,0.5746247083968048,1.4349405652647635,0.36992091130643356,1,1,False
314,6,220.62867039059395,ICMR_2_0_0,0.716375591259743,0.0240785942757189,0.9999999999999998,0.7578846668989503,0.34930428777101985,0.7917385234235303,6.696056622565219,68.25527370805659,0.002323577845177348,0.3304513594532366,1.7682921302939338,0.26703200184401377,1,1,False
315,5,189.81156900913393,ICMR_2_0_0,0.7633637877546388,1.0213654624013524e-05,0.7348532712207199,0.9999999999999998,0.0011385316845802065,0.0002216528578596508,34.344001811529516,89.18936128508405,0.014572398377684826,0.14365011068698444,2.2003820130246856,0.1877663478034068,1,1,False
