subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,1_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
59,8,275.9382925252178,free_2_start_drift_rate_Semantic_CMR,0.6068552984511045,0.8625674965347447,0.36673472064788715,0.9103684436547392,0.9059573352972383,0.498668270533323,0.7556672434157644,0.30285434655056,11.217452535401513,0.47475973316639397,0.0038434963680392675,0.4720868902452615,0.29322216210400676,3.3363034655294372,0.30919705679273113,0.9757440938777853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,236.61871434494327,free_2_start_drift_rate_Semantic_CMR,0.43534715144161396,0.1319939082381964,0.7308028248452262,0.6738912010043376,0.7500675630336784,0.18090413394450927,0.007821774160376438,0.560581511969751,1.0725354296377958,3.009483273254496,0.02196440054059645,0.2910920430790309,0.1934463682750618,6.7598946387008425,0.6839524380039311,0.2774896950343422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,287.37635675739614,free_2_start_drift_rate_Semantic_CMR,0.623433121312815,0.1222921941987965,0.48942589457799435,0.9214780440871246,0.18676141127789891,0.01771723984123441,0.6825612882010721,0.1696384868190563,1.5377560351246515,8.260500592727773,0.0007997417901718373,0.654219858246277,0.4410832423417048,0.7033255160273546,0.5522434984001168,0.42524638431351836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,209.5960427520614,free_2_start_drift_rate_Semantic_CMR,0.34204073377863453,0.06672649694287397,0.8637455622818784,0.07194834085143331,0.6628073108548574,0.29447656052283155,0.9297007262148604,0.530149275717037,0.9459778711472921,76.55358245596642,0.005273744962376703,0.4668516507797005,0.5371602850589072,7.465354677186218,0.6899948257323462,0.3467872594574537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,229.66182793103974,free_2_start_drift_rate_Semantic_CMR,0.5283644860198513,0.012752907112697874,0.18986938751932417,0.7957414525135446,0.4808891451290065,0.20189217998761197,0.9970300260778381,0.6672207000349358,2.8618925505640833,15.044792073467,0.0056392208113439125,0.36908812655398093,0.37106377859605033,4.615829304475306,0.08203565388272076,0.5162698807069755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,312.29509983194714,free_2_start_drift_rate_Semantic_CMR,0.6173222225996474,0.688343871545591,0.27073062886387494,0.7684702414243275,0.8031878341843669,0.4452430570331097,0.593138403585383,0.8200321025657826,1.9724631834780315,0.38762835713626276,0.03190534160921045,0.12841095100504074,0.08213385079674702,5.0752154935235145,0.5157751603123248,1.0500308796001452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,238.34739733687326,free_2_start_drift_rate_Semantic_CMR,0.45396045744294755,0.06317875646053311,0.3391883464986306,0.20060916178155774,0.7068692263924197,0.18494838044283263,0.9015324188060714,0.3211679793310772,0.5398451524857393,64.21358969294612,0.022081201719687416,0.31330584719083543,0.16413489354666488,4.304532622771609,0.3697161419958999,0.9514046286164568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,254.57580873257967,free_2_start_drift_rate_Semantic_CMR,0.39878284405966685,0.16403801489155234,0.4135728672268113,0.2930667958888976,0.6410326655677414,0.1719994930182201,0.46254348627656383,0.8786438844002389,0.8215438254619158,36.759397088213674,0.0023816234372849854,0.49297584720476895,0.4117011247240443,5.317899176123558,0.5848431428175145,0.8340048126197432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,198.09935215356612,free_2_start_drift_rate_Semantic_CMR,0.6895737294306036,0.08624437666288354,0.20474521927559025,0.3714892487990348,0.9686575224788204,0.3266518678500949,0.3989205870992845,0.24369189378798334,12.550943167061789,3.877016391140934,0.027737888054269133,0.3756430839274607,0.22458408758582937,2.328921365427654,0.3762032231311398,0.7515599365973289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,191.03988608031318,free_2_start_drift_rate_Semantic_CMR,0.6440149556692214,0.014947638348261238,0.09771447698337649,0.3007731942052684,0.2072371255412857,0.07821762174159391,0.7204206064093913,0.6429401678949631,2.4141082960423432,4.691509609238409,0.004760462775691365,0.6586485205829522,0.5328804316626998,2.057316222475864,0.018735251412447806,1.449707232991301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,351.3246999696887,free_2_start_drift_rate_Semantic_CMR,0.6741544581497968,0.09256449652716742,0.26586716226763435,0.7845013034412478,0.9544562236401639,0.21134716018357114,0.1412819098510772,0.8013159593362027,0.5444327807060176,34.56653356179524,0.016802490912656842,0.11186514256265845,0.17277798708636283,4.667333797152346,0.17793337502960005,0.8133482416586846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,251.74775295560295,free_2_start_drift_rate_Semantic_CMR,0.9785642847757324,0.6672983801107307,0.400771116704562,0.7139493296743379,0.2577673234285805,0.28021516472019053,0.6531812454193244,0.8892569246238942,1.0696640741265782,67.07245942264649,0.025301191765162878,0.2007167058891346,0.12123048778253498,2.590756747310051,0.3172872179287909,7.168363099708049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,281.7264099825245,free_2_start_drift_rate_Semantic_CMR,0.5899317002066002,0.2873658797239323,0.19669981746137105,0.3932090643671462,0.6696450158992294,0.9649496863862027,0.4011890671155154,0.9795679875147973,4.4617085474377465,35.8048481762028,0.0029823239690669402,0.3451274774937895,0.28824457983656476,8.60736782373248,0.5898617668885154,2.7438566063185337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,208.87531277189967,free_2_start_drift_rate_Semantic_CMR,0.7939836336748299,0.68060712484045,0.4479585476212767,0.3215579432188581,0.808381513717878,0.18752702697172552,0.7941451566662701,0.36207335155771014,2.6852207919541016,0.5798673988961696,0.038435184308739656,0.1908359205376211,0.14620325856577931,1.8442269367924862,0.16600112923128457,4.4205053804271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,220.63318635432086,free_2_start_drift_rate_Semantic_CMR,0.7821943066083997,0.01770020902955527,0.30291666598046185,0.7855321101294958,0.10075938712794774,0.00521885119077059,0.7333303092841158,0.7944583298100428,3.7387664381814645,76.72245041435654,0.017288127971659795,0.42319606866574055,0.37097847071234646,0.7181498144461331,0.08199319935692934,0.39925068801166397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,253.15984453115396,free_2_start_drift_rate_Semantic_CMR,0.8394675814470123,0.5569438245755451,0.34471704136848264,0.3669809334513866,0.49053562988848387,0.4031943615990204,0.35456951001729536,0.5595336847771702,6.208535249316604,0.05482478584647765,0.016491712634703226,0.23762028019999804,0.32891023942100084,1.6953607390627647,0.013588581892734986,1.4665556936510442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,268.1317835196385,free_2_start_drift_rate_Semantic_CMR,0.5737268079159943,0.40547838971283995,0.8559158786371621,0.4449433478126198,0.6848566560091375,0.4234636794198898,0.07641472620317935,0.632373693541189,0.27100297036358967,25.15003925035807,0.014335948934496967,0.20752169884894034,0.16231224922583465,9.79801018198468,0.15488192276936247,0.3605866009829697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,337.7446552622395,free_2_start_drift_rate_Semantic_CMR,0.8189973500733727,0.38215815153318616,0.6654586214979661,0.9422307769400003,0.9882904483491248,0.6600624994477361,0.2588872446372856,0.6831395805767756,0.4551752731465868,58.23342513878295,0.0052504154448106966,0.21926092571579225,0.11055399199931593,9.141197983059676,0.09917543075244889,0.5203958206230723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,333.48339113960634,free_2_start_drift_rate_Semantic_CMR,0.7389762052600152,0.3000572038908461,0.7208524575751906,0.7654187016587213,0.2373318553805982,0.17186723917398822,0.913811731786478,0.687732111322786,0.12637118924291002,33.544111007595866,0.02517253366242639,0.15238969923317658,0.08984674888071442,2.0048430869447955,0.48350103412181467,0.12916988017831432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,254.3158815841232,free_2_start_drift_rate_Semantic_CMR,0.6239017207996764,0.42565300495704617,0.11785194896802692,0.652359424077404,0.9575310230584156,0.5011588037031287,0.8189212992816277,0.18379429343728776,7.273654421572687,75.09465740748833,0.009716430409098198,0.2185960519471024,0.3002390779033677,2.4704065289797117,0.4995544630838359,2.3286003361591963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,338.8622506383238,free_2_start_drift_rate_Semantic_CMR,0.8381311339562245,0.1796593875441183,0.08674030521578135,0.6837328614309468,0.7833575974255156,0.6349226090433131,0.8073791726123066,0.842931353100878,6.626058862104863,63.97460186759584,0.0014655863334850916,0.38099302924358014,0.30977103239058135,5.583728300555811,0.7255113272317978,1.9413925687539324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,278.4772791072454,free_2_start_drift_rate_Semantic_CMR,0.7236569132849396,0.01739711720005027,0.2930265086365038,0.7996739305107613,0.6098917090452469,0.04756967327297751,0.9464145752692538,0.6807587307194463,4.348418314035591,1.1453592932145682,0.012784692100282713,0.24958232582189765,0.2756853706228135,2.077413579576277,0.5014552887252144,0.8807235915880431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,292.7600304428421,free_2_start_drift_rate_Semantic_CMR,0.5952927891842561,0.3338345952854721,0.7113137238542119,0.2959869403259118,0.633088425141155,0.397448784528376,0.45607209585317354,0.7448735304075031,1.072430107561793,1.1554995397204593,0.0037350835635125423,0.3196643303942066,0.2864931869001728,7.800776368092912,0.1860657776761257,0.5012214394766126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,244.8848435422311,free_2_start_drift_rate_Semantic_CMR,0.609192544894247,0.16133552298877427,0.8241732205013069,0.2918085730536948,0.7524393199071066,0.13636520278668957,0.700210630138228,0.1980033812846132,0.2310011912034124,32.281891954619724,0.0020870925804829213,0.5675020053962674,0.38398325977473685,3.677713087844932,0.05383116193764777,0.5614587878453094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,196.2629217611306,free_2_start_drift_rate_Semantic_CMR,0.28405334353336853,0.07303114470421784,0.12770624797518226,0.9018326638026481,0.4954651006070947,0.010165733499880647,0.8773987065520976,0.2980413360829739,0.6779130464373395,51.24330888302397,0.01799390246187671,0.2992526893726213,0.2856974436536692,4.178789109335261,0.28157457768430116,0.07648391210619288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,247.21784751811106,free_2_start_drift_rate_Semantic_CMR,0.26590227899744345,0.5694888929718613,0.24332536158183438,0.16297775850720392,0.3850587486228697,0.22345290108946342,0.6031483612803749,0.4424400879571849,0.5824825518154739,30.331499623424605,0.013133321173030177,0.2719920721268192,0.2975708628913978,9.525589092747,0.14848766906599065,0.6495975156493792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.456545644076,free_2_start_drift_rate_Semantic_CMR,0.6748834447743698,0.8793537167764007,0.7300714116891257,0.623697444278392,0.6200170814982884,0.8236230846546018,0.16534280823590924,0.3693338023349532,3.662439199402556,26.68846099973573,0.00412820832608074,0.38773700572221603,0.21970747292438375,3.200147262054222,0.6654593033976277,4.079796014770088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,353.2513825914203,free_2_start_drift_rate_Semantic_CMR,0.7729373395439024,0.04215637969122421,0.348040964577217,0.9539219162504131,0.9367916586256435,0.4619632425717133,0.2918080838343141,0.7154726013919094,2.6574716600535595,30.138358091342937,0.006940381189116551,0.19415660321593453,0.20491436227814397,4.198271836938853,0.3469006776065079,0.46864640432692806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,328.3790211531773,free_2_start_drift_rate_Semantic_CMR,0.7999151164163785,0.020644647763911006,0.11121162136989221,0.6518386750070986,0.8879471966615498,0.856230245354503,0.18891775246530756,0.6341826971325624,14.335587853644313,34.49318168070177,0.010910103892469436,0.11356334362454845,0.1591251912136986,5.351091488567451,0.8003376553147715,1.431934910175467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.17200505276324,free_2_start_drift_rate_Semantic_CMR,0.8354590456246409,0.3793336589588438,0.04636061385042556,0.5353885549261389,0.10802690157229439,0.027796983279018694,0.7527812986034113,0.8863975815162852,1.240923817356716,35.66280585217609,0.01167459460055248,0.3224279187906234,0.23345396243674266,1.7305824513698056,0.13143288718931795,6.439632937422076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,201.77600778018854,free_2_start_drift_rate_Semantic_CMR,0.7883337720455523,0.46177763609644756,0.14219093204692912,0.6168146230039208,0.13052224861876566,0.15735785731818525,0.530440077403216,0.9861036200252516,0.9597552559553733,67.19593289498236,0.006444064533171137,0.3818126255334587,0.528540200600458,3.040166601131774,0.008826074694344882,0.42418508202812627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,247.99544455182814,free_2_start_drift_rate_Semantic_CMR,0.6987297437804798,0.7415803775150345,0.8744988226790644,0.075462615908095,0.5222938113774187,0.03388383206277157,0.6972200459250915,0.5657995334414039,0.1191964317897174,73.81273844530722,0.008450427923051507,0.36116847216372605,0.2949469583864124,2.506113804801152,0.13949750728433236,0.40031893423430187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,151.4104453076386,free_2_start_drift_rate_Semantic_CMR,0.6273018778193771,0.16818999336192902,0.2958285261709802,0.3558806103654852,0.9888521109965934,0.98574947437439,0.556740743385907,0.6422375495033843,6.550257212844777,19.083356407955353,0.028694792166328864,0.43656504500611604,0.43181345441347396,3.360372676581222,0.17962547462309636,0.49945232603427314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,305.35138838637977,free_2_start_drift_rate_Semantic_CMR,0.8421628894868634,0.020257855809155068,0.06676990212138806,0.5614789781067193,0.9508866739444346,0.7230089953976034,0.5325606612503242,0.7646217691046696,12.908170437071341,55.03853954333997,0.002239732852121701,0.32643543157769717,0.3187396723058198,4.840939026456411,0.10654943585675342,1.1903425914542654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,261.23871179077935,free_2_start_drift_rate_Semantic_CMR,0.3965228689528887,0.41244159786631934,0.932518498689668,0.2629928437271203,0.39018390687716215,0.942033542775913,0.7685116497120327,0.6738468631859668,0.38727815447968084,43.32491594399591,0.010208682682529835,0.2837847643997069,0.28035660107024984,7.8244305822834885,0.9972654766290185,2.6510923319781368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
