subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
67,8,253.46035378351584,free_2_choice_sensitivity_Semantic_CMR,0.30212036575257617,0.05907421905553595,0.24428935952560987,0.849939870011283,0.1991660503742817,0.6342758951209173,0.7674769189901288,1.1066878500994264,75.43566455498922,0.0013211488403458427,0.6048195415886966,0.4669536693403922,8.504462165456143,3.7716617136498987,0.4555887393334971,0.7989289707192864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,190.96330643143216,free_2_choice_sensitivity_Semantic_CMR,0.9053477028483432,0.24745723214198767,0.45222331896787943,0.979670866465277,0.6429855351127256,0.5025970244674522,0.5531745430437711,4.45251431100192,26.50091901580974,0.02380707768805257,0.3989469351265118,0.2664498080776241,3.459897785727076,8.253399564798865,0.24385594966984503,0.17610246050208556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,189.3978812945582,free_2_choice_sensitivity_Semantic_CMR,0.606474092862441,0.01080522157505609,0.056208510051628524,0.5447928854686968,0.02651425878458802,0.8658860897482363,0.8557560062790195,4.469838601036862,88.74823410409724,0.004955466150825927,0.7144213430631758,0.5101331219690382,1.9835060854222917,1.4045021750661677,0.18041494141667408,1.9083161349966775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,353.791137714711,free_2_choice_sensitivity_Semantic_CMR,0.9800433116214068,0.4163402377769993,0.764078306694645,0.7275735053697309,0.2961525232217468,0.9067451118335867,0.6674010627072565,1.6301435908232946,49.773228600158085,0.0032501858271292705,0.33296374383573824,0.2909841534909905,1.8501864756463364,3.0284092379352927,0.14275099271492542,5.82283663460516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,250.86087254470215,free_2_choice_sensitivity_Semantic_CMR,0.9962619166028548,0.28909848006585637,0.1937881924370466,0.9048504268114101,0.5540409544021813,0.43983617998025315,0.5073128837441389,8.55333453352172,57.65227357858427,0.01308209570599439,0.2713028301836298,0.18889351561602474,3.3788758394216627,3.3427830231458695,0.23989707141037347,4.99323618033361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,280.22473232808426,free_2_choice_sensitivity_Semantic_CMR,0.475553104082474,0.0007558080312599635,0.3413305263437676,0.6822812073773908,0.7263302380515948,0.8258689997005177,0.7973473444676422,7.74775608880541,43.26845580158931,0.0038567146679394093,0.3218392446659859,0.27084306553085646,6.871225957559015,9.078156048068678,0.7122297091762025,2.53628390376798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,208.88759594167487,free_2_choice_sensitivity_Semantic_CMR,0.7186248288966204,0.6905420151708908,0.7220818027723822,0.8785381822395653,0.3003747063608522,0.6678802490940539,0.6637418052124064,0.20588318952297868,69.2456060404638,0.014035495059871339,0.2247992643653154,0.26220807268043256,5.504195883797047,3.083243863880875,0.40192743784454515,0.6054257760545303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,210.27278754733402,free_2_choice_sensitivity_Semantic_CMR,0.482620462833099,0.13130197035495722,0.20814284519117005,0.8462157430874555,0.11546035044836489,0.7291764472127711,0.5736012336764186,0.2548723988277625,62.853475037506385,0.002290233181928323,0.5803050116535762,0.5997589973872623,4.640876606840219,0.6591061856090298,0.11733156988781845,0.4151017712862013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,245.36562009117597,free_2_choice_sensitivity_Semantic_CMR,0.9987532698183141,0.09150760039278777,0.5972133572548346,0.20212023167653947,0.41772939662715963,0.5936346302897824,0.9807572130899448,2.7061062365100383,36.22520370868539,0.0179571007740712,0.23937448169565378,0.3363390558155457,5.582936517368433,2.8257130125366983,0.25155018089535813,0.33959693997951845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,274.07508857640124,free_2_choice_sensitivity_Semantic_CMR,0.6023813704509826,0.6682554899522202,0.3313131433510442,0.9079451467290792,0.35004699811485207,0.009694349427104974,0.8129567482390296,0.5014280583328666,84.68752900196367,0.007001642384152002,0.30243853952519534,0.24063307677674942,5.552342014146404,5.372851482220769,0.024265542250500368,0.43790678314828757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,331.6651456130802,free_2_choice_sensitivity_Semantic_CMR,0.7650418643579792,0.6893341856953142,0.2967697885085119,0.9758525941749046,0.315456908940014,0.036745567704113524,0.6270168354597994,0.3020619642748983,31.032670626872193,0.0005191542200264077,0.3318691256393729,0.29246786852760653,8.72740707305141,6.889337116261876,0.347313844256573,0.4760585816311833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,320.2406365266686,free_2_choice_sensitivity_Semantic_CMR,0.7629119942160835,0.013248866283030403,0.7710707124541933,0.8742644586877415,0.6258569434426031,0.7889781659795162,0.211786851768343,2.288727230768245,0.7588286434135796,0.003177513953950162,0.33774742491592136,0.27982194916779424,2.9822291429348846,6.3167150654745825,0.009356887569198669,0.26221182838003365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,251.7040125310847,free_2_choice_sensitivity_Semantic_CMR,0.3699430300507468,0.4262107685168839,0.531170206390756,0.9080750390606451,0.08863928423450945,0.33196969055677583,0.40534378966485635,1.1131087780695736,71.97218561704223,0.01322070362900929,0.20981293986963845,0.31944892373830225,3.103453697607069,1.8892878635062065,0.05373794754664968,1.5678539200964972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,338.0472800741023,free_2_choice_sensitivity_Semantic_CMR,0.7047090709128292,0.028705958658704466,0.5211979267403914,0.0790769869522717,0.6093555897295122,0.8160474606247492,0.4946963981509937,36.554652160267665,30.799552657283954,0.00021492850785771693,0.5031657171647129,0.4401013513133967,3.443136488574604,4.11932448132347,0.021191946787482922,5.86266913213971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,281.21975762281465,free_2_choice_sensitivity_Semantic_CMR,0.6743066301968194,0.7601594853962571,0.8640091298208223,0.5916066376556687,0.16918140047138908,0.7185942437018705,0.6236188782068988,3.29532308205377,19.948113198573083,0.0007278464339242618,0.5431295778256278,0.505330269585544,1.8841959354624493,2.090363921856527,0.12306607962657035,4.127601867787984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,293.997518025698,free_2_choice_sensitivity_Semantic_CMR,0.6155666799048121,0.2740375863806377,0.30486416164924557,0.5256689840093011,0.16647553398255782,0.9573084589583206,0.6342958847141835,7.016318346251424,0.8100254266949136,0.000599181031102014,0.4812681932322569,0.40213892058542733,2.169940366862964,6.805755351801462,0.14643509462827736,0.6478782253042432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,244.14477238266437,free_2_choice_sensitivity_Semantic_CMR,0.7500356996473458,0.2062836619664591,0.30681255541629626,0.8922283454000481,0.4720417600378781,0.6187577064828567,0.5813536363089127,1.09452422926541,75.68904350390918,0.00229234204322859,0.5483107698949734,0.345459604634585,9.171444767880265,4.719798885662195,0.42430192087131935,0.42670875609772096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,194.9737733979394,free_2_choice_sensitivity_Semantic_CMR,0.39448512577465866,0.00011665403903948768,0.7201900532310871,0.12742687436889427,0.22591095634692182,0.5293729026300065,0.5435372637205202,2.825027206190299,1.8869722538128428,0.020794011501802323,0.2894903189798024,0.24351246617693345,8.252795609508706,4.4987525927852285,0.06507607439261864,0.25860894050578587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,251.26933848346835,free_2_choice_sensitivity_Semantic_CMR,0.37166969492024704,0.3094133022427375,0.39593232237041337,0.6223826820134305,0.22701350682240762,0.8212884239413758,0.17878525197054287,2.214478821446167,77.30689354085794,0.020313213436728646,0.12056202139516828,0.2698654942402795,6.554121785650083,4.4365569534936515,0.12048789235193709,0.9194605377539334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.0312073357534,free_2_choice_sensitivity_Semantic_CMR,0.4021042776438766,0.008747829525238393,0.734752614664267,0.3867290077241224,0.8317793597755636,0.23276580013454318,0.6633244775200955,17.46704304811462,15.019838393111975,0.002041641664127347,0.44319828431435404,0.2825089178552176,2.148963350370062,2.9634366330058555,0.8313219874274393,9.117037832528505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,353.06871587369653,free_2_choice_sensitivity_Semantic_CMR,0.7316024830543026,0.3102761332784354,0.9513019459024329,0.9614488703759275,0.6939496247375272,0.45684877245018246,0.6557984397905656,2.7300435733721784,51.96766410126125,0.008927245394264594,0.1971863073402389,0.15775316583843768,4.838713144392078,7.552001530379737,0.08342961995425385,0.40339818098261304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,322.49769395457497,free_2_choice_sensitivity_Semantic_CMR,0.5864765682683883,0.42947045398531025,0.3461084210276579,0.9840419430995357,0.8687734392529463,0.4259217386161086,0.6694087439404003,3.631200006008058,38.747377291626435,0.001997888693476002,0.29175511622733286,0.2575572584437982,8.613550232138317,6.947959713222705,0.09669681913072464,0.9335030651319762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.968616920049,free_2_choice_sensitivity_Semantic_CMR,0.5802746529952373,0.06837645238319084,0.46289368784197427,0.38714397487290086,0.11755576872399143,0.952711914053019,0.7353745149059852,0.13006140791434717,71.34107483924667,0.009449706042625461,0.3163298194492308,0.2757077530275822,2.284190749447217,2.876868533123827,0.34036503720031275,2.6314089427840823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,199.00662169808504,free_2_choice_sensitivity_Semantic_CMR,0.8220348641395567,0.11060326103163326,0.6842401635734552,0.41991537731875683,0.34738149551987535,0.5991812877265427,0.5673387755793785,0.20491929221913807,54.981829877083165,0.013029289146918588,0.33619626686395154,0.41048531040843184,2.763422359135567,6.109752212548863,0.029810874461770387,0.33950998107350827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,249.62193993520359,free_2_choice_sensitivity_Semantic_CMR,0.4557201542948417,0.6366353403842628,0.0419289931301956,0.5516869283599587,0.0004345666646514701,0.32049712976914235,0.8491118713462213,0.9411652633727314,60.83077943848549,0.0098876371321871,0.40818080877665075,0.23800966091898523,3.12136090022269,2.890487736647173,0.24712014546775918,0.18946096924656608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,153.2784930170264,free_2_choice_sensitivity_Semantic_CMR,0.31784345941546266,0.220769346628924,0.20450747670641545,0.1657475930335402,0.7193497979079629,0.4002165251880384,0.6877613264758073,1.1608675939193915,34.22534791698591,0.011968086289765756,0.5348668206628453,0.550659245361933,2.682402224603778,2.338759629592129,0.686008196270795,3.5532087546912425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,304.6864446606894,free_2_choice_sensitivity_Semantic_CMR,0.8101145549406568,0.14162458678390977,0.029006907400677018,0.8968227285322941,0.5885704497062455,0.5085956355540029,0.653634826598972,13.995256975901668,0.7773656220476681,0.005619918670395574,0.2705861094648174,0.22581769415369468,3.8766096483792127,5.645508425107386,0.14134964787782844,0.8912471765049039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,264.17120922419963,free_2_choice_sensitivity_Semantic_CMR,0.7130752994425641,0.8917351416858572,0.8219963083135104,0.4870270691618287,0.49337731154718556,0.6515857012023591,0.8917456039874363,0.2124891580425725,38.57266131547911,0.015182071150570575,0.20993162870526394,0.24098981169553202,3.6476780285244996,4.4629234163478575,0.7199333891099753,2.7552343845183302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
