subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
24,8,180.43930783357382,free_2_choice_sensitivity_Semantic_CMR,0.8427324008283348,0.16203118180630866,0.35856486759575423,0.6188911150334411,0.196427662040645,0.7059688076803055,0.5267516568705702,0.42158046422418083,72.78835250504615,0.014197079550596313,0.6158744309430121,0.2879983271474621,2.496254506058951,2.2837825350137066,0.09595815857255476,0.2465968716859067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,254.03861861280444,free_2_choice_sensitivity_Semantic_CMR,0.8743584169080016,0.2747665246832809,0.10311366312226145,0.7427615089656516,0.5738954695075698,0.18996473448430595,0.1534801246908129,20.418130675229108,3.812120005154995,0.004499908891606175,0.5038659730318198,0.2984902618302412,0.651522908242244,2.5410329849134294,0.983179888759107,5.422657573690161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,287.9724752851288,free_2_choice_sensitivity_Semantic_CMR,0.7733946009506288,0.0640197848986041,0.2951896926731603,0.617954754708121,0.31792783508407374,0.8608211059884194,0.6338785690143511,0.12151170016039003,46.26607746232668,0.005807821090830834,0.3796678291060216,0.2491248282570524,2.805133662299691,4.165320222296935,0.0500478038624248,1.982394826360819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,339.5075699971967,free_2_choice_sensitivity_Semantic_CMR,0.8454466772005493,0.16331075533226247,0.8155074787911909,0.7835525811252203,0.46633116127807983,0.10495264936954346,0.8649979718572731,4.4803967884735485,48.92870836816637,0.0021258747280556434,0.3040401673475994,0.217863937896567,6.8009406083104285,8.743053518762956,0.08654295779588655,0.6920572542566275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,261.3783248164905,free_2_choice_sensitivity_Semantic_CMR,0.8316240964330333,0.7822381335218521,0.8325652786378337,0.8346307631610219,0.6207392290588161,0.3180629556064315,0.3369376428413148,68.27844977200775,0.028047435354608297,0.023286085446061644,0.21429900133013113,0.06615048984642957,1.7717245971256412,2.5526470300885125,0.604603692962127,5.998243129451427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,251.52325917418926,free_2_choice_sensitivity_Semantic_CMR,0.8214374082767284,0.44335267964651937,0.24348445081956255,0.9293840434555913,0.049163173023059725,0.8537899265498416,0.23668643095535946,0.5096548768098472,45.17166730671693,0.01879638390215943,0.13816753984710406,0.19025567926587605,2.395879739501349,2.5143947727540383,0.43126034393737855,0.37716780241998116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,264.3939471761135,free_2_choice_sensitivity_Semantic_CMR,0.4896208512680521,0.7681189361408511,0.11475602979309797,0.2842431958051317,0.9109560596994536,0.27260059037547585,0.9338499969588441,2.2625335771461095,40.06789282204968,0.011140715516693506,0.2717962579535668,0.23745387285831002,4.39802139261484,4.714528180404167,0.9068141424657203,3.4066603444892625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,271.1539369767636,free_2_choice_sensitivity_Semantic_CMR,0.6434553091199713,0.02441359164380208,0.062217900272992066,0.346490718916479,0.44928753067282823,0.2375479599768383,0.7879604065958724,0.6909671597110858,35.520874253612476,0.0034340185930357703,0.3402629177616303,0.4356820256074361,2.7903388217013907,4.726062648454895,0.5492465670489806,0.8070462725379555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,226.36093676373923,free_2_choice_sensitivity_Semantic_CMR,0.5853519445102336,0.04241260035268196,0.39195362943767065,0.1688671750875136,0.022330491120673368,0.7873438373170979,0.7946928676174407,1.2894233010495242,19.872903747198166,0.004755620300046504,0.475647179721995,0.443209349520048,1.5490221930170103,1.0605518235109255,0.05835221662916079,0.3608614630216138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,314.07296130864074,free_2_choice_sensitivity_Semantic_CMR,0.7617473543649623,0.27076436739452847,0.2834652382845727,0.7501619635209427,0.6075728177011611,0.744693187332584,0.5482180364732914,1.671795803315284,14.092447260071154,0.0010978059018720288,0.48562008566531656,0.3525255039477919,3.696388931004683,4.4370749599367585,0.8071495880741443,2.695182186215464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,198.383662653167,free_2_choice_sensitivity_Semantic_CMR,0.7546239953480013,0.141611582734734,0.06760422933944227,0.961780753679115,0.29301227673026775,0.5855012924682634,0.41950766647452203,0.9397253311831264,10.847549483737659,0.006625101331334815,0.5577045318198639,0.5421731365573219,3.9385353309328086,2.116248161481875,0.3043748516942828,0.09298368092600295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,269.00066287535594,free_2_choice_sensitivity_Semantic_CMR,0.720308560143907,0.9282178967671149,0.037274763170441316,0.9257251810340574,0.5728808585308794,0.7162600636420803,0.2923147295418642,1.0519405203737051,76.58933144816335,0.000594460665436336,0.6680586722761284,0.46932318368979153,2.874403307197724,5.362736054486149,0.9877987724235893,0.3930282183125575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.6948489364067,free_2_choice_sensitivity_Semantic_CMR,0.21620043847602333,0.44651947157403027,0.9498417019727479,0.2667687789296744,0.32815582559712897,0.6944212818872719,0.42221522287906976,2.897352206539793,81.89580078866382,0.004482104043816493,0.4758382194802717,0.4767276681783814,2.4671967026462105,2.843466581309588,0.9911400756930002,2.5041986160169847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,361.04675946667237,free_2_choice_sensitivity_Semantic_CMR,0.9735509461641523,0.7980172094251748,0.5233563257659524,0.9962052695371835,0.49065812598747044,0.09788013930952123,0.10000661294358257,10.109592217862895,0.04674579819245785,0.0028284573326738944,0.3120189334087964,0.18186046749412146,2.046732215793474,3.5741358245818775,0.6858438704429496,2.0842921259729654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,277.3695219676283,free_2_choice_sensitivity_Semantic_CMR,0.7122269575079191,0.5932931133088983,0.8206970604872217,0.9387169256722466,0.2431971486608147,0.5583002841549549,0.5992628521412854,0.06864039162265101,62.76864352688543,0.0036249047977686133,0.2529372734220168,0.3120066347389159,5.2376190037102095,4.517112878478276,0.5932409429897973,0.2418419306052222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,219.698469352685,free_2_choice_sensitivity_Semantic_CMR,0.8440592519554144,0.8449377082995366,0.05260840469411476,0.9833535163491731,0.8202679651313869,0.14409273368688125,0.7184584055048172,0.35060891351461976,39.259921271921215,0.021976394313543424,0.18097057048648413,0.15633385417714063,7.915034912333971,9.046810134726083,0.17345205645947143,0.6319230848411799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,214.9167261290305,free_2_choice_sensitivity_Semantic_CMR,0.6019051185451475,0.06581859722539635,0.18491686755987535,0.13265260962753916,0.3301577844705996,0.9445134927955784,0.9202132761961266,9.575474208381479,41.303288438682586,0.007394143259054686,0.526993709567952,0.2325013116557395,3.681991109261192,4.800759790807035,0.10554843262167013,0.8449233714420945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,115.69543570463519,free_2_choice_sensitivity_Semantic_CMR,0.4365682994152368,0.09086779946987805,0.9401206632106205,0.006775654053921665,0.25841827769431486,0.8747736033442219,0.944558606227524,1.4913201429591183,1.3052688549384968,0.030392744238894487,0.5041385372572442,0.5019602561563481,7.5429105568584545,4.3333652856522304,0.02781402263851379,0.09221256651452858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,214.68260332670596,free_2_choice_sensitivity_Semantic_CMR,0.8811830480978232,0.1316638523722723,0.16151667959880256,0.6884966700142834,0.3663755806470669,0.5636849195610498,0.9029720938236091,3.160057930282667,30.5295242179964,0.010685339209338646,0.41692135938891295,0.3279407346032584,2.82929538529864,6.592091126647811,0.6737386856063827,0.6475647183784491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,303.5348362658299,free_2_choice_sensitivity_Semantic_CMR,0.8921228445637677,0.06089450002568919,0.1527135832462551,0.8272445635057595,0.35732485768826355,0.5185611539200945,0.7542911277622166,7.5210806227046945,34.71057563612351,0.009949303372318141,0.19682091002758462,0.24483406023873844,4.635769563721112,4.777647154821157,0.06323619107955164,0.28121123176355667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,304.97871018434375,free_2_choice_sensitivity_Semantic_CMR,0.5389179453367094,0.29899681275039225,0.18384851468871516,0.7020275842949839,0.44278164900397177,0.9172602604140192,0.6598915425097611,1.1743324167707598,65.26210325294443,0.01120093485742274,0.3286222849912255,0.125270809503796,7.01211608911011,9.112238026996266,0.09375686582504505,0.21531577917645528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,225.91625157165504,free_2_choice_sensitivity_Semantic_CMR,0.611860794330223,0.4861868431292777,0.2974416034495454,0.0936838307791679,0.5479298358253537,0.8007972231973919,0.5892671978178724,0.6608622807249892,30.385837331744828,0.01057341754322478,0.3479556803606721,0.218768763928018,8.637846068848907,6.05505452693249,0.05381066763652422,0.3921929108545566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,180.86374133089663,free_2_choice_sensitivity_Semantic_CMR,0.9891148379269734,0.10299578295180373,0.023074422095710867,0.9276704737505028,0.12902417865835808,0.9161454131796563,0.4941455408088513,6.113621867039207,26.877851089472856,0.010412036893894971,0.689919434908802,0.27911221007879927,2.459138124489435,2.121913599677944,0.16494642734990328,0.2605195292111091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,309.19583912964754,free_2_choice_sensitivity_Semantic_CMR,0.5222305211067326,0.38107655306599236,0.6062105385802442,0.8958560943455074,0.2116026577339596,0.37700742101983586,0.5963257731209638,0.37800092496389226,6.313433612562761,0.0008926353343494675,0.35329012882951627,0.4034574154963364,3.6780619383169,3.2278341459336115,0.8959056855734238,0.9552028430223904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,274.186404062032,free_2_choice_sensitivity_Semantic_CMR,0.4495845297402222,0.18084962885373945,0.968222273115037,0.9809091542423533,0.1485859691814515,0.47607679027229544,0.3412479714273956,2.5625571172242516,27.958947388781397,0.004823931018485328,0.39595638421768875,0.18229205387731184,2.1210023284409676,3.2486944160805016,0.16562520015574006,0.572645724858754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,254.13188781039162,free_2_choice_sensitivity_Semantic_CMR,0.7064061420333583,0.19324662109767432,0.5057220185824751,0.9955037952991714,0.8414907401132858,0.6863803435808119,0.2631265941312386,2.989952050626016,73.27882593628706,0.0063665696680709205,0.34714740736230265,0.2825657001797275,9.894544158766626,5.884390423241687,0.20456468678170409,0.20694911718018805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,262.81053850147975,free_2_choice_sensitivity_Semantic_CMR,0.7965665515413243,0.015239155383176384,0.8616709302516854,0.5826094448186059,0.31238504031587644,0.09651477550314391,0.13179410648326767,30.620771610441494,37.73328841044368,0.006125079840721914,0.26424549729479807,0.3567941250331783,6.082521598680025,5.619758080173528,0.045378009002349895,0.40224759652359676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,218.31652700061204,free_2_choice_sensitivity_Semantic_CMR,0.7838669137553114,0.18987778003129618,0.5220770712561815,0.11383999179270504,0.16422509014202702,0.7749897259844447,0.6777133437518106,1.0939768276158048,29.7239524724056,0.02141275229352524,0.3960903007914425,0.17288148699606065,4.723492914981593,3.3110662053680966,0.7316825856702546,0.15179581478452064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,303.40266707213226,free_2_choice_sensitivity_Semantic_CMR,0.852684896438435,0.4235947879028521,0.988925417984801,0.9054263635704503,0.9039693610735753,0.9903403975773225,0.6100161589081556,98.81087846960207,1.8834723059602538,0.0014625789836657521,0.5246767574224993,0.287342665871698,1.050519956226315,5.537203923445001,0.20090182322383787,0.8661353819915849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,270.6122101174781,free_2_choice_sensitivity_Semantic_CMR,0.8045675168099741,0.8381890673267853,0.03458727433214953,0.5957768685125411,0.1260588280696024,0.4256988239498847,0.7390091905062427,0.05776955650495097,62.46080559532571,0.0018546221836693855,0.5426863922018939,0.366735386703513,2.3817288776418613,2.32947125799297,0.15874397653709327,0.4914193184070177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.9575101825687,free_2_choice_sensitivity_Semantic_CMR,0.6844656483653309,0.35075886880723167,0.18296836129879895,0.6642959610744926,0.14682165011064113,0.9441697954386907,0.2913967257515898,0.31321185417015585,9.82537523532531,0.020835869754512515,0.19910668022767108,0.24579082593535517,1.6669033393109594,1.899394624838072,0.3157602203793397,4.573488163420237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,260.4687818395913,free_2_choice_sensitivity_Semantic_CMR,0.8316300322230228,0.7408550895134255,0.305857067745699,0.6290669610356745,0.4428742654966914,0.20053567875409062,0.9808177915766452,1.708319394070216,43.43021038730312,0.011012976431173993,0.395034090536007,0.1989931932750002,1.8988337687059098,2.663706927606047,0.18427483332591432,3.9068833672874224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,281.5272168908957,free_2_choice_sensitivity_Semantic_CMR,0.530837163440763,0.8599025794272821,0.9054287141282833,0.9703960127737384,0.501073249596178,0.6904068647020363,0.8747598300770858,3.44414773955625,0.8780415515429993,0.0036306357006792855,0.43514553138449585,0.29073996353448894,4.054531699538279,4.157614531887525,0.2667303103869938,1.3363178395825548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,236.14142224162126,free_2_choice_sensitivity_Semantic_CMR,0.5587319491259026,0.15291627522142787,0.9730304993032256,0.6160718934532792,0.02530920797059094,0.038949245207926475,0.4813840515628153,7.247555192221249,1.7261421426439512,0.0066566053959566385,0.4966858375290979,0.27507382604131614,1.5970922024744434,3.4493112036837665,0.5009571779267036,0.19273317772243725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,276.8969967352365,free_2_choice_sensitivity_Semantic_CMR,0.421300984932504,0.3851359178165155,0.33200720371571946,0.4334944091859617,0.1850785935000578,0.8192185645272512,0.31542407108600257,0.23967152705767347,86.43655695533289,0.005907306740937701,0.42978465106498653,0.2431613669372359,8.439021122052441,4.550165497689148,0.8536503018289929,0.23623878020849975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,216.66673140818898,free_2_choice_sensitivity_Semantic_CMR,0.6017547530470724,0.27355284107198746,0.5225418567215546,0.8753448569441569,0.6193206521049421,0.6055299284916174,0.41528569966734397,11.290258160319247,1.5649465333618906,0.0027342477011884636,0.5381966832495806,0.5576607179191955,2.1790484439280493,4.816285202094356,0.015759618112102247,0.5737889711457562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,226.8536326250662,free_2_choice_sensitivity_Semantic_CMR,0.8969983528835466,0.026445178298199368,0.9280870336633771,0.8826274474644054,0.2912385077825319,0.607554242300723,0.9179430932012964,5.375126096023955,34.95294051941611,0.0066558261398459995,0.351197230604293,0.4123916499006093,3.9412395703848224,2.9295527259091543,0.0711576365526268,0.19329716239849493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,310.5413679148549,free_2_choice_sensitivity_Semantic_CMR,0.6194965679666669,0.2011016042458572,0.6994346580337435,0.7916637186621095,0.1652320067529438,0.5539477340706115,0.6147089344232213,3.1252665579983017,0.15805086759920073,0.002630672899185116,0.36919265717425453,0.23483088088526838,3.744182416286241,4.5077148751425495,0.43418467333401467,1.70500037304652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,238.86669282168538,free_2_choice_sensitivity_Semantic_CMR,0.52448480938216,0.1174138955503034,0.4227918365493538,0.8211045315554968,0.17052213348802897,0.7915008220907066,0.3109565388517429,1.665018593148794,16.125535472402838,0.0063835885481253185,0.38680345955317197,0.28049936043986623,4.257832373179707,3.6999667026464236,0.1307877353315995,1.008609202132055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
