subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,1_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
22,8,287.55677965057913,free_start_drift_rate_Semantic_CMR,0.40649935285014605,0.3894129766587534,0.6611762866798967,0.9765678926429062,0.6430489907940824,0.9142827992005516,0.02990600741168392,78.73004665129872,0.7630270988338879,0.015918233934211434,0.15296424820608046,1.643317525577145,0.6835939281946241,9.757189125660307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,203.88503141854272,free_start_drift_rate_Semantic_CMR,0.9782544776994004,0.080459453561022,0.5439047925938906,0.2649092891858497,0.22325283799519335,0.2508880261448099,0.15060481548185442,2.792025233610846,10.753262545172682,0.04505070870383725,0.20882325917506428,1.7523228654192655,0.057262442506875594,3.0582711362050237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,184.87845351776923,free_start_drift_rate_Semantic_CMR,0.6257822169490523,0.27472932276474665,0.30971282808452416,0.31321475076125194,0.0011417284261452387,0.7671601896660055,0.7346496560519088,0.33712953505044396,21.978935149496504,0.036936401102130756,0.22383964527718714,1.5960715814403557,0.018287229543193617,0.43476020093696643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,257.08937457593646,free_start_drift_rate_Semantic_CMR,0.5500342596107979,0.5373868074633885,0.9903220189610541,0.5951894287447309,0.7232312185599397,0.7137734675587536,0.568957643474423,0.8314032824892692,83.9855688318451,0.016988920852193612,0.19127471824428266,2.2188301221874758,0.18156568168592235,7.149166382348461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,287.92935824943453,free_start_drift_rate_Semantic_CMR,0.7668430608450929,0.0959761100911597,0.1585384493907544,0.6968845193399291,0.5173559160080606,0.7108837737293163,0.2778787068003181,0.6419532354841522,40.100388723789465,0.003053810271704982,0.3207691542933402,5.913469176012535,0.3560118197700634,0.7823626232383916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,340.72984286299493,free_start_drift_rate_Semantic_CMR,0.7824253027628969,0.2905796046631566,0.4421964207686898,0.9094397926435009,0.801931625677422,0.9767572363692155,0.7324065351918488,4.107523303934244,46.41415566779391,0.0029233284237100143,0.20477079016825428,7.845956345218567,0.17724942857302223,0.8680212768012332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,259.0653571552564,free_start_drift_rate_Semantic_CMR,0.7464669170360788,0.35061999808939365,0.7273903205235476,0.7542393622013164,0.4149301490171415,0.13164213187424334,0.6778749967635535,1.176343574315439,35.136111613577285,0.04674416280427357,0.025856932833684176,9.372534030432885,0.7420928872461588,0.1061648483194384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,252.52154494988113,free_start_drift_rate_Semantic_CMR,0.9224997583538478,0.5112395867124182,0.06948111268872023,0.6659793590625428,0.30538257283181364,0.6553843159564655,0.8204904199811438,0.4102270880889799,19.959760205942914,0.0065614870362763035,0.2973128139136088,4.117914262831186,0.13428466576168768,0.6688979699906195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,263.3612175821481,free_start_drift_rate_Semantic_CMR,0.7876013992197101,0.4813685383002029,0.23020291788870656,0.4214670586013817,0.8225137707759198,0.14396858150358605,0.4427671052618751,3.3663819854561936,69.05835658582419,0.003086870988232404,0.372067520260134,4.4270042377760435,0.324046592776993,1.9226839205701776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,271.5560199134192,free_start_drift_rate_Semantic_CMR,0.6812505988536683,0.2746838815234745,0.035189661898009504,0.2916592907236555,0.43919010594574104,0.8260096538642213,0.8438124643156605,0.6103875419276072,22.092428058892352,0.005485171074721156,0.3446610449954005,4.836481038714158,0.3194738270560388,0.801479014725656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,226.16140245236392,free_start_drift_rate_Semantic_CMR,0.46644276942732066,0.05480929202959478,0.19646271990929565,0.3062038732928417,0.11406198672361284,0.9418383429504161,0.7669086737826817,1.1470662060241068,19.852065553917956,0.00811731522941378,0.3615123311686368,2.930776076109896,0.0324138533925723,0.49532796263052603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,316.26540186203647,free_start_drift_rate_Semantic_CMR,0.7576635488670859,0.4145922037606326,0.21445246921854427,0.6667286339863673,0.12947495230406258,0.8955752622138107,0.5931143005429258,0.7803881623470161,47.945619345124925,0.0018725008427777357,0.31439323739660896,3.412442137504616,0.8456185137057453,1.445667230222968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,199.78460155164024,free_start_drift_rate_Semantic_CMR,0.5286936978591891,0.21406005278387474,0.30779829910278655,0.4479884899890498,0.27502272797764954,0.5206491277875739,0.5289924310676951,1.272906215024392,1.7297138774791776,0.0038225298391966755,0.5631757694649693,4.965765417825469,0.18196951648484255,0.20056156858923302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,285.3084227667073,free_start_drift_rate_Semantic_CMR,0.7306992394879164,0.7110873006825934,0.614386590575138,0.8674861786654786,0.9592618961142426,0.07167960904247,0.42401934428051646,6.621448570132003,1.4829699377297842,0.011913720641712922,0.24673364199312608,2.743155985282501,0.40082475426799896,0.7818373651773056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.68627380835153,free_start_drift_rate_Semantic_CMR,0.72767189040685,0.6251683893127391,0.7291827426310319,0.04204261499430706,0.7911744134005313,0.6583589501797542,0.3525755669451042,8.154857385546812,91.42439979392009,0.00411414879514993,0.4925858084031436,1.7712890695949834,0.3956113059093915,6.200671767463156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,360.4232457316292,free_start_drift_rate_Semantic_CMR,0.5518766180420733,0.24664606543740308,0.8500511318686939,0.28547852662496576,0.7687727304292277,0.15799551859541433,0.5775198191553867,0.9511083677833341,37.35120911822253,0.00672017970739458,0.21560819267991072,8.140981934700257,0.5141073296690952,1.2664287224655917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,277.3149509628288,free_start_drift_rate_Semantic_CMR,0.7308684400967929,0.7484137691751956,0.47042960413343154,0.8626712642306715,0.515194992401594,0.07131429318329802,0.871861905276341,0.11102055893466911,31.16661066640085,0.00630789265959214,0.26668162662437744,8.137755174030715,0.2294139204844387,0.25084283431715537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,227.63993378182025,free_start_drift_rate_Semantic_CMR,0.861796803673097,0.40399918340092844,0.8884738079700036,0.7862319604701788,0.8448392399621154,0.7813573779590194,0.8666805798992689,1.956059564769106,0.11621860349112723,0.0316984471728487,0.16324657474430548,7.29619388036706,0.526247718521296,1.5159321913573325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,217.16234330876597,free_start_drift_rate_Semantic_CMR,0.7351910765467163,0.01972200735280316,0.13734254185904482,0.31462725620099175,0.04830129590883181,0.8991537223464814,0.8803944498214795,1.1447631913311298,61.6414475778063,0.03690880347920178,0.18019771553935904,2.00676146547784,0.1926830796878083,1.1720862409713333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,123.24053525203243,free_start_drift_rate_Semantic_CMR,0.5248263897757897,0.18447046188163257,0.2955811906461252,0.4158938366905524,0.018144434840654866,0.6288319414533332,0.9885558169601131,0.7171018154226019,0.5313200022512774,0.013743230544875362,0.6576892177789588,3.2716402691751805,0.5712138093363652,0.4973888287662076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,214.40628931261836,free_start_drift_rate_Semantic_CMR,0.9085834933279893,0.017987554602048237,0.5005472649528203,0.8911423339253883,0.5435931953033314,0.38978547901569194,0.7237134216626376,0.7312692623099909,18.015626343377427,0.017745231681516822,0.3077878212919653,6.890994977044979,0.6563046192749455,0.2644757186633197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,302.49507847906466,free_start_drift_rate_Semantic_CMR,0.8786356673497899,0.0267816786791385,0.15662650811422524,0.21627085183711153,0.18883847694409162,0.8534102313403169,0.837648481730846,6.455922811243177,18.29179426967873,0.0014705106421635805,0.38477703017359843,3.4894145898050892,0.1781902375862806,0.4063684853688754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,310.2427133021092,free_start_drift_rate_Semantic_CMR,0.6470767381829037,0.24111167359646557,0.11561190250274961,0.5129550043753482,0.07624003379632244,0.5879755162073532,0.5774010101552738,3.790018941895802,13.030930240471939,0.027404302983858653,0.09962604028875255,3.0276277865976873,0.12756904281725967,0.23905877203092274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,225.8162645206307,free_start_drift_rate_Semantic_CMR,0.5859756943310057,0.21990753082380043,0.7719532052884656,0.09808275631562807,0.2557375262291076,0.602881751126588,0.32295687453360666,0.31551264483925223,50.85270857171058,0.016080834177451042,0.2695688393642577,5.091855789480543,0.28457663800936805,0.3039512910908142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,184.04189753372242,free_start_drift_rate_Semantic_CMR,0.9559883570603389,0.5272070536454962,0.2196356556667936,0.7153089589992566,0.4156031640275915,0.9554712354419523,0.9310646763007231,2.2944747709355724,30.17711512515596,0.04044435007864072,0.22466798834558066,4.495751706610298,0.14067594183526727,0.3124251289843354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,306.2452890368604,free_start_drift_rate_Semantic_CMR,0.6378097642032869,0.4199502323845002,0.909593965551327,0.6978025614759913,0.03699118323142625,0.920987334621246,0.010926318397984136,0.22055779552629673,62.526225827719074,0.007656115165133315,0.27098496214531664,2.7409877084514003,0.68087124922203,0.47678861500277847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,273.9517526678055,free_start_drift_rate_Semantic_CMR,0.5758533591590131,0.0033734186492518333,0.3561255786482019,0.9573580986438164,0.563227657882538,0.31805677299094337,0.49755489428360794,1.4480000377374593,20.008896472252925,0.02573673472743445,0.16609316026952606,5.322424380651292,0.12121815789458645,0.49253591290181586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,260.8613679229617,free_start_drift_rate_Semantic_CMR,0.6319619956952722,0.09559828338496912,0.2745489999854739,0.8339655048984183,0.08352516984701965,0.25790779482472165,0.3578633174148555,9.74151014229619,30.48942937779387,0.01047662345207578,0.2739813868823241,1.4724411830702349,0.28430916089994657,0.08020765688608278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,263.4792262807935,free_start_drift_rate_Semantic_CMR,0.8300991059297442,0.10406524586861837,0.2375588079814256,0.8518679871558008,0.361721032953602,0.17903607608408717,0.5234366988667358,6.637777172745068,37.67912803991512,0.007376710019940391,0.24439763297743688,5.593313976968562,0.18759726523726872,0.5122515906584271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,219.46998045100358,free_start_drift_rate_Semantic_CMR,0.8210602994229095,0.7043358899162305,0.2606210811164887,0.6644401334831721,0.21039230340979448,0.7195083614652733,0.4755591934665514,1.033483934422982,52.10275128112626,0.04124244848032815,0.15128754994629645,2.6437964188596097,0.7694733781401587,0.030224223189007304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,308.08448163323635,free_start_drift_rate_Semantic_CMR,0.7134457732689402,0.02925397343414555,0.8497782753691923,0.4635013284555446,0.430232486283604,0.7306116157012406,0.0008225576172975064,60.1774936961694,1.6385040648955747,0.024760640563559318,0.1304324075509073,3.5705532793731587,0.035101351708728024,1.031853861495457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,271.89677861215847,free_start_drift_rate_Semantic_CMR,0.6860150414887821,0.23146652879149576,0.5445814927607632,0.747435331473227,0.5391403126022635,0.8153795534557766,0.2159839561883412,2.761296744060708,76.17979153122695,0.0016404957140803145,0.41797750137993894,5.595105905443742,0.341404850444218,0.38158711708830495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.8730909501404,free_start_drift_rate_Semantic_CMR,0.9666173108112617,0.4583004191848672,0.5311872486501179,0.6494418126270289,0.1455294144505182,0.7946674546403516,0.5237796603895641,0.05485299014399203,32.71201337365279,0.012415893915704801,0.24807376563284844,1.7409704159561583,0.3352782773980172,0.6993419813612434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,258.73779890503835,free_start_drift_rate_Semantic_CMR,0.6174970232995787,0.11698419822827205,0.8220643530852867,0.9654236155784737,0.1324472776567867,0.24356510310536883,0.8119925444122759,2.0362717624602737,24.29531932187868,0.04705917173045171,0.14516593025904623,2.0542124096316483,0.4223648500748094,1.3369251764183265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,282.0285400973647,free_start_drift_rate_Semantic_CMR,0.6774134491861011,0.9944818885632695,0.40962665920262825,0.8811715640748217,0.6451184887030774,0.036882364922899646,0.20702198896690727,57.50981941988255,0.6520362472294678,0.0109782072211001,0.2168743470576917,2.0747980579123637,0.7124659145048345,2.029392705349706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,240.91376426424665,free_start_drift_rate_Semantic_CMR,0.5872011813882019,0.2351906573336583,0.728511758178663,0.938952679273834,0.6481963983285035,0.3288129284039253,0.7582338815383272,2.7758724723396,1.9782150993057783,0.022690344563857323,0.18056950232203128,6.931394023372857,0.19864961164891226,0.26315410229859904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,288.31228307662934,free_start_drift_rate_Semantic_CMR,0.48299317617763604,0.09577809530922488,0.22181532632035578,0.49291742531489524,0.06762998787229499,0.1130078491543159,0.6408067966970654,1.1322290397864074,52.93498082635068,0.017284083038433717,0.18735233827080838,1.6763775851469567,0.32105350470291155,0.6644507928121852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,215.72562702623964,free_start_drift_rate_Semantic_CMR,0.36215957133713256,0.1098955167527576,0.8412135048045297,0.3525550130859774,0.135379890201701,0.9705904092186651,0.42069489893214157,0.7028479900124935,36.50336971647687,0.02444699424839869,0.3344111080292773,4.295636416202273,0.2418373790267898,0.6869551259858095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,228.473748607744,free_start_drift_rate_Semantic_CMR,0.6897409326081474,0.06739234900481272,0.1486758247296573,0.7721837231918728,0.24940587858793983,0.6411600532837523,0.8675917102870856,3.5602185877022166,25.685876382277893,0.005025336393546687,0.41163498548229516,3.357905729657069,0.023540462129783835,0.733145931296737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,310.8621167223704,free_start_drift_rate_Semantic_CMR,0.6371040618542336,0.30963803878211016,0.5013504765654266,0.7768084759103784,0.3974928996998354,0.9055501880403063,0.6594945387842045,1.9676714445458074,0.4516699042113217,0.010268971213903078,0.19928151845077657,7.52187981642487,0.29677470174499576,0.8016536128140164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,241.5535327401514,free_start_drift_rate_Semantic_CMR,0.4922242853631508,0.2174493878553558,0.04632848429361173,0.47352071652365935,0.10554541691781992,0.7221492157965139,0.2731437382468363,0.31417528716073306,82.26277879810807,0.01917611710562263,0.21221169158877334,3.23964810866457,0.017885097285082252,0.8730232654491217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,255.90659778885066,free_start_drift_rate_Semantic_CMR,0.41701257240218476,0.23397556866458208,0.689166173239918,0.38472924541703407,0.056301654512164734,0.09954132272622113,0.9219593243847577,0.42094996931572837,23.086460278543765,0.00695796655667269,0.38122589521703354,3.8092118143770195,0.3855951383546125,0.5954030749144321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,197.3757921271703,free_start_drift_rate_Semantic_CMR,0.8201256668017898,0.1424607448264475,0.6127539841438445,0.7625215220871954,0.48026274305422734,0.7460287442139044,0.8281165761533105,1.7434672188048381,31.77010134855835,0.0166149370103984,0.29988023099070205,5.3017796805337785,0.7393545520753487,0.21872842443418694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,194.0814736635756,free_start_drift_rate_Semantic_CMR,0.7272428963168845,0.06043025937410934,0.17210266470464125,0.3887032420467972,0.10110942224562736,0.6495211846960847,0.4956903347453145,3.1823485307796133,77.10564831625499,0.009845488726521301,0.46290563046992617,1.6436337518944089,0.04291280081724813,2.5299391060419936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,346.1911347188844,free_start_drift_rate_Semantic_CMR,0.8465331726809193,0.18810463211196726,0.36728398577304083,0.9956143627009808,0.2745398163249934,0.3992508614931635,0.42862882555350723,1.0841902749961463,61.89254602083176,0.0010831045871897982,0.36564877205561075,3.614689095260992,0.2936797967886138,0.38868685495059196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
