subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_delay_drift_rate,1_semantic_scale
31,8,252.4497425914859,free_choice_sensitivity_Semantic_CMR,0.9200331786718838,0.0856364316451445,0.5862202548538575,0.08752878654205593,0.8918811726748639,0.36609110055536365,1.3533440813491069,15.828064732255456,0.023068597138297453,0.15613683125791766,2.6084247017707343,3.019423225230714,0.2720640869856876,0.3605269776569262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,264.4444519100408,free_choice_sensitivity_Semantic_CMR,0.6562738558780497,0.23492915701868877,0.7991648440363691,0.4606793213139744,0.17395251424943886,0.783682538604177,1.9197322390110259,62.20552147041538,0.011442296598362656,0.27087248394151686,4.886278427248697,3.330048680318109,0.18417578959259412,1.2063260453714006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,273.25312734140493,free_choice_sensitivity_Semantic_CMR,0.6766963055337993,0.15071274460302014,0.1777918123522801,0.3474806696801978,0.5608764307640575,0.7679523873095949,1.057676182208823,89.43201431187147,0.009008473517697568,0.3117599904542354,2.63211268129095,2.792059540670645,0.3276113463278719,2.2627994940201193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,227.54718881190152,free_choice_sensitivity_Semantic_CMR,0.6012589673063222,0.0737588061950108,0.4137339159705976,0.2559289823300486,0.9457596536146831,0.22812252283170398,2.617542866281582,47.69775125506073,0.007688061653124412,0.38187261973169306,3.6220978212718444,3.988154597797177,0.35018588781631393,0.28704951166116466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,313.7377245152828,free_choice_sensitivity_Semantic_CMR,0.6951294703179247,0.07155651399208113,0.9679891987864945,0.5211021869262396,0.335874841134458,0.6534227666273431,0.31348849970248693,65.66091443934323,0.0022089467960537124,0.31586000542196935,3.6807717339874864,6.270516914735076,0.7477771952552308,0.8547841055713237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,199.92513722579082,free_choice_sensitivity_Semantic_CMR,0.5980260544978414,0.03196833708736346,0.4449849182314283,0.532496151320739,0.8838652673848422,0.3108331007808406,4.291606222843072,21.816256571640036,0.006059821840698976,0.5126437611050703,4.96601409692739,4.686253273471937,0.014042884130616218,0.2377938564107831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,278.4928873423622,free_choice_sensitivity_Semantic_CMR,0.637752532445417,0.7471821787979875,0.897190640770493,0.6594872608634531,0.4736209760596492,0.5107047002275861,10.111201045779442,0.07741748715557221,0.01485632171122691,0.21835993454250596,1.2371086445502624,3.0653286994961393,0.6077377861784249,5.434945037955618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.26779637999346,free_choice_sensitivity_Semantic_CMR,0.7900705796411563,0.02980686129556437,0.3357263961880156,0.8325666883723266,0.5414239562373027,0.2642741529345206,16.35895461985455,20.016122175937547,0.00362662816655962,0.5189525101002257,1.915406841926821,3.042072461835599,0.6518979934957665,3.464097482370203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,362.6603758660731,free_choice_sensitivity_Semantic_CMR,0.8624779774109979,0.3706409929803251,0.9437366548590456,0.3546018650174471,0.22165876611417434,0.36435595451833086,3.3260725245046885,18.502037917296406,0.010066323081147965,0.17288971866719915,2.6313740407659543,3.6561749142795197,0.39770787686344244,0.7021053374110364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,278.3014529584061,free_choice_sensitivity_Semantic_CMR,0.787777513837576,0.5633093718784402,0.9312933912060148,0.18604135716557485,0.43859607885078167,0.6013509840775514,0.6293576195848516,62.258672882066826,0.0053930725100972965,0.2730007697969885,4.546856786026122,3.9550096555563896,0.4234651090837691,0.21012293285739414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,227.10765869757796,free_choice_sensitivity_Semantic_CMR,0.69067025728773,0.9336187249694476,0.9936700918611415,0.8064560510004717,0.8944055232340562,0.1279657018282651,0.2556650479505507,68.01692043350951,0.029653087099840048,0.11371213213672782,5.688033871873481,7.879473712815538,0.8119184423868289,0.9394813922465284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,215.21510305393952,free_choice_sensitivity_Semantic_CMR,0.5732160217247995,0.01923269887659923,0.3106481276541828,0.0033096007038422304,0.8001926863879556,0.5749464658856726,7.955238405058083,48.11969201328614,0.03040960710085505,0.18224179788494776,1.7815105518303032,3.158140855253012,0.19872798184143298,0.9937051437926296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,123.27219341716804,free_choice_sensitivity_Semantic_CMR,0.7427060097007123,0.42656881231891386,0.5256060783934791,0.12949451344566415,0.6287009254859064,0.5576290020989126,0.4126435538232158,52.04353721355255,0.03161078078033319,0.464814941311956,3.2692439800391657,3.0530250046643963,0.4264894848847266,0.2790355429913678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,213.85572075078912,free_choice_sensitivity_Semantic_CMR,0.7776280774522479,0.10558666195567268,0.8170046334835199,0.6060964361996494,0.7442049485033312,0.8730430608868216,1.7740517393019815,33.7721837129759,0.008021890863790182,0.4104956748985842,3.9428519532451185,6.445479754435769,0.8288606290724028,1.0682942331539689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,300.9302313020645,free_choice_sensitivity_Semantic_CMR,0.9280819773623854,0.0025737437084930592,0.5896804373994156,0.33536425474696874,0.3343676094980227,0.7105020278914691,12.921914388368819,83.66085168632881,0.0010228388620228679,0.40680944280352005,4.52179575995478,5.98653391394953,0.08551057031935122,0.1739347362413115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,309.360576012216,free_choice_sensitivity_Semantic_CMR,0.5144649702784576,0.2580144196176878,0.5373299944411208,0.06237891159930864,0.2461413854638304,0.5591010552229425,1.6883010465943156,84.99136749298289,0.018776231893672186,0.11254691454406587,3.863179705873722,4.7395684219868865,0.06406241864087932,0.23446912870289333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,227.27038860807036,free_choice_sensitivity_Semantic_CMR,0.6871455603614516,0.2861390941410271,0.18924369555433546,0.5357671442496239,0.8177759956707589,0.7783053210508986,0.5812428348798733,11.134562936503897,0.020466464650923055,0.2172870380298102,6.481795308884914,5.6208630556115615,0.03229050627475388,0.4627064424942615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,185.0544992766385,free_choice_sensitivity_Semantic_CMR,0.978417199538473,0.6931145114231219,0.8301853437302047,0.07876313243529681,0.7954902265065248,0.9862431296467848,2.150642685920701,60.65932180871538,0.04868077902813428,0.19313147486269866,2.5917174954360522,1.4506891164473288,0.10561771376287343,0.2945391415895857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,304.558125473502,free_choice_sensitivity_Semantic_CMR,0.6363909471571085,0.805861322452842,0.8175768303554656,0.5018740119484462,0.05408886058090957,0.6998175224345244,0.24166267955042128,12.064843214089237,0.0012551915636782873,0.4047927820796358,5.176714064110833,4.741639024468804,0.7260486919178576,0.7542133681856162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,273.64794720493114,free_choice_sensitivity_Semantic_CMR,0.7540531812986525,0.20541062033095037,0.9902135281503939,0.8648695674820384,0.917055488952407,0.5214085442733876,0.19624593898313947,54.791519637068056,0.01430940107750639,0.18273036857269087,4.1108969701631155,5.904682722309578,0.26371422624739166,0.4745141438957283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,258.42472100547934,free_choice_sensitivity_Semantic_CMR,0.7719494931792097,0.12352996820901373,0.9431338947386625,0.8246969864776453,0.842265555480381,0.2325618593942052,8.604509105063638,56.3036279910503,0.01779174381496492,0.249907881821633,4.222108543949934,6.0940835975933245,0.04117216265323642,0.14309324252515784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,263.3769906945976,free_choice_sensitivity_Semantic_CMR,0.8917185056995793,0.5338577379616773,0.5607166344297791,0.47458734952189885,0.3207138942789578,0.08911049039268426,1.7587818185745476,27.45276533470216,0.010831433850506444,0.23572376811922524,9.798103276720873,9.59608995208482,0.46682320918186193,0.401611584374832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,219.32230295542536,free_choice_sensitivity_Semantic_CMR,0.6173110991058777,0.34703554349660193,0.9959349936599627,0.6572877642346816,0.9551611006609353,0.6188229441822894,3.491879249403766,86.09704524853771,0.03546175413946473,0.20603870955980774,5.097793597115546,1.043158967459255,0.10358163271648807,0.32955392873671574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,305.594342019524,free_choice_sensitivity_Semantic_CMR,0.9414137964685926,0.16984049549924046,0.9609848976775496,0.9700492050955501,0.33920149622030105,0.6351156993410811,93.93105973104014,1.5436920800894356,0.0027252136050339715,0.29440311192780655,2.6065953946540876,5.405784651352797,0.06614601702290185,0.5022714964166441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,273.03897056471044,free_choice_sensitivity_Semantic_CMR,0.6967985502743342,0.35537781190340734,0.884788209752017,0.6513740270258193,0.8307867661876682,0.5536407424598961,9.892959025314106,0.5890459368559746,0.0018956887513161824,0.41473228034820586,2.334740164761392,2.519331496550827,0.4117568185213997,1.1000147913070668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.90844136426506,free_choice_sensitivity_Semantic_CMR,0.6182635584464665,0.15962204232516353,0.03564946456160799,0.11865378533997964,0.979511336557957,0.664653803410475,0.017920462842859006,80.54803182547373,0.030513910598480885,0.18451308804076272,0.7676687981455167,1.486875209408339,0.27048250126932943,2.5720833600733592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,262.81576829126163,free_choice_sensitivity_Semantic_CMR,0.9364002177979913,0.6684423447514959,0.9982765325815991,0.5953342620700114,0.6853376201335063,0.3948513733015954,23.1526785986729,87.35599204915755,0.01297806754093217,0.2373066450583261,1.349565293482887,2.0154237983409375,0.7193908916534446,6.494488448696879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,278.755417655404,free_choice_sensitivity_Semantic_CMR,0.36627602169949974,0.9552716943238024,0.8779150947266436,0.5997389633279037,0.37892795368946924,0.4596280021364312,2.1211232203708406,0.329716123605337,0.008210257987267378,0.2679090262160031,5.868853904606841,6.855141475303893,0.9358753510186724,0.4528909358564883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,244.72861602224998,free_choice_sensitivity_Semantic_CMR,0.6810655229219387,0.25537793650461593,0.9962099996848954,0.3018906934563246,0.3786771737399585,0.49732715697086977,6.7699493233033365,83.95236609058404,0.00889507175868709,0.2732119400730362,3.6139836022995944,4.045640693348575,0.2675346231897036,0.11796227802494741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,279.199207293836,free_choice_sensitivity_Semantic_CMR,0.3534552027813197,0.2890085158775617,0.4932463096336237,0.039962685860763125,0.6468738211460215,0.2986449238357588,0.513327143023965,71.84679707495036,0.007911456247183984,0.27032899959742523,4.778764978079364,3.2619640916504116,0.7850458301916902,0.15483409473034537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,218.09008289136747,free_choice_sensitivity_Semantic_CMR,0.6634643760633393,0.3843918580215007,0.7874355360011384,0.8169700421434167,0.4026875253154521,0.3217235084862159,7.413077911991778,31.239028715220073,0.0018383200280522316,0.584457594810087,1.5244246600498346,3.784490342459038,0.08184631553111599,0.4923974108145348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,226.99583997536968,free_choice_sensitivity_Semantic_CMR,0.8300244738822776,0.03281027550386162,0.8917638559224131,0.8157053759024564,0.9631256813498563,0.9417453832497804,5.187329469990607,35.233717170986026,0.007651746856667472,0.36798153423396973,7.735998157888495,6.083811695186181,0.05382502438172916,0.37267145678902486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,306.85207658575086,free_choice_sensitivity_Semantic_CMR,0.6101627803061016,0.25099324742179785,0.7498498645946517,0.5906145274777977,0.6994275494300597,0.7118606248581003,1.4865267192772293,0.3396951426323369,0.0011055536551719536,0.310268700018157,6.696324897917724,8.17243451011156,0.5337760026971353,0.8108800751953451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,241.3493918578248,free_choice_sensitivity_Semantic_CMR,0.6151050129364655,0.013437481313113508,0.3684173316689443,0.0953827115307983,0.9825564477784947,0.6367718100088056,2.598948621896902,22.20144200698455,0.053532905074284765,0.1079994048742865,3.501379166408651,4.285861033745379,0.6183636802362451,0.8956509384060372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,257.60498422594986,free_choice_sensitivity_Semantic_CMR,0.36042256414513635,0.24159995608871843,0.43284065763541224,0.03449042693356286,0.8914235132895572,0.21376101920347268,0.5062443234192031,60.799084972017496,0.00430441468310222,0.4031791693475153,4.69842005464154,2.528669562508503,0.256488911406602,0.7392973036751593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,194.8101874208763,free_choice_sensitivity_Semantic_CMR,0.9028255896843194,0.43461646989171343,0.9965498847660085,0.35468111391239515,0.21687533266200265,0.3727371073547777,2.1107076871086363,67.61001834043715,0.03828096485261506,0.19721662962465203,1.2555655983741794,4.772456991806013,0.2650435207434464,0.1340438660619805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,195.32367896906726,free_choice_sensitivity_Semantic_CMR,0.7306211665877757,0.6127912402919073,0.7029312808537705,0.004873014273851672,0.6927285830350512,0.28183628873965927,0.07838388515338579,59.981300191540576,0.0024811036550029253,0.6046542634223595,1.4741096497452286,1.14424512710716,0.2769768786967282,9.163370422061679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,348.1151017639518,free_choice_sensitivity_Semantic_CMR,0.8523168223216345,0.39276892362548094,0.9456307280623842,0.06325012062687876,0.465356849105913,0.38091817273345985,0.11493278213664918,98.79803909599869,0.004839839012656741,0.24744879028987757,1.8082985052039073,3.6395055751533514,0.26698567981937776,0.5157969665025744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
