subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_delay_drift_rate,1_semantic_scale
71,8,251.03569567295682,free_choice_sensitivity_Semantic_CMR,0.9731129824434631,0.5328071776602554,0.30771535477138,0.5301908003866707,0.4062092165734036,0.25428423285415636,0.8377939778603007,67.21772903093806,0.022623473079026457,0.16827759761002525,4.589543687926179,4.176110882552255,0.567474889973115,2.1693413737256186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,278.6327040694224,free_choice_sensitivity_Semantic_CMR,0.5026378730384787,0.24100634497641876,0.151815049150143,0.75863116993507,0.9696601248590577,0.9690110255507031,6.260143328288947,0.34162454233005235,0.011066073416811262,0.2303999530093268,5.01621944567399,8.133615831703427,0.4794082526828858,2.710898776509488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,210.4983464510055,free_choice_sensitivity_Semantic_CMR,0.7452905701410312,0.1463386927145725,0.9289027431131249,0.598118620768276,0.9821443147811647,0.13346498237292292,6.4092231113282025,97.07142485051793,0.07688300057064107,0.0950942114297586,4.8798376843102425,2.8083805336759338,0.48036555057694647,0.5433443281138501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,210.83458164959484,free_choice_sensitivity_Semantic_CMR,0.3773908104678781,0.0033130515930098075,0.17913550686056365,0.2348052488275089,0.9897511214201773,0.2894634721453702,0.18917970821286192,5.440535173661107,0.0025606085282367736,0.5709067709017385,6.259318618551612,0.280591141320591,0.0110134343758834,0.35238646589903105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,250.63232364339956,free_choice_sensitivity_Semantic_CMR,0.8385688317956295,0.07623325264611963,0.46145022293195215,0.4674428665448114,0.7654569882295404,0.780674957872619,3.3948186714645843,43.85790924621653,0.0238494715989514,0.2171321776993267,3.563349457375245,1.9438726729877196,0.06285116070898761,1.039641211434403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,271.8991823663659,free_choice_sensitivity_Semantic_CMR,0.3928040138651748,0.7932396064618652,0.4790639799339978,0.12374610622095603,0.25296151914816756,0.467987099081555,0.3264298837253044,66.18196681529949,0.02171057374188256,0.12252333568957875,8.06379698691398,8.650299754603669,0.21787119092919185,0.37610442421423784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,333.3735914884461,free_choice_sensitivity_Semantic_CMR,0.9128996371601156,0.5062525987826615,0.9555777048106878,0.5059495456497034,0.6179925410743918,0.35626300652114884,2.0339243463927863,0.5937273222334051,0.0027012794091103827,0.24138241291677318,6.649611875121621,8.289913882396,0.6914341763663782,0.47899544768113705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,318.78147053256,free_choice_sensitivity_Semantic_CMR,0.7725076653552976,0.4089173563468137,0.6797232465092435,0.807501555104451,0.9186496891259017,0.610448522040923,0.6414435528769431,53.435954009971255,0.0021974510380277645,0.3273454447135915,6.121718131709448,9.840417699515585,0.07154473854062204,0.19854473663402228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,252.2393954218917,free_choice_sensitivity_Semantic_CMR,0.31460884084092133,0.15622745732093135,0.3246551003365654,0.16033192808235502,0.737000218909982,0.0661410032895754,0.659226887409254,59.4810652401687,0.014904924977371614,0.22718608932936046,3.405751934368234,3.5424518271505985,0.511293850243372,1.3349584536475256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,338.4495759223796,free_choice_sensitivity_Semantic_CMR,0.8504056046919803,0.0663461871580252,0.7520972273794718,0.793988043207351,0.7428001331938298,0.7485821655691945,7.2885320962075895,35.045050797200076,0.0012610986489047793,0.3475591322362517,6.137805124755765,6.26091176046082,0.5645263380367432,1.4119893957450373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,277.82174237935124,free_choice_sensitivity_Semantic_CMR,0.6261835081430711,0.6924377052189714,0.5183272780408498,0.2712964685386109,0.867728944304863,0.4905493187885508,0.04356271347425178,98.63737286650681,0.0021509802804481337,0.4292183699448078,5.286744186074774,3.168377024591455,0.16599001597004232,0.5538729741593116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,296.49220388411067,free_choice_sensitivity_Semantic_CMR,0.5737992818145055,0.7217826547204,0.5826118354103452,0.30905988777593296,0.6301600360562274,0.5053231762249104,1.830943299037628,0.8357409749994389,0.004518435130950016,0.3156611870996233,3.8385208073241337,9.89897787192132,0.057330368249376484,0.623212546873793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,250.4327900092797,free_choice_sensitivity_Semantic_CMR,0.7985746473487858,0.06404383424474988,0.3036387367180296,0.8155124206705585,0.7641695624603647,0.6638262312275701,1.1471488838941744,52.66504790157987,0.012450505834863438,0.26435583446571803,8.576679621134382,5.9604892470763,0.042007487584804645,0.8001232978947821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,196.54025029391758,free_choice_sensitivity_Semantic_CMR,0.37531031864414593,0.00020046974843302998,0.7774445547973491,0.10002262119854977,0.35140625427236694,0.445397505909552,1.5448485290083709,53.14601750271201,0.012669790302667376,0.3186627842681047,6.143164364744462,3.4651623670637943,0.050518733356584834,0.150793232092829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,248.24563475372884,free_choice_sensitivity_Semantic_CMR,0.31941541601282886,0.18279967198028463,0.4429853542430403,0.07282462809560947,0.765094145597176,0.3546384735633019,1.6248134877619265,43.03713796592226,0.008998061404840385,0.2774752774531688,5.345975553073363,5.373173496784175,0.3544649079329251,0.8142503938855485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,305.6870344355573,free_choice_sensitivity_Semantic_CMR,0.8142325163015718,0.15298488436957058,0.9953428235055503,0.6443683426754869,0.027659236752820227,0.9885154191934462,19.823005494129642,43.80776749721036,0.017516361846449835,0.17211565421997577,1.9914238406115956,2.68831036975145,0.7348047930611084,5.304845403623447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,353.598062792729,free_choice_sensitivity_Semantic_CMR,0.7863339803803232,0.17167434569723578,0.9741084719490186,0.6018316926823409,0.522388927296388,0.6574193989635008,4.627305302408921,86.5619762653959,0.002801043465082753,0.23767753762821897,4.919630970756076,5.54331194431695,0.6730639643804555,0.40293954282556843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,329.42000909749186,free_choice_sensitivity_Semantic_CMR,0.625714689555293,0.16952782208229128,0.18134840572513494,0.8491448009443512,0.23045801220263729,0.6136195849122938,20.73676564381195,97.24394469541552,0.0019992757983949283,0.2941610820569194,5.069848047819665,3.77283544230432,0.7198628704636055,4.299461651831712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.35052753243508,free_choice_sensitivity_Semantic_CMR,0.881433677444027,0.15057127526898834,0.36692341018607066,0.013030461924295023,0.6882266174288322,0.33648185419335763,1.1064585751368128,26.993004239788306,0.0156460811854639,0.2270464813849573,1.6553220513555726,1.366086241028154,0.19011066169786472,5.998496673708084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,201.10856892239838,free_choice_sensitivity_Semantic_CMR,0.764898219616114,0.3072300807528375,0.45804570488008456,0.40821055992947164,0.9761631260385931,0.14156386522243408,0.2272933853492659,31.342870757133685,0.013140068180279863,0.3564386662958641,2.965125003067994,7.243713858783178,0.10263524986451468,0.3880932664442068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,254.1283389036313,free_choice_sensitivity_Semantic_CMR,0.6241671848842982,0.41532875317989176,0.435200555377791,0.1213414119706448,0.7240250123739259,0.32519143657687666,3.0223409394395304,61.1755673635293,0.008768117432961187,0.3061383225246592,3.4222054071332635,2.1932024799514416,0.253663568801099,0.45010963682321137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,151.81579392928018,free_choice_sensitivity_Semantic_CMR,0.589674382157875,0.10875213837992931,0.9376186161266543,0.747876406214367,0.3728274965573621,0.7225045183261276,5.24073156640457,75.17393259789853,0.03303683413027714,0.41107751441466256,1.3632824408523634,3.5934130541267977,0.9118423082768659,0.1432098238448578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,308.1121976187936,free_choice_sensitivity_Semantic_CMR,0.8105589164536773,0.036381130023072084,0.458908181018324,0.7009846112404482,0.7775596003431335,0.8082894716596952,26.15752469982806,44.66807571408222,0.0013366274529359456,0.38105320356146066,2.854830106902137,3.6417963902726367,0.2641938987276207,2.6250395671840514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,261.8732239576719,free_choice_sensitivity_Semantic_CMR,0.5259163820799536,0.42798267819616553,0.6478481032299652,0.5967745573080158,0.20597244371011103,0.9461212281601525,0.27839860609262956,70.79953541724745,0.0026371500030158423,0.4049305189742576,8.152417514329187,7.327744247812674,0.9487389877452403,1.1048269494516116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
