subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
22,8,272.05191775298874,free_recall_drift_rate_Semantic_CMR,0.6854749889876092,0.7426251094171451,0.3702352693261904,0.9970377816896657,0.12688920733468217,0.10967992396219273,0.5138022620298581,0.3650498802043458,30.769080921802612,0.01094154538132841,0.22662304810888845,3.0648054243288216,0.02256077174333193,0.28339311851967164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,202.10106749198943,free_recall_drift_rate_Semantic_CMR,0.8728382527191213,0.16900671950410717,0.5594018292290929,0.6782435769637175,0.20735980082808925,0.6944054877231275,0.9606816953315992,8.703578582567571,28.759588631254534,0.022088683461714897,0.3075961233217045,2.204945292385846,0.19186692580531453,1.4810946143591441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,184.37362823511012,free_recall_drift_rate_Semantic_CMR,0.6771722549900492,0.1477102104408211,0.170503706285068,0.555813610849824,0.10728120914108653,0.9706705606329509,0.4125420218288309,0.4482110850065635,45.40824437407632,0.04400397276879066,0.19762622292557322,2.276916143937196,0.12281301814098104,0.25163128303784665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,257.6617172515738,free_recall_drift_rate_Semantic_CMR,0.4691797737988398,0.2490376143548732,0.4047669074027865,0.958282388436331,0.757950342213429,0.5944825123065601,0.6336513228352627,5.628660471392095,33.91708065084662,0.010225674652129424,0.2637383311752126,2.5128465304102336,0.7568958909239557,4.3109747596777535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,288.46541081178134,free_recall_drift_rate_Semantic_CMR,0.7868775378909816,0.08265221801387956,0.5272515276247488,0.8003965800051653,0.5862957151266692,0.740024874367077,0.06484347347464431,5.767601976460327,24.401404077948058,0.010860630011279626,0.21491013461685338,4.978509177951535,0.01409490100167976,0.7301856147703898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,339.7558499988067,free_recall_drift_rate_Semantic_CMR,0.7867972957788398,0.22715790907979144,0.776810915293207,0.7996387252619304,0.46368064170626017,0.22548290172830973,0.9232251081401829,3.300311619089078,73.1730252855033,0.0006898482925216592,0.28811936423212525,8.499360653599883,0.4110276189182139,0.7886419288230644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,261.88031416763033,free_recall_drift_rate_Semantic_CMR,0.7974796497516758,0.215298541422958,0.7787913101429942,0.8481258453240685,0.29431863242235,0.4702841123852684,0.3518979241080102,4.281588531931824,35.350030510724736,0.033660415279518574,0.03928160357661703,6.553236158924117,0.7005654321146234,0.06847149219350612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,251.08700161370103,free_recall_drift_rate_Semantic_CMR,0.9114933173194495,0.13661075702227282,0.6488987246462075,0.8166558662610379,0.08366020461713874,0.8010787599751251,0.33025743994925094,3.574814590584012,34.24212341267891,0.009458478152816807,0.24328222709147873,2.785665595541941,0.33953324396444695,0.5170274207055927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,263.6582330623784,free_recall_drift_rate_Semantic_CMR,0.638796874026143,0.5734117773666377,0.2298493474605237,0.6649732649681068,0.7348469418962151,0.8835841443906762,0.7580126484611011,2.8918529976695533,61.07500857457582,0.007270687738215907,0.30375548295500365,4.393557852271153,0.08348358758420392,1.1452015439395604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,273.2776701394655,free_recall_drift_rate_Semantic_CMR,0.6735614290266156,0.13586858751399994,0.06831574695155901,0.8877958556368075,0.4878412692122533,0.35709935428984346,0.7361959017019231,0.5381064241937636,47.13551213442809,0.005791958846492307,0.3255242243283538,3.3506855348110105,0.619512918228635,1.323089045507253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,225.87912700171336,free_recall_drift_rate_Semantic_CMR,0.48652395731495807,0.019513694781407465,0.34089157421112437,0.2934445261023234,0.08724802372896207,0.7065369061191018,0.8751732749676409,1.1234435733386974,74.88606828902482,0.0036172253902805873,0.4773900533786746,2.2818153287689635,0.04578875338585253,0.3859573048823455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,313.0056117674444,free_recall_drift_rate_Semantic_CMR,0.7442927527531881,0.18918409333044384,0.5787286307998016,0.7364180990421331,0.6137593538438746,0.3928430517457725,0.8615378187414724,0.577093669921517,76.99383749747213,0.0056130725999782305,0.2643388954815933,8.028907523787035,0.9904413228115623,1.0076157487588375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,197.50578062951627,free_recall_drift_rate_Semantic_CMR,0.6703691531792542,0.03666844774938094,0.04522560314739704,0.8604934997254892,0.10513172908208834,0.948255091792285,0.3690788936690708,7.466368550375748,17.901740981036838,0.0018177118591190533,0.6894186609603423,1.6950618185959194,0.0017151235067445203,0.16423068994991485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,270.565035106738,free_recall_drift_rate_Semantic_CMR,0.8519561665608952,0.5650955591230207,0.27379178409525456,0.9463794697580055,0.8383668502742898,0.23337323448196445,0.2986236927552399,4.810061214687408,0.32866366694206306,0.010953735863659109,0.25245999813277464,5.721658622811835,0.7588551267798872,0.5166381694187212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.75565908150156,free_recall_drift_rate_Semantic_CMR,0.4228440600657422,0.36231443737666896,0.5210214531733776,0.791549235837279,0.700711818413491,0.8925469134631533,0.4893514906929401,13.085056887965056,58.03570743090004,0.002753965211414475,0.5397208564625997,1.885444902709333,0.2764054066520558,8.533364482040383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,360.7457387050659,free_recall_drift_rate_Semantic_CMR,0.7551501877070638,0.62356585530783,0.3659045253284231,0.9962180817393492,0.5528207219273055,0.6554446813749306,0.5969070526184986,1.4998074493189233,76.5326092376412,0.00724229823968415,0.21487256134385824,4.62629618063234,0.03646108012611645,0.8619459443365687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,278.5427441576316,free_recall_drift_rate_Semantic_CMR,0.7759500281842664,0.8339257302670828,0.9352544598912651,0.9149702369937363,0.06354637534171304,0.6125071884886688,0.3925986697394631,0.2270722925458415,57.12009021509381,0.021967380649817903,0.16387118087586483,3.189498506424907,0.9303100663950159,0.24821132680682112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,229.77035462957065,free_recall_drift_rate_Semantic_CMR,0.6935122179800294,0.20149238394047364,0.17290978728573442,0.9368141572930786,0.7000642012141471,0.8026443988683774,0.8022199436592031,12.025658347627896,0.5847258969960691,0.019523430435009925,0.0963909271764063,4.834447336549724,0.4452332680540618,3.598889542362904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,216.40353610936057,free_recall_drift_rate_Semantic_CMR,0.5587821982299409,0.08997887491398654,0.7390174947072173,0.3222011851544634,0.020971705227664117,0.9638092461579748,0.8720812083368232,8.136378330429892,91.40117922525593,0.022535873160846764,0.21250872337547122,2.210089977630817,0.10704959377784112,1.4627512595635372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,117.27095196667484,free_recall_drift_rate_Semantic_CMR,0.5151885823493866,0.11454443701218303,0.9994360839624861,0.020595742128455274,0.4191045978407972,0.6877986814753271,0.8761365599797784,1.614340273575408,89.33449579694982,0.06265659915688165,0.38764705608128924,7.152075079704909,0.19732768489409136,0.23564722001216598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,212.21788884000426,free_recall_drift_rate_Semantic_CMR,0.744312483224765,0.3752069511765306,0.5844637040458684,0.9340488709502057,0.2224785533753859,0.7106436698853013,0.7065484923251877,1.092982819109416,10.53882850294594,0.016904949176847428,0.33701745341389433,3.8902398301471397,0.9229742350395442,0.47326725847772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,300.79921568241616,free_recall_drift_rate_Semantic_CMR,0.8908935993868949,0.006037008113056519,0.3155489383756108,0.49998784706435406,0.4305904241071763,0.5596970499722662,0.7573155847500664,15.184161470174743,94.36160220000802,0.006401135833899507,0.2861479178409452,5.251785085764905,0.0634647210454608,0.4324672846992623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,306.7566391843327,free_recall_drift_rate_Semantic_CMR,0.6148127867153803,0.2384184929738481,0.22551405421859028,0.645372876676521,0.057482100043688866,0.5472249342737213,0.5326318040407142,2.640087709912187,43.807031822729506,0.01686246451606721,0.11774846832978003,3.7277467227912697,0.3940090412734039,0.18484492171660172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,226.02362464335886,free_recall_drift_rate_Semantic_CMR,0.6302047314188655,0.04515358284252962,0.03991175515807664,0.9604519233328548,0.15118879785833755,0.5029032921380693,0.3828778381265829,5.133228577063566,1.3524781927963132,0.022228662693031684,0.23776503060066528,3.2273751282806042,0.07437280690223917,0.35847145189786517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,184.67736086070062,free_recall_drift_rate_Semantic_CMR,0.9974008914617118,0.4371031415605745,0.5439505653453284,0.8959996151648555,0.012420068887451119,0.9583658518306145,0.5622517796149248,1.5001721594412771,43.5910663578815,0.04443926672873444,0.22063180872443144,1.596921906745342,0.12515054271869663,0.15002638085301268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,303.5540514298194,free_recall_drift_rate_Semantic_CMR,0.5218886460859097,0.8051521114417503,0.7209035532678382,0.8974431168905901,0.6973177293144421,0.6549204827705095,0.6779740761622571,0.14381489501680278,84.23830062349154,0.0022459103743640574,0.36398372281193936,7.7468057568026705,0.18662487290147528,0.7599486845525254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,273.68497541103955,free_recall_drift_rate_Semantic_CMR,0.5205084848065178,0.2170532956551865,0.6865769446348838,0.9177014200816149,0.7059921394281993,0.5520840634493961,0.6622030013534784,0.5797923864292116,65.9639400630196,0.018688908669055482,0.17387093766337625,7.218778039748553,0.14652131152415543,0.7361995729242139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,263.44239021373244,free_recall_drift_rate_Semantic_CMR,0.8294744050913159,0.12524763963987756,0.2498036775226507,0.15760959344265196,0.5966371417112015,0.5421374790217467,0.8656125227819487,15.268411932041772,79.92716783681874,0.011328144022019204,0.27610773851426984,2.526559689139199,0.1379571879389761,0.28124756941917006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,261.6654368875304,free_recall_drift_rate_Semantic_CMR,0.780120554892667,0.03616653014540322,0.8442937146416518,0.6971303209827727,0.734402637109291,0.47643855459842527,0.42255058235216014,13.356971258673894,14.082336007569452,0.004896087961269169,0.2593188436622249,9.657487923749661,0.3766487593377718,0.5043320490474272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,219.88095344925176,free_recall_drift_rate_Semantic_CMR,0.6598115878740901,0.018017854840364056,0.8214893205063751,0.042789772953152116,0.39538473158162324,0.5935082950468512,0.3101725463171462,9.244508784774041,90.45696112067814,0.016323444099756723,0.24114070037322932,2.8765949697898776,0.01890024811292823,0.04647554496766393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,317.57979550451955,free_recall_drift_rate_Semantic_CMR,0.7325906305968375,0.5634988790122967,0.6440606675946218,0.9491983121085295,0.5057380654880465,0.13122144416001885,0.6322210041081502,2.589353365209844,99.67810060799091,0.018601697007534515,0.15483875405489994,5.83134125056702,0.18296962613762802,0.5955863094549804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,275.06104509910455,free_recall_drift_rate_Semantic_CMR,0.8127260917812963,0.0988755495413578,0.489444281908853,0.7023164830872539,0.33533859601995264,0.44370012840800466,0.3374049812042681,5.299138445281841,94.17083256703576,0.006006246858094122,0.31025007116712633,3.5528694298219414,0.10480615462842682,0.47449332688494145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.2287123103386,free_recall_drift_rate_Semantic_CMR,0.7984638610197484,0.017624070579314144,0.5224560782720737,0.2303004143646581,0.3492440606183849,0.414394917274706,0.5792522598345964,0.36304368691837396,61.54050983956005,0.021503306039960646,0.20069753319384187,2.1091568989790117,0.19866370845735326,2.2346832528438387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,262.1499761044815,free_recall_drift_rate_Semantic_CMR,0.8250689136559166,0.42665679308851256,0.9094144921369796,0.6921256882220223,0.14963363668592483,0.8550568857303018,0.47914212902850767,4.2461826965831975,14.398296726106445,0.010908023983556836,0.2540378498201825,1.8989875138044177,0.5107930961214394,1.639161333358862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,280.6983908680706,free_recall_drift_rate_Semantic_CMR,0.5464420133365603,0.5830699973450436,0.8979869347177476,0.8798403714772809,0.5269766887269095,0.40552210380402254,0.2888980427821466,14.579188869591242,0.5157642674170333,0.013471283127445444,0.21797970805080524,3.353820058481834,0.3490580009531446,1.0249761416322407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,241.6218998916602,free_recall_drift_rate_Semantic_CMR,0.44206553825880757,0.5988393303415274,0.8261190029971384,0.6248903092605723,0.2896021715943565,0.45042983645108586,0.5599610526783564,1.186894987010472,1.2164563842630334,0.022240159620972196,0.2162724991504882,9.589577692997196,0.669328629350896,0.24779510036437194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,279.25130740549974,free_recall_drift_rate_Semantic_CMR,0.2972658202607317,0.23101068832558486,0.5209488675869536,0.2243416385637207,0.26379635209659297,0.17291857499512103,0.4967251134369458,0.48098312018220213,87.62988673796573,0.005785205942607952,0.3270100126401232,8.589609166427104,0.6794059440372145,0.12748898442494472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,221.11443646099644,free_recall_drift_rate_Semantic_CMR,0.939287730866652,0.3242022872092547,0.633511874707791,0.9257404901771069,0.7291888727382047,0.955850395753741,0.7034708836902144,67.11644720904084,51.23469797900798,0.0059804157368321675,0.4704390748224041,1.0467350811796599,0.6139947986251506,7.018085966270419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,228.14452307159348,free_recall_drift_rate_Semantic_CMR,0.6601096559116484,0.11528019462751621,0.6970908694512332,0.5721584787204701,0.1023186447746533,0.8312283175718214,0.7002768633352584,4.298905562878645,37.52705603046725,0.0026369411222932904,0.4557181954546703,3.0018396635046605,0.09608086833711754,0.7193922205894161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,316.7842625796989,free_recall_drift_rate_Semantic_CMR,0.6842437234036681,0.15492628614558823,0.03137670973854634,0.4643747936632065,0.620420789501323,0.6281222046737649,0.9024378541870279,20.080406146752495,0.1872662635299207,0.06122024211140542,0.049962603695639096,3.8006477086148402,0.027980855980220876,7.195371372203008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,240.75621811188955,free_recall_drift_rate_Semantic_CMR,0.5543450254300414,0.07156097490242813,0.2508806941590466,0.7792200835443605,0.41393386827089146,0.8171919304590742,0.6291826612862741,2.834793624307558,21.00960704761726,0.03675095635139847,0.13867647968803176,4.914604638517705,0.041550361067366315,1.2748497212650007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,257.33099622220334,free_recall_drift_rate_Semantic_CMR,0.4004999337893266,0.6911104233180531,0.5384867714259864,0.2570659395251441,0.012521813432892017,0.03790019196757449,0.3313005557464068,0.0980482716320962,37.28020626707941,0.0036949837619310024,0.41558436419708256,3.340120749401532,0.4146794302457708,0.3083448007691076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,192.0798918188686,free_recall_drift_rate_Semantic_CMR,0.7897959205675473,0.13926304919897842,0.019416385842410067,0.9681295702596372,0.8133895674925284,0.2036069426489719,0.6951962700684011,4.229145530592014,49.239767184651775,0.02254062837544779,0.27508289508435446,7.019898967744922,0.043660322929789885,0.17335763355118505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,192.0146869118801,free_recall_drift_rate_Semantic_CMR,0.6308637453761776,0.02444131508917291,0.07789876671669976,0.5622673641618825,0.011215541753474612,0.8510324332167198,0.5610717534898059,3.545278574177729,96.08585961212574,0.007948035037957268,0.5020565155767134,1.3940282778712954,0.07999649879055304,2.14848243598714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
