subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,1_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
69,8,192.72094589143344,free_1_learning_rate_Semantic_CMR,0.5951239055744235,0.017162234694719503,0.28606133829968405,0.6472112718545695,0.038458807739154055,0.7231472648077364,0.28733014415780256,0.6488073549922222,1.4499609418610433,84.00331536221752,0.010111020408175853,0.4710494098467981,1.437063476717567,0.061074464057579325,2.5263637589946235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,350.7991555208996,free_1_learning_rate_Semantic_CMR,0.8822816972017922,0.25542662532903077,0.6780394148804798,0.6915555268627028,0.49534521649495,0.037970811181711084,0.24480489496189595,0.6471429914736408,5.645350951237305,0.08259385779681594,0.008065115130909906,0.17017737561739033,3.3131912558946053,0.0882332400148424,1.7484770724302914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,250.1647753810185,free_1_learning_rate_Semantic_CMR,0.9646194813874754,0.248390773939053,0.12046055914702625,0.8979688985751905,0.4566064109050518,0.5813528075161623,0.3271309466035103,0.8066704822557853,4.469864612749655,77.48707641552765,0.0193837041747545,0.17197099085980172,5.046488541585911,0.4013268863167179,1.2949185257544464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,280.83226990525634,free_1_learning_rate_Semantic_CMR,0.5572873699628691,0.07970903368665193,0.27142313774633536,0.6803418538523414,0.9013922042202768,0.8980014672174008,0.8851403164382428,0.7187116845866411,9.635516289864597,36.575124761417264,0.008228657755472237,0.2756913395013373,8.221721019122825,0.038827654516359125,2.5729005551473954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,206.259798365651,free_1_learning_rate_Semantic_CMR,0.9437874035271583,0.07388636839081109,0.6668957260766225,0.9867182922370904,0.7366001713935398,0.2502286864745733,0.07174294821671401,0.46957646941992603,6.750837031128945,41.95607585804586,0.0513031095839952,0.14246085331890068,6.255282548735917,0.0899433771461699,0.2952993420344212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,222.7627587060237,free_1_learning_rate_Semantic_CMR,0.743601118595078,0.1668005618335457,0.5988997228783449,0.4012972976927077,0.10600291480992236,0.6042224014670362,0.0481065861954067,0.9197664795682257,9.376824755021254,35.04267554511126,0.004190161447006124,0.4982526291933702,1.2441387105854815,0.2126725881400513,1.7918416971576878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,246.7077426943419,free_1_learning_rate_Semantic_CMR,0.9902960171316404,0.16410598941309598,0.9613364907085978,0.10363107490303808,0.5594174843770552,0.9984171191243487,0.259293350317696,0.5143359918927779,12.091853638226304,84.67021611501544,0.024902548615697986,0.18702656876917323,3.9246189501316833,0.17069562345248998,0.23888437263084059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,271.34535396830904,free_1_learning_rate_Semantic_CMR,0.5118521496870688,0.7603636830902327,0.5851719274360798,0.7026166447475729,0.30555591442262664,0.30887206563629666,0.20937136385313682,0.7011386201509703,0.284147723401027,53.20949321265596,0.017666218918225618,0.17366368592083248,7.152408308194735,0.10611085486869415,0.4320710702429551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,332.45103610470255,free_1_learning_rate_Semantic_CMR,0.6439004927254035,0.8347337496842853,0.12328998665731877,0.9169196835752684,0.6279915382621934,0.3667589425267704,0.4064197926664785,0.5546255818566298,0.15916999301624202,44.33100065865134,0.0006754825035192868,0.2977538379343878,9.94017674454495,0.15640722999712336,0.7128071630642365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,321.2816753213283,free_1_learning_rate_Semantic_CMR,0.7313570081394365,0.30409573827979985,0.6433925050159157,0.8566170161396427,0.17590178906071596,0.8655112836172485,0.22807385258276652,0.5476771597001342,1.1952171010278931,19.59446628260233,0.0018156541282178806,0.3698667766023185,2.4968588633363797,0.17665658880888246,0.1050055058313486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,252.60767109768855,free_1_learning_rate_Semantic_CMR,0.48179933666026703,0.2882520219282779,0.22791492154087406,0.582798380184155,0.22084005596403722,0.4991057150557802,0.037360631893642846,0.27327584078523953,1.0769615521995164,58.467186551868345,0.037308645156215736,0.1370207164780877,5.100033461973274,0.4539280568587377,0.5738183298805759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,339.174230946315,free_1_learning_rate_Semantic_CMR,0.8418070212499176,0.018864837030223236,0.28167041848917673,0.3737866524034034,0.5676012083775771,0.2831347577605454,0.6411817528016774,0.1404370563974638,52.968130763249086,46.790515360369724,0.00091253670438457,0.34824515743440543,4.277588494755393,0.007259665022121831,2.651028700568677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,278.61705644048055,free_1_learning_rate_Semantic_CMR,0.812726696373093,0.019925118775383277,0.7214866775688129,0.7796834839081869,0.11845785250844226,0.36385603367086033,0.4139525352549599,0.8644378494886897,9.68753888718117,47.953892425238095,0.002293488221075002,0.4194748544572402,2.313409642796448,0.46254979978429867,0.4190786790501697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,296.8019181624668,free_1_learning_rate_Semantic_CMR,0.5911710536888795,0.6986789095456795,0.3417919260865543,0.5845072771851729,0.37331788107908215,0.41146695377954007,0.8071892274682188,0.4062550222132559,25.506543219217274,0.011898914930021931,0.0010022521637889081,0.41886548690421765,3.882031363037186,0.10373860208134872,8.61708804593379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,248.7425489089849,free_1_learning_rate_Semantic_CMR,0.6502214299434561,0.44871802212970896,0.25305468561001554,0.8460880519077196,0.6194953780078132,0.46787633738164036,0.5506506160454161,0.7665389074652411,0.37030941590033706,57.04074793383684,0.015398471949528258,0.21897192902363205,8.465365095406533,0.09933991632461686,0.4901070856735128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.43320413909424,free_1_learning_rate_Semantic_CMR,0.4139870733836931,0.0537033033353877,0.743401342126694,0.2795739210626273,0.12555822313108322,0.13610054936604182,0.6967694861455357,0.8959943538968582,2.279186747577633,57.21501905948394,0.017064707434052473,0.31167153265157754,4.933724604877627,0.4448766213966239,0.15462623656376007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,246.74547156757356,free_1_learning_rate_Semantic_CMR,0.41008222258962257,0.1054432437179606,0.045748298191854886,0.32763988921213505,0.019067464975705994,0.31306278647162167,0.5219544574332335,0.598976779055987,2.5389982817255685,36.32071898666183,0.00907849492852536,0.284957778070722,4.941635449332194,0.6772967007663075,0.9378058052710472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,305.5801985669007,free_1_learning_rate_Semantic_CMR,0.6882426419590997,0.01809281221203024,0.621057178770277,0.5017659234934089,0.7994507115713203,0.5617294033601645,0.3124568410944689,0.7372899507085151,45.405589328812844,10.363985949727109,0.016532462907832446,0.16039082813160999,2.5451793855582676,0.6396114630103455,7.7077838794663815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,353.9691654546794,free_1_learning_rate_Semantic_CMR,0.7711924382465076,0.18833869049989815,0.9856859347130815,0.9688318827281855,0.32763790291019623,0.5699341561566245,0.40998133941818826,0.6152176381645384,3.457774750978139,36.6815189099362,0.006026543286395181,0.21345563309577376,3.7091610920757856,0.9015870429799844,0.40588979556638805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,324.7293693119204,free_1_learning_rate_Semantic_CMR,0.7981578631802536,0.39222352018124435,0.0681776018757621,0.7381438922352096,0.936768026039581,0.34456139756886844,0.9159872446069655,0.8141792420179113,3.437347518213741,4.175661946419716,0.002636620252908284,0.2999320170790565,8.022764157883488,0.5982578990256809,1.270181518931671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.12923370134303,free_1_learning_rate_Semantic_CMR,0.923520761851768,0.016308261684041925,0.23867088408102655,0.7591265996519639,0.04810722331309947,0.6934195267442536,0.5431629567803213,0.9138173865240933,3.917300369255635,21.295292681958998,0.009802867677453198,0.2878705791626306,1.9398589784280929,0.1412760930380928,5.755907059386365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,204.45977616441598,free_1_learning_rate_Semantic_CMR,0.7474194861092743,0.1765065545259431,0.6932606119330887,0.2995927820631642,0.3904218011698138,0.9345054910683539,0.7633475419219621,0.18545829338890657,1.1189835855328383,89.99105956454174,0.04085954810556486,0.23842002321714784,5.340001908065519,0.09619875768449265,0.3942771749009646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,249.70229265312918,free_1_learning_rate_Semantic_CMR,0.5665187973405311,0.6078369279973517,0.15222465139274277,0.4687877831774807,0.024979320412513273,0.6113253362082749,0.682765213495483,0.8480551676755497,1.4730593347450451,0.9734809750472238,0.02031689857766744,0.23957188566664023,3.0666068329771483,0.3192754037392308,0.6065727784612713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,153.22597395386117,free_1_learning_rate_Semantic_CMR,0.7584771341186491,0.22387927293085585,0.39495589994818964,0.561938003909997,0.6599176423528246,0.9466499632268153,0.293654251373338,0.9498995320245641,2.9981877746449257,95.2686583083258,0.017025985072168404,0.508716629024148,2.0785087970338982,0.5458746253746911,4.137261161732646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,307.4066837172452,free_1_learning_rate_Semantic_CMR,0.6978931781283153,0.09493245362606823,0.38973365829136947,0.9296893454013107,0.6994336884245729,0.40627145097945394,0.659642407439663,0.7078036119891232,17.77320253007121,57.871118024069816,0.0013374483543227011,0.3664318243150646,3.290449007081758,0.09095298188983947,2.293026588087504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,262.09175271517023,free_1_learning_rate_Semantic_CMR,0.4794126599775163,0.8795980421880477,0.6406187319294381,0.1461663108202316,0.5594240957004071,0.15079844301937276,0.28616652091823785,0.6520191689643556,0.5453788081599,41.18568221200168,0.004336467003051964,0.3285196058993951,5.504390272405559,0.6381690025496636,1.3840165318660564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
