subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,1_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
38,8,276.1097963347278,free_1_learning_rate_Semantic_CMR,0.8062129876103411,0.8268764683476026,0.2010193211632455,0.9485676629522946,0.5507612046808781,0.17703393434405107,0.9927069067978807,0.10780276841262548,6.101607138406017,0.6498107547613685,0.019380605734916678,0.19365060393796174,2.6304218834503077,0.9339271047353785,0.5904943114167152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.7758118504072,free_1_learning_rate_Semantic_CMR,0.6052387547740867,0.20438102579609124,0.6621883708138595,0.5461181514879655,0.4425147568557536,0.1955444872691121,0.19555415549148353,0.7285036089668362,11.276331609686274,40.77394783840378,0.0017999718833289768,0.5900162058804268,1.6694102491141272,0.7423427318981872,7.468521808759007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,359.1284272003544,free_1_learning_rate_Semantic_CMR,0.7148370101890117,0.4921983563584799,0.21848658353650474,0.8297180810261828,0.708232239638543,0.2849044875408713,0.19034663181927886,0.911894583011226,0.6103304663852498,77.9526150800962,0.004801238484805903,0.23871740524134122,7.108941778799482,0.3500079681478974,0.8413938479172076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,279.55203883228046,free_1_learning_rate_Semantic_CMR,0.8056767392829398,0.7703931494725905,0.854346793969365,0.851779854391429,0.47890409312054727,0.15030847268197628,0.8606199593046795,0.5175618617136434,0.15861004324763428,81.02831842874424,0.008193433895370972,0.22788818577072245,8.277620157068153,0.32405675724409955,0.16869423173749087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,220.94917848336047,free_1_learning_rate_Semantic_CMR,0.8423321815917827,0.7260909615584027,0.008713776450560849,0.9830230404432544,0.9515339977684248,0.2149453634198134,0.38457202205184526,0.5380520003894858,0.6624063832214788,51.2877620682008,0.038303998886594574,0.09451118377827289,9.376486282154062,0.29507566995555246,0.6712133148415684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,216.54551690475046,free_1_learning_rate_Semantic_CMR,0.624433727537949,0.12131209994687836,0.6382619240898182,0.26665409604375334,0.03516602188527079,0.6355652059737349,0.8467538316008878,0.5211867786402624,3.3485957981518624,58.80579674007011,0.03693846132730655,0.13757206447014436,2.362476979401907,0.017960813581043178,0.7461198371563924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,115.75203070491145,free_1_learning_rate_Semantic_CMR,0.5827383103060682,0.060197345149255455,0.9944941585766927,0.018259292092448365,0.5754799734803745,0.603044234513209,0.9645336045426874,0.3655512489237735,4.002285423209948,7.762660290832976,0.023287686078172165,0.5442514136734369,8.280342502742837,0.09796702527889095,0.17740313816899445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,214.70659858832164,free_1_learning_rate_Semantic_CMR,0.8965531182533825,0.2854558802744712,0.8093206319046868,0.9908504209513711,0.5596883593026797,0.4789625804645993,0.740334230341237,0.4507966351315328,3.788280379435302,32.79983310790613,0.0187839878042785,0.3225648759596049,3.4030849726011287,0.6194530740719206,0.6164675897212604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,300.25285259161626,free_1_learning_rate_Semantic_CMR,0.8293241713786513,0.05153671212905142,0.28651464756174905,0.64043667521878,0.39192055182322627,0.7154180444630649,0.9284372152296734,0.6040376708529659,12.540429238171205,36.72793910143839,0.00038633652020917135,0.4724562089114707,4.5544608443778225,0.02748767274650458,0.3630152367200439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,308.3261955779125,free_1_learning_rate_Semantic_CMR,0.5375578942180782,0.38791287174910133,0.2623685086867415,0.6489218516606816,0.3058624851746018,0.4461476674866983,0.25715708560066697,0.7856443566028916,1.388783362451889,35.69621016703096,0.03667469594186523,0.08422237226397122,7.473264215320469,0.10972891359209697,0.17340725015450342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,226.6295326743874,free_1_learning_rate_Semantic_CMR,0.606633966839235,0.10936794213330875,0.12397505233744621,0.8853696676684151,0.08114205659283091,0.8794598828192104,0.0870293587646771,0.6960960601427915,0.6868138096225351,47.681792514942046,0.01619652464648602,0.23755559922973557,2.5209240194877043,0.09993227837449176,0.6174768872297536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,184.6362005645518,free_1_learning_rate_Semantic_CMR,0.9768155067702925,0.2391922248765586,0.44135074165787247,0.7163906266232787,0.258537961468789,0.6008732750278958,0.5548952150577152,0.44644712453276236,3.696709026229321,77.90532110888802,0.040346226565246335,0.2276786400353581,4.216957041352661,0.1897245228817655,0.23592758177234963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,305.3427290359515,free_1_learning_rate_Semantic_CMR,0.5513072946590996,0.46375782016625455,0.2747833930275862,0.9249758007035469,0.3680292849441551,0.8701355433601161,0.2302042652480315,0.23762344624223275,0.806065506473665,59.07973004558858,0.006476210061609311,0.27472178941050984,4.9927947454345665,0.09305688926782113,0.4860730268579214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,276.5513024024141,free_1_learning_rate_Semantic_CMR,0.485480449287213,0.31187284560353906,0.5068602578839132,0.8044805358040864,0.06431396227059798,0.9565693417807564,0.20205036429217918,0.708656886307983,0.2211257933389583,81.86682416653592,0.01827509596698322,0.14401471753863018,2.903354338380972,0.125058758236421,0.599970724092155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,265.6471324149686,free_1_learning_rate_Semantic_CMR,0.8240342161878591,0.02739725700850748,0.49489392495755224,0.9359070126777047,0.9286783714638778,0.4914754549029807,0.3677994903420663,0.48675713883994565,18.99846410403243,69.86298934266256,0.019017969458664852,0.2338589493587282,1.8214508912968554,0.05635851546484921,0.6956594387066026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,262.72111992712985,free_1_learning_rate_Semantic_CMR,0.84321055968127,0.13740013935995182,0.8680554175825981,0.47305865108553263,0.696433721204141,0.34550700459577627,0.9235894978053847,0.6459175002383786,10.079948527381077,4.468003793625321,0.009698384744980193,0.24001826818122662,8.497746293299954,0.10089529006077153,0.6239831836218261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,219.29096739460772,free_1_learning_rate_Semantic_CMR,0.5552069224313166,0.017638888387962626,0.974738950770377,0.5204972451873539,0.4895507383622301,0.7849462423711256,0.8681237277240257,0.20629749981573342,3.538688839199679,22.754101133536047,0.04247509402536864,0.201078165213592,3.6440811151340475,0.2540414056276902,0.6704950641263752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,311.8755780008738,free_1_learning_rate_Semantic_CMR,0.7489526238760542,0.35139703775272224,0.8212644235511621,0.9525828362605778,0.9867894301244927,0.4476069108118394,0.33692708596804677,0.773539263042124,9.658659591072528,1.0629672546008848,0.010046200364188018,0.23053887370585713,5.631201425612195,0.3849541918588793,0.7814901814521082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,277.0556129658456,free_1_learning_rate_Semantic_CMR,0.6743666922720373,0.3086105150600442,0.3225952353276138,0.8713809110371762,0.3806872829296611,0.22889116051004188,0.5959732849241234,0.20039508236752646,1.1789684948013104,55.84162131834465,0.006227165645825483,0.27933982581888106,3.5386145228151245,0.4211706127821357,0.5424003846743339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.38445801127693,free_1_learning_rate_Semantic_CMR,0.7803360690686708,0.0839364690434134,0.37575562717377736,0.5318197919734209,0.34786535271370084,0.7842192389651154,0.3767359522617526,0.3798803660584872,3.409881929695466,14.009591293398373,0.018838216961535537,0.22006992338245457,1.9117509735114595,0.21906257549937924,1.8847945513153403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,262.05879427813727,free_1_learning_rate_Semantic_CMR,0.98159222095734,0.0026078930006300793,0.5200930369033014,0.5291325837362604,0.25411480268663594,0.6807121820883241,0.508985370343243,0.6486291467236232,23.57347601246736,44.31351042931641,0.008478062569876266,0.29454135215766986,1.5554249923817816,0.3931449511921685,6.829973367361072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,281.2593439532677,free_1_learning_rate_Semantic_CMR,0.671984329765273,0.8089841566238115,0.8827078424949888,0.8846492913701148,0.45281708464306564,0.7448799940665047,0.22372202282169804,0.8076851715775307,7.852920367045917,0.376781742811628,0.010090415307866819,0.2670952491214583,2.824397908653113,0.4445917831572467,0.7049748730707788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,240.65649490065545,free_1_learning_rate_Semantic_CMR,0.511349402122384,0.04350954216024977,0.9218702363757418,0.952603514149892,0.592820747735856,0.6766601548038735,0.15710776061166937,0.6606193402519416,10.22046956483537,2.1764507912137887,0.012527545113893201,0.24437046644485072,6.918625710131701,0.29762776540444835,0.2418076978392234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,279.44239956820286,free_1_learning_rate_Semantic_CMR,0.2381802917545287,0.21815891917806157,0.3246744549081222,0.26814560880821986,0.1559012199813497,0.4260955201749169,0.6258301724410893,0.5143258586806009,0.44142649227743647,51.58376529744708,0.004255117719757229,0.3335095718997252,8.460671799015007,0.25301359097629317,0.12593584710382455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,215.12738157630912,free_1_learning_rate_Semantic_CMR,0.26003055231807165,0.5503536919774716,0.6120382520893968,0.9983332247615178,0.45566571665781774,0.09724075530775744,0.7140580942493123,0.5002679000838279,0.8111778642660212,54.42069494389219,0.004131350332102657,0.4822988837135709,5.540526775118618,0.31580026629476066,0.37000495477676765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,228.47486003490644,free_1_learning_rate_Semantic_CMR,0.6701343176709812,0.05661537507343056,0.7447028492840336,0.7765390462520597,0.5733843914643392,0.9184363679890919,0.9131772393556519,0.43118947212118863,5.7030411458117385,21.330750121917802,0.01431613808581178,0.29767621180213943,6.3436652849942785,0.02771935485244814,0.5821962915825303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,305.08702898670947,free_1_learning_rate_Semantic_CMR,0.6183660148081418,0.1859423376017006,0.28335663191810856,0.7969860163926549,0.46911198685488165,0.6942877325483021,0.5496213994676622,0.6855918800352468,2.5151045312866316,0.2011103674239365,0.017099977835333957,0.1726532719338909,7.530992992730388,0.3265405501850246,0.9642418836971842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,239.53805903631576,free_1_learning_rate_Semantic_CMR,0.4809210273742588,0.07984785590369965,0.285627572020768,0.8334764369454006,0.0787199453281475,0.7678469839210462,0.3345626119956029,0.8891176952742514,3.5275537190637762,41.2901010921634,0.034089184659844785,0.12977640100801102,3.454771977715075,0.29301785138808867,1.199957718838259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,257.4354087930525,free_1_learning_rate_Semantic_CMR,0.5543418001630234,0.2987005132861732,0.3878392626056189,0.14857615572196614,0.21233164869815707,0.5859469713744498,0.6851238134000396,0.7284038301088751,0.7154505540560976,6.499655903755787,0.005452353797309906,0.3718167149881886,5.126981301906283,0.8917856881684343,0.8489083330390264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,193.78383379591776,free_1_learning_rate_Semantic_CMR,0.8587432611353383,0.14183432886144381,0.36367911204512055,0.9333902324322565,0.5383563205300919,0.0006301766139815146,0.4335634320623447,0.5875714287149856,5.043489231363928,47.2248255114035,0.030325004324814497,0.20655223495752129,6.081530380540877,0.17361748164768792,0.14972631592959296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
