subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,1_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
22,8,268.7910170682962,free_1_start_drift_rate_Semantic_CMR,0.6351260920301753,0.6434876386139343,0.9588303543603814,0.3548434708410246,0.9139138738267554,0.2075611561373762,0.13513393407156765,0.3499953455608999,0.021177833866630635,72.59874956306936,0.008073488841118526,0.24299859543820634,4.618385266794785,0.0926207056439165,0.29712377872639806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,201.8798562162482,free_1_start_drift_rate_Semantic_CMR,0.9370096043829749,0.011611804422844567,0.09536643966968007,0.5651360712218733,0.8338823780874328,0.227426427183177,0.17165038626165388,0.10174254808099677,40.86998296879752,43.670822319229764,0.008830946466576482,0.37402981530856694,1.9401433826786942,0.006455232733016247,0.27215972779596886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,184.24446134671177,free_1_start_drift_rate_Semantic_CMR,0.6558482808963964,0.017267593123107994,0.04385717082764612,0.10356530844194883,0.4424918389954101,0.24982242716603476,0.8445703556125643,0.5886214397597952,0.6309976888105737,14.749740011847244,0.02840435444228273,0.24470586586509313,2.7341751209689265,0.03917805283287146,0.17621503791505688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,255.59777734237878,free_1_start_drift_rate_Semantic_CMR,0.36042117605912954,0.24552791292119613,0.8928913215033178,0.040538516446562034,0.9422909145695507,0.4763007015589377,0.8356917244678028,0.44346584889074836,1.193178941218278,72.73852123372433,0.028782307023144438,0.20374866998484098,3.5862869979982523,0.5689688879743132,1.787708049784965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,288.6924385502961,free_1_start_drift_rate_Semantic_CMR,0.7918087876340442,0.42953423278158054,0.21561821310491164,0.7844790207835024,0.8424561508567285,0.23685892093661737,0.9781844087335004,0.3213201644834558,0.6974284822362228,64.20671644585558,0.008007872483984877,0.26138585029235606,3.378848554881806,0.07427406068997061,0.665657568659918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,342.14096123701853,free_1_start_drift_rate_Semantic_CMR,0.8148083866010856,0.4515979680011745,0.5158461191189724,0.6627206738819358,0.8534035386886387,0.2650627110566029,0.4916603078053342,0.9084595072823358,2.0579039213441135,85.00802478535999,0.008856280952319051,0.15167346438132867,6.205332851392282,0.530670207088816,0.7661220434138203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,258.4889913652028,free_1_start_drift_rate_Semantic_CMR,0.7409843184673075,0.3408396435947354,0.9139410561303081,0.7149704503908475,0.8248150966713732,0.40314455367694374,0.7084449239780507,0.31764911171046917,0.3548132829447681,29.107865828546696,0.03161087095224546,0.06960347005703404,7.800665950630665,0.9679379371421927,0.054526613809571245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,249.38060927157247,free_1_start_drift_rate_Semantic_CMR,0.9129553700383242,0.43604889456975304,0.22780196035759648,0.42590405029459666,0.8990138378180013,0.3187719611922254,0.8765017856100137,0.40117557742656906,1.4950345277437762,83.21879962995025,0.0049683486856498815,0.3158349430617111,5.550137633475412,0.33738894215684756,0.2937627037893673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,263.80083015295185,free_1_start_drift_rate_Semantic_CMR,0.591132301041116,0.49271782065746145,0.5388490626201193,0.14018420920755242,0.7039003421944127,0.9423049814545754,0.3094101357004868,0.7577602666184496,7.020813449190889,1.5296440649933274,0.007121078627761568,0.31587219937775934,3.539952236019825,0.40931634791824406,2.9889978180543277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,272.80679697736207,free_1_start_drift_rate_Semantic_CMR,0.2611279273016602,0.5082531782418965,0.32930233693439137,0.045219284403179794,0.5355011324376621,0.14416215834056478,0.3473934406680516,0.3799003922489664,0.5351512999136787,30.135290170621342,0.009123381338854042,0.29907170545830386,3.684351427329528,0.12466941565639533,0.8198174473449278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,225.69222176239396,free_1_start_drift_rate_Semantic_CMR,0.4449232412496499,0.01599071597777657,0.13434810871585506,0.13537838539901953,0.130821414191859,0.04564040745641962,0.7602396725620594,0.6964282318151851,1.2126260863617446,80.94813651442702,0.004123194746849135,0.4586616891898885,2.188977039309767,0.24947711247062765,0.38124657344356283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,316.8488588940178,free_1_start_drift_rate_Semantic_CMR,0.6757862753231054,0.356265550537548,0.4162818104850475,0.663995455874486,0.8753977711861762,0.7011703348799181,0.06767014474908084,0.6033771124311458,0.3703144785651702,96.49326794518853,0.004352722707091361,0.2847638117240763,4.282995663184024,0.6437564214768972,2.756433533406959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,197.90094616774093,free_1_start_drift_rate_Semantic_CMR,0.6865487390872492,0.20867974105043796,0.17396304786271105,0.0019647826435048033,0.754289023896606,0.27122702473064336,0.8199359755093893,0.717392249166168,1.2071419908077132,23.943993449327827,0.0025331636042053574,0.6049343795097224,2.677086504144062,0.24861287623854544,0.15151675033599776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,281.9324378651394,free_1_start_drift_rate_Semantic_CMR,0.921188213322192,0.887253987252637,0.6888324855987554,0.5363488792717711,0.8236079227498181,0.3980702610461067,0.29743382031053656,0.621992352882659,53.082216485368264,0.12935659794930388,0.03690963715647705,0.12018155738303804,1.4179168464910799,0.6295545206523565,5.519539922485015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,261.7031961702739,free_1_start_drift_rate_Semantic_CMR,0.6012947529066333,0.14614430486450614,0.42068380155511986,0.03889065996708966,0.7510097959485594,0.5950095530263743,0.5176994295607276,0.6716450177434664,8.187285767899395,97.68374878450598,0.0033075124852461517,0.5122739302511645,2.5041567552622515,0.2567209877857433,3.0802926739614778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,353.4286726475268,free_1_start_drift_rate_Semantic_CMR,0.801468170476899,0.5438464337919013,0.8343415347662304,0.12936574949560947,0.87088283232972,0.948602318250111,0.7891274578378122,0.3087896777875221,0.25021846697065087,67.56205426381752,0.0017356570499358294,0.28673266208813725,9.083942761649618,0.35614873234133876,0.5594901765159108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,277.1336323525199,free_1_start_drift_rate_Semantic_CMR,0.7381448280907845,0.8983199857772123,0.3892769347832913,0.9104051775706633,0.8890410403945448,0.3211681570565721,0.17441619646454365,0.6151153869653445,0.0897397134685577,50.02216505884892,0.003147505479201817,0.30484390456269433,5.831038540559102,0.5249123509260409,0.272175276261627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,230.79645447573364,free_1_start_drift_rate_Semantic_CMR,0.3252156203959421,0.020550439175473556,0.5880223312546511,0.4994618946632957,0.14832409300356336,0.15436755728624724,0.8184549776140753,0.25890979487041005,4.84736896685699,0.2268073826525523,0.027850416475228845,0.1078923946318655,4.7532350853742145,0.582026977168919,6.3373575632669965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,217.73434300472755,free_1_start_drift_rate_Semantic_CMR,0.554482655726627,0.09347421627197666,0.3597289339307655,0.4325065481236074,0.134479919282233,0.12388311455027297,0.9219187978412976,0.4470686858419952,2.2003605796925543,27.3677073912503,0.0691314811763591,0.09065560556663524,2.7842821284242736,0.011895876488979999,1.06334045556493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,116.3605073989232,free_1_start_drift_rate_Semantic_CMR,0.48410669782007554,0.0781264525794868,0.10958815874221167,0.9982268394144288,0.0312717617656999,0.23502604581416547,0.7604732483446193,0.8493585619697173,3.004751324709396,63.87736421513709,0.03912791925552078,0.43382921937911156,5.798217990469637,0.06744820838363236,0.25198401439759355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,215.70454611853106,free_1_start_drift_rate_Semantic_CMR,0.6520336801031981,0.3000985637150465,0.2814042074782114,0.6689574159757271,0.9252201660705395,0.125433624732798,0.6202506828931611,0.7334026849132133,2.0934495440292125,64.51394116814635,0.015176654575943138,0.30870601275625376,2.371915062937382,0.8093122833794141,2.1864329573801045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,301.052012753099,free_1_start_drift_rate_Semantic_CMR,0.9058376072266483,0.08079004346532648,0.23479123810652286,0.3224888215479601,0.5183570241868919,0.26553136713245495,0.9769762203807666,0.5914277754438942,3.3879670015613,72.56038644814564,0.0012533318516842473,0.40833255387886247,3.7351700122032327,0.2560114452052573,0.3778424411855559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,308.6351226501541,free_1_start_drift_rate_Semantic_CMR,0.6225794128510058,0.3523660595900254,0.32242684276677036,0.3137885087008182,0.6700871016853788,0.06094637052795693,0.43817595259628483,0.4704054549398733,1.3832113514223607,37.757090617333375,0.02422974115467008,0.07441222569793027,3.5093743347156394,0.17327720052339074,0.1667587750839008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,227.22606379382572,free_1_start_drift_rate_Semantic_CMR,0.6574660657190167,0.01496374497230235,0.023945890801342462,0.26866912632861856,0.8124003904940866,0.4439741135975147,0.9667875026154932,0.453137328639762,1.6445110915616823,53.51605841967755,0.024970508488819543,0.21713030030050806,5.977471579624649,0.04589504080402457,0.2847344073045308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,184.64122435749582,free_1_start_drift_rate_Semantic_CMR,0.975496400255244,0.682757226420637,0.11378237409151337,0.36392709490620073,0.5448871078770303,0.11745975129216046,0.37236491702646085,0.9051643698817737,2.6627268342433297,76.04679099510568,0.026697619851345666,0.24932564739182617,2.6845644853654886,0.03570575735225845,0.3597618001645291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,304.84777283823973,free_1_start_drift_rate_Semantic_CMR,0.505050574822575,0.1280669434700547,0.5757876918889482,0.0788530501535028,0.9567463966571534,0.46792384237314766,0.938620489355332,0.4666519040021923,1.0277362113379027,88.29892749552351,0.0005410330847417932,0.46566770541952973,4.233915502997601,0.261364122652867,1.541975507940922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,273.2829096270913,free_1_start_drift_rate_Semantic_CMR,0.43542721501004733,0.16804114332991077,0.15667538800940167,0.8289281343045769,0.8903875762430993,0.6328373597683157,0.8981534090129293,0.5966708151425208,0.19890440478366145,61.429625411873836,0.012414231367659179,0.19329495932598384,9.31415681394543,0.550331389103757,0.5315943797483245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,260.782419858601,free_1_start_drift_rate_Semantic_CMR,0.8573942704361661,0.13036980236014878,0.26670678602385234,0.6626769961681299,0.6984672264862599,0.1739657556198193,0.5342284129069378,0.5832338503590115,4.626497995204801,28.36546694212789,0.01600596399630444,0.24612293065676027,2.7559541436630823,0.3455010445389133,0.0803930076686532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,262.6472820056501,free_1_start_drift_rate_Semantic_CMR,0.8030492250510283,0.2971054764144505,0.6217561287818532,0.7178627289566116,0.49141676023766345,0.35692208744380255,0.09961608688713264,0.5642657499242985,1.982390552423169,53.35182982604818,0.006951268086599072,0.24995968852914974,6.64241718180503,0.09844766896953999,0.5346044261991887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,224.00899010922961,free_1_start_drift_rate_Semantic_CMR,0.8177794990390117,0.650847927130084,0.41871815945245444,0.5165282487656803,0.5787346683653586,0.38831059510993193,0.7760217102076414,0.041305817504615816,0.06389256485884687,83.89685233017899,0.05882984612234943,0.152277339285547,1.4262045877154819,0.39536122248963546,0.49030061337760067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,309.76033143538564,free_1_start_drift_rate_Semantic_CMR,0.7511676667229059,0.017927528306899143,0.9912912472643803,0.2312362103077984,0.47195226480073504,0.7105322006548407,0.6514857604566506,0.6313561359771298,9.034036878845043,1.1598370890192626,0.004980081407415349,0.18987814639518774,8.702391057589868,0.4369831047598396,0.8730745738130405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,277.1314975341671,free_1_start_drift_rate_Semantic_CMR,0.8383100393170062,0.4145137810309351,0.3881738619303383,0.3255927471289111,0.278101465901178,0.19560893027218457,0.8123925932451644,0.7123620509415122,7.23234980850555,1.416392621022385,0.013104941945456977,0.24518963103233762,1.829038506419167,0.4951793593318872,1.6422553026309137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,253.55095458717176,free_1_start_drift_rate_Semantic_CMR,0.8471192955512542,0.23881009388637456,0.34367007016504386,0.8169066885055306,0.37497435299779014,0.4153076593117774,0.7513534014807521,0.1858435477102875,0.3856522197817267,68.51838065374287,0.009398850397994655,0.27642026382950413,1.4909779354304755,0.1360406810312616,6.269578548332096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,256.2108758651233,free_1_start_drift_rate_Semantic_CMR,0.5077691369058501,0.22356158818533955,0.9397504037975671,0.4570005336129524,0.9223167491965893,0.22957523401006052,0.8042380684160921,0.4644026623396437,0.5996103482515736,97.17576481887241,0.034728274636441625,0.1753959724885572,2.8226763658099365,0.3545880073408593,0.6271260155563132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,282.9305112046808,free_1_start_drift_rate_Semantic_CMR,0.6553640482633065,0.6049560684342842,0.33164107846592694,0.9360083464483286,0.7184836343830984,0.7619395956333319,0.11734501142380971,0.37522788151289405,23.558096824874188,0.5401762159566985,0.02480788086045005,0.1704341743469442,3.3240617688560317,0.37281100052843774,2.303956225694898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,240.47538679588942,free_1_start_drift_rate_Semantic_CMR,0.5496182200717726,0.17515694591247838,0.6357924016947991,0.8777486240742836,0.7877218285810651,0.093965892201203,0.06429387141539417,0.5145147812738643,2.0513745151209264,55.71903472433406,0.00571582016938138,0.3072242628389885,3.7112575741391507,0.5773559230724151,0.27740368877178145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,280.23466426705755,free_1_start_drift_rate_Semantic_CMR,0.21599898813355028,0.12988499256254976,0.5403821802292812,0.22008208914088234,0.28785722205864517,0.18189856105576446,0.03877174009700313,0.9513422178958338,0.44101749751818886,24.543679695443878,0.013927136389436157,0.23842055689443598,8.701501327989428,0.6098474320492024,0.07948298617210003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,219.1278011981791,free_1_start_drift_rate_Semantic_CMR,0.7516487250805147,0.16634777673922713,0.9813549815984831,0.34044472201586706,0.8296560074364243,0.6945908810597988,0.7372382788582801,0.9224471578117728,13.741978549884351,70.32146363738579,0.005013791401353107,0.489007803503716,1.1389992237511288,0.7100480189158405,5.694068707438728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.99385746122556,free_1_start_drift_rate_Semantic_CMR,0.8353796038389978,0.17597578876447378,0.05715007347691692,0.7994247805151108,0.8198783959412945,0.5808040033536092,0.9644018263228433,0.9952190807489047,4.182802834291891,45.329806529034364,0.004354363907994652,0.40451471389116467,5.858364949017795,0.1426007482023683,0.49135264616420127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,312.2626709949837,free_1_start_drift_rate_Semantic_CMR,0.7081132916080937,0.2719703063701399,0.46185590120507153,0.7179579890275688,0.8599851069516105,0.705907803750801,0.8269520418369389,0.7209556965872939,2.485775282716567,56.269033912241774,0.006802554436223018,0.22653915917546108,8.608473431639494,0.22061348414755644,0.676198289499653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,240.8677496620316,free_1_start_drift_rate_Semantic_CMR,0.5258857857985013,0.008579290512370163,0.19820642735212524,0.3840515852686905,0.563808428689133,0.14915436766169166,0.8265223828058588,0.3320848490393199,3.956945428728517,7.7937883685163385,0.032246958615491095,0.15334029951428096,3.3359845904204857,0.05227290362965015,0.8730236377255141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,255.1305966836885,free_1_start_drift_rate_Semantic_CMR,0.39430405297152404,0.0413321811708427,0.7497159403252475,0.638050744034395,0.15787696789756217,0.026267913355270733,0.18005979433465374,0.5627042044390169,0.02549145015306209,45.528281404495594,0.006737825139648657,0.3424667234254759,3.281568449498212,0.19670813128263692,0.655274515508161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,190.89167527136965,free_1_start_drift_rate_Semantic_CMR,0.8292916559279688,0.0619768972403969,0.09772022170052169,0.01400262227074589,0.9656978746914039,0.6267715734279349,0.6158638952394602,0.40087872943760355,5.20209002811923,70.77740467915146,0.018528767285532988,0.28136223570323526,6.149591958339,0.6205785724706141,0.14643154867066954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
