subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,1_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
69,8,193.1761396975137,free_1_start_drift_rate_Semantic_CMR,0.675636319133562,0.12096042716504268,0.010904586536030214,0.40770474076386104,0.5205490470153111,0.06015761599973379,0.9623373429214759,0.5184919255955619,1.2814222834081264,76.39341431632259,0.004363862353554793,0.5904509637195448,1.618642255671368,0.03782666443589089,2.0786202132071785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,349.97193342813097,free_1_start_drift_rate_Semantic_CMR,0.7658698006068914,0.38697593655782725,0.6214420921491308,0.5844496410589138,0.9193635309683614,0.4725225662383138,0.9928612692823391,0.4890848439845886,1.30202636751158,76.33410843804651,0.0038086967863293353,0.2450632064141658,4.507021052153637,0.012207085715865817,0.7987259238968711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,250.04977833639012,free_1_start_drift_rate_Semantic_CMR,0.9630156087557505,0.035850846044645335,0.04859454131377866,0.3226336234927435,0.8816466453672966,0.6783474428692935,0.8599710970390886,0.375511704284436,5.834747143819428,36.30186490399576,0.019799665815139422,0.18668610973806388,5.533152740140603,0.41630034863892035,1.0846979379697146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,282.7088867669053,free_1_start_drift_rate_Semantic_CMR,0.6109296493917564,0.0975417887600612,0.12431753889473857,0.6692571405625021,0.6119001960460273,0.4928288935441234,0.665946528469903,0.861284412716198,6.827164816423206,42.94811858551944,0.007761664887892983,0.2245561664665372,6.089032480183487,0.3179041479160969,1.9612678019707728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.0584458888519,free_1_start_drift_rate_Semantic_CMR,0.9239385968463552,0.5419222897203272,0.529118125424132,0.38251559238959226,0.8645177759454203,0.19139953272395882,0.9013372610121775,0.3540365498895642,0.7310059999626191,40.35736384142263,0.026734529243305993,0.19705880765216932,1.9725856528656154,0.09310030567484512,1.0776662035469413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,211.22486400129694,free_1_start_drift_rate_Semantic_CMR,0.40483973088392783,0.3052650344882032,0.8269824172674898,0.12926875873600369,0.25342249252826143,0.15034054676251724,0.8491440196381514,0.7881289585436487,0.20113834995409263,98.2503208029268,0.0013969973006511816,0.6558391858699766,6.578967288386272,0.3939910595539983,0.14370771284836437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,251.99890676394466,free_1_start_drift_rate_Semantic_CMR,0.9589825821699434,0.33671072785779177,0.28633504197023774,0.45514649033018306,0.2702776648555256,0.40401163181256455,0.7412419504442229,0.03702414053674036,5.5276424676161895,4.7181727168100736,0.03284248853182259,0.21421787337599163,2.614257355297207,0.03729642492302315,0.6474012156841216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,267.7926685837585,free_1_start_drift_rate_Semantic_CMR,0.5281320341393002,0.38323730568340936,0.8963800310873818,0.5231966400849773,0.7084225909224418,0.4838479149311048,0.16454600490086338,0.5353392953322422,0.2680342130719113,59.974766851721775,0.01714004230373599,0.17801486797473856,9.650975122904034,0.3204718459338028,0.5014250287937823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,335.5135734098953,free_1_start_drift_rate_Semantic_CMR,0.7692757043405947,0.9101680986591894,0.8578129529723914,0.10059343616860424,0.9887970790406541,0.4936024466199122,0.389108350635942,0.8889620141224228,0.010810652856443528,33.640529132654535,0.0038877592738414276,0.20136514847936515,8.669852587791766,0.30879873061107543,0.6649005028062743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,320.6306024607822,free_1_start_drift_rate_Semantic_CMR,0.8165688398471909,0.11447061483616716,0.23476569741359288,0.6480345629215027,0.8564077101276621,0.30882980478108457,0.21194058819629435,0.7695382506386155,1.2765911546287114,2.018529210945971,0.0014557772895580356,0.34914894460275026,3.979646725528809,0.18085632086272202,0.23063270918518342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,253.2506190766262,free_1_start_drift_rate_Semantic_CMR,0.27121049237328154,0.23017263604737737,0.6344082341003896,0.4717483673696897,0.3122188079169298,0.17915903511959436,0.02538241423473625,0.26187484305188985,0.3184237446646492,13.41370372241122,0.015560335114091939,0.2307960438354506,3.7593263521044715,0.27079639753003454,1.2506306318782947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,339.977379014777,free_1_start_drift_rate_Semantic_CMR,0.6311813926249921,0.29327573164085363,0.2155375817590391,0.615976135696763,0.07933911790396059,0.6875970702886575,0.6600664689809063,0.8962778709968564,2.5070203187035176,64.7462273421721,0.005436896073032271,0.24315202447514483,8.184684610134717,0.10925549326536727,1.1288945431793822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,277.9939324562329,free_1_start_drift_rate_Semantic_CMR,0.6744630767511233,0.8362234338320904,0.4924849896831548,0.9718654440637775,0.6384443482771538,0.28752888702815776,0.9097993557204179,0.22831205956204065,1.82866986645128,46.48471969069333,0.001029194609782956,0.482175392116542,3.10975545884555,0.3138729921226544,0.7813574899189271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,289.42437248804015,free_1_start_drift_rate_Semantic_CMR,0.5733015495565129,0.26146107812396646,0.8933256446801736,0.32930495186350406,0.5907000857532013,0.5341480769788673,0.5143821171780701,0.8022118390910277,0.2940520641370341,75.50622058597006,0.0003561927558188849,0.46006332924505866,9.839417917968273,0.06316196417062758,0.5313260831001712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,246.40969579781475,free_1_start_drift_rate_Semantic_CMR,0.6905580223863158,0.2204558759686801,0.8573797492952355,0.18453169937939512,0.698904841161925,0.20660247536215337,0.7561865840339199,0.3614903478458391,0.14603992554869905,48.588807963587136,0.013294542448499702,0.24661845387849013,4.477095724400342,0.22526540063319134,0.4451671592473252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.31248939857755,free_1_start_drift_rate_Semantic_CMR,0.3659358310486781,0.0033785621767087326,0.22163386056335188,0.8007565609769722,0.3290006215291964,0.015177161032288389,0.6975121009967996,0.5745937659263952,1.2003838302664178,13.575115423782606,0.03140856455662805,0.19808353697957592,4.003263945341954,0.5936462029939691,0.11158640075039727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,246.94474620839136,free_1_start_drift_rate_Semantic_CMR,0.26885789829772777,0.5598625707557939,0.035809092671778786,0.10659322865852378,0.4563056448948851,0.11950396079655251,0.41104528177180816,0.7623631874019745,1.0653284468001516,50.18642310314966,0.009494322437384684,0.30067636367573414,6.686196547774693,0.5241138367232714,0.8592705886096539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,304.79014942153,free_1_start_drift_rate_Semantic_CMR,0.8976079105790982,0.142880696003792,0.11765656413624803,0.4475655064133207,0.7600852218149027,0.8020896788587556,0.6220209013360347,0.6187923415247738,31.412774845733498,42.730543262023595,0.01036579184364983,0.20023142495598556,2.962682250312077,0.288038755230259,2.4594943142589685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,356.97506178892974,free_1_start_drift_rate_Semantic_CMR,0.8163209537918243,0.21094617282700667,0.0009445175193566469,0.9209843127998092,0.8829777238965264,0.8097834879239484,0.5525409554527203,0.8134286002488107,11.676355943148486,0.8155978540471125,0.011247273750460751,0.17776836404472451,3.9586769121366054,0.2818331325278931,1.3737221963948403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,327.857350304179,free_1_start_drift_rate_Semantic_CMR,0.5554176861397793,0.37769031999695285,0.18054230758561696,0.2602375573895045,0.7901619071261954,0.4722581281377353,0.7391820554560746,0.7036987935667663,7.523841092743247,38.25117948266501,0.006899721502124367,0.21471296722324595,4.8450997450486195,0.9287886038452962,2.167889557168403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.20991930197994,free_1_start_drift_rate_Semantic_CMR,0.8267501382068523,0.18068215748967292,0.5295939734462174,0.21639056544336444,0.6851295783384751,0.1691971685798545,0.9302741062222712,0.6189696129544657,0.30100039951959445,78.33830708166039,0.013258177941337879,0.25883296089492447,2.5154002160346782,0.14930330411659792,1.2981275675247614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,204.1332529463936,free_1_start_drift_rate_Semantic_CMR,0.761618348786753,0.18491919105813232,0.020290264614620246,0.7650881326877597,0.3138060032849007,0.2887993779503618,0.6709864408016089,0.6917787722125806,0.843481009697399,46.54089333252381,0.010665823150390996,0.34794073485579347,4.445334609647766,0.036641365450949204,0.2914209510186314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,248.7676510245613,free_1_start_drift_rate_Semantic_CMR,0.5752692518309037,0.4822957760850531,0.6167036916000153,0.05250092473629436,0.459645853040609,0.043889175958088056,0.2511127123114738,0.9524771489316508,0.6193273446369361,40.531106985023676,0.005345810327805733,0.33334225003244544,3.2605946811004936,0.10186248357517319,0.35757356333170076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.73093920056104,free_1_start_drift_rate_Semantic_CMR,0.5591782289517393,0.20332729695740626,0.5521750096604898,0.07027453763539715,0.9740633568333334,0.9968692693415355,0.866249984507272,0.9134745207686119,4.596304426186947,73.83787789248495,0.009879290149985065,0.6027041241539157,2.3544730299072003,0.4507346697431861,0.8447178430353084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,302.0886391499965,free_1_start_drift_rate_Semantic_CMR,0.8469001318448084,0.08188647466024723,0.053300483883194194,0.17873334586407563,0.8599724128042006,0.9273173251091387,0.7341699347200006,0.4108960819018845,24.20266501465515,0.8179858273366847,0.010558364601526538,0.19778622754711517,5.941713117655931,0.03034404771524918,0.9625542037763619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,260.6403454503843,free_1_start_drift_rate_Semantic_CMR,0.47945086772604184,0.09232778885527992,0.7394098210933758,0.5844500602491686,0.49871038385292066,0.6018272205592392,0.024051598573617772,0.628274801928461,1.2594673589627021,63.2802324214037,0.014279595867339845,0.2377433673084166,7.1693765572948625,0.4239194614264348,1.681947450691399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
