subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
23,8,201.4107431258673,free_item_support_Semantic_CMR,0.9084003275308727,0.03300154044978515,0.7983103967457646,0.4125295053882753,0.6128834988640932,0.9214889214499149,0.7463461664112971,16.271988167150397,1.2245757614330444,0.041838906817026233,0.21277810203701986,2.2843916822375965,0.019217991287864666,0.44201350395242667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,185.0041548267215,free_item_support_Semantic_CMR,0.7373928793165697,0.014886374385050936,0.2244433440505936,0.23540147736020806,0.8539369412507197,0.5394026691131036,0.8152148178041531,0.41756521504350413,90.70017374132001,0.01885281163537489,0.27856021195646824,2.365687939069234,0.04110529824138312,0.20133622665642886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,258.35504577826845,free_item_support_Semantic_CMR,0.7549606194800516,0.6625381393559076,0.5295413732435997,0.6086185572308421,0.5346238540477831,0.4476013828211632,0.49318094538573626,1.0358913196448492,68.29370621788115,0.019192693274878637,0.2140909148876439,3.950193147615814,0.6605362633896676,1.3128029628435067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,289.1207217116961,free_item_support_Semantic_CMR,0.7461752442043117,0.12695311075491827,0.6857597326479042,0.4119133967922497,0.3949783273508429,0.33410312922501306,0.23856294936142297,0.8357949088160552,88.8754858181633,0.010442543070128929,0.2490150111228875,4.144523061841837,0.03041461744281032,0.8794103606527228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,338.4045953655262,free_item_support_Semantic_CMR,0.7301629606416107,0.2527075226549982,0.8520100316950241,0.719904962075707,0.17807693928633533,0.7445016284380485,0.810963457332695,4.117487494748175,57.23106435144757,0.003390819557510194,0.22014715189678835,9.22894870090275,0.10409553658644283,0.9886082700278989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,260.721216604283,free_item_support_Semantic_CMR,0.7345700865355052,0.13509650330006856,0.7856900835402697,0.4582246725783242,0.524397033354818,0.2435682460344311,0.3757391445642598,2.9501955827218396,54.18752608217814,0.06240600536778107,0.05440852915103456,9.712160647320061,0.8484022125962891,0.1784010653238708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,252.64622971459804,free_item_support_Semantic_CMR,0.9201436538153345,0.1112413075263658,0.5830222263901561,0.39677252220158177,0.8489033952351042,0.9136740167998298,0.9286200092925374,1.36812722012872,44.22958465516963,0.009189238097427943,0.2664777232854725,4.372144583189584,0.061296948521758765,0.4717667758832631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,264.14759194034895,free_item_support_Semantic_CMR,0.5857361542635935,0.4001337714754566,0.27392153516283135,0.7813235847185004,0.25349005465432844,0.5681001845075208,0.42402032491001107,6.820300178799535,68.09548900996569,0.0018189368203752054,0.42450631404841843,3.1627948010539026,0.3697377430133501,3.3057078178155432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,272.22562734887595,free_item_support_Semantic_CMR,0.4083121639016487,0.01521105680925472,0.1535378240816136,0.5763033746269045,0.6388743968546557,0.28055132016912576,0.7654130496439033,0.1824377643577435,87.81977466441509,0.011252009337316349,0.2694709143769458,7.716373486226688,0.5399641586682882,0.7466800521628336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,226.54577680614898,free_item_support_Semantic_CMR,0.38204021466642035,0.10979423128149285,0.35537080790421566,0.2930370157019404,0.7822275456392531,0.5647255972486052,0.44952239584543124,0.5709259706629197,39.75637555942866,0.0071541525918319415,0.39834999599335674,6.811488073590014,0.15199180365945503,0.26750017814729254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,313.84697069904,free_item_support_Semantic_CMR,0.8086899694931521,0.20912833882640702,0.8370086708352338,0.6235831799197062,0.3050068884535463,0.7271145466274719,0.5923930635530534,0.16441440342511981,83.29200574676581,0.007178477411059925,0.2399253740916949,7.367590066432528,0.7486921852600115,0.5119014184364339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,199.38714614936112,free_item_support_Semantic_CMR,0.542272373544553,0.07290905421649951,0.5243150592831317,0.40945162232700455,0.8349627411990488,0.8797747024972411,0.35511141259336526,3.796105874495602,1.0578842703605886,0.003504523975899121,0.5920127447251051,5.632353725717718,0.22742991579180316,0.20556632829394594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,287.10627608097053,free_item_support_Semantic_CMR,0.4777614799214488,0.36272577674554335,0.7597063322236789,0.708232081034381,0.1991516208231949,0.43333537144265427,0.7272264491896374,51.0381527579795,0.45782139372692615,0.014685121964528041,0.1867977321107155,1.9215877958205692,0.49362784424223705,8.271715776658862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,261.55488202220005,free_item_support_Semantic_CMR,0.34887624518056204,0.2703881308490004,0.037077875415699735,0.09954482346080135,0.18245389671288087,0.5085786073624333,0.5991671307842337,3.633847172361939,63.43691891678198,0.0049837819229197056,0.48175419937855146,2.3404814244065166,0.06942429703076253,1.6954649503120063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,361.28486700982,free_item_support_Semantic_CMR,0.8307582174048838,0.8309446733004875,0.9902996580012629,0.8423737902937869,0.5824600683772445,0.22339069215883167,0.22122637088955555,1.421815187734623,79.98939621464692,0.0033128621790760593,0.25283993539891547,4.9543219774776786,0.5401512685387766,0.6361740001397003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,277.848306309246,free_item_support_Semantic_CMR,0.724804209386506,0.6443170914243732,0.8248004961562598,0.2311774856454341,0.5761777141829998,0.6901269726513467,0.46998000660922074,0.04715986640913172,86.04128930698697,0.008469387809661999,0.2279639733214447,4.868797736916351,0.7892377487428633,0.2372877198968668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,226.36195237550777,free_item_support_Semantic_CMR,0.8251768652311504,0.1939717192368458,0.5568407163048429,0.7940238152370537,0.2263028953898889,0.5102188802869623,0.21135879319400774,10.207827240440885,0.2859310641722388,0.03221262222566962,0.08994755922381525,5.842512611391834,0.9144740737863373,3.8875661849528425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,216.5012130673851,free_item_support_Semantic_CMR,0.5947742093918433,0.05241950209565184,0.37390465596676437,0.06039821491893818,0.5891729593932024,0.06329031384787415,0.8106243842895273,3.1996146757191672,50.699911719613816,0.03109915618904189,0.16881443707392504,2.5955172394633452,0.007043667783779216,0.7791290809600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,121.55197575101084,free_item_support_Semantic_CMR,0.7265992019069093,0.15122405693053392,0.4520552464584612,0.505148169271209,0.49815271203791317,0.7828896725173323,0.8683396940085693,72.73631288389137,0.020369229898953733,0.037020570030850575,0.43408954796842725,2.3894970772554966,0.5076962397676543,7.638269085040115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,214.05934704499052,free_item_support_Semantic_CMR,0.8435175280168987,0.3493659984669842,0.9120486713951401,0.6460854895333874,0.3372157238452558,0.7875148281475035,0.9269608313323898,2.636466378078765,27.649384750464723,0.015619876599289872,0.2960803444139364,5.631727273787793,0.6774970976603397,0.501513752544569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,301.67113615380794,free_item_support_Semantic_CMR,0.9223494879308116,0.01820842929486425,0.5045895912039622,0.37261679474929765,0.7419041365368437,0.9404534101889442,0.8106788702366233,22.961406096136027,54.595013710132065,0.0027982591058213495,0.37174810118476603,4.272846187978396,0.004026938721597913,0.499401265969643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,310.433463137849,free_item_support_Semantic_CMR,0.6624276029099818,0.2900898797112108,0.5669692031231802,0.5242657274187523,0.7856964426290597,0.5733404613589784,0.7411603499554527,2.1652034831733147,18.92371643017349,0.010144942891676834,0.13969267398861973,9.169499346049918,0.1623014420040711,0.2401863822934498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,227.5628575508879,free_item_support_Semantic_CMR,0.6216734793654892,0.5194438129620543,0.3479747744699702,0.3308316554148686,0.681108804746898,0.6571988236524777,0.39729469213330065,0.021118543072709883,27.49385353958951,0.015403412398113547,0.2544492548739088,5.527789509891084,0.13616949676987156,0.3215251500370977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,185.79156156127206,free_item_support_Semantic_CMR,0.9695479520333237,0.07549761057200549,0.37877051212068763,0.03661822684400612,0.46224461249586296,0.9596163217878125,0.13295127030661696,11.101978255620445,89.78598492046486,0.030186565546841793,0.24196646708001168,1.6955472991178722,0.12938278537091025,0.8691209796365289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,304.1604305851439,free_item_support_Semantic_CMR,0.918735247514759,0.4172732561680403,0.9902794754027253,0.6397446135775526,0.6508600196740639,0.1269586186564748,0.7671779278672658,1.224971897889148,13.498145016165509,0.003543996533682703,0.34544664600437347,5.348940545134653,0.3136392406869122,0.2375866479052755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,272.3480215231835,free_item_support_Semantic_CMR,0.6167795824447329,0.3753257596199801,0.8824648628986203,0.45032548461051114,0.17507281787609402,0.7343306765305554,0.550361782319973,0.8129196482040655,0.4696365868028991,0.01765131565740302,0.15727269668152388,5.274386807047647,0.3048970576780954,0.5986116860719717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,258.10742047219753,free_item_support_Semantic_CMR,0.8583990939488864,0.09908070146281608,0.6525519389250537,0.4745873887113565,0.6379077740965665,0.2896520997267629,0.30637833117842717,8.854738675135204,10.459409965582243,0.008281892619219092,0.3138419351323054,4.609553901186799,0.09201421444120228,0.12976856616239046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,262.3891697572745,free_item_support_Semantic_CMR,0.8499625391671202,0.1369834139477597,0.7456308114911872,0.8495756457778552,0.566061572828309,0.17811391090519185,0.5790181705474372,9.863177540107735,53.689158015957716,0.017766188852760545,0.19644560987618398,9.895116935929392,0.028704167720349782,0.5555127713290329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,222.7289850748365,free_item_support_Semantic_CMR,0.4279051345287628,0.4971747340722523,0.27908279112908013,0.01659482898063047,0.324005902093509,0.21272160457347805,0.5639191883403731,1.441792987543451,49.99582812338041,0.03648387750196391,0.15351495003160398,1.62572572092814,0.6851158820614224,0.6108897139843101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,318.9198509015971,free_item_support_Semantic_CMR,0.8710096811323005,0.2345450164787607,0.9012850759485473,0.07342275498136369,0.6883718176826543,0.9015066261381819,0.3253286216032354,92.22125763400712,1.0129627187740695,0.005155426523854312,0.16571203718666183,1.7652713149184636,0.13927624535650723,1.7644137836695113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,274.68409172342876,free_item_support_Semantic_CMR,0.307257663638868,0.4067728186375798,0.9052813347434787,0.33537792611366546,0.36283407845284416,0.6426383383925285,0.23056338079749816,4.815872807681764,0.8702710077091638,0.008914889716040375,0.29158442977169763,2.7851541405055356,0.5930868893225503,0.9588372106527956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.98586386860728,free_item_support_Semantic_CMR,0.893424781787642,0.062226239198431954,0.7682458284848407,0.10751641220683955,0.6178884972108576,0.6907829210207392,0.2307659616259573,1.0904566195469059,75.22409905709495,0.014531918194195415,0.2574758023160184,1.4451405852498627,0.14535373971946375,0.8111419516135943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,262.38547540967204,free_item_support_Semantic_CMR,0.8066532254503067,0.4150713346594827,0.7959268493385263,0.04453379404148067,0.8751088327280307,0.5185077016390902,0.4182623569688509,7.147751841794609,82.73945192880785,0.006006578968798304,0.32864090549591296,1.5489952422379565,0.7319503463085367,8.776381809996556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,281.0110079538771,free_item_support_Semantic_CMR,0.5144970655695882,0.6985867132942059,0.8271709555689031,0.7479738002601473,0.7098579785365272,0.3852233502531721,0.32749459436254036,12.04186266365096,0.3138449530720635,0.014884119324697798,0.2194859360440784,3.820914918059471,0.07066537889191166,1.8244555971754215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,243.90564458901952,free_item_support_Semantic_CMR,0.5955524446037561,0.06374527257972223,0.8990844746166919,0.07941911039552058,0.8882530956724699,0.5922115715958491,0.3595834598094372,4.508671389557264,45.035425744372816,0.02540644983597623,0.1863783205611096,3.2894516476979936,0.8624358795564657,0.2189831742128776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,293.237778147846,free_item_support_Semantic_CMR,0.4782312272578595,0.013680794338182423,0.5942724774180949,0.20786636574308226,0.1766069329577193,0.7500372976630097,0.5106295731009844,5.0516289063894035,5.634387968714108,0.0415282172543861,0.12184525454558592,1.622127133104439,0.39053413906988127,0.6347997369633207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.4056454392013,free_item_support_Semantic_CMR,0.7492466979647511,0.3139411356409868,0.8118722852245465,0.08980826128292613,0.6547891321993335,0.24166792979115093,0.9562993554672578,14.823049660349561,52.19947869363962,0.0014331909017037403,0.6417976657035585,1.129472682962112,0.6745789021163013,1.3631784844183392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,226.2173087593236,free_item_support_Semantic_CMR,0.9256677070881907,0.04425995110813574,0.9345099059279425,0.3186607361700967,0.9421969755029909,0.3802824041299641,0.8755675543328283,4.498155605590732,61.56639411757765,0.005509604297520787,0.41207171733874226,3.8768995511180244,0.05746629071105819,0.174948810889072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,300.6439229933918,free_item_support_Semantic_CMR,0.63348926617972,0.05588379468268556,0.5338081960253966,0.615748392597347,0.5154850435703981,0.30023045061305664,0.2791199003212528,8.262817540698066,0.3885587449877761,0.004070272733904923,0.2389759754443288,7.159758269036155,0.16949231597116937,1.1129005418809577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,241.55976688341946,free_item_support_Semantic_CMR,0.5492568438922258,0.006172151716683794,0.7178172078398708,0.07123672063319025,0.286560859438741,0.8048574925887086,0.25712329638349357,12.477909422586256,91.94527066072396,0.03395179134555293,0.17029052230307873,2.551871774992249,0.0723106709970398,0.811825465983444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,258.8107206338636,free_item_support_Semantic_CMR,0.3674838507747586,0.09926173036708191,0.328491389443345,0.08727722612560523,0.45068881499814545,0.9245462061277878,0.8683382613558177,1.1923372268149848,6.256823548908649,0.0018483951200722326,0.5006591918171868,3.822814871053649,0.13153969472774213,1.3765952032043165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,198.6131426672607,free_item_support_Semantic_CMR,0.7689611836179987,0.6146598838143187,0.7552127769724087,0.4295209206394779,0.527986099755873,0.721656387100796,0.2767235004986392,1.6533246033218632,26.645754810248235,0.011863280126676201,0.3665412107587951,4.708244672937599,0.7576395782645492,0.22737778508068374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,193.5067366524127,free_item_support_Semantic_CMR,0.6927577768383252,0.04216678123747213,0.42203115936928715,0.05786960077417085,0.5547680394295487,0.8879399743169027,0.24401175845489637,0.9656050127019495,97.24176935004105,0.01343557537420565,0.45592400867628574,1.551416088716559,0.05578288115517037,0.6348955096690566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,345.6517740050608,free_item_support_Semantic_CMR,0.7798174517783635,0.08919130294420205,0.9019175067745406,0.22956269521395706,0.27628391323018253,0.961072021690802,0.4028881146693548,3.1855749379432723,0.2759382260807335,0.0023184229662383494,0.27188557142049463,4.324159414720701,0.2762789112339808,0.5464902564742207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,250.40416935272958,free_item_support_Semantic_CMR,0.958993620082218,0.20729748348458865,0.7176104172075365,0.9357132563823112,0.7235030825663983,0.09213871662448975,0.5838590688011946,1.7353701901940681,21.676630407395226,0.028085315810899014,0.16212216281116643,5.428209191164459,0.22762069755377778,1.3953730543898213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
