subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
72,8,279.25790236594077,free_item_support_Semantic_CMR,0.5299221901496916,0.13400859690292594,0.7544331999978644,0.49653836702058046,0.9918945619138755,0.5549176295406315,0.6778185901533406,6.033394618763083,0.5104710800723069,0.0030125922194643717,0.3266086289003942,4.996999261064912,0.5589855586274287,2.422586917050152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,210.43210825852816,free_item_support_Semantic_CMR,0.7915861484415452,0.3715526892059924,0.05126949706220396,0.04296011180529641,0.3213222579680879,0.8991110727478455,0.2576325442634469,2.1456487421896995,18.136304746565244,0.01689883194828573,0.2348929563659361,1.8725765819009697,0.772048454750713,8.703242839961565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,218.14507670247093,free_item_support_Semantic_CMR,0.8979706773771683,0.6597989904309565,0.5389248348681213,0.01692015535061625,0.7969926575249799,0.6742989355771256,0.4676124944601881,0.8159602634250476,83.18445035377951,0.007198490584810313,0.4833608375144651,1.0220155550596637,0.037304565605192797,0.28536612633762726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,251.87828634649316,free_item_support_Semantic_CMR,0.9759019709634995,0.31752573038597953,0.5702998372188086,0.06422339554164425,0.7148851837764489,0.24912457604547678,0.07765901769828093,3.650377506029308,82.13154126514712,0.01944519904624925,0.2246267927420229,1.462374009274627,0.46556467959355385,0.31256296290644325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,270.4724363071862,free_item_support_Semantic_CMR,0.6527736076039679,0.8389865812882904,0.7066076143135545,0.5839225400048463,0.25157376397686676,0.02854971480298335,0.7916535084260423,0.06268560102481757,42.797176120408395,0.011478467473694354,0.18754206798123985,9.791042704527662,0.3837755746512032,0.4547317699571769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,333.8217100143819,free_item_support_Semantic_CMR,0.95315112709532,0.505456667679143,0.9715931746600487,0.44508098027430576,0.6380242830618446,0.38153421466261894,0.4815659251359298,2.9486075594962244,1.2038648135619354,0.005503571540661445,0.18799502404380775,8.3183456389866,0.49252494642410394,0.24798171790690127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,320.94807066540056,free_item_support_Semantic_CMR,0.6258962198701834,0.05339956372350757,0.8321657066637511,0.9566550012098649,0.7355086594041963,0.32409287690817,0.6854557613035359,0.5953510006422889,39.23826528543197,0.0008448358148316903,0.3945813273123324,8.780308111698407,0.01670600648393855,0.23028176865478933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,252.1640769501999,free_item_support_Semantic_CMR,0.4894307511427593,0.10124764533544134,0.0035173856505559264,0.4454823289750886,0.8143759269186062,0.8300746670242467,0.5879589751258267,3.5075725597827727,80.80952064510198,0.026666602302535924,0.1691657142274794,3.9892412027397284,0.2145135941854328,1.8567297343480034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,339.67836857470274,free_item_support_Semantic_CMR,0.8029284457500859,0.0535656677298923,0.6000529045167673,0.37481516613428445,0.5112514588004403,0.3747256876646442,0.8705667897416716,4.866711368661427,41.49690350455,0.0026758644402802845,0.26190470880770356,5.349273413446727,0.38110571830043904,1.3244307651652298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,278.9249217240707,free_item_support_Semantic_CMR,0.7536044402446022,0.41570992531263085,0.9155010882757568,0.6345757180514073,0.9019082468261244,0.8086029881258348,0.8399534140195274,1.7772720969988722,92.8219420901592,0.0011960465763973097,0.4846630112470061,3.5486466182186067,0.026917835344446233,1.0444068038931185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,292.11702719272535,free_item_support_Semantic_CMR,0.6627485879867195,0.8144431636205898,0.40354463686025177,0.3416474675024238,0.4262952307359755,0.01954072548067476,0.8230011021005059,0.08286282343525642,50.053609272142005,0.0002489378350169491,0.5135687552541119,9.07595006249332,0.30618949507874405,0.4121546691011275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,247.56223340708254,free_item_support_Semantic_CMR,0.7845122607518709,0.4484335318923522,0.43365110349626323,0.8577219140349754,0.9450084175746108,0.0502212045033803,0.6748743512573585,0.357898527731642,66.95995928863879,0.006792139595537872,0.29868529988292547,9.338028711336756,0.025284071824018595,0.7360627425390422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,197.64325888053577,free_item_support_Semantic_CMR,0.37213683154676663,0.07664977680602358,0.6360944313703787,0.22248247059564885,0.3839981989267054,0.9256121895316309,0.6532640346901153,1.9783529833337496,76.24737783842282,0.04303368512299233,0.19227258612538023,7.106637196263582,0.316640598974507,0.24987316401380522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,248.2588672109871,free_item_support_Semantic_CMR,0.29438928648154805,0.4110044061951756,0.4585831443572653,0.1351573004737519,0.5300376799919715,0.5172368526294115,0.7733571462838024,1.4653406135466156,1.4300388074677954,0.006766805888815175,0.3338123777224524,7.104845464465434,0.71161117056201,0.7922817670455942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,305.7230465875698,free_item_support_Semantic_CMR,0.8654049736281633,0.08968682085071267,0.364746094328458,0.8492595910897696,0.20296828161764835,0.7430145670768316,0.5183973372161982,40.22569256638513,75.76592690020324,0.006976090389789746,0.2323273000957471,2.7223791239909403,0.14927402661008432,5.893094578146803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,356.7157143959675,free_item_support_Semantic_CMR,0.9267407428866392,0.40672583289812114,0.9960553537203023,0.4905983591111517,0.19492980835495288,0.1482762401587377,0.725513862503291,1.7557966526554978,42.23286271837316,0.013503238582119603,0.16799435970772514,3.7890735939670197,0.4469739811601768,0.15149083221382043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,328.1426556524344,free_item_support_Semantic_CMR,0.6640946974987124,0.8298815616908621,0.3141952114857748,0.7500902401000468,0.2106534141500207,0.27874581091089135,0.8408951459216352,3.2256263084513606,8.799417671526491,0.004471538932177221,0.2392449405138386,4.601892665806524,0.4741951556439093,3.0114749509440255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.10243188979865,free_item_support_Semantic_CMR,0.5960209165431565,0.04519631736212292,0.6226422516781328,0.13458273852576802,0.7250234247484343,0.48535290862074265,0.23462882046631073,0.7031866559703014,76.76925526149681,0.008559190455581803,0.2678310454984493,3.0655325490432443,0.03478929860295991,1.057172726958623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,205.81088640570357,free_item_support_Semantic_CMR,0.6675525999621558,0.023014853228226217,0.4511388853578677,0.10055679340118434,0.5948579141710251,0.5731091577788241,0.15496097351362664,2.84637271645763,20.89452873803977,0.007944968217151294,0.4017920726794415,3.261967584120642,0.26943843844688586,0.5007068267589663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,258.32319602931886,free_item_support_Semantic_CMR,0.7050061541879193,0.49828828756089405,0.5350743825649854,0.07673576925027548,0.7269744312267247,0.05551053460287192,0.6424000589920824,1.5404861011733573,18.46488139869252,0.02917470688875856,0.21667648057013977,1.9637552903469406,0.2424249474752364,0.16748755382502267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.88252492426346,free_item_support_Semantic_CMR,0.35697276211296164,0.026338822253354155,0.9923291657081734,0.5174054961392949,0.4191810888974236,0.5112046061978688,0.8469744438892279,2.128270764365425,75.2589107979138,0.028514126484580404,0.4396386003394799,1.895380285312418,0.4178177529886183,3.2874437388410405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,308.5143750831443,free_item_support_Semantic_CMR,0.48797315801616387,0.17412326479998552,0.7823957824875463,0.6544419038404843,0.5129519879478374,0.5307095988340534,0.4779553890291315,7.673989519205769,0.8637131981186741,0.010071958668835312,0.2712766159133526,4.956096967284623,0.4607455632615991,1.2778665798196935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,263.89168347654373,free_item_support_Semantic_CMR,0.6706334520894632,0.6763910440556957,0.3481751328113752,0.7667009331621757,0.4791566360597578,0.4266783571397875,0.39573184370161313,1.2801902737147515,55.16338612057589,0.002707201687731642,0.4044646657115658,4.787108806515253,0.4560718986491409,2.668740478054299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
