subject,trial_count,likelihood,model,0_encoding_drift_rate,1_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
66,8,238.6561273189848,free_3_encoding_drift_rate_Semantic_CMR,0.34424469620779824,0.4954093876306747,0.028892759726083017,0.24501555117471113,0.7866451365256034,0.10024522525346563,0.9258392291855684,0.23163832227516395,1.8274585395530707,4.596337212706402,0.02046529201757924,0.324165120557673,0.1230734543663159,3.7488482728325536,2.819466061541696,0.39289621053267376,0.805555125635057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,249.30264650668988,free_3_encoding_drift_rate_Semantic_CMR,0.5479118708608821,0.044571591694711435,0.048242589488614734,0.5755842543415568,0.20720777764888287,0.31369173025556596,0.5135175018505372,0.7870275989690176,0.19142951611493428,34.18260240087754,0.0006694171912603359,0.7368235019958984,0.4802637209576479,6.725703367876802,7.8654076306346035,0.1159459209074628,0.31984950752601254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,191.89333019030352,free_3_encoding_drift_rate_Semantic_CMR,0.6134410888578943,0.8408545669822085,0.10442951513472326,0.3662709531609844,0.9463344614332485,0.6400580352502367,0.9973968620760906,0.3072711845141669,9.518258438676163,34.3573147819712,0.034163757048126575,0.29281656500212705,0.22745897277325344,1.7089526152978918,5.990757615234773,0.48725371655722494,0.15082967686408644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,186.89036247901575,free_3_encoding_drift_rate_Semantic_CMR,0.41088345998787956,0.9875855290221809,0.1717545607720689,0.2764094473317896,0.30235047559785344,0.06751489853229459,0.8420760444579671,0.1486556370414317,0.8046490098143764,53.73800006378971,0.0016624049678660713,0.8513295592071426,0.6292951388797068,2.7939302220451894,1.0068132278181818,0.0326347691787065,2.114144274283838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,351.2173381136052,free_3_encoding_drift_rate_Semantic_CMR,0.4559215986570776,0.887286015270899,0.11713503563185966,0.8333162582084146,0.8612214179945555,0.211558557042429,0.2882196724308139,0.34555310141024775,8.264641084195626,0.5511740223281145,0.004884666062061945,0.28033012840792815,0.14787557675501675,2.0851710568001693,3.345035391538519,0.09224656869031625,2.3572888660069258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,249.99436201428247,free_3_encoding_drift_rate_Semantic_CMR,0.8156654633933564,0.9698504701629455,0.29295704507984455,0.214584841177277,0.7494794914602041,0.9100241237083455,0.36860713374720133,0.02334405257547023,3.205199047802097,40.09460794584872,0.016224933422116228,0.22699887463779245,0.15499796284255662,6.530200918691278,5.967948576200363,0.04473843225734153,0.8436547137449928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,280.7765535763807,free_3_encoding_drift_rate_Semantic_CMR,0.24665824700952832,0.28224070236489474,0.2003690604005276,0.487072458105767,0.904460924774674,0.903531820467415,0.6465461828100114,0.8867595317698123,2.839299850607432,0.38914485047310166,0.0021072367237478518,0.3872729554248746,0.32114933601156537,6.300799180609786,5.391232494084991,0.6640008236776093,3.164611504437266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,208.28958178800812,free_3_encoding_drift_rate_Semantic_CMR,0.5133387567163075,0.8465684513386824,0.7803404373791172,0.7993185435530737,0.722696607459305,0.5976040627880923,0.7822213691615614,0.7505807196551922,1.2952827738642299,99.75089718412931,0.020835007435611785,0.2639461819696658,0.20290383713301985,5.1862800960033715,3.369538981678173,0.1122740556415679,1.2637765958702065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,210.82289797900432,free_3_encoding_drift_rate_Semantic_CMR,0.5294358000253818,0.05038427977094462,0.2358625821885284,0.029396876046505593,0.9220066675529817,0.2850244874938288,0.39473763262209044,0.6586732625719045,0.28937583221006236,28.373728402422604,0.0014010227516280116,0.6480069973705822,0.6293387468502445,8.870770144116381,3.6587286180824616,0.6659760362270823,0.20704326576798682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,248.0673250163347,free_3_encoding_drift_rate_Semantic_CMR,0.929558450696613,0.4729819033404492,0.03129788369028097,0.76158562184969,0.7861391517540636,0.1415406755296375,0.7850381314202499,0.13537688588952124,6.652701102316378,61.568637330188714,0.00901500364259361,0.28458588944261276,0.3497356308028339,2.3249621840222634,1.3626896544607936,0.1469918791451869,0.5095752794416439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,273.6626028705654,free_3_encoding_drift_rate_Semantic_CMR,0.671004179438586,0.6614167829909521,0.7679886248859084,0.49904496021819206,0.9209400790031547,0.5721688839432605,0.48401972536142557,0.6709155056607244,0.20551462437927454,41.298334737600314,0.02184885246667747,0.19713683332706292,0.12540849375283086,7.561309473959544,6.844742454664427,0.26889091565865386,0.5535205685616189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,332.3523304710872,free_3_encoding_drift_rate_Semantic_CMR,0.896072682681218,0.7235853146551501,0.7560465195140841,0.5092931577376018,0.9629906150292594,0.7095972794601646,0.6369827003430673,0.5495210002134252,0.44832337996886196,82.40368288974193,0.0019884017342342575,0.30329428414132664,0.21084891085531776,9.93116429201125,9.114148453032357,0.23057738843205478,0.6471407800548592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,322.5927239757465,free_3_encoding_drift_rate_Semantic_CMR,0.6017831342169786,0.8408151286003755,0.33353639764131704,0.8885706733489058,0.877753114199352,0.42264031113294886,0.6941563759695301,0.31111666928155457,2.5134028891688516,18.47575765168154,0.004103020750310493,0.24257525106424893,0.27079847535154045,3.199268797469515,4.743470615542496,0.25803915077381767,0.1477224102714878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,249.2628303885404,free_3_encoding_drift_rate_Semantic_CMR,0.3506247244226443,0.6988097153508213,0.09625694271159935,0.04671543947125456,0.9629093027460496,0.20622767454139646,0.18400995114144253,0.0994980483744195,0.7673766568557525,67.399371754564,0.023514131058509524,0.1968934543859815,0.16829526297682218,5.831933280120529,1.9148744197916527,0.004411903182797383,0.5992890336429149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,339.36928398362295,free_3_encoding_drift_rate_Semantic_CMR,0.7338258348334338,0.8255484261805042,0.010724081439015376,0.5153170583991675,0.3685269307685014,0.7125752877943496,0.8125287867377242,0.6886832009452099,34.693001506275316,2.0725176414096325,0.0008743542521354453,0.3608770038218063,0.3722912138796861,4.184426583600515,3.9158504505255283,0.16895498006870174,6.0269555911383135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,279.135481795833,free_3_encoding_drift_rate_Semantic_CMR,0.8138818637131202,0.6882788996348312,0.4418832462045601,0.7331086759271516,0.21536583427181138,0.17623151670287224,0.747636989562586,0.3405264025279052,4.2037484414544295,69.76928592700496,0.0021748658401017362,0.44892079078456604,0.4302744152457869,2.2404110827179062,2.5524258902276924,0.2469802046680647,1.4944645329563584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,294.64117762649346,free_3_encoding_drift_rate_Semantic_CMR,0.4773700752991828,0.6807710687450453,0.7770919981922779,0.4085673066777393,0.6287051644634851,0.23316573905330307,0.2179740222124067,0.936182231619521,0.629971869697485,40.845120540597875,0.002310200493942982,0.3557463908383971,0.33973380707088197,5.949550127325292,7.5345272354354265,0.283852590336211,0.4193490084339091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,245.3020377522589,free_3_encoding_drift_rate_Semantic_CMR,0.8618458023193165,0.7312085227644923,0.12645932964149037,0.30190978819048786,0.9417220092708902,0.32713224083247583,0.4280240580394278,0.832347757073159,0.40979108209058523,11.622857820382379,0.01148125301864672,0.3559529513254107,0.2135540936090674,5.933932061727784,4.017023154471621,0.24360068082610092,0.5740417502879733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,194.7965668167427,free_3_encoding_drift_rate_Semantic_CMR,0.3722518605935816,0.3473644442279304,0.04706750372731827,0.7225121564465434,0.3257140102138203,0.01848721535979625,0.7606418803576295,0.8951375325492694,1.723787857814422,6.866388761069388,0.02172702294691964,0.281866737296939,0.2578180013120681,4.636255318018988,3.7151816727957288,0.2919607249292264,0.28312078837609533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,247.8218568193268,free_3_encoding_drift_rate_Semantic_CMR,0.30133189095329976,0.4526693902962907,0.27919728922837905,0.3345842295453357,0.6378653648435294,0.10581881535509445,0.0727447360852781,0.5870009378697176,1.3534476706457923,29.040791029351166,0.006770488113582703,0.31187383072068475,0.3930501709068105,5.976560233251547,4.153784239646792,0.1686496190610237,1.195041699734933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,304.19359395623474,free_3_encoding_drift_rate_Semantic_CMR,0.6464304149931688,0.32530909734261115,0.4853654568221587,0.9065797793141952,0.3694973998868838,0.9397207183020652,0.651953734947617,0.2921305468126393,16.043615689820875,70.97464940788512,0.010343082897390943,0.3126486128990953,0.2059448627199032,1.7455057830549627,3.351409513333584,0.6151134482932146,7.690710899764815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,354.5887559849209,free_3_encoding_drift_rate_Semantic_CMR,0.7766865508726838,0.48764273325587737,0.11412960511247167,0.9282433308022755,0.8180066441996856,0.3684528241122684,0.687377253963301,0.30305260844936943,8.539689570860581,57.54569257843627,0.00334336790792511,0.26772362565631713,0.2150205385203412,3.2737576362007226,4.87676847474653,0.29584919637626583,0.6503461180771444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,327.85277167353524,free_3_encoding_drift_rate_Semantic_CMR,0.6123660123510715,0.47202103369239706,0.09014822932735206,0.6484227340958935,0.9588968698095383,0.9744510651628535,0.10249918510438721,0.21417579775264706,17.023055531438196,1.94401990842357,0.004920956854660319,0.1812867194009984,0.20568627519967642,4.8781310145496235,6.606966991804072,0.06399967943295315,1.3536411030324533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,247.4476920507064,free_3_encoding_drift_rate_Semantic_CMR,0.7157405866080618,0.7061024715334603,0.031696986017830664,0.3042130136144794,0.9441268516953589,0.01519791837338047,0.7583290393209622,0.9017959326638012,3.0159370442039233,32.12575311061034,0.004475123755983079,0.3724158763448262,0.3102032657465976,1.7181998188488845,1.9204501422428373,0.26068825015965275,6.464176777289871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,197.50665615184323,free_3_encoding_drift_rate_Semantic_CMR,0.6270142148829752,0.8253113492745898,0.09688506546078851,0.7079336836024209,0.3996882465009672,0.3141966898706351,0.9795290897004558,0.7740737254131843,0.3077933798240622,66.68486992539357,0.0012232884837162783,0.5827365167824192,0.7350622117056655,2.6589740351849196,5.477106188109789,0.02516486246455235,0.557974249426338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,258.3618090484992,free_3_encoding_drift_rate_Semantic_CMR,0.9208333664249266,0.5862904052065337,0.22926602554371023,0.452326065128776,0.7319607855048388,0.014405496797553208,0.7409594628784469,0.1100359163469729,11.302516971965524,31.507390081086363,0.019961905373436117,0.3103779662966524,0.17188620011514377,2.0453734668373675,1.2898310487938316,0.5209257035551811,0.7769188227022426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,149.72416986059454,free_3_encoding_drift_rate_Semantic_CMR,0.9916422919182263,0.44139268153037725,0.04171653068435549,0.40433612089476284,0.9841601526443892,0.7815448883788052,0.5559131087163467,0.6604344273035427,2.1803269646313623,15.191923336585326,0.03706359320375674,0.3725487724730785,0.38372101812586035,5.106715833807057,7.36107840299691,0.8790708234945668,0.6326515501531222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,299.8167047544633,free_3_encoding_drift_rate_Semantic_CMR,0.5020570995279661,0.821203853353136,0.001519430225581246,0.23573731052574518,0.8200976974150649,0.6765586882091046,0.5436366336771036,0.4619301977687929,15.932336910788091,0.7655900069194664,0.008447768316436106,0.24322658849988738,0.20009362099343453,5.803290365899932,5.001047584829749,0.055427842702162264,1.0474439807586033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,261.4387869522408,free_3_encoding_drift_rate_Semantic_CMR,0.5306300539445045,0.056554562740133374,0.24103263765098426,0.6091823297716144,0.83815716163712,0.5715845073455665,0.9480754906678095,0.46400820989967295,2.4389517786860395,14.169307288726174,0.004226961406072927,0.316262981009114,0.2836612303459498,5.979280490373874,4.898353469825222,0.48031647397061267,2.04882311016327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
