subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_delay_drift_rate,1_semantic_scale
25,8,255.9698044665714,free_1_choice_sensitivity_Semantic_CMR,0.46657422951652455,0.9255053204526013,0.538858051214961,0.6378603486539642,0.7694454843461758,0.20191761344127832,0.6650604738197268,1.4360026159642945,32.2228171316566,0.024832768873991298,0.18309272164852514,0.2923951381386321,3.923862724793101,0.18682303428549665,3.2674402816034553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,288.8031360650876,free_1_choice_sensitivity_Semantic_CMR,0.6864728243177378,0.09077436852558424,0.6391123858502509,0.6716803309853744,0.4640231145329234,0.6838176192805695,0.22865608542163002,0.6007281662363512,18.234040305754153,0.0083662694544889,0.25200583081523864,4.6366886548087995,4.942728865743946,0.11386985859710497,0.8949305180651768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,340.27284077782315,free_1_choice_sensitivity_Semantic_CMR,0.8306300570027293,0.09152402495290526,0.8546593611907444,0.8641648244278537,0.5515365393190963,0.6284605836694269,0.9727878173474508,7.436171012976697,82.05578649103123,0.003896717353205591,0.2223342036373834,6.924482224779761,7.996084874858802,0.3278752924148064,0.9012307428162665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,260.9020730084753,free_1_choice_sensitivity_Semantic_CMR,0.6804278635500921,0.35296481777226274,0.6854006297303498,0.8613049985351546,0.3801753563553849,0.22576607079687294,0.5068173093848058,2.0400232908753253,38.9913528636707,0.03636620290442183,0.041419359868074324,9.418000806063581,8.736007066533364,0.8846423890685406,0.14319109396860785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,250.00277250000175,free_1_choice_sensitivity_Semantic_CMR,0.8772701123651752,0.19619174294429453,0.40056164201250677,0.9491288486177283,0.3451647228474561,0.412746891326657,0.4350572583209646,1.8419294664664465,59.549660675396,0.011804732685258579,0.2176474485178559,4.526742812272856,4.714877241178461,0.05872317882836584,0.29590867868769255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,262.6062882480077,free_1_choice_sensitivity_Semantic_CMR,0.615708407935856,0.5404530869694482,0.5049263738594888,0.7297189011849873,0.3404377297049853,0.494500725693619,0.9379821269508105,3.0410339910657944,91.06298244395501,0.00163590259795446,0.45427861699952915,3.5620166165359475,2.4003444534106553,0.3328682823282993,2.278645092573924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,272.4970883156002,free_1_choice_sensitivity_Semantic_CMR,0.45408202645843637,0.038050798789246276,0.25616027185216184,0.36807239966371835,0.3202569210246995,0.364589813062935,0.39460247333966275,1.8131618741295128,21.284362079516495,0.004896178396729789,0.3462474720309041,2.815804658191732,3.7277073736988218,0.6728776630288711,1.4853458045206902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,227.33026901970146,free_1_choice_sensitivity_Semantic_CMR,0.5693368272907477,0.1575091918383214,0.4558065681488102,0.3815749427807171,0.08561838206604838,0.8371173572795845,0.11435612158960545,0.4687841443644558,31.45496260177415,0.008689634515564981,0.3852176372337004,1.6634565460254178,1.6906949572021581,0.005313138383486515,0.32932917028487463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,317.8552539071049,free_1_choice_sensitivity_Semantic_CMR,0.8073542293406064,0.2082177050070177,0.22491236414619903,0.90430742049483,0.7487524907567575,0.25935879022471076,0.09734548512722313,2.6315744084687864,59.049744347469456,0.006078519840121477,0.270143299663963,4.78726415030086,4.156494938414699,0.3406353617357497,1.6379662042391119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,197.01954689074688,free_1_choice_sensitivity_Semantic_CMR,0.8284409217007234,0.07383406939247927,0.15132299048675796,0.9956420418072915,0.3335644842114788,0.8368752990217099,0.7114651116023527,2.327567560261784,54.27331451564861,0.0026625116463616094,0.622892337268782,5.765891965298197,2.9171169375363926,0.7920959332021165,0.023381113656897767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,277.1695052178844,free_1_choice_sensitivity_Semantic_CMR,0.5611224942588563,0.2024193451690046,0.4732609206814318,0.8469840826656352,0.9650425719357274,0.5918601704052354,0.04432310097738404,93.65817473359512,0.2327468384624164,0.0140524180466214,0.25781999894307756,0.9015444546925083,1.9030703601102168,0.1445269405605443,5.222197588448142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.49142916137805,free_1_choice_sensitivity_Semantic_CMR,0.44033774081458543,0.09580557081261037,0.0020724299647342237,0.08603843716992421,0.4247529310425091,0.333437814943508,0.49972829521371254,18.068733019185302,55.40492403335102,0.006307325524696261,0.4191760590448288,1.9136457138401997,1.9890128245077232,0.3662537673329884,5.994385769628112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,359.1015770973926,free_1_choice_sensitivity_Semantic_CMR,0.8815893620394673,0.2886965880759982,0.25517853703081844,0.9226026080380461,0.6430451555608363,0.08883335332569009,0.6922520488086327,3.652498335594281,25.09823665243597,0.00472385657820934,0.2355359645367372,4.698245850957528,7.614908271277647,0.19959786276742447,0.4580157931597739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,279.3571366357927,free_1_choice_sensitivity_Semantic_CMR,0.7986559893932487,0.5868410286207912,0.8469218072355873,0.8716106594524384,0.32979754491969526,0.9516466257222054,0.4567411710739964,0.5817898974791973,78.7095174391397,0.01068073630111721,0.2217411382620167,6.3813414950983915,6.293107507954803,0.612267547245559,0.29511403211590714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,220.36881268881257,free_1_choice_sensitivity_Semantic_CMR,0.8278077976944844,0.8273440434913302,0.0190881469197558,0.9548781832338645,0.8460906349851272,0.08750930628442033,0.47466692777999897,0.5989688393597348,79.42302719866528,0.023438402438295314,0.13723842407327513,6.914368365739061,9.82147479106171,0.22073680709128451,0.6233429322119335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,216.61076328934718,free_1_choice_sensitivity_Semantic_CMR,0.5318874644842033,0.24324496953711477,0.5365437419022789,0.05599123037355236,0.04442396941607846,0.4299916175513586,0.8281647977688014,2.153504122999159,76.75276698185966,0.03902665832636881,0.1881923899292346,2.585464843576169,3.676416008223037,0.19294731193790482,0.7708207116672252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,115.44231938071486,free_1_choice_sensitivity_Semantic_CMR,0.4762527826035144,0.05357015311386117,0.9887639839285688,0.057793469733610166,0.42397892501613127,0.9095354968079963,0.8752130910774713,2.526216522880984,64.38866449527904,0.03034767735487541,0.47435727288100893,8.755111019882069,6.730426359065343,0.01662685813153006,0.2722595220071071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,214.50273091442375,free_1_choice_sensitivity_Semantic_CMR,0.9087871141483128,0.3069606000922681,0.38884790058685487,0.83633032510555,0.3132860354178124,0.3720297611071443,0.8687401699775512,2.2776171014719893,59.62450452715965,0.010003040175080136,0.36552166595927904,3.5118345456356543,3.6445974725724573,0.8119114655146152,1.6573350708548116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,301.7642192351797,free_1_choice_sensitivity_Semantic_CMR,0.8796302394471185,0.00019646480942564493,0.11821654814020371,0.5400397197144619,0.39808014108938644,0.7034115302759223,0.7506520797645748,8.13440402973955,34.787650136253525,0.0030048080177567105,0.3512303958053469,4.620208968383949,5.078194703181541,0.13699463253520766,0.5962957048052839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,308.8560927511704,free_1_choice_sensitivity_Semantic_CMR,0.589527421271464,0.3762991308548201,0.34072295250751194,0.5825771935102809,0.2997184046653488,0.38427937588064776,0.9191114051377354,1.1288603249327593,81.28228990875063,0.009333090627671015,0.1349844876502555,7.145452129368013,8.902672091682053,0.40974107156942546,0.3249742552501713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,227.97011291975454,free_1_choice_sensitivity_Semantic_CMR,0.6600149383633107,0.2388464829697166,0.1406747917725309,0.42536860225583806,0.23261716073212957,0.42315560920898165,0.674771014490754,1.0626005277259623,13.771529202944052,0.01735622798501002,0.23351111179902873,3.818190068156182,4.069676362103452,0.016629044292442274,0.499266383556181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,186.46161032251985,free_1_choice_sensitivity_Semantic_CMR,0.9273434573153421,0.17015170925300002,0.4465744860837197,0.5353420191441111,0.05653785173740991,0.9546032279996918,0.7300663224593743,9.840452010050651,91.39530599489296,0.052676526187777975,0.17346750331025731,2.645962858479981,1.7475873087276979,0.07572428992647286,1.1699833787839682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,302.0227408972953,free_1_choice_sensitivity_Semantic_CMR,0.4353209921135954,0.44536429147755563,0.17070083125039523,0.9616904244595696,0.43420765885447976,0.6904993077982214,0.35124745504499816,0.4727692473850639,65.54427879243498,0.0037545174717312888,0.3086740563269859,9.089399676492237,5.189393254042993,0.13419828270356074,0.6153094959831131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,274.5789734968858,free_1_choice_sensitivity_Semantic_CMR,0.5793559858381903,0.14114746927137384,0.8279493769673918,0.806628971373275,0.3981857613058661,0.6904587602242637,0.4895160019086225,0.7370999067473321,44.19574915194298,0.02262610624879463,0.12521247925283596,5.69843817315483,6.60864802833315,0.6547085239323995,0.4699800721379441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,253.9993375301284,free_1_choice_sensitivity_Semantic_CMR,0.7296365507980636,0.025906879823048845,0.4687940279413716,0.9818693340624032,0.8725671672494526,0.9164344287884314,0.1293281809822484,9.044456975703966,23.219544185410424,0.021591725608224477,0.23965914561145052,9.895328283017133,6.742053179772314,0.23258089324781367,0.055772635624938616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,262.54268319341213,free_1_choice_sensitivity_Semantic_CMR,0.8542542020431463,0.1579516200593853,0.9208905555514693,0.5562603405982821,0.7074057912127345,0.3497151597772653,0.5665745358260837,9.753157371015618,67.08069076154894,0.008850212357655762,0.20116352949512173,8.034943126970052,9.132350101744127,0.10960707847817613,0.48581211887627873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,218.17188942874304,free_1_choice_sensitivity_Semantic_CMR,0.8732210619743851,0.05541707017222449,0.8464565043319717,0.5566288410674584,0.7296509609988301,0.3098106942125194,0.44430758287125394,1.9572659277040403,29.952384974676068,0.030234433700559213,0.21187645387976917,8.049761418454956,3.3818343939365754,0.15280545738767817,0.08424364699250513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,308.14424536936167,free_1_choice_sensitivity_Semantic_CMR,0.779521309007052,0.01272478850326808,0.9488044580575277,0.49568651957461196,0.4488823516871374,0.8189521089766556,0.1328087858905188,96.1043222730018,1.4216949677524084,0.0038185678045743465,0.24866325758093488,2.278893470772733,3.7548946217427908,0.3433836333113841,1.2603434409086556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,273.59215967707036,free_1_choice_sensitivity_Semantic_CMR,0.7077411790327551,0.7756547730716578,0.09917282638880559,0.7703826532519743,0.16748896809630182,0.9570949176133876,0.41468914752763786,0.1634612337014758,0.5520155200559174,0.00916943986477492,0.28707231982408743,3.082657258031757,3.1259830418781567,0.738637153715212,0.8100024689414527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,253.49390416256256,free_1_choice_sensitivity_Semantic_CMR,0.7547029937853281,0.09893444247334876,0.07879062621941318,0.41789744782921956,0.09179406313510968,0.9088908743302584,0.8181307159416111,4.646157082156243,70.97976820034961,0.021127026653240233,0.17720414965756692,1.140078544364402,1.748268103602947,0.18752751769475218,9.065679484177492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,260.7215759312304,free_1_choice_sensitivity_Semantic_CMR,0.5817116345763697,0.8737093029836791,0.9373718343992596,0.7938252251567828,0.18382827658495465,0.11034636172756934,0.2412783836016319,1.581869492575926,18.10886254518116,0.010093785041596026,0.269267943837149,0.8627476754427956,2.2995331895622115,0.7059920484057383,1.9444477963689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,279.42085290819495,free_1_choice_sensitivity_Semantic_CMR,0.4451698455063132,0.7442279254493483,0.7145010282248317,0.9455295083509305,0.737020683420922,0.12363486154069075,0.5724334804361092,4.128714797169394,0.4195169055960548,0.006977821307467991,0.26103282957629403,6.003707326781418,5.8823650055521135,0.2588995667023394,0.8510831030191595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,243.42554968953706,free_1_choice_sensitivity_Semantic_CMR,0.6649869029732131,0.05633437101244276,0.9222577711291169,0.8058588711352223,0.40758187919234495,0.1525717805432411,0.5763126561381229,13.663001247888914,1.6723265156865281,0.005839411049892718,0.2944573002923718,3.311862974821014,7.057213371023074,0.18984496977611276,0.3943861377033935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,280.2321113576083,free_1_choice_sensitivity_Semantic_CMR,0.24543503562092361,0.30894744604380797,0.8255754183710684,0.4313375590980584,0.07551371840853188,0.24544147803034322,0.5458748571985327,0.6366824385133896,2.9600670887558067,0.016014193242421926,0.23585538464062594,6.496408012987491,5.445545251978839,0.43371799795821186,0.09042598811570901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,217.30847312948265,free_1_choice_sensitivity_Semantic_CMR,0.47772934527373845,0.2983928282075171,0.7432161104074841,0.9870689748880769,0.8722894744385783,0.02761669366826175,0.04997753874718458,16.33026287552149,49.84563600330076,0.009625791812309048,0.43071370082510807,0.13300113798063684,4.15660359502149,0.7326106301258651,0.3302522216155719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,228.66008076565316,free_1_choice_sensitivity_Semantic_CMR,0.5831058197542555,0.12739338643854123,0.7128815165475634,0.6430626273099662,0.09218501110773149,0.6778707421151718,0.9087539209580235,4.36125081586779,88.41004938812624,0.013538468237051729,0.30187232194329716,3.5796709841995145,3.0433571621998134,0.006671733311117956,0.7173679829039595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,312.3752194245121,free_1_choice_sensitivity_Semantic_CMR,0.6922933089390676,0.3064831177631997,0.36571312584386656,0.8336857582343933,0.40855206316868614,0.7407812176740827,0.7998112392896851,4.303767479093942,0.629995294993499,0.007389937904384303,0.22026417682300714,4.747482130489569,5.709860991288337,0.39976916090460496,0.6024638355892247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,242.13764599997134,free_1_choice_sensitivity_Semantic_CMR,0.6112811358775242,0.1839652639307738,0.11234832468230359,0.852885935529419,0.024625203225833277,0.2512401418552704,0.9890638772122746,0.49173223272410027,83.96464173163369,0.0489719307761401,0.13885798808910585,2.0320543906544652,1.9642807295738947,0.11491709067460239,1.0618905520921862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,257.7349204700504,free_1_choice_sensitivity_Semantic_CMR,0.4148568120627745,0.4443388611149114,0.24733633616623996,0.6656390162801039,0.09263453710446518,0.7345682071630537,0.30375928843286415,0.34030551652357843,31.124524400688497,0.005044681186609279,0.37390805113858594,5.4911791488962605,2.7410988261369247,0.46370855654980786,0.6789800955519905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
