subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_delay_drift_rate,1_semantic_scale
68,8,192.66434957851624,free_1_choice_sensitivity_Semantic_CMR,0.8843582934062431,0.6203070972283548,0.08982333242362352,0.9290756931722092,0.5038274899579067,0.4276711928213523,0.9387820628118658,1.3177595698137945,16.241464935838874,0.01975431659439045,0.2837075069806796,3.238936640881647,6.88964939058583,0.3402984734685142,0.16820367069396952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,192.3929800816245,free_1_choice_sensitivity_Semantic_CMR,0.4482126973662537,0.0021762551871034597,0.12005921958968946,0.41623711060435853,0.008634552389507,0.6631250597704622,0.9887650541437931,0.3181686761026228,40.196576697541815,0.004924650604257508,0.5195337667447593,2.883269710717602,1.843870656946124,0.3295637720453184,1.9623121866877358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,348.536389713586,free_1_choice_sensitivity_Semantic_CMR,0.6589111482056357,0.430249555191213,0.514720843385621,0.9342661961079695,0.5379534847617147,0.9276106746522379,0.5253648658060515,1.1486928958801528,10.49736411322474,0.0023103789332061253,0.29865121287478313,3.295692635085039,5.239369220817078,0.03085758189730803,1.0325447282717892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,251.20237667034172,free_1_choice_sensitivity_Semantic_CMR,0.9913072993728191,0.8675156516078635,0.7870386260717169,0.8767240504639993,0.5189581883492049,0.11039857485436971,0.5570402930504538,0.8523395015918283,61.73922330907718,0.015240484120692122,0.22745572050667917,5.705929402065126,4.311963275178005,0.2605042104230193,0.5936920658925251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,280.21885364785095,free_1_choice_sensitivity_Semantic_CMR,0.5070065736799194,0.004609404255192018,0.5391171216252261,0.7085535251119137,0.9064385827208836,0.8254572639962767,0.9516327564336046,8.36916990407817,40.026592216903566,0.004423290364965526,0.2990279159280069,5.593224283939975,7.464453248105171,0.40116634923683764,3.8332844247456936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,210.52851005957615,free_1_choice_sensitivity_Semantic_CMR,0.9108533608594627,0.10395582323965735,0.021203486199882327,0.568917544676705,0.49807431423713655,0.9378141249610048,0.24288163268399598,16.213607267488605,0.27922577329270837,0.10194861599896954,0.04923255502882995,3.2228882523027136,2.0451931243308414,0.17573041915287463,2.4999861595372606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,210.35792804254487,free_1_choice_sensitivity_Semantic_CMR,0.4433655013055885,0.1847939217138741,0.30351547305171356,0.5156157385771681,0.035920455157183784,0.6874539838658823,0.4237039121138104,0.4574607921959668,99.87718991834251,0.0011225382511826365,0.6999731302455672,4.102303330107083,0.555682443755888,0.3770506166866174,0.31179824254100463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,248.11911568786851,free_1_choice_sensitivity_Semantic_CMR,0.9803828163782395,0.012673947181175926,0.8218595955305117,0.11735999392503954,0.5516611518657296,0.7908664411335921,0.3520659712857957,7.345464298937912,98.72046807332487,0.025756359591908473,0.215452600044042,4.141320479370964,2.728376783102999,0.026479337367085687,0.5673120923387334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,272.74210221435624,free_1_choice_sensitivity_Semantic_CMR,0.6632671771774006,0.864375044355497,0.5662127172242019,0.7669293144943639,0.262697797644869,0.6351818276054739,0.4027316491050949,0.06907490481077616,66.99703401189616,0.021983552505919546,0.132743800308452,7.328555344514833,5.732517254882814,0.7884958415532258,0.3598143860711822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,335.7062718848965,free_1_choice_sensitivity_Semantic_CMR,0.6737979772688347,0.853055498627955,0.22100972447511597,0.9278052573155442,0.4927054018620432,0.5672114883713936,0.6203787977452391,0.14420184326283447,40.46156421186351,0.005845968170127613,0.18552785133528715,9.07252923505455,7.6437432370142755,0.12248908001991166,0.789984492636993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,327.682341163435,free_1_choice_sensitivity_Semantic_CMR,0.8350586994766322,0.058045334122413195,0.8503889186648137,0.7549736170993674,0.07034838278299793,0.7264772136459936,0.17257323123556895,17.01084057487465,54.07548417974289,0.016902545222252985,0.19513911619344526,1.4945760618577317,1.4106570897158721,0.005138462506328878,0.05082648700816783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,251.0199306923982,free_1_choice_sensitivity_Semantic_CMR,0.47325424732936394,0.34537377269896885,0.16045491858085692,0.7862797284598384,0.15069332168845617,0.0596361091530746,0.5722993402128557,1.120367543516025,34.93959272450525,0.02430995737375108,0.17596834403554507,4.446927074223744,3.163673323670671,0.27413101575407417,1.02317782805975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,339.3148942666994,free_1_choice_sensitivity_Semantic_CMR,0.7919105242399188,0.1793803753780016,0.9317230080282779,0.07535131396377298,0.5049912247053105,0.13337977184874344,0.8813070705016579,4.091427782025178,36.83723653854399,0.0017152478311867614,0.29139222894582417,4.663739623482929,6.264392087029491,0.1939440020030655,1.518639004367218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,280.87277524535494,free_1_choice_sensitivity_Semantic_CMR,0.6640818085372151,0.5082668608608554,0.570467141916913,0.513206991633515,0.37368937106580224,0.5570774253194191,0.576018554319755,5.006324746511396,59.95414866243365,0.0006361339900359253,0.5264736267458652,2.4904591923773554,2.412518717611278,0.03402280344234687,5.405915935488476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,290.591998843399,free_1_choice_sensitivity_Semantic_CMR,0.688908966940116,0.8699792210647832,0.5183026559383167,0.5692791608732495,0.33287288724488817,0.5763220662976766,0.7973775152490719,0.18500178684641355,64.60417725042178,0.0001533324334946906,0.5286391213479291,5.0218119769447345,9.901407240880582,0.014209691503720645,0.3967432742810626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,246.88433879768348,free_1_choice_sensitivity_Semantic_CMR,0.7146370980305874,0.05647557899392397,0.0721985877484751,0.8557479509478063,0.2712185306574633,0.33906114469131654,0.6508565943282283,1.715369881092336,36.32429696983856,0.0071905111377172926,0.3112312235791457,6.283818764902263,3.811873234649166,0.13997877249116997,0.4325944609409085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,194.7924531408716,free_1_choice_sensitivity_Semantic_CMR,0.3434559298094487,0.033446673516393965,0.7402446404990658,0.47810951489452325,0.11165103107847735,0.932757516619078,0.5437951601654829,1.6293151701205133,74.03209549611663,0.01832714357171289,0.2823059403163892,6.160813102979972,5.069059839646689,0.26295939587337797,0.3009191881886464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,247.58349436403608,free_1_choice_sensitivity_Semantic_CMR,0.36296716799142814,0.3514408784638669,0.14411361664816014,0.38191864253815083,0.2018037037821257,0.05134091900820015,0.9817678945981314,0.593271289704461,22.454851414251,0.008438263069922347,0.31480380226237514,8.180178646525148,6.787594330763741,0.6171190715026489,0.8273619206819172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,306.4335366054898,free_1_choice_sensitivity_Semantic_CMR,0.7489781434653477,0.22848602051972167,0.8591263050178831,0.30774793179933757,0.8759552073570352,0.7761687828444354,0.6290578290385722,14.49909513645297,8.406950387095932,0.008348414298209428,0.22928119417947992,1.930083556327606,3.31164588186123,0.16340816858802099,6.233105642435215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,355.6180430084863,free_1_choice_sensitivity_Semantic_CMR,0.7046521894637954,0.023801156001404478,0.8626303031750489,0.7467666089889079,0.317889697950718,0.09545591482909332,0.8272201410092281,4.384935966765433,93.39490116509117,0.006626620827887564,0.22496647491658983,2.381952920825139,5.693261494083757,0.3731521148348594,0.4849219882523812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,327.10827999509684,free_1_choice_sensitivity_Semantic_CMR,0.7777267069456186,0.1383208003819451,0.47705699979307936,0.8567689081382202,0.9119265235859959,0.9233139121651603,0.6025185535754438,17.982559861116968,41.99101650172153,0.006956081232049438,0.20070574622452675,4.608057108251039,5.1010436401165915,0.8068345766394012,2.1237832871661038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,249.7085493802182,free_1_choice_sensitivity_Semantic_CMR,0.8067026019505883,0.288653972946725,0.2509200902435182,0.04168564751444237,0.08820760763851554,0.5839901473281935,0.5257910593765186,1.4732625397180428,78.41526927921751,0.014564331672828168,0.25080153314104425,2.0665011283197776,1.8153977418963843,0.20959875163075126,6.732386645326295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,200.7636567544933,free_1_choice_sensitivity_Semantic_CMR,0.7764516580945844,0.12688592242941826,0.6513768222934002,0.21112820580086245,0.3562514229232449,0.30041506544594865,0.4741686346917841,0.43823488467462823,34.273664308991385,0.011088985552076436,0.3482045300299763,3.2163218012500967,8.471795219484516,0.07636874295390067,0.26910516812946295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,251.1816857939982,free_1_choice_sensitivity_Semantic_CMR,0.5405996245017142,0.6250348205394025,0.08750170950424391,0.3954533456069429,0.0747917925833082,0.5012082115263018,0.9587016132788084,1.3167285640393587,23.530348250581273,0.010274807629903238,0.2995277416572293,3.713498655617399,3.3487887925433064,0.07760898551448786,0.5850724562582057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,151.761396980653,free_1_choice_sensitivity_Semantic_CMR,0.6367844918440262,0.252125726862453,0.2103139965333286,0.9040659619810818,0.9371822585254217,0.5179545851311382,0.841142560403741,4.251657166214493,69.6206027141015,0.017492315230200672,0.48379116436480896,3.7438509073096897,8.209275159218066,0.6997141928661212,0.041820431367612265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,308.5712312903277,free_1_choice_sensitivity_Semantic_CMR,0.5112313812046222,0.05344853206949651,0.5664483585266489,0.9560684853667845,0.27804412648822807,0.3636375587901964,0.43266476806619214,27.00361421374463,83.76109896465323,0.0020392422691435375,0.3353260885787037,2.6393874452310118,2.5814796988206807,0.11622222662001513,3.0729976470421736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,262.14481148888245,free_1_choice_sensitivity_Semantic_CMR,0.33351639910203756,0.8438750234212005,0.5751461047670093,0.25198248034106513,0.3590621492429661,0.769014889263124,0.7788420790491019,0.46429481132732775,75.29542569320519,0.007258762317364664,0.3098307708369772,6.299431730940935,5.105119659933196,0.9792739338753551,1.909775667716009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
