subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,1_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_stop_probability_scale,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
51,8,271.42577218316313,free_2_primacy_decay_Semantic_CMR,0.5390440317559331,0.07809220437740468,0.7091468049178933,0.8415923006767645,0.5580979063665295,0.6854656427144808,0.3277038869868062,2.2931712632137127,97.3899265243403,34.81275308123755,0.005339169206320924,0.38139684278962155,0.22781960491220823,6.466395139028757,0.3926024592811625,0.582415588844009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,262.87250641926613,free_2_primacy_decay_Semantic_CMR,0.7943873436329928,0.06699397602683127,0.18695945418890575,0.9815760617258675,0.2664196489134082,0.11885736922429119,0.4506296791737315,44.91531328360371,31.94731977901843,98.40011660997675,0.010083444115708218,0.37397837799799305,0.2516850496654657,1.1114341888247607,0.4607356305403484,0.03458353990001406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,267.5715640570361,free_2_primacy_decay_Semantic_CMR,0.8802328180481822,0.02609369799005201,0.8076706498414784,0.7711631688644608,0.17642142511270748,0.16701164915913874,0.508258818553942,56.88756015117882,31.502045104209703,49.080550456329014,0.0165720473239529,0.12808018435795798,0.2807912088366713,3.0738608051850447,0.05477788933413247,0.6275954498463632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,219.3371866345416,free_2_primacy_decay_Semantic_CMR,0.7686310693855128,0.19395113144802179,0.6846590366229064,0.7272678470532008,0.2692846191900835,0.2622963660030444,0.8339444151306605,2.6147007602009396,59.980391736187066,24.441461770502926,0.027127789955341874,0.3109384251020355,0.17616857167488487,3.5370625647228833,0.5401406673060057,0.5244947758395204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,313.24386892295786,free_2_primacy_decay_Semantic_CMR,0.6592776514504399,0.2656449025715031,0.8060201276549016,0.7263651088704898,0.6124790177673338,0.5370522047945241,0.3103714809462037,21.24836998470836,56.827807013344035,0.5349572329318235,0.00823742492169155,0.2647436878039562,0.13312829278465088,3.5600719274758204,0.07136036424714826,1.3870721102558718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,271.61059294885314,free_2_primacy_decay_Semantic_CMR,0.7219628206168828,0.3122648295354419,0.7765102584962661,0.8896410998178661,0.6148800963533092,0.9296842408631638,0.49095854604485667,1.868148115188518,48.86803128044493,39.53497352709161,0.004076784538325273,0.45987624164627317,0.35248122706116014,6.3396636646279685,0.28685849416024056,0.36710596092798387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.40494204755538,free_2_primacy_decay_Semantic_CMR,0.5613273025791276,0.009418992277461768,0.05272431836596559,0.4635240131529331,0.3007503998866118,0.16106764856481676,0.11428451333090846,2.4227872543327904,63.92552060461461,31.140939312613426,0.012944037355155423,0.22124992846616828,0.24592005542972234,3.113356382652968,0.1401424055189065,0.6427401167015989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,259.8271778056618,free_2_primacy_decay_Semantic_CMR,0.7487792027620603,0.5660967509864374,0.8196571259274741,0.9998080431866798,0.5257101454139084,0.21938961617035702,0.7580950579758753,6.356546267621773,6.466947147677139,41.69058353207106,0.004754099423625924,0.483450296310469,0.3065313787221777,1.668800976618483,0.4254961648168002,5.921186942732291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,279.48765959371866,free_2_primacy_decay_Semantic_CMR,0.49048481703083735,0.9022395632554381,0.6020706378882152,0.8698907439764573,0.35916953127714335,0.2531107855198654,0.356624216032285,10.007250370566611,89.20001838046899,0.3661604898051474,0.004701239148134857,0.4536703408373967,0.2748618336254045,3.150936547839404,0.7299485604019583,1.2489664635861897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,238.42964920393445,free_2_primacy_decay_Semantic_CMR,0.502314381774366,0.5797208395020164,0.866962119048879,0.7448209217997253,0.41329489360943766,0.09480869251283558,0.5715748066546269,0.6122169220535127,29.920141177667613,97.16200893834136,0.0020377213848833953,0.6320944708314027,0.3369363828199017,9.647286066038793,0.2404011266603261,0.28562391818825894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,278.76335960049005,free_2_primacy_decay_Semantic_CMR,0.29491794566271234,0.6633998300564353,0.40206802368310696,0.17267060223681335,0.14604572436967417,0.22161933747080598,0.7663308597381789,0.24228356541017604,25.442778376253905,1.701648454546735,0.014682803671766387,0.2607823619631304,0.18749957539679407,8.650239364589485,0.40271453840867816,0.07073952710035769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,221.10225627262145,free_2_primacy_decay_Semantic_CMR,0.3500569438139422,0.4780707224425451,0.9292515438196618,0.9341014732260424,0.0269314680786632,0.3126692557958044,0.24526213550756404,20.37227234505713,50.54055341639362,57.50971957431602,0.00914050959563234,0.42500019731635685,0.44804958676881856,0.7474847154371531,0.8468626602817964,8.106356055589645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,226.5145506419354,free_2_primacy_decay_Semantic_CMR,0.758151974196715,0.028424360303038798,0.6957169513011686,0.7766036698605124,0.3407269533955142,0.838638453534915,0.7440404350862806,5.4992900206529,68.16854122418879,1.272787113328917,0.004577334055956783,0.4180545863762619,0.44873725205069004,5.081319320873218,0.10922213268932052,0.3702291587867954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,310.60827494083344,free_2_primacy_decay_Semantic_CMR,0.6855172015496512,0.026189662645626388,0.7651144789734087,0.33692791294887003,0.6822041978011788,0.6877690686298275,0.5538843492741399,12.201346328831434,69.24583745112267,0.3513932009800129,0.00422769089195324,0.33252081274149425,0.2664418654015108,4.991379671581124,0.4216115982991549,1.8856311792822869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
