subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,1_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_semantic_scale
68,8,192.59320541951493,free_1_delay_drift_rate_Semantic_CMR,0.8783897131527119,0.07211667380598341,0.21489714953061095,0.9265144989531331,0.7892458525415216,0.43562105527764605,0.6829365189750499,4.537541731429755,49.416513544042886,0.03459670255432995,0.21041985757111448,7.800201074714521,0.33767155383108993,0.4019593238002849,0.19620581130168802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,193.02067017142247,free_1_delay_drift_rate_Semantic_CMR,0.5973150204117034,0.005248625097056647,0.38880096483357424,0.14426275627168778,0.06554371378378121,0.5572610286823549,0.17137966238911378,0.2294177803368882,89.72324579830581,0.010301223039305918,0.45050477507925546,1.738877158751635,0.12462218370353245,0.1614893979010511,1.01035228082403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,347.012455582518,free_1_delay_drift_rate_Semantic_CMR,0.5372392529441051,0.19868285243155837,0.5839329179989368,0.9945827484450268,0.5101827196412293,0.6152153733276582,0.3519184413255614,10.667414249697174,0.32791516400760656,0.0038492994644802603,0.2760557232978398,3.4374968735918854,0.3701745013639367,0.09461770983281376,1.9418116505782992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,251.1001261900442,free_1_delay_drift_rate_Semantic_CMR,0.9940412193904644,0.245304634692182,0.46533856582366684,0.4067981669687983,0.361488509344488,0.5728153745964959,0.9160662379958153,2.6916061029263503,31.456750933432204,0.022164225560830697,0.19065033695537892,3.260185325965705,0.5554888963513278,0.8134206831040884,4.553727977859035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,282.7809243922936,free_1_delay_drift_rate_Semantic_CMR,0.5539777564786392,0.025097232345244525,0.34951097797063524,0.7412993305331458,0.7386007787929469,0.7799424731351328,0.22193533830445106,6.090225839079153,0.32401717991538703,0.004159354684071803,0.26736456651964247,4.727610989160482,0.5724999629164577,0.3071205380736607,3.8073015122177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.46358547007284,free_1_delay_drift_rate_Semantic_CMR,0.9977948461224764,0.3374532847560756,0.6974981824289395,0.5333910599384163,0.10868568246344568,0.721106782340088,0.019808183964978188,7.24898311939446,88.35526819825694,0.031192230960840783,0.14527104586197126,1.4325123842448342,0.621351116212284,0.049404555188393595,7.705947296807936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,219.6994247156053,free_1_delay_drift_rate_Semantic_CMR,0.5152879768265582,0.0882365137400124,0.8966638504258029,0.3111133176589581,0.034822711780761795,0.8366022758957699,0.2617770585995525,2.4909709254168817,42.85046133731465,0.0018493790585446535,0.6098190537328483,1.2438190300807905,0.14230455932446628,0.4541525991440889,0.2692102452497238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,252.9965726136523,free_1_delay_drift_rate_Semantic_CMR,0.99930329418154,0.20184466578706456,0.19243951877520787,0.10169567099953192,0.22352665456382692,0.8984826467972347,0.47831505303295296,23.79104664355126,45.084559989907305,0.020103359142155275,0.20475467894727117,1.135360035740392,0.09907276004569515,0.20975009623678698,0.881812331122692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,282.7458272847701,free_1_delay_drift_rate_Semantic_CMR,0.5793248497144922,0.4774163996353213,0.40148933427697486,0.8218006150541723,0.09480614166263929,0.2868454537534513,0.156070910107513,56.74817521094463,0.03259833399189915,0.03145540044916684,0.07938703879269227,2.680846637704954,0.12953275270192804,0.33343246331249554,9.332651785936415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,333.8457593285218,free_1_delay_drift_rate_Semantic_CMR,0.6409377399660909,0.8377397360193031,0.10305446382932021,0.987167566042342,0.48754382901698295,0.4107965821743619,0.8484976748077562,0.03643597748769167,33.00171730231448,0.0018567332062701114,0.2401931304035756,8.721291436721508,0.2839077415529899,0.5486103979277184,0.5363165150593607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,332.7898651783796,free_1_delay_drift_rate_Semantic_CMR,0.8238970116949107,0.499711183214398,0.7075000814461426,0.959228403057794,0.013183081625250614,0.5344160575441124,0.1741204125898494,0.34961236971132337,77.53948329872708,0.006586771380719891,0.1858102669130055,1.7097327589813744,0.617949694463479,0.4132570756857585,0.4875356838184537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,253.30081574893535,free_1_delay_drift_rate_Semantic_CMR,0.4759583887491313,0.22105642014200272,0.06218913176263752,0.18951163351706113,0.0880821136851474,0.5964050587016155,0.8491784778406941,2.444553185688278,23.803062019401427,0.03804183782301784,0.14526748332027584,2.61625741385698,0.18680523514847236,0.3352103405540744,0.8985918033681255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,339.87522574669134,free_1_delay_drift_rate_Semantic_CMR,0.6846119780527357,0.12509249635506198,0.7117071992430506,0.06104209212992151,0.41372058322358607,0.23578669428874327,0.7676176114592522,7.564408508136609,65.85698229190456,0.0019166484999625921,0.29294218920866655,4.358863096098474,0.5409554144041916,0.08956496700645278,1.8235830440195082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,277.6634921471151,free_1_delay_drift_rate_Semantic_CMR,0.7416645214009244,0.9067212764022585,0.6691974744115265,0.67783684050138,0.1218896214501996,0.6212650209129806,0.7642784648568182,0.2889006882842935,16.91787785016023,0.003014172626667644,0.3546994300680879,2.6596914409605232,0.6200562773149012,0.5165783209096207,0.7915281472326532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,293.9065405433174,free_1_delay_drift_rate_Semantic_CMR,0.6421797945483214,0.8454565579409314,0.44207443647620004,0.6989882628038425,0.39210473051154626,0.7210889459611776,0.676226191068435,0.15448023523782695,46.9940434137567,0.001469147623127276,0.37286776395785726,7.677240535268361,0.2161166416103344,0.0012259965285037477,0.41262625429336186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,246.36354722247933,free_1_delay_drift_rate_Semantic_CMR,0.8459646732937032,0.07699089534142506,0.2943056689974525,0.7936197745468073,0.653138851801321,0.6501885096545685,0.6076405115688627,2.8156714262830818,29.601467432687876,0.007744785492436457,0.3006524321743962,7.701747769825006,0.034149448198339094,0.9485869683935461,0.37243603830241145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,194.55497128511624,free_1_delay_drift_rate_Semantic_CMR,0.37688292394596457,0.10602762678726402,0.8052566078962078,0.15190497025946387,0.2798484320669866,0.28781616469339644,0.645218898562741,1.3983436536751341,63.52617602746281,0.029385245207272426,0.24597308884330626,9.893492615145266,0.43679800268657576,0.9434069948049754,0.21581957266137675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,249.30190658969468,free_1_delay_drift_rate_Semantic_CMR,0.40800830274505645,0.1985796980618318,0.03676371561453634,0.5596239798983336,0.1183028196650347,0.4768320377476678,0.5451934139633658,1.6757182143835436,10.56259607553573,0.005494084051737236,0.35742085343594976,4.261853812827676,0.3285665113519879,0.028734690688532738,1.1213913662845938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,304.99122725796116,free_1_delay_drift_rate_Semantic_CMR,0.8086696610957382,0.07380814718346901,0.35601189476166045,0.1473508198294078,0.6471163833186797,0.20587034290355466,0.6513972554339609,15.224588778195113,36.58972792229498,0.011811509008270549,0.18724367046371437,3.054449554933581,0.8899465985275163,0.6858212400226602,3.6502984147678843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,359.7950152979457,free_1_delay_drift_rate_Semantic_CMR,0.5642357696152296,0.08948151102713055,0.8250765481169651,0.9880396109252517,0.00098595175087156,0.12111845624431959,0.5717882483276064,2.7202654797809163,99.82378651043308,0.004054209048548632,0.2063839350789451,2.0272089381970364,0.8051950781898797,0.37076960662458275,0.7218787550729602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,325.79848587503034,free_1_delay_drift_rate_Semantic_CMR,0.5730462479627082,0.2943820552069615,0.05217158307293163,0.8162327851627664,0.4284529366193386,0.11241072292699733,0.9189133012168014,5.160355697684132,1.4479299456798103,0.00329047932694132,0.20953782872933946,4.9324571531571655,0.2316980327624475,0.45758383479287923,1.1781918270169522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,247.61224722958778,free_1_delay_drift_rate_Semantic_CMR,0.9029134045442413,0.24024627567767376,0.18215240471337357,0.04695181843965596,0.07583799348603498,0.5693789047328229,0.4831638233359845,0.021395370849909057,86.71970389603624,0.009831815948740052,0.29562877231364215,1.6849365967993983,0.18731758814159022,0.15943202948949925,2.2855045941753547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,201.52077257363925,free_1_delay_drift_rate_Semantic_CMR,0.8163571169949395,0.09104876261865152,0.49926203569803557,0.2137846807690975,0.052940605899242765,0.7183990148212205,0.355665966335384,0.7001393777087515,29.36040814124221,0.011528568119277494,0.36000469705322224,2.9721137414109817,0.8465733518556526,0.02219235207272352,0.556366584448595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,256.1240030941588,free_1_delay_drift_rate_Semantic_CMR,0.7066763321525819,0.7870689266063201,0.2599101680977709,0.3849927072426405,0.09842055159072777,0.4642982504955474,0.4072652276664874,0.7210195005878504,58.020671030518734,0.03972537993212388,0.13448120137159325,2.1680773938746887,0.03146974226798738,0.09119334031974197,0.3239226402375124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.6874089484572,free_1_delay_drift_rate_Semantic_CMR,0.512747606937976,0.1528657270399824,0.12020628960396812,0.9127529284316303,0.6629395446259669,0.49759539976699696,0.9105663145864944,3.61183779079596,64.79030462613615,0.040732208744018505,0.3828779235606783,2.3808116354795015,0.44298727326066145,0.3590510759409809,1.4943787580703205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,306.3078636639574,free_1_delay_drift_rate_Semantic_CMR,0.5890407659115819,0.35130475481869494,0.050460164909650496,0.9869014871277371,0.7045709682710949,0.6917256491918353,0.5120188965127366,4.339430535224508,64.72594354915844,0.002823960199357267,0.314011693481973,4.94853096865745,0.4151956177082517,0.05871186296493808,1.0359815871625422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,260.29692746126227,free_1_delay_drift_rate_Semantic_CMR,0.4818609927526831,0.7864139232810475,0.6089799777172502,0.3120443361509896,0.8017543743147758,0.27706531556682107,0.7505943739203675,0.5286615593322921,90.01389125467097,0.001570601753129064,0.4345760833236447,6.954215688229861,0.03734645230902639,0.9828998089309522,2.2970662057790765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
