subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,1_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_semantic_scale
22,8,270.9401243221174,free_1_delay_drift_rate_Semantic_CMR,0.6994967243543008,0.9525242585322514,0.49632354924479827,0.9991394780343194,0.19362040394619706,0.6018776076825911,0.285925257653045,0.4318899819541073,92.69454574079103,0.011487726574422319,0.19382287230474393,3.480017312081208,0.5087576365561779,0.4650171800827226,0.21116409518651125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,200.39359715280906,free_1_delay_drift_rate_Semantic_CMR,0.9360504371277194,0.0037913819748573996,0.3853020390229139,0.8588887869047657,0.3929533802670411,0.7817839400052888,0.9489347398828756,12.574134266027123,17.65710967567596,0.011854525579022612,0.39641412708838075,3.0195563224615314,0.22792231905598448,0.4164706805523618,0.5813441869203073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,195.2886444849016,free_1_delay_drift_rate_Semantic_CMR,0.936060812276247,0.1663228520096619,0.10884845844136892,0.8378551727320989,0.4687219326729807,0.6330820128921435,0.8486026105738969,57.827900402822216,0.004558710330684335,0.18104659824513386,0.013729360872570595,1.0492231223093151,0.6881356393443734,0.3489954191165097,9.355432077829862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,256.2359913393873,free_1_delay_drift_rate_Semantic_CMR,0.5430311172519804,0.500277333205436,0.4685890173628278,0.9712012393236247,0.66094199970601,0.4283650243279786,0.14177642463201268,1.2221961675395907,67.69807261529456,0.015522614068053275,0.2310525318713629,3.5949797925795126,0.11601805544917244,0.18953641487880604,0.6392381435820607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,289.67931709630227,free_1_delay_drift_rate_Semantic_CMR,0.8008008311529747,0.015748632179628075,0.7047877797094914,0.6149927124416681,0.2597711353657443,0.9541609183538918,0.8271539606028322,1.4834592598686527,68.8840310978348,0.008301359108882134,0.24850693142188085,3.5924537776236427,0.19458012925563062,0.14665369292742514,1.869843183790242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,341.05810958437905,free_1_delay_drift_rate_Semantic_CMR,0.8266021446363394,0.2000788515678774,0.9535552949457561,0.8623661909752356,0.5327801117085618,0.7478232028298444,0.8688935211326145,6.8585712229706886,1.4285687207057762,0.0037284521787501745,0.22070997855852337,6.105639441073077,0.6938173414797543,0.5453835425527438,0.7404338982133849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,260.6509042695069,free_1_delay_drift_rate_Semantic_CMR,0.7693665909704751,0.5406775752465531,0.769582747758368,0.8971423251335406,0.5645348820480629,0.4122877213197818,0.8451842478705589,1.6302086283958275,27.978587637674558,0.020601764903105058,0.1189242285726122,9.931226181408237,0.8762802370638785,0.4972202672231785,0.13847486414075316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,250.20908073588794,free_1_delay_drift_rate_Semantic_CMR,0.8301525181605414,0.18896848299100932,0.4143467556377874,0.9242949290926272,0.3798313014950954,0.6806079583300865,0.6594962729858941,0.5972165184128002,64.51117871508475,0.005360399891734202,0.31586325019465367,4.0362585354218075,0.04771874619777955,0.021267596853899118,0.41731539796409045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,262.95416118523013,free_1_delay_drift_rate_Semantic_CMR,0.7277864733832476,0.10061543829030578,0.4786234185289634,0.570273424591152,0.47533678146053054,0.4221301892790209,0.6008097090960481,14.163765297973171,52.80871450777467,0.006084817904807638,0.3378877179047093,3.059372729614274,0.44914444203019493,0.654687314385439,2.667841389388517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,273.1243044681558,free_1_delay_drift_rate_Semantic_CMR,0.6035288516498304,0.06384470635272149,0.06247708924426654,0.6134874743456991,0.6012127241898667,0.820368544237404,0.6753773589639565,1.814310653558671,69.89840742807877,0.007101588549452642,0.34194544595913445,3.2386131300259673,0.7428951371096303,0.33961690876386674,1.818824174238732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,226.10901563502784,free_1_delay_drift_rate_Semantic_CMR,0.5071823084509713,0.1555056463420289,0.1766552520624246,0.062185705177535744,0.03533133680659406,0.573855719170377,0.8147366713177764,0.024605982556600736,7.518415291806448,0.007418605796493838,0.3881045111993311,1.8654140042499954,0.05374339936666639,0.12170853453232677,0.25702555219088463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,314.03874233156773,free_1_delay_drift_rate_Semantic_CMR,0.7669667103976058,0.5716609914785754,0.617090707142167,0.7156739605976782,0.4834765180699828,0.6503466701829312,0.619801845845674,0.21113148571556906,5.763101520983746,0.004836639565630629,0.2722719258630919,5.624297940890802,0.594739028641369,0.6682290879261819,0.889609297984765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,197.65177625640567,free_1_delay_drift_rate_Semantic_CMR,0.7094114529490556,0.05083097156699501,0.2376519934752292,0.7287684880095006,0.08458791545416694,0.42645355065029633,0.7040279823136614,2.2619264399306687,42.09551190649558,0.003620577292526461,0.575873465169817,2.177169183916864,0.0910105984862189,0.41049351479696705,0.1420452437784112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,284.22602177020633,free_1_delay_drift_rate_Semantic_CMR,0.6511086026322213,0.3068471054737427,0.5865357010385502,0.9359368615866355,0.2801198334390184,0.5549709668470341,0.26126385609770486,48.48763530123609,0.29947982205500523,0.03392597898274785,0.07398732593590651,1.1782692857357668,0.7175629420238926,0.10734166780825577,3.272177551653248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.2642038766186,free_1_delay_drift_rate_Semantic_CMR,0.18642733540270714,0.11941045919099448,0.09034742978706678,0.7188796436471282,0.5772630070204748,0.33791009958721807,0.9699451479575004,11.75932849928917,79.78072480145441,0.002489177300747773,0.5501890656965086,1.7764785344977485,0.9525005110492384,0.6269069287047474,7.007962821192537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,361.4279651885031,free_1_delay_drift_rate_Semantic_CMR,0.4785866161598443,0.49898476730126423,0.1753980266539642,0.9744666837641218,0.33325409920472004,0.11242042204272773,0.6053539215266552,0.4420626042198137,67.46272065362413,0.0035052484429217157,0.23820529843307447,6.653744081328145,0.4268934141997508,0.09400577339305505,0.9501895389440911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,277.67927008939625,free_1_delay_drift_rate_Semantic_CMR,0.8195971324919931,0.5021359159046769,0.8871514620629375,0.9400177296067225,0.16243154092002993,0.2832506332804815,0.572058788890309,0.12370170182268225,17.97543762962279,0.006948588269490352,0.24385358116883094,3.9371327358011303,0.49766096322873615,0.9769711606620411,0.21167342039329107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,223.98459804083353,free_1_delay_drift_rate_Semantic_CMR,0.6687902993314249,0.46086201751479466,0.2170267729872053,0.9702290377432985,0.8272963491904097,0.25926314503088943,0.4097366118476899,1.9218619509548418,0.3351527155140275,0.022696893285645392,0.16361369153704075,7.98411462702285,0.6128554510022426,0.5574146812099058,1.7857126494829254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,216.97679385390327,free_1_delay_drift_rate_Semantic_CMR,0.6121740033257104,0.08163284732936038,0.8174765017579797,0.35812368088485885,0.010951435344277949,0.7555045516513766,0.4309990363854497,8.682661557095237,58.36726978918656,0.04013260119177736,0.14883765018517003,2.501322017104253,0.047177219920991165,0.24267689117780844,0.9024360598662664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,116.80539477937614,free_1_delay_drift_rate_Semantic_CMR,0.5060193648680156,0.11405170231739153,0.9931247280245783,0.007730360463967578,0.1132181956221548,0.604065872297243,0.668254910447879,0.2046332290585866,93.08068870135372,0.04126361588366739,0.44519883417671124,5.036031252261253,0.31682064869092874,0.8529742032371272,0.27534959084905175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,214.5140920778765,free_1_delay_drift_rate_Semantic_CMR,0.38505195645374884,0.7824894883183728,0.6024296181650124,0.04873135433474818,0.09913098565866002,0.47953525713311396,0.9438064331719798,0.37959132905356086,78.645977916512,0.00800093638815913,0.3752820404566739,5.872428559557152,0.724322132012634,0.30229560474454176,0.913529702540476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,299.26437433021215,free_1_delay_drift_rate_Semantic_CMR,0.8719167538400876,0.04481755573760299,0.34444188465302583,0.7322323888792324,0.46839315453516295,0.4027122849444112,0.9468814519137749,6.640470209688651,59.5048404026862,0.0003434186143492779,0.478126615078148,6.432538629051524,0.17339358747348338,0.007272197389043611,0.30276250566721075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,308.2468809791044,free_1_delay_drift_rate_Semantic_CMR,0.57092712110647,0.3526880408379021,0.4440766565954328,0.6050423300804715,0.333276887731217,0.6261049819749404,0.6502250819858414,1.6769115405073687,53.185873894710596,0.02200061854280541,0.0888671115563786,9.727478291893485,0.42218389477161855,0.06774319989109392,0.1958288659947389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,228.00544706876775,free_1_delay_drift_rate_Semantic_CMR,0.6760931998244512,0.20944249874596593,0.1912097981748666,0.0688723516175273,0.4348935269095232,0.399020699513644,0.8679195827328516,0.6752612872976371,66.6294305825133,0.028087778470709868,0.2039019257649235,8.451687977092913,0.11890902000667514,0.8190150341911111,0.27681005919328605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,185.79989850134683,free_1_delay_drift_rate_Semantic_CMR,0.9779662874874392,0.18201551312669334,0.21538013343988516,0.7791323167838614,0.15403683232684173,0.32828057190348614,0.23500909484192484,3.473939765981406,12.058316071635907,0.0343244051963949,0.2492553947253464,2.3423531621092195,0.022412096525778025,0.007800549077587204,0.4669863823622702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,303.9293522848514,free_1_delay_drift_rate_Semantic_CMR,0.5921427016152113,0.008559957426767406,0.1343462229004666,0.7401029402277721,0.3414240680165155,0.8600891247487219,0.2833162881045789,2.256642507277114,40.34989490598501,0.002635055374728079,0.3306666761304058,5.715470029882895,0.140570996327617,0.8907922980760274,0.7911669499555707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,274.97208522151453,free_1_delay_drift_rate_Semantic_CMR,0.6751094337282122,0.009670932744511631,0.8266747680125521,0.9226886051302239,0.630594834927696,0.6833224025677324,0.3123983387947069,3.4257822476832667,5.6364151498503094,0.04699149095400614,0.10724416550430581,5.169375387485535,0.4746824521587299,0.17332660987247037,0.5694350835943801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,257.875360795407,free_1_delay_drift_rate_Semantic_CMR,0.7792587434346189,0.05885681294757322,0.5585656439610333,0.9875940633502138,0.22128641693828155,0.547060926753411,0.21872656467685114,7.676055756938339,60.99296799591528,0.03994779434666146,0.16764003127634552,2.7032969358953713,0.03244891439276487,0.5979589390627484,0.146678575256308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,263.6455883113946,free_1_delay_drift_rate_Semantic_CMR,0.8692689888578251,0.06277455039333207,0.9762088785914393,0.9055313295848855,0.48714534622956307,0.9262658327200819,0.37111217956025483,13.064780105805482,38.62694897308724,0.015889018104051744,0.21382092656460117,5.733421579819254,0.1611621174346921,0.7887017153625885,0.454604480690886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,222.4518456754111,free_1_delay_drift_rate_Semantic_CMR,0.7383202523077516,0.16503136084029635,0.3928569284882006,0.29585317987076964,0.04105687209987696,0.061899413304923045,0.6262954916230252,2.293611639633717,15.747639357538155,0.030069768335640124,0.23499933080349855,1.0990018958457575,0.24812889618227096,0.42281948364516997,0.8118567201314733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,324.58287324749034,free_1_delay_drift_rate_Semantic_CMR,0.7723348470735405,0.05126561560823173,0.4102436309875,0.0910282255748836,0.5239629325131201,0.5787343118591994,0.1549846270755949,99.21520040423283,2.096368701405403,0.01317215510194708,0.16763562880191163,2.734564919614551,0.18046901066300763,0.8209712172906067,3.438286158143745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,276.59615282878747,free_1_delay_drift_rate_Semantic_CMR,0.8583162954489592,0.10192451213960585,0.3296140671664366,0.7774667612627431,0.09684805833259247,0.8591066508693126,0.787006521545564,2.6088131127787975,58.06179628602448,0.014667721259842892,0.2650492351230511,2.1575257632023708,0.7587800516411681,0.9040204067623976,0.5685489604490321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,250.8223983670793,free_1_delay_drift_rate_Semantic_CMR,0.7253284301718631,0.3607199322457456,0.25938708296546525,0.7198087325143862,0.04627595879157109,0.5479635144965213,0.5769943649806477,0.30205484543539285,74.68585996290396,0.016373222530415066,0.22574963559372652,1.3632800421442566,0.9199659666585793,0.2289005116592352,3.879631582706006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,260.45778350077956,free_1_delay_drift_rate_Semantic_CMR,0.6889510420199686,0.5842353435457489,0.18375219643013435,0.698083772979401,0.08207007749678213,0.7033169348945981,0.573987015869441,2.3452298122590207,48.875389699196596,0.02196163366370585,0.20964156342992002,1.6839771630272402,0.23744352883159137,0.9860102864561499,3.7775909032117374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,281.60223949837336,free_1_delay_drift_rate_Semantic_CMR,0.5873191550243836,0.4554607423929368,0.8656342353339891,0.8189992120425851,0.8721851202947649,0.1296975050781608,0.25071603760390354,28.350318465477745,0.39924784916021966,0.008206450659126235,0.2644422952056729,3.3597471527465594,0.7022719256655642,0.6316378191820264,3.0834391271221504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,239.83142752378174,free_1_delay_drift_rate_Semantic_CMR,0.4658585665819944,0.5522864538514006,0.7929475964658426,0.6947690279709595,0.17681073860186297,0.33206611434278765,0.661494159585912,1.495745527692236,1.1373098937649075,0.019651512940287663,0.21200349319756384,6.943752298264226,0.539269940465228,0.02370208570263682,0.3706492659662599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,280.0086108231361,free_1_delay_drift_rate_Semantic_CMR,0.31676235335726033,0.10858187621654886,0.7768065107586484,0.6476392648680285,0.11094960632873202,0.4685461143323217,0.21819600371564768,1.1733051667463528,61.95753576646176,0.00980021367557643,0.24547850331587995,5.377003742418875,0.6520873004736221,0.955203070425372,0.12287720045177686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.74834626574693,free_1_delay_drift_rate_Semantic_CMR,0.5908348747879626,0.5019594172544468,0.6706101193806495,0.8878166087874229,0.09155454465879548,0.08036292399829464,0.5757066764830366,4.427522372759796,18.114307369149717,0.00845271668627856,0.44274988887916056,1.0010786720818086,0.49229509725052767,0.34207792012593297,1.7726621084751022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,228.13184105191112,free_1_delay_drift_rate_Semantic_CMR,0.7993583348862052,0.09860700282108831,0.8803871163610324,0.3805093982375484,0.059017793582625766,0.8894595168515145,0.7734827047715382,2.0995373528060384,37.336825786759846,0.0058493977533304875,0.4067342174273678,2.7065420450959587,0.012210497535623366,0.5335929383179369,0.5456478193820811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,317.0260308342812,free_1_delay_drift_rate_Semantic_CMR,0.5600685841892898,0.09051449876950957,0.2745406230804224,0.4066893716768742,0.2874657943914745,0.5563323364446392,0.5453042149184834,9.020756899357483,0.16922194401850235,0.004735019710364763,0.2905552972710313,3.634426300689869,0.39336305561362045,0.4268258351769004,5.993295972047411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,239.6308802625124,free_1_delay_drift_rate_Semantic_CMR,0.33922298297443687,0.0852674448671275,0.4553891201881478,0.7959172625316656,0.029276036673057115,0.28825023015710516,0.5612912345259137,0.7704047731108474,68.11403879621608,0.02446468130124435,0.175245065435929,4.556441491456996,0.36229726320871286,0.41811714143878875,0.48460284518274666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,260.12543348900107,free_1_delay_drift_rate_Semantic_CMR,0.46067446207853646,0.1147977713146276,0.1633561905171878,0.6273489258344351,0.3067446833088395,0.9541310387416075,0.8293558457156118,1.5206017012428035,39.58129275815256,0.004705798459104904,0.3394788720333919,5.105642106331148,0.6624144750915971,0.6434206723542037,1.4953167125428326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
