subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,1_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
23,8,197.53205291685043,free_4_primacy_decay_Semantic_CMR,0.8851008682192167,0.1690980437358151,0.7638234787492695,0.6441297361831546,0.46808433033696073,0.9927843886810224,0.7481431651923957,0.9182535448504354,14.814116497803774,72.27574902172577,26.48447072469922,0.006078856305877844,0.6170187137145957,0.434066409234946,1.9446435693924107,3.1281772403523616,0.06166629584916983,0.8594603319649181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,182.9872958841503,free_4_primacy_decay_Semantic_CMR,0.898263669709402,0.010840860298357624,0.4748982037803605,0.7477997705574788,0.019272065608559374,0.656802116582493,0.3691120991790951,0.5979770404678666,5.0819552962287275,54.27744082457362,57.67968572868683,0.014919277239623052,0.6133765125459032,0.303094739033245,1.120211562996464,1.2188842347937374,0.03876615489918028,8.001317986147829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,253.95815204146112,free_4_primacy_decay_Semantic_CMR,0.7569804250984224,0.26158141059254386,0.26534990476755604,0.9499641149912103,0.40139318913769345,0.7750559918062085,0.36965722275920854,0.016737841257215058,27.161462271609523,75.55121943125957,46.16526014290838,0.009324773974392797,0.4638819012906392,0.2653695412122694,0.8417388209700896,1.8696158231072486,0.7415559115780032,4.195281913928055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,286.5733867902493,free_4_primacy_decay_Semantic_CMR,0.7619559380179483,0.06351599019541271,0.5532536552983752,0.6557587215430263,0.20599953058913534,0.44002704595571684,0.3737581140254163,0.5186667750756174,4.412770564326685,22.619687256775762,43.194759045185805,0.003670340823366036,0.43386566904141866,0.31090082824178644,3.382117001359105,3.777429755189763,0.07237506426869772,1.162836698869858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,341.3269838446866,free_4_primacy_decay_Semantic_CMR,0.6140448516813002,0.7897121369031939,0.7305286032290642,0.8361138185424166,0.3858119491826329,0.7742944851998499,0.7261719140353836,0.9729224404047921,0.5549303710346436,53.304329929892916,91.61966155410207,0.009226078938573579,0.20239154003270876,0.1542447617368996,7.277962890239367,7.382877769924852,0.1521781679974239,1.1894984510741868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,258.3891723738201,free_4_primacy_decay_Semantic_CMR,0.7962329204959219,0.4385441336527425,0.8890688365968311,0.7240350187524714,0.416658003452497,0.6854301745386898,0.24648307100562694,0.35359410874676817,1.8299131117359337,2.8765802358384533,95.90389023232247,0.02029268667315698,0.18540063883454838,0.08626460221908516,5.3925349210567575,9.898513871857983,0.7761294022863156,0.06806669075072502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,249.85193320733407,free_4_primacy_decay_Semantic_CMR,0.8694918865233519,0.3781650617861992,0.32124479907689296,0.8953071880473471,0.5385434334379913,0.6833570548245476,0.5829731906511703,0.7824176442856955,0.6303733792808615,24.705972599454835,54.47449494221498,0.01599005923812663,0.23292166590719177,0.21842308069452177,6.609044986642136,6.062588911592042,0.07108350736641256,0.47154113023721145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,264.9817527148572,free_4_primacy_decay_Semantic_CMR,0.8092724214518692,0.0027864254516537512,0.25431061128320953,0.8368984915293727,0.8023892496281692,0.5887308036765961,0.17774600669777268,0.6438738213649791,31.19375659351712,87.65110036079065,81.34923268291485,0.012432943476123115,0.22262537557974227,0.24677710820893228,3.189354105015359,2.324400993662433,0.5798490920472087,5.204646373270098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,272.5554301329856,free_4_primacy_decay_Semantic_CMR,0.3606214917341335,0.3545351672279764,0.9522275249269,0.5329829441926813,0.06958378962739031,0.07328602793280775,0.4845217202107794,0.6707720442477112,1.3491321452824252,62.6484181403454,43.778555611851175,0.0019910568271964135,0.4362920116199023,0.5089574608637708,1.321246434582433,2.6138964152990636,0.5791315447272168,1.044225324784993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,226.49830782746318,free_4_primacy_decay_Semantic_CMR,0.33013133517462323,0.17596704039505945,0.39561090561978984,0.25655111634257366,0.21744490422837942,0.5281469132985043,0.7837971516977306,0.8647149305281152,0.39240544392165333,51.49603471295541,3.6177880650807097,0.002602103627657837,0.5304768997584581,0.4767026953770124,7.42675511261125,6.249779596641492,0.040730633961203244,0.10673441328082234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,311.7156007090539,free_4_primacy_decay_Semantic_CMR,0.48368765707188816,0.6832603439363308,0.7395059803322245,0.7942763059859677,0.6480454206444515,0.8732855681360991,0.8653760301208665,0.34900755247953447,0.055117898678242065,30.97494393685924,16.766476959390577,0.002140373129909045,0.3924596181970107,0.288728081535384,6.071852492740886,8.445046769790219,0.3671703135997643,0.9797597856122191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,197.92455808559242,free_4_primacy_decay_Semantic_CMR,0.7431732297297989,0.049716800996489785,0.08030975047169531,0.7604609860079017,0.3640386913846682,0.8156299647785104,0.9929155341207236,0.9546411788388556,1.0613124708086232,64.72715125627528,94.99334134490374,0.0053578170680670945,0.5882432947206118,0.5383492110483621,4.772812406725774,4.492079596494642,0.39159905010919643,0.19007612081512448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,274.86220077378084,free_4_primacy_decay_Semantic_CMR,0.7637873637354626,0.13066495805981954,0.26879305102802875,0.732325380434535,0.4080928565975603,0.24081757287940841,0.15893502463391906,0.0329202313378415,9.534242229383175,19.426689894933542,0.8540335306281932,0.006229386279657745,0.37849907119533466,0.2742433136214846,2.8827904921569747,3.820704716769747,0.9242323261583123,1.0547939969023097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.4987479637492,free_4_primacy_decay_Semantic_CMR,0.1675324100459883,0.1072025778992221,0.26012401568373394,0.4624341761416801,0.5267659141383746,0.023852171409231127,0.4486962624384465,0.715191429229902,2.953936017308031,67.75309819992367,93.71327865202713,0.002693250543528647,0.4943689465738448,0.5472229316346056,4.07914580602079,3.7824976530583134,0.857116082179247,1.713986717783866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,363.8910118700489,free_4_primacy_decay_Semantic_CMR,0.6755399237807663,0.2554832778346552,0.958849536492901,0.9907967903419127,0.7351987922177822,0.4058755699865941,0.2632490854037145,0.685692643544681,2.9099027920635976,29.52645424192247,1.0124255399351796,0.02249530401535582,0.10066291943021177,0.09895312702475145,3.642621402640117,6.00507351276931,0.8130477421930622,1.3694474619733081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,277.92926685011224,free_4_primacy_decay_Semantic_CMR,0.7692212097875933,0.6510208789741592,0.7829258934575365,0.9732231027149596,0.3094391653726697,0.46980356642934984,0.7688721153178247,0.5100097279620013,0.7918190030841075,69.59677435826636,58.12265229304118,0.004547905832937571,0.2991035026837041,0.2904256855255323,6.129221235190938,4.641101472349119,0.596289179177644,0.21617911196515482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,233.23469485178512,free_4_primacy_decay_Semantic_CMR,0.5010415149956224,0.2811372881461782,0.056820683138985584,0.8867574168835723,0.5606316575501583,0.7566318207384046,0.7257371924582651,0.28774937587632277,10.22592982043085,45.28509534723199,77.92581266401005,0.06131923159485103,0.06716644993276422,0.0520955259703495,4.1889839842292,4.412810689891862,0.7952527389259294,5.2945351785868855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,214.96174888144873,free_4_primacy_decay_Semantic_CMR,0.4694346670625862,0.47951511774899364,0.7115575328040231,0.06883576978028218,0.17046863883423405,0.7579773167251558,0.5053634439007504,0.919455006689032,0.7131143359959873,96.37365435935877,93.12838478837178,0.021652482469743887,0.3567281910753202,0.17308975588288733,5.223050493335693,5.137542474516413,0.015974616571866544,0.39098967629448045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,114.97352519394248,free_4_primacy_decay_Semantic_CMR,0.4463467640581421,0.04460724091937335,0.9993000683159866,0.013331186121365912,0.36148931033814924,0.8362601323737033,0.46163829432308945,0.9229171453419109,2.8105869481065398,2.0756034468960465,34.88862103021154,0.02815447792521969,0.46638033106033383,0.47665740252239885,8.289433954314731,5.607552080847235,0.056664624012190634,0.13428596331738873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,215.6074915159489,free_4_primacy_decay_Semantic_CMR,0.8071789778227607,0.03985203275092769,0.8622098550644932,0.2816762711943468,0.3486861826280327,0.4342454460500337,0.42677516937580806,0.7469627938057738,5.507069477089999,34.11022984205616,97.52589863462586,0.012064226715161275,0.38493676252254616,0.3407639401623088,1.3641586263404202,3.4025944950320723,0.6835537848351673,5.18790873010838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,299.4655320765273,free_4_primacy_decay_Semantic_CMR,0.9116657214046411,0.02477986447825664,0.4007541861155036,0.8007181485237668,0.5601899545497102,0.5254247525820774,0.6958770139902021,0.7406825783496808,21.78981735305871,48.1253489176314,1.6852571384516253,0.01414009968760055,0.19671299139022835,0.2479073497176758,7.032463085049992,5.4711515784181675,0.0011334647760719019,0.3832335982977355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,303.6124137913074,free_4_primacy_decay_Semantic_CMR,0.5719205881700407,0.4201436092806055,0.2689916640197984,0.6783843961257,0.11112994188998143,0.6129816759946891,0.41597740673279887,0.6237326164222683,0.9313770665273324,18.690636193585895,68.29878390482789,0.00934208152062016,0.3610349713041847,0.11679731964830253,3.5274091217938963,4.17681766766833,0.08356166151811595,0.2238834123579272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,227.87961464101278,free_4_primacy_decay_Semantic_CMR,0.6105945917647958,0.26618669649620613,0.43668225554466666,0.3943282678966811,0.4144634044376257,0.751666342578479,0.43518971629459097,0.5159345901901554,2.7002004968058886,51.684816532546314,0.34337671412504495,0.04400301449011426,0.17673641504630602,0.09276663879722606,7.0631417853260166,5.822778268733643,0.039368529949990405,0.5080892229914952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,182.6119449144784,free_4_primacy_decay_Semantic_CMR,0.999565447942389,0.2692705228294516,0.6686317815903445,0.4823601119491753,0.04937538091266913,0.505606963573263,0.4907350700593246,0.6808075427537593,18.699584632660805,6.552206903330145,24.377528219021972,0.02016674097800264,0.5276352041011547,0.23602400637690835,1.5994425936400471,1.6984605449549006,0.035128709867764174,1.8896373185606086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,301.28807264002177,free_4_primacy_decay_Semantic_CMR,0.5779717381021822,0.16475498081615342,0.17556127339302274,0.8113020738554821,0.34651094175564395,0.32086417420745095,0.2536234188965131,0.39607902954423246,0.7039251470354912,34.592132911613675,23.326421970760663,0.004711465161909456,0.32213184733408706,0.28169954934619845,8.935505875321123,5.706845713135133,0.8012587654919471,0.45842129591467184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,272.7889381963915,free_4_primacy_decay_Semantic_CMR,0.612513028691968,0.30750946640386634,0.7968797010236672,0.8178013785352256,0.2042626101930199,0.11140025008325644,0.5517683675451729,0.560073855222134,2.2421394595933535,96.32378513591172,0.359932191453872,0.021819163519156748,0.29224181269163285,0.1766728104794204,2.58271878751714,3.3954149742988893,0.47215009666325675,0.7982711775046063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,252.5739816345568,free_4_primacy_decay_Semantic_CMR,0.7869186504380167,0.04572631052247428,0.5097286963749422,0.9845196056761402,0.5768653795516109,0.7632547718194224,0.338558764042723,0.22492854442146104,8.160013164673764,13.503115823645992,47.872255081798734,0.008104905562902498,0.37851983862341676,0.2546843177059914,8.565243075422991,5.659085401796265,0.2894869591837608,0.05238172100614147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,262.49152697402377,free_4_primacy_decay_Semantic_CMR,0.9395888160747914,0.08450089646164666,0.9269004768736713,0.6086881715345553,0.8659475935472798,0.9634788830326914,0.28707708875723825,0.6966338340804158,24.369847478801134,2.503231186456624,47.91106786358979,0.013758024025296356,0.12292716592800268,0.2580775736969114,8.038667003154462,7.5278990216472605,0.03410472890872418,0.48465115004839365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,219.17547814237807,free_4_primacy_decay_Semantic_CMR,0.7940381470701836,0.00531370092047545,0.5515374517830756,0.598822862200976,0.08010258756672445,0.3014648256533191,0.4739750515610335,0.811921754358677,3.6543995387731485,63.47533236895324,48.00800871973288,0.014559473172143955,0.37636030409818044,0.26647770981479013,2.6129822662486486,1.2864992143480847,0.3324534683423884,0.2974651354815556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,308.15875351892,free_4_primacy_decay_Semantic_CMR,0.5526488269849162,0.5840364778908534,0.9823068215521615,0.3733453613918819,0.9869793934114955,0.6808649892155147,0.5169724571419493,0.007261272844340083,79.1332258674195,71.5578600953593,1.0561773314037666,0.007704747779216592,0.3179026340043496,0.19626936038026876,1.5605619124501486,4.033219360866098,0.29398715095234507,3.1298300307655182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,271.19881453491035,free_4_primacy_decay_Semantic_CMR,0.761855992788756,0.5689933045905988,0.1986533739174724,0.6215292486102304,0.39854778757015025,0.6943393532772594,0.8738533572170297,0.4039602399001006,0.9938506891917029,37.73871325445178,40.634418262772286,0.005250462633700048,0.39813348698036144,0.3163854653817868,6.403687435507468,5.71921210928363,0.4794995277447922,0.47039568916266106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.12483699467373,free_4_primacy_decay_Semantic_CMR,0.8138430080070926,0.11052659556179206,0.45600723823375894,0.12481918226679506,0.6205767448979103,0.00919780820960392,0.8654449884013231,0.2786006980603544,4.322137361753043,20.57790675747833,0.012766871590763174,0.007535908143976644,0.29203518431550535,0.35861504947787903,1.882585639743552,2.2719003444544845,0.08600687122939893,7.243300529761382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,257.30368801116924,free_4_primacy_decay_Semantic_CMR,0.7317395933865212,0.8947706385239385,0.4677229572607061,0.5854333532841965,0.31559388682959555,0.8155452286749605,0.3616987259682437,0.8826538438701694,0.3819382140038172,24.64772319830783,21.22112770656972,0.004531138195894735,0.4846290656644836,0.2589958100946079,2.5503358754472547,3.0248883521416325,0.1022483135374534,1.274076096498609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,279.6244791551251,free_4_primacy_decay_Semantic_CMR,0.5275979859223714,0.9277069567925326,0.754455202858098,0.6977328571169187,0.7360861175135466,0.004777541279156807,0.13255505635158124,0.8258160229416992,3.144929885604191,31.087002076092563,0.25296763736363503,0.012799183797512688,0.28800347978600016,0.20598076751822073,4.974722578171232,5.809649092939133,0.32661025881874123,0.7118410086031935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,239.36420289564586,free_4_primacy_decay_Semantic_CMR,0.5719419995295615,0.2932619705996452,0.9933851521367127,0.6650690327831311,0.10799418345214651,0.6306205002943819,0.10543502819700595,0.3451871820135067,4.377159116961096,68.39642874835329,18.29836854210154,0.005958424945954055,0.486009934772083,0.26171700407523346,3.0679111913196264,3.8406692537815648,0.38342317495328737,0.15271009532375768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,277.7831789249843,free_4_primacy_decay_Semantic_CMR,0.30155278294186083,0.3489764533359962,0.7040068225001899,0.6762950137243405,0.0013873680713884571,0.3219472250010888,0.23636548090305645,0.3894748441966731,0.7236588183451009,14.126611015307398,77.97376222089915,0.00429427176905827,0.4189349488368808,0.3175447358039683,3.6969944641471626,3.9525157073471466,0.14271557957003744,0.1607363059063906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,216.9073993562477,free_4_primacy_decay_Semantic_CMR,0.483457598923223,0.08106208943854942,0.08016632218260134,0.6589543873297911,0.2065440550991534,0.8017013779755282,0.5459485014256819,0.14897433758213036,2.3912004730421685,62.794093342515154,66.33757364330788,0.009916169686279452,0.4276965068283465,0.389078311383221,3.77183440990992,3.7312490220021566,0.44189506283960045,0.36995670619055154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,228.60017636825262,free_4_primacy_decay_Semantic_CMR,0.8413954064292325,0.015252022803841735,0.916477188389572,0.8327760560581617,0.2981882820922147,0.9667789543325614,0.6056505780661815,0.9595453068136786,10.521047103742795,45.81705601305773,96.21330660395316,0.02320106545885255,0.2359087821979955,0.257255173336519,3.400530898144373,3.360273064370031,0.12839221164679945,0.49581818161648594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
