subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
67,8,254.66453373032567,free_3_item_support_Semantic_CMR,0.33675477965631595,0.11049995735421064,0.3720426318629294,0.6085192391726179,0.0562548238395536,0.8005455406059135,0.7688974499220892,0.8256835672243523,0.45945979174926777,91.00176010300459,0.0020062874152826926,0.5774411041017036,0.47071579454466583,3.684790297685057,2.653509602627749,0.19902262536065957,0.7388298772525284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,191.83945707049455,free_3_item_support_Semantic_CMR,0.7552592604574058,0.06415614102708739,0.2135338250799128,0.8839079268348324,0.7710730759179832,0.28494477515146033,0.6180267843552101,0.5157339915067232,6.4884149317275615,81.29210939846082,0.026366047533038672,0.3475624026383306,0.23421802706408634,3.1636731691863655,8.134472305643872,0.3995980448517649,0.3497468738178213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,190.25490436879275,free_3_item_support_Semantic_CMR,0.5069855772521434,0.04184753670081176,0.0904391359639169,0.7951713683402415,0.039155787552070054,0.26000453265758616,0.9315277902153509,0.7007715272100054,0.9278235264478383,44.41245946409376,0.005313952314008941,0.6459325551247943,0.5435047465420553,2.959349943138494,1.171634628366498,0.2844638148221543,1.254983713275558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,348.0317552878806,free_3_item_support_Semantic_CMR,0.7436219387916476,0.46710605960870555,0.6619840470536209,0.9123107270748159,0.6667298379836781,0.9631546087186816,0.9336140219031293,0.4672349142816618,0.44639341296096424,85.84191133244266,0.0008782266591527894,0.36765779411887084,0.3863926707401963,4.497101904227441,6.658983632661792,0.3563699510504697,0.7914251419621143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,249.5670301795085,free_3_item_support_Semantic_CMR,0.9892983585057209,0.0521720866630751,0.2224339803363709,0.7260462381776724,0.6988607018204057,0.8996782073890712,0.26613838712538707,0.5327143470654475,7.5938671282447885,29.592416914048492,0.008040773485367081,0.25721790661378385,0.24305526037395886,3.0747555980761874,4.010225853633979,0.050300877473373196,3.0793491958971946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,278.1367111396994,free_3_item_support_Semantic_CMR,0.5482565679269805,0.019855351805882188,0.8063388050825017,0.6304546798158152,0.7336404846275631,0.1612257053754538,0.21216901474301392,0.6912042921310794,18.126863657198328,0.3112461302162819,0.001000753499418859,0.3737538926340906,0.3734193727070274,3.396321787833567,4.915679839100719,0.12537227853790614,7.90761416565542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.7183369342161,free_3_item_support_Semantic_CMR,0.9415878627250611,0.37201934633223843,0.2526495360278189,0.3933364230438431,0.3323457768150033,0.21582272032814565,0.7316020714087688,0.16879723695118481,6.426210917432648,94.37970977034749,0.01905788784152418,0.23341273658553785,0.23577332695254416,2.3205628596608676,1.6935421675709135,0.018842245887051357,5.513634671601273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,210.26687775120064,free_3_item_support_Semantic_CMR,0.4719909467681154,0.36081281351638705,0.29639488420085336,0.40781808296547983,0.3002607439790297,0.7608109542620507,0.9681115343233074,0.8166921432821916,0.3416323648811712,58.51990959559523,0.002542122927590651,0.5962996409929318,0.5566263621744367,8.42357636816854,1.6091148013365557,0.5073892949440187,0.35548681946993455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,248.90043867919383,free_3_item_support_Semantic_CMR,0.9924580438218072,0.046402343010835956,0.8925753092564082,0.04726672332012921,0.3174118295136258,0.7521724376813756,0.5603629040049554,0.47765748624852367,9.124693094732748,0.33977204413931617,0.006075746412758987,0.3120489888758815,0.3730619207609305,1.9792575946242041,1.3856450262098048,0.13204835729808556,0.43791020289740334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,270.73829374625217,free_3_item_support_Semantic_CMR,0.5323868163490477,0.7607007964403011,0.43054142883647695,0.647010680802381,0.39295135404165277,0.5157703079834061,0.19014979044148067,0.466527667936865,0.3310145001707667,34.4652469438647,0.028670262472354435,0.16900984413444586,0.1043357359152628,8.584652952550927,8.194501643007754,0.05873850270639802,0.4924839037057289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,332.0950154761798,free_3_item_support_Semantic_CMR,0.8767927916638731,0.8474316602471548,0.9695782452018715,0.9746818926755249,0.6903628454550477,0.4422804466490573,0.4255495362923888,0.43960204062116337,0.4007526737479452,0.7112953738384746,0.001722241356545362,0.2989900441596358,0.23544762728729385,8.302145411983878,9.206838572536814,0.16578298565388244,0.4827947608734897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,325.7344828054651,free_3_item_support_Semantic_CMR,0.8760269926791433,0.04395228335382784,0.6646813762420543,0.6796399069074843,0.42925035615507856,0.9782920332940305,0.131247254496067,0.5719058299388691,8.455498349631398,0.49497372373674153,0.015386689212520233,0.21133591688954034,0.20562266620879388,0.693875691775748,4.253099302872549,0.14923782651107897,0.2682482970130087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,251.60701568510575,free_3_item_support_Semantic_CMR,0.4955787659041432,0.34472765185105714,0.02259531913872581,0.8531034578033041,0.5353332566797886,0.9393540544768575,0.2292115754124064,0.5528717801537882,1.262812133515908,39.17916689048746,0.01857917075303417,0.16181974043275726,0.27269538970111995,4.444731574455257,3.037979299966325,0.15716571573366778,1.7098142123935163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,340.8407939810737,free_3_item_support_Semantic_CMR,0.6721861976544526,0.05120247478051865,0.49013102202229314,0.7342453718058704,0.6180204073877502,0.5991085347771031,0.85023769055024,0.7684102744665438,12.741287151443117,66.73191460847654,0.000680991550111254,0.3870759620325597,0.36034092299647025,3.531510593092346,4.864363147019714,0.2892844615971829,5.159703335061795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,278.5017641429896,free_3_item_support_Semantic_CMR,0.7369456346541978,0.06327221860906063,0.7583924592839659,0.6021569589074692,0.4435273393757232,0.4546866260759031,0.7688142328015902,0.48832380206458414,3.309518105896238,31.008389332596348,0.0015097428699584192,0.45706765782806347,0.4417631308225731,5.049147717060805,3.9307167429768297,0.48179725057328626,0.7813559566198078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,293.42391582977007,free_3_item_support_Semantic_CMR,0.6016932227285338,0.6544608093108752,0.602651832229451,0.504152766616368,0.27793813712482923,0.7238454134015525,0.049326384287865066,0.8703219514081215,0.982130174752335,1.5651352313083535,0.006675301901434949,0.24054252032414158,0.2431309374669608,4.880812617771929,9.105671430558608,0.1031811846711167,0.4408822533660546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,245.29500100686556,free_3_item_support_Semantic_CMR,0.665202420509553,0.11222762602739339,0.33517917534425845,0.852139033237874,0.457020375020478,0.8840361303489292,0.10714366199366088,0.802193097258485,0.266455384071115,42.5270998964696,0.003150385156458213,0.5237908032283105,0.2772578503672154,7.857204426278534,6.200120779553545,0.15300197461677306,0.5655970619334454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,194.9283238100893,free_3_item_support_Semantic_CMR,0.4181534225912178,0.0017087614750231905,0.7369483441470137,0.34929624081596977,0.030408709143771473,0.2889735586827171,0.4160021616653679,0.5969190876416791,2.711179553901502,28.62964666142941,0.034369149644087826,0.21580222240842772,0.22471355513133418,3.890446407546755,2.234896173788443,0.2788660835379433,0.10347114354790499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,247.83170885574322,free_3_item_support_Semantic_CMR,0.3786552653486804,0.030464556006351007,0.09246495516653847,0.6643301738460311,0.19737237007609115,0.6136316229273169,0.6599397506001952,0.2451997206214777,3.0651509007112026,42.037851642631765,0.00584255065297512,0.3352926511375367,0.38408595803953105,7.1718603563292564,4.931570260919091,0.6107231257759473,0.9681461542132119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.3681754118719,free_3_item_support_Semantic_CMR,0.7757951418310773,0.30431838068800776,0.3765412140440758,0.11959467932344586,0.9706774774089896,0.975170601173226,0.4107834786054824,0.7772881196540649,22.209020381874538,66.71153194271996,0.0033210044478602097,0.41763042954064744,0.25417422601647566,1.9664747026953155,2.3656756630849163,0.16794080433218767,9.415955104148289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,355.8711124626092,free_3_item_support_Semantic_CMR,0.7373272724757445,0.10554303433055093,0.9729743618397358,0.725440610087215,0.3585526206314186,0.7018248646139429,0.44506313484119436,0.49154684254396863,8.026653369135108,98.0943715327191,0.02539406552999754,0.1544087302915825,0.07745488451715937,2.1778784135144607,5.244215618043952,0.354259591694371,0.4881546378577472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,328.3332264223716,free_3_item_support_Semantic_CMR,0.7046069648590968,0.4291621483539726,0.325249801206954,0.9673924700767047,0.7176701637182176,0.5467321713606326,0.12157725727058527,0.7889952275528334,7.948114296752095,43.54952620534057,0.011866343091088416,0.20418685323160624,0.1661324200091201,4.925625839191349,4.598782875938252,0.7043135303121413,1.4870953119378614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,247.74392039648214,free_3_item_support_Semantic_CMR,0.742341443614503,0.03429894124321553,0.3880832641667844,0.6550318326137561,0.0327654595232863,0.7937939861118973,0.592434841912313,0.37327804559754935,0.6626695312093958,11.30301160644671,0.012026477786927003,0.29120378820774473,0.23102071222869114,1.4745411693355832,1.708999728201213,0.22043286930278283,3.005529882161271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,198.83673969092388,free_3_item_support_Semantic_CMR,0.8348095992131064,0.30150315710656805,0.5431625397347563,0.1856651770918668,0.10848300260951071,0.2302364209659663,0.9213859746104256,0.5479149175156293,0.8912422341179749,31.265336068541572,0.003827602385095774,0.45968827282476,0.6059608998709463,1.6392659439263166,3.4197613528686546,0.06767478447766956,0.36436511938206184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,248.78589344939917,free_3_item_support_Semantic_CMR,0.6552905745817506,0.5931833936230654,0.17572594447981355,0.619610210972432,0.025446172527139987,0.5558404845216701,0.35381614615419005,0.506546413074046,1.2900807602313762,9.421737146789411,0.0030511983282542343,0.511800692911379,0.327276335371832,2.291942812837657,1.7338608966192517,0.14698036042564616,0.2849158443949005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,153.4291087879652,free_3_item_support_Semantic_CMR,0.8307622010189986,0.09674989479728935,0.6002868365357485,0.280833776651765,0.183218990990142,0.6034678216728407,0.3084118443772006,0.10092407352361837,1.7695260760865636,92.42641297106219,0.02109794390984926,0.45539984179415516,0.45262554827746726,1.3580256925798588,1.5822789451954744,0.9975970243546448,6.301050417073217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,309.0450907196382,free_3_item_support_Semantic_CMR,0.6266359668430532,0.259997998841035,0.379813351729159,0.5271472828786152,0.8646636485076749,0.10205139399964058,0.7356167467026882,0.7220293727798245,9.287002633786493,0.5442927869208418,0.008346270123712085,0.21736575207686926,0.22783411960472488,5.3884307406386664,4.522222942887526,0.49831724535421323,2.7202539704237383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,261.8879910330305,free_3_item_support_Semantic_CMR,0.4561990668280196,0.7836678935260472,0.7320841219442791,0.3621610983310072,0.707648351403004,0.5093018223146032,0.1436460770290116,0.7969944873570826,0.6415744727778261,46.61353873280397,0.0036483474961280793,0.3875949243848096,0.2925418235319057,7.380755079950884,8.472461744649802,0.6891325959528395,1.5597242678282228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
