subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
23,8,199.34248222519176,free_3_item_support_Semantic_CMR,0.9350238478979978,0.11418307547616102,0.6500529249741187,0.8600356631364443,0.23172528386108726,0.6944681462546154,0.44175296857202584,0.7634922679906239,14.717049810561463,77.79436758443711,0.0048795323163799975,0.5881332855149628,0.45020287788255686,2.1223176120244314,1.553887334545939,0.04140566675304902,0.9556428210773715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,181.11267259722376,free_3_item_support_Semantic_CMR,0.6096929395400683,0.17469299494858437,0.18396865001336526,0.4865587162227122,0.6163281479354719,0.7524031271983445,0.8067229873793278,0.7880959130405617,0.06706254763730612,49.27563351402769,0.014745914767918034,0.5789744656483613,0.2724244346569309,7.920765403324541,8.998972438332245,0.003542724252155627,0.20625476666440257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,252.25535628337312,free_3_item_support_Semantic_CMR,0.49285700842819946,0.8027658215117458,0.16263796639746658,0.8414665538515151,0.20679366610584538,0.18407576574239182,0.10840969422430219,0.5083071904167149,0.49794405899044136,26.333981206468355,0.007698551091989969,0.4874896275724936,0.272674705095044,2.07994253382933,3.4951244909965107,0.3727875243244825,0.8407773588903762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,289.47200183926634,free_3_item_support_Semantic_CMR,0.862337792366394,0.3560054969431393,0.635129276380914,0.6521460843310911,0.5677193972167776,0.8731596165851763,0.6168750378275942,0.433933495093085,0.8413028496908694,38.55974433288993,0.009338145703536305,0.33897854585436615,0.13414269407058033,4.720543043094737,5.6754317673273125,0.1014078901482996,0.8714150054494949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,337.883971515122,free_3_item_support_Semantic_CMR,0.7987041237529258,0.14521324645158,0.814799079454696,0.7885682881012562,0.4957143151554436,0.25241705155788097,0.971326875889234,0.7722908933642322,8.593830404844276,23.137382073602698,0.0008040868844183535,0.36230095621382485,0.2890152755924742,5.655519467545296,6.666190025735218,0.1786682842939174,1.029384449595932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,259.0675758726453,free_3_item_support_Semantic_CMR,0.7815082602591569,0.81159260452529,0.9059494354334412,0.8196288042725361,0.36102039845058076,0.6430913018507802,0.052022039808294895,0.607704699873676,0.5978595331436054,33.29805801542801,0.033925252495646596,0.23648316569179784,0.04125305610242691,4.21241865186799,7.832625651568456,0.7300252105042793,0.11838344052223615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,249.69086625867263,free_3_item_support_Semantic_CMR,0.9119521874377796,0.06616715127034839,0.6232109027844206,0.8956934077142789,0.23435362535904936,0.8521060743879256,0.43138590726775294,0.4263111126091921,0.6179566798382083,99.47533003925392,0.010067901032265736,0.27475241709016096,0.2687904406670665,3.119115153077816,4.430018358753357,0.034788577508294394,0.3155008245955617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,264.31065355463465,free_3_item_support_Semantic_CMR,0.4885532563092794,0.5947579464962859,0.5209255018785688,0.522617231285696,0.6597321929783689,0.043864545676116,0.2657401071884856,0.7304542569631194,4.5871404771923014,12.991627511270304,0.008981183369057538,0.2478175196467356,0.2585037764242709,3.9939357396397948,2.8580696815432236,0.1903064400309725,3.1900008748842574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,270.96023815453094,free_3_item_support_Semantic_CMR,0.487355667357224,0.3225282584243184,0.034883301391123944,0.6772886538009598,0.375310755404657,0.9248125710118189,0.45468192196899426,0.5889683708224126,0.0991429919485114,44.018715743398424,0.0039182835152866136,0.3921472874227909,0.4288914081621398,3.1865301704699633,5.888414098794465,0.27121097194232413,1.0746550643919845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,227.65651376140613,free_3_item_support_Semantic_CMR,0.5747526060152764,0.057514041230001554,0.19272770445388152,0.1493561243625299,0.1982902520948573,0.5321457167611635,0.14382205738595116,0.4789837219001473,3.035476465387228,16.911752556580996,0.007316726137138915,0.3957203178795991,0.3718335994788532,2.807663563400695,2.664235754515048,0.022523076128927517,0.3270781353364077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,311.0820352147963,free_3_item_support_Semantic_CMR,0.8589225931986693,0.16524635424112671,0.7714997588202818,0.7828888258356649,0.6979203575355627,0.9633886154868642,0.5395009433911334,0.9903724778424664,1.35280018672497,73.61665053357767,0.0014260568967157106,0.4042847368403706,0.3190243864901623,5.4635562536927935,8.035354705227482,0.6176636637686577,0.7852836482097878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,197.3968408606172,free_3_item_support_Semantic_CMR,0.705532976411355,0.0962924972149613,0.1775226722097616,0.999403813202747,0.6085554670503829,0.7990089390264632,0.8473454733587347,0.8039250543066248,1.1349076311641397,93.30236416621986,0.004397122664867692,0.6162080483876933,0.5353254585437925,7.767939236916811,4.705505731733274,0.1628179094299808,0.3215236161435362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,266.8767706566174,free_3_item_support_Semantic_CMR,0.8223977632305182,0.385298710443705,0.22854705326549085,0.8171236088910463,0.752032570196204,0.8097246235716398,0.20288068477015708,0.23278742868306312,9.86018581693466,0.2842692072734394,0.0021727911004716938,0.5021587883847722,0.3248390133059873,3.4787262551680884,4.12367121261287,0.5441958641345241,0.8325605602081385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.38224359312903,free_3_item_support_Semantic_CMR,0.7912627238916023,0.17729261710811922,0.012258371508228172,0.30093567850631686,0.3480606254196039,0.7165621437345219,0.3433593566666501,0.11723086527659948,5.148898682917334,16.807673344906924,0.002896971026943751,0.5046186432995539,0.5088525710600145,1.7992895242435991,2.7139624943213803,0.4186412585657293,1.6574158674397612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,356.8830282851792,free_3_item_support_Semantic_CMR,0.8758644720070625,0.23062540094055917,0.1901404654759637,0.7434972008695014,0.6273618458066514,0.4034926001992769,0.04596451609209462,0.12628000194649097,5.181542547361111,3.2116415878646336,0.0010227586727293292,0.3863490274174213,0.25463683838950324,3.908373071630438,6.509617993002897,0.055133979849295356,0.669415088166577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,279.19467270433455,free_3_item_support_Semantic_CMR,0.8705842824136933,0.7590471206183639,0.9206692732080513,0.9771302070293494,0.23866663388722564,0.2366146753174162,0.20912662556866146,0.7799983214696367,0.007763655280655257,66.89298602467944,0.015406349784559847,0.21416516575309608,0.21394650632151802,5.400783304019967,4.01753104484105,0.5883710708448061,0.1401946879942937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,217.4112100259414,free_3_item_support_Semantic_CMR,0.7954122639647246,0.1491531567765571,0.027149212460723493,0.9915532954275368,0.9862878521247352,0.3447597315642211,0.5614531123768842,0.2919308329842273,11.153252041088102,0.2507588871026343,0.011753336524702895,0.20186459421676872,0.21555767115303404,5.8067460578255865,5.0823494645791225,0.4128808242742043,2.4373609506674434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,215.18343242218526,free_3_item_support_Semantic_CMR,0.5900342574483043,0.049095825056023334,0.5539593699736349,0.07751242578148315,0.010502442840558013,0.7856070562312779,0.13715512862864865,0.5000450225697158,2.7426311860891985,61.90675546401874,0.020285775789333937,0.3831593606911152,0.23496994456859088,1.623117322265974,2.7594484232695864,0.3802824510834974,0.6904086891082253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,117.0613160726605,free_3_item_support_Semantic_CMR,0.5559241660057814,0.03061897620190457,0.9553266681234729,0.03095665492625188,0.07840946729151493,0.6834194184364875,0.3716639274074586,0.925704851530144,3.7684956611491884,55.71231989225082,0.0423162315706096,0.4299669557138559,0.4215596689515362,3.980380884310422,2.172915734112973,0.2091769024265619,0.16187792826768277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,215.0374609455787,free_3_item_support_Semantic_CMR,0.8166401268163446,0.15511725689289663,0.83031058294771,0.7227833820213616,0.704524771926918,0.9933603337072318,0.09387426404768096,0.9652062702332644,19.166263644973547,81.17051394171412,0.010045521268735369,0.3895111498848678,0.3496187138190763,1.3458413544742562,2.6720337521481197,0.9533111424172457,8.06834506210974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,299.1367797933266,free_3_item_support_Semantic_CMR,0.8782597301170119,0.007583314756170134,0.4789500020266474,0.5297557297566152,0.5725094446654626,0.8380626396056787,0.6123732803165622,0.5970391662593021,18.49923477108864,2.476155739857056,0.0030705510586107043,0.30971398026618946,0.32829488954084063,7.006161002511763,7.111750455044539,0.041516228901259056,0.29433189340795174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,304.7996282826534,free_3_item_support_Semantic_CMR,0.6105039700124515,0.3347804617535425,0.3381225822981885,0.6537646141174598,0.14064897436467438,0.3698990984406453,0.7181871746893123,0.52977206763511,2.317655159999518,87.49426324379215,0.021407292289487678,0.2625017966290244,0.06126498098177091,3.515166513031449,4.02945675711327,0.0893848493775592,0.19793297503537666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,227.3898379433577,free_3_item_support_Semantic_CMR,0.6778547750221188,0.06264983076643038,0.2608395545073304,0.5209562865612654,0.10509217154756273,0.9151626471072558,0.26759812102495684,0.505486413029688,3.6538731953319186,62.612262889530534,0.01790974909894738,0.32527560634272756,0.20839722792448967,2.6809100569073916,2.42029572614105,0.1349097078431038,0.48258011744228746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,180.59680274572858,free_3_item_support_Semantic_CMR,0.9741439855328042,0.13591631435431595,0.2304678068495435,0.5735991714163353,0.5723344371805043,0.7987687742582966,0.5121059551178249,0.9131610092865239,2.163740695771807,64.74862875119757,0.004642686174977262,0.7786329391755666,0.41034067678797204,5.481584068132756,6.346835218646597,0.12396141962622537,0.2388543542199102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,308.8546824554621,free_3_item_support_Semantic_CMR,0.48282761658638595,0.051319003715924294,0.4759559047437676,0.891013027431866,0.26623502668712473,0.5259341182037545,0.21610888978686776,0.34456297994170026,3.5747430910275853,22.090722483510984,0.0011576242556115557,0.38851335578053003,0.39040484498796246,3.613957326324298,3.40841909833977,0.5427472546596656,1.2195697561005292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,278.15147784892076,free_3_item_support_Semantic_CMR,0.42750605120643337,0.42227769413589944,0.7289374466947183,0.9436339836053164,0.025935430693187267,0.20741978116688198,0.8229238177563278,0.6887997218568928,0.12440277369640285,46.19144638154868,0.01524635205688779,0.18077403155326088,0.15751892646170518,1.909626226718979,2.224164416679484,0.6780119430673858,1.3804970610528255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,252.93125407326391,free_3_item_support_Semantic_CMR,0.8130316838827787,0.01628006361406331,0.6421552618072044,0.979347582317165,0.7327292860608434,0.8608960354674624,0.22468349812317434,0.3398101982916871,6.667704793481768,55.042986334928834,0.012930944099265651,0.33857337377804786,0.22183389161449973,7.28855310084791,6.315610544176417,0.26462837425015784,0.03363783282525645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,259.8979007650258,free_3_item_support_Semantic_CMR,0.80650402785886,0.027769979449856375,0.98405475470737,0.5651346545514594,0.5946326001984231,0.5696448111799463,0.09087677414438067,0.4789298093844367,15.700142815062314,62.12375006697768,0.005190011429325736,0.2708300912660686,0.35885375825597343,6.945033250270852,8.743715966749177,0.18128814244659402,0.41936493297696753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,216.62340467949548,free_3_item_support_Semantic_CMR,0.661802730685504,0.12062363380815172,0.9156716460882319,0.006183851580919053,0.44391592781884726,0.23431270830916656,0.6883845840590644,0.5833559722629074,3.0034792967618387,34.9897913803286,0.01344225914964986,0.44186348975905076,0.24262346209636032,3.363442069252338,2.626000141132293,0.12401266449753529,0.399669929294733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,301.3192353050689,free_3_item_support_Semantic_CMR,0.7296974503726547,0.3182298567137304,0.9969419323265717,0.4199481475360918,0.8800450217179332,0.1470906498020655,0.6822600765598829,0.06491745627239692,62.14333648913092,1.845873617746605,0.000946273543839915,0.5612137380700046,0.28435396219578113,2.1684340215481734,8.192969690184988,0.04493805332074163,0.6584527210126598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,276.7944090263679,free_3_item_support_Semantic_CMR,0.7985714661699698,0.17892273121304675,0.3207747550616237,0.6560361036868725,0.6995692643461332,0.5051416372926029,0.5313084620235023,0.9247059587108113,33.76362315500889,0.2227183475762331,0.007503997098235515,0.34230903938953716,0.24144336480905615,1.9296565342254643,2.707646507657824,0.2568133180583912,8.302243233260153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,253.0793002769127,free_3_item_support_Semantic_CMR,0.7156761116223999,0.0009838426366246848,0.07153643049445947,0.37012640080934395,0.40200742998318023,0.4215872655691029,0.8613899571295459,0.14328866781467872,6.97913519433186,0.8402090658900678,0.039460515486027914,0.10782602060729464,0.14269049684650087,1.1600253303419628,2.5326005296061087,0.05165366972329218,2.9404085521403247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,257.35142116000844,free_3_item_support_Semantic_CMR,0.6833127605304607,0.8107713192707698,0.3632752477931329,0.7366000898948668,0.31179871970744943,0.39373769678080306,0.46242589913919235,0.6030936448452556,0.8204155356961351,48.8773033302712,0.006240376923317137,0.4256313308758113,0.3109921670352005,1.7854453547240672,2.660809311115348,0.00745836593263044,1.8042337250084497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,274.47417152582517,free_3_item_support_Semantic_CMR,0.366062191941483,0.8588399059033035,0.8435780846122398,0.9935533130355982,0.6770623116887067,0.31484472507151895,0.7964919349572208,0.5353310805128505,2.0704717451102286,0.5300590085220185,0.0015674966439395209,0.5812573035221267,0.35607406863562996,8.266908668249458,7.299495286552781,0.8828585459581496,0.5315746240549146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,239.65907608341624,free_3_item_support_Semantic_CMR,0.5818046073134996,0.639969493790129,0.8728727121547117,0.7072669829723808,0.6732206874100846,0.5593960577158898,0.7156640469114648,0.5052389743520209,1.1008295019816075,56.31815425954565,0.00610200109867598,0.47501048088305353,0.27210085137445095,9.008537453326474,9.668540437556898,0.02691124970256764,0.28538133057635395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,275.84522659762496,free_3_item_support_Semantic_CMR,0.31849467739193615,0.49809549461753944,0.23503894810172044,0.4368520579910925,0.212103852366342,0.7430599983541004,0.5015710853044526,0.38840416142008205,1.0076105088115312,98.83587802290775,0.0015592324737103702,0.5892766609392286,0.36887352459500633,9.981570897068037,8.145220363750347,0.9727137130102256,0.11397887775037674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,217.81429524415546,free_3_item_support_Semantic_CMR,0.8011769452497371,0.24831861503763153,0.4676864835721973,0.6748808928113071,0.6850497919593772,0.21981469737391252,0.20448674545940332,0.6761270718978621,13.804908673786187,16.314698661157124,0.0024969222351984843,0.5467525041260766,0.5995844285219611,0.594697808990837,2.6434006042306093,0.3604870499393716,2.0573452048063845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.5630262346383,free_3_item_support_Semantic_CMR,0.7442577121849719,0.008915901326355224,0.7743477200003579,0.49317857383651986,0.27524772497860706,0.9376066742382625,0.03901416353263076,0.9131756981607326,6.3734768107968165,71.6429589476012,0.0034723859377202015,0.40825149612964573,0.45909096021979057,4.534236155535078,4.412881061032901,0.22601359892121353,0.31328374607384646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,304.23465583513905,free_3_item_support_Semantic_CMR,0.5736101535011117,0.11099682309437642,0.26463940105276035,0.7888700386043774,0.41064545751541603,0.5526776304370822,0.844378498486571,0.869918650792006,3.324221466977683,0.2618787711795534,0.005509586266395139,0.24465734436944953,0.19212280355575295,5.750049434022233,5.2541723657115655,0.10266893711952352,1.5513624031068902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,237.4739045167239,free_3_item_support_Semantic_CMR,0.329714309107325,0.050358636343371954,0.34285694839287806,0.7548085838505907,0.19660792478118594,0.31143891673333224,0.7708193294831698,0.8867237211091867,0.8588045986876836,44.251722521604776,0.021586886243036785,0.3068939062245519,0.16046538167025926,7.023221692342926,7.002007074950043,0.33431488285179556,0.6676872787754471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
