subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,1_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
1,8,299.5684993278859,free_3_primacy_decay_Semantic_CMR,0.6946409814636502,0.29389246217686094,0.31852523397710497,0.7573792049592803,0.2562433963658758,0.7920614883980008,0.42930947581414847,1.3454804661405149,31.57123595253645,1.073599307238716,0.00417447805681026,0.5412059463033643,0.15960614735728385,3.2080317318989775,6.835280152433109,0.5869980641907981,0.19602561875032976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,306.71691557843957,free_3_primacy_decay_Semantic_CMR,0.492050687479621,0.9397483697461506,0.7975902667447882,0.10296319085117872,0.8766876630042977,0.5746360997609884,0.6926541522710726,0.418303532662442,20.61444270104531,95.45252793937905,0.001964752516878443,0.4872159598559458,0.2461745784261975,6.13653959311196,5.0422699461740885,0.4255847528556459,1.4756464533959992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,331.0829695915416,free_3_primacy_decay_Semantic_CMR,0.3639531709413368,0.06054661575184733,0.029242401199834345,0.8067798077952588,0.3717028642558321,0.34946915682761337,0.05552283901681754,1.4975864018918514,45.160206578048104,69.06780908834577,0.00490989423192445,0.3438760906823424,0.2900059806944091,4.620487764876031,2.8343541416280758,0.3939419094832025,0.4383973903763474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,8,414.6647270581384,free_3_primacy_decay_Semantic_CMR,0.7474622977952552,0.1796507556130676,0.5764252814962458,0.6557540333838046,0.12057972355825991,0.6405885390405646,0.8265151503790609,1.5653828325728227,1.194811454062723,18.568883324988327,0.014193574815376864,0.11910234811904985,0.09403499509354596,4.528762911785088,4.425300337072981,0.9395784599036746,0.18974956611176186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,8,240.3345600519516,free_3_primacy_decay_Semantic_CMR,0.5074281249907203,0.7987800782678667,0.9758427550826102,0.8713581549729568,0.49509645875770225,0.1510352231634594,0.985788240408891,26.03024112503489,44.711890679699465,1.7135554222767553,0.003094518919935896,0.4120703563864918,0.46183017280838534,0.8099189739557202,2.493005934000525,0.6351038248699707,1.049966314722795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8,271.6352356732407,free_3_primacy_decay_Semantic_CMR,0.9445755786409036,0.1269723532045638,0.7506480877323138,0.8142430723276728,0.2897565112523466,0.22389629289711355,0.1083284151312065,6.544301544741771,64.37351969969566,33.586736099314855,0.035366586986758264,0.21951808714057108,0.15350011086789195,2.402040502330234,4.501358974830836,0.07211999057522617,0.2364060027070085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,105.54260967022944,free_3_primacy_decay_Semantic_CMR,0.5459292901973911,0.27779661590266724,0.6599850569657596,0.6837709301398724,0.06873222195850709,0.07197721198145207,0.1490424015957768,3.5085388320899398,54.76574336960876,92.1808805628124,0.07191711522091787,0.4133522309472486,0.18689135641147292,3.300449713328612,2.951198209751456,0.3956415569731893,0.7643238123408809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,8,248.47895244668211,free_3_primacy_decay_Semantic_CMR,0.5912194002059854,0.10919138141719403,0.8218175765289415,0.9655254164935549,0.1935745312292646,0.602225150401733,0.4699815008811856,0.01711212383655436,94.77458972685449,6.032629226976113,0.006808256915075139,0.25298179297810286,0.13910673641544413,8.011138823428322,9.395068127983212,0.6663746859854284,0.42783053982159025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8,228.49991146769813,free_3_primacy_decay_Semantic_CMR,0.6629190351713193,0.011340974469762394,0.09114594562282732,0.8666355680908975,0.14239611485954934,0.9299559086604781,0.09881822707653833,0.560690631472871,54.040287442082324,62.23635004478898,0.006650053604160685,0.37490873394958857,0.2709368956298787,3.56186615500359,4.030886322178733,0.32706262243954537,1.6817872690849025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,8,244.03274540511606,free_3_primacy_decay_Semantic_CMR,0.9678788850006647,0.24326283479501254,0.8624591666219292,0.9526675141257036,0.08883301327655968,0.49537625018061915,0.4861039972799066,1.1603680744260743,15.64474604754541,25.2469595551304,0.02070394330288111,0.25102565108461405,0.17954937241359126,1.6798613723687392,3.91710211515397,0.5246623131799331,0.2860357572821828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,8,96.93187740711868,free_3_primacy_decay_Semantic_CMR,0.4131751528975034,0.09205332859191023,0.2606571350183151,0.9844378550102242,0.008539876149121217,0.6458995149180315,0.7719269333535778,0.06908784820519998,45.397051297486485,21.17804171892016,0.005069543986777836,0.5963986319248207,0.5314334747597576,9.775962526505715,9.462266404797255,0.9487290730644687,1.8917391986318624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,8,226.69015709424966,free_3_primacy_decay_Semantic_CMR,0.9346217872081652,0.8511436564277881,0.4131178551007969,0.5512425743612202,0.22271738869598523,0.033537728575525394,0.23488258728075928,0.35247290857906677,33.08780535533262,69.53096479612053,0.0029045467309918305,0.6348023555921385,0.34115965092524725,2.7801968035335674,2.177076571006709,0.04490227446492173,9.525625302416362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,8,305.0766164401433,free_3_primacy_decay_Semantic_CMR,0.8198919586446558,0.1338142070152759,0.49009679490160385,0.6768203012289118,0.7708452374632782,0.7436616044648167,0.9256071842591578,10.505350111133886,67.37871355800354,80.40602713746469,0.020843364164599698,0.1723995074400877,0.11137947319189134,2.905642657015432,3.2585263260034276,0.07895510640127551,6.281653573640709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,8,334.9383325919507,free_3_primacy_decay_Semantic_CMR,0.5255830746778166,0.07709908482340927,0.0045870712270549285,0.9652780984270811,0.8298362622422402,0.7338658841559046,0.8905608316014941,0.324542376828596,39.20116942700399,32.78591546272822,0.00203665828776034,0.37682434923707486,0.2513826087896387,7.795654779492402,7.249744756974948,0.1775152754214953,0.7080856854630362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,8,175.82851335730413,free_3_primacy_decay_Semantic_CMR,0.5259047772503963,0.09434318617193299,0.5458778392988517,0.8792964284325056,0.011889275990133563,0.4816563043317979,0.35465297201769147,5.597017524940199,80.0023166974146,98.41790587534435,0.06318184386820602,0.18973317448446547,0.14256321728898413,2.8082130770794937,2.4758997847504816,0.5454015859291836,1.3768394561126494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,8,273.449367045145,free_3_primacy_decay_Semantic_CMR,0.8518923001266396,0.19434104066144936,0.4719011767325341,0.9688842852005904,0.6496848209604111,0.5586179004951238,0.20080654479060256,4.814918958785505,21.978260726110054,52.25548986850678,0.012056669380950347,0.2512317048187054,0.1844298272547249,7.434026510500948,6.6321969281427915,0.08512760473535713,0.2762949314454932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,8,243.37937879175195,free_3_primacy_decay_Semantic_CMR,0.7792028976681424,0.018633411831909585,0.39596647556571796,0.47795940116933566,0.45036022440512813,0.9916054677307492,0.5069485619620785,10.845098592693162,88.73433967278939,42.85117292307791,0.01752207788800919,0.19092824359283878,0.19793489212991489,4.442307323678923,5.3269440975833025,0.0758901260121268,0.5762089519426787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,8,262.4983210562857,free_3_primacy_decay_Semantic_CMR,0.585098024154324,0.182172828362609,0.2578625235942886,0.9959213802784306,0.9085547973162615,0.09438029934166986,0.6900497828244542,1.8836539418641607,74.63544339110595,63.154938050741684,0.013822672030947059,0.36585259796195047,0.15899839924686532,6.936705902246261,5.105413325779135,0.3644683849888068,0.6208251428037865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,8,261.6566856138494,free_3_primacy_decay_Semantic_CMR,0.6815847547663811,0.20756762132929235,0.1981109242301995,0.9591018738381158,0.6706009276840599,0.5225909369699103,0.8013305559675076,0.6512406628820884,19.526571934155214,37.44865672073834,0.004788615911600402,0.2888427435596883,0.3194770056726979,6.194917541370245,7.084089282700351,0.6532587129818372,0.49118468782837166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,8,297.99054635217055,free_3_primacy_decay_Semantic_CMR,0.6198954813174467,0.06408065030645671,0.6845169558230708,0.32502182775099475,0.26515276127608645,0.9613317318379716,0.875438260433032,21.810234089312285,98.56872730562935,64.1108481894243,0.0037848055468847064,0.36310045962326054,0.32643562166858686,3.0617098773716167,2.891100873388233,0.18180877945639673,0.7149505358676382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,272.428666751432,free_3_primacy_decay_Semantic_CMR,0.6819157699443588,0.8507545799708585,0.7429959476534309,0.9494590160760087,0.5503543661951152,0.7635396430443032,0.2748220222784659,0.9910491424289702,10.017845068453,58.38264116861214,0.01640982319742801,0.17535894931821172,0.16176233787158978,6.743461686740831,6.895197093168399,0.2728077748471263,0.2371877284171484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,196.7755712885396,free_3_primacy_decay_Semantic_CMR,0.8590351362086923,0.6907476112851402,0.6403128999566896,0.9970459033377649,0.8449266873371262,0.8488401756280852,0.8489053171727059,0.8068795066278653,63.3513194557594,70.05787097649734,0.010307579551880108,0.5921619356335341,0.28882716684985343,4.799830150258874,5.485560573914476,0.24292590651334212,0.290304036839359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,179.88390763540428,free_3_primacy_decay_Semantic_CMR,0.7135081172175003,0.08273719943299901,0.13386053156482425,0.3516369871845596,0.035949042198097136,0.5104771364289962,0.7597111095627425,0.0778267831107442,91.96309554899892,75.04503688413453,0.0036305216474830093,0.8536267015510743,0.4305106059286272,1.1335745930748442,1.7119890775513227,0.040407208190218424,0.31669807207766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,253.7153226672641,free_3_primacy_decay_Semantic_CMR,0.5632544572668463,0.9911991817440692,0.09845569712304686,0.3134108443679342,0.5630727772203836,0.23488016895699737,0.5414864406160642,0.06688863852550497,71.21211306225128,29.137589107931138,0.013959444333935811,0.3652993199419621,0.21294732177479325,0.49274824710439,2.039340738204838,0.961920311355636,6.89512912196379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,288.96410214505767,free_3_primacy_decay_Semantic_CMR,0.8412818292815434,0.2726803131392956,0.8896470915539376,0.4503947410573521,0.4039420821833983,0.5753540389942864,0.20833416759853152,3.80309025276123,60.91151820628288,15.792634361931896,0.004403342741178928,0.4090334283984829,0.2681687550135958,2.8112900819874813,4.073859589271919,0.08337598696147847,1.9364401029801908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,341.7657246863049,free_3_primacy_decay_Semantic_CMR,0.6547520764731567,0.8261871782948869,0.4780985659652688,0.7769175869502692,0.4461358191877375,0.5694007086163828,0.8955833902498771,0.17247656853391646,36.046131557818704,3.6594847921992226,0.016210728262045226,0.15699912434170038,0.11430405781859587,8.943288914219885,8.023210126642669,0.1468047333020584,0.9805998609806039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,257.46195453751704,free_3_primacy_decay_Semantic_CMR,0.7361040924268072,0.1652608550240116,0.7866765731527271,0.6990293336609631,0.2494121956269807,0.4700539457799112,0.336152815813599,3.1978871917755853,52.55965124871535,30.812102028974575,0.009641545923467554,0.3195990328057565,0.12027990580369874,3.7126797437366066,8.525393765558828,0.9546268159203612,0.16652990651262645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,249.68275832903942,free_3_primacy_decay_Semantic_CMR,0.8737419980909691,0.14465095610062434,0.33292430141001617,0.8928744979507406,0.5255390242172502,0.9828677768185636,0.3040408601092085,2.337572239047063,46.25680506768107,86.03646304859862,0.012285021695278397,0.2494491296792951,0.2262194052552573,5.250349752898373,5.642463509528764,0.04884013795550468,0.5447828549893572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,264.52483989465196,free_3_primacy_decay_Semantic_CMR,0.6230342463806442,0.10958203288617668,0.6053536441855442,0.272893957089959,0.745691137196175,0.658668540248725,0.8437416614675708,17.918975329884425,48.02408760874215,43.43188702977373,0.0068200952399984915,0.2931586654428573,0.3090936540249505,3.9431013019181855,2.0316440874824715,0.4654669076002267,5.6918925279607056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,271.017628547078,free_3_primacy_decay_Semantic_CMR,0.537798088006652,0.1633384390319388,0.2716129440058317,0.4734659902521984,0.5960620269345585,0.9422621700854282,0.26840608791534554,0.24543071384283643,60.166765969041656,77.38498968156024,0.004477366462479626,0.35263533160290117,0.42590091878438074,3.1038573178133864,3.601657692932417,0.1292430419836128,1.8094401437289294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,226.61712576912305,free_3_primacy_decay_Semantic_CMR,0.4206259270529063,0.0914240705205745,0.521692195890678,0.4257269525496348,0.36915023287863746,0.8414189610218541,0.5072284735738692,1.0389470947743362,82.3406854443842,76.91424337387286,0.003532910962894542,0.43452927028604904,0.4651059416345511,6.727797196524376,6.873761269667087,0.07369584648812888,0.22000869091730202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,310.1162729577651,free_3_primacy_decay_Semantic_CMR,0.707615024254216,0.26010809740128776,0.529952967618314,0.7173526836126844,0.5394404664040634,0.77402989537435,0.8142417961961623,1.1430641490924032,84.57569822214612,46.42869642650006,0.0017884620248729832,0.42028587735336487,0.3050728264435172,5.762330959978932,9.15226401499854,0.9498765196375756,0.8576423718036628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,196.8927693160478,free_3_primacy_decay_Semantic_CMR,0.6579371704465676,0.18380178855740498,0.012229421498602289,0.939261067017925,0.31716805948447846,0.8367033559543184,0.8663822470012659,0.12389368350119412,94.9400881914594,40.78420038459108,0.0014860518400723333,0.7249951701597119,0.6620637247701868,3.0715093238777413,3.0001094890442745,0.0978300322650627,0.2714133548181277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,270.0094101220868,free_3_primacy_decay_Semantic_CMR,0.6900733646742752,0.8746583360374536,0.3549948231842141,0.7004768325322415,0.8628172225719921,0.1577227709946341,0.09128390928354102,1.144282148829113,84.21796524929115,0.15750729639184868,0.0039017552722675486,0.46389389529837377,0.3304171687016755,3.6259292291820806,7.864717721371001,0.9052108647246013,0.2850679134614458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,263.05274394229446,free_3_primacy_decay_Semantic_CMR,0.5126969123837467,0.3132880922505433,0.12091405614473538,0.21310980696860027,0.03133104034227818,0.803513380896668,0.26263639988116977,6.649297847593402,55.89611865625071,66.49817120276677,0.006314631001781201,0.44173427656859054,0.42520962139339424,1.1583983594190577,1.322004269031055,0.3568656917423024,6.187997107263261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
