subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,1_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
43,8,212.29205820293333,free_3_start_drift_rate_Semantic_CMR,0.546492459144113,0.006247882973610508,0.07803310248297429,0.10756907717598191,0.24505056704929673,0.004344591891811078,0.7419660762418491,0.6297954814097222,8.215481509581942,30.14430161376594,0.015843633100688093,0.4254945747273222,0.2328939086760986,1.5242619122607342,3.3363188656447256,0.05589874724378607,1.1251083625030116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,116.21930132909952,free_3_start_drift_rate_Semantic_CMR,0.45158135273873157,0.019938405758418376,0.06053742545798951,0.9984576914452494,0.019485212322925993,0.20614728602077603,0.9848221009375364,0.9023932742853344,0.943299677288465,91.49033917990664,0.013266884493666198,0.5779070116711438,0.6392136851317023,6.02402298514234,4.383110322079569,0.1000424253436798,0.2501659736316775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,215.57036708854866,free_3_start_drift_rate_Semantic_CMR,0.5557979817297373,0.042013018499548194,0.7794889184654071,0.25567862016870607,0.410040838157642,0.1731069035198775,0.6723669706626108,0.44852098595544615,0.3750330236038337,77.41746023092004,0.010370792549030117,0.36032970718455815,0.35666695781718083,2.668990015226665,2.824884768332287,0.3947074858197224,2.643152882675029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,302.9346522421016,free_3_start_drift_rate_Semantic_CMR,0.9058193958442009,0.11452582108337162,0.15663347421153562,0.4082317306896246,0.43661414177444213,0.6754204119262338,0.880684748205466,0.6136032211721945,1.1694580456717674,86.85468567710919,0.0018536340978444477,0.3907889654197225,0.36739082710237625,8.343330211150155,7.067868107344724,0.20133369988577687,0.42033113232015307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,304.33834304730755,free_3_start_drift_rate_Semantic_CMR,0.6112969305337197,0.299398821272318,0.3770401772453363,0.25241589345243476,0.6488011000990701,0.106909035074429,0.39904367773120414,0.6443380101605614,1.5085860040469186,86.94813651477105,0.017472870167229038,0.29335039735472357,0.12274675618988962,3.5494732942523823,4.32206256057923,0.2014427634669066,0.3038372817336077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,225.213474010101,free_3_start_drift_rate_Semantic_CMR,0.6306729997795999,0.26958863178466647,0.2687241334130282,0.3164634501418446,0.8179035652204856,0.4267534144963576,0.9473435611394692,0.4371079899760747,0.4938090737424474,25.466618207915616,0.012678183734270543,0.34989068665665357,0.24879233401969358,7.532574093238963,5.091974224420355,0.08348025902240797,0.3675216809457673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,181.04375430333107,free_3_start_drift_rate_Semantic_CMR,0.9776015774479621,0.680335082760921,0.5557078195441918,0.584343954192825,0.5845122951150041,0.1135128844451323,0.19438076439422414,0.7527369426113468,1.5435091040116689,51.77157128665024,0.015837384460474835,0.5919290137612867,0.27552006881323265,2.7127343763071887,1.8890617630030357,0.012999560740664995,0.3408959195123913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,300.7918118661215,free_3_start_drift_rate_Semantic_CMR,0.46185086244613194,0.15430956122817413,0.6458121357117728,0.3858778078786706,0.9261561671270901,0.175536731084792,0.1304481860094367,0.3936539808048323,1.2682678316914533,0.8964784820840208,0.0011146761380425585,0.4664577931987166,0.3841333903285662,6.609929204445583,4.1017749015433145,0.2948694734072296,0.6548779881775992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,273.9840215024071,free_3_start_drift_rate_Semantic_CMR,0.6464932040147191,0.494513026023048,0.34697182237461033,0.9340787760681248,0.9245061100717302,0.42466382433466665,0.34389393454394374,0.7728280832236903,0.9350409494435183,78.46081549184248,0.013662723850670189,0.3209092454574032,0.17598410973743395,2.5518338593287697,5.107510704984339,0.28641705572785603,0.40166033440275584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,260.67500517812095,free_3_start_drift_rate_Semantic_CMR,0.7453033482674214,0.11908845415572611,0.3894670202709577,0.15226851689647308,0.9508235394724394,0.0743797817980878,0.6124986743652254,0.4814343992349229,2.593760937258182,54.916109677037724,0.002844120299533348,0.3777205488497497,0.34696822635269964,1.870152712468741,1.85398462737722,0.7559477057990821,0.09891815764511591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,261.6313501576107,free_3_start_drift_rate_Semantic_CMR,0.7366243212892597,0.2081435325138705,0.6138189116301834,0.6687717745907984,0.37777038157740866,0.8213157745561868,0.58862956201922,0.3665165946677587,3.120326964054807,0.4316690250490969,0.00886055864045326,0.25192741068444113,0.2991670808887126,8.369574505011911,7.141055551690358,0.05684872296658793,0.6295632366308427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,218.35673264497484,free_3_start_drift_rate_Semantic_CMR,0.6973528668594035,0.4895787741696286,0.4661655783500534,0.8792684930556605,0.3755249517311465,0.16702805534364418,0.7047301413001734,0.40088374425556894,1.5151553892893972,40.70919466761893,0.04314386218121835,0.2944258916423861,0.15137822020738145,2.053047392855465,1.1220747862869809,0.16555502172844877,0.1567651266028669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,300.0238531559169,free_3_start_drift_rate_Semantic_CMR,0.7742017830743152,0.1259426097443443,0.8851724144230257,0.9791555546975952,0.904304035249065,0.8765363350332285,0.9749211948786336,0.5621290082178304,24.530338645500542,1.0865373660609023,0.002019629939884582,0.4704519088175596,0.29021352316601856,3.1372921128667763,4.878274062316919,0.22760091225976703,0.8461784759019633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,272.25701288932834,free_3_start_drift_rate_Semantic_CMR,0.7634458901591205,0.11921605995854517,0.5043147388022555,0.5822019608879134,0.6054787466621891,0.33622417884705946,0.5603318858777991,0.31003609761481243,2.8317886342434733,15.83708137479205,0.0034488739694327752,0.46771523368829016,0.34522507179194495,3.7863984819713177,3.1794875065400245,0.20990237093924902,0.7460299479845789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.23844582320874,free_3_start_drift_rate_Semantic_CMR,0.7447208783396543,0.1286679249873901,0.11085658212829069,0.5789037902442247,0.2048143380052525,0.6832252881279431,0.8158450500839431,0.33768996643458193,2.2121021274775714,22.022267639067756,0.02824815786559881,0.1548661104138196,0.21225000447160625,2.6685731133094306,3.523732497643961,0.03736361814527822,0.6601884676572638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,254.9520673685055,free_3_start_drift_rate_Semantic_CMR,0.5879956577032988,0.1266743323699307,0.8876031307069383,0.280614603842924,0.7887198631881258,0.37778031678594837,0.3925332448418762,0.6580217228708546,1.1960353073424026,50.56498200770533,0.020241784992420343,0.31710246271285086,0.1578963809695131,2.8034053102247327,3.393141959297892,0.2672533409114235,0.8920592709533925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,277.48785596778026,free_3_start_drift_rate_Semantic_CMR,0.6222120351886851,0.6348507288239087,0.08142628104878452,0.915339583771152,0.8831735274624781,0.5355357867917551,0.5285220951178988,0.19178040041097189,27.9950496120441,0.5674693083743776,0.008425961189600095,0.35976364241978676,0.21357521533006807,2.5992970571067318,2.6678277596530537,0.9843104098363555,1.4013265117462073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,234.2502695547351,free_3_start_drift_rate_Semantic_CMR,0.5561597477149401,0.04690026442690422,0.8134488164950794,0.8609925975210058,0.6174921152890189,0.3580968073286752,0.06814316522955309,0.6435879184743646,0.8335643013964714,65.56350703139086,0.004854321691909524,0.5230248348339401,0.289265220587909,8.743907428758778,8.125762731563427,0.49594434337424614,0.37909464856454256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,275.5601995053728,free_3_start_drift_rate_Semantic_CMR,0.23709931515671967,0.4026077662851849,0.5281380920364385,0.5802413496635611,0.3003115901716096,0.12425530855241956,0.6701481707793093,0.37279441615109327,0.5894813973975985,24.463446885037825,0.0015935298347720672,0.503596270897078,0.3606620413263597,7.5795015241173775,6.035092142211712,0.8226310250578199,0.16267956282225082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,210.05415426942142,free_3_start_drift_rate_Semantic_CMR,0.4025277911828061,0.05251941861270548,0.8494674506871673,0.0978330558138531,0.986526591464349,0.3770800635011319,0.6848509564181304,0.1332967480932301,0.7114437605773318,73.83307106954385,0.009880162615459709,0.4366619122371791,0.44924918832568395,7.2940310209715395,4.295595852741465,0.6754753064379838,0.30399169616318744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.73670432415003,free_3_start_drift_rate_Semantic_CMR,0.6294002773880731,0.04443999514963515,0.1791534699167805,0.8520101840661853,0.5302398414182703,0.42936182531113687,0.8776003199790277,0.7766590663247885,3.588959710789368,54.21909121454726,0.0022326983500010056,0.45868198695777807,0.5470591384784846,5.176340076381541,5.550923242369282,0.052039931791769245,0.601814505498842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,314.61248061864944,free_3_start_drift_rate_Semantic_CMR,0.5197409291635398,0.5279578119725131,0.5345078120281679,0.8187849292448541,0.8777317451006752,0.4192785981978366,0.8011530062142783,0.7307427893518812,1.2711813080758176,77.5935939395222,0.033755968756554566,0.10576993768562026,0.09200301568902258,6.63595397666735,7.212153174805458,0.6706192229839121,0.9383661847725184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,238.39305904219958,free_3_start_drift_rate_Semantic_CMR,0.4265855975438593,0.1468849472884841,0.010642708580646365,0.009392373284627553,0.858944622434662,0.0712386627404365,0.6568960898478384,0.6420463907514389,1.7541776476210913,13.987587651747724,0.03225791320199517,0.25094307947694094,0.16442551552498763,3.8308779817556933,4.406820876208779,0.5137999418607146,1.0594537818247494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,256.9754804577206,free_3_start_drift_rate_Semantic_CMR,0.4234840626146864,0.503368118110069,0.6883477123299336,0.626265277382416,0.16250230707556246,0.29461798889837587,0.7240741427709104,0.7740489650391633,2.450646559167488,0.006649258160919658,0.0035092844945627255,0.5222468518107997,0.41077108184666944,3.685296770138105,2.720385132592193,0.23599264527632763,4.103243106871346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,191.91086569429268,free_3_start_drift_rate_Semantic_CMR,0.8167954659984069,0.16347837779941682,0.41606944374910987,0.10555960927860436,0.843810239158495,0.5548865923614394,0.23574184412833576,0.8539019958848333,3.446324787760929,30.6506000209522,0.014663522152668307,0.412355735953823,0.34366075094850856,3.2099125854615655,6.623743296260845,0.01230626610657315,0.2515741396399864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,191.51464510663925,free_3_start_drift_rate_Semantic_CMR,0.5056162236579893,0.005420467692377362,0.22668356587711852,0.29085419621045827,0.8850712068493582,0.00259564995276218,0.9928411316629222,0.7539638875713265,0.12111018030766019,61.28503560876947,0.0016849493349247457,0.7374461616749741,0.6304517538618519,2.6962108429180036,0.7262471532765105,0.03049964382393211,3.345399988896603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
