subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,1_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
70,8,345.5035380499374,free_3_start_drift_rate_Semantic_CMR,0.7027071668564165,0.36917401318057824,0.1958901736559847,0.8937723087160412,0.8905488666396273,0.4726031276608958,0.5947620011044858,0.6421218829908266,0.6382733115979775,17.191245000540192,0.0013863075970085847,0.30509456369997334,0.35025927578451377,3.7205740185488887,6.377789185850916,0.023596312473541048,0.8106153950341364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,250.32257407652463,free_3_start_drift_rate_Semantic_CMR,0.8406881481467597,0.5486302176872521,0.22877685039316092,0.48470008266692355,0.8980770861803069,0.4655667380297381,0.3197966894619004,0.8784044224856971,2.029918800675645,56.80772623103305,0.007033341299308158,0.3239086483412974,0.22502257337905301,3.8704603324872,3.893759860594138,0.20164835014286556,2.242156681482349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,283.9161551393744,free_3_start_drift_rate_Semantic_CMR,0.5857825032434315,0.4961712682503491,0.14043960072437317,0.45811208172712087,0.5550418289594475,0.9259575410355771,0.734546900689935,0.6454177763838029,5.229524748693869,0.2155324002291792,0.0026435054938384606,0.27846718261669423,0.2924278307512287,4.137519119342615,4.859867623287518,0.4712337430463098,7.624619605628226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,208.8243272729519,free_3_start_drift_rate_Semantic_CMR,0.9590095855541241,0.7722817149871372,0.4290350711208365,0.7472970269432619,0.5593843940711222,0.7407950481929272,0.5448625237972683,0.7762665792600326,1.847282102270583,48.48583173903557,0.03316095453236112,0.20017980145858338,0.113669502513142,4.546873766569247,3.638462997877861,0.032027874563084535,1.0116098402846352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,210.33539161496316,free_3_start_drift_rate_Semantic_CMR,0.43162969056023404,0.18929493314844853,0.861158462623032,0.2539186534588159,0.5787367683517007,0.2190849533982564,0.5727120413880271,0.5309735832050799,0.6191454449156666,80.08076960554118,0.006289035750511984,0.5212163741159115,0.4775007633174768,7.036788427650759,2.3246091791662282,0.21979445286926358,0.23152865591776361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,249.27642090953486,free_3_start_drift_rate_Semantic_CMR,0.9397510077455847,0.0076115508280332755,0.12529548892278658,0.3358498126806233,0.2039684839887937,0.07099344279205294,0.30148731522137673,0.2591154643132812,19.57234577387827,36.394846223944874,0.0061036526977259475,0.2762706286633341,0.4231581850004309,2.382772188256032,0.5709913608609618,0.23977228555337882,3.8455644098751423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,268.46161369119267,free_3_start_drift_rate_Semantic_CMR,0.5332688755470144,0.5993351382983121,0.9002884699506835,0.5407734489900877,0.7387247010922264,0.48955664126667253,0.160072799616294,0.6541576810605114,0.22051822114330832,30.444971265346904,0.01832954530173092,0.2075740315513146,0.17618393720544745,9.788358521663465,8.247754752813602,0.4008255589131351,0.5125307364785634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,331.25489871081487,free_3_start_drift_rate_Semantic_CMR,0.629129016802022,0.7709871734092866,0.818801368607905,0.1397311631146615,0.9713452685902779,0.36691885804191404,0.2551432367950942,0.8017295076510926,0.023930738719457167,54.40580583599982,0.0011650675328070403,0.3256660823926989,0.25279906726849966,9.919064644066287,7.268041720348886,0.0037775552420052927,0.7769777879272999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,330.34616104054044,free_3_start_drift_rate_Semantic_CMR,0.7377678434708312,0.5683587762133593,0.5827380160508071,0.6315875870269901,0.6978823080593709,0.8351820632453222,0.7554396476829981,0.13192019859121437,27.968066488317945,0.02597226056984156,0.001520425856323766,0.3741055168625581,0.2875257160899721,0.5221764788532725,1.7781791137375909,0.16672635427375979,9.520127548782165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,252.8012642237802,free_3_start_drift_rate_Semantic_CMR,0.4790056178652424,0.3165226941214505,0.4821642822342084,0.22939966636652542,0.6268228033477957,0.37966922293104854,0.9182563823071862,0.18751090529484696,3.186045948946058,2.30044407056961,0.010598307757461711,0.21717738398445674,0.3582525488055723,4.475494586266536,2.4454872665676466,0.0788456845827825,1.8763246812538323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,338.6976067262803,free_3_start_drift_rate_Semantic_CMR,0.7609166842310139,0.26301062378853163,0.06146685068141794,0.7588950643998253,0.8994890637636901,0.4372899847096947,0.7885329147750374,0.7940549584131035,8.062136805589724,43.710520218864104,0.0003137851548138393,0.4366543547775308,0.42906377490892034,3.277027030552466,3.675952622839098,0.11944599544123619,4.0849086632703715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,277.5578485723273,free_3_start_drift_rate_Semantic_CMR,0.47680856389196674,0.7666067151019174,0.7075300102392272,0.71379489952373,0.5279457044140579,0.06280488331282867,0.5881222311451331,0.7940297678212014,0.3516704788945576,53.918712352368075,0.00197819263919626,0.3916651422748401,0.400435777688584,3.8911054246541443,3.627414825125357,0.13876541423019031,0.6184504152958664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,290.8141032644867,free_3_start_drift_rate_Semantic_CMR,0.6423939194028384,0.241195343624647,0.7701694070667047,0.3896818686243237,0.647893955552633,0.4485704541156447,0.8693560947177291,0.7357047593619515,1.265227180059682,31.147894249818957,0.0018356480742008313,0.36182896733154507,0.36429445826134726,6.251602194251614,9.716215454204999,0.08089051448562233,0.5563181261877774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,243.18872902744494,free_3_start_drift_rate_Semantic_CMR,0.7008192846100904,0.10957764105629769,0.9212823284637648,0.09179053559795569,0.937190988986272,0.323576170320128,0.5699118438302041,0.8313904751316248,0.3119042253617508,9.044441545585919,0.012231324734289006,0.3520531240567122,0.22109275796741024,7.949333136157403,3.781537341222853,0.22651265284826433,0.5346515840044326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.24508319915802,free_3_start_drift_rate_Semantic_CMR,0.3075146582459263,0.09136579505866155,0.18270696875597575,0.7758852118124331,0.4139860724397579,0.10472809457243853,0.7880011203087779,0.31250279700362715,1.261258908740352,60.10291951366822,0.02132232835611564,0.3051035387473888,0.2800641703580151,6.912266664333561,5.050882201641742,0.3613383022859201,0.17041517986434407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,252.36602951192242,free_3_start_drift_rate_Semantic_CMR,0.5182556901311047,0.1054350719748692,0.3157011431729413,0.23543933321732083,0.8549433508747916,0.12918045912602796,0.043050008997141835,0.7149628456557054,0.6831233415965077,94.63201588870136,0.01136624986662092,0.21148163984613932,0.3266374271670873,5.363157568650402,3.847853672673589,0.4993990360666925,0.8326686630656248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.1733722219307,free_3_start_drift_rate_Semantic_CMR,0.42540701736322645,0.9775328764142055,0.6823285402801446,0.7872031503137311,0.4800801012845189,0.8381625358502014,0.59856390174974,0.7845561701748308,2.520047309116685,40.314423232700705,0.007164135396214994,0.3178421938510763,0.2029900236162665,2.5443499176275504,4.479075353763239,0.45713543237218746,4.115652901058783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,356.63650725324214,free_3_start_drift_rate_Semantic_CMR,0.6169863214186522,0.5840496350520731,0.3599363724357007,0.9328481204467782,0.7926352772047575,0.3769036718808182,0.4187992574600535,0.6877014976116743,3.2031856464511037,60.909368657147255,0.0033551443230965816,0.2793474455090337,0.21826961308637127,2.0893023383970153,7.213570153286816,0.5126906749680878,0.6794082236583794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,327.42130368547373,free_3_start_drift_rate_Semantic_CMR,0.8082387277366787,0.45398387730943235,0.14745690766324182,0.9279682207953479,0.9923354786315817,0.7348152729744446,0.7464703135846383,0.5814697858648421,12.557123261703822,22.151992904945807,0.006031308005267355,0.2209295079421576,0.21848292487977794,3.7485081917945124,3.8551454795374696,0.596865196211179,1.1866391164452814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,247.97805341102622,free_3_start_drift_rate_Semantic_CMR,0.9354968519929994,0.17658329673058354,0.37880790893522603,0.09386237107425432,0.5531992099078096,0.05586274230907523,0.6971620951734357,0.45597463980929914,1.5151181162478409,47.625043919834496,0.014039213218481339,0.28667062799963183,0.19335978970611833,1.6150636118654238,2.1094328341208026,0.14346185248909082,0.7063835247738242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,199.48668028472838,free_3_start_drift_rate_Semantic_CMR,0.7520266597525876,0.31200578989734296,0.26550500545084743,0.6804908381523483,0.1904417156408826,0.22253968858091094,0.905418727140149,0.9679179669376599,1.0911536355962217,21.17418251720716,0.007930078670541749,0.38568979328677266,0.45702526821394,1.9565349440733257,4.83163170788777,0.04818098405233767,0.5538319302502649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,249.02432695472655,free_3_start_drift_rate_Semantic_CMR,0.6722805424987446,0.3046577530541825,0.5983340642258627,0.019271674846091935,0.6468896398936013,0.11411703947212609,0.30506571410535455,0.8659253767135389,1.7473182193764174,1.780526726244183,0.007804014950861249,0.35848442302006145,0.25185147681161,3.231042116988769,3.0390707985674266,0.2810001264263209,0.30522657508226825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.56521398240497,free_3_start_drift_rate_Semantic_CMR,0.28089081176663255,0.9577010704604694,0.2120507161148356,0.5009715401533206,0.9965330918104511,0.9556625869479743,0.4863004707770884,0.7906682550500354,2.0483388626429715,50.60418032711107,0.019843598938231566,0.4901200975453017,0.4638017369109839,2.6561476094488974,2.6278797647917718,0.5182693106663105,2.074394121983914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,309.2684260869559,free_3_start_drift_rate_Semantic_CMR,0.8785441704280297,0.10689139112732576,0.003914015030821116,0.3858817541400779,0.610701348850998,0.2653921466177769,0.8388455188739226,0.5972442184373075,5.128021673003133,64.96025003104987,0.008357164147149265,0.2951830944591327,0.21454893285303545,4.396156099976413,4.766116509780432,0.5472091452610055,0.7810636701221876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,261.000543562564,free_3_start_drift_rate_Semantic_CMR,0.4026919520325392,0.6810205343346725,0.8914284055128776,0.7061599917533861,0.20398681705562238,0.6199350981620683,0.9100586553619524,0.8507576144104703,0.3787247368715547,18.647884589600256,0.0049972733032903425,0.3587525942366094,0.3139385377047591,6.4847668258965285,7.5997745384467565,0.6170345156990377,1.887822976818741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
