subject,trial_count,likelihood,model,encoding_drift_rate,start_drift_rate,recall_drift_rate,shared_support,item_support,learning_rate,primacy_scale,primacy_decay,stop_probability_scale,stop_probability_growth,choice_sensitivity,delay_drift_rate
1,12,276.9048381853597,PrototypeCMR,0.6983635991238787,0.7445928799841708,0.8452589294067706,0.37363434543538754,0.153940990596178,0.05226131640830447,5.213310026359347,0.3419747737917183,0.00020835861836892707,0.43295373553992017,4.791669444661508,0.5408566432039115
2,12,345.81562376478263,PrototypeCMR,0.9421347849919716,0.04884870006427231,0.8675723466552073,0.02065017574422336,0.9999999999999998,0.16567057767571386,21.931491813485874,0.3000437208315449,0.0031801702274453776,0.32447689974508065,0.780059555784512,0.9858222160672195
3,12,407.6287694113562,PrototypeCMR,0.890775570978559,0.026150307656562333,0.9121068828689562,0.363918294287932,0.587259568891707,0.5351658219053551,1.5189439562853622,44.023374569743176,0.00010621147791409388,0.4677409153186825,3.5492011979195626,0.4709021299886086
4,12,318.3650208272375,PrototypeCMR,0.8559238243535555,0.20975785865121793,0.9878556661631323,0.11645157099782048,0.7769825232088254,0.41989476339227055,14.00872367940208,62.54773475412448,0.012719865297996263,0.2507698564502847,1.0517769085793753,0.15355010918732873
5,12,391.3554888747772,PrototypeCMR,0.5518400816026713,0.7801044781218729,0.8368262412493085,0.03432315863013111,0.7880724279982988,0.09950094034757327,3.1994295482869024,33.21399142193842,0.00023181219410741362,0.5230986811227031,1.3492702678709487,0.9745368230476769
6,12,372.1990290216695,PrototypeCMR,0.8188788400356172,0.4175624690803265,0.9999999999999998,0.4596669664803786,0.2914453328959833,0.562876653337389,2.1998836581293872,31.351394544781392,0.00020680490321947035,0.471318479709092,4.498248103030618,0.7680716394608211
7,12,207.2797813879421,PrototypeCMR,0.8809709822236564,2.220446049250313e-16,0.9999999999999998,0.7487910334023817,0.10606601010746584,0.2911657718599502,4.966930795244497,22.65478798991184,0.06396198584515915,0.1776868860429969,3.3859062659977166,0.7990111451586234
8,12,373.73273615743994,PrototypeCMR,0.8676878289922534,0.0038171653235854128,0.911287284170101,0.9999255834152646,0.9999999999999998,0.4644429020357568,3.095484950103437,32.253796471780205,0.015374318269106095,0.154178212171926,4.261475770445737,0.9999963482110081
10,12,304.7952765121203,PrototypeCMR,0.7824930777935352,0.02363609497732046,0.9936542306656245,0.8846140197641413,0.28567676864222136,0.48812160601989374,0.6213069696624951,33.00401196675688,0.0185313127881191,0.13711225859160792,7.7423246386780775,0.07140606509845544
11,12,456.4759615532348,PrototypeCMR,0.6530792813904497,0.5860347752523739,0.9305180072935377,0.7196084195968416,0.20809302366309354,0.10419684587535774,1.2007596921419856,81.21788350750528,0.00021388012584949397,0.42574924818628224,3.4134419473391135,0.620748392588486
12,12,319.1406208170921,PrototypeCMR,0.6729768386769471,0.8868369182693207,0.5043051154202238,0.3580164019748053,0.016969468838623693,0.16135787353337588,0.06343909928414769,45.08530050150601,2.522291808130701e-06,0.6200919871928318,7.8085713833395385,0.8080155939325985
