subject,list,item,input,output,study,recall,repeat,intrusion,first_input,condition,prior_list,prior_input
118,0,0,1,,True,False,0,False,1,2.0,,
118,0,0,7,,True,False,0,False,7,2.0,,
118,0,0,10,,True,False,0,False,10,2.0,,
118,0,1,2,,True,False,0,False,2,2.0,,
118,0,1,5,,True,False,0,False,5,2.0,,
118,0,1,8,,True,False,0,False,8,2.0,,
118,0,2,3,,True,False,0,False,3,2.0,,
118,0,2,6,,True,False,0,False,6,2.0,,
118,0,2,11,,True,False,0,False,11,2.0,,
118,0,3,4,9.0,True,True,0,False,4,2.0,,
118,0,3,9,,True,False,0,False,9,2.0,,
118,0,3,14,,True,False,0,False,14,2.0,,
118,0,4,12,8.0,True,True,0,False,12,2.0,,
118,0,5,13,,True,False,0,False,13,2.0,,
118,0,5,17,,True,False,0,False,17,2.0,,
118,0,5,23,,True,False,0,False,23,2.0,,
118,0,6,15,,True,False,0,False,15,2.0,,
118,0,6,21,,True,False,0,False,21,2.0,,
118,0,6,27,,True,False,0,False,27,2.0,,
118,0,4,16,,True,False,0,False,16,2.0,,
118,0,4,19,,True,False,0,False,19,2.0,,
118,0,7,18,4.0,True,True,0,False,18,2.0,,
118,0,8,20,6.0,True,True,0,False,20,2.0,,
118,0,9,22,,True,False,0,False,22,2.0,,
118,0,9,26,,True,False,0,False,26,2.0,,
118,0,9,31,,True,False,0,False,31,2.0,,
118,0,7,24,,True,False,0,False,24,2.0,,
118,0,7,29,,True,False,0,False,29,2.0,,
118,0,8,25,,True,False,0,False,25,2.0,,
118,0,8,28,,True,False,0,False,28,2.0,,
118,0,10,30,,True,False,0,False,30,2.0,,
118,0,10,36,,True,False,0,False,36,2.0,,
118,0,10,42,,True,False,0,False,42,2.0,,
118,0,11,32,7.0,True,True,0,False,32,2.0,,
118,0,12,33,,True,False,0,False,33,2.0,,
118,0,12,37,,True,False,0,False,37,2.0,,
118,0,12,41,,True,False,0,False,41,2.0,,
118,0,13,34,5.0,True,True,0,False,34,2.0,,
118,0,11,35,,True,False,0,False,35,2.0,,
118,0,11,39,,True,False,0,False,39,2.0,,
118,0,13,38,,True,False,0,False,38,2.0,,
118,0,13,43,,True,False,0,False,43,2.0,,
118,0,14,40,,True,False,0,False,40,2.0,,
118,0,14,46,,True,False,0,False,46,2.0,,
118,0,14,50,,True,False,0,False,50,2.0,,
118,0,15,44,,True,False,0,False,44,2.0,,
118,0,15,48,,True,False,0,False,48,2.0,,
118,0,15,54,,True,False,0,False,54,2.0,,
118,0,16,45,,True,False,0,False,45,2.0,,
118,0,16,51,,True,False,0,False,51,2.0,,
118,0,16,55,,True,False,0,False,55,2.0,,
118,0,17,47,,True,False,0,False,47,2.0,,
118,0,17,52,,True,False,0,False,52,2.0,,
118,0,17,56,,True,False,0,False,56,2.0,,
118,0,18,49,,True,False,0,False,49,2.0,,
118,0,18,53,,True,False,0,False,53,2.0,,
118,0,18,59,,True,False,0,False,59,2.0,,
118,0,19,57,,True,False,0,False,57,2.0,,
118,0,19,63,,True,False,0,False,63,2.0,,
118,0,19,66,,True,False,0,False,66,2.0,,
118,0,20,58,,True,False,0,False,58,2.0,,
118,0,20,61,,True,False,0,False,61,2.0,,
118,0,20,64,,True,False,0,False,64,2.0,,
118,0,21,60,,True,False,0,False,60,2.0,,
118,0,21,65,,True,False,0,False,65,2.0,,
118,0,21,71,,True,False,0,False,71,2.0,,
118,0,22,62,,True,False,0,False,62,2.0,,
118,0,22,67,,True,False,0,False,67,2.0,,
118,0,22,73,,True,False,0,False,73,2.0,,
118,0,23,68,,True,False,0,False,68,2.0,,
118,0,23,74,,True,False,0,False,74,2.0,,
118,0,23,78,,True,False,0,False,78,2.0,,
118,0,24,69,3.0,True,True,0,False,69,2.0,,
118,0,25,70,,True,False,0,False,70,2.0,,
118,0,25,76,,True,False,0,False,76,2.0,,
118,0,25,80,,True,False,0,False,80,2.0,,
118,0,26,72,,True,False,0,False,72,2.0,,
118,0,26,77,,True,False,0,False,77,2.0,,
118,0,26,81,,True,False,0,False,81,2.0,,
118,0,24,75,,True,False,0,False,75,2.0,,
118,0,24,79,,True,False,0,False,79,2.0,,
118,0,27,82,2.0,True,True,0,False,82,2.0,,
118,0,28,83,1.0,True,True,0,False,83,2.0,,
118,0,29,84,,True,False,0,False,84,2.0,,
118,0,29,87,,True,False,0,False,87,2.0,,
118,0,29,90,,True,False,0,False,90,2.0,,
118,0,27,85,,True,False,0,False,85,2.0,,
118,0,27,88,,True,False,0,False,88,2.0,,
118,0,28,86,,True,False,0,False,86,2.0,,
118,0,28,89,,True,False,0,False,89,2.0,,
118,1,0,1,1.0,True,True,0,False,1,2.0,,
118,1,1,2,7.0,True,True,0,False,2,2.0,,
118,1,2,3,,True,False,0,False,3,2.0,,
118,1,2,6,,True,False,0,False,6,2.0,,
118,1,2,12,,True,False,0,False,12,2.0,,
118,1,0,4,,True,False,0,False,4,2.0,,
118,1,0,9,,True,False,0,False,9,2.0,,
118,1,3,5,,True,False,0,False,5,2.0,,
118,1,3,10,,True,False,0,False,10,2.0,,
118,1,3,15,,True,False,0,False,15,2.0,,
118,1,4,7,3.0,True,True,0,False,7,2.0,,
118,1,1,8,,True,False,0,False,8,2.0,,
118,1,1,11,,True,False,0,False,11,2.0,,
118,1,4,13,,True,False,0,False,13,2.0,,
118,1,4,19,,True,False,0,False,19,2.0,,
118,1,5,14,,True,False,0,False,14,2.0,,
118,1,5,20,,True,False,0,False,20,2.0,,
118,1,5,24,,True,False,0,False,24,2.0,,
118,1,6,16,,True,False,0,False,16,2.0,,
118,1,6,22,,True,False,0,False,22,2.0,,
118,1,6,28,,True,False,0,False,28,2.0,,
118,1,7,17,2.0,True,True,0,False,17,2.0,,
118,1,8,18,4.0,True,True,0,False,18,2.0,,
118,1,7,21,,True,False,0,False,21,2.0,,
118,1,7,26,,True,False,0,False,26,2.0,,
118,1,8,23,,True,False,0,False,23,2.0,,
118,1,8,27,,True,False,0,False,27,2.0,,
118,1,9,25,,True,False,0,False,25,2.0,,
118,1,9,29,,True,False,0,False,29,2.0,,
118,1,9,34,,True,False,0,False,34,2.0,,
118,1,10,30,,True,False,0,False,30,2.0,,
118,1,10,33,,True,False,0,False,33,2.0,,
118,1,10,38,,True,False,0,False,38,2.0,,
118,1,11,31,,True,False,0,False,31,2.0,,
118,1,11,36,,True,False,0,False,36,2.0,,
118,1,11,39,,True,False,0,False,39,2.0,,
118,1,12,32,,True,False,0,False,32,2.0,,
118,1,12,35,,True,False,0,False,35,2.0,,
118,1,12,40,,True,False,0,False,40,2.0,,
118,1,13,37,,True,False,0,False,37,2.0,,
118,1,13,41,,True,False,0,False,41,2.0,,
118,1,13,45,,True,False,0,False,45,2.0,,
118,1,14,42,5.0,True,True,0,False,42,2.0,,
118,1,15,43,,True,False,0,False,43,2.0,,
118,1,15,47,,True,False,0,False,47,2.0,,
118,1,15,52,,True,False,0,False,52,2.0,,
118,1,16,44,8.0,True,True,0,False,44,2.0,,
118,1,14,46,,True,False,0,False,46,2.0,,
118,1,14,49,,True,False,0,False,49,2.0,,
118,1,16,48,,True,False,0,False,48,2.0,,
118,1,16,51,,True,False,0,False,51,2.0,,
118,1,17,50,,True,False,0,False,50,2.0,,
118,1,17,56,,True,False,0,False,56,2.0,,
118,1,17,59,,True,False,0,False,59,2.0,,
118,1,18,53,,True,False,0,False,53,2.0,,
118,1,18,58,,True,False,0,False,58,2.0,,
118,1,18,64,,True,False,0,False,64,2.0,,
118,1,19,54,6.0,True,True,0,False,54,2.0,,
118,1,20,55,,True,False,0,False,55,2.0,,
118,1,20,60,,True,False,0,False,60,2.0,,
118,1,20,63,,True,False,0,False,63,2.0,,
118,1,19,57,,True,False,0,False,57,2.0,,
118,1,19,61,,True,False,0,False,61,2.0,,
118,1,21,62,,True,False,0,False,62,2.0,,
118,1,21,66,,True,False,0,False,66,2.0,,
118,1,21,69,,True,False,0,False,69,2.0,,
118,1,22,65,9.0,True,True,0,False,65,2.0,,
118,1,23,67,,True,False,0,False,67,2.0,,
118,1,23,72,,True,False,0,False,72,2.0,,
118,1,23,75,,True,False,0,False,75,2.0,,
118,1,24,68,,True,False,0,False,68,2.0,,
118,1,24,73,,True,False,0,False,73,2.0,,
118,1,24,77,,True,False,0,False,77,2.0,,
118,1,25,70,,True,False,0,False,70,2.0,,
118,1,25,76,,True,False,0,False,76,2.0,,
118,1,25,80,,True,False,0,False,80,2.0,,
118,1,22,71,,True,False,0,False,71,2.0,,
118,1,22,74,,True,False,0,False,74,2.0,,
118,1,26,78,,True,False,0,False,78,2.0,,
118,1,26,84,,True,False,0,False,84,2.0,,
118,1,26,89,,True,False,0,False,89,2.0,,
118,1,27,79,,True,False,0,False,79,2.0,,
118,1,27,83,,True,False,0,False,83,2.0,,
118,1,27,86,,True,False,0,False,86,2.0,,
118,1,28,81,,True,False,0,False,81,2.0,,
118,1,28,87,,True,False,0,False,87,2.0,,
118,1,28,90,,True,False,0,False,90,2.0,,
118,1,29,82,,True,False,0,False,82,2.0,,
118,1,29,85,,True,False,0,False,85,2.0,,
118,1,29,88,,True,False,0,False,88,2.0,,
118,2,0,1,1.0,True,True,0,False,1,2.0,,
118,2,1,2,,True,False,0,False,2,2.0,,
118,2,1,5,,True,False,0,False,5,2.0,,
118,2,1,10,,True,False,0,False,10,2.0,,
118,2,2,3,,True,False,0,False,3,2.0,,
118,2,2,6,,True,False,0,False,6,2.0,,
118,2,2,9,,True,False,0,False,9,2.0,,
118,2,3,4,9.0,True,True,0,False,4,2.0,,
118,2,0,7,,True,False,0,False,7,2.0,,
118,2,0,11,,True,False,0,False,11,2.0,,
118,2,3,8,,True,False,0,False,8,2.0,,
118,2,3,13,,True,False,0,False,13,2.0,,
118,2,4,12,7.0,True,True,0,False,12,2.0,,
118,2,5,14,6.0,True,True,0,False,14,2.0,,
118,2,6,15,,True,False,0,False,15,2.0,,
118,2,6,19,,True,False,0,False,19,2.0,,
118,2,6,25,,True,False,0,False,25,2.0,,
118,2,7,16,8.0,True,True,0,False,16,2.0,,
118,2,8,17,3.0,True,True,0,False,17,2.0,,
118,2,4,18,,True,False,0,False,18,2.0,,
118,2,4,21,,True,False,0,False,21,2.0,,
118,2,5,20,,True,False,0,False,20,2.0,,
118,2,5,26,,True,False,0,False,26,2.0,,
118,2,7,22,,True,False,0,False,22,2.0,,
118,2,7,27,,True,False,0,False,27,2.0,,
118,2,8,23,,True,False,0,False,23,2.0,,
118,2,8,28,,True,False,0,False,28,2.0,,
118,2,9,24,,True,False,0,False,24,2.0,,
118,2,9,29,,True,False,0,False,29,2.0,,
118,2,9,34,,True,False,0,False,34,2.0,,
118,2,10,30,,True,False,0,False,30,2.0,,
118,2,10,33,,True,False,0,False,33,2.0,,
118,2,10,37,,True,False,0,False,37,2.0,,
118,2,11,31,4.0,True,True,0,False,31,2.0,,
118,2,12,32,,True,False,0,False,32,2.0,,
118,2,12,36,,True,False,0,False,36,2.0,,
118,2,12,42,,True,False,0,False,42,2.0,,
118,2,11,35,,True,False,0,False,35,2.0,,
118,2,11,41,,True,False,0,False,41,2.0,,
118,2,13,38,,True,False,0,False,38,2.0,,
118,2,13,43,,True,False,0,False,43,2.0,,
118,2,13,48,,True,False,0,False,48,2.0,,
118,2,14,39,,True,False,0,False,39,2.0,,
118,2,14,44,,True,False,0,False,44,2.0,,
118,2,14,47,,True,False,0,False,47,2.0,,
118,2,15,40,,True,False,0,False,40,2.0,,
118,2,15,45,,True,False,0,False,45,2.0,,
118,2,15,51,,True,False,0,False,51,2.0,,
118,2,16,46,,True,False,0,False,46,2.0,,
118,2,16,52,,True,False,0,False,52,2.0,,
118,2,16,58,,True,False,0,False,58,2.0,,
118,2,17,49,,True,False,0,False,49,2.0,,
118,2,17,55,,True,False,0,False,55,2.0,,
118,2,17,59,,True,False,0,False,59,2.0,,
118,2,18,50,,True,False,0,False,50,2.0,,
118,2,18,53,,True,False,0,False,53,2.0,,
118,2,18,57,,True,False,0,False,57,2.0,,
118,2,19,54,5.0,True,True,0,False,54,2.0,,
118,2,20,56,,True,False,0,False,56,2.0,,
118,2,20,61,,True,False,0,False,61,2.0,,
118,2,20,66,,True,False,0,False,66,2.0,,
118,2,19,60,,True,False,0,False,60,2.0,,
118,2,19,65,,True,False,0,False,65,2.0,,
118,2,21,62,,True,False,0,False,62,2.0,,
118,2,21,67,,True,False,0,False,67,2.0,,
118,2,21,72,,True,False,0,False,72,2.0,,
118,2,22,63,2.0,True,True,0,False,63,2.0,,
118,2,23,64,,True,False,0,False,64,2.0,,
118,2,23,69,,True,False,0,False,69,2.0,,
118,2,23,75,,True,False,0,False,75,2.0,,
118,2,22,68,,True,False,0,False,68,2.0,,
118,2,22,74,,True,False,0,False,74,2.0,,
118,2,24,70,,True,False,0,False,70,2.0,,
118,2,24,73,,True,False,0,False,73,2.0,,
118,2,24,76,,True,False,0,False,76,2.0,,
118,2,25,71,,True,False,0,False,71,2.0,,
118,2,25,77,,True,False,0,False,77,2.0,,
