subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,1_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
66,8,236.33412684849029,free_2_stop_probability_scale_Semantic_CMR,0.46474516306008745,0.0009115636131034055,0.08658351177934565,0.7401737004427362,0.1486456204985251,0.7634500542383468,0.5254143005114803,3.189697761435113,79.87355022046313,0.018631233835389838,0.01799439676725778,0.3169082531852334,0.19019383182468186,4.799886916228895,0.4679490495969983,0.8272717111053032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,255.2902104061822,free_2_stop_probability_scale_Semantic_CMR,0.45450611918190226,0.3760667875028853,0.4633042551864722,0.6451533010555703,0.24408575308978048,0.4999127478945928,0.963716629683287,1.2735068301858803,72.93276594342413,0.007191364087176189,0.001942461696704978,0.46621414783372295,0.44438261984403304,6.011591338478551,0.31629440349883475,0.7486175441883169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,191.33208799853725,free_2_stop_probability_scale_Semantic_CMR,0.8173926428940042,0.08456509803446832,0.3164074807380195,0.924984662374859,0.22227913062963534,0.8244411961989391,0.4558165413963668,5.614643904183602,31.958908454402003,0.09260824168068577,0.004533378621394302,0.11237150771230109,0.38621526752285007,3.6905100475622064,0.732351539138045,0.2581683137434645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,191.2000153939827,free_2_stop_probability_scale_Semantic_CMR,0.5708964834560115,0.038681449905842435,0.010663199022812653,0.799772279300297,0.04105007522474047,0.8359815987188222,0.8816947319976642,5.1722746582024115,65.78274927071053,0.01857851317896181,0.014678658772314335,0.48342094642535294,0.39975495419346974,1.4936307788022618,0.013607248398298077,0.9668481304470431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,355.3294626223596,free_2_stop_probability_scale_Semantic_CMR,0.6721402090056982,0.32460169983701026,0.8303784389804263,0.941407801032538,0.23955600804926586,0.4205271202055033,0.45746700367958737,4.599068918026624,0.1078139407605363,0.03452190921202586,0.022477012477899128,0.1939744978335911,0.09936237612653098,3.570767114793002,0.4737385481811637,1.8182850585639083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,251.29257939837322,free_2_stop_probability_scale_Semantic_CMR,0.8416071276923589,0.025343879029587624,0.36728496825058965,0.749715120330444,0.4882546697217972,0.28285848770483724,0.43903577857587583,3.815875955041264,24.175828848338003,0.011480359842215682,0.026330668609820806,0.2514808896283718,0.1164423293306065,3.254913191404876,0.13807673107884916,4.754499413111054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,281.1403068491834,free_2_stop_probability_scale_Semantic_CMR,0.5999804826332497,0.042893704548703185,0.45726814554494916,0.398328053599119,0.7276648403498708,0.5555181625187731,0.9572341807405313,12.978635551825295,65.67496393841593,0.006530526483124403,0.00894179042199386,0.2876713995127693,0.22236316133542408,5.710015092954425,0.035694893797603704,4.209079145836177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,208.12521321993736,free_2_stop_probability_scale_Semantic_CMR,0.8843957900600037,0.39764128585538866,0.42470934407625716,0.8515624382945685,0.27342792100993357,0.8495233078597421,0.4040402216668052,3.7623737418127354,0.3163514793889296,0.08601074921446511,0.03157010501020339,0.06944066937651766,0.14272952172299602,2.103244865136138,0.19088047541995343,0.6854368822819032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,222.7512630482316,free_2_stop_probability_scale_Semantic_CMR,0.6764397381067428,0.14548020498607522,0.3579942855969014,0.6723594359225739,0.007149336058023592,0.7471587804407854,0.15137892193578611,7.383421280631509,85.25022510461545,0.030307046713868635,0.029715836742515267,0.2927419952233663,0.21583502203239124,1.160964765803123,0.054458163296124185,0.2185072473389349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,247.5512188034898,free_2_stop_probability_scale_Semantic_CMR,0.9468718596848689,0.07831893672182,0.8204156003578875,0.2029114198326486,0.08448332795309882,0.5810044345862673,0.8494656668974978,10.825347375619621,54.10681917218382,0.0011859649007871509,0.005101783289096828,0.41018739456409214,0.4466479931587557,1.232905406265592,0.011857997339034587,0.18028774496225886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,269.7000371471078,free_2_stop_probability_scale_Semantic_CMR,0.6275922383347861,0.7170629526406218,0.6443621354404367,0.7437201977697939,0.7355216875060947,0.13296924786406372,0.6039337793417364,0.1852748120738994,77.90283174037077,0.03847295976731052,0.0040011878893543296,0.16419839917499512,0.24583945650888772,9.755435240974347,0.03757981420563017,0.41698854433590604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,333.59789511682,free_2_stop_probability_scale_Semantic_CMR,0.9350041679412973,0.5390542773430799,0.9401703591723282,0.9884261824086641,0.7163965268379705,0.3096422064474922,0.4103171578139669,1.8574752063555167,1.1425475720294642,0.008719017292034448,0.009412593470807029,0.20749955276032317,0.162256463482632,9.335599905094144,0.1398615367105686,0.31859736077965906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,321.0699362070551,free_2_stop_probability_scale_Semantic_CMR,0.7417074539994796,0.24009094618913057,0.6890896788989286,0.8879682689164936,0.677269583778193,0.884662250979044,0.6785707212986097,0.6024206623903154,73.58799340367474,0.007357897735759067,0.0010230513388516105,0.2178977383720877,0.3472764478953678,7.166775954939841,0.2655336658283455,0.21808437486943788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,253.2076226820713,free_2_stop_probability_scale_Semantic_CMR,0.6753868332473264,0.13386474029027057,0.2677913959466451,0.4209754741389124,0.27123861633188273,0.6447124791968974,0.30527529209056803,0.5212094200949622,17.241474980821152,0.01899115663830092,0.016018254305961044,0.19234628164221768,0.30740692247561974,2.4017873094639324,0.31947134525311593,2.8655672335830653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,343.08099123378224,free_2_stop_probability_scale_Semantic_CMR,0.6842825898641411,0.09332425126731242,0.7598232563933297,0.7024987488618165,0.37735681978673064,0.8866934830966959,0.7142567030585979,13.782379745290406,58.791421750574514,0.000947536566905216,0.011587357584653735,0.3699339013480385,0.17092079304159657,3.562404642470919,0.09782310183641107,3.61277353129301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,281.6837847557326,free_2_stop_probability_scale_Semantic_CMR,0.7679497327681805,0.18518439134910347,0.5552459444435929,0.6157489861066405,0.04707125435133808,0.5678764563791947,0.41330597679421516,2.7101140454306787,23.579946483796753,0.02124816755071285,0.007793544037235534,0.2664933928200828,0.2812978096556735,2.165668504754686,0.7319619463172745,1.1587886509949175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,297.0500577741698,free_2_stop_probability_scale_Semantic_CMR,0.6664174095578099,0.7026887361427998,0.5051723888669065,0.7926898017428687,0.4405476484084403,0.4287189620494281,0.9202623282675613,0.33125412564355616,66.88719199424011,0.015260182191602096,0.002588195567129597,0.22325073113823643,0.30156381012589795,8.053367537925606,0.005889623568464625,0.4084059886008254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,246.92235852289608,free_2_stop_probability_scale_Semantic_CMR,0.7199293717625183,0.44002631651291535,0.30481273560512323,0.9300651888226004,0.5788318198224353,0.549478654927621,0.6105494141790015,0.518437372725522,68.44056659901815,0.0132584918880706,0.004945554635070626,0.3274136811620547,0.29531510318187504,6.460469808696928,0.045934716679375265,0.5105831225266035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,196.57059112847733,free_2_stop_probability_scale_Semantic_CMR,0.3347618966187087,0.010366347045751456,0.867071056137747,0.4899438314182586,0.13003389548695032,0.6719900090316154,0.37929739036374827,1.8518484072883012,67.13824362563436,0.01949947361968213,0.060009654800875445,0.19588956778493216,0.1389690198072211,6.763410153043625,0.6603156372520246,0.1841455588632943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,247.6447930949907,free_2_stop_probability_scale_Semantic_CMR,0.2479927442607046,0.16320408025285826,0.18490324604032926,0.39715579934399625,0.08902457743880154,0.8505314170426601,0.7165838685011343,1.1844231712012743,12.572460609796245,0.01977903767709821,0.006389553571460205,0.2505193105427681,0.373745466825568,6.939973809900303,0.41533181679859027,0.9322378400246203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,305.9365645339442,free_2_stop_probability_scale_Semantic_CMR,0.7840143479899018,0.025435266332657223,0.47863920445780356,0.9656998517120128,0.8322987281088792,0.625010106157693,0.8627560062040818,33.83670831926793,16.569931283563864,0.020599630556154915,0.027749871293477852,0.26360073309858295,0.06350421621135141,2.6015803730098925,0.4711991182314225,4.3665467358924115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,351.98488502727,free_2_stop_probability_scale_Semantic_CMR,0.8048649208967034,0.06120392555648524,0.9921905957586532,0.9412964836978412,0.9323266277616935,0.6789964014037059,0.9278422708342269,2.0584561313293577,75.42113728931253,0.011056652200672368,0.0016985647324025965,0.19966927338909457,0.2381977752367197,7.625248487769801,0.5417805429629509,0.35042900951472244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,330.9757905269326,free_2_stop_probability_scale_Semantic_CMR,0.22748094879333913,0.34894715858470354,0.3607418554372384,0.5835446640262077,0.6880199598078989,0.4818526197971623,0.6140438160355259,9.949768658655685,1.0675820602341304,0.011992359899522242,0.008584177270455351,0.20700919847317945,0.2161374981685089,3.025641023660939,0.1440378206926462,8.405322699478617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.45395535079138,free_2_stop_probability_scale_Semantic_CMR,0.8040196458218444,0.13441761697789512,0.4584771508714786,0.6810710196430488,0.07022823736647049,0.557743860772047,0.07404827833338773,1.0253692631246025,49.52045116324399,0.017496420771927423,0.05297588041161344,0.2732025424644453,0.11500083940112216,2.158187898016939,0.22702448864135194,0.6982389354489857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,203.12826469092778,free_2_stop_probability_scale_Semantic_CMR,0.794671641036784,0.06239254948945139,0.6376901019846102,0.24238182057865265,0.20419063947754418,0.8031886237903644,0.8603891996841062,1.1677061248460703,59.78476265656991,0.020098173799271035,0.008276405980403634,0.2609020748818738,0.46657077924438806,3.0797415012529745,0.11442945138834354,0.32216281709752614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,264.75808863785335,free_2_stop_probability_scale_Semantic_CMR,0.9346236120193534,0.02816161153296448,0.364640476979025,0.5341395523378649,0.009729770461297804,0.5107558212690781,0.5170121972952253,87.5107530021022,7.291976520251744,0.007271923289587645,0.0432305576143428,0.3785529979798632,0.0716859248362054,0.7825477697178904,0.1787474663231729,5.67303782377104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.30698207125698,free_2_stop_probability_scale_Semantic_CMR,0.22161077764580156,0.02158477280920723,0.9073226656607531,0.6866091914964312,0.7905831596249745,0.066490900501403,0.7147400701101441,2.723966675436351,81.85647927046129,0.07254115153156476,0.010732376668392996,0.2445061816061198,0.5767951538230083,3.754346507140159,0.7264255185512626,1.484549379541174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,309.43805243379063,free_2_stop_probability_scale_Semantic_CMR,0.5706389166408515,0.010367176065281258,0.5465021204149071,0.8592945843666084,0.4506165904018723,0.34621840351266625,0.8555485343582483,31.007045770113052,2.375108276727765,0.01572078433557028,0.005112783618176908,0.17398879030494108,0.27619941808564175,2.624253060340097,0.04300322123977951,4.622248821634706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,262.70984801648694,free_2_stop_probability_scale_Semantic_CMR,0.4920270125662252,0.6807010984154859,0.6286846156568475,0.36531953583110166,0.9282053266098318,0.12000234579127378,0.8766679288939678,0.08804828417782318,51.68078355843897,0.012993623397695664,0.021758847278715243,0.2717026108568623,0.15807694425332208,9.109102045966985,0.24800447624140015,1.8169232279437733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
