subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,1_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
53,8,265.01484849047654,free_2_stop_probability_scale_Semantic_CMR,0.8129497768364384,0.15703847592486264,0.8722739222005227,0.7719253612174761,0.8184829832774441,0.6275615112726338,0.38325350052801477,12.12410311906762,79.96977236213525,0.04656652074869794,0.02380600218980794,0.08743933965626915,0.20100677981021065,7.447883852765427,0.004453134402258474,0.5754821422251686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,220.46699689787602,free_2_stop_probability_scale_Semantic_CMR,0.6972984287708303,0.15859752153594397,0.5063966543069102,0.34565476499814635,0.203277059857224,0.89141807806872,0.3103163812497781,1.0971205124799468,31.56865402999869,0.03429485212069927,0.050440789233597905,0.17239794331050184,0.12643585350398912,2.412112940462311,0.5652046729248434,0.4411775589836111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,323.3470513997337,free_2_stop_probability_scale_Semantic_CMR,0.649773616640176,0.30330712600602905,0.7330408960838167,0.7563502967020613,0.9080652818279096,0.492155601443245,0.5545958245007623,37.15404181316664,0.7773557996024891,0.11053221133898444,0.008431949750510204,0.04841118351536622,0.14976007354877563,2.588856654001063,0.23492316182386364,5.585312832804195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,278.7183147684854,free_2_stop_probability_scale_Semantic_CMR,0.6249246583502515,0.12119377770175493,0.5893057523457972,0.8758633707341539,0.90814369666032,0.3435039295558663,0.9727478906408469,43.508601900117824,0.9132714750209843,0.05073836432558432,0.01200643062634249,0.18138551846842788,0.21339617795699706,1.5295218981781264,0.8905802369495404,8.434355311267204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.52231333936572,free_2_stop_probability_scale_Semantic_CMR,0.8965057267160008,0.022494157619108557,0.9466569460789265,0.5363117286438701,0.002774380041990765,0.36583462924045346,0.518063273194992,2.6496994740541595,2.9646178858375976,0.03366724121728548,0.028606772367067157,0.1630441063157715,0.252639715047561,1.0674671599536962,0.4198621863429889,0.5299846433990689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,261.0400994495337,free_2_stop_probability_scale_Semantic_CMR,0.6652218794488686,0.04318858510176582,0.3753797946264877,0.7612392017605316,0.05299704428541813,0.7216633149871361,0.8062240923547668,9.733761501642277,37.05837144853339,0.011520725488903483,0.02602175176027599,0.3759700968725195,0.1464256148303935,1.5574907834057616,0.4100023307041391,5.644285168437934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,281.8421839440274,free_2_stop_probability_scale_Semantic_CMR,0.41868394858290375,0.3202483296243238,0.9846586968309974,0.8791213099097321,0.7218743761174652,0.5628365195190543,0.31657927386419105,76.98375037660779,0.504167953155175,0.015643603607786938,0.01362936936137027,0.320295985190965,0.21489833580292217,2.3856521615280557,0.6122265727061134,5.19665672099401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,240.50459701057792,free_2_stop_probability_scale_Semantic_CMR,0.6819468168710602,0.15270414239608282,0.8175322398420215,0.8517030101444656,0.5921947667954546,0.1162768635285395,0.7666024568333888,6.069195861325291,1.4619502393350174,0.0187855919035132,0.012324606873322708,0.3786406112535019,0.2049246387643473,7.787808610835158,0.3856843270046806,0.25237012436561823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,293.1066786540643,free_2_stop_probability_scale_Semantic_CMR,0.6906577767974328,0.2180318958617673,0.365430604749236,0.6324734315550975,0.05852055918585036,0.6377450740986161,0.9632491537697374,2.857754398581804,35.25008247925344,0.006611438274337689,0.015012327069834241,0.3826272161531765,0.18324779449564055,0.5170699461493733,0.17363744857974633,4.963025574790505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.3032758942474,free_2_stop_probability_scale_Semantic_CMR,0.9356018700988387,0.5563617312009983,0.980706843035356,0.7085543929019783,0.7726120987802737,0.46709363145974636,0.5502459971974138,20.25640310866381,81.13635613886687,0.00660410340924017,0.0016256404413192427,0.4427415160387005,0.6376939364832221,1.2125651694656936,0.16663259389659074,9.907301455505479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,228.78422237192854,free_2_stop_probability_scale_Semantic_CMR,0.6257956525109644,0.0243961772600723,0.7344517665439488,0.5925167734036973,0.12716502371879732,0.9213841280503725,0.6926646490677861,3.4677178338803563,14.1840077570804,0.007371972300447499,0.010767311504059662,0.3607324502602325,0.3693360966354318,3.4093138476668767,0.0914097037763634,0.4826213954274899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,315.1615902068988,free_2_stop_probability_scale_Semantic_CMR,0.6139168814322049,0.12618996304531954,0.40395715867400445,0.9045499274036886,0.18952085615879022,0.058512447780505905,0.8947240654644444,3.275746049681132,60.681773565355556,0.03911342840608828,0.010344604370999766,0.135747534307324,0.17415919501228583,4.34125774360043,0.3185006006448563,0.974528248111362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
