subject,list,item,input,output,study,recall,repeat,intrusion,first_input,item_string_index,session,session_list,task,prior_list,prior_input
63,0,0,1,5.0,True,True,0,False,1,922.9375,1.0,1.0,-1.0,,
63,0,1,2,1.0,True,True,0,False,2,922.9375,1.0,1.0,-1.0,,
63,0,2,3,4.0,True,True,0,False,3,922.9375,1.0,1.0,-1.0,,
63,0,3,4,,True,False,0,False,4,922.9375,1.0,1.0,-1.0,,
63,0,4,5,7.0,True,True,0,False,5,922.9375,1.0,1.0,-1.0,,
63,0,5,6,,True,False,0,False,6,922.9375,1.0,1.0,-1.0,,
63,0,6,7,,True,False,0,False,7,922.9375,1.0,1.0,-1.0,,
63,0,7,8,,True,False,0,False,8,922.9375,1.0,1.0,-1.0,,
63,0,8,9,3.0,True,True,0,False,9,922.9375,1.0,1.0,-1.0,,
63,0,9,10,,True,False,0,False,10,922.9375,1.0,1.0,-1.0,,
63,0,10,11,2.0,True,True,0,False,11,922.9375,1.0,1.0,-1.0,,
63,0,11,12,9.0,True,True,0,False,12,922.9375,1.0,1.0,-1.0,,
63,0,12,13,8.0,True,True,0,False,13,922.9375,1.0,1.0,-1.0,,
63,0,13,14,6.0,True,True,0,False,14,922.9375,1.0,1.0,-1.0,,
63,0,14,15,,True,False,0,False,15,922.9375,1.0,1.0,-1.0,,
63,0,15,16,,True,False,0,False,16,922.9375,1.0,1.0,-1.0,,
63,1,0,1,1.0,True,True,0,False,1,933.6875,1.0,2.0,-1.0,,
63,1,1,2,2.0,True,True,0,False,2,933.6875,1.0,2.0,-1.0,,
63,1,2,3,3.0,True,True,0,False,3,933.6875,1.0,2.0,-1.0,,
63,1,3,4,,True,False,0,False,4,933.6875,1.0,2.0,-1.0,,
63,1,4,5,4.0,True,True,0,False,5,933.6875,1.0,2.0,-1.0,,
63,1,5,6,,True,False,0,False,6,933.6875,1.0,2.0,-1.0,,
63,1,6,7,5.0,True,True,0,False,7,933.6875,1.0,2.0,-1.0,,
63,1,7,8,6.0,True,True,0,False,8,933.6875,1.0,2.0,-1.0,,
63,1,8,9,,True,False,0,False,9,933.6875,1.0,2.0,-1.0,,
63,1,9,10,,True,False,0,False,10,933.6875,1.0,2.0,-1.0,,
63,1,10,11,,True,False,0,False,11,933.6875,1.0,2.0,-1.0,,
63,1,11,12,,True,False,0,False,12,933.6875,1.0,2.0,-1.0,,
63,1,12,13,,True,False,0,False,13,933.6875,1.0,2.0,-1.0,,
63,1,13,14,,True,False,0,False,14,933.6875,1.0,2.0,-1.0,,
63,1,14,15,,True,False,0,False,15,933.6875,1.0,2.0,-1.0,,
63,1,15,16,,True,False,0,False,16,933.6875,1.0,2.0,-1.0,,
63,2,0,1,1.0,True,True,0,False,1,798.8125,1.0,1.0,-1.0,,
63,2,1,2,5.0,True,True,0,False,2,798.8125,1.0,1.0,-1.0,,
63,2,2,3,3.0,True,True,0,False,3,798.8125,1.0,1.0,-1.0,,
63,2,3,4,,True,False,0,False,4,798.8125,1.0,1.0,-1.0,,
63,2,4,5,2.0,True,True,0,False,5,798.8125,1.0,1.0,-1.0,,
63,2,5,6,,True,False,0,False,6,798.8125,1.0,1.0,-1.0,,
63,2,6,7,,True,False,0,False,7,798.8125,1.0,1.0,-1.0,,
63,2,7,8,4.0,True,True,0,False,8,798.8125,1.0,1.0,-1.0,,
63,2,8,9,8.0,True,True,0,False,9,798.8125,1.0,1.0,-1.0,,
63,2,9,10,,True,False,0,False,10,798.8125,1.0,1.0,-1.0,,
63,2,10,11,6.0,True,True,0,False,11,798.8125,1.0,1.0,-1.0,,
63,2,11,12,,True,False,0,False,12,798.8125,1.0,1.0,-1.0,,
63,2,12,13,,True,False,0,False,13,798.8125,1.0,1.0,-1.0,,
63,2,13,14,7.0,True,True,0,False,14,798.8125,1.0,1.0,-1.0,,
63,2,14,15,,True,False,0,False,15,798.8125,1.0,1.0,-1.0,,
63,2,15,16,,True,False,0,False,16,798.8125,1.0,1.0,-1.0,,
63,3,0,1,2.0,True,True,0,False,1,707.4375,1.0,1.0,-1.0,,
63,3,1,2,1.0,True,True,0,False,2,707.4375,1.0,1.0,-1.0,,
63,3,2,3,,True,False,0,False,3,707.4375,1.0,1.0,-1.0,,
63,3,3,4,3.0,True,True,0,False,4,707.4375,1.0,1.0,-1.0,,
63,3,4,5,6.0,True,True,0,False,5,707.4375,1.0,1.0,-1.0,,
63,3,5,6,,True,False,0,False,6,707.4375,1.0,1.0,-1.0,,
63,3,6,7,4.0,True,True,0,False,7,707.4375,1.0,1.0,-1.0,,
63,3,7,8,11.0,True,True,0,False,8,707.4375,1.0,1.0,-1.0,,
63,3,8,9,,True,False,0,False,9,707.4375,1.0,1.0,-1.0,,
63,3,9,10,12.0,True,True,0,False,10,707.4375,1.0,1.0,-1.0,,
63,3,10,11,10.0,True,True,0,False,11,707.4375,1.0,1.0,-1.0,,
63,3,11,12,5.0,True,True,0,False,12,707.4375,1.0,1.0,-1.0,,
63,3,12,13,,True,False,0,False,13,707.4375,1.0,1.0,-1.0,,
63,3,13,14,7.0,True,True,0,False,14,707.4375,1.0,1.0,-1.0,,
63,3,14,15,8.0,True,True,0,False,15,707.4375,1.0,1.0,-1.0,,
63,3,15,16,9.0,True,True,0,False,16,707.4375,1.0,1.0,-1.0,,
63,4,0,1,1.0,True,True,0,False,1,862.1875,2.0,1.0,-1.0,,
63,4,1,2,3.0,True,True,0,False,2,862.1875,2.0,1.0,-1.0,,
63,4,2,3,,True,False,0,False,3,862.1875,2.0,1.0,-1.0,,
63,4,3,4,4.0,True,True,0,False,4,862.1875,2.0,1.0,-1.0,,
63,4,4,5,12.0,True,True,0,False,5,862.1875,2.0,1.0,-1.0,,
63,4,5,6,7.0,True,True,0,False,6,862.1875,2.0,1.0,-1.0,,
63,4,6,7,6.0,True,True,0,False,7,862.1875,2.0,1.0,-1.0,,
63,4,7,8,8.0,True,True,0,False,8,862.1875,2.0,1.0,-1.0,,
63,4,8,9,10.0,True,True,0,False,9,862.1875,2.0,1.0,-1.0,,
63,4,9,10,11.0,True,True,0,False,10,862.1875,2.0,1.0,-1.0,,
63,4,10,11,9.0,True,True,0,False,11,862.1875,2.0,1.0,-1.0,,
63,4,11,12,5.0,True,True,0,False,12,862.1875,2.0,1.0,-1.0,,
63,4,12,13,13.0,True,True,0,False,13,862.1875,2.0,1.0,-1.0,,
63,4,13,14,14.0,True,True,0,False,14,862.1875,2.0,1.0,-1.0,,
63,4,14,15,2.0,True,True,0,False,15,862.1875,2.0,1.0,-1.0,,
63,4,15,16,,True,False,0,False,16,862.1875,2.0,1.0,-1.0,,
63,5,0,1,2.0,True,True,0,False,1,768.375,2.0,1.0,-1.0,,
63,5,1,2,3.0,True,True,0,False,2,768.375,2.0,1.0,-1.0,,
63,5,2,3,4.0,True,True,0,False,3,768.375,2.0,1.0,-1.0,,
63,5,3,4,,True,False,0,False,4,768.375,2.0,1.0,-1.0,,
63,5,4,5,7.0,True,True,0,False,5,768.375,2.0,1.0,-1.0,,
63,5,5,6,10.0,True,True,0,False,6,768.375,2.0,1.0,-1.0,,
63,5,6,7,6.0,True,True,0,False,7,768.375,2.0,1.0,-1.0,,
63,5,7,8,5.0,True,True,0,False,8,768.375,2.0,1.0,-1.0,,
63,5,8,9,8.0,True,True,0,False,9,768.375,2.0,1.0,-1.0,,
63,5,9,10,,True,False,0,False,10,768.375,2.0,1.0,-1.0,,
63,5,10,11,9.0,True,True,0,False,11,768.375,2.0,1.0,-1.0,,
63,5,11,12,11.0,True,True,0,False,12,768.375,2.0,1.0,-1.0,,
63,5,12,13,12.0,True,True,0,False,13,768.375,2.0,1.0,-1.0,,
63,5,13,14,,True,False,0,False,14,768.375,2.0,1.0,-1.0,,
63,5,14,15,,True,False,0,False,15,768.375,2.0,1.0,-1.0,,
63,5,15,16,1.0,True,True,0,False,16,768.375,2.0,1.0,-1.0,,
63,6,0,1,5.0,True,True,0,False,1,762.3125,2.0,1.0,-1.0,,
63,6,1,2,8.0,True,True,0,False,2,762.3125,2.0,1.0,-1.0,,
63,6,2,3,6.0,True,True,0,False,3,762.3125,2.0,1.0,-1.0,,
63,6,3,4,7.0,True,True,0,False,4,762.3125,2.0,1.0,-1.0,,
63,6,4,5,9.0,True,True,0,False,5,762.3125,2.0,1.0,-1.0,,
63,6,5,6,,True,False,0,False,6,762.3125,2.0,1.0,-1.0,,
63,6,6,7,,True,False,0,False,7,762.3125,2.0,1.0,-1.0,,
63,6,7,8,3.0,True,True,0,False,8,762.3125,2.0,1.0,-1.0,,
63,6,8,9,10.0,True,True,0,False,9,762.3125,2.0,1.0,-1.0,,
63,6,9,10,,True,False,0,False,10,762.3125,2.0,1.0,-1.0,,
63,6,10,11,4.0,True,True,0,False,11,762.3125,2.0,1.0,-1.0,,
63,6,11,12,11.0,True,True,0,False,12,762.3125,2.0,1.0,-1.0,,
63,6,12,13,12.0,True,True,0,False,13,762.3125,2.0,1.0,-1.0,,
63,6,13,14,13.0,True,True,0,False,14,762.3125,2.0,1.0,-1.0,,
63,6,14,15,1.0,True,True,0,False,15,762.3125,2.0,1.0,-1.0,,
63,6,15,16,2.0,True,True,0,False,16,762.3125,2.0,1.0,-1.0,,
63,7,0,1,,True,False,0,False,1,908.25,2.0,1.0,-1.0,,
63,7,1,2,3.0,True,True,0,False,2,908.25,2.0,1.0,-1.0,,
63,7,2,3,2.0,True,True,0,False,3,908.25,2.0,1.0,-1.0,,
63,7,3,4,7.0,True,True,0,False,4,908.25,2.0,1.0,-1.0,,
63,7,4,5,4.0,True,True,0,False,5,908.25,2.0,1.0,-1.0,,
63,7,5,6,6.0,True,True,0,False,6,908.25,2.0,1.0,-1.0,,
63,7,6,7,5.0,True,True,0,False,7,908.25,2.0,1.0,-1.0,,
63,7,7,8,,True,False,0,False,8,908.25,2.0,1.0,-1.0,,
63,7,8,9,,True,False,0,False,9,908.25,2.0,1.0,-1.0,,
63,7,9,10,8.0,True,True,0,False,10,908.25,2.0,1.0,-1.0,,
63,7,10,11,,True,False,0,False,11,908.25,2.0,1.0,-1.0,,
63,7,11,12,,True,False,0,False,12,908.25,2.0,1.0,-1.0,,
63,7,12,13,9.0,True,True,0,False,13,908.25,2.0,1.0,-1.0,,
63,7,13,14,,True,False,0,False,14,908.25,2.0,1.0,-1.0,,
63,7,14,15,,True,False,0,False,15,908.25,2.0,1.0,-1.0,,
63,7,15,16,1.0,True,True,0,False,16,908.25,2.0,1.0,-1.0,,
63,8,0,1,,True,False,0,False,1,975.5,3.0,1.0,-1.0,,
63,8,1,2,,True,False,0,False,2,975.5,3.0,1.0,-1.0,,
63,8,2,3,,True,False,0,False,3,975.5,3.0,1.0,-1.0,,
63,8,3,4,,True,False,0,False,4,975.5,3.0,1.0,-1.0,,
63,8,4,5,,True,False,0,False,5,975.5,3.0,1.0,-1.0,,
63,8,5,6,,True,False,0,False,6,975.5,3.0,1.0,-1.0,,
63,8,6,7,,True,False,0,False,7,975.5,3.0,1.0,-1.0,,
63,8,7,8,4.0,True,True,0,False,8,975.5,3.0,1.0,-1.0,,
63,8,8,9,,True,False,0,False,9,975.5,3.0,1.0,-1.0,,
63,8,9,10,,True,False,0,False,10,975.5,3.0,1.0,-1.0,,
63,8,10,11,,True,False,0,False,11,975.5,3.0,1.0,-1.0,,
63,8,11,12,,True,False,0,False,12,975.5,3.0,1.0,-1.0,,
63,8,12,13,1.0,True,True,0,False,13,975.5,3.0,1.0,-1.0,,
63,8,13,14,2.0,True,True,0,False,14,975.5,3.0,1.0,-1.0,,
63,8,14,15,3.0,True,True,0,False,15,975.5,3.0,1.0,-1.0,,
63,8,15,16,,True,False,0,False,16,975.5,3.0,1.0,-1.0,,
63,9,0,1,1.0,True,True,0,False,1,706.75,3.0,1.0,-1.0,,
63,9,1,2,6.0,True,True,0,False,2,706.75,3.0,1.0,-1.0,,
63,9,2,3,2.0,True,True,0,False,3,706.75,3.0,1.0,-1.0,,
63,9,3,4,12.0,True,True,0,False,4,706.75,3.0,1.0,-1.0,,
63,9,4,5,,True,False,0,False,5,706.75,3.0,1.0,-1.0,,
63,9,5,6,9.0,True,True,0,False,6,706.75,3.0,1.0,-1.0,,
63,9,6,7,3.0,True,True,0,False,7,706.75,3.0,1.0,-1.0,,
63,9,7,8,10.0,True,True,0,False,8,706.75,3.0,1.0,-1.0,,
63,9,8,9,11.0,True,True,0,False,9,706.75,3.0,1.0,-1.0,,
63,9,9,10,7.0,True,True,0,False,10,706.75,3.0,1.0,-1.0,,
63,9,10,11,8.0,True,True,0,False,11,706.75,3.0,1.0,-1.0,,
63,9,11,12,4.0,True,True,0,False,12,706.75,3.0,1.0,-1.0,,
63,9,12,13,,True,False,0,False,13,706.75,3.0,1.0,-1.0,,
63,9,13,14,5.0,True,True,0,False,14,706.75,3.0,1.0,-1.0,,
63,9,14,15,,True,False,0,False,15,706.75,3.0,1.0,-1.0,,
63,9,15,16,,True,False,0,False,16,706.75,3.0,1.0,-1.0,,
63,10,0,1,1.0,True,True,0,False,1,864.75,3.0,1.0,-1.0,,
63,10,1,2,2.0,True,True,0,False,2,864.75,3.0,1.0,-1.0,,
63,10,2,3,9.0,True,True,0,False,3,864.75,3.0,1.0,-1.0,,
63,10,3,4,,True,False,0,False,4,864.75,3.0,1.0,-1.0,,
63,10,4,5,,True,False,0,False,5,864.75,3.0,1.0,-1.0,,
63,10,5,6,10.0,True,True,0,False,6,864.75,3.0,1.0,-1.0,,
63,10,6,7,3.0,True,True,0,False,7,864.75,3.0,1.0,-1.0,,
63,10,7,8,5.0,True,True,0,False,8,864.75,3.0,1.0,-1.0,,
63,10,8,9,,True,False,0,False,9,864.75,3.0,1.0,-1.0,,
63,10,9,10,8.0,True,True,0,False,10,864.75,3.0,1.0,-1.0,,
63,10,10,11,7.0,True,True,0,False,11,864.75,3.0,1.0,-1.0,,
63,10,11,12,4.0,True,True,0,False,12,864.75,3.0,1.0,-1.0,,
63,10,12,13,,True,False,0,False,13,864.75,3.0,1.0,-1.0,,
63,10,13,14,6.0,True,True,0,False,14,864.75,3.0,1.0,-1.0,,
63,10,14,15,11.0,True,True,0,False,15,864.75,3.0,1.0,-1.0,,
63,10,15,16,,True,False,0,False,16,864.75,3.0,1.0,-1.0,,
63,11,0,1,,True,False,0,False,1,970.625,3.0,1.0,-1.0,,
63,11,1,2,8.0,True,True,0,False,2,970.625,3.0,1.0,-1.0,,
63,11,2,3,7.0,True,True,0,False,3,970.625,3.0,1.0,-1.0,,
63,11,3,4,9.0,True,True,0,False,4,970.625,3.0,1.0,-1.0,,
63,11,4,5,,True,False,0,False,5,970.625,3.0,1.0,-1.0,,
63,11,5,6,,True,False,0,False,6,970.625,3.0,1.0,-1.0,,
63,11,6,7,6.0,True,True,0,False,7,970.625,3.0,1.0,-1.0,,
63,11,7,8,,True,False,0,False,8,970.625,3.0,1.0,-1.0,,
63,11,8,9,2.0,True,True,0,False,9,970.625,3.0,1.0,-1.0,,
63,11,9,10,,True,False,0,False,10,970.625,3.0,1.0,-1.0,,
63,11,10,11,3.0,True,True,0,False,11,970.625,3.0,1.0,-1.0,,
63,11,11,12,5.0,True,True,0,False,12,970.625,3.0,1.0,-1.0,,
63,11,12,13,4.0,True,True,0,False,13,970.625,3.0,1.0,-1.0,,
63,11,13,14,,True,False,0,False,14,970.625,3.0,1.0,-1.0,,
63,11,14,15,,True,False,0,False,15,970.625,3.0,1.0,-1.0,,
63,11,15,16,1.0,True,True,0,False,16,970.625,3.0,1.0,-1.0,,
63,12,0,1,13.0,True,True,0,False,1,763.875,4.0,1.0,-1.0,,
63,12,1,2,14.0,True,True,0,False,2,763.875,4.0,1.0,-1.0,,
63,12,2,3,8.0,True,True,0,False,3,763.875,4.0,1.0,-1.0,,
63,12,3,4,11.0,True,True,0,False,4,763.875,4.0,1.0,-1.0,,
63,12,4,5,12.0,True,True,0,False,5,763.875,4.0,1.0,-1.0,,
63,12,5,6,10.0,True,True,0,False,6,763.875,4.0,1.0,-1.0,,
63,12,6,7,9.0,True,True,0,False,7,763.875,4.0,1.0,-1.0,,
63,12,7,8,15.0,True,True,0,False,8,763.875,4.0,1.0,-1.0,,
63,12,8,9,6.0,True,True,0,False,9,763.875,4.0,1.0,-1.0,,
63,12,9,10,7.0,True,True,0,False,10,763.875,4.0,1.0,-1.0,,
63,12,10,11,4.0,True,True,0,False,11,763.875,4.0,1.0,-1.0,,
63,12,11,12,5.0,True,True,0,False,12,763.875,4.0,1.0,-1.0,,
63,12,12,13,3.0,True,True,0,False,13,763.875,4.0,1.0,-1.0,,
63,12,13,14,1.0,True,True,0,False,14,763.875,4.0,1.0,-1.0,,
63,12,14,15,2.0,True,True,0,False,15,763.875,4.0,1.0,-1.0,,
63,12,15,16,,True,False,0,False,16,763.875,4.0,1.0,-1.0,,
63,13,0,1,10.0,True,True,0,False,1,945.4375,4.0,1.0,-1.0,,
63,13,1,2,11.0,True,True,0,False,2,945.4375,4.0,1.0,-1.0,,
63,13,2,3,2.0,True,True,0,False,3,945.4375,4.0,1.0,-1.0,,
63,13,3,4,,True,False,0,False,4,945.4375,4.0,1.0,-1.0,,
63,13,4,5,12.0,True,True,0,False,5,945.4375,4.0,1.0,-1.0,,
63,13,5,6,3.0,True,True,0,False,6,945.4375,4.0,1.0,-1.0,,
63,13,6,7,5.0,True,True,0,False,7,945.4375,4.0,1.0,-1.0,,
63,13,7,8,6.0,True,True,0,False,8,945.4375,4.0,1.0,-1.0,,
63,13,8,9,9.0,True,True,0,False,9,945.4375,4.0,1.0,-1.0,,
63,13,9,10,4.0,True,True,0,False,10,945.4375,4.0,1.0,-1.0,,
63,13,10,11,7.0,True,True,0,False,11,945.4375,4.0,1.0,-1.0,,
63,13,11,12,8.0,True,True,0,False,12,945.4375,4.0,1.0,-1.0,,
63,13,12,13,,True,False,0,False,13,945.4375,4.0,1.0,-1.0,,
63,13,13,14,13.0,True,True,0,False,14,945.4375,4.0,1.0,-1.0,,
63,13,14,15,,True,False,0,False,15,945.4375,4.0,1.0,-1.0,,
63,13,15,16,1.0,True,True,0,False,16,945.4375,4.0,1.0,-1.0,,
63,14,0,1,1.0,True,True,0,False,1,828.8125,4.0,1.0,-1.0,,
63,14,1,2,2.0,True,True,0,False,2,828.8125,4.0,1.0,-1.0,,
63,14,2,3,3.0,True,True,0,False,3,828.8125,4.0,1.0,-1.0,,
63,14,3,4,,True,False,0,False,4,828.8125,4.0,1.0,-1.0,,
63,14,4,5,5.0,True,True,0,False,5,828.8125,4.0,1.0,-1.0,,
63,14,5,6,4.0,True,True,0,False,6,828.8125,4.0,1.0,-1.0,,
63,14,6,7,7.0,True,True,0,False,7,828.8125,4.0,1.0,-1.0,,
63,14,7,8,6.0,True,True,0,False,8,828.8125,4.0,1.0,-1.0,,
63,14,8,9,8.0,True,True,0,False,9,828.8125,4.0,1.0,-1.0,,
63,14,9,10,,True,False,0,False,10,828.8125,4.0,1.0,-1.0,,
63,14,10,11,,True,False,0,False,11,828.8125,4.0,1.0,-1.0,,
63,14,11,12,,True,False,0,False,12,828.8125,4.0,1.0,-1.0,,
63,14,12,13,9.0,True,True,0,False,13,828.8125,4.0,1.0,-1.0,,
63,14,13,14,,True,False,0,False,14,828.8125,4.0,1.0,-1.0,,
63,14,14,15,11.0,True,True,0,False,15,828.8125,4.0,1.0,-1.0,,
63,14,15,16,10.0,True,True,0,False,16,828.8125,4.0,1.0,-1.0,,
63,15,0,1,1.0,True,True,0,False,1,740.375,4.0,1.0,-1.0,,
63,15,1,2,2.0,True,True,0,False,2,740.375,4.0,1.0,-1.0,,
63,15,2,3,3.0,True,True,0,False,3,740.375,4.0,1.0,-1.0,,
63,15,3,4,6.0,True,True,0,False,4,740.375,4.0,1.0,-1.0,,
63,15,4,5,7.0,True,True,0,False,5,740.375,4.0,1.0,-1.0,,
63,15,5,6,,True,False,0,False,6,740.375,4.0,1.0,-1.0,,
63,15,6,7,,True,False,0,False,7,740.375,4.0,1.0,-1.0,,
63,15,7,8,,True,False,0,False,8,740.375,4.0,1.0,-1.0,,
63,15,8,9,,True,False,0,False,9,740.375,4.0,1.0,-1.0,,
63,15,9,10,5.0,True,True,0,False,10,740.375,4.0,1.0,-1.0,,
63,15,10,11,4.0,True,True,0,False,11,740.375,4.0,1.0,-1.0,,
63,15,11,12,8.0,True,True,0,False,12,740.375,4.0,1.0,-1.0,,
63,15,12,13,,True,False,0,False,13,740.375,4.0,1.0,-1.0,,
63,15,13,14,,True,False,0,False,14,740.375,4.0,1.0,-1.0,,
63,15,14,15,,True,False,0,False,15,740.375,4.0,1.0,-1.0,,
63,15,15,16,,True,False,0,False,16,740.375,4.0,1.0,-1.0,,
63,16,0,1,5.0,True,True,0,False,1,696.3125,5.0,1.0,-1.0,,
63,16,1,2,,True,False,0,False,2,696.3125,5.0,1.0,-1.0,,
63,16,2,3,,True,False,0,False,3,696.3125,5.0,1.0,-1.0,,
63,16,3,4,,True,False,0,False,4,696.3125,5.0,1.0,-1.0,,
63,16,4,5,,True,False,0,False,5,696.3125,5.0,1.0,-1.0,,
63,16,5,6,6.0,True,True,0,False,6,696.3125,5.0,1.0,-1.0,,
63,16,6,7,8.0,True,True,0,False,7,696.3125,5.0,1.0,-1.0,,
63,16,7,8,11.0,True,True,0,False,8,696.3125,5.0,1.0,-1.0,,
63,16,8,9,7.0,True,True,0,False,9,696.3125,5.0,1.0,-1.0,,
63,16,9,10,9.0,True,True,0,False,10,696.3125,5.0,1.0,-1.0,,
63,16,10,11,1.0,True,True,0,False,11,696.3125,5.0,1.0,-1.0,,
63,16,11,12,2.0,True,True,0,False,12,696.3125,5.0,1.0,-1.0,,
63,16,12,13,3.0,True,True,0,False,13,696.3125,5.0,1.0,-1.0,,
63,16,13,14,,True,False,0,False,14,696.3125,5.0,1.0,-1.0,,
63,16,14,15,10.0,True,True,0,False,15,696.3125,5.0,1.0,-1.0,,
63,16,15,16,4.0,True,True,0,False,16,696.3125,5.0,1.0,-1.0,,
63,17,0,1,2.0,True,True,0,False,1,705.3125,5.0,1.0,-1.0,,
63,17,1,2,5.0,True,True,0,False,2,705.3125,5.0,1.0,-1.0,,
63,17,2,3,7.0,True,True,0,False,3,705.3125,5.0,1.0,-1.0,,
63,17,3,4,6.0,True,True,0,False,4,705.3125,5.0,1.0,-1.0,,
63,17,4,5,,True,False,0,False,5,705.3125,5.0,1.0,-1.0,,
63,17,5,6,4.0,True,True,0,False,6,705.3125,5.0,1.0,-1.0,,
63,17,6,7,3.0,True,True,0,False,7,705.3125,5.0,1.0,-1.0,,
63,17,7,8,8.0,True,True,0,False,8,705.3125,5.0,1.0,-1.0,,
63,17,8,9,,True,False,0,False,9,705.3125,5.0,1.0,-1.0,,
63,17,9,10,,True,False,0,False,10,705.3125,5.0,1.0,-1.0,,
63,17,10,11,9.0,True,True,0,False,11,705.3125,5.0,1.0,-1.0,,
63,17,11,12,,True,False,0,False,12,705.3125,5.0,1.0,-1.0,,
63,17,12,13,10.0,True,True,0,False,13,705.3125,5.0,1.0,-1.0,,
63,17,13,14,,True,False,0,False,14,705.3125,5.0,1.0,-1.0,,
63,17,14,15,1.0,True,True,0,False,15,705.3125,5.0,1.0,-1.0,,
63,17,15,16,11.0,True,True,0,False,16,705.3125,5.0,1.0,-1.0,,
63,18,0,1,1.0,True,True,0,False,1,792.0,5.0,1.0,-1.0,,
63,18,1,2,,True,False,0,False,2,792.0,5.0,1.0,-1.0,,
63,18,2,3,,True,False,0,False,3,792.0,5.0,1.0,-1.0,,
63,18,3,4,3.0,True,True,0,False,4,792.0,5.0,1.0,-1.0,,
63,18,4,5,5.0,True,True,0,False,5,792.0,5.0,1.0,-1.0,,
63,18,5,6,2.0,True,True,0,False,6,792.0,5.0,1.0,-1.0,,
63,18,6,7,9.0,True,True,0,False,7,792.0,5.0,1.0,-1.0,,
63,18,7,8,4.0,True,True,0,False,8,792.0,5.0,1.0,-1.0,,
63,18,8,9,7.0,True,True,0,False,9,792.0,5.0,1.0,-1.0,,
63,18,9,10,,True,False,0,False,10,792.0,5.0,1.0,-1.0,,
63,18,10,11,,True,False,0,False,11,792.0,5.0,1.0,-1.0,,
63,18,11,12,,True,False,0,False,12,792.0,5.0,1.0,-1.0,,
63,18,12,13,6.0,True,True,0,False,13,792.0,5.0,1.0,-1.0,,
63,18,13,14,,True,False,0,False,14,792.0,5.0,1.0,-1.0,,
63,18,14,15,8.0,True,True,0,False,15,792.0,5.0,1.0,-1.0,,
63,18,15,16,,True,False,0,False,16,792.0,5.0,1.0,-1.0,,
63,19,0,1,7.0,True,True,0,False,1,970.125,5.0,1.0,-1.0,,
63,19,1,2,11.0,True,True,0,False,2,970.125,5.0,1.0,-1.0,,
63,19,2,3,1.0,True,True,0,False,3,970.125,5.0,1.0,-1.0,,
63,19,3,4,3.0,True,True,0,False,4,970.125,5.0,1.0,-1.0,,
63,19,4,5,,True,False,0,False,5,970.125,5.0,1.0,-1.0,,
63,19,5,6,9.0,True,True,0,False,6,970.125,5.0,1.0,-1.0,,
63,19,6,7,,True,False,0,False,7,970.125,5.0,1.0,-1.0,,
63,19,7,8,4.0,True,True,0,False,8,970.125,5.0,1.0,-1.0,,
63,19,8,9,,True,False,0,False,9,970.125,5.0,1.0,-1.0,,
63,19,9,10,,True,False,0,False,10,970.125,5.0,1.0,-1.0,,
63,19,10,11,5.0,True,True,0,False,11,970.125,5.0,1.0,-1.0,,
63,19,11,12,6.0,True,True,0,False,12,970.125,5.0,1.0,-1.0,,
63,19,12,13,12.0,True,True,0,False,13,970.125,5.0,1.0,-1.0,,
63,19,13,14,10.0,True,True,0,False,14,970.125,5.0,1.0,-1.0,,
63,19,14,15,2.0,True,True,0,False,15,970.125,5.0,1.0,-1.0,,
63,19,15,16,8.0,True,True,0,False,16,970.125,5.0,1.0,-1.0,,
63,20,0,1,4.0,True,True,0,False,1,832.25,6.0,1.0,-1.0,,
63,20,1,2,,True,False,0,False,2,832.25,6.0,1.0,-1.0,,
63,20,2,3,5.0,True,True,0,False,3,832.25,6.0,1.0,-1.0,,
63,20,3,4,,True,False,0,False,4,832.25,6.0,1.0,-1.0,,
63,20,4,5,8.0,True,True,0,False,5,832.25,6.0,1.0,-1.0,,
63,20,5,6,,True,False,0,False,6,832.25,6.0,1.0,-1.0,,
63,20,6,7,7.0,True,True,0,False,7,832.25,6.0,1.0,-1.0,,
63,20,7,8,,True,False,0,False,8,832.25,6.0,1.0,-1.0,,
63,20,8,9,6.0,True,True,0,False,9,832.25,6.0,1.0,-1.0,,
63,20,9,10,,True,False,0,False,10,832.25,6.0,1.0,-1.0,,
63,20,10,11,,True,False,0,False,11,832.25,6.0,1.0,-1.0,,
63,20,11,12,,True,False,0,False,12,832.25,6.0,1.0,-1.0,,
63,20,12,13,,True,False,0,False,13,832.25,6.0,1.0,-1.0,,
63,20,13,14,3.0,True,True,0,False,14,832.25,6.0,1.0,-1.0,,
63,20,14,15,1.0,True,True,0,False,15,832.25,6.0,1.0,-1.0,,
63,20,15,16,2.0,True,True,0,False,16,832.25,6.0,1.0,-1.0,,
63,21,0,1,1.0,True,True,0,False,1,793.5625,6.0,1.0,-1.0,,
63,21,1,2,2.0,True,True,0,False,2,793.5625,6.0,1.0,-1.0,,
63,21,2,3,3.0,True,True,0,False,3,793.5625,6.0,1.0,-1.0,,
63,21,3,4,13.0,True,True,0,False,4,793.5625,6.0,1.0,-1.0,,
63,21,4,5,,True,False,0,False,5,793.5625,6.0,1.0,-1.0,,
63,21,5,6,12.0,True,True,0,False,6,793.5625,6.0,1.0,-1.0,,
63,21,6,7,9.0,True,True,0,False,7,793.5625,6.0,1.0,-1.0,,
63,21,7,8,4.0,True,True,0,False,8,793.5625,6.0,1.0,-1.0,,
