subject,trial_count,likelihood,model,0_encoding_drift_rate,1_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
22,8,270.6518033719116,free_2_encoding_drift_rate_Semantic_CMR,0.6592833656838669,0.7320651783968325,0.8224063227880296,0.5781323913353976,0.9766289656772172,0.8490851292487445,0.4584914569351015,0.2541427354067637,0.6678269536836225,4.874869881870524,0.0033377208425526828,0.35877680194805794,0.22277865806675656,8.494282985711989,0.04366323330623506,0.22338020513660428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,201.5434670502155,free_2_encoding_drift_rate_Semantic_CMR,0.7387194221997974,0.7754240038142904,0.1409969443970867,0.3599990195572141,0.47580180285528495,0.10956884060756572,0.055835206028504225,0.9772244092119087,5.813215514549405,15.853701110222538,0.007416652961586723,0.5900722853282687,0.3783257490712071,1.6163707376164824,0.39931921151151356,8.522630240453172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,179.66968397917157,free_2_encoding_drift_rate_Semantic_CMR,0.9860892533614722,0.8121217398641513,0.13314126599821335,0.4858339571587305,0.46138660709654333,0.0053083225600956685,0.7414651974973403,0.7242690993308246,0.2734596867588479,78.04747739699613,0.004596744322838131,0.7872147076001852,0.3728967976484192,1.256799061587576,0.14111197533201197,0.541842921581555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,253.27618567779984,free_2_encoding_drift_rate_Semantic_CMR,0.4295383508868613,0.8229453160048193,0.19214884791639947,0.10520544052037219,0.959568978489835,0.591273101149929,0.5939398276427169,0.6006236927534989,8.116953785272724,38.12867950124575,0.006335514066748584,0.5036757082126159,0.24778785957325655,2.5851002499384728,0.654523267409004,2.3204739476344987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,288.5975333586883,free_2_encoding_drift_rate_Semantic_CMR,0.7368432369926907,0.9230387784199277,0.22498726357703103,0.6441666572501508,0.796736189604729,0.32736165350813906,0.40801311066448415,0.7386565731019401,1.2647377338706463,63.61870900712188,0.02255198949994186,0.251224469645309,0.12809084707504326,5.468792001310016,0.38137147500263,0.6289901729747394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,336.37564007250637,free_2_encoding_drift_rate_Semantic_CMR,0.6414714653496731,0.8012399500821094,0.2571487968809548,0.8847087782347713,0.891431651625106,0.8786753000276895,0.8597098906007239,0.9421112368441011,4.3364414606865935,68.4641791819545,0.0014123885904962497,0.29397823887151464,0.25945951102311327,9.08243256365309,0.07190453882898762,0.910273100797899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,262.81585462685825,free_2_encoding_drift_rate_Semantic_CMR,0.6999638280386625,0.786023888195163,0.6069356202068755,0.6156884135384211,0.8370942497998959,0.6131313548131259,0.23075949737741214,0.255433365611603,65.17690799145562,0.03275353833775796,0.019447361483245718,0.24364455841066324,0.08073307165159616,2.2842884413238562,0.8163182642436859,3.859294438837199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,250.35901624304915,free_2_encoding_drift_rate_Semantic_CMR,0.7943220879299058,0.8941353658466211,0.057267997948238614,0.31195405701531564,0.9269434511655952,0.40928121640080684,0.8385864345298808,0.2204205715264984,1.4904479896348874,37.937828000131375,0.023846017038392453,0.18427073029711405,0.16853533718025027,5.977732016762651,0.3076182530870173,0.29948535661377207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,261.9023967038055,free_2_encoding_drift_rate_Semantic_CMR,0.4353865719591635,0.664931644883526,0.24713219819684168,0.5733028058844457,0.35177494605710863,0.6017868766863963,0.8132185211998477,0.7149402870751518,5.4100961179849065,76.05663659568883,0.005337442028858275,0.3487168674474317,0.33637512184001217,4.898910778816674,0.38739802362787884,1.5678140263848972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,271.5815198319382,free_2_encoding_drift_rate_Semantic_CMR,0.44655478127278053,0.27781621717428195,0.012114482517019853,0.08564543245366169,0.12790663571942523,0.3369361916270466,0.5174049416788606,0.3851013024893739,1.5487926746037104,86.89344533241842,0.002095201983008943,0.37448364853005156,0.5003881696766408,3.713051075154797,0.9295170546005656,1.0482606110962718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,227.44428483513082,free_2_encoding_drift_rate_Semantic_CMR,0.5347574124704386,0.5679362163187619,0.05160841596111432,0.48739836543768067,0.06114342069131573,0.15698529811669587,0.7626870505254045,0.6124478180967208,0.35925866240283,43.11372696790212,0.0055927503447151805,0.4597816676817539,0.40837643473180485,3.55387179881302,0.2186641854526759,0.3961991009787189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,311.49842057419994,free_2_encoding_drift_rate_Semantic_CMR,0.8310410026206688,0.5715752882944016,0.6771323652879763,0.42293001106760436,0.6752356338436457,0.3163152730976132,0.16238202893093184,0.6013449284363956,0.21256732566112432,34.85407132172048,0.00037058878452191134,0.543760161149985,0.4367830837805137,5.396284333310006,0.6794533852893412,1.1759478349915384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,196.40076420090116,free_2_encoding_drift_rate_Semantic_CMR,0.5884475908357489,0.8122660031100215,0.061348497103836386,0.0974122630406033,0.8526456889980965,0.039422374050481435,0.7390095395660846,0.862372975816913,10.496022111783809,56.55702345751037,0.0038503640248037097,0.6222395044879523,0.532623404078584,1.2438359534317511,0.017006547654603077,0.1469172098226199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,275.3802614643472,free_2_encoding_drift_rate_Semantic_CMR,0.882784426465224,0.885033078118654,0.797357670205806,0.48867648966510613,0.8862919812806627,0.9528794340800835,0.31968789227921723,0.4150018444039493,35.97005962820374,0.09852533189452828,0.016376216969273494,0.3446374394990839,0.19264963204874785,2.027726827272799,0.23406510377945244,5.679856446424381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.8767412484295,free_2_encoding_drift_rate_Semantic_CMR,0.9151773038087629,0.21698311314207777,0.13467958152165657,0.673605777994647,0.053870442591255965,0.622722383730145,0.2795152494128994,0.8702719683265173,10.56551607697097,8.68586125583365,0.008822065422258345,0.4058689216677749,0.37488008194115274,2.108089943514273,0.21899570402768606,6.356956425776242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,359.3140577301923,free_2_encoding_drift_rate_Semantic_CMR,0.39312577875443905,0.5368934250602686,0.7445078145576913,0.22188982087581294,0.6337130068953332,0.4359469857296493,0.2778509466213114,0.05332713845148673,0.19142338385098867,66.7894690932204,0.002494425924993715,0.34766355901487866,0.19225908173271655,5.988740051821645,0.26393113542845803,0.6316201252203042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,276.9668470835298,free_2_encoding_drift_rate_Semantic_CMR,0.729377864747594,0.7758764163883354,0.6931143364796515,0.9290052295109306,0.8001744589065546,0.0235731819663636,0.00828971615509344,0.6426565493755878,0.16473445754842686,12.067310361423402,0.0098597835655454,0.2200095574982459,0.26310617140982284,2.6565606174035574,0.7754550618972182,0.24481706323902763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,221.14678825957037,free_2_encoding_drift_rate_Semantic_CMR,0.01936286727898498,0.7517300574955909,0.9636940186278209,0.3144582124123016,0.9950163931631334,0.8308777421943514,0.17870760473239916,0.8019402756370703,0.3634779528340159,20.588755803683117,0.02918793032160682,0.1352443971435139,0.1589107854147328,8.174275662991066,0.6080890036212954,0.8066511001457047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,215.0417906230174,free_2_encoding_drift_rate_Semantic_CMR,0.9195345168654431,0.7207739206880485,0.1794637711031702,0.22932726865896724,0.15883594888142916,0.009378826018814321,0.8988814917181965,0.0017853403920429867,4.2815954396551295,78.03541271336645,0.00970073056084529,0.5199527454648694,0.24956516812887167,1.4096363687814097,0.009395312419824555,3.6536265856787913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,115.74548310631047,free_2_encoding_drift_rate_Semantic_CMR,0.5438044527346967,0.41021763037925557,0.07027112347286463,0.9911564517627163,0.03725655078015766,0.14329115745826826,0.9621266868773817,0.9344277994222667,2.25976511444059,0.49138263875143195,0.043996676052467876,0.4195397715610314,0.4396520254767493,3.6703559391333367,0.062082591585754576,0.2943037725357085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,215.6114766089454,free_2_encoding_drift_rate_Semantic_CMR,0.5084193932429439,0.8012167232818861,0.33779919657683954,0.7205841077417894,0.9737827139484475,0.8907808471455956,0.15418121917878164,0.8727833429916405,8.258924852262986,33.361902361733264,0.012395668046835284,0.3741847363524524,0.3227600075200776,2.925413941602124,0.32318381663153484,6.546835579463012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,302.34510211161717,free_2_encoding_drift_rate_Semantic_CMR,0.9758399931517672,0.9220768561557413,0.15523735427476687,0.34981087078922146,0.47664900042431463,0.27067494256841734,0.8132813683842992,0.8398645174157868,1.7247689365767656,88.14767920818232,0.0020071424739542265,0.35469050491658916,0.35899673763206774,4.028400957901966,0.2383210282489514,0.4203388359563123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,304.4845929363629,free_2_encoding_drift_rate_Semantic_CMR,0.6281587742518282,0.6285859234458908,0.2606484611460825,0.1373557160581782,0.5456287634403942,0.05977717148533196,0.26516232847631216,0.913912968444945,0.8509783410579601,54.47495388107932,0.019553997399075262,0.245127119684728,0.08130770499495998,3.736027163768055,0.3548095398086204,0.23989935755527814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,226.841078171632,free_2_encoding_drift_rate_Semantic_CMR,0.5894954102370881,0.7810980126632169,0.30380155315948043,0.1435931186707322,0.26303094316031717,0.5250925594151827,0.5542686503388384,0.6881715419224005,0.4970371922480368,14.182041364169912,0.010988937951041056,0.37964400908970664,0.20699712775450596,8.688587781094526,0.27506458862770145,0.34691471286523345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,181.48615095055527,free_2_encoding_drift_rate_Semantic_CMR,0.9233699326519849,0.9189626127093848,0.2235886035011413,0.725568202395382,0.5626212793627485,0.1047776945992906,0.9151661194876406,0.5799484457335482,3.0259202262500438,71.57083592500727,0.00945855262142703,0.5925636401172358,0.3090973073119718,2.383637919113079,0.10978336011969031,0.31271426460299523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,306.40143134596633,free_2_encoding_drift_rate_Semantic_CMR,0.6636747187947253,0.2374226223527668,0.4808448644815141,0.507026264724213,0.9932753099747718,0.6758633405223442,0.9136536181784349,0.7212141426094413,1.0086903188500997,27.308486317376097,0.0014602523763690978,0.3784470935981812,0.35736741304743,5.683741488002516,0.07566556447269718,0.5049877676912837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,274.3349475615703,free_2_encoding_drift_rate_Semantic_CMR,0.16844962516892142,0.7221885868200013,0.14255959404173058,0.5544919598344926,0.9439163795605751,0.07808473357906448,0.6386114629978599,0.6330133054407867,0.3904252119681786,31.760065199697994,0.01551416639653308,0.2823624188021592,0.1538143544904642,2.5377316073396345,0.42225674982647443,0.9955545506629733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,262.97001353970643,free_2_encoding_drift_rate_Semantic_CMR,0.7901907131658917,0.9083855890539656,0.2508319410271902,0.8363449739071362,0.23592842588428353,0.11524681522846242,0.04304843975177153,0.8616770344322271,2.8343009688136505,4.853707314427162,0.0023428432344665406,0.5303542113602226,0.3793036474434288,2.084822430147293,0.6340951377884112,0.35394685061400377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,257.17778471149416,free_2_encoding_drift_rate_Semantic_CMR,0.5717256916868889,0.844076466126225,0.168991398362636,0.9564054615796659,0.4439805572023746,0.6727688888288592,0.2632918174329256,0.7198696073093906,8.032847148193056,1.8470785023334628,0.002338025928128542,0.29289289932423934,0.41985149289036083,8.159831533164889,0.017589982512691265,0.6023490263625745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,220.1635975947924,free_2_encoding_drift_rate_Semantic_CMR,0.9138206110012035,0.6221827425311506,0.2166748651089615,0.6605749945057152,0.3081743092534409,0.08168764808396511,0.5225498120373894,0.34207766826199526,2.3249623274634956,50.41663586673592,0.0609376307076015,0.24798867484957654,0.1623917541353288,2.4121668541537478,0.8079536194759734,0.2093446442501925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,320.2495418633828,free_2_encoding_drift_rate_Semantic_CMR,0.9498525242890004,0.1317481087267559,0.7971996184094711,0.9247669498050863,0.8092780032459391,0.3013488414170262,0.06651351176242964,0.5691437853555568,42.97696478819236,0.9829757589839474,0.014832920701734698,0.18347327813011205,0.14261954797277898,1.8676040194933559,0.7218206969368601,3.5578914433379785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,274.7024417294066,free_2_encoding_drift_rate_Semantic_CMR,0.6890620321382478,0.7895024180571866,0.3844283535021807,0.9795275193658313,0.9090501689334574,0.6166250304805991,0.9408252349996163,0.557598555509262,3.53215298597506,89.94607015003112,0.007846827222949715,0.3812081760192534,0.27556431407774795,3.4951426332050506,0.507013329208481,1.0819220557886489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,250.89086923134374,free_2_encoding_drift_rate_Semantic_CMR,0.5150044341313617,0.8415257101523084,0.13772182589801774,0.4252875022657907,0.7010607572573536,0.5326615399763778,0.5229440444943759,0.019631492499409375,0.5676966540823614,22.040299994178792,0.01751866593979723,0.22610293173661056,0.25655129544483923,2.748999321231973,0.28150404751643865,1.3319399782481902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,259.4798628200451,free_2_encoding_drift_rate_Semantic_CMR,0.6929810658316895,0.9052120347103396,0.016613207429619803,0.759120186921652,0.8120552414085711,0.30092503351638145,0.12451528219705749,0.018683323731582102,11.99966693972295,60.157949278080594,0.006853661729281091,0.45558029054398563,0.2843067894516853,2.143765459389537,0.6530499038495805,3.186761533821308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,275.8825828849409,free_2_encoding_drift_rate_Semantic_CMR,0.20764072178066328,0.41201675144977895,0.8432779750013772,0.5953225213056561,0.7785194788077258,0.8000001777932277,0.14852905867643657,0.41374997390543217,2.7739889095747046,0.380101399998793,0.006928124674102865,0.36796401645555843,0.2672820203418027,7.942568571113372,0.29694424945848796,0.6412681030436698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,239.03981044316953,free_2_encoding_drift_rate_Semantic_CMR,0.4177130225602929,0.5695366595930977,0.6461763592471266,0.8970640838500861,0.6637272909493444,0.1858701803361243,0.13300392880212492,0.6940722150891213,0.6939066918653509,65.75693911529248,0.006142715020021117,0.3830839634011536,0.24014210166123107,6.840307707569588,0.31033222815068306,0.3054891842788159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,275.2899354986062,free_2_encoding_drift_rate_Semantic_CMR,0.3966358154370398,0.4918602535979313,0.44043425892226173,0.6271404051456926,0.10093486660787698,0.02446780967002332,0.40024641150487184,0.14331583467080938,0.556347710353478,5.696885465738227,0.0016443254165066645,0.5379123770355401,0.38040134024803507,3.654395269905033,0.9513640985907189,0.08754931997050885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.40502710533383,free_2_encoding_drift_rate_Semantic_CMR,0.4383422585639781,0.8216918170834184,0.682976556339936,0.6594937150072185,0.8833361240616193,0.015193071300628302,0.662760994104994,0.7974725165315713,9.665337636195112,78.19324750209805,0.006110989463253003,0.43218656348713225,0.5142838147083513,1.1035018738855138,0.8293805545903905,4.657790948082456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.15982015102878,free_2_encoding_drift_rate_Semantic_CMR,0.9241246264760512,0.6198870267207104,0.010143899522464805,0.5702041891485595,0.5789634931997479,0.040004907759054964,0.6478492565834599,0.8148079529942072,13.644778998804632,61.5806975270699,0.004890088240122936,0.39671100456306263,0.4798663682013533,2.1738204955353355,0.1191000591772694,1.0625365231864685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,312.31315514378434,free_2_encoding_drift_rate_Semantic_CMR,0.6193321334246502,0.5079213553546125,0.4644968592307317,0.3613517921499953,0.6704443269430999,0.12761674142087537,0.49660576949040025,0.7913758812118208,2.9950725171607573,0.3005359293821144,0.005509726964921413,0.2490416582249253,0.2470520464205448,2.9190378346679022,0.02381951757252654,1.8348694487641346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,238.75834350020725,free_2_encoding_drift_rate_Semantic_CMR,0.41173056586459006,0.5063531250016873,0.16262993154399305,0.18598868474177563,0.6604871334028825,0.03518137545344586,0.6615083180699505,0.15514345912061067,2.4958613895576938,30.58327798029553,0.006042699345098539,0.41612212697539686,0.2745328088653051,2.7789921348598874,0.04697891540300486,1.191667198293747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
