subject,trial_count,likelihood,model,0_encoding_drift_rate,1_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
67,8,255.92026756494397,free_2_encoding_drift_rate_Semantic_CMR,0.5456482776208461,0.27020423225041845,0.04001211343201716,0.4090894687013506,0.5754707609520204,0.08812645223890797,0.3162503705661719,0.830936406885763,1.584142557996259,57.5899676648118,0.002223928872765013,0.5827083730971161,0.42263831790666107,2.122635154036784,0.008711958692437571,0.8002875794297086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,189.96959028482905,free_2_encoding_drift_rate_Semantic_CMR,0.9573622594993644,0.8167701341096263,0.2222540997876139,0.07825469139869323,0.9286103899366405,0.8827482978997732,0.6146670503000784,0.6339443281843506,2.885249042162421,60.261539785452655,0.006367791466222517,0.5708706383311304,0.38344203349147055,8.730932220772956,0.28735541419595534,0.2190256038152869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,189.0304695774762,free_2_encoding_drift_rate_Semantic_CMR,0.632771276244086,0.9991248962752801,0.010361113090434138,0.14064049543908058,0.5429548783204208,0.02597313016510122,0.7811341243667366,0.4820433291001541,8.86137253115374,66.20842947332304,0.007500669081415501,0.5926194940484928,0.45820453389377125,1.241796826017838,0.10471270581734754,5.447551836152639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,352.2763435359965,free_2_encoding_drift_rate_Semantic_CMR,0.5267355088185134,0.7805739898685901,0.12346918688672365,0.5900289658834055,0.8663112177391732,0.22448787578389973,0.7699161340635988,0.7528802278796777,13.749560230791133,0.09021447713362107,0.010905334136876554,0.16665903550497596,0.14343481923927737,2.3112849750166498,0.06704763098043337,3.124296950322699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,250.4344291960225,free_2_encoding_drift_rate_Semantic_CMR,0.7301309416196305,0.9578731942411943,0.06979873551987376,0.394589759627244,0.5071153337904857,0.8013129250832308,0.23675485027961835,0.8211921503156012,4.816674811817698,45.19393481318449,0.015705842864466024,0.24618677851722115,0.18630964086208657,5.44561235692173,0.5031219013587187,2.6583051974970795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,282.49774027537046,free_2_encoding_drift_rate_Semantic_CMR,0.560044655319013,0.05060804582528755,0.41414779324448087,0.17991226640463404,0.875826556688206,0.31809883564738284,0.8289750493589227,0.8158232212463228,1.8386853543712718,26.843850951680704,0.0017513837114520592,0.39431612925888704,0.36786781924202305,5.422354271661581,0.3843812950782592,1.8822322368754363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,208.77258805218023,free_2_encoding_drift_rate_Semantic_CMR,0.6885582290725469,0.9902154901801585,0.7140393691544668,0.7625103872398884,0.46174916873184885,0.16857708921333575,0.5373931086091968,0.24294734284134178,1.9928373445215326,11.288821017009218,0.038973694166395685,0.21764075262347632,0.17184778793490377,1.7725856282683574,0.0019044973455429638,8.4047262360526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,219.73445682137896,free_2_encoding_drift_rate_Semantic_CMR,0.5212899633534507,0.4280236551467975,0.0017087624779333899,0.29205584075634317,0.5322161508855872,0.004827141660571466,0.8759560900186081,0.2966072579381027,5.169512687517198,48.5933046031916,0.004897418933494713,0.43052869942909844,0.46320011675065853,1.1455846652099524,0.20633678744592898,0.5370710752956702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,249.41165629187748,free_2_encoding_drift_rate_Semantic_CMR,0.9791798151190555,0.403150372313689,0.0048918824968940955,0.08714730972544865,0.4186345139603977,0.21431408478611452,0.8329739281914224,0.6766877980300255,22.645325101261825,63.5870390327536,0.010583400013641442,0.23531491037347507,0.34322165347620626,1.9240605639773278,0.08169543210534397,1.4879935550944374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,286.06679021505437,free_2_encoding_drift_rate_Semantic_CMR,0.8627996323883613,0.8173612501128016,0.3529379354710988,0.465502176783423,0.9756661203234394,0.2539381789343951,0.07274889019682845,0.701105272540281,4.763898216347407,19.952298970950437,0.015845318263508434,0.203536307427294,0.11044989947333139,2.4209015056961434,0.1510515670191797,0.6102521749751872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,329.9011986983717,free_2_encoding_drift_rate_Semantic_CMR,0.9797051805464648,0.6952600076496797,0.8522695980119115,0.7556233107334578,0.9500544003635036,0.5760471168965559,0.5245910552769467,0.43270858861663897,0.19614310966963286,79.40115703793273,0.00029325260765801324,0.3976775165848744,0.3116789306971543,9.115594021475431,0.20823309516165392,0.48702275571520837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,327.8165526437048,free_2_encoding_drift_rate_Semantic_CMR,0.686484130091514,0.8477381568059135,0.16137184108640273,0.7553853333116669,0.9213558697832422,0.2682293514411228,0.9118146418025255,0.09274189906062463,6.083618935557652,47.92454883029467,0.005469709150574875,0.10441732205376564,0.2565311001816477,2.5175915584342503,0.041943861786617465,0.1247285276402108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,253.54693817220854,free_2_encoding_drift_rate_Semantic_CMR,0.13398823292800593,0.7595751630827821,0.30952718876021823,0.9233798293836646,0.1817991301715473,0.056776742504591415,0.020356542712483328,0.6222625714363872,0.368528972245997,68.53139219728564,0.014046226713140375,0.20662136638499184,0.27351272339650645,2.1696863576682865,0.502055419116535,1.634258932053998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,341.1840125426303,free_2_encoding_drift_rate_Semantic_CMR,0.6159601265572425,0.9796393274556863,0.2382682328766762,0.7252665655351177,0.3619081032639777,0.5594498715238033,0.9048393292972965,0.4861156872225245,3.5685398813760116,8.504723111104653,0.008682176581021106,0.1653697591549621,0.17361833761475776,7.152703787455451,0.6450595305218587,1.2409009930804786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,281.353786864564,free_2_encoding_drift_rate_Semantic_CMR,0.698852387257075,0.6887586537191083,0.6386057684994855,0.8366849738260822,0.667397819589934,0.44594957327000173,0.9329687168977356,0.49309372335152224,2.944955751479398,53.21084519672824,0.0056505222797818,0.30624937304032684,0.32053311397198936,2.293582104852031,0.014888251302226985,1.9493557616152835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,293.5624644916443,free_2_encoding_drift_rate_Semantic_CMR,0.4515602305911898,0.7926227141878889,0.8035618059264685,0.4605849959973521,0.6177115305454353,0.2278705438394259,0.07979515144583124,0.950951337890738,0.024295294393519178,65.38225422135991,0.0011392614658666035,0.40018984888782944,0.3980510269336827,8.130330617696584,0.05016074466702056,0.3184284380370634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,245.30278769175828,free_2_encoding_drift_rate_Semantic_CMR,0.8436686585689701,0.47115062176189304,0.6036277650550264,0.23462119100544765,0.9058769175953927,0.825474112645767,0.9392758597100369,0.7564907081005754,0.23182957215304612,65.27231662031676,0.01506549536940971,0.28560451322873437,0.23926668140247376,8.737008422438542,0.05614716065639613,0.6111960701092212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.5190868334821,free_2_encoding_drift_rate_Semantic_CMR,0.44976490911590045,0.3164787932013862,0.007652989060204407,0.7814013292159034,0.18495467312382174,0.05611853956804802,0.43612174432746814,0.5505389964565878,1.8623288229192942,30.948769561685424,0.009201136745266101,0.3997884188684474,0.32913505187031944,2.906974170743929,0.21268926526983362,0.11379578687596283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,249.17273844855526,free_2_encoding_drift_rate_Semantic_CMR,0.6189558536703954,0.30186154426795964,0.40916139054145173,0.20702480947729374,0.420451630974191,0.1332004455966599,0.24561490164333394,0.03798844002110863,1.4522984965233263,6.169785865914378,0.00479727999337537,0.32957750034107836,0.42016652262973153,4.112745561385955,0.3544284263264215,0.8077417090179084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.33727475513285,free_2_encoding_drift_rate_Semantic_CMR,0.9139210107026439,0.5106480359238814,0.12230106239008742,0.4965261125781347,0.6602438665337677,0.9511860296246862,0.4062897867230179,0.5188768725281427,50.88131691103443,13.90742341773629,0.004313858929907932,0.40988091551612804,0.24254115274105992,2.1551270413365033,0.7354427840945447,8.648744514451774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,356.2156691598658,free_2_encoding_drift_rate_Semantic_CMR,0.6943346327726077,0.8293979249083929,0.1625754984385973,0.9865072725864583,0.8122734151662079,0.3457351449431298,0.8096596729630502,0.6467566825459428,5.799400178725932,34.96232406891183,0.008577945859511826,0.21858521068435177,0.17967054654738313,3.0481841980606688,0.2336458317045187,0.7970575897998344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,321.172199699819,free_2_encoding_drift_rate_Semantic_CMR,0.9746534398096189,0.6663716401284792,0.5867663605873115,0.3435134118354626,0.9367891244050255,0.7684910500299255,0.0481808137003088,0.6032342084840907,2.046741948584746,46.647028403501125,0.005313893001030412,0.23491549075164642,0.20523067370660897,7.703484749959088,0.6771849385017408,0.804577191527617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,247.35059357934844,free_2_encoding_drift_rate_Semantic_CMR,0.8613090759495585,0.9178030063029421,0.20543402765050234,0.2834749734432255,0.634388832164916,0.21373286460414764,0.6948178298267339,0.1126100388235361,1.1522450038114442,72.43874454610267,0.01199200958858998,0.28395314815072936,0.2746140636612502,2.3924208223677117,0.0007560046107456531,1.2756679422616664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,198.4732263129191,free_2_encoding_drift_rate_Semantic_CMR,0.2919006330083619,0.8248686673356906,0.025297269785437226,0.8064866520679446,0.42534085041005487,0.2733056487347167,0.7598113901741631,0.5803474786203358,1.3837234029267051,67.36515970688801,0.0007592802394882914,0.6089078809722483,0.7670712851858443,4.842045485213476,0.006752740962312487,0.48511232685839367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,256.9515752612274,free_2_encoding_drift_rate_Semantic_CMR,0.6644539256798265,0.7727743795057238,0.11279339034532193,0.6534952353543222,0.6837890832759782,0.010445176193032535,0.6706822020362218,0.06891568064387027,13.328841120709185,77.5706105973013,0.026664254940272636,0.2892482721259739,0.13559366159314035,1.9133275934232055,0.1647509269722333,0.376983880648071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.6091291794716,free_2_encoding_drift_rate_Semantic_CMR,0.9705816398218671,0.3526320013151965,0.5838588923704173,0.1765503206809928,0.9980956908741595,0.6371667644985552,0.6310675161798749,0.5957820145868203,4.263872464051424,2.1451150524669345,0.01839163155941026,0.5056701312643321,0.4640515871948123,1.856923604181656,0.9126600844259218,1.2952683562508844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,306.8932292130837,free_2_encoding_drift_rate_Semantic_CMR,0.42796317804818373,0.80881655950553,0.02502965372801419,0.6220741095623765,0.7398711068116003,0.35550285223798805,0.37404213952116866,0.5127741477186989,27.554842315290852,40.23158104434027,0.008535430217246176,0.25318903964636164,0.2198991481415966,3.041249858298639,0.023990680573410528,3.0985662340870523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,261.68826709961576,free_2_encoding_drift_rate_Semantic_CMR,0.49647733219532253,0.20971386512568407,0.35492296401568474,0.5318897638327871,0.3265891979325132,0.4541813562446976,0.6860164063919864,0.8307854548418012,2.5882729689149926,29.03063564096114,0.004612377740911555,0.34013262165793456,0.29980591207544904,6.307646099964945,0.2494785398127094,1.9640123005745584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
