subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
34,8,227.03994464388836,free_2_item_support_Semantic_CMR,0.560898214551484,0.15906391549125734,0.6066102773650425,0.4046718036498231,0.027650099604001954,0.6494360660342119,0.8361727739212724,0.5837588872048712,0.45820160710152796,6.846414200297353,0.009629395556796263,0.3870664755539423,0.3185866473085281,1.7549593132095953,0.020348004767743705,0.35729681937523733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,312.38055989246584,free_2_item_support_Semantic_CMR,0.7067127470707916,0.5057204676403871,0.4644905753097742,0.9142344462161185,0.5401630649134394,0.320997649673589,0.43995457718931696,0.5292628414275691,0.5532866050574086,45.17555138356285,0.0018038891521049982,0.3925360088731331,0.2914236113794484,6.054748250947533,0.3805295603235888,0.8593532425393331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,197.37651811662477,free_2_item_support_Semantic_CMR,0.6281342591555128,0.21592532337779974,0.017915032025996314,0.6469926008160465,0.09420221301583026,0.7302194149952658,0.6315941586513782,0.6112528106530395,0.403622891621211,71.78831456995397,0.0032756138539137836,0.6454460395916986,0.5762290390867211,2.4009944717355247,0.10793948331548675,0.24382763624722248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,273.90286254221365,free_2_item_support_Semantic_CMR,0.9309602440199223,0.8326279589412204,0.35761411501488666,0.8627050538722294,0.470586919969873,0.5648909460718523,0.6243854320935207,0.0733038823539296,37.19325264873825,0.16930998649741724,0.003156506003609949,0.3834633032539809,0.2531439046077564,1.6714892051788244,0.34637104979682004,1.2736720179346084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.380000634279,free_2_item_support_Semantic_CMR,0.22486586612877157,0.1533507131783224,0.26579698933384116,0.45607254856208385,0.44426499407521763,0.7475270687550318,0.7363713288876552,0.43948635704922945,7.818102153361652,74.38734529943756,0.004623441161767747,0.4842202017684689,0.4737152020777542,2.0785305879712404,0.9039384113159694,6.32145293182645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,361.36987430969356,free_2_item_support_Semantic_CMR,0.8299387824260571,0.12130816433592267,0.6648383883328888,0.9847345132617428,0.642519977082467,0.3152718241182537,0.4622290017596007,0.2315760362937509,12.329733176939285,2.3938127594295793,0.0030023665156350132,0.3332877779863459,0.23650819880168772,3.8777132456203023,0.5044086892011364,1.077115131253124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,277.56106574418715,free_2_item_support_Semantic_CMR,0.7652508643562649,0.6493702630211275,0.9119038232858272,0.9121190703095825,0.2155099545312562,0.4586747012741803,0.4969856621898221,0.5542434778695251,0.7199450819121083,77.91330543086127,0.005870585507050441,0.2393023243176451,0.29370921919943527,4.521309727688641,0.4559462005453355,0.24599507989106417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,231.03815769880765,free_2_item_support_Semantic_CMR,0.5567227989920163,0.3928781396561552,0.019465406259135898,0.679363288120335,0.3645294043355803,0.22656275438017426,0.12171171833315092,0.16844653265696846,11.89011081211055,0.5928189834956186,0.03829381772065771,0.06302531159399294,0.1149832063993026,4.2246354194568,0.6973029226774529,5.417240035414473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,213.68031989404255,free_2_item_support_Semantic_CMR,0.5873299327443559,0.06728842703730989,0.38207742398360545,0.11491061358507931,0.009553628424953551,0.7151161216821208,0.38006047509085,0.5005642815401892,3.82910097856588,83.27799837835296,0.0058872991314656035,0.5594834083317565,0.2837360034078671,1.634819443034235,0.0073061450806288395,0.8035281347979295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,115.23634548959868,free_2_item_support_Semantic_CMR,0.5500669460174661,0.014611452508151934,0.9757972672982966,0.016671363008668616,0.35782676580627454,0.9401161856074023,0.4696528894688856,0.7930269200901419,6.424226925768714,40.06470841893783,0.025239533020431915,0.5107126107091879,0.5071194033049409,5.344298866034646,0.07683290762098355,0.2032443625589524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,214.55328284933336,free_2_item_support_Semantic_CMR,0.7457245108176073,0.1663359942102338,0.7253091072480256,0.9919302315850633,0.6911311865883517,0.22943437317808552,0.817068030028778,0.42165232923845486,7.064179426355596,60.35502783587544,0.014756407895122937,0.3502229458704078,0.30392316142250814,3.7925333040663984,0.7135169073800482,1.5792613164410307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,301.1534242427688,free_2_item_support_Semantic_CMR,0.8359827207138582,0.015129210480959665,0.3950030056426493,0.5998297780086232,0.3256617906283418,0.3658652746402126,0.920066776517461,0.9016951000449527,10.684816264218696,32.65350172919756,0.00392607184194016,0.31945879295524726,0.3068523283099829,4.559728642601759,0.056357280092430295,0.4818104574183568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,305.76793609846374,free_2_item_support_Semantic_CMR,0.5630064833532777,0.1710594549629148,0.26961433695410447,0.6496973174560727,0.024356392826643536,0.047453741586645615,0.026783126781198763,0.6478544324612403,1.5330777342576383,16.533932281005015,0.0323947697220609,0.17300532689878878,0.06350802611111561,3.1685693876433985,0.10987494499962641,0.2673695811202652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,227.68722034673988,free_2_item_support_Semantic_CMR,0.6304461379278832,0.02570370352637691,0.05457683117470774,0.8518858433972718,4.771553409005369e-05,0.9870754429978215,0.8067010236710621,0.20265276083676864,10.860789365996425,43.1630323133168,0.0451298031245973,0.1677266358226417,0.10013144581871547,2.0926358913889045,0.04562090934365859,0.48993704768976887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,180.3156632626802,free_2_item_support_Semantic_CMR,0.9953010191909718,0.23555655032224665,0.26238712745441684,0.8080800999726571,0.024537378149472988,0.7900371907286604,0.5485722959684627,0.9366709744918087,1.8416685026250974,53.464684241135274,0.01426101889100495,0.5795456119204605,0.29743010915704904,1.5387415804807114,0.1286469226521797,0.13300779285850073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,305.9829635418338,free_2_item_support_Semantic_CMR,0.6222902737003921,0.1688451673705511,0.22533318264700652,0.8634103161304412,0.23003987110362017,0.6761679912133169,0.39250338440367427,0.31023345458771956,0.4459440298325035,42.49710568846153,0.0035644704499260826,0.31036238790547444,0.24312544581208773,4.6241071114519645,0.5680090960959131,0.4401531762518367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,272.61991212761245,free_2_item_support_Semantic_CMR,0.5714470835565753,0.02204794355091716,0.7137862158539116,0.9310136883189193,0.04823987305094768,0.7656846389934268,0.5273297802671955,0.3536261746451808,0.9120300230618454,43.63094341132606,0.021320132754147847,0.21675431709847448,0.13844877304054926,2.7007369429515533,0.49176828288772634,0.5057605034427173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,254.22474624744055,free_2_item_support_Semantic_CMR,0.7655606449024212,0.039115737647588716,0.5336865715647975,0.972121521590093,0.28691068911565015,0.7871250651041876,0.17429452060560827,0.2241425722050289,10.681215422796505,45.424893197175734,0.010935379451291308,0.35370916239251404,0.22733274437475331,3.065589214438764,0.21432169607513013,0.0693187586273368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,260.64655673146865,free_2_item_support_Semantic_CMR,0.8762222041781764,0.13480280577115616,0.9705473948563593,0.6292052031603765,0.6347044335006475,0.08107805016894132,0.20805090985383157,0.8406459500480237,7.146614982222367,36.18027501564784,0.0038668649849024628,0.26519299492687853,0.4298134518253063,8.287860702366745,0.08275960761188467,0.2752160278642197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,218.20911165968312,free_2_item_support_Semantic_CMR,0.6185805108331135,0.0012692681595298187,0.7669915639258035,0.5276677526039277,0.12868452989783505,0.7594563369591546,0.7573229428015689,0.47209818426851924,1.7545497541616266,51.07510500999589,0.016465777905473215,0.35344001494884586,0.270094264824125,3.005899370489838,0.5930017164525966,0.25995750554310965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,316.0771655425351,free_2_item_support_Semantic_CMR,0.8697303343329199,0.11504630142229921,0.602822812890558,0.7750033671359581,0.35507452077728574,0.21858572588621716,0.5194378685548194,0.1617478863332702,56.245706906977844,0.3343362453941907,0.005989763765723077,0.4400953028955694,0.1966387594351966,2.329187204172156,0.01526065791045661,5.073731056025258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,273.55582708669806,free_2_item_support_Semantic_CMR,0.7289779793377655,0.1123998628982299,0.899207143779424,0.9438590459021504,0.16854014592277217,0.6070771180874222,0.8407501499851882,0.7286139826233847,5.688373165089843,0.20430720570657712,0.009097595216699228,0.3611324809840397,0.2356844022162221,2.349248591199494,0.2506216763885517,1.1154848169096345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,253.22034843657235,free_2_item_support_Semantic_CMR,0.7004607991911568,0.40188925785728563,0.4583567884578932,0.6730798825035541,0.1463408333079269,0.45449310811469223,0.509987694450634,0.6003407449915698,0.4292810670421261,56.572741752750176,0.01654463289857966,0.19004280704131205,0.2511927361312498,1.1549845084584467,0.4267170604773226,5.98653795700571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,259.67360640644097,free_2_item_support_Semantic_CMR,0.8416653564083083,0.21530568554403484,0.2223298027690065,0.8982148033921149,0.29536433041950005,0.9373138537898231,0.3064735963952743,0.4837045904014857,4.9389348151613035,59.19762017249851,0.006348769206725169,0.41980271090865706,0.2509578172964142,1.6194642312333327,0.16320130524677817,1.1421536185458736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,276.23331452157555,free_2_item_support_Semantic_CMR,0.4664529736321844,0.6806834413831699,0.9165614862124758,0.8695624650822191,0.6529724955925814,0.9141750563075992,0.3568039251257493,0.3174670109218719,9.516714642921295,0.3814724301757715,0.0013469964189177256,0.549463151196607,0.35945943950276305,4.107837037572131,0.26961032214822916,1.160445631096342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,240.26180519732927,free_2_item_support_Semantic_CMR,0.517740408130307,0.6282041543691455,0.8704984610270468,0.7069999293047068,0.4510989180055774,0.8026394271886733,0.28055735713344876,0.35347983276641476,1.4105017218333273,1.6309120919072555,0.02442516751923568,0.26739891860566267,0.1472244543623864,9.039262479146048,0.4749373885775152,0.2439051630289466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,278.60751156049434,free_2_item_support_Semantic_CMR,0.3271278241490341,0.1188742701482855,0.6419459252020046,0.42463645522349436,0.1973323850547803,0.38313740637931665,0.4028287370299186,0.05696766374784962,2.559513273067921,53.08246101455505,0.0035397828078193583,0.44628826559107626,0.3149863781835478,4.081415559050318,0.730070044190131,0.06658332762303854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,218.00530491948862,free_2_item_support_Semantic_CMR,0.47898047236292873,0.6544482066067512,0.26819235422503407,0.6695751878158186,0.3901553918578552,0.7290079966102975,0.338703625496665,0.3532060931606774,0.025386919715764122,61.320418537884834,0.002647194213786286,0.5370791641508843,0.5836480012031098,3.6279488783140708,0.657937713038489,0.210547495157555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,228.69236139690014,free_2_item_support_Semantic_CMR,0.5161265543548653,0.009717574176742847,0.498812356285902,0.8339638745807898,0.21279595663535045,0.9853685561090801,0.03668541403695282,0.974592372182189,4.069840288359334,80.51506628783032,0.0104336915383709,0.3086224105163225,0.42852065351436164,4.373572997841206,0.01802469262023777,0.5777008803518158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,307.68540777503205,free_2_item_support_Semantic_CMR,0.5836790746662065,0.2467319802483081,0.3076237341409622,0.7428963820635227,0.1496087397302276,0.2540210453416754,0.9761521384388375,0.8976755503169667,2.795326857893059,0.35296774144136833,0.007133567739204039,0.2937662719848433,0.2402587941297467,3.7097144544322536,0.19453619490597007,1.1778511365933184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,237.9623180521508,free_2_item_support_Semantic_CMR,0.3602647170407848,0.10342145942913279,0.10775469724661749,0.7583424862284128,0.079919572268712,0.5047969223148371,0.6284325579653235,0.5090221376980648,1.721835054622007,90.8471104390031,0.03372418460995281,0.23062229148400806,0.1361748939303684,5.549046712768644,0.27607139423196203,0.6840978983136682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,252.39308803250344,free_2_item_support_Semantic_CMR,0.4815549023627249,0.20033657004965416,0.45719557153909396,0.2939911911879377,0.22012881200100642,0.8876291959431934,0.04438989251679648,0.8352444410973907,1.0442723399518528,86.11840174235232,0.000539001752384749,0.6822383059469992,0.588278161610944,5.764310480687663,0.5523351088277002,0.7171485794834362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
