subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
68,8,192.62154853040136,free_2_item_support_Semantic_CMR,0.7381434485831435,0.29438498160063753,0.09918277800040481,0.9808059307359311,0.8657234035345458,0.40117839219903106,0.5076938268229907,0.5090770116730092,2.733959820895734,18.579201133248425,0.02356096011677722,0.34034618772386604,0.22663657898583178,7.440342479388606,0.2485296728000017,0.3061943222597048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,191.5509217629329,free_2_item_support_Semantic_CMR,0.6247893246568735,0.05270901646371848,0.46765032122214906,0.7279367065914845,0.02095899094665819,0.9142462442516893,0.9334329051603175,0.4256006682945326,0.17800380441760086,76.77654871495147,0.012705625902938982,0.5461391501506968,0.4114812311566192,1.3370490433229085,0.127075072832624,1.4734384333433772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,354.684562705388,free_2_item_support_Semantic_CMR,0.962182862994042,0.1318339545970152,0.40074360978325235,0.8188858387436662,0.39664499965551386,0.05988117147949662,0.9912847661691478,0.927884336786978,2.2227694774158593,42.37658838849175,0.003639694373600899,0.30473006178331996,0.30631510143363005,2.902706920237821,0.0164017055891863,2.6891196170981955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,249.256773536752,free_2_item_support_Semantic_CMR,0.9586096132224379,0.15213576091929698,0.16296809550855046,0.9078024174931145,0.5265029099138167,0.984810178075187,0.37746658080640455,0.1268110721227344,6.464974733037778,7.626281943566923,0.03269159319468529,0.19209113791303434,0.09965553827650808,3.998918635324906,0.38391174513310555,1.7282305270454712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,277.6536925567341,free_2_item_support_Semantic_CMR,0.4670427105679854,0.1286398943008284,0.27869718520290404,0.5601584417625831,0.5665267112203686,0.7645165209057546,0.5182239706920846,0.765241622247416,4.574677243201492,0.41650328252391944,0.00732215243015677,0.24170996205069262,0.20215287023335637,7.119290083134594,0.06368458979331054,2.258517539445509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.63230788331265,free_2_item_support_Semantic_CMR,0.9855939979466682,0.16642339876813128,0.4869449747121625,0.3271030105401199,0.13984869298670682,0.25768725912559703,0.9532048195830862,0.21136743200955344,3.1190913586769042,18.376792934836395,0.061005677292466975,0.19217382649572734,0.07460690415424764,1.9292241209112007,0.41137543874271826,3.865353190086083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,222.4312294389091,free_2_item_support_Semantic_CMR,0.7228308205010263,0.1973729084771021,0.5378599275134502,0.6904057182002948,0.03296710817455639,0.6095586804761575,0.7178655708414675,0.5294237319637063,7.187238509028425,73.4403285999968,0.004303071310460205,0.5782502914155359,0.48584772137169807,0.8843728308963605,0.14500996654909476,3.188419636919881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,249.70364919069556,free_2_item_support_Semantic_CMR,0.9892110343932489,0.13927236303579865,0.7198804088128088,0.11002192023991725,0.4436653434177582,0.925589670217198,0.587104458979211,0.4278365094279645,0.29690428639007393,75.143169030486,0.028582084490328785,0.18021767722805748,0.2185593261935077,2.2569768394682326,0.0009547040747526214,0.0857115199529046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,271.2502027802783,free_2_item_support_Semantic_CMR,0.5026500040180049,0.7138383022689205,0.5080859929918463,0.7350934902329561,0.48601773401305637,0.3719062302030766,0.12043722682026009,0.5277305594828534,0.3228266418115098,32.992274010618345,0.022103884631211823,0.15574572755495097,0.12139717526507976,9.584529157413773,0.36106715397836137,0.5304927526548671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,333.9965423844112,free_2_item_support_Semantic_CMR,0.7517459784284726,0.7994305065025588,0.07609076114066687,0.9338900123545941,0.6053544157978052,0.7857635100422771,0.3966414298499053,0.8686237945013258,0.235212744477046,63.73580680329361,0.0042061065349600635,0.23042300291840512,0.17871260621019136,9.981535754722286,0.20944042460512036,0.5596904320134284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,321.2213912805512,free_2_item_support_Semantic_CMR,0.8243852278430266,0.1644249962651258,0.5952664505423675,0.9236716087176156,0.19584702957981265,0.6201569256369956,0.6418742211502939,0.2813709649985472,3.8289455517441127,17.411563711795537,0.0008347183729877639,0.4015028901660713,0.3800022787921238,2.5393105995256686,0.20957334489153318,0.1704060366105118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,251.35311363871074,free_2_item_support_Semantic_CMR,0.4262729690672316,0.21992447939881857,0.1044638622057091,0.4076145347141374,0.6246422795343924,0.859705958238867,0.6288470639996758,0.7073279274476681,0.5002530335401276,85.13593247179182,0.028117374845383444,0.1613980324913445,0.22198205814265043,9.000374608396037,0.10014522021093444,0.6908615510815126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,340.59869897607416,free_2_item_support_Semantic_CMR,0.7848027347635728,0.10030896876918272,0.4205015011950581,0.365756183840307,0.7856260990257398,0.6141075175127135,0.3912972180607036,0.7110533589376955,3.9743547206962546,49.0568219389693,0.0014184982636613053,0.3633956194290917,0.34489851540793204,6.693430979931785,0.531253887505865,2.231808642185208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,278.8744142956576,free_2_item_support_Semantic_CMR,0.6353411293220903,0.23379193736274873,0.550093760124076,0.53987598576084,0.1776248926041744,0.7364855288443856,0.5525783184010773,0.3467837690760769,5.266619172846667,23.846661182423073,0.0033310100287552435,0.3845157833685544,0.35804572963939485,2.962505341687516,0.4564049233730242,0.95790051148213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,293.75349319402255,free_2_item_support_Semantic_CMR,0.6305147321484441,0.718965339648165,0.4484920678836777,0.5980510325916045,0.3951919949714794,0.9124088067746099,0.15146375421812758,0.6786935055065777,0.39427227329757386,39.79894011928059,0.0035121802901219024,0.33074309058697704,0.31128098415306127,8.99766745232533,0.05672766974614546,0.47465705381352485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,245.62869665886177,free_2_item_support_Semantic_CMR,0.763602974207786,0.15611104632802905,0.1501082808821451,0.8513901437311157,0.4602730855367259,0.8911994012984434,0.24745469246321247,0.8651304766244627,0.7999841420722003,39.37869999572331,0.009752587030648265,0.32925578546884837,0.26830727580422964,5.5776993501427095,0.23107593209580435,0.520782434571898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.19614831153137,free_2_item_support_Semantic_CMR,0.34972431181533353,0.027555150854762733,0.7303029206909568,0.4390513265075938,0.05593164473003592,0.5296845773213422,0.6347892865571823,0.5433229456080839,1.123216183547001,40.76187375502125,0.01812024977140353,0.3241331711851707,0.27521581742595913,4.820543121672802,0.3455629597734407,0.2456478775086488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,249.1919726473596,free_2_item_support_Semantic_CMR,0.5711756062439489,0.08570430329090378,0.10120453065678381,0.3515283866371559,0.23714961235410542,0.4203456979908157,0.7138033161356033,0.746936416391597,3.8988636907603933,38.34843969447463,0.0045834792601673335,0.3187860782810681,0.42371673614325456,4.582868811726953,0.4753433784912307,1.2152680151446873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.90079746444616,free_2_item_support_Semantic_CMR,0.7742193247300595,0.29447304451565015,0.6905375306727486,0.7837367644188341,0.8179807414206759,0.47160589810923503,0.9196177476160556,0.7070490323048867,6.276940842685299,46.16123594150463,0.007434815892569335,0.3643216610161,0.17660359043329876,3.522856758669732,0.7702967785194126,2.3601965183294125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,359.37601859787435,free_2_item_support_Semantic_CMR,0.6964305737893468,0.18898130947631597,0.7978847831051077,0.6830740784539275,0.577918462789113,0.8955404164461864,0.9332932083208103,0.4723168538568514,11.494547904788469,42.85301309754598,0.00338958921741106,0.27101917854383295,0.20777566472489895,3.8887965106831377,0.06691813035359767,1.1582116487219478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,323.47251191849296,free_2_item_support_Semantic_CMR,0.6107037287936878,0.41718984342020654,0.3228647381210674,0.837715860248148,0.9794463574913854,0.3787897583084748,0.15797989764400133,0.9107569223355827,3.351302310375459,1.0041945180281786,0.0040428023826985515,0.2694627593720256,0.2778534206839778,6.527705327677191,0.23150189779595415,1.4957806901199988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.8593029020045,free_2_item_support_Semantic_CMR,0.8431393154460949,0.037004486850250595,0.7938639446413227,0.28956402947783566,0.004987577144344835,0.6969564181231495,0.43246468863389076,0.4219654356876785,1.2174027717603337,72.48701654497546,0.02196116019129346,0.23084038112387884,0.1518698937825329,2.2357283642615977,0.4503815451313864,4.239121657803663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,201.6431869785671,free_2_item_support_Semantic_CMR,0.7622138821326446,0.13816039752136425,0.6572080510713713,0.3512169362026986,0.09025409227857213,0.5143843510264948,0.47443772768572945,0.7231973895689379,0.6747196643040537,76.08529815211189,0.0014561196322148077,0.5527802107038639,0.70971268800624,2.814763663139347,0.02613989085122197,0.5140182221358267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,252.36909214799948,free_2_item_support_Semantic_CMR,0.6721150787147859,0.23251890946260845,0.22217612848730317,0.761669979922457,0.060821340741205765,0.9012138755274901,0.9226836468189425,0.1676042527094962,4.721389980657307,22.381548671029368,0.010705119981056721,0.362440258388121,0.2500994561448602,2.4673737221902052,0.47098664275409236,0.27681813454013504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.24058406276288,free_2_item_support_Semantic_CMR,0.7751769693190754,0.12304428889764363,0.9350600041875776,0.9823449774336073,0.994366086276255,0.4120907349090581,0.3826278254482724,0.7540655906052827,9.805931640730236,37.06140239938028,0.024734444584297244,0.45444565304094553,0.49812073705028226,4.497863727953655,0.32627045667224797,0.9357413913516597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,305.9545286390769,free_2_item_support_Semantic_CMR,0.6912778151345929,0.1547779598968782,0.4766587255541966,0.9408953475203762,0.8645555909332643,0.6249404781852288,0.29309648238289143,0.7357261783115081,8.753220633076275,2.4281097464257755,0.012909973115681539,0.21988789637238693,0.18962676673011458,5.674424647251462,0.01518148015993398,1.1492323073154456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,262.114526145834,free_2_item_support_Semantic_CMR,0.5605552378665358,0.8859159742178191,0.8485224513140273,0.23924427899900147,0.8873160699349312,0.8366395282185699,0.6372679517151385,0.8809779967802744,0.6909377227358817,67.63044855315556,0.01051131119180293,0.23808854675877633,0.2324482871497331,8.2312293735834,0.5292370609738204,1.5726621674334695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
