subject,trial_count,likelihood,model,encoding_drift_rate,start_drift_rate,recall_drift_rate,shared_support,item_support,learning_rate,primacy_scale,primacy_decay,stop_probability_scale,stop_probability_growth,context_sensitivity,delay_drift_rate,feature_sensitivity,choice_sensitivity,learn_first
1,160,3015.089599052735,ICMR_2_1_0,0.6761106807819667,0.09398847497865903,0.6754271513900748,0.09358351750859897,0.9999999999999998,0.3084433683339087,2.7543368363893865,36.12798328856931,0.01526958135402849,0.36591746230596767,3.2982999036326195,0.7529757731399768,1,1,False
2,160,3273.5072789751016,ICMR_2_1_0,0.4799502225446053,0.10776214155831901,0.6896007724188519,0.28849889879972246,0.9999999999999998,2.220446049250313e-16,1.5138422528257616,39.768678013027966,0.023973357142455447,0.2844772660082846,10.0,0.9608977234852608,1,1,False
3,160,3072.640094024222,ICMR_2_1_0,0.6304076282733356,0.04816050288490313,0.6421167075405064,0.09515784566561687,0.9999999999999998,0.18499994859598884,3.700295715602259,89.46624218535335,0.02509310180428697,0.2986995341495208,3.2919340119538165,0.91508997368932,1,1,False
4,160,3579.2219597551157,ICMR_2_1_0,0.5428023799359704,0.01997218254467357,0.7936378068506351,0.1179264099010637,0.9999999999999998,0.06291634890741994,9.24734739105417,51.522669225596964,0.022550489432751317,0.2650063624268361,3.170010415816805,0.9435188963998823,1,1,False
5,160,3484.4966240711656,ICMR_2_1_0,0.6784166987999365,0.1377954352971898,0.7120710750332426,0.08380971468627993,0.9876462971963837,0.2663364416593132,2.3679014484391763,12.454837580475152,0.01693011386003888,0.3032174120825415,2.696787637856775,2.220446049250313e-16,1,1,False
6,160,4067.338299643028,ICMR_2_1_0,0.6857652446760308,0.11271555694056315,0.6154381926558938,0.9999999999999998,0.19093376218887764,0.9608005465417434,1.7078223946276292,33.25458440685806,0.00965440360977885,0.321043852833223,2.3442927736794488,1.1912823832839443e-07,1,1,False
7,160,2510.6441836185704,ICMR_2_1_0,0.6226966687949179,0.0002645119519502759,0.46829269409366653,0.06819913030653767,0.9999999999999998,0.0038454054764484073,100.0,73.11138140731555,0.045551459161135906,0.2780345490620075,2.48228584208392,0.9267237339129816,1,1,False
8,160,2245.9495387304705,ICMR_2_1_0,0.5173737925658858,2.220446049250313e-16,0.7153494051931575,0.10301203111183428,0.9723326518409209,0.13645605663690463,6.351197172467156,23.77035932674968,0.01965535928921048,0.43185519281327206,3.9531998826384296,0.9999999999999998,1,1,False
9,160,3076.4026424503713,ICMR_2_1_0,0.6602155427678289,2.220446049250313e-16,0.7745702248723221,0.1502551844307723,0.9999999999999998,0.28789266558063453,2.2302544301162603,53.67196226497233,0.029308921182548953,0.2465442463687475,4.5857158194677945,0.9897533841211477,1,1,False
10,160,3359.4524767282464,ICMR_2_1_0,0.6193200630736193,0.054989764887731996,0.6498002576801232,0.15809854131671455,0.9999999999999998,0.10208072431631406,6.921158075747095,13.308388479134456,0.02121818102275835,0.29372491653532795,4.576237838684458,0.93202310377921,1,1,False
11,160,2878.691674282495,ICMR_2_1_0,0.6171733681070645,0.013567069711146323,0.7684610948630504,0.12423410928221673,0.9999999999999998,0.29188643730787134,2.5185173918253705,95.5628604758555,0.022239709258932965,0.3388581251135572,4.303180435632363,0.9640521993759775,1,1,False
12,160,3416.428238624577,ICMR_2_1_0,0.49654659833252596,0.013991755268264112,0.6866065248222416,0.18348813269835787,0.9999999999999998,0.05053496457115465,0.5823685617919713,84.34325123590352,0.020676920568584507,0.27988024467020683,5.382987853976062,0.9990337356226449,1,1,False
13,160,4022.6919970518434,ICMR_2_1_0,0.7021075114275722,2.220446049250313e-16,0.8055102689266225,0.06322521034379332,0.6634661021800217,0.23104628154933674,0.9405629766983589,81.85648121633139,0.008377711811230811,0.3150938817852178,2.495893339278145,0.9999999999999998,1,1,False
14,160,4212.122782489718,ICMR_2_1_0,0.5702571695815314,0.013292253130546602,0.8567926878089662,0.3158433924719468,0.9999999999999998,0.06250183220896392,8.759415747139894,8.53773809630297,0.010275341010754623,0.3122505040519521,5.770188985145436,0.9930406423107394,1,1,False
15,160,3160.340455433934,ICMR_2_1_0,0.4732146562950309,0.002789799558087031,0.5552049276002757,0.19191547093417577,0.9999999999999998,0.08436728505080128,6.720758188103279,19.34751942428317,0.029781264013342138,0.2663057737170353,7.740618024144432,0.9814968895693951,1,1,False
