subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate
66,8,238.01323466147483,free_3_semantic_scale_Semantic_CMR,0.3937117253706648,0.14471159128831276,0.20134492603636883,0.7277746966689187,0.14225035382703938,0.5402227589288214,0.26986560168075213,1.3562669104297453,49.197880650564876,0.01696168062217455,0.3351180199961927,0.17439129893097804,5.026611620213752,5.736047388156643,0.2299253185689593,0.7379154345474093,0.6636241702230925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,247.90922463204754,free_3_semantic_scale_Semantic_CMR,0.4522835544527357,0.05004791667283931,0.36188674089572065,0.31390921209816147,0.27373494817711874,0.23757556599267904,0.9439203150007929,0.5193814367910363,48.39580126862381,0.001397952411105019,0.6391752596490505,0.4607850869966965,9.414289184656777,2.5124094737854037,0.28041442661579813,0.33841403899412725,8.043390266395509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,192.81470375188744,free_3_semantic_scale_Semantic_CMR,0.6674921465974609,0.17337458392264382,0.8390715255400472,0.8709212562666779,0.3516488883613395,0.3299260684030344,0.6107573974719573,5.040452719468334,55.73222844519028,0.011313006014327942,0.4358012169420853,0.3446824015019532,0.9372567207513818,5.396281482578465,0.5578477776988183,1.5467718845036038,0.49791732360461793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,189.99288070307537,free_3_semantic_scale_Semantic_CMR,0.6013822606852192,0.03580757761700848,0.06631296600741365,0.42796704514520767,0.15701834333288062,0.6157440510166701,0.5632447655496302,4.129376188786971,67.68324977914955,0.003461676122585078,0.7454452587395277,0.5863666790805357,3.121877315498173,1.79066143845587,0.1672172994167997,2.297746471359809,0.5579042898773592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,349.46315480688963,free_3_semantic_scale_Semantic_CMR,0.4554294028085024,0.028725420597155143,0.5966402394137736,0.8446036979179997,0.8189879421934326,0.9753785945452594,0.8083974991988945,5.802137185603938,0.5792776185711952,0.005537966849397276,0.2772734346697893,0.25125826553380604,6.368485289075288,4.434968594805519,0.44223007248902985,1.0930178257300593,5.1872205231101445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,251.17872402048465,free_3_semantic_scale_Semantic_CMR,0.9735832128867353,0.2980759990949461,0.6125091514297427,0.9212888876244807,0.23555199676099603,0.6584456879572038,0.5194553049275261,1.809214208481059,49.68899364634217,0.020382064145898493,0.21063508432348232,0.13872868809405947,2.739487058238837,3.1202907441024044,0.6691998449898883,5.341873401152348,8.287430754515817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,278.4770727111396,free_3_semantic_scale_Semantic_CMR,0.5422127954176972,0.01701221395515673,0.24570862626263545,0.5639903766690881,0.7870413459840221,0.5452473782860457,0.4242182138817203,9.787965159759594,0.24765443835655532,0.006009928592187241,0.3268692113597673,0.2356601108291283,7.970048562849196,6.92559254306511,0.31955628811310843,2.3622109222445484,4.132502799082164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.17093608072463,free_3_semantic_scale_Semantic_CMR,0.9673431920342702,0.44948374185334744,0.7144000798503826,0.5789604449805723,0.34520848261393244,0.5724774981510707,0.8397101711798718,3.999303846400352,18.39992553749907,0.036123037715725226,0.19261900083397165,0.1483980881450595,2.0976038036807703,2.140690175753125,0.06968864038948669,6.8255944952213685,1.5924235938527542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,212.54977785153582,free_3_semantic_scale_Semantic_CMR,0.4870424791265215,0.2139993635301186,0.17911169111219277,0.10353265809524553,0.22414292899717414,0.588885771229072,0.4454206938800138,0.6922406804004737,19.271208498102627,0.0051536874791007214,0.4549676421729494,0.5397748303754106,6.25819516838534,0.2106860566952502,0.37500784466707887,0.28985053749638023,8.625209608814853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,248.71907064050106,free_3_semantic_scale_Semantic_CMR,0.8410436477449224,0.11274027701702427,0.5341920320170793,0.4853200890854211,0.13814732306647198,0.7444052663395495,0.5184197443664423,2.446171226965191,15.500782470913812,0.016887814709723448,0.2533416889700941,0.22925424141897288,2.309042322127219,1.9979934307859608,0.06396380318662098,8.590481322733307,0.34914456786190673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,271.79662594434166,free_3_semantic_scale_Semantic_CMR,0.628430126642586,0.6004388420543322,0.627320460109867,0.9131949553377661,0.5662964769934132,0.09575856148255951,0.5315139901837775,0.8632160611647848,57.43081574854785,0.008001890154485103,0.27453831246007443,0.19778939494893866,9.927040354134846,8.153369493484487,0.3233147964689733,0.47460760540557345,0.4082879567577118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,335.22228794758144,free_3_semantic_scale_Semantic_CMR,0.7592099077574648,0.7170042689364438,0.4805368334163661,0.9850119921044781,0.4319886846825548,0.6749415449027363,0.33880123289020314,0.6802495675188993,69.72932389216382,0.007763016361754804,0.209933894997671,0.1328887590166623,6.570403778024572,7.395129724532827,0.4214189753208653,1.4905876981821464,0.44445518849871135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,328.93366887397025,free_3_semantic_scale_Semantic_CMR,0.7562410511919379,0.02258399005536341,0.7334550989500569,0.6269813480579949,0.1627992913600819,0.2362189471775704,0.037172268717852903,1.3081596108194173,40.29884765262654,0.019399380378181987,0.21656346449967764,0.16385901895032268,1.5447138789506414,2.884261699429198,0.3888920061921941,0.31629773778268416,0.36974197692475486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,251.8847376065681,free_3_semantic_scale_Semantic_CMR,0.44439380686052754,0.0001959610872919182,0.02601644236942685,0.11259214943072787,0.3225363826305463,0.6627907462297986,0.3870214290448466,4.600436768943048,67.41916030976415,0.01522411881840885,0.1403803709197433,0.2993444660638378,3.2827889863835162,2.6986452725438625,0.010537171876229934,1.5364746773865114,2.0014978705127504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,337.2427792718445,free_3_semantic_scale_Semantic_CMR,0.7755978314317352,0.08556032925648949,0.8914539883700763,0.4267020075583614,0.7977666928505066,0.6308013638431726,0.7901630236268242,2.0059683767854324,6.871142174284749,0.0019999876312417064,0.34077696262090473,0.2716013047771231,8.452424278015398,8.644211315977303,0.22396289251908874,0.5227421669084151,1.770367827458184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,277.980847118846,free_3_semantic_scale_Semantic_CMR,0.7119964867746358,0.4774693895778952,0.6005692423025321,0.5859746240837972,0.0719412771802701,0.7385687624703228,0.5511691852659527,1.968191923659333,52.06226208750409,0.0035892887425060804,0.36277473071786126,0.34863430553359187,2.306888517193026,2.8678934502884026,0.31772780575410486,1.8259203575281875,0.4640540341149766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,292.9848736788773,free_3_semantic_scale_Semantic_CMR,0.6002129540734606,0.8215604415543607,0.47175361055119613,0.4837086938926243,0.3160115378017567,0.6176261857529128,0.598858044556553,0.3636546998860979,81.57996658425121,0.0022361798259550314,0.36016350201569924,0.3459232591352208,5.980622829472657,9.181797620345248,0.012880702875185834,0.3551073347856333,0.3498783095718352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,244.19451861786303,free_3_semantic_scale_Semantic_CMR,0.7104577433170333,0.32286335094000707,0.1831338063986489,0.8185262672762648,0.493626415559145,0.28095883768215546,0.9452727175196893,0.17333794994313934,72.88858909922934,0.004689084384516318,0.447661698883163,0.303341586174688,8.27512342290731,6.074022177017708,0.05028249241441013,0.5525075070901329,0.5460531149044332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.38093324139072,free_3_semantic_scale_Semantic_CMR,0.38180846430959475,0.03678549018276828,0.8328368529862549,0.3036913164579421,0.0010630458517094654,0.8126901657088133,0.7417362786200294,2.302114162222132,13.668805008392546,0.018746943912629155,0.33051368913135004,0.29017971150687316,3.2939189299854386,2.9048314766052004,0.43418342181935765,0.07126064073488081,0.8842021776718694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,249.5275371967487,free_3_semantic_scale_Semantic_CMR,0.44474066971264414,0.15722543167660552,0.06023568817391034,0.5108414244889027,0.14324696484460664,0.9555557047579647,0.7263325350496725,2.332727090789774,31.161905926540967,0.0034715318738858247,0.3110869401382299,0.48653498167727527,6.228712880655834,5.515866100616156,0.6842585496363816,0.9396182319998854,2.174076556348699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.48508833797973,free_3_semantic_scale_Semantic_CMR,0.5247108157173583,0.6884661676002863,0.49539739352553913,0.4934726605426949,0.9816360443156624,0.5839231274902953,0.28500327239060896,7.353301132036094,65.8653901259098,0.0047495019709007935,0.37885313070327253,0.20614477164746958,2.26459787813888,3.7632976372912634,0.6243251157913265,8.811535013102826,4.278857561429832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,362.9164848137616,free_3_semantic_scale_Semantic_CMR,0.6175908499859457,0.22004210334632812,0.5672626699040014,0.6499436938858296,0.9562050169500246,0.7161186587244981,0.4767798070607743,8.192265486102762,37.85251328359827,0.008745887973652777,0.17976271138103606,0.158698215556897,2.188974842095293,5.047881599656932,0.33056436806633005,5.5567911060782835,1.7421419467500994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,318.27125474011416,free_3_semantic_scale_Semantic_CMR,0.5737569931165049,0.47716774430573583,0.3084625094938205,0.9671273308477629,0.8113599513021668,0.14851942398053875,0.9908950362854367,2.9206285474821456,47.97621547016028,0.0039419791965855655,0.2615734471931681,0.24711041960820435,6.038964087458556,7.251267711846689,0.42309955804873045,2.895564365849461,0.6587673909391043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,249.1946164920146,free_3_semantic_scale_Semantic_CMR,0.9491231173561411,0.09488582236784637,0.7692208280905942,0.7348108921138988,0.021537879761807377,0.4301007417195204,0.3494832574898809,1.0984855248448753,37.38655588873468,0.018142917641734924,0.2715594900321836,0.24778512944324582,1.1014573601193738,2.0690083002611424,0.3678761006139814,4.3026749580646495,9.568160732777795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,200.6008061560932,free_3_semantic_scale_Semantic_CMR,0.7745100988834129,0.22779858979345902,0.3471539236626222,0.24611447543016862,0.24235253874911733,0.5822269729377938,0.6230871447261184,0.3263688822364017,22.873784279162845,0.006051252411142405,0.3714725586174197,0.5272851671704828,1.2077403219271199,5.450517004084281,0.11198886912607509,2.1069301807315375,0.49495091631797106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,247.0777781597825,free_3_semantic_scale_Semantic_CMR,0.5233588440910327,0.7269198957820476,0.05884323462607577,0.37108162622697183,0.04790978691131964,0.4776199020194162,0.5094105374432385,0.3269932092981733,75.47685546211437,0.004189252793678211,0.48654343007342593,0.3430068943274911,4.931908199028948,4.079390307323951,0.17247202525765543,0.26761682081616733,0.30202815110213344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,148.36667584514032,free_3_semantic_scale_Semantic_CMR,0.6131996074133994,0.09298047378639668,0.7688160802955643,0.9703315612175549,0.9781258740225961,0.01547507744348453,0.7448040732977373,4.631417025290183,41.02554887032394,0.028439144306678488,0.3886106379324099,0.41317158349097927,1.7310153037385656,7.518654199132944,0.7130038050928346,3.7438591082872175,0.40556919271016323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,307.12528762474045,free_3_semantic_scale_Semantic_CMR,0.8441116064571563,0.0396592893332107,0.5134685141518165,0.5674291332663147,0.9526739842310913,0.21890161383778722,0.8124029614158652,18.715649584626338,51.04930343615362,0.006846414572307366,0.2773677609911837,0.2768772188008916,4.568093244649444,6.330068045106578,0.016858563816165545,1.4305451408179248,2.1186809215216518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,264.71177131600325,free_3_semantic_scale_Semantic_CMR,0.7707020460567973,0.30862020239526267,0.5820375713532033,0.11181030205604986,0.7148203630245398,0.8445676073225192,0.7377517259025185,3.202373245114856,33.84538225332365,0.0036524197117623336,0.3355653962479197,0.29885381882317574,3.594028311256011,5.2176739066147695,0.945936335659532,7.262238813160713,3.5878068035173016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
