subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate
22,8,271.0574643879436,free_3_semantic_scale_Semantic_CMR,0.5945590115094284,0.7695447655005587,0.4477810716127324,0.9847789171943298,0.4181438683556623,0.5456359860646908,0.36645834553614137,0.6552869462540294,44.26079361818172,0.016386611301131407,0.184817429466944,0.16998822342696362,6.385406961701054,5.279000347573695,0.02328307961332461,0.3651280294003352,0.472175814080385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,200.5141750142208,free_3_semantic_scale_Semantic_CMR,0.6143309373704631,0.05770808664914945,0.5932280944339855,0.3091920945181479,0.4843022698639958,0.49302647808782063,0.6533173912164527,40.62235295079931,71.68997566926788,0.008572445031179265,0.6403667561195068,0.3994071189253132,1.7489160442934515,2.0939578932747716,0.062299667664874214,4.660961668447468,7.672879921941932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,179.6782497571316,free_3_semantic_scale_Semantic_CMR,0.7171138481379814,0.019384244403259497,0.06345499975875879,0.15624220413192816,0.1259765362267706,0.8116884539499544,0.7814010378681577,0.30960035872503433,69.87218419043225,0.019396553799309813,0.5750761619035075,0.27296132439024556,2.2870067369506337,2.224620930577652,0.07193504517803684,0.04252608680271746,0.5881591005073888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,252.8496436523136,free_3_semantic_scale_Semantic_CMR,0.35563794749030436,0.9655702175620422,0.17355881595978953,0.9545494975929899,0.6647214052257129,0.15593399904618702,0.6913929107175572,0.38433157670030776,8.175470696995701,0.007474416466277765,0.472468411749672,0.23139942282161693,1.2341345300512108,2.8109010576372997,0.0443139179783835,6.376214975039897,4.589798630933989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,287.06570724217045,free_3_semantic_scale_Semantic_CMR,0.8975964029901138,0.5029805915390787,0.511111425049924,0.25341635433863546,0.3771189464035382,0.38002167935280956,0.17181661497299233,0.23150257230418703,46.37816595925026,0.0020723445863262135,0.43418150527126453,0.3234878260037206,5.911614954601147,2.8139069348477945,0.23473391934860277,0.4995987044113619,3.7624905561959365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,344.3989891687628,free_3_semantic_scale_Semantic_CMR,0.7375689842877685,0.14893052577805355,0.8058958034421327,0.7785584950648206,0.509495425411769,0.2124311871232325,0.6227594637036236,5.092923255368881,44.519705143677605,0.0039063361638405625,0.2958920498919584,0.20095978587734997,7.940479076223877,5.034253562548296,0.283490561573129,0.9185978729522688,1.2540857864717996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,263.04773308980316,free_3_semantic_scale_Semantic_CMR,0.7575333790320171,0.7797998094925352,0.2555647698510113,0.7823935967261391,0.13891282006158762,0.3018561519487578,0.49438260220557484,0.6830028859667863,40.92149979440871,0.02595714515245917,0.262090581234677,0.0736429832762644,1.6235806342094272,5.270167169929774,0.9157807446873889,3.2218696764760777,0.08451737812158999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,250.64385870992146,free_3_semantic_scale_Semantic_CMR,0.913962312566075,0.10950177998713878,0.4350022714580134,0.923543583114923,0.4521622668948643,0.9359511048628644,0.22139933898017028,3.527567270115135,69.24178191844378,0.022559687707651266,0.2430445498773235,0.17441438118274544,3.8118444457929557,4.910144462676952,0.013090927610098613,0.88346907790622,0.315578710164945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,265.3324064058488,free_3_semantic_scale_Semantic_CMR,0.642651601348976,0.032225482105689485,0.480682741112213,0.8272043148927608,0.6449314217255462,0.6344983081710189,0.9893539083139421,24.74780227819683,55.05925969246044,0.018615019265273147,0.20334332132448374,0.21267416816266227,2.8854283141271546,2.938009346987089,0.7186891414256594,6.200382073587448,5.658853468433593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,271.6857460713368,free_3_semantic_scale_Semantic_CMR,0.4440937402413525,0.30134560934795307,0.08046507222910743,0.6017778108935321,0.28549035941315515,0.1626906839681262,0.7342298713710589,2.529677081490803,26.436076251513143,0.0017374290382784485,0.4184777360854728,0.49678806200197556,3.90766994442892,3.341676439320546,0.44067186725714635,1.2266640561643056,2.287083515946172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,227.72970854595417,free_3_semantic_scale_Semantic_CMR,0.5230670503699799,0.11422116151285182,0.32349586773545846,0.4936718578015859,0.06061683435624872,0.710059884566283,0.21826040429638852,1.8085259030569296,85.40622858414925,0.013729487572776306,0.3573805367951348,0.3267558943875802,1.8809421948803926,2.347080705659314,0.22593566347131314,0.13320338048912114,0.45899681335488046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,315.01305186776483,free_3_semantic_scale_Semantic_CMR,0.8246653543933951,0.08416762012630807,0.26085935451466735,0.9248531429364988,0.5355379320957105,0.17748827955687424,0.5168330210397015,0.7369178908858345,56.103303968467614,0.011374608081392568,0.23080478763206358,0.17412667047459784,2.7418791730204495,6.3723392611356005,0.45167050567035955,7.587905898076325,0.6788927529619952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,197.1354220464267,free_3_semantic_scale_Semantic_CMR,0.6198536339072667,0.04013845089428664,0.05445732191365282,0.28258889398482745,0.0011079740230300894,0.631392491789734,0.9160879557639634,0.6876106711287235,66.25388061043591,0.0011428667862851682,0.7356834775630547,0.6558946766252207,1.6880865551574207,1.348382154534915,0.2942113866906887,0.28058828030348604,0.906943821442451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,273.0178038234724,free_3_semantic_scale_Semantic_CMR,0.6604470441309765,0.8030973454298057,0.08314285504441782,0.6257899205491826,0.3565895904345633,0.4786074194703964,0.20076468639144296,21.936256611130144,0.06303934019235413,0.007849563386513991,0.424121464497742,0.26271716054283,0.9707283705283842,1.8590426706846799,0.3231515384052066,0.6583025421876343,4.90620519123131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.0892519175584,free_3_semantic_scale_Semantic_CMR,0.464552407359735,0.11180540733452804,0.21197641812912899,0.2487987925120989,0.45500048939907756,0.9421836026279162,0.43765495662362996,5.613631370440608,55.564258901750854,0.009355779639837636,0.4192986239570491,0.38717888013513235,1.561781972292052,3.725814008287911,0.32406448318640935,5.92376411249285,1.2482567021842481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,363.7631089334741,free_3_semantic_scale_Semantic_CMR,0.7298915518213653,0.22450973317973755,0.6995567526637189,0.9721367678322246,0.8098681982345656,0.4327142790914308,0.6527547508800466,10.271809222453285,0.7948937670233605,0.03466091703987206,0.11419888264699996,0.02433535760805494,2.4689231938166465,5.084408727057683,0.29358891967072764,4.231471439343214,0.6311378954007809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,279.63607198871324,free_3_semantic_scale_Semantic_CMR,0.7462608809693468,0.6398569478630574,0.857546172951565,0.8810857589340404,0.558339881836711,0.8839559234924139,0.3725904610401878,0.1969399371443714,38.984800367216025,0.012665361974878775,0.180213072646481,0.20787984612815347,8.156066702580896,7.615588688715572,0.7644815468768775,0.26688738716945704,0.36260407534830374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,215.36155315290847,free_3_semantic_scale_Semantic_CMR,0.8935719584982869,0.2901790731179993,0.0692216172411304,0.9475372808728378,0.6869333306346689,0.5454766234235535,0.3365880716530574,7.696688998733528,0.2577552133815786,0.02100599075930104,0.15696042963199464,0.1656383902487013,4.247227271839218,7.043998101804316,0.8977143975283979,6.936178955502217,1.0824267879279943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,212.0885906029622,free_3_semantic_scale_Semantic_CMR,0.6196046396383106,0.00863873633913842,0.38379240931913394,0.4180471693661767,0.01119759707260104,0.8243244510956866,0.7956374374627551,6.009094211007515,40.812626373142606,0.008180479557586717,0.4625275455275215,0.2461843443027254,1.442310414769378,2.4371614958846957,0.0676613557310885,0.617311862007762,3.3830180972325605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,117.2899558193025,free_3_semantic_scale_Semantic_CMR,0.5464698408392072,0.1546456592144992,0.9915469201076945,0.006145470556211841,0.005835913082676669,0.9989467412468414,0.821881260314836,0.9799256344461469,28.71397391626809,0.03212729291208549,0.454232186116899,0.4498476379894276,2.079989819323468,1.5922034131242309,0.16492671944254006,0.23764216205491984,0.34740747567418495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,215.4810420127233,free_3_semantic_scale_Semantic_CMR,0.30944968596435474,0.1869098964613325,0.4512739306155241,0.04112092025954028,0.17498422939699587,0.9069513847114246,0.2315676817635321,0.6563926810472225,71.63500201118588,0.008019902439140691,0.4166481130315738,0.33819420592134897,4.318701657414427,2.0222519590941497,0.16210168710515888,0.5299591772996646,6.544602953663148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,300.0065434653358,free_3_semantic_scale_Semantic_CMR,0.9065292794315245,0.014142842323490001,0.24672777122824752,0.5802741892401675,0.5855785771430202,0.8941698757318315,0.6153485490248223,11.295670003473205,2.7795421130051636,0.007959988561207443,0.2823080956842725,0.2594851794311843,5.290758391969012,8.478375617039166,0.15254025982934433,0.9685167294806911,0.18382004214368397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,302.7311556560944,free_3_semantic_scale_Semantic_CMR,0.584328251637999,0.30960267780186745,0.13662386878494864,0.6212364370990267,0.06852926935747022,0.19967736281655923,0.6087545228885205,1.6398619673733492,97.19056772001437,0.008147077765757182,0.3660374808651028,0.14204870931097968,3.076083428587947,3.950424100710876,0.16018164193886092,0.3407102067856096,0.24126735751143347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,225.42835543535782,free_3_semantic_scale_Semantic_CMR,0.6411252627581367,0.08471977019582727,0.2089823975479838,0.8187203067521378,0.2194777422904312,0.6561705729163696,0.4577584904898677,4.480085283293889,23.238891802550366,0.014117220783992857,0.34724230441043247,0.21574914604578765,3.5928443705701723,2.807149892430434,0.009856634047900992,0.2772170237888236,0.8191960594075285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,180.9586283068071,free_3_semantic_scale_Semantic_CMR,0.9912463321852186,0.35279113104998105,0.5159317556948774,0.5933559339084711,0.0016239029794314352,0.730607502139186,0.7136539738768201,8.094316389205353,43.55880828721793,0.020525231227760232,0.4856490078184299,0.23169621854373723,2.1784322475687787,1.1861317674676508,0.14254543797642233,0.5276018526201032,6.937493091119271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,308.41620708615096,free_3_semantic_scale_Semantic_CMR,0.5666951442756678,0.3859139999396021,0.43518554605490345,0.46904032905994253,0.582764365427702,0.04748828853670772,0.1810943629036295,0.8616431776917395,63.59928644492629,0.009040455963135074,0.2809013757010552,0.26211121708762786,7.6950592009104515,2.1158359895518286,0.11125313294505296,0.42544539697955486,5.137157177686174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,273.07190249659726,free_3_semantic_scale_Semantic_CMR,0.543437788466654,0.1578247369877569,0.8174735372161628,0.8819428118072714,0.36052366455983303,0.8545190355114127,0.2081695942349388,0.7602784785087664,15.398382788342644,0.015965417002542726,0.24530264147175274,0.14249560456996413,3.4536075467784997,5.203923555745749,0.4895345143983299,0.750473053517319,0.5950595412293049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,259.07396289173766,free_3_semantic_scale_Semantic_CMR,0.7842634728277136,0.011789277443184198,0.4448172802876853,0.790847289551818,0.6769351794902435,0.5569706404399948,0.3934618390097523,15.327727970467755,51.636739363319286,0.008549609122162016,0.36954954397247075,0.29591427637615997,6.522440335234881,1.4659463782785958,0.05921869889325698,0.24021458026013764,1.235272756572531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,262.9018804013277,free_3_semantic_scale_Semantic_CMR,0.8601459552371213,0.5950949700943658,0.9517433662907352,0.5319498356398868,0.6215728495069637,0.38231024431518107,0.7351667571718455,2.2329676221570978,37.78315900076233,0.006873528248141414,0.2164339021143462,0.32586818787435945,6.301198906101423,8.23466346412185,0.06443360005950549,0.4486480051313295,0.6829030335064612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,220.2323510965175,free_3_semantic_scale_Semantic_CMR,0.8896683503786273,0.0058680307278100585,0.8676718814683053,0.47469541898852613,0.20826802260301808,0.10402628260508351,0.6440422897810256,36.761052414923626,98.87597737191138,0.055852844358104836,0.16730168732563566,0.04299221068406833,1.5800666729545094,1.4088900688830575,0.03195549827544064,0.03366998076192562,4.772740208500749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,299.5758631809283,free_3_semantic_scale_Semantic_CMR,0.7644244860407071,0.6151071522600211,0.6663578524206295,0.9976527600936704,0.6189625642067027,0.639851600543397,0.5759750894009441,69.53504748562636,1.510041589305672,0.00017855000019700862,0.7248777325314979,0.3999847449907419,1.334803630765213,3.6496210302198024,0.19879158572017147,8.969255044480168,0.669086263555986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,273.55473528256016,free_3_semantic_scale_Semantic_CMR,0.8539842921509369,0.03360361210565288,0.4416434065830075,0.8704719879443996,0.5637898452458684,0.24705258956797305,0.8330473363764046,34.172559547028044,0.836875003587565,0.001465337280459722,0.5312304154198033,0.4270533675588766,2.7863875541785283,1.957214418574507,0.538752996612057,3.772971628577364,8.125961054307144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.38365893744282,free_3_semantic_scale_Semantic_CMR,0.7327158752477959,0.2640206085373623,0.5088980284834975,0.43054393721035433,0.5123577866362415,0.6081885520922565,0.5379766945605162,1.7292128151798494,20.274059555748575,0.008726839767924321,0.2562300278099059,0.3522662736253901,1.4992841245395452,2.3707320325113668,0.048782404784189826,3.1108911203231355,5.4978898759970285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,258.6900696387409,free_3_semantic_scale_Semantic_CMR,0.7837373540301755,0.34241899716157964,0.5852728427216785,0.9242779435960631,0.24903520282335256,0.20756224099756682,0.84173950223535,3.8250997309278603,37.63767452842674,0.0063067268190510894,0.3869883517045878,0.29080245700939944,1.9128066572849312,2.304334847761378,0.026092847567892097,2.184209266399954,1.5310941590347587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,282.14937023551397,free_3_semantic_scale_Semantic_CMR,0.8242295946484958,0.6657871479295625,0.897802711235799,0.9505493641637237,0.24644536033351752,0.12210076552344065,0.3370760501026161,50.39980420307736,0.5586206719542706,0.006449856967198279,0.4133201302520757,0.18117583322833838,1.594481124992379,1.8301816224238254,0.5586093902048066,1.2213294415524447,0.9479002887574343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,241.1497445036436,free_3_semantic_scale_Semantic_CMR,0.6117146849468833,0.1577410437205718,0.8160552569324531,0.946837973656812,0.30032954013528324,0.102595923151589,0.6916247338858453,5.767356595283218,64.69443134242442,0.004952537788657063,0.4799071265692243,0.28667447068705076,4.8473237574641,5.92976892605876,0.4584125480251157,0.5324622177841762,0.29007320706390693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,287.19734343913586,free_3_semantic_scale_Semantic_CMR,0.44024816272691136,0.28108274147685214,0.781584240854308,0.14544805451127446,0.005930659375744329,0.9418957590828541,0.8740785160958466,4.226954529550767,64.52855653877657,0.004133127256918223,0.44183677451953596,0.25192358939088066,0.8218056244133534,1.7491232737412457,0.40730623478749656,0.0051101292611202,0.23371878034973825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,218.36226780676333,free_3_semantic_scale_Semantic_CMR,0.560728153462936,0.41186382040884945,0.8096896630173225,0.5192241489415396,0.4783647404917226,0.7796071029367326,0.6137447563690968,16.248341995722534,54.15942506958557,0.0028584469303253868,0.5432394881584326,0.5703338246118035,0.519343569008754,1.9761902287039748,0.329473494667901,7.130540928992856,8.489261153761731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.4168463742859,free_3_semantic_scale_Semantic_CMR,0.8854860027719249,0.010674472832354509,0.9965637804846028,0.7997687356620597,0.25560721476669235,0.7490703405201872,0.5878774363197695,7.989592074105815,97.71589834460342,0.003487580407538382,0.4328810675067061,0.4937615275216771,3.3027730548954892,2.8446271870449413,0.09705266921701367,0.3668665253940535,0.4131077229252682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,300.3466895845779,free_3_semantic_scale_Semantic_CMR,0.6516583610368223,0.1098427012051057,0.5865163703826092,0.5094148684581282,0.8102090443050537,0.39658703987213617,0.4006659863075932,5.349765090559309,0.2696270012022097,0.012738329165198126,0.21958144909558097,0.17538135278179645,6.839835404544839,9.658375904164384,0.12372455436372692,1.161931233421281,1.128136147051361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
