subject,trial_count,likelihood,model,0_encoding_drift_rate,1_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
35,8,312.9112486470488,free_encoding_drift_rate_Semantic_CMR,0.14539936484988597,0.6911551524797803,0.20244392246756907,0.9216983689447102,0.4677697326963836,0.7043020847789532,0.4500852553760273,0.0588873524397965,48.97412920838355,0.0030605886397743866,0.28218495556786327,5.736203858529066,0.7267101785290335,0.7665898534910974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,199.2542617788517,free_encoding_drift_rate_Semantic_CMR,0.749902765789141,0.7706223835979918,0.04497337169186594,0.41328668425990095,0.04489623293853623,0.9625398774158169,0.8062078518679193,7.21354353936605,42.18660676301529,0.007074530513743071,0.49675870363528585,1.410537131654055,0.20601959799537978,0.08325693907661158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,280.3166420427827,free_encoding_drift_rate_Semantic_CMR,0.1959638761394551,0.8913684128430734,0.9039657646285437,0.7472044468313871,0.7304103803292566,0.5416898445203882,0.3233006460091089,15.300770636196205,0.12986887835543826,0.013759340872752823,0.24800382174234414,2.218046420529602,0.3625777316174716,3.0388390203224223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.161369740122,free_encoding_drift_rate_Semantic_CMR,0.46431367506667587,0.3313578316711324,0.37130881825837364,0.22283319936685064,0.32551438138391264,0.6467261017572281,0.1630784125780415,5.071625667252853,1.0581701346488117,0.004070915204047232,0.514143265014039,2.3789533945287467,0.3921623176943945,3.533545971700705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,364.8184892625751,free_encoding_drift_rate_Semantic_CMR,0.18946141394112737,0.6206941816784959,0.9700310127441286,0.6526555778700103,0.7100286228168193,0.8485858549289211,0.26678417049366865,1.06714854181714,43.384222713320355,0.001993279544922566,0.28671540524990125,3.2574509457468235,0.31423705689866865,5.360702960201998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,280.32908370224084,free_encoding_drift_rate_Semantic_CMR,0.7008448588130983,0.6635058426872847,0.6525414856198131,0.8810277729839091,0.6689319556178351,0.4950501316567552,0.7771713774267855,0.829380911742625,0.01915760982256387,0.006848812616182642,0.2126263923079188,7.131174746900944,0.11517492396178175,0.512571955007366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,218.91539582437866,free_encoding_drift_rate_Semantic_CMR,0.008880250842548005,0.8551457102633118,0.8086917839748228,0.999437995811682,0.8752609804121209,0.05415642375483093,0.9596908483338005,1.018314216879002,89.76107898081283,0.01636606924017433,0.16684142670783278,8.911399122459589,0.6275207268613977,0.5428702515153134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,217.07758728343467,free_encoding_drift_rate_Semantic_CMR,0.5887650740279851,0.7024037307792729,0.06606348170145349,0.4488467559599071,0.04758914530632791,0.8681969737471569,0.41010363694501367,6.381748533785498,86.74058880336437,0.020939352313098014,0.2189739966776818,2.4748192424631537,0.09708677835724316,0.7924315622018065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,122.6139792831873,free_encoding_drift_rate_Semantic_CMR,0.5604625970041669,0.6561877706476527,0.07357243416255899,0.6462072562794632,0.1900881476501316,0.9833465746009113,0.8083163738074689,0.6080304984198435,31.71763781998581,0.024481948042372192,0.529295746887815,3.8798148515152944,0.6186333021866328,0.39296736606301863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,215.06225353647102,free_encoding_drift_rate_Semantic_CMR,0.5158532259519495,0.8378741453665282,0.003560089280161327,0.7152915287155036,0.6128924973788645,0.45891596275447316,0.5405218642904142,7.367535376160802,8.683861186304355,0.005409138541590863,0.41798214234214726,3.1428387754535207,0.2605719469079979,2.4594861522992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,302.03646113267325,free_encoding_drift_rate_Semantic_CMR,0.8827809974076277,0.948082157850818,0.07511392764676028,0.3533816417792855,0.3922485270863071,0.4174041637841582,0.7930955186531329,6.358020025990115,15.669608801771915,0.0007544300261844161,0.4470780231360809,5.874029943857867,0.20668523864559457,0.19684219597177055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,310.5636868478257,free_encoding_drift_rate_Semantic_CMR,0.7683102071702502,0.65667822082803,0.1527056322401027,0.563811042008654,0.12114003865807066,0.1842127821975451,0.9285746027763235,3.165089076049007,80.78085265442292,0.024259728843032347,0.11139909143520477,4.731418570213673,0.45221425556050016,0.30492620690722916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,228.7025910276607,free_encoding_drift_rate_Semantic_CMR,0.6188924437927903,0.6845658304448727,0.33885865948882765,0.16371173413810686,0.02505737447795786,0.6876361034211788,0.5127929612053295,0.758623266280118,85.33400812225408,0.02614734623656112,0.20532767001454744,2.3073549153315027,0.11057750279312645,0.4574554130578665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,187.0634155960571,free_encoding_drift_rate_Semantic_CMR,0.7831811257710403,0.9800428253255142,0.0775116685316547,0.5878318018982974,0.01130160518531964,0.4490256827325436,0.9860318263513674,10.056050942977699,11.564834054616334,0.05256139243954616,0.18354538952539556,1.918501554043115,0.20978709151930885,0.6327733442363082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,307.85138614482315,free_encoding_drift_rate_Semantic_CMR,0.6068163774385502,0.4451788844556376,0.3481935124297894,0.9640867382068999,0.5434607033464725,0.49418848207012356,0.3914305888888671,0.39898614272433075,37.40493138630503,0.011780834053048065,0.2108651099939437,5.889937182331305,0.1813462437853182,0.4790313809011295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,273.0992332493946,free_encoding_drift_rate_Semantic_CMR,0.4060132050380349,0.7598363406302371,0.09855631087579125,0.8551850769388061,0.5305356280436977,0.683493582373486,0.4826047460323373,1.880020295481465,57.46440071372222,0.021827112450490183,0.15849818098829083,5.699125077113663,0.47860044991534834,0.47843403859250255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,257.56917460849763,free_encoding_drift_rate_Semantic_CMR,0.8013060750246908,0.7094951838240429,0.0775295355761973,0.9449416528891897,0.8894391563761286,0.9866123980281798,0.32051943143155015,4.700982358807081,68.87530827696659,0.011694509519090743,0.2913753505572735,6.832589028624413,0.011736664405749676,0.05129737947961082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,260.3061192155485,free_encoding_drift_rate_Semantic_CMR,0.5799535174282052,0.8319202286241714,0.07216174548234078,0.7230134175857086,0.5741979848110986,0.2264900040512255,0.4248766260048784,13.241384805851588,3.4730072483377015,0.006162119671271171,0.2663244456398175,8.723328698821604,0.109080062757764,0.5829980007208366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,223.224445846508,free_encoding_drift_rate_Semantic_CMR,0.693124833823533,0.7060110410453041,0.010713729530096083,0.9351043010331528,0.7037789415567455,0.5795926329922382,0.7772727929333607,11.7026213967507,45.60035270621901,0.03436426217224042,0.22235934273140234,2.2709389567930263,0.5621493910075767,0.8664193413104186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,320.5206767040643,free_encoding_drift_rate_Semantic_CMR,0.9961978222983069,0.6990426769337399,0.7735301499425623,0.9964392307768661,0.6994752123101784,0.006686555875921062,0.8271240549417509,18.498823651023617,25.157648473401466,0.016060659045817216,0.13268322389010684,3.6909939330030905,0.4807203680997802,0.7990446992900998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,275.8070809855444,free_encoding_drift_rate_Semantic_CMR,0.6230253949924469,0.8818640195292651,0.6646694407045416,0.5843444507316498,0.51029913592992,0.8458066745876769,0.9500058930628208,2.2472827213168927,22.475633633785215,0.00875716375829766,0.26721246863700543,3.7269850006117404,0.15581487015581574,1.0172688374172938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.681205399848,free_encoding_drift_rate_Semantic_CMR,0.661642946070808,0.8861975261981734,0.3587711019119735,0.28671231385895624,0.12780590227603536,0.2577327805104407,0.3731700040402367,0.17965468949670527,63.776492442120094,0.028335060455796212,0.1733018119934489,1.2323957973779065,0.005554956536992188,7.210561489980228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,262.32856813929106,free_encoding_drift_rate_Semantic_CMR,0.769736374426753,0.18233355480512298,0.08455364655424125,0.5272875898224656,0.05248934154635887,0.268803509163022,0.35699142667624545,4.185047866503467,82.45949369746117,0.01169012036746242,0.2287244380254716,2.241270966927982,0.41799522512217,2.531360027433789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,279.97736631852433,free_encoding_drift_rate_Semantic_CMR,0.4233764311315473,0.5064259629103847,0.7248850472604941,0.8624464841431958,0.6537206077246696,0.5668644701702632,0.22190759858447495,13.272347728816655,0.5025061688080115,0.010059190377129046,0.2434408110352173,3.8131469097120045,0.9735729280135039,0.9602624677134664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,243.34556833471396,free_encoding_drift_rate_Semantic_CMR,0.7672482168482554,0.30062067080479327,0.0016840711605141667,0.8727274041942459,0.6285609880598308,0.26026308837584755,0.6057293315892862,5.933306649645715,1.5209201783199617,0.025006653866323558,0.15243373369820645,8.640019652814413,0.31258120849267135,0.2010147340026993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,279.07461365286207,free_encoding_drift_rate_Semantic_CMR,0.40721468073466033,0.1341254600325738,0.13483711570455303,0.4434767354116572,0.17464476113337446,0.25164315914079327,0.3030810500874461,0.7611988847637505,61.25072719858725,0.007239728559054193,0.29681649807212995,5.716461988213279,0.9423405285183225,0.13838985167957585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.17131300000744,free_encoding_drift_rate_Semantic_CMR,0.676842351430452,0.08077180473946145,0.07390899027697284,0.9945117987393008,0.7166192009436416,0.7270596016457217,0.01568201019403449,72.98981252614271,52.413691827034974,0.0040121089107109644,0.49250945852425543,1.1505933564528148,0.17373930841849874,4.567678549473867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,226.7263010746181,free_encoding_drift_rate_Semantic_CMR,0.7308200605507654,0.5008509556606245,0.05168102809547853,0.8461420203761287,0.10662394712123818,0.8980892263828975,0.9209425948388439,4.60691831780143,61.03461411467991,0.00778239436822703,0.33883372582418403,2.887884949882522,0.06320745041967835,0.6457834749264837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,316.4937453770059,free_encoding_drift_rate_Semantic_CMR,0.6911028047739073,0.685060813819644,0.19114705541538968,0.6353961728694613,0.43670808344167805,0.8383131901715236,0.5734722205148698,13.882729617324657,0.4012417673581399,0.026080748443984003,0.13718449611665892,3.196561233832642,0.12647709821865635,6.114807159000966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,243.35163565810535,free_encoding_drift_rate_Semantic_CMR,0.5905251247636354,0.49482560024460426,0.2614416927577663,0.3176667514794473,0.26495708896365494,0.957658151558029,0.4871482904205041,3.3244330722329014,63.02131048319477,0.024791452134387007,0.17310258122897407,3.8765610038512675,0.003929552166363183,1.9764212821738003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,252.64487407430727,free_encoding_drift_rate_Semantic_CMR,0.4530351286490393,0.022155136076984716,0.07755571312844961,0.28799891358112073,0.09242784241126095,0.7100446924261384,0.42316200041404084,0.2072176164812234,7.343223915069508,0.004634796301017818,0.3858534945105605,4.989134378040298,0.10420607741814364,0.46107307706608935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,194.58897694982954,free_encoding_drift_rate_Semantic_CMR,0.08108358383929465,0.8253972060826975,0.7792287549082967,0.927380885398575,0.5331777800543727,0.4479507957046073,0.48953286997140555,0.8268582668753979,33.2676722128618,0.036436574351544626,0.22115248207754057,6.406757716415346,0.6769385116718839,0.15359997860385022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,192.40878713676977,free_encoding_drift_rate_Semantic_CMR,0.4670049682495543,0.9793350333510902,0.08032670219170707,0.1419384058722853,0.005374776582326046,0.45953740837483736,0.790759641087378,4.142904048663823,77.47382393065874,0.015133311516305148,0.4145618699486757,1.6774584801032466,0.18896151580222653,2.127111854999184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
