subject,trial_count,likelihood,model,encoding_drift_rate,start_drift_rate,recall_drift_rate,shared_support,item_support,learning_rate,primacy_scale,primacy_decay,stop_probability_scale,stop_probability_growth,choice_sensitivity,delay_drift_rate,feature_sensitivity,context_sensitivity,learn_first
1,160,3016.544325258873,ICMR_2_0_0,0.7464071711183347,0.04335659502100352,0.6567562700153454,0.0728226810998962,0.9999999999999998,0.20681060644014218,7.775164313668341,62.60502452205434,0.015272317445603471,0.36589520393390174,1.9972053741984706,7.0178492778293406e-09,1,1,False
2,160,3330.1719841668996,ICMR_2_0_0,0.5655609021500358,0.014460029709876046,0.6399651783823069,0.4550410059616497,0.9999999999999998,0.04821790419558579,14.227023427604948,17.76320142062402,0.018708496585566774,0.32597131372812477,4.4170632717091465,0.9480702891983005,1,1,False
3,160,3077.7328153886037,ICMR_2_0_0,0.660548533875765,0.020220087092818754,0.6222861128475354,0.14080421044447403,0.9999999999999998,0.11226561013954542,8.776758096581847,39.070746007566704,0.02508688755254503,0.2987258296433408,2.840829457076608,0.8978549488460268,1,1,False
4,160,3578.355614788029,ICMR_2_0_0,0.5456145382015284,0.029424312094774113,0.8912562813167421,0.3115500900009628,0.9999999999999998,0.10545738137387305,6.240285009847006,16.218493369016922,0.022544023788401472,0.2650395588673651,3.611935635146213,0.9510029672584129,1,1,False
5,160,3472.6516133299247,ICMR_2_0_0,0.7336553457805257,0.011017402292740033,0.658644366942472,0.06199954692863285,0.9999999999999998,0.13878581273088567,14.86557791464665,60.69270971669598,0.017353317786429776,0.3008806566429987,1.838620803859969,0.8622617635173744,1,1,False
6,160,3993.2611212446527,ICMR_2_0_0,0.6505388915400894,0.02862311951056532,0.714268438757549,0.11773938988921069,0.9999999999999998,0.21699884742404693,7.987529460539929,92.03305309356952,0.009655516059967919,0.3210380815645665,2.54228691629702,0.7878076682368759,1,1,False
7,160,2515.559522106962,ICMR_2_0_0,0.6141867139799947,0.0007484357225674534,0.4496598491454499,0.1442540875736561,0.7951741060162383,0.004365269236495735,88.23049654013624,34.25395587311731,0.05351905419084315,0.2412974651045848,3.1923246533829555,0.9350740440144208,1,1,False
8,160,2259.6839499079856,ICMR_2_0_0,0.5324007865161965,2.220446049250313e-16,0.7392439129001858,0.31888654998584004,0.5612102240130091,0.09440549550332232,7.190715527204044,62.730329131456585,0.02554887713646258,0.4014421006522751,5.097124023466734,0.9999999999999998,1,1,False
9,160,3095.8141398749713,ICMR_2_0_0,0.7189410779535331,2.220446049250313e-16,0.7868496663028475,0.9999999999999998,0.16675394511365652,0.1671471554834569,2.2246764393894147,22.615165248671843,0.0296523149836263,0.24619886166479268,4.578669185358132,0.9999989627812069,1,1,False
10,160,3400.8798133370547,ICMR_2_0_0,0.656485607405233,0.03018016636670716,0.5644038896440984,0.2465041195991886,0.9999999999999998,0.08775804762921946,12.962444685086293,96.5580217082671,0.016682455241261666,0.33283726381388046,3.290653774643462,0.945784575761712,1,1,False
11,160,2882.40957009162,ICMR_2_0_0,0.6476008124751502,2.220446049250313e-16,0.8314996979453446,0.1427882520177655,0.9999999999999998,0.1818838497028382,7.865584857889752,69.83077662252711,0.03492599962347937,0.25541035632043785,2.8299617066697507,0.9533111396774948,1,1,False
12,160,3411.033763587714,ICMR_2_0_0,0.46398455780763537,2.220446049250313e-16,0.7754180771452736,0.6343224949874505,0.8021960435380602,0.17763510234541646,4.989850433413465,2.5750200857061767,0.02184256479618046,0.27500626367509007,5.011621073276263,0.9999999999999998,1,1,False
13,160,4039.292936737682,ICMR_2_0_0,0.7561336473717304,0.0004996246800355137,0.9133355860690268,0.07474720622729736,0.5449452181893777,0.18530654700159588,3.8493472747634176,29.12437336303358,0.009227590056949921,0.30819964155712765,2.0645757971885086,0.9991451642734622,1,1,False
14,160,4211.515620677632,ICMR_2_0_0,0.7102838783630547,0.03184072827385715,0.857478955787812,0.9999999999999998,0.0006124879314140026,0.00026402856075739286,3.6543623213376404,3.683591924411595,0.010290168194601589,0.3124399139634053,3.852870358275041,0.9888515167104862,1,1,False
15,160,3207.1795834929735,ICMR_2_0_0,0.5677315693262536,0.0006412806763879636,0.49211520146772825,0.3577154448692919,0.9949987063335463,0.07124459499883434,11.744506605162734,24.06363367594536,0.029330041877002198,0.2678791234577335,4.102678555851761,0.9919105412747472,1,1,False
