subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,1_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
26,8,285.15934546428053,free_2_shared_support_Semantic_CMR,0.7347364704391024,0.04209178921075481,0.7666330879698855,0.7934384413683023,0.647100266010819,0.5954877838110162,0.7687091426469703,0.3144948089371054,0.34371001248167826,33.340663950342226,0.0014841886202720668,0.5160905072111845,0.33247136797007415,5.168551866812864,0.0482358535123254,0.917065530034487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,337.82598866040837,free_2_shared_support_Semantic_CMR,0.7266315231178229,0.21624842037142988,0.8765204211585007,0.7226686763661812,0.8388971146649733,0.5522310899912698,0.6491723916247631,0.7507298750031988,5.767017898205204,2.738418403232032,0.0013395068935744825,0.3336996652836186,0.2433510004766113,7.872785652839304,0.16674899719597985,1.3083292704658223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,258.7185798468922,free_2_shared_support_Semantic_CMR,0.7365339003990996,0.44573348357099285,0.6087107987845333,0.8306882908475557,0.6575944263187585,0.3129302301833662,0.29051606521460416,0.43572546522824385,2.154869675586788,61.80044065180464,0.024122794963555183,0.25943715843326487,0.08241019277203243,7.677506507840397,0.660872724756068,0.13279657284422974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,251.07763354371815,free_2_shared_support_Semantic_CMR,0.8964758382012092,0.35178535074682266,0.29012811446740083,0.9146458240761701,0.17113418831832872,0.21856100113566257,0.9809421600979125,0.3269778686039191,1.145573590369949,90.35243122540051,0.02673007434217739,0.20903374972806876,0.16633138532359215,3.222091569908911,0.12048947003483218,0.42862144364758414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,264.71201034004827,free_2_shared_support_Semantic_CMR,0.7497290330754782,0.19911154549201082,0.4980973497966189,0.358399151855747,0.8282554652500276,0.8524529359214745,0.30403608032381857,0.35798230068248943,13.204449517978858,92.56442581981288,0.01440107558550302,0.25942833384942166,0.23697702656762587,3.849235961147479,0.041710598561012,2.9502999466164024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,272.4338892951338,free_2_shared_support_Semantic_CMR,0.6740390823618988,0.24154949923758448,0.8899428391106641,0.8140798795234174,0.6623668384606302,0.5166971591320701,0.6897443872753459,0.5299449244605797,6.010209626752298,47.37027048051186,0.0019047531604646352,0.4195940229987855,0.5067226598095168,2.4609426078503414,0.3793752152710491,1.607465197997705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,238.5607521316794,free_2_shared_support_Semantic_CMR,0.8888419756485362,0.2952131315592309,0.7170055232528475,0.1965485672998396,0.6075386335317126,0.10222154370364744,0.7004467717384316,0.5714736177535016,29.074783892591505,0.023961849731811924,0.06372939442303366,0.10946176091619186,0.10174185861725338,1.3858113296471828,0.018252861637492845,5.9321410180000465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,310.77286201553886,free_2_shared_support_Semantic_CMR,0.8861288971068679,0.3755814456909479,0.30628408346942093,0.7898913756202005,0.5971755511969148,0.7782223786381183,0.7918418379948997,0.653925623362732,0.21921663220700793,75.61130875278732,0.0031902547317390617,0.3567400195572761,0.2698564856513146,9.026955182470079,0.6756809375970606,0.5305959381655585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,197.5170441532802,free_2_shared_support_Semantic_CMR,0.7298628524549231,0.031914729214249704,0.36902488139637285,0.9657287110118188,0.6119997577287313,0.9804077507108233,0.801995638900097,0.6468564931701946,5.286438734898333,58.53329284018173,0.005153132042464814,0.5852333324896613,0.5220343180447129,6.0795337930796745,0.09645331558470177,0.05604578806280447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,264.1890004782291,free_2_shared_support_Semantic_CMR,0.9558255852699019,0.8204751659733236,0.4330699819844688,0.9947454088638372,0.7480878847984396,0.19726340844758328,0.754999730803872,0.08690838590503175,15.579028030526928,0.17421179858556712,0.002088529031378239,0.5492748261974985,0.34158652421561264,2.4632418015720363,0.7548954414479199,0.7630667302471315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.77984799934785,free_2_shared_support_Semantic_CMR,0.5695444099925844,0.19198876938810855,0.04327603563157956,0.8159963176384362,0.9310734415136079,0.5423745777744863,0.9426998670140105,0.7800076830000219,11.975353742059355,24.909164687617956,0.004305094216657812,0.5167228167166966,0.46441967114521887,1.8410678657968123,0.2777012436640623,7.365315710390438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,361.08517579062743,free_2_shared_support_Semantic_CMR,0.7481794825384122,0.41764372181242343,0.9411624985572518,0.9749172769186183,0.633336975073546,0.4725095711549677,0.305288360461369,0.27578259278827466,4.98988240019731,51.73923251342513,0.006052748563324217,0.2696756976386716,0.19778786566895779,4.512918156440767,0.31635401498582794,0.5589467848263858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,278.8696659496735,free_2_shared_support_Semantic_CMR,0.7267361497770248,0.614884837992657,0.9018677582700483,0.910481868661045,0.4010283825396066,0.3559709771211643,0.22616322993560734,0.7167190617260194,0.3939839905916642,6.178226532278089,0.008534183195077927,0.22630188577611143,0.2974481690826707,6.107280632780832,0.0782268230016337,0.31199499832286826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,219.32640551249582,free_2_shared_support_Semantic_CMR,0.8932253029721953,0.8298697088195686,0.007562038950135963,0.9884771520805008,0.6795901687877091,0.776451571473465,0.14668805100712418,0.440070184972428,0.27547661038034477,0.2740505351164657,0.019145897725738825,0.16879652521796107,0.17012645178111097,9.57947140426152,0.5966166406381522,0.4568392278122788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,214.53113326995177,free_2_shared_support_Semantic_CMR,0.5454869370797222,0.15777866680432479,0.48293225862138495,0.19599921894464484,0.23304693515082414,0.08620013925200078,0.7870359971320268,0.5943687066129814,3.70144419784996,22.66506008700927,0.009270383118271337,0.48558820374459005,0.2575764482915975,4.621855490208328,0.2587522340229922,0.8155558183010143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,115.0373780982118,free_2_shared_support_Semantic_CMR,0.59605311056071,0.018517700771107815,0.9973254353872981,0.013523123385800584,0.0349972453149614,0.2022784905992383,0.5647498800416317,0.9101466714609716,8.591205343324766,67.4787385080803,0.03152141072506137,0.5092993599393374,0.4798242322493129,3.1671303357894285,0.032996336716396235,0.2618380572167842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,214.27731979970972,free_2_shared_support_Semantic_CMR,0.8803101197584298,0.033627461387961244,0.9196020488180823,0.9527118194263636,0.8346762690043417,0.7174683809749224,0.16887399084893645,0.838020412247485,2.1650080977712634,82.01762813531758,0.01670547831984165,0.3133257926888664,0.28071050166520983,5.952590816981872,0.45234824071778057,0.5671492705248085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,302.2213653114611,free_2_shared_support_Semantic_CMR,0.9057560826106239,0.14151830663075604,0.4688524978865048,0.5459145957091744,0.6999098624136345,0.539893788999917,0.8800858173443733,0.8611350485382179,4.102873038078438,26.977426116604025,0.0038473795159606437,0.32011175100228906,0.33682152383637926,8.83883585790536,0.2695378335065685,0.29114126006124885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,303.32028407342955,free_2_shared_support_Semantic_CMR,0.5381198382120321,0.28412630445624054,0.2758274460707923,0.5983864631865544,0.3805116130508857,0.23297300001272173,0.3593162533973023,0.6521536835467034,1.9462379909207135,33.85828530325446,0.008094532255520178,0.3485210450302881,0.1462059147004007,7.690960953296938,0.02948251032230112,0.35020511395648213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,225.31005264924755,free_2_shared_support_Semantic_CMR,0.6281940728642592,0.2665628706868059,0.11992336036803014,0.8675625766400414,0.45964013421352184,0.6551506207759168,0.8826302301438387,0.6860369846083229,1.0306357480469615,16.199606222627317,0.01620188116691912,0.391158026068271,0.21339185627244017,6.666851326262968,0.045136641340817574,0.42399517930783315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,181.43478262420228,free_2_shared_support_Semantic_CMR,0.9444043009635364,0.04926768297997319,0.21127520973960107,0.6006713470776885,0.09422498339365731,0.16637067479121964,0.8657182762911646,0.5710253691336483,7.437464054231782,45.53947300064971,0.014047077456898927,0.5878703192485109,0.24721820446779041,2.294302005210971,0.26975948336220745,0.32400433499431536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,299.9308871929618,free_2_shared_support_Semantic_CMR,0.6424599647187399,0.21323658912422533,0.28529663245487524,0.8858137687511807,0.37656860555689964,0.7112091200811997,0.454907611357158,0.7181503859612489,0.5463096509218062,46.81130824525193,0.001298854050771625,0.43802702212653877,0.3972020575256163,6.856004522736937,0.4109106582826512,0.7217240712864577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,272.41689567907144,free_2_shared_support_Semantic_CMR,0.5364143584318039,0.0893020011645616,0.9829840632981486,0.9794004289124717,0.615862463075681,0.10874891724420743,0.9149817070977178,0.20202248584533367,2.1645157495844245,77.21693604235867,0.018892394280638602,0.27569670829373116,0.15778782235682698,3.3019086597243668,0.14675632430601182,0.44975194714966005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,264.69681242712295,free_2_shared_support_Semantic_CMR,0.6737185733239266,0.5569877303066842,0.9200349692717684,0.9178608989693804,0.5513031619332595,0.12144647136102121,0.8168219060632718,0.6272644311645768,56.699254173002075,16.651165437661227,0.0006651937431505495,0.6335911172393036,0.4958194962521647,0.5237893304184258,0.610575925325682,0.1937390905301939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,259.70532788006517,free_2_shared_support_Semantic_CMR,0.8043215359076903,0.13583207795899138,0.891339299659974,0.3817930012775545,0.6988843177483702,0.6668738375437188,0.20744386978170487,0.5912757744980095,7.116553106015537,2.677566570769514,0.005962586421566773,0.22011446119879174,0.3684438066423992,8.651504274488733,0.039198705816764545,0.4711367315713897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,217.7035139787485,free_2_shared_support_Semantic_CMR,0.8530206618823648,0.07272509553830359,0.8084418040798218,0.583457099292513,0.395509630631761,0.5037068345205924,0.3595354375473084,0.39238945811576653,2.1361692902317486,71.96994065741157,0.02990482920714277,0.3184274173306614,0.1806349070115285,3.29189668812327,0.0769972186894145,0.1641019898650038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,313.57212825424114,free_2_shared_support_Semantic_CMR,0.9722296336732945,0.28393199207982867,0.4275978601266128,0.9221878978773863,0.9111919005934854,0.2942139152741655,0.8636239456702577,0.21285836026113458,51.80838937139143,0.4877912153243855,0.00938255760279616,0.3817521276177853,0.19003225567724336,2.6509698665457626,0.273432494198378,1.6460033193964874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,275.83632980926217,free_2_shared_support_Semantic_CMR,0.7794870601994756,0.18986859383411203,0.35243637776054576,0.9809611934481512,0.10171856822063291,0.25177052821674273,0.6143693505329961,0.6457555686424366,4.118854683767189,53.94446495798426,0.010576606655808063,0.2876034350291521,0.2945436748440695,1.9605680658401203,0.2804734448626005,0.5573292153719356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,250.76887361557056,free_2_shared_support_Semantic_CMR,0.9226923995362297,0.07917604592101829,0.4905118128799608,0.07577401317604776,0.6708916643277778,0.08985149010863835,0.7766030049740834,0.8835063405232368,4.78084355613818,96.18316722326176,0.016804653171494044,0.20800295143764114,0.26531610774301395,1.5423629516227955,0.24635331159138218,3.471321788254276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,255.84082149079762,free_2_shared_support_Semantic_CMR,0.6714337484013747,0.924895090995048,0.02553813711993863,0.8499088410784386,0.20134364811269617,0.07995205139029699,0.6974919054605992,0.42677887438591444,0.04709667396881656,40.02766254745585,0.011100661057037942,0.409908955315891,0.26107942868464207,2.019671895456936,0.10159575534642956,1.102116419150867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,280.42881005201696,free_2_shared_support_Semantic_CMR,0.6991890688118347,0.3938364704832902,0.9105130318428644,0.8490555770955089,0.6354260727054869,0.9726805446361835,0.749577583015389,0.32323259053719455,72.0066493196847,0.2899127352692787,0.007347658360678208,0.33368362328468487,0.25591051341079674,2.3522814306248634,0.2661105315566755,6.4252372706897765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,242.14739269776723,free_2_shared_support_Semantic_CMR,0.6740747884348394,0.05996057282767597,0.9518676695827256,0.872100802206395,0.31263636555494145,0.30672376150265457,0.5399646644252467,0.3262088119786003,15.274873038668296,1.2771285867650022,0.011273959771219588,0.393346201893813,0.13584980065623853,3.7114548196770465,0.17841757295250277,0.2863197834072384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,276.8501508429215,free_2_shared_support_Semantic_CMR,0.3316523608087656,0.25028166897991666,0.8574157775324525,0.29140546706648884,0.5635918258057993,0.3181243384427005,0.9022051841279124,0.29137467131563544,1.4354836063886438,60.79626397874016,0.002547076123640024,0.49617749610419626,0.3600540877053966,9.687660655415701,0.52012337883687,0.10493931790087618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,218.980736957898,free_2_shared_support_Semantic_CMR,0.7829163924494513,0.5719337127389432,0.7093556363272239,0.6510531775751527,0.8770954609894774,0.19870481040270865,0.4906962517859563,0.9740098207143268,1.7441948306312938,44.661815220014034,0.010931050992304792,0.3663572821442642,0.3967948170533049,3.4895232638883087,0.4288704433136584,0.8720433658705229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.22661892341947,free_2_shared_support_Semantic_CMR,0.7309733610161971,0.060385836774299095,0.8265503052642726,0.48059885349689874,0.26715939765745456,0.42496623498638675,0.8350429510216968,0.881666453610894,9.793419116900665,44.63223532639287,0.002706738157414068,0.44198777090024066,0.5390569361256974,4.202458161413919,0.015809033382607918,0.4724881155093925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,319.48572095481364,free_2_shared_support_Semantic_CMR,0.6015310136299002,0.07450819099521405,0.3961034078574301,0.9241508263650904,0.16965295707588346,0.16644782066273428,0.8747641031421574,0.42976821952110966,22.00575845883351,0.41250023315358675,0.02160422393443895,0.12181533254042343,0.10454249618731382,2.647247859688306,0.5293335840721302,7.552366592375322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,238.60142968306806,free_2_shared_support_Semantic_CMR,0.5089990907789876,0.01626236144708515,0.3389797943428089,0.8462880189182007,0.20683654139509966,0.09345752647492678,0.7187728060703749,0.3375653867803765,1.3341189475387978,20.976352360450907,0.03248433620249702,0.27096503952353146,0.1496414391300167,3.029033964897545,0.17576949415461768,1.0281003812036502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,261.0541487385772,free_2_shared_support_Semantic_CMR,0.409609916445049,0.006009364726495492,0.31807981840404254,0.8688451972223172,0.027652965717160805,0.29455318435584243,0.41988976080178153,0.2653684240092533,4.865453114243813,75.26251405979815,0.021385266141967563,0.2577413736970904,0.1989882996825596,2.210251201332855,0.21839160221336001,0.5317849741285698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
