subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_delay_drift_rate
59,8,280.66037940403044,free_2_semantic_scale_Semantic_CMR,0.7009774764096289,0.47578970718957936,0.9006670847517877,0.8107153141366739,0.8334322429724683,0.7794159312244968,0.2114299809154478,86.2364924649369,0.3423686778707946,0.009401762379117995,0.3542729831363447,0.240418139659619,2.5519085755036426,0.6774763150104475,8.086830499687833,7.628138634677222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,239.56177664667328,free_2_semantic_scale_Semantic_CMR,0.6358245468617936,0.5018278205871239,0.9754042723825496,0.948099586677994,0.646000650895703,0.8270169695030112,0.499072729029756,2.6587548899795053,1.4560128533731387,0.005701142618164845,0.529293389028596,0.23941889053305943,6.608856338283856,0.16034995550791642,0.22185443180337394,0.18365396518683053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,285.28380586696926,free_2_semantic_scale_Semantic_CMR,0.5306128075505384,0.24138677228089384,0.3163858677622755,0.1852412795095928,0.05265918297373451,0.9676266773531936,0.7820477030498464,0.37145157234783,83.40830652375546,0.000811895294694609,0.6485214430640482,0.3391382908511211,1.9665116204183706,0.21710350985797688,0.6898626265539409,1.6470530022695575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.4511518795148,free_2_semantic_scale_Semantic_CMR,0.7999957949997968,0.6309268951599936,0.8618197415696229,0.8670989590426532,0.2829965029296966,0.7121684875459389,0.9206488413088483,24.128086073295467,42.866637676789374,0.003301869669090851,0.509159961421906,0.5689526108944047,0.9141042577987939,0.7485307529948244,4.680859332146699,5.000654953755594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,229.76893827935044,free_2_semantic_scale_Semantic_CMR,0.7572695370015318,0.1796389281510643,0.9238469523485989,0.7155751536871675,0.18566395017080867,0.5744259028742297,0.8546184514824956,3.4013378724992758,86.6809282547336,0.017857174313869024,0.2703495055762554,0.2897748015916516,3.429757217661829,0.0034312078032448985,0.4182128976840997,0.7547366511456987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,313.7852648895623,free_2_semantic_scale_Semantic_CMR,0.4764238189380827,0.12004220826698014,0.2469810622391952,0.9150917463819728,0.2782963186395353,0.4049807699674729,0.5677703384836983,7.839470056231882,0.36653454457449897,0.006756839115210744,0.20693362783335445,0.22841417670246322,3.260822448977624,0.7889493824373572,8.28753242690949,2.2010089393505305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,240.86170779348308,free_2_semantic_scale_Semantic_CMR,0.49130530915848697,0.10426877404964546,0.09613638738312641,0.6263858346336701,0.013529099071999229,0.8689647880237277,0.8414482076545424,2.58867157400865,76.88783840143093,0.0374998204219707,0.20666318395337502,0.1600720192071723,2.1113245456563092,0.07474805349844577,1.096617779766384,5.182990198181797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,253.73619907642546,free_2_semantic_scale_Semantic_CMR,0.5239993911533112,0.014545184216451679,0.20237805345580812,0.19720952465332542,0.04425016588563291,0.32328360883811336,0.9150433557277753,1.5027414859143278,50.95400580016866,0.009328545802750332,0.40673606893631487,0.28248214860783083,2.4471202733694195,0.5315259155293143,0.25956750557205766,7.331423129769185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,190.72095637254688,free_2_semantic_scale_Semantic_CMR,0.7837196108219806,0.01781600657580068,0.10077302636161656,0.9112435998391797,0.6721805623717242,0.13356024965612873,0.7508026974607934,6.1148090014109115,17.94697517197781,0.01171394859141417,0.4432400335378208,0.3295606545639753,8.024486969895095,0.3436272734867809,0.3700531101891471,0.3575055719430491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,192.1944403260331,free_2_semantic_scale_Semantic_CMR,0.9973235024429362,0.08325800836419811,0.9582365770802251,0.25283584020521366,0.04902303892729176,0.5916118519344667,0.19103934099175202,21.845214127251612,99.58295483769697,0.0050420012912313905,0.6513306403858996,0.5400807764567066,1.0702749492271284,0.02823074260701003,5.682301718267654,6.799420839890706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,349.62025451980196,free_2_semantic_scale_Semantic_CMR,0.791552802460084,0.048446392753858314,0.9180720521314734,0.9465229834072664,0.24589101924943313,0.9398455848300276,0.3551428988968857,3.620010977900421,28.976952999807544,0.015184652866332249,0.19171832098729347,0.17887586920996146,4.251075896399944,0.3236769246565201,0.29715816302125475,1.4993212957865678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,251.8688767307226,free_2_semantic_scale_Semantic_CMR,0.4679515527489511,0.09654954063614735,0.04885891881940996,0.070210533661559,0.7166736616621977,0.2949350601968188,0.4167818489625093,14.391061275206255,0.14273726309815515,0.03483368449999846,0.17439598353828778,0.06995130812136807,4.5677428121276265,0.302428497068427,4.232420160394627,6.694787451567591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,280.0170505287276,free_2_semantic_scale_Semantic_CMR,0.503999981603391,0.060737253981074824,0.5456595097241264,0.633305541812655,0.23090932611073628,0.8185369434862035,0.9200677966445425,8.16282957773793,0.5255854590920208,0.00883490748678889,0.27457373701960286,0.22746019974988751,4.336357348325556,0.07787025130483366,4.398291025651771,7.654768808556348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,210.26556521778988,free_2_semantic_scale_Semantic_CMR,0.9405263691914203,0.1844779227420778,0.9841043236975371,0.32802453634691375,0.3288653959464577,0.8430226986742417,0.16053905199600388,11.230685881376523,57.31341197913974,0.023428095364039947,0.2136165219181505,0.23330267044800657,2.0275080968425288,0.09846860448694772,7.05312065048483,4.603980739785073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,221.53622188304823,free_2_semantic_scale_Semantic_CMR,0.9228855875083652,0.3114443793135345,0.3352256365982069,0.5149971529952758,0.01982051663468798,0.5278651782634373,0.3808680240571283,5.964137159702766,80.58957925240526,0.003994004752560065,0.5441914984036273,0.47960851762204637,0.7042330353398194,0.09222512928936427,9.13112492913689,4.934764729543729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,243.0734059977224,free_2_semantic_scale_Semantic_CMR,0.9984581247337698,0.15617162517450617,0.670814077072597,0.06832093802281725,0.2228298041513227,0.9030464943246701,0.6599235132596538,10.407287304549051,46.50338012335076,0.013287601559981432,0.2552891792585905,0.3323853977341411,1.692036889855204,0.0039370337914684805,6.280725659860807,0.15715545439897394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,270.9508965566984,free_2_semantic_scale_Semantic_CMR,0.5997135050891692,0.7624839875511269,0.5247557177837113,0.692159385586162,0.6194663911838398,0.061104979793498604,0.8313925228500145,0.27924751560839667,73.46076413954094,0.014288090933529729,0.23748358903035527,0.17359265293300474,9.163631632922815,0.020920543465723807,0.6086616603868151,0.5406048033371071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,327.4534539204442,free_2_semantic_scale_Semantic_CMR,0.7836648330755482,0.8638283774931703,0.3808414402831987,0.979031304995766,0.7510549542217733,0.7872363446765165,0.5482581084517171,0.08227590760208159,59.93527152451088,0.0007505799121196866,0.3474112173659041,0.302685596767704,9.378407939916853,0.24273369322217853,1.0904343476659624,0.4252893633222463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,320.49924307034286,free_2_semantic_scale_Semantic_CMR,0.6959836651042424,0.2868647862580478,0.48625681795411724,0.7581383543165843,0.5666564346078695,0.29159478233888947,0.3475312203190072,0.6932245482214086,73.85975240411379,0.0033716490809286292,0.32669126671878423,0.3164461598871853,6.474663476098797,0.10970037490338497,0.0717872630525429,0.29404458773168685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,253.61001966208505,free_2_semantic_scale_Semantic_CMR,0.5546914568201082,0.005774769903611254,0.008205504488712323,0.11964317634345639,0.44411970739849205,0.38064731720752826,0.12515376925338884,18.926632290005045,3.735626253070677,0.010180016105379774,0.1921426370603676,0.3079726500171933,3.7836322115652594,0.22540973070061832,2.5842569527469985,1.5771028554412414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,337.3456335285972,free_2_semantic_scale_Semantic_CMR,0.8400992175752957,0.154560001123133,0.8510066329150363,0.35510953696479125,0.3200005474680355,0.29512737519657517,0.5198720272167026,3.3197039187609434,26.720387814358247,0.002915296694407765,0.2937158497771266,0.2779420462490503,4.447664313087617,0.5471732682224428,0.5598309203594436,3.6729473132090398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,278.44561992858934,free_2_semantic_scale_Semantic_CMR,0.710789118528047,0.6541832557332825,0.499431928591569,0.31129766593254793,0.30716826133000186,0.39184299034834585,0.8103463937178751,0.5874130126781623,74.40558696595716,0.01157744570607333,0.2921096391175375,0.2623913960156745,4.910805139430706,0.054740130567018486,0.8083286187947136,0.40648836991495596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,293.8764096628574,free_2_semantic_scale_Semantic_CMR,0.6085168956026152,0.7534423651236055,0.4672849111191591,0.6350257782356443,0.3850474893353039,0.29737439186624204,0.8485810884690177,0.049820127518366064,42.23715648361937,0.0020211980509734495,0.37862523713152374,0.3506862607342036,8.807900052999917,0.09717163557434111,0.2639253730124951,0.43629720679968376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,251.68476531106808,free_2_semantic_scale_Semantic_CMR,0.7332191170799988,0.059242464762274794,0.2635378432282872,0.48790718818847983,0.1854016643846383,0.5395992424188143,0.06158191075303321,4.056501300024884,0.5896757002477244,0.009359218432418492,0.3085007756425915,0.29518913083068465,3.6997490398484834,0.3047231907887741,0.8223862940194486,0.5957090702881658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,194.1976095719595,free_2_semantic_scale_Semantic_CMR,0.4175957011853167,0.029414391253738792,0.7544988942790599,0.23736475024330989,0.032439110681969696,0.46068631579501074,0.694889584993118,2.4796912449859008,71.34007563051333,0.026271695246509963,0.3178217397382799,0.22478102812177614,3.5704402076287636,0.14982130210982175,0.12057120145034439,0.4116477507680196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,245.89273858739267,free_2_semantic_scale_Semantic_CMR,0.26384214684772606,0.2962980417808546,0.24842654938916608,0.382960300246086,0.13835612531838498,0.4030647583442542,0.6989050731585842,0.7304492314074196,45.83979247837577,0.006643702585859279,0.31740497126481504,0.3727811478432761,8.647099118943348,0.12349895811594575,0.7341085442065038,0.6101933724562594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,302.9564153779995,free_2_semantic_scale_Semantic_CMR,0.8532149693982631,0.25357450727844416,0.6127299719315524,0.8706489919894129,0.9648851569773496,0.092534917999537,0.8039017575388945,17.669096891149124,4.815180106520515,0.00733173795912595,0.36454921496429904,0.1795332499166875,3.215813249490566,0.22732886838504196,2.8566492606870986,4.377799400222579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,361.6289581544142,free_2_semantic_scale_Semantic_CMR,0.766277574089895,0.005364615452946642,0.8650889934282064,0.8090111734936938,0.3074082936808028,0.40051163761072234,0.8780759567569643,5.216721013002349,99.34667028519885,0.01406724105279994,0.1469689392514404,0.14715445508989333,3.016012338819726,0.48758602604501505,1.6622020817929095,1.2032845196973572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,331.6482606587281,free_2_semantic_scale_Semantic_CMR,0.6227495402524672,0.19622319415243494,0.38762045380552224,0.7055799871901591,0.9635051713711761,0.6726693790672393,0.6940978473976456,15.219402388061035,18.670384029966016,0.02149623908553544,0.14291134555644724,0.18657328056636668,4.614175482374238,0.6864871437592727,6.07774127764138,2.4616647536878853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,247.98974425058623,free_2_semantic_scale_Semantic_CMR,0.788838519936379,0.030938632275061884,0.5557341335710766,0.30535955411159976,0.013135783603608064,0.809624900110447,0.3623525046712781,0.3075035512420712,72.81867647074986,0.021096693852204862,0.2128163729132746,0.1723029320148708,1.8401782269847007,0.31130083765909755,2.4876710761646392,8.160668557790613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,203.2123414991985,free_2_semantic_scale_Semantic_CMR,0.7794730210425087,0.12148418233301872,0.8360486750317118,0.16669257097437695,0.007149440694186937,0.9950047358483675,0.31556465639376996,1.913355888098998,76.69682625991516,0.007583949857184191,0.3336144748520171,0.44446200490744836,1.9115296445085193,0.007572723429233874,1.659827457386633,0.30255237060828666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,258.38967831251034,free_2_semantic_scale_Semantic_CMR,0.6601111670381506,0.29711403738499365,0.5675523731203904,0.7678869106984189,0.09864918037507081,0.5902171486705174,0.6208811788622304,8.941541448743273,17.638322391813105,0.005423040713615546,0.40150756675543064,0.34471612879151614,1.9582073151743016,0.14877279070067168,3.23337115475674,1.0921027246241577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,148.91700815636017,free_2_semantic_scale_Semantic_CMR,0.713037243179334,0.00980314075387767,0.657010553797083,0.9928915230812859,0.7989342266748972,0.6024840825008801,0.7504304298996862,22.544455316237695,24.304108329755746,0.018547350797483375,0.4762031815845109,0.47129237638699806,2.3846242188725926,0.14647060256337158,6.112582321989169,0.2804789227823834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,308.8858247063474,free_2_semantic_scale_Semantic_CMR,0.6147787222320842,0.015071963322576432,0.8242062605330254,0.7684746235592265,0.8898781587114528,0.8545840287375306,0.9973221931701128,25.035244908963783,84.07908779779929,0.00791075579351369,0.2710962637542673,0.22431162405611804,3.692151290316688,0.20634642845289025,2.6603751074223374,7.723451636520997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,265.0870168095457,free_2_semantic_scale_Semantic_CMR,0.24266281022896863,0.3687320276396309,0.3587009907780404,0.38380469481500795,0.5707278818374155,0.4711195575259193,0.6241994989509425,2.313192823205739,53.2605092242938,0.010291360606977495,0.28634584139653807,0.2823643587289313,5.01071231310473,0.37151202731183725,4.3118159836671595,3.8231412996168315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
