subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,1_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
45,8,216.3191235673214,free_4_start_drift_rate_Semantic_CMR,0.8921223887009497,0.20372486684749824,0.21271515215964165,0.7242998761711066,0.47265129557555635,0.7489008396482217,0.22805264898153849,0.4123874455982765,0.17705906309613134,17.647554733873996,59.873290824255534,0.011569563385457615,0.3592968631660325,0.31444185556563653,1.4547717821011847,2.859102502598679,0.20450863598905505,4.553807526338451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,302.28519425187915,free_4_start_drift_rate_Semantic_CMR,0.8574769786539456,0.04445316933344194,0.22086904853639763,0.4050538442277434,0.6619548930533837,0.7375329607646265,0.2579198520701258,0.8015966476516521,0.9856697050168427,2.515531062062189,34.37313062166386,0.003841664738918266,0.31966729857401044,0.2946238579669577,9.421464353959111,8.744130660361787,0.018608127650564937,0.41127682635686397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,303.05696101917005,free_4_start_drift_rate_Semantic_CMR,0.5544770314596346,0.38219625624191916,0.5052638772676963,0.15592176388583717,0.5220369032608444,0.1336439290356624,0.6246820707035814,0.3868701137152066,0.7107896666759829,1.0526117543030153,37.72786878624964,0.007083207469816499,0.342240052341265,0.12064334732959292,4.262678509392025,6.192447628916666,0.10776101518287323,0.22344978597805998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,222.76994507388036,free_4_start_drift_rate_Semantic_CMR,0.6120772326954398,0.18672517736467803,0.7229567243798654,0.2244302874374528,0.10174231009897022,0.5403132391236893,0.706021799443637,0.7432470415825166,0.3163295690090827,0.12379343724732905,26.385803758828295,0.009650927335718373,0.3961093658696777,0.24457445893269103,7.519659656587111,7.674204834833075,0.035246354617367026,0.2820270305132242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,181.49930676161512,free_4_start_drift_rate_Semantic_CMR,0.9838392863025005,0.24565403417764084,0.21765349325909925,0.38023931921725196,0.7080173424647914,0.0034568081174406098,0.7616276581085374,0.3722197564095171,0.6468889151167657,2.093606915167548,17.632948921143836,0.012856059562069274,0.6210461589035773,0.2657204094679985,1.9759690834877897,1.4956494255842951,0.22747347193895892,0.28136300003282766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,302.31242236727303,free_4_start_drift_rate_Semantic_CMR,0.7682077457599427,0.018884356908560496,0.8093600390446722,0.022103655031940728,0.9544267524082032,0.47003175748217285,0.8444606933889733,0.11851434262720656,0.8545528385267247,1.495911363860344,60.82099449339452,0.005916456851265517,0.29233722331176004,0.2925021685380633,7.902594609165524,4.758234495424447,0.5923340655078626,0.6800421023044043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,276.19619119241304,free_4_start_drift_rate_Semantic_CMR,0.8558778313846955,0.1752181286732189,0.1417093812807958,0.6390369821071533,0.9591681321678215,0.07198704791167482,0.06792813819507765,0.3241019127139848,0.37956448764661505,0.31429692700240963,81.49874551845497,0.020626590252108057,0.22861684515273328,0.1248895391297733,1.9979552080188134,1.886735674773334,0.4685379396126377,0.5293506470753275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,259.9772814270043,free_4_start_drift_rate_Semantic_CMR,0.6655808366890013,0.013460198548803426,0.39439563413191164,0.25874484192660613,0.9564341529848487,0.11967347325599237,0.30831439325129895,0.5109395026775574,0.20059842938854078,16.18842382425199,21.927948277074872,0.010388206639621256,0.3495869013379931,0.28130350832483675,1.9495392583317828,1.859677325651341,0.2642838425035172,0.10220701303920432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,260.4772426132985,free_4_start_drift_rate_Semantic_CMR,0.6993909939828346,0.2013108359145826,0.5913311279724212,0.9372271819797144,0.7195089611009272,0.7342825760901057,0.16416032340445047,0.6516033752156125,0.5249861499475476,5.228525730109084,79.63388846839956,0.0026269787120548616,0.2920989290501206,0.4420472872654493,7.654102012095921,6.539662649582824,0.04744176975122655,0.5759613126876921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,216.29406735910555,free_4_start_drift_rate_Semantic_CMR,0.4846955083150579,0.26015075616751593,0.09176838717470667,0.9254328674543192,0.0464055796789083,0.7867014792512663,0.28190342468926377,0.4969852522217373,0.8213613325263687,1.4254087728302318,85.73384225607238,0.010869659194664276,0.4159414122600839,0.2751523964228012,7.820710699490057,7.12565626940742,0.39672735245055074,0.3827705793823216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,299.7256765838264,free_4_start_drift_rate_Semantic_CMR,0.641342410597527,0.45439672006313436,0.9691939123703912,0.4952099850451843,0.18616484318724674,0.6219172605862153,0.20570659108291212,0.5927123455701744,0.5552464602499547,1.71378745079884,78.62537079903358,0.0004237936899386674,0.6289254240301725,0.3854936886640363,7.605161112178754,8.558852305096408,0.02063256819452358,0.4787836199211428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,277.4669375276109,free_4_start_drift_rate_Semantic_CMR,0.5864064123096426,0.009282113901265931,0.2804274291489286,0.3802502120945754,0.18741868566061687,0.578343257630904,0.42417602365899076,0.7923410406012644,0.7707307670281208,24.162375587521844,0.686878025072744,0.0058291716960187645,0.4181178335984024,0.25881340330052716,2.05401356517637,2.705573434404012,0.7184860667878827,4.4078461923878045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,250.80403018883237,free_4_start_drift_rate_Semantic_CMR,0.7630001868951208,0.005274410771860408,0.2751757026986446,0.4825498127497801,0.6757691483558133,0.28924543478400916,0.8285168926125447,0.7475149698489931,0.34783360313528405,1.2063269962502245,44.056709635392664,0.01974429531574483,0.1940077824062698,0.2502909382720389,2.5688250657368625,3.2695156541072707,0.20785220338745544,0.5103151322233415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,254.33178523259926,free_4_start_drift_rate_Semantic_CMR,0.6219453490416218,0.1188841495255431,0.9975811993808879,0.4792008184824944,0.5913118860053936,0.04798766851693714,0.3269190759003636,0.23634881770369437,0.5475113394247677,0.9324233031896796,79.99757229687012,0.0060298868027556796,0.43110499430116,0.27580350492204353,1.8595683839528396,2.164357461307306,0.08336645777661361,4.146641012086732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,274.9290651290333,free_4_start_drift_rate_Semantic_CMR,0.4523156729379063,0.8915874833067144,0.48020858689960766,0.8648088090785114,0.8596572182032766,0.8437883075648548,0.7038124466479436,0.5137988673263714,0.38647075438013184,5.779058367471696,0.525328100152146,0.0030269832840005904,0.4645433395992148,0.2826342880107242,5.509853317729219,6.730726074906226,0.6447227892735693,0.930428162664594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,236.2351770093735,free_4_start_drift_rate_Semantic_CMR,0.4957493326503195,0.0890646066692587,0.8595312542365197,0.526051222990804,0.45765885819950713,0.2018051413330353,0.525376859728465,0.7023795664948854,0.6137483534653914,1.351911233011542,1.68548941714306,0.006702411709732847,0.41625118345670664,0.2611743277930234,7.406646878952663,7.210462472660369,0.5427029635807579,0.31839176347581954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,278.36148330042533,free_4_start_drift_rate_Semantic_CMR,0.3714773760895449,0.0709446056504548,0.4247125295143298,0.5170986435322359,0.05864100626016916,0.18880401672194402,0.2383843155788874,0.23993600529513137,0.5361035284048347,0.509732483782507,83.24834044001085,0.0026261930798839317,0.5028179300972244,0.3210571787685792,3.8835608625669216,5.51024182340111,0.8744477923349177,0.1978341703518609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,217.36667781672648,free_4_start_drift_rate_Semantic_CMR,0.5241563295702083,0.4469447179905937,0.4066494144924634,0.7385132672727676,0.7790476046872893,0.5946752744447573,0.4857529797427804,0.8254512673650964,0.5219711884618473,3.3470593907555397,85.54834033710796,0.005439052273474021,0.440884585305267,0.5179279442089033,0.3765204801765005,6.187681420985305,0.6960235948204924,0.37670941348774534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.28108911700804,free_4_start_drift_rate_Semantic_CMR,0.8698191232467847,0.13163279738863437,0.18197906410987635,0.974809916982086,0.6359841379453535,0.18315150307166306,0.976616674648352,0.045689752620589386,0.671562069444683,2.8057279083955677,88.05946651382445,0.002345798392966947,0.46097228998076023,0.4790030324884622,3.171814907265155,3.336519240724154,0.052113404744624836,0.24852564379415742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
