subject,list,item,input,output,study,recall,repeat,intrusion,first_input,condition,prior_list,prior_input
118,0,0,1,,True,False,0,False,1,1.0,,
118,0,0,8,,True,False,0,False,8,1.0,,
118,0,0,19,,True,False,0,False,19,1.0,,
118,0,1,2,9.0,True,True,0,False,2,1.0,,
118,0,2,3,,True,False,0,False,3,1.0,,
118,0,2,18,,True,False,0,False,18,1.0,,
118,0,2,31,,True,False,0,False,31,1.0,,
118,0,3,4,,True,False,0,False,4,1.0,,
118,0,3,10,,True,False,0,False,10,1.0,,
118,0,3,16,,True,False,0,False,16,1.0,,
118,0,4,5,,True,False,0,False,5,1.0,,
118,0,4,15,,True,False,0,False,15,1.0,,
118,0,4,29,,True,False,0,False,29,1.0,,
118,0,5,6,,True,False,0,False,6,1.0,,
118,0,5,12,,True,False,0,False,12,1.0,,
118,0,5,28,,True,False,0,False,28,1.0,,
118,0,6,7,,True,False,0,False,7,1.0,,
118,0,6,14,,True,False,0,False,14,1.0,,
118,0,6,25,,True,False,0,False,25,1.0,,
118,0,7,9,,True,False,0,False,9,1.0,,
118,0,7,17,,True,False,0,False,17,1.0,,
118,0,7,34,,True,False,0,False,34,1.0,,
118,0,8,11,,True,False,0,False,11,1.0,,
118,0,8,26,,True,False,0,False,26,1.0,,
118,0,8,44,,True,False,0,False,44,1.0,,
118,0,9,13,6.0,True,True,0,False,13,1.0,,
118,0,1,20,,True,False,0,False,20,1.0,,
118,0,1,27,,True,False,0,False,27,1.0,,
118,0,9,21,,True,False,0,False,21,1.0,,
118,0,9,39,,True,False,0,False,39,1.0,,
118,0,10,22,,True,False,0,False,22,1.0,,
118,0,10,33,,True,False,0,False,33,1.0,,
118,0,10,43,,True,False,0,False,43,1.0,,
118,0,11,23,,True,False,0,False,23,1.0,,
118,0,11,30,,True,False,0,False,30,1.0,,
118,0,11,46,,True,False,0,False,46,1.0,,
118,0,12,24,,True,False,0,False,24,1.0,,
118,0,12,32,,True,False,0,False,32,1.0,,
118,0,12,49,,True,False,0,False,49,1.0,,
118,0,13,35,3.0,True,True,0,False,35,1.0,,
118,0,14,36,2.0,True,True,0,False,36,1.0,,
118,0,15,37,1.0,True,True,0,False,37,1.0,,
118,0,16,38,,True,False,0,False,38,1.0,,
118,0,16,45,,True,False,0,False,45,1.0,,
118,0,16,59,,True,False,0,False,59,1.0,,
118,0,17,40,8.0,True,True,0,False,40,1.0,,
118,0,13,41,,True,False,0,False,41,1.0,,
118,0,13,55,,True,False,0,False,55,1.0,,
118,0,18,42,,True,False,0,False,42,1.0,,
118,0,18,50,,True,False,0,False,50,1.0,,
118,0,18,65,,True,False,0,False,65,1.0,,
118,0,19,47,,True,False,0,False,47,1.0,,
118,0,19,64,,True,False,0,False,64,1.0,,
118,0,19,72,,True,False,0,False,72,1.0,,
118,0,17,48,,True,False,0,False,48,1.0,,
118,0,17,62,,True,False,0,False,62,1.0,,
118,0,14,51,,True,False,0,False,51,1.0,,
118,0,14,61,,True,False,0,False,61,1.0,,
118,0,20,52,,True,False,0,False,52,1.0,,
118,0,20,58,,True,False,0,False,58,1.0,,
118,0,20,77,,True,False,0,False,77,1.0,,
118,0,21,53,4.0,True,True,0,False,53,1.0,,
118,0,15,54,,True,False,0,False,54,1.0,,
118,0,15,60,,True,False,0,False,60,1.0,,
118,0,22,56,5.0,True,True,0,False,56,1.0,,
118,0,23,57,,True,False,0,False,57,1.0,,
118,0,23,70,,True,False,0,False,70,1.0,,
118,0,23,83,,True,False,0,False,83,1.0,,
118,0,24,63,,True,False,0,False,63,1.0,,
118,0,24,76,,True,False,0,False,76,1.0,,
118,0,24,82,,True,False,0,False,82,1.0,,
118,0,25,66,,True,False,0,False,66,1.0,,
118,0,25,75,,True,False,0,False,75,1.0,,
118,0,25,87,,True,False,0,False,87,1.0,,
118,0,26,67,,True,False,0,False,67,1.0,,
118,0,26,78,,True,False,0,False,78,1.0,,
118,0,26,84,,True,False,0,False,84,1.0,,
118,0,27,68,,True,False,0,False,68,1.0,,
118,0,27,79,,True,False,0,False,79,1.0,,
118,0,27,85,,True,False,0,False,85,1.0,,
118,0,28,69,10.0,True,True,0,False,69,1.0,,
118,0,29,71,7.0,True,True,0,False,71,1.0,,
118,0,21,73,,True,False,0,False,73,1.0,,
118,0,21,90,,True,False,0,False,90,1.0,,
118,0,22,74,,True,False,0,False,74,1.0,,
118,0,22,86,,True,False,0,False,86,1.0,,
118,0,28,80,,True,False,0,False,80,1.0,,
118,0,28,88,,True,False,0,False,88,1.0,,
118,0,29,81,,True,False,0,False,81,1.0,,
118,0,29,89,,True,False,0,False,89,1.0,,
118,1,0,1,1.0,True,True,0,False,1,1.0,,
118,1,1,2,4.0,True,True,0,False,2,1.0,,
118,1,2,3,,True,False,0,False,3,1.0,,
118,1,2,10,,True,False,0,False,10,1.0,,
118,1,2,23,,True,False,0,False,23,1.0,,
118,1,3,4,,True,False,0,False,4,1.0,,
118,1,3,12,,True,False,0,False,12,1.0,,
118,1,3,26,,True,False,0,False,26,1.0,,
118,1,4,5,,True,False,0,False,5,1.0,,
118,1,4,11,,True,False,0,False,11,1.0,,
118,1,4,20,,True,False,0,False,20,1.0,,
118,1,5,6,,True,False,0,False,6,1.0,,
118,1,5,21,,True,False,0,False,21,1.0,,
118,1,5,41,,True,False,0,False,41,1.0,,
118,1,6,7,,True,False,0,False,7,1.0,,
118,1,6,24,,True,False,0,False,24,1.0,,
118,1,6,40,,True,False,0,False,40,1.0,,
118,1,7,8,,True,False,0,False,8,1.0,,
118,1,7,14,,True,False,0,False,14,1.0,,
118,1,7,29,,True,False,0,False,29,1.0,,
118,1,1,9,,True,False,0,False,9,1.0,,
118,1,1,27,,True,False,0,False,27,1.0,,
118,1,8,13,,True,False,0,False,13,1.0,,
118,1,8,19,,True,False,0,False,19,1.0,,
118,1,8,30,,True,False,0,False,30,1.0,,
118,1,9,15,,True,False,0,False,15,1.0,,
118,1,9,34,,True,False,0,False,34,1.0,,
118,1,9,46,,True,False,0,False,46,1.0,,
118,1,0,16,,True,False,0,False,16,1.0,,
118,1,0,25,,True,False,0,False,25,1.0,,
118,1,10,17,3.0,True,True,0,False,17,1.0,,
118,1,11,18,,True,False,0,False,18,1.0,,
118,1,11,28,,True,False,0,False,28,1.0,,
118,1,11,38,,True,False,0,False,38,1.0,,
118,1,12,22,,True,False,0,False,22,1.0,,
118,1,12,32,,True,False,0,False,32,1.0,,
118,1,12,44,,True,False,0,False,44,1.0,,
118,1,10,31,,True,False,0,False,31,1.0,,
118,1,10,47,,True,False,0,False,47,1.0,,
118,1,13,33,,True,False,0,False,33,1.0,,
118,1,13,43,,True,False,0,False,43,1.0,,
118,1,13,51,,True,False,0,False,51,1.0,,
118,1,14,35,,True,False,0,False,35,1.0,,
118,1,14,42,,True,False,0,False,42,1.0,,
118,1,14,60,,True,False,0,False,60,1.0,,
118,1,15,36,,True,False,0,False,36,1.0,,
118,1,15,45,,True,False,0,False,45,1.0,,
118,1,15,61,,True,False,0,False,61,1.0,,
118,1,16,37,,True,False,0,False,37,1.0,,
118,1,16,49,,True,False,0,False,49,1.0,,
118,1,16,58,,True,False,0,False,58,1.0,,
118,1,17,39,,True,False,0,False,39,1.0,,
118,1,17,48,,True,False,0,False,48,1.0,,
118,1,17,59,,True,False,0,False,59,1.0,,
118,1,18,50,,True,False,0,False,50,1.0,,
118,1,18,64,,True,False,0,False,64,1.0,,
118,1,18,77,,True,False,0,False,77,1.0,,
118,1,19,52,6.0,True,True,0,False,52,1.0,,
118,1,20,53,,True,False,0,False,53,1.0,,
118,1,20,62,,True,False,0,False,62,1.0,,
118,1,20,73,,True,False,0,False,73,1.0,,
118,1,21,54,7.0,True,True,0,False,54,1.0,,
118,1,22,55,,True,False,0,False,55,1.0,,
118,1,22,65,,True,False,0,False,65,1.0,,
118,1,22,85,,True,False,0,False,85,1.0,,
118,1,23,56,,True,False,0,False,56,1.0,,
118,1,23,70,,True,False,0,False,70,1.0,,
118,1,23,88,,True,False,0,False,88,1.0,,
118,1,24,57,,True,False,0,False,57,1.0,,
118,1,24,74,,True,False,0,False,74,1.0,,
118,1,24,80,,True,False,0,False,80,1.0,,
118,1,21,63,,True,False,0,False,63,1.0,,
118,1,21,69,,True,False,0,False,69,1.0,,
118,1,25,66,,True,False,0,False,66,1.0,,
118,1,25,76,,True,False,0,False,76,1.0,,
118,1,25,82,,True,False,0,False,82,1.0,,
118,1,19,67,,True,False,0,False,67,1.0,,
118,1,19,84,,True,False,0,False,84,1.0,,
118,1,26,68,5.0,True,True,0,False,68,1.0,,
118,1,27,71,8.0,True,True,0,False,71,1.0,,
118,1,28,72,2.0,True,True,0,False,72,1.0,,
118,1,29,75,,True,False,0,False,75,1.0,,
118,1,29,81,,True,False,0,False,81,1.0,,
118,1,29,87,,True,False,0,False,87,1.0,,
118,1,27,78,,True,False,0,False,78,1.0,,
118,1,27,86,,True,False,0,False,86,1.0,,
118,1,28,79,,True,False,0,False,79,1.0,,
118,1,28,90,,True,False,0,False,90,1.0,,
118,1,26,83,,True,False,0,False,83,1.0,,
118,1,26,89,,True,False,0,False,89,1.0,,
118,2,0,1,,True,False,0,False,1,1.0,,
118,2,0,8,,True,False,0,False,8,1.0,,
118,2,0,28,,True,False,0,False,28,1.0,,
118,2,1,2,4.0,True,True,0,False,2,1.0,,
118,2,2,3,7.0,True,True,0,False,3,1.0,,
118,2,3,4,9.0,True,True,0,False,4,1.0,,
118,2,4,5,11.0,True,True,0,False,5,1.0,,
118,2,5,6,,True,False,0,False,6,1.0,,
118,2,5,14,,True,False,0,False,14,1.0,,
118,2,5,26,,True,False,0,False,26,1.0,,
118,2,6,7,,True,False,0,False,7,1.0,,
118,2,6,15,,True,False,0,False,15,1.0,,
118,2,6,25,,True,False,0,False,25,1.0,,
118,2,7,9,8.0,True,True,0,False,9,1.0,,
118,2,1,10,,True,False,0,False,10,1.0,,
118,2,1,30,,True,False,0,False,30,1.0,,
118,2,3,11,,True,False,0,False,11,1.0,,
118,2,3,27,,True,False,0,False,27,1.0,,
118,2,2,12,,True,False,0,False,12,1.0,,
118,2,2,24,,True,False,0,False,24,1.0,,
118,2,4,13,,True,False,0,False,13,1.0,,
118,2,4,19,,True,False,0,False,19,1.0,,
118,2,7,16,,True,False,0,False,16,1.0,,
118,2,7,22,,True,False,0,False,22,1.0,,
118,2,8,17,,True,False,0,False,17,1.0,,
118,2,8,35,,True,False,0,False,35,1.0,,
118,2,8,53,,True,False,0,False,53,1.0,,
118,2,9,18,10.0,True,True,0,False,18,1.0,,
118,2,10,20,5.0,True,True,0,False,20,1.0,,
118,2,11,21,6.0,True,True,0,False,21,1.0,,
118,2,12,23,,True,False,0,False,23,1.0,,
118,2,12,41,,True,False,0,False,41,1.0,,
118,2,12,59,,True,False,0,False,59,1.0,,
118,2,9,29,,True,False,0,False,29,1.0,,
118,2,9,48,,True,False,0,False,48,1.0,,
118,2,10,31,,True,False,0,False,31,1.0,,
118,2,10,37,,True,False,0,False,37,1.0,,
118,2,11,32,,True,False,0,False,32,1.0,,
118,2,11,38,,True,False,0,False,38,1.0,,
118,2,13,33,,True,False,0,False,33,1.0,,
118,2,13,52,,True,False,0,False,52,1.0,,
118,2,13,60,,True,False,0,False,60,1.0,,
118,2,14,34,,True,False,0,False,34,1.0,,
118,2,14,40,,True,False,0,False,40,1.0,,
118,2,14,47,,True,False,0,False,47,1.0,,
118,2,15,36,,True,False,0,False,36,1.0,,
118,2,15,55,,True,False,0,False,55,1.0,,
118,2,15,64,,True,False,0,False,64,1.0,,
118,2,16,39,,True,False,0,False,39,1.0,,
118,2,16,51,,True,False,0,False,51,1.0,,
118,2,16,63,,True,False,0,False,63,1.0,,
118,2,17,42,,True,False,0,False,42,1.0,,
118,2,17,49,,True,False,0,False,49,1.0,,
118,2,17,67,,True,False,0,False,67,1.0,,
118,2,18,43,,True,False,0,False,43,1.0,,
118,2,18,50,,True,False,0,False,50,1.0,,
118,2,18,56,,True,False,0,False,56,1.0,,
118,2,19,44,,True,False,0,False,44,1.0,,
118,2,19,54,,True,False,0,False,54,1.0,,
118,2,19,73,,True,False,0,False,73,1.0,,
118,2,20,45,,True,False,0,False,45,1.0,,
118,2,20,57,,True,False,0,False,57,1.0,,
118,2,20,71,,True,False,0,False,71,1.0,,
118,2,21,46,,True,False,0,False,46,1.0,,
118,2,21,58,,True,False,0,False,58,1.0,,
118,2,21,72,,True,False,0,False,72,1.0,,
118,2,22,61,,True,False,0,False,61,1.0,,
118,2,22,78,,True,False,0,False,78,1.0,,
118,2,22,84,,True,False,0,False,84,1.0,,
118,2,23,62,,True,False,0,False,62,1.0,,
118,2,23,82,,True,False,0,False,82,1.0,,
118,2,23,88,,True,False,0,False,88,1.0,,
118,2,24,65,1.0,True,True,0,False,65,1.0,,
118,2,25,66,,True,False,0,False,66,1.0,,
118,2,25,83,,True,False,0,False,83,1.0,,
118,2,25,89,,True,False,0,False,89,1.0,,
118,2,26,68,,True,False,0,False,68,1.0,,
118,2,26,74,,True,False,0,False,74,1.0,,
118,2,26,80,,True,False,0,False,80,1.0,,
118,2,27,69,,True,False,0,False,69,1.0,,
118,2,27,77,,True,False,0,False,77,1.0,,
118,2,27,86,,True,False,0,False,86,1.0,,
118,2,28,70,2.0,True,True,0,False,70,1.0,,
118,2,29,75,3.0,True,True,0,False,75,1.0,,
118,2,28,76,,True,False,0,False,76,1.0,,
118,2,28,85,,True,False,0,False,85,1.0,,
118,2,24,79,,True,False,0,False,79,1.0,,
118,2,24,87,,True,False,0,False,87,1.0,,
118,2,29,81,,True,False,0,False,81,1.0,,
118,2,29,90,,True,False,0,False,90,1.0,,
118,3,0,1,2.0,True,True,0,False,1,1.0,,
118,3,1,2,5.0,True,True,0,False,2,1.0,,
118,3,2,3,9.0,True,True,0,False,3,1.0,,
118,3,3,4,,True,False,0,False,4,1.0,,
118,3,3,10,,True,False,0,False,10,1.0,,
118,3,3,17,,True,False,0,False,17,1.0,,
118,3,4,5,6.0,True,True,0,False,5,1.0,,
118,3,5,6,7.0,True,True,0,False,6,1.0,,
118,3,6,7,11.0,True,True,0,False,7,1.0,,
118,3,7,8,,True,False,0,False,8,1.0,,
118,3,7,14,,True,False,0,False,14,1.0,,
118,3,7,33,,True,False,0,False,33,1.0,,
118,3,8,9,,True,False,0,False,9,1.0,,
118,3,8,18,,True,False,0,False,18,1.0,,
118,3,8,24,,True,False,0,False,24,1.0,,
118,3,0,11,,True,False,0,False,11,1.0,,
118,3,0,30,,True,False,0,False,30,1.0,,
118,3,5,12,,True,False,0,False,12,1.0,,
118,3,5,26,,True,False,0,False,26,1.0,,
118,3,9,13,,True,False,0,False,13,1.0,,
118,3,9,20,,True,False,0,False,20,1.0,,
118,3,9,39,,True,False,0,False,39,1.0,,
118,3,6,15,,True,False,0,False,15,1.0,,
118,3,6,23,,True,False,0,False,23,1.0,,
118,3,4,16,,True,False,0,False,16,1.0,,
118,3,4,29,,True,False,0,False,29,1.0,,
118,3,10,19,,True,False,0,False,19,1.0,,
118,3,10,25,,True,False,0,False,25,1.0,,
118,3,10,35,,True,False,0,False,35,1.0,,
118,3,1,21,,True,False,0,False,21,1.0,,
118,3,1,27,,True,False,0,False,27,1.0,,
118,3,2,22,,True,False,0,False,22,1.0,,
118,3,2,28,,True,False,0,False,28,1.0,,
118,3,11,31,8.0,True,True,0,False,31,1.0,,
118,3,12,32,,True,False,0,False,32,1.0,,
118,3,12,52,,True,False,0,False,52,1.0,,
118,3,12,61,,True,False,0,False,61,1.0,,
118,3,13,34,,True,False,0,False,34,1.0,,
118,3,13,47,,True,False,0,False,47,1.0,,
118,3,13,62,,True,False,0,False,62,1.0,,
118,3,14,36,,True,False,0,False,36,1.0,,
118,3,14,44,,True,False,0,False,44,1.0,,
118,3,14,58,,True,False,0,False,58,1.0,,
118,3,15,37,,True,False,0,False,37,1.0,,
118,3,15,43,,True,False,0,False,43,1.0,,
118,3,15,49,,True,False,0,False,49,1.0,,
118,3,16,38,,True,False,0,False,38,1.0,,
118,3,16,54,,True,False,0,False,54,1.0,,
118,3,16,63,,True,False,0,False,63,1.0,,
118,3,17,40,,True,False,0,False,40,1.0,,
118,3,17,46,,True,False,0,False,46,1.0,,
118,3,17,55,,True,False,0,False,55,1.0,,
118,3,18,41,,True,False,0,False,41,1.0,,
118,3,18,48,,True,False,0,False,48,1.0,,
118,3,18,56,,True,False,0,False,56,1.0,,
118,3,19,42,,True,False,0,False,42,1.0,,
118,3,19,51,,True,False,0,False,51,1.0,,
118,3,19,60,,True,False,0,False,60,1.0,,
118,3,20,45,,True,False,0,False,45,1.0,,
118,3,20,53,,True,False,0,False,53,1.0,,
118,3,20,66,,True,False,0,False,66,1.0,,
118,3,11,50,,True,False,0,False,50,1.0,,
