subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,1_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
38,8,279.48779398354674,free_4_shared_support_Semantic_CMR,0.667856136902018,0.6048207515898185,0.25898574736515795,0.8213729004656672,0.6689741399125685,0.43585234645239146,0.4549472047906351,0.7985029463124134,0.2567769402945297,14.4528121035188,0.2576851134894688,0.018864229844947684,0.3107066465624302,0.05252514247197447,1.7526082299922694,1.9949881629091548,0.6198651286933543,2.7868704771493835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,262.8637183240845,free_4_shared_support_Semantic_CMR,0.5120322615639782,0.459172735140546,0.07468173773947057,0.10610219549293182,0.04501971607206967,0.09568862052824739,0.45183577583944073,0.04232925657256292,0.8239269694670266,1.2896492549758634,50.94009768558614,0.009122161425392461,0.4193303858677577,0.4345654101059617,2.263468217669835,2.120657925757541,0.9218242256307094,1.5262771469147616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,362.50882253548605,free_4_shared_support_Semantic_CMR,0.4963005355733633,0.49012589347462515,0.6518723719144721,0.4753230014012038,0.8723336055837234,0.22466366429292478,0.8335864471064303,0.5804160635591544,0.42034688667801073,6.2782775087469105,0.6294929760881303,0.0015060773802520466,0.3232843746929728,0.26652739833770145,1.897418977481836,3.3034505481984415,0.11855279177614236,5.957898272436557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,277.0135293461617,free_4_shared_support_Semantic_CMR,0.7737250908629303,0.7316710696845496,0.8516473729150214,0.9668859918317324,0.5373741232301206,0.29206085360595946,0.6419942504745046,0.7369210128482017,0.5744306710936128,0.174544439483995,44.610861843688845,0.013393033842355295,0.18458818499193086,0.228110841464777,8.345479017516993,4.871536868685576,0.3851935307141099,0.19033593618219236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,229.73537995081136,free_4_shared_support_Semantic_CMR,0.8778618467077846,0.4389887536464126,0.3169477604821272,0.9126789580666443,0.6938938553205359,0.4766324591916428,0.6396022828609693,0.4754447970424664,0.8089368703449569,2.654568061275174,0.15254090398329043,0.03931168257186597,0.15420878973594254,0.09274777739215069,4.27391534094005,6.33528145172556,0.8022365072345854,2.9746080556667622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,212.86241617711846,free_4_shared_support_Semantic_CMR,0.7223079103923756,0.06093563785011402,0.8214682264236064,0.18986607703395209,0.00636734573149822,0.25979752914188203,0.9350747011118705,0.8438348096727175,0.8008959085650423,14.225454160833358,84.23199488945048,0.012623142619290095,0.4426249343291291,0.22767328578539825,1.8394475362513987,3.8449203766818356,0.006524399868218567,1.0507373765347716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,114.9456924346091,free_4_shared_support_Semantic_CMR,0.5045309915313788,0.017725292039841474,0.9901652257283451,0.020775996684182393,0.08477111944179552,0.5450017225290047,0.9843324568263822,0.24688797823004308,0.9776966644791302,4.0037915826272,28.538502395873145,0.05184974482331857,0.4189771640344608,0.36832137238645035,3.5131744882955998,8.44520517570176,0.01874177898862533,0.34545951165124295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,215.05391231237678,free_4_shared_support_Semantic_CMR,0.7768827064880865,0.021813763541025877,0.43373305650439764,0.11808598503105422,0.5692290840095142,0.7928944860906015,0.8604591135763875,0.5868519162326302,0.592746005200066,10.971898003777333,18.135836841715825,0.020183418663102526,0.30736229994362496,0.29665946432386736,1.553074093500273,5.260295027883563,0.6787316696001806,2.9191421691144726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,300.9735076390899,free_4_shared_support_Semantic_CMR,0.8750808521533697,0.158223165687367,0.2456948629125712,0.7080176327913805,0.7674727100305877,0.3041744599310715,0.8241964295930253,0.5048062499632949,0.8391355872318726,2.2484362203098414,14.910183956186337,0.0009032965939508864,0.4708381541294875,0.42582779635258117,9.367991782503296,4.647451792891281,0.15983683868171383,0.38716993688275636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,304.3747273541391,free_4_shared_support_Semantic_CMR,0.5208140176484446,0.19863966084044238,0.17419259202432008,0.6047096923396161,0.04614556832678368,0.03838141743075263,0.012370803616437498,0.44977967655907675,0.5867307601591314,2.4098411895015346,14.783613627345225,0.014492385599729263,0.3109486206983769,0.09017168895002481,3.7357419080299223,4.358745955055601,0.42056966004520124,0.28021273330346563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,225.4860081605662,free_4_shared_support_Semantic_CMR,0.6555459686018084,0.042000649533772805,0.03101198913015568,0.8973157422101583,0.3780958107995061,0.11403301876873834,0.6336084784876108,0.772272951452807,0.5266416285242691,5.1459442766649275,58.67522618940598,0.023647188955201293,0.32378635840765835,0.19658337818480298,5.216897605373787,2.7725732166615225,0.019337977505615056,0.465857792994095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,179.4356409846874,free_4_shared_support_Semantic_CMR,0.9888518204853326,0.1358043037279782,0.6370076427873217,0.8598038808024315,0.03775511048503011,0.47198662441453465,0.8714449046314143,0.5633006098355433,0.7390930967661176,11.757771309305745,16.748411201385267,0.006751014136672229,0.7222721867899304,0.3358799648840245,1.763571285982465,4.378698492877639,0.03255499619177815,0.25221985524234825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,302.47147725159255,free_4_shared_support_Semantic_CMR,0.5497798580293388,0.3780762461430859,0.19190987002311544,0.9768996250828512,0.2762483648501507,0.9659340665594285,0.8154183788142277,0.6107169291088894,0.766197956107577,0.49655631391090793,55.0463683581081,0.010596210942222961,0.2675695746811808,0.1959049717967547,5.715941702110587,6.110003924094545,0.31318767265769065,0.8123071770190808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,274.8959398659004,free_4_shared_support_Semantic_CMR,0.5795661251678821,0.0004855207926538485,0.5732980434639804,0.8551480043128328,0.58053310422043,0.3324250449818458,0.6426056567339724,0.26454879668824516,0.6924989654986059,1.1318613961162285,46.172907448077474,0.018378502902100413,0.21227895683840536,0.09962518207053783,4.666664741372893,4.371067643393332,0.11309395972471997,0.9760803146818153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,263.70790225704525,free_4_shared_support_Semantic_CMR,0.6189093437976084,0.03186609081644897,0.30584629392719864,0.9482446763187131,0.7673174977755811,0.5669473839296831,0.40938739321116874,0.36682019886708517,0.06305103951378105,78.84344022609054,86.20093548121676,0.013250633529547681,0.30209852248406033,0.20998193903478957,1.6994693708685817,1.330796362512402,0.014979372855611489,0.001781574957433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,269.942749340289,free_4_shared_support_Semantic_CMR,0.7198981513256109,0.24989637015612337,0.9392143732882143,0.5716231922348044,0.2199978336555859,0.6286105284217938,0.48261857360875315,0.13235369882298564,0.4083365711955456,7.547557759252946,85.06033068101797,0.015965924268508902,0.16945853961675628,0.2062736544701309,4.390596938437487,4.084008165828551,0.06930076233247606,0.4719843295458599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,218.5089391027608,free_4_shared_support_Semantic_CMR,0.6158903938512752,0.04041845376722536,0.8327245118143127,0.42710507655823826,0.08067555896185241,0.23921305287724925,0.8232917175873371,0.7217620342084036,0.22926364316902814,8.65033974351983,1.2674169500236374,0.009626395738880245,0.4756657636402517,0.25262516645040645,1.8696436845786542,0.9980298242369683,0.20005630403110441,0.5726708368914188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,311.8922492076051,free_4_shared_support_Semantic_CMR,0.4910702743188181,0.6422203584294637,0.9582212766555132,0.2399599677533657,0.02871077324106457,0.3932839353249066,0.7346907002322929,0.7373041854732352,0.07002053900168657,30.91323139486515,0.5443232666407786,0.015108282224578006,0.31439257353762484,0.1631960953791043,1.1814646791101422,3.4086781087949736,0.355791083212871,2.4963140258339673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,273.59472528707556,free_4_shared_support_Semantic_CMR,0.7935563918843412,0.049434905138954544,0.7568006659985508,0.9839147578294697,0.45012689322658106,0.21075535474686058,0.4774386126943393,0.7049864928361819,0.8491970421834962,3.8305861949217928,3.2818276371525457,0.008020518433891066,0.3640430703910642,0.25327632213631635,4.182662997116032,2.140688554485701,0.5369216955028246,0.8342423362353157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.55861769440145,free_4_shared_support_Semantic_CMR,0.590868030989721,0.004489019461498933,0.6347229365834348,0.3854124585013631,0.9251399609131212,0.44968413182961736,0.7105343055964308,0.7209258609721758,0.4484188885185869,0.8682402523438313,77.64928321697218,0.022390900711716344,0.2078207499258884,0.2602178383113829,3.175069758958041,3.2362188627246646,0.5749371373445127,2.101295754130911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,258.0116124816222,free_4_shared_support_Semantic_CMR,0.7253715345193095,0.2609397268373855,0.17761054501755874,0.9712416544075477,0.3026105999038098,0.7457773351844977,0.9293540754139877,0.08808990422073221,0.10672745764828312,0.33655258192879245,25.442660174013344,0.007392597819888547,0.36158675370916704,0.2993040881883591,3.8151104065740613,2.7814507466084093,0.2538335841960485,0.7447254117270159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,280.26207422203015,free_4_shared_support_Semantic_CMR,0.5318045843516027,0.5993416882489351,0.8129633985938778,0.8483375610206181,0.9149447405931801,0.4173195668077088,0.1549643991347029,0.6679769066779767,0.16386597615159587,17.6490238819339,0.376066405383078,0.010783840691847124,0.3454355836781504,0.1690628586403582,3.253044988942262,3.6226125860286174,0.6062736146970127,1.7112637900614431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,240.58098803762167,free_4_shared_support_Semantic_CMR,0.5173299203477394,0.5750394813798414,0.9351889248877117,0.5426497660675722,0.12197758480524717,0.01203010548689698,0.3789151776729223,0.489019515868514,0.6044926965979451,2.760699075730635,1.2634285979491366,0.02070935901330051,0.33125266056993397,0.14168146666559522,4.074412256580878,3.2901853728345682,0.728492355889668,0.20151349265422702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,277.6000287917565,free_4_shared_support_Semantic_CMR,0.271115262881063,0.2662632313791789,0.4500235659109103,0.4610052411533875,0.12130692121192038,0.5964270018493516,0.31724321598916494,0.2161643903377195,0.6997340980930858,0.47651922133017166,86.09381690244454,0.0051840990860825276,0.40196530148184095,0.2642234004733135,7.1219787553970795,9.257822241217514,0.5485024752830642,0.13321033879825617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,217.75568833416943,free_4_shared_support_Semantic_CMR,0.6400566824578506,0.46035737045296266,0.6718978399409307,0.9173230165284603,0.4417638042772355,0.7096633648079348,0.11737999457232068,0.8025741290275872,0.7051955146714545,13.540839873344964,6.225828777472174,0.006013231160995225,0.4629067490095542,0.4816916946869725,0.0748235671147901,2.9418168087499765,0.6782981166919507,2.8978539367824876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,227.23546664127923,free_4_shared_support_Semantic_CMR,0.9477939894709162,0.1581208923238711,0.6919744136158512,0.8937306229404485,0.04605805935820617,0.6572072848066854,0.9554513758526286,0.733687430914545,0.9831514419890086,4.171673703748546,4.568056097271089,0.011792537375947376,0.29771621241105706,0.3923699863876289,1.7534562935874187,5.70019384005988,0.04002010029735936,0.33302502010440804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
