subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,1_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_delay_drift_rate,1_semantic_scale
65,8,320.5467266583052,free_4_shared_support_Semantic_CMR,0.5333092247521006,0.06227933982393141,0.4238418626066812,0.8857422833570092,0.06050849811408188,0.39084520934524025,0.945874142683476,0.8989518689534843,0.7335018935482971,16.720197195834288,60.57069359156104,0.003279700258884022,0.31718245833613246,0.27088840037908835,2.1572269719567947,3.4955023347484926,0.573719403580998,7.176571209794222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,240.1827176198547,free_4_shared_support_Semantic_CMR,0.577343433138105,0.14574389617709682,0.26940526345950816,0.5228070323371262,0.1068327865019934,0.11433870629547255,0.025375950661062463,0.7681890531950819,0.7797064776056771,1.0654398291888754,24.60593750157976,0.021372767604209142,0.287482791394126,0.1977220541491409,3.9358218351034764,3.6910786673463125,0.2815313942796339,1.0417106822979925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,253.83296719465872,free_4_shared_support_Semantic_CMR,0.4262087025243487,0.07095447670157584,0.26265182276210014,0.05839915897417036,0.13290631416092713,0.1600898396648594,0.6924165550343057,0.6744518523483873,0.8055622445022806,1.2633424421552846,10.392734159145775,0.003527233128047924,0.5515621263552415,0.35555839626788277,5.552286563019684,3.077002835554852,0.31679342481754924,0.6734178611478008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,191.14012433945328,free_4_shared_support_Semantic_CMR,0.8713841367651245,0.05098822860198954,0.30123568933238576,0.9727740855485539,0.20431286602295312,0.29925381634390735,0.4989341166591395,0.2174706433291651,0.38621257840254447,17.695245723288288,97.05778322924347,0.02385271995922611,0.4045380486185337,0.2661373626983483,0.8070825616044628,4.256078072445314,0.03919577778437078,0.1300944874064136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,190.30321515019253,free_4_shared_support_Semantic_CMR,0.9887370089337438,0.03048899340900446,0.22367741137927633,0.3883790271281383,0.3835202087531709,0.12458671317000569,0.9087041909809406,0.6888016579653254,0.9685859453939981,0.6283196920505958,16.54407559491716,0.003057564199168139,0.752094443622843,0.576132223902774,3.0389253898350033,1.6311127084332844,0.28545170310268597,0.5320127512616732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,352.3336909500959,free_4_shared_support_Semantic_CMR,0.8025445774344181,0.590950283149063,0.4070756058101907,0.9968661623807354,0.3635755603749827,0.0625340480142213,0.42238949916431545,0.7359067747040514,0.7296052183604783,1.1937517751640456,37.15044970111312,0.013104692043168442,0.17941770371450527,0.17779587379243722,2.7082797592528083,3.0782776844129907,0.5763961507587437,1.5201853478195675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,249.8167178094214,free_4_shared_support_Semantic_CMR,0.952727682082147,0.26443396825036586,0.531202549371886,0.2324864266545859,0.2779753509427899,0.9369563996875399,0.5600830115610497,0.4505697066796461,0.8131739131837195,1.9357095306507084,42.55535164182534,0.01453533012471309,0.2709875100722669,0.19238236245983106,3.00786444930938,3.8268183022671094,0.3128048669513368,8.014387949113324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,279.8082979046238,free_4_shared_support_Semantic_CMR,0.49050521179801937,0.24983784510918228,0.3758000238054335,0.5891536086879209,0.45038654713517323,0.8298682999221028,0.49219146071182585,0.9058226308671062,0.9600784057047278,3.140476680327289,72.14418192032646,0.0025577260410031832,0.37490559672180446,0.3211278314815056,6.4209985502388065,8.90726822328514,0.13555190319362542,1.9633794501661228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,210.52383498413923,free_4_shared_support_Semantic_CMR,0.6841798259204133,0.2657720968389786,0.20898508309664543,0.0981856483470272,0.16383717893750122,0.8589832418609182,0.7309574768710054,0.5416601141846779,0.8686786670082434,4.3459575705850355,0.23194869463482348,0.033435893444810905,0.1709477127374246,0.13912132167627256,3.3611235142507248,4.419806846197803,0.16503027028069883,1.703445108921641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,219.72578783534186,free_4_shared_support_Semantic_CMR,0.7669284077727457,0.19192381026138852,0.6104060968714646,0.17695153112626355,0.11499562963754943,0.7637205075095229,0.8298738666848695,0.04019320560566384,0.10466040925602682,1.7571190777662977,82.91479278751265,0.033362070831763,0.3048117004124188,0.26855032520393435,2.396595788926722,0.8361280442812472,0.18308877433670692,0.29440379978669035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,246.89998863330192,free_4_shared_support_Semantic_CMR,0.9910508490440081,0.018069169471629717,0.645302719266767,0.2676015026094818,0.14169105237675397,0.22259631229434976,0.3124147105500016,0.7981935809095022,0.7894875579806215,2.4947817505649876,66.19401275057695,0.012424295591129486,0.265902389680585,0.3652428766178102,2.2694261879406135,0.7081047727391715,0.06996282798322342,0.9316029929335734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,271.4216403178665,free_4_shared_support_Semantic_CMR,0.49022221803827515,0.7196815086842023,0.3166409546920369,0.6234115381614944,0.07520584947906411,0.3150589976462662,0.5084325686253861,0.26792542896203786,0.5678529745456554,0.4822998806368659,4.903647011349555,0.024170204701504605,0.184261317462326,0.12191589918219137,6.085969883796966,8.86642579833301,0.22890738497198587,0.5453851311678113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,331.5206883517081,free_4_shared_support_Semantic_CMR,0.7693824842116171,0.7950941755948724,0.2825978444086704,0.999367310731821,0.27545340449536404,0.6244435727959732,0.05651535762715798,0.4877719343551335,0.48327614393451584,0.04289503555779106,1.7497970368059654,0.003258309715733876,0.23395114486184987,0.20356599850716428,8.020948333593001,8.46758267071803,0.20523858001311385,0.534911201480643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,320.15179338246827,free_4_shared_support_Semantic_CMR,0.7687504132454239,0.25450131543055093,0.5460057292271429,0.48452434283726115,0.6392401380493101,0.5950648549347354,0.9554302925039732,0.5160959242535246,0.7333718592938105,0.7137525481497883,33.69747028006543,0.003840380000282242,0.3112898970409107,0.2677515408976533,5.84080768649009,9.363976614006438,0.032544401316001545,0.30956156152090336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,252.64265441178276,free_4_shared_support_Semantic_CMR,0.4416701497423887,0.15060877414741852,0.31587663280795597,0.11037087703915893,0.02054764554458932,0.7605494981099838,0.8959889768095768,0.17428889942341824,0.2226129901125775,3.0084481078814633,63.197622777871416,0.020493970610424406,0.10512029172226356,0.25701593141043944,2.77380512950435,4.1134677718669534,0.07122122946288251,0.8384011674581888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,338.959654060036,free_4_shared_support_Semantic_CMR,0.8025186068211912,0.038480847623343785,0.7704071227019115,0.25887417868435775,0.4497872158511724,0.8043911371888309,0.6706105505379311,0.7573129835839749,0.802353256972044,7.902701765421569,80.46756063353446,0.0038355224522317252,0.2805503629436468,0.2702801149236801,3.8257486822084017,8.014254115600325,0.0982857331340108,1.7805241701141965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,282.26393046735416,free_4_shared_support_Semantic_CMR,0.8733507428327293,0.3855575547181404,0.7040114321678224,0.5019145480133667,0.7172476911452472,0.47817818741368207,0.8557561629498773,0.4522527865843263,0.957881446373866,8.610643313847245,35.13186123391746,0.0025728073704012915,0.38422182529418697,0.4048035031961548,3.3367701603544755,2.0411079548509306,0.0076405921192676095,1.3012716585876327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,290.94452803952214,free_4_shared_support_Semantic_CMR,0.596192893602028,0.7853052688063121,0.2900534505854425,0.49494282018299757,0.013309661459088407,0.3339260567570004,0.6362596120247179,0.3741706289788446,0.7871652192297396,0.24456491454921547,99.96463532789087,0.0030169337517162442,0.33269944500156434,0.29607284562472724,2.8538096721558075,9.809072544856736,0.08061591567953663,0.4359629883010827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,243.18580104373018,free_4_shared_support_Semantic_CMR,0.7432848754522783,0.09733247533835354,0.022631289362008866,0.8419350428052563,0.3215049158326647,0.6987690696801167,0.5741403320887148,0.05368867574002956,0.7012014025979234,0.8558917764633023,57.0984808232462,0.0055142878125533645,0.4298141082223488,0.30174635533963734,7.576055365544784,6.852299982452453,0.4405499129971556,0.40952387227661546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.1542304566887,free_4_shared_support_Semantic_CMR,0.3977701694878056,0.04663934781891374,0.7253190513950142,0.16441235992971046,0.03298937933348834,0.04798442100530024,0.43930193474376134,0.44759654867529663,0.7512687500921043,1.6320460894792619,68.26037933665128,0.018299896397464505,0.29769522443271845,0.23916321986024802,3.908199654415865,2.3566320163113677,0.17091038361295866,0.17522771751864522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,247.57455426510472,free_4_shared_support_Semantic_CMR,0.3078940046324492,0.09022501317758114,0.1545306556902432,0.24375290373026598,0.14630942923561158,0.17825674798815422,0.02568051748453859,0.7464562654082768,0.5978516466999417,1.4720202147899926,61.79388050695799,0.00552093993356817,0.3363259599270041,0.40310843148822517,7.615146158578041,7.508407791948864,0.41812424377801855,1.0685747144508122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.7878483011326,free_4_shared_support_Semantic_CMR,0.5581952832158894,0.5965179402067027,0.5182300262322695,0.07531010156261603,0.9415975460377375,0.9709105323739861,0.310058748456957,0.8088539501555919,0.8332540354561333,6.940291155748483,42.719987562740414,0.007323126903260979,0.31575296945731335,0.1775121630732972,2.6593059017759213,3.896812353694844,0.4953470026817499,5.79802429213567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,352.7566898075162,free_4_shared_support_Semantic_CMR,0.7974914091135037,0.08764360136340538,0.9738749092096741,0.6618806419554051,0.7928513180398923,0.6991741745640109,0.3661798988789164,0.3662908947784664,0.8895577910154422,1.891071612616166,7.5447424589361205,0.0035485602455120335,0.23676396198885197,0.2518542331679523,6.800546400626252,9.361499158173727,0.4029925209898915,0.4830027530249197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,324.8999577161603,free_4_shared_support_Semantic_CMR,0.6953468400205662,0.16716275629188557,0.12889034189345172,0.9986184504550766,0.27559371575638586,0.8838740209818258,0.5026654819638117,0.5066108100488812,0.641564437181374,3.8989251623904058,54.83311791696268,0.00426317546771974,0.25318627038044816,0.2345216730975747,3.592199658145853,6.734315664802141,0.6818833812919801,0.6887577247331522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,247.48667736767482,free_4_shared_support_Semantic_CMR,0.6748024669160866,0.10064802380221777,0.7077450832027957,0.4672394008504606,0.01865152593408559,0.6072553237291796,0.5162423668348399,0.8556832922884396,0.5064046299513126,1.9441180077202347,2.5260890622766965,0.011302071232543398,0.2852578869614595,0.2582964999375701,1.714626382119258,5.263796433142077,0.13273182312821658,1.3949223910074267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,197.78527184690464,free_4_shared_support_Semantic_CMR,0.8181753803012337,0.009188471378253626,0.6814410104008642,0.16978289550156261,0.34708750710579706,0.3483062594969564,0.7101270411915774,0.1921188382967275,0.8273889912663945,1.2533644721494852,12.909888879484946,0.0019151218082341104,0.5302946010265783,0.644519416695327,2.5980326579637736,7.7602029129174515,0.01931846182627389,0.2686145618687119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,253.14638606086274,free_4_shared_support_Semantic_CMR,0.5519516455260022,0.5945063359994253,0.007591633064182479,0.4735465935692037,0.08271623236975295,0.41156777799420935,0.04874532303524759,0.39852785769121774,0.7038474639357646,0.31433116087427493,46.88467519513784,0.023041738500555298,0.2594407632297715,0.19433452128900797,2.8027607805809107,5.625445033284432,0.12396632478633796,0.41114670974978296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,153.34714751413213,free_4_shared_support_Semantic_CMR,0.4838464567463784,0.42337464006083103,0.9682219521228578,0.8517899444166701,0.6538667440280128,0.06502972220746916,0.785142197107437,0.7727862538773266,0.18432624030097028,0.03883669136339307,16.51372518282107,0.013048928554577899,0.5071085737803447,0.5423479796596276,2.127535685885741,1.6538762023300295,0.4837720118321364,1.82405790626503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,308.65375813900687,free_4_shared_support_Semantic_CMR,0.887328493484296,0.08320897203744165,0.21638057175136638,0.7963458884053649,0.4263070312270497,0.5711044759452412,0.5160465135950583,0.2501704210972704,0.40470474436707854,16.35395016881632,35.08033071171437,0.019201630172471174,0.165725600712598,0.20113713607917294,4.820851538067295,5.431701285631782,0.1692639112108391,0.6695026463419698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,261.6071467448694,free_4_shared_support_Semantic_CMR,0.7101514134507492,0.2965182474823863,0.5922559689273208,0.3278403608891738,0.027087152489814137,0.758561790717097,0.4753397485375381,0.24547664928280588,0.9917026282015159,2.1013084129989394,47.34990487820061,0.01110986259828739,0.2652238814951975,0.224238580981309,3.1625015933888836,7.768107951559006,0.5116029190863679,1.7510783424642247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
