subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,1_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
69,8,193.4811564279758,free_1_primacy_decay_Semantic_CMR,0.943539819427792,0.0014938908789028926,0.0011519388186901347,0.5034997928837164,0.23859884250849667,0.9774389321614312,0.3519975027908518,25.027748199569434,11.803239102041758,51.32412511050439,0.009098178299235982,0.44530757167493196,1.7580634219104976,0.0471360081948502,0.859591540734006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,348.1909321679326,free_1_primacy_decay_Semantic_CMR,0.7529604946085993,0.06315938060334797,0.8207229190044396,0.9591629983329202,0.35341858520422376,0.8406936782931855,0.6806955665433392,3.9250810529687,90.66716451853323,0.2052651583822609,0.00711796761403255,0.23381303315444057,4.379599556918727,0.3103738629505729,0.9995658331668693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,248.60944224876258,free_1_primacy_decay_Semantic_CMR,0.9921337404190241,0.5080090086062021,0.19407661289437028,0.8729574127038127,0.22309777190937696,0.7271386415194656,0.9818624046503152,2.870496171095759,82.68207450645677,11.254342438108281,0.010256386625835945,0.24634691114623308,3.6354726590606825,0.8129055415505115,1.0114894975575717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,279.1929682248328,free_1_primacy_decay_Semantic_CMR,0.6297009585520448,0.09076214261251103,0.5380134565188175,0.7414088110967589,0.8634838823011586,0.567399567736017,0.9542353334834706,3.261086446695529,54.106950557441195,16.690517678936835,0.002498574337494064,0.342159650750153,9.463365797322101,0.2027592635730079,1.4348736460263707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,206.50489957703488,free_1_primacy_decay_Semantic_CMR,0.9554500628904362,0.12636168889020277,0.7877540592374336,0.9016342162164392,0.6891861846836375,0.23431888723471128,0.6186625635804044,10.98448563962895,84.04380129343876,17.494345242972173,0.044025702833080826,0.13892035108945144,6.896861765273944,0.02494447337212269,0.29160907139881864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,220.8961777763047,free_1_primacy_decay_Semantic_CMR,0.7409938715530708,0.5640789233654139,0.631210929733839,0.4482492366257743,0.12533757718911767,0.8907959765492447,0.7646995381389289,3.2189058432558095,44.07047768632527,99.69760290054006,0.0018861643707340926,0.62016785012647,0.9595424987175908,0.0996824406443143,2.468912461220972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,252.67162882113158,free_1_primacy_decay_Semantic_CMR,0.7634921747693943,0.006484438679580151,0.09512671076222673,0.32375885541006666,0.19327183182893182,0.4205271276263704,0.610581679512936,19.26071496552278,81.11970204296755,67.34238004681112,0.030049045495248505,0.14078915724554797,1.653987515821898,0.012844588257319045,0.30707540408087564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,277.49809824590204,free_1_primacy_decay_Semantic_CMR,0.7034431403262201,0.42405292703188424,0.7303444949035197,0.977842404372021,0.23521607910826914,0.03689504632992624,0.5114055333270067,2.6147496666575876,15.217217734128965,0.20560672894362142,0.04844327552788885,0.07206125017029397,3.8361500022443913,0.4145213378739348,0.48137625304247145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,334.1731298587514,free_1_primacy_decay_Semantic_CMR,0.9112032389688696,0.725792105997645,0.9376377559315633,0.9780639620329395,0.5156796273655238,0.28901160569282014,0.6851998976068031,0.8439757146626619,56.7566572457069,84.44602335724605,0.002270595003062814,0.23799108891627174,7.829736300106638,0.11464305164067573,0.3524508785216973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,320.31137471383107,free_1_primacy_decay_Semantic_CMR,0.7406914576656134,0.2601865779023259,0.6970651591947065,0.8600282494513343,0.44067814513923065,0.7695289897631611,0.2866431281613572,2.411040344089521,39.15401814982008,88.4760310247054,0.001487170767519419,0.36868732107017266,4.030564716507479,0.12437876492446237,0.23664832557701398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,253.04692961501507,free_1_primacy_decay_Semantic_CMR,0.595739671186608,0.44500887471808015,0.2384846526437866,0.7277829437662863,0.042693736688471984,0.3733357576510294,0.5168238731899878,1.8597542865823655,72.11829295216234,7.117319723915514,0.014283950443238602,0.21312138068883613,2.194394030856586,0.4798997940996886,2.1030030021261577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,338.3071814202913,free_1_primacy_decay_Semantic_CMR,0.8420895455799912,0.0014025624426654412,0.5932514448496158,0.22417134002789768,0.9367546068657129,0.48739523352908903,0.7707442644087793,23.138049871711875,60.28217796671361,45.08300295859726,0.0006695934756410863,0.39008399475003214,5.171254542800992,0.04462461236889708,2.857170228653419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,279.9876058346261,free_1_primacy_decay_Semantic_CMR,0.6510975317505275,0.15166041093968918,0.9491239878825023,0.1508879027618981,0.1287045469867791,0.758338881278701,0.5578615455031598,2.249594768864877,16.08175743442635,58.35682982796156,0.003605815032896581,0.3714401305893576,2.8025653400293344,0.7748775754070858,1.0636121448133289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,293.61160340657653,free_1_primacy_decay_Semantic_CMR,0.6084012170972276,0.7128599317605455,0.47020000534789586,0.7526570880869428,0.543069855889783,0.5351164326649063,0.9027512969217691,0.2631865121154411,58.791277927809276,71.17932098797723,0.00036954786376651417,0.4577463071614771,9.834317672548877,0.10052374757637642,0.508459445715374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,248.08486229302866,free_1_primacy_decay_Semantic_CMR,0.7910147034677527,0.175795527208145,0.0033145342069202943,0.9601861158996786,0.5358392885899411,0.9887472076527759,0.942498735206481,1.3671151860903734,0.023241087413097716,35.47665717579501,0.01364867309582446,0.24913205408669548,5.89161804607032,0.31412631000318714,0.6636505479430692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,194.6638846499507,free_1_primacy_decay_Semantic_CMR,0.379687867752616,0.031089996734214753,0.7175946390576199,0.3351952338432471,0.12363701482214523,0.8266291030811903,0.5537768738451232,2.4443677764611778,0.668964565761307,19.09905309802427,0.03244877438154248,0.23103465517331934,4.580501092373566,0.24369704634718536,0.14396823234729705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,249.93796780287988,free_1_primacy_decay_Semantic_CMR,0.3721500280076853,0.06595768813771274,0.10908916871095153,0.14020058183330986,0.14193188174198762,0.4664424357603889,0.22766709282899472,1.7201012351370295,34.78018191669489,0.0025060535054635125,0.0032851764831389185,0.3429804721798497,3.772818797127813,0.7676208795909947,2.283721526051936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,306.2579052605912,free_1_primacy_decay_Semantic_CMR,0.9174019829716964,0.04292642707238725,0.6028992204711224,0.43485425267094924,0.9033891672812537,0.3289613071908929,0.3419419688894597,19.863979499391228,23.886109261792043,26.22387777729055,0.02227553254720721,0.14607736253441672,3.418294745812611,0.5130427680493448,3.0779448488663603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,358.6453346080576,free_1_primacy_decay_Semantic_CMR,0.5829614216256239,0.1700740590198218,0.7320849967623281,0.8576151236208087,0.29137778187870866,0.7142063267539487,0.3926130748432042,5.546610765755247,51.297677463119925,71.96376195488592,0.007969613978803025,0.18516771805704124,3.687267968305979,0.6443599663219854,0.7589051999836105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,324.31495764984834,free_1_primacy_decay_Semantic_CMR,0.7371632960254816,0.28225201736416494,0.6942472728316615,0.9406792802442638,0.9789958870831437,0.6702936596205709,0.7106395527206103,6.008678839360471,7.629994615188885,30.442835126677164,0.007194970649355981,0.23035050706808669,8.766127149294062,0.14155038919041368,0.6726501420001698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,247.5761602337147,free_1_primacy_decay_Semantic_CMR,0.9338971613531724,0.05356869527065117,0.42680779318775397,0.4127131774157755,0.3548242910974789,0.8220630209006385,0.17995323807821068,0.2271917465409814,90.22760978447947,4.903709252696451,0.011427433049826408,0.26784016730437354,2.8699699815809394,0.0870836260440283,0.9901910352639289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,202.92587704938387,free_1_primacy_decay_Semantic_CMR,0.7584179583922163,0.11891227173049151,0.6314554853343148,0.1142918590763472,0.2653136184960231,0.7948007482401042,0.9556716617401948,1.1973876395939484,31.67602529668282,58.861327166569644,0.010719241239085742,0.3757361254124252,4.176020649938227,0.055065013464055346,0.39387199599443257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,252.36171568089796,free_1_primacy_decay_Semantic_CMR,0.6401212783913041,0.5935857658962463,0.12477508000718629,0.5838633528585755,0.028570269856768037,0.7814406122354739,0.751437916427574,2.320425708944033,79.01698277029479,29.31067835646112,0.008494567955751004,0.2737603800662565,1.7257401917083386,0.07581724708306742,0.3784986752331586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,153.0533906068898,free_1_primacy_decay_Semantic_CMR,0.4971738908137332,0.07901142911681036,0.457018957436166,0.9938598560403119,0.4577686645268729,0.3824444973714484,0.5864090802123668,9.495940840912269,81.11822822146202,66.64533380603336,0.04410155251613146,0.3628570759043157,2.164430123977574,0.02452362245951678,1.3451474889192507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,303.23483315063385,free_1_primacy_decay_Semantic_CMR,0.9748871612899893,0.06433828095092142,0.7840538821932151,0.8501666494021578,0.8575289393213597,0.5478763463125307,0.990506037265348,23.804931037475875,11.472774674937703,0.7245851356875264,0.00403058304077375,0.26895753113940124,4.71774479574787,0.04501988472632107,0.9572353634836963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,260.7943611336549,free_1_primacy_decay_Semantic_CMR,0.5721761758993898,0.8106120638792679,0.42587256769033965,0.2058779844925645,0.7981989415230778,0.23869257288714524,0.49437647379464833,0.7613347013607807,81.885814112085,31.518763743472565,0.0016612515351980828,0.4215624001974225,7.48156053719839,0.48536141721958925,1.5000705215807626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
