subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,1_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
30,8,262.63962566231817,free_1_primacy_decay_Semantic_CMR,0.6654648266143859,0.3011098438168339,0.813731506738667,0.7865626372755227,0.31082881171448695,0.32167461566060185,0.6035055240359887,3.2555375649407736,68.39545319030132,0.7127032270567994,0.08426886565181596,0.01619730961011623,6.99935890167846,0.9024528817799369,0.21927623289583753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,248.9653304101641,free_1_primacy_decay_Semantic_CMR,0.8750473973032282,0.16453455717638182,0.309424193365188,0.95494705267366,0.6743577167946483,0.8149258926822547,0.5610007870608198,0.5804002522927121,99.98547113867323,64.41331255979625,0.006925471268217409,0.28918659657400436,7.484260870353797,0.011207386990463197,0.32659968081427415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,262.5810596771023,free_1_primacy_decay_Semantic_CMR,0.7981267372623434,0.0328894888130995,0.7577333186098663,0.6982859287927157,0.3030185961099371,0.5981932967574697,0.47592112218608673,23.109159080204144,43.75568491660938,14.913056761002316,0.005705534962697101,0.3489510384211849,2.769315122685179,0.3920238566727602,1.7279035466169548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,270.6643200319843,free_1_primacy_decay_Semantic_CMR,0.6101775443195518,0.34647123237121175,0.18647803842938238,0.068660929548229,0.6298778260133886,0.9814455476333347,0.7515700361479284,0.4082818060908835,13.282435566187203,27.916684592296175,0.0008209509736359921,0.5266458849212929,4.6128055573597315,0.38530332229777725,1.1660027795937298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,226.41908375526077,free_1_primacy_decay_Semantic_CMR,0.40950596697602115,0.12989803730603544,0.4657648448738174,0.34997336292591347,0.07546860993401217,0.9095080890551446,0.48521928060174074,1.858797263314935,61.41783351342056,93.99059309777067,0.0027421357349570563,0.5127393462214554,2.9431669337276816,0.035169082725320606,0.27501972383328366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,313.6138671035368,free_1_primacy_decay_Semantic_CMR,0.7366163448795873,0.41931304022378624,0.6374283903157976,0.9463831905701661,0.5843862949168568,0.34277658089090435,0.6919675336774052,0.21508036617346157,3.0018383339627173,89.61402677768298,0.0008914872662939609,0.3734296866466582,5.117378187615245,0.46957427340193675,0.9333682474580978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,197.1849135024815,free_1_primacy_decay_Semantic_CMR,0.7410620669584271,0.0777830394290071,0.19254074276375321,0.9569591740801019,0.08836667330373321,0.8929409520799092,0.6625669191061017,0.7345242114675159,99.57544856477193,70.33782997265043,0.006361116857494853,0.5102679136386357,2.0071277836628543,0.24604449455094934,0.11237512038750097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,275.7783533392918,free_1_primacy_decay_Semantic_CMR,0.8806238758522282,0.1618951794329037,0.47836526158588294,0.8565055143437275,0.13770827086031245,0.5501422360605662,0.0022155013211943575,5.020529549037448,37.78898506565724,44.96851241186554,0.00814584333147822,0.2435298618951487,2.8745574104774403,0.9819110421636509,0.37753827557850794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,261.9569949197151,free_1_primacy_decay_Semantic_CMR,0.27084915642260143,0.5012535554395964,0.08236133708660895,0.03745781528076909,0.816725592344302,0.08324822068397733,0.03134068323360181,5.947202528206054,1.3162952082144148,6.123858901059958,0.0015715270623533764,0.5855434840336234,1.9510927176398165,0.23639735265359998,7.735305641125448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,360.41639671239545,free_1_primacy_decay_Semantic_CMR,0.8313281541733322,0.5599094928210712,0.37930008457804804,0.9682325386291957,0.20570856754566214,0.00328282144748937,0.6053905085666337,1.1819647575573242,28.691763578726746,71.69557350889998,0.0072722228612097095,0.215751679209359,3.89563004979683,0.47169433699859786,0.8237325212656552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,279.051239383174,free_1_primacy_decay_Semantic_CMR,0.7180375997570979,0.6143528900847477,0.8738833039748317,0.8872521122913863,0.18569366555662864,0.4323839569960699,0.5610699702146482,0.3363377305755222,64.33379915017714,28.851234988056284,0.011560442460083031,0.23135166402569762,4.550894932756276,0.5896013040109676,0.30606800106616916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,222.05812021865324,free_1_primacy_decay_Semantic_CMR,0.7863247137212025,0.5717288510789589,0.021496055034832984,0.9810477540475216,0.49363224049873755,0.13070395087320497,0.16745004621076154,2.027221576135915,61.24587202839298,0.49750254686388473,0.05540016929336472,0.12155080215084801,6.890395498518355,0.5484552633140046,1.0790449824704895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,216.35377488467992,free_1_primacy_decay_Semantic_CMR,0.520220710710813,0.0778158816191901,0.5109273723141744,0.2570774650764379,0.01948140449800522,0.4160510773138249,0.6861003518178934,4.963788258850524,6.95627660959212,90.57393997070065,0.026899821134160316,0.18848777297846447,2.2349293532813723,0.010507161246248542,0.9415587452069459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,115.56132445647839,free_1_primacy_decay_Semantic_CMR,0.576387260730953,0.00653967356486429,0.9983128498995706,0.012071360632762818,0.1981304533577058,0.9542252229865328,0.9134067713454046,6.170838304691124,40.84075582447318,14.156578698845998,0.023997454112596572,0.5010383825325366,3.35078057929119,0.050235685215428205,0.33396360015468485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,215.42681288698682,free_1_primacy_decay_Semantic_CMR,0.5723869837176766,0.6733882084823265,0.7130165403945579,0.9837012020660414,0.8292903448853471,0.9967880676162247,0.6338533525054467,1.2082537374665523,65.2767936219253,50.75142163250635,0.011065240112291522,0.3431451155600432,3.9042830696562265,0.4705455495383468,2.514848408973301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,296.94417989225474,free_1_primacy_decay_Semantic_CMR,0.8364671641332986,0.0031004227479834445,0.24162518063306931,0.7599919731431302,0.4482568982675968,0.8043614791374526,0.5960790591268244,24.85095416191433,31.044305537153765,1.291416587294549,0.003229588035954023,0.3475548585470687,4.826967297653967,0.03224845296442852,0.398899854975431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,307.83293087185336,free_1_primacy_decay_Semantic_CMR,0.571642886381061,0.3634080699312195,0.41575258425995804,0.593226293799489,0.10691832794807084,0.15215418567331768,0.7343221378018351,1.9128478316432558,20.810859362852565,64.53307705320276,0.02608001426667885,0.08021807638985747,4.528575711380108,0.013540154089270196,0.22836685953784333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,226.93657700375283,free_1_primacy_decay_Semantic_CMR,0.602692907500728,0.1431350086721408,0.3108439807813381,0.8797863195693794,0.22109053759906816,0.928464363082304,0.4916158025836027,1.453227778857567,68.87287817841515,93.53389731623574,0.025217996028501055,0.20205544350564342,4.235490391684743,0.09432049321251185,0.4029110491151071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,184.33548120738558,free_1_primacy_decay_Semantic_CMR,0.9657713311471331,0.003639460096336644,0.03785427362409355,0.4924847798551496,0.030540302315256118,0.5711381487107152,0.665709552831604,6.532686911185387,29.560739117234302,22.723223566999234,0.03416858051932997,0.23560983852776118,2.082524060833194,0.3115911351577819,0.2623433452721935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,311.0811439321672,free_1_primacy_decay_Semantic_CMR,0.7256717337683141,0.14743089625797662,0.3937143591794754,0.7747758101997012,0.07277630218847764,0.4296494504094015,0.11407060397100982,1.8658144826088332,37.12591787856586,90.96157033372725,0.008470575340035924,0.23236215825056128,2.191335852650736,0.3945518773581002,0.7507296695841301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,273.429128942419,free_1_primacy_decay_Semantic_CMR,0.5761880724626552,0.1611202767692299,0.9240769531402275,0.9275772672680489,0.6373991209209997,0.4968605387091385,0.5369709812303962,1.214929748021568,30.465788887311678,53.31824636873472,0.011795135792793898,0.206104420183153,7.098726825973737,0.36064381256155825,0.43215343292459707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,255.86187206221473,free_1_primacy_decay_Semantic_CMR,0.7972137835898149,0.09372797604372081,0.7443855922068764,0.9982545713219266,0.5605404208989855,0.47410486729908186,0.39253834899583884,2.572097158103567,46.4191425477268,13.417863510136398,0.011617593338611324,0.2893423368616953,3.6722391593911867,0.1002011710607572,0.07052010493013962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,273.65940024014935,free_1_primacy_decay_Semantic_CMR,0.7906600403494557,0.021579848245148747,0.3572848160973517,0.37216840167164655,0.3193761811487441,0.015399360944765683,0.37025717293171395,52.21373564167501,2.2644738866133025,29.39961380360092,0.007071803345915506,0.25858298826887705,3.3344146397742005,0.14451476568542077,5.418678299427084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,222.37790591112048,free_1_primacy_decay_Semantic_CMR,0.8289059651469387,0.6930972059439486,0.6050406368313324,0.649330133479444,0.37926148034364165,0.20213414571042773,0.26604711178040996,0.4209374423759504,83.336433889282,8.494833904236016,0.048234840762682855,0.15266914693151754,2.3841664152541813,0.5227715796833244,0.3749197449986204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,319.85904115580047,free_1_primacy_decay_Semantic_CMR,0.943019769128263,0.5878954915878128,0.8132244085131721,0.9492385630844539,0.5043662142866386,0.4234004450253632,0.9499724073115037,57.67835447108747,91.79958574991818,0.1982394568048818,0.0059197746043153365,0.18357097681306914,1.9308440412752863,0.37275817782960674,3.5529252665137965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,272.6661146978462,free_1_primacy_decay_Semantic_CMR,0.7651982445927298,0.3232429345907327,0.43478226257614905,0.683739800916596,0.17436031392006562,0.3377367452294079,0.4004139542736908,2.3771161985999925,63.68642479799142,0.3945500382659972,0.01341049849726994,0.2635245341278232,3.021428920925949,0.4231548191022805,0.45614444263283094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.0126654216097,free_1_primacy_decay_Semantic_CMR,0.4646429419698483,0.23951401273985207,0.14773038954724516,0.025895206475969417,0.5591544293401194,0.48280637485704664,0.6580852580619638,0.12342696077731857,56.15675638872047,52.603160522290686,0.015474600866635926,0.2460311484261022,5.643222705033244,0.5125061986614008,1.1983075400815637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,261.7147797210223,free_1_primacy_decay_Semantic_CMR,0.7070439741832623,0.33303707014052,0.40359314668564467,0.8404032766444625,0.24929792356787406,0.29274490258079766,0.7172833900752956,5.693608332608079,78.36802554925353,45.92237543736028,0.008837917039139054,0.2768806664512331,1.9929817353778025,0.1899198418010557,3.3834545105614544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,281.4945565244767,free_1_primacy_decay_Semantic_CMR,0.6836291750767947,0.8183865099761516,0.5928438195841422,0.9471704717815014,0.6011712346575208,0.8159895013497012,0.6747142665502062,8.10889445579734,66.46529693645749,0.14313647732648604,0.011363381803658035,0.24925207605898692,3.7625481604381967,0.922219750298644,1.8517452824647411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,244.11069991724048,free_1_primacy_decay_Semantic_CMR,0.6002051953473526,0.19480439776532632,0.7359392667164951,0.5490781884182184,0.29830041783208416,0.5345636967896807,0.3926388944351824,2.9076022141256956,23.62824373948742,0.6259217866656783,0.024422284291591545,0.1898358390985262,8.009249821856612,0.6763974441868882,0.16846090954713766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,288.8754733474973,free_1_primacy_decay_Semantic_CMR,0.5715448688677307,0.13857173247564936,0.5091567595430849,0.24843669185441908,0.02608715999512344,0.13688294367464893,0.9726355337360194,0.3699102448181236,48.20814439850682,42.806051470529226,0.04307648868933452,0.11105372319156522,1.3506691569607914,0.011896758931584981,0.3811717948671168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.30323927510318,free_1_primacy_decay_Semantic_CMR,0.5257502284169965,0.09071584117650039,0.13121316746902328,0.7478015797041857,0.10884123781153077,0.2811867664990595,0.1568897286702569,7.755185665994929,34.72017158941259,65.36322564613563,0.013196113442348889,0.30912567407874203,2.1752449685156683,0.6357176435248226,0.22013124716404686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,228.57045802283065,free_1_primacy_decay_Semantic_CMR,0.5905879543335978,0.06835511610115974,0.6472509194616436,0.6793156110460281,0.041230113526890544,0.9239185095075837,0.9862660945699769,4.121166824635239,40.092095014847516,98.31304608220071,0.010574473270720863,0.339507716107204,3.1051553347806085,0.2292579598992892,0.6951684379821614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,305.49949962078034,free_1_primacy_decay_Semantic_CMR,0.6919838365759226,0.4092851388017567,0.7151244295020339,0.7511748196335113,0.5368171326582296,0.06741680318713938,0.8895293594195794,3.256496770868182,64.64159939805526,0.274158787438445,0.00548431627280882,0.23569772648167575,6.665277716808637,0.22874763366138645,0.9437525845564663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,239.43013956576473,free_1_primacy_decay_Semantic_CMR,0.4039288807184828,0.010757571356741602,0.18787231699474394,0.7906772249987335,0.10283592081486875,0.48971314672302896,0.9928867191039075,1.945765282730008,63.38436356867102,25.271485587104703,0.045621687516300136,0.12599515021103613,4.177965800682312,0.15399615806869,0.9440462935861929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,258.83724004118335,free_1_primacy_decay_Semantic_CMR,0.3563124027250149,0.2844233752346037,0.34189831082125044,0.44739049419446986,0.029190613022916034,0.5249867676262201,0.38679172618945895,1.5404737827778945,83.99384780345838,7.746093645080364,0.0019411104246881972,0.46495036280418756,4.359004248567978,0.404682578310885,0.3479125102535843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,192.9386432504326,free_1_primacy_decay_Semantic_CMR,0.8183142125902554,0.3676615210760891,0.22900853212272898,0.8695145507121986,0.5568383412902884,0.7042903511306561,0.573343114259698,1.5572347936126718,95.73264015450316,63.992204135967135,0.019095829304468737,0.3179275873317673,8.616173520307324,0.749329982073093,0.18522734589621948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
