subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,1_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
50,8,302.57880309775715,free_primacy_decay_Semantic_CMR,0.8533342307577434,0.4451183605932314,0.928284467370156,0.6276232438922886,0.14116025599691845,0.9235579984507349,0.047422751282930165,13.417303464223593,57.89882818867685,0.0016589889107972988,0.4040405934057887,6.260836068107739,0.2968243731873532,0.3330523086796999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,273.6678530367898,free_primacy_decay_Semantic_CMR,0.5590182538868949,0.15391275059445336,0.9625336071134964,0.5200503473183982,0.5069473199894672,0.528728087828011,0.03629852247383525,88.95992771891508,35.61705194611075,0.02980468805790759,0.12693249138405616,4.792689197391409,0.1977663825883323,0.5468543253725642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,263.36158978922134,free_primacy_decay_Semantic_CMR,0.6368626911369546,0.11811629332951162,0.9456850292840575,0.4188776197584501,0.4766399822945079,0.38696339645670824,9.168270649935174,59.03067436955149,3.6186529150496014,0.024354296830433386,0.2136785396755938,1.9412944740025533,0.6539454373703688,0.3204129400033935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,265.2541435782548,free_primacy_decay_Semantic_CMR,0.8622764235176745,0.15388001629438344,0.9998892963436604,0.7704137292719148,0.27853529978763797,0.6061241062144629,12.533670367302838,44.20838612090431,39.77547538633486,0.015268091261582791,0.20016699498732302,6.3718711257865825,0.010651120590488866,0.46017509390818656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,220.55126509704115,free_primacy_decay_Semantic_CMR,0.7871606472278694,0.10324277157208428,0.5981972336389438,0.0860284742760909,0.3580945294931038,0.71326014942693,3.955344852339678,18.249336077127055,20.91501607669184,0.032653841282309304,0.19401418624040367,1.655024570679155,0.27940484884440797,0.505774269225646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,313.5627630381118,free_primacy_decay_Semantic_CMR,0.8700631733627229,0.44527853530752026,0.8944450761602831,0.30052557553495196,0.8956933004907379,0.17287965512594067,22.134503144223533,53.60080499355957,0.6806637999006284,0.011314471168858198,0.17932897070820264,2.497560898623931,0.25515490741169083,0.6959834343648019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,275.90389633709515,free_primacy_decay_Semantic_CMR,0.8839471280342333,0.3561058256022936,0.814705126896464,0.05927017248357086,0.21456932086428193,0.5653131952424808,4.8933422830358495,91.02284851425247,47.39995751247959,0.0037668272772197198,0.3531379814344451,1.9264958721521808,0.1406052460746407,0.2843618335059874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,251.38101422747928,free_primacy_decay_Semantic_CMR,0.9134436080096029,0.17038327420611143,0.6105756327116039,0.5108362512738226,0.8404772979124873,0.5805657342220463,0.2260886533297608,54.576316577835925,97.18538693258698,0.011708192946883078,0.26264156758690493,5.113742027380647,0.5181513511104495,0.21598626122127218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,258.17090452218935,free_primacy_decay_Semantic_CMR,0.5232059811493711,0.8724803218940258,0.8360729809465759,0.08624894911790965,0.9010735153920093,0.5065841624061099,0.6062616081786629,53.593640820588774,64.51102382721021,0.006285532130651861,0.29841815069039956,2.683565772997858,0.28459259552538196,0.5093854344021409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,282.1416430757526,free_primacy_decay_Semantic_CMR,0.6402972519306223,0.9880044645220413,0.6865725628473446,0.5188326872239144,0.619516329554233,0.17994441149182866,0.22633569629317662,11.68098264681349,99.17790509316535,0.011129450078716296,0.25954798388263,6.885472941414941,0.9638203980654826,0.42025210404076674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,243.72749282026228,free_primacy_decay_Semantic_CMR,0.4951505248546038,0.3396839955352746,0.8109913454697292,0.4690315164939636,0.050908109623227116,0.5716194147767748,2.5247062214822833,41.139957605198795,20.86174631197834,0.0127634890054526,0.2335702874842207,8.40577503666453,0.08173091828034779,0.3146264201326465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,278.82376617448256,free_primacy_decay_Semantic_CMR,0.2771504394869148,0.18126754792195077,0.33320706952946844,0.23956365334900442,0.1370331177508513,0.9192527030144835,0.565092667323249,25.635945893457773,81.68633556648842,0.0057618375754059925,0.3163895765824982,8.646963129366934,0.8013604333446964,0.26823480716695514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,218.39184494426544,free_primacy_decay_Semantic_CMR,0.7162883394510784,0.386644708911835,0.7691552550293499,0.3586224189921244,0.6855023451463319,0.885468950045869,3.123602110524738,78.93298971832544,64.99704947732631,0.002606436720067929,0.5777507292140682,2.526627559627726,0.6360101579992733,0.8131287033126567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,228.6831901438468,free_primacy_decay_Semantic_CMR,0.5920919307988226,0.10635760206550443,0.7638678172899791,0.14250699315087473,0.9135397728856312,0.9955961963636507,2.3374839563366905,18.30044561766843,90.68491996426039,0.004036060919376916,0.40718114587682397,3.381557970395198,0.08420731818994587,0.590400286889091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,316.4009541481354,free_primacy_decay_Semantic_CMR,0.4607621487502731,0.28150728788784407,0.9781342648403204,0.03788036717027504,0.8770231518944471,0.6913303497465197,2.610637828502412,24.867896244065257,78.66795743680598,0.011105312343157148,0.20821557633964805,3.112915448177089,0.2680576307474595,1.2900608136397902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,242.09613847391222,free_primacy_decay_Semantic_CMR,0.4068436501161314,0.036470156836863665,0.3126070244865955,0.03231538067275941,0.5642166164985662,0.6585041806089343,3.5672413311626627,84.02040406396114,20.863666901085644,0.04870217712120223,0.11422581883396798,3.6002271612308685,0.20063736256693165,1.4041228887539283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,257.5153010286732,free_primacy_decay_Semantic_CMR,0.4172554532770853,0.01557364703457187,0.2776760596344304,0.20256009084190396,0.134240710894304,0.9322622220646186,0.8136222573560161,72.10660201179033,74.38398280692459,0.0021454380156357145,0.42535676446803805,5.31822362271898,0.3129309688338333,0.7973486306723547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,196.57487202373426,free_primacy_decay_Semantic_CMR,0.7988714094112437,0.08759637959398564,0.797415828225826,0.8300814031169144,0.6678410410484221,0.4789924636436936,5.2405806890087305,27.433223172644826,73.97226294481064,0.019732385649657735,0.2740555870808947,7.7491648583365365,0.4684074584210973,0.32375763515843303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,193.95258807762093,free_primacy_decay_Semantic_CMR,0.9934963413221386,0.2011956474663812,0.5570200847688113,0.07692192412642396,0.6952074186126183,0.3428670812934964,3.1762374426906916,28.729700379724974,11.100586604459352,0.009175793719335024,0.4972282509861117,1.6011625575727093,0.37628456081276307,2.6819237811105774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,349.29366282313424,free_primacy_decay_Semantic_CMR,0.9217360109669308,0.2382466103332881,0.8688818258863258,0.45705306966455833,0.44030940930680595,0.4548509829411889,1.6676015134472593,42.109025511115085,75.50462609278492,0.005117922818235976,0.2697963182372316,6.732736571312161,0.15212194939386664,0.3091946908713039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,251.93793872628697,free_primacy_decay_Semantic_CMR,0.8810735154941758,0.5326056017806016,0.4201707088285099,0.5637470361621288,0.4010733964080543,0.9916750097162533,0.21977623782125022,79.34961563086779,67.09963111464793,0.026919528192682618,0.1541157460995617,3.499054622708125,0.5131508593251269,5.368239063171081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,278.8737395714415,free_primacy_decay_Semantic_CMR,0.5822642722347123,0.04846980219244057,0.45336322598397877,0.7529469170709624,0.3072019436720004,0.5863971806732026,10.165585795428186,43.70738862241019,54.463875815091356,0.003126589513325506,0.325391500611226,8.934884379734056,0.08676524671209912,1.681372978938318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,207.82424225955515,free_primacy_decay_Semantic_CMR,0.9499033929352766,0.02320381737865418,0.25321093167359165,0.2659148052129621,0.3902931124197237,0.27963853806722805,57.30050369801485,18.261557628782178,0.35489300311658667,0.04401988034051901,0.17276264937457864,2.406952320984541,0.0492403883181739,2.7338591313253877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
