subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,1_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_recall_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_stop_probability_scale,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
74,8,218.88580371764422,free_primacy_decay_Semantic_CMR,0.9710888805860625,0.7692332545013407,0.9438539623711821,0.020827810381357125,0.6736438950660165,0.8490878989724929,1.1388986024614167,80.35373476469039,44.47458636304778,0.0016779015735293422,0.6098092137175682,0.8946186702590041,0.22675322656858604,0.6191816669885093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,252.31574911431977,free_primacy_decay_Semantic_CMR,0.6556654259168277,0.14095115801935926,0.6749001902278172,0.12245821749118774,0.5595506280339126,0.6776739139686178,4.881650779022237,39.49065508083764,40.63960038066405,0.012766693222572456,0.2729879829367352,2.43499248502,0.242946098731737,1.0010791387201676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,272.74548265171507,free_primacy_decay_Semantic_CMR,0.712038788690732,0.791027253618863,0.7449631226541134,0.804071653525297,0.524204209825122,0.4101063893876949,0.5759281723287728,32.44354096783645,89.40189267438748,0.013491417062932165,0.19691169077233361,9.974430761357858,0.45140411619798204,0.4355553745942906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,333.21915515656985,free_primacy_decay_Semantic_CMR,0.924729987924954,0.7564552897686684,0.9979641076853909,0.13159482213825652,0.7838714979994001,0.440932749795628,0.18991259096245017,8.946242354129986,57.162600831913004,0.002373501273341072,0.25004014119038853,4.139614432094132,0.7864317460167202,0.27733814100378495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,320.1517810875366,free_primacy_decay_Semantic_CMR,0.75287435187966,0.24131267904167808,0.7725371487397471,0.26862642732053954,0.19706603985091797,0.4404669342054054,0.736881589406913,52.823711445218194,19.25791006287043,0.001590278742141682,0.36512005559620064,3.7990599647966494,0.12968923361910561,0.1702814080296342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,252.33171207660132,free_primacy_decay_Semantic_CMR,0.5685076212323728,0.2897339586208554,0.031878495487483054,0.3223065226862937,0.8136399636572053,0.1089856381279945,1.201681155928617,40.85920959768429,72.43531102278499,0.007282097120361758,0.2900776211254547,3.0164222404978736,0.04895854603657697,1.0166554899450146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,340.5840992067792,free_primacy_decay_Semantic_CMR,0.886555070702933,0.09176638897903105,0.8330104910044371,0.6481941441288213,0.7414018950244162,0.8135454786918952,6.289748297991416,26.88360299846518,56.9277543157592,0.0032907046800833006,0.2504993581660129,5.423464514791966,0.3435249502007024,1.433196850985622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,276.3733907287117,free_primacy_decay_Semantic_CMR,0.6921002297744107,0.7710641157351017,0.5812596285010033,0.12182549587808215,0.30317835586558883,0.5435114137891256,0.8695520287079969,84.58860253292166,65.24884512234884,0.000490218014293412,0.5308198353054286,2.7410002287357935,0.2697707053408685,0.8526580715707988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,299.2985478037379,free_primacy_decay_Semantic_CMR,0.6393356828776794,0.691686757144759,0.6084818231295628,0.43103640458662207,0.7800045475447379,0.7252930732982505,0.3658477491310299,0.4558404357470387,54.09257188320968,0.002010551819521188,0.3706293279108358,7.458461265825708,0.004816608318797697,0.6506141489754518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,250.73218828247678,free_primacy_decay_Semantic_CMR,0.5631613181122979,0.10897152141556402,0.2292286409254079,0.434099455435119,0.6532904589490306,0.6279003788784864,2.753549954153223,76.52743245012927,0.38303852797880533,0.012785573729538396,0.2430616618783721,6.4747949691685545,0.18435888011074467,0.77265545617806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,197.09700725249624,free_primacy_decay_Semantic_CMR,0.30325135093281996,0.058665493041288375,0.6651404684306029,0.05810658811764852,0.6116666066819434,0.4292793462400495,1.352739876110995,96.35368083539794,11.991529574355262,0.040038062285361053,0.23224452076653979,4.515248668481262,0.6994208252531325,0.22306249074368178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,247.8539344138323,free_primacy_decay_Semantic_CMR,0.2960042874131238,0.12496601934072593,0.37316717649029985,0.2152821124235771,0.13132489203309777,0.7778794269429388,1.315926740966674,30.091535744268107,23.67216467523507,0.006652286052973633,0.3144710150602359,7.894643171422954,0.7916977800298693,0.8336025138831875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,306.41601835587204,free_primacy_decay_Semantic_CMR,0.9643207119592079,0.12501351682245726,0.9711194199435882,0.9676401225500776,0.7325696883674467,0.8387969102421722,65.5172244989655,21.200888685888096,3.9998854938260067,0.029759924314823882,0.11794995474256709,2.066506068172458,0.4670361376923413,5.773833986640358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,361.3993423910953,free_primacy_decay_Semantic_CMR,0.7050515850770062,0.05208043657918565,0.9994662357378872,0.1517114137193551,0.7015903182232756,0.14207668649648936,36.248818056231315,2.045906060024258,55.81077981469964,0.008456028053067166,0.12627897662323662,1.676467793824746,0.07829786310018333,0.8214517514959194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,328.83774022102057,free_primacy_decay_Semantic_CMR,0.649153435805566,0.18687680166561949,0.84825796847531,0.9450426202338451,0.14472990168949262,0.44776283381778587,21.434318654985763,43.29991487543416,78.32622189493668,0.004084341888186127,0.24850901048103413,4.5066734337002154,0.7784343355969543,1.6038189635680156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,247.99171047366042,free_primacy_decay_Semantic_CMR,0.8177504127764824,0.03805509537812421,0.3945802143675718,0.09599609545322682,0.489149036897922,0.28539108171831723,2.8444174180890553,88.85250355584485,91.87739237469809,0.010623564688900347,0.2647083405373934,1.8415543618891876,0.008377784249736979,3.01850985046879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,204.51633519526644,free_primacy_decay_Semantic_CMR,0.7785818923876583,0.17824060408564013,0.5546475281103058,0.1789057494727228,0.5088187187150124,0.7174882975223518,0.22568408512572802,52.096659135412594,55.87199497348689,0.006372562660127479,0.4135925539508669,3.2099141954524746,0.06292568977707219,0.45870648011953374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,254.47688454390618,free_primacy_decay_Semantic_CMR,0.579606792266373,0.7515777797122821,0.6268313846195275,0.026492604222320026,0.7479922200632606,0.4438917039962321,0.8869262400435005,21.274743357400798,17.545003656451925,0.010450002849321849,0.29082010917658696,3.0157543911596916,0.22302338423333246,0.434889811717043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,152.56684939493178,free_primacy_decay_Semantic_CMR,0.6568493118385774,0.13059636688326626,0.9628966082116746,0.9142223473180727,0.4112840291357194,0.7769347609447044,8.381226562266203,53.181118144658726,72.3920215719705,0.02838161956460581,0.3845762421416255,2.619400744510661,0.1307872417116399,2.478139041156002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,310.4284293402934,free_primacy_decay_Semantic_CMR,0.5491806293183928,0.040426932860272054,0.8222536838286296,0.4892453746271858,0.674955719738592,0.5707017739585534,31.268131873106217,72.5433114660289,33.380778899412974,0.006176329451473274,0.2720642023302987,2.51813973981399,0.10724758076646489,6.04401194297513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,261.24312388361636,free_primacy_decay_Semantic_CMR,0.5743186706509463,0.5328822919373402,0.5780290099649041,0.9855354594212714,0.04999727405610571,0.9751800835670577,0.45820115789297944,77.54924182745866,39.472198345063696,0.010099605655852217,0.26635046977195564,8.319668656902627,0.09152008396415362,1.7475824355039125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
