subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,1_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
68,8,190.2957971997023,free_1_stop_probability_scale_Semantic_CMR,0.7777893322997639,0.1059779851325861,0.0006695776979052104,0.8788691637626533,0.7372238878280292,0.16629012672937132,0.7750991767831611,3.104142225506763,92.41668162944495,0.06675609494549617,0.010734832785768866,0.28720658012646805,9.53684033398894,0.2816244310151559,0.2069700318775345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,192.95377582292997,free_1_stop_probability_scale_Semantic_CMR,0.7061306622663087,0.00516098426107503,0.3039908424980978,0.9059528012180729,0.00237362442062522,0.8234802858963464,0.13683168817933283,1.5725236081858185,12.027617760007892,0.02604892578002438,0.01202284513019325,0.39551573654750083,1.2622273611696375,0.35593249506662744,3.5693059155184774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,352.8052115239067,free_1_stop_probability_scale_Semantic_CMR,0.8217573511790361,0.2578782064395352,0.870767743076015,0.9953816927400051,0.8686294147626827,0.6860750535120972,0.33793740374925185,0.5354965810189825,83.03824819061361,0.05300302242370081,0.044198160354732674,0.07106057982490199,7.569222571379615,0.0853428903445374,0.39071049592506313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,249.6499045824733,free_1_stop_probability_scale_Semantic_CMR,0.9454986904116163,0.1950828014298272,0.3212823499080065,0.8440503964841843,0.8462468705761148,0.9548526477994794,0.3266017396589471,4.7176198909092975,89.06624441692541,0.0452209177057632,0.025262556636955813,0.1573426421206472,5.577576962066864,0.35897452740771313,1.3548276717126306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,278.8804759183602,free_1_stop_probability_scale_Semantic_CMR,0.6024440578881702,0.020367841469950576,0.49111905921306065,0.6374817410594036,0.6754684461170978,0.15832421465037616,0.6883134198995297,9.768989790997772,46.61500550061515,0.010138987505534047,0.007299921850246138,0.25557750814060043,7.720589159392041,0.11324407719048857,1.596729508686308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.1025528153528,free_1_stop_probability_scale_Semantic_CMR,0.9645391777236804,0.28021587610035575,0.0873727631694873,0.49334231369764164,0.4080198361661151,0.2478058116782058,0.6685575510610872,4.86723036562205,64.57177568621366,0.041861358869838765,0.034866034148583185,0.19728503084007049,3.105982427990388,0.021310958534135258,0.8416022108912864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,221.69624287208995,free_1_stop_probability_scale_Semantic_CMR,0.6548812457783322,0.07101065562441233,0.6437352273387305,0.3520963982447365,0.1432863876696711,0.5683165033030925,0.7704702649410721,1.3064615348055355,55.203957110386355,0.01745560027202936,0.021243860392243796,0.36357965124145153,1.8994690202391058,0.026257671623109435,0.7274921080094234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,252.06974643504418,free_1_stop_probability_scale_Semantic_CMR,0.9979694710902729,0.5719824895605579,0.9476955478526711,0.19480621158242567,0.40116043841161647,0.73989467329503,0.15200587430910778,3.1161761579860254,60.90941615147831,0.03642688333881228,0.07151411830860976,0.10517562654930579,1.9340841504942996,0.08015699206524368,0.18100073950610884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,271.66580952163565,free_1_stop_probability_scale_Semantic_CMR,0.5621120363376925,0.7031456916626038,0.4725610669579343,0.8221709104077828,0.5512812200465106,0.33035956881534145,0.652379288890782,0.3622401676673519,4.680900914798805,0.04280975876605947,0.0068365409787348175,0.1735314363615359,8.159123136639028,0.007567086284900437,0.6155358223642509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,335.4718666475869,free_1_stop_probability_scale_Semantic_CMR,0.9277613074112014,0.8713243613530237,0.9096066038115749,0.9876433450273638,0.6619459341215438,0.604561067751647,0.4676570446759878,0.5952433638110008,91.23344370714952,0.005919642735066344,0.008139040990459367,0.1584330775363565,9.90546774566153,0.4509517089469115,0.23765631657835495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,321.1846260744354,free_1_stop_probability_scale_Semantic_CMR,0.8070026489487152,0.2786530273968427,0.5705298055595011,0.9240155446140236,0.460222641522054,0.6804288267625626,0.5564697686867268,0.707839409977223,98.67235972226328,0.007347564811896352,0.0035865943783995958,0.25807669783096066,5.108110847233532,0.07655648457659352,0.14639464203099714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,252.643497594986,free_1_stop_probability_scale_Semantic_CMR,0.6296581924479028,0.1051789161317303,0.022622803473960562,0.713516244997102,0.55619787552025,0.48900054177548213,0.7691468828493163,1.9611802980613646,72.50725947353578,0.005229236133635962,0.009524900662243263,0.2528379859387826,5.059104748670001,0.310317339787042,1.0106896286100007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,340.28271609147106,free_1_stop_probability_scale_Semantic_CMR,0.761081407654884,0.016674979524609335,0.5093602861018213,0.8307264849697191,0.9714682268092982,0.9302106812331796,0.46339653045033297,15.39291605817266,16.72090908340426,0.001736645494253064,0.0021668385678629276,0.3083041056774345,5.065237442606118,0.1899886785488532,3.447690792763959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,284.1597344134718,free_1_stop_probability_scale_Semantic_CMR,0.8645728762615262,0.358877484859335,0.8503577631451472,0.6894015283555811,0.6270301913673152,0.38298560500172246,0.6765194557003691,4.954229112390664,78.0089086752415,0.018284806661815853,0.028923465327488445,0.18179038899753142,4.09219212362274,0.04937176335829887,0.5402509790695771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,300.9187742675403,free_1_stop_probability_scale_Semantic_CMR,0.7122172243905374,0.8454208467955231,0.49923911141326893,0.6680239825146018,0.496852647866818,0.4456138281668405,0.8248444714277416,0.32460303086127595,49.82324957626606,0.028147703060896867,0.01248265228533546,0.17355576043526977,9.188727589475658,0.3205782074536403,0.39204774772063633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,247.25523245784717,free_1_stop_probability_scale_Semantic_CMR,0.6895892579932914,0.3981862042881867,0.2148545132916101,0.7683606056359467,0.5284429226096441,0.8254131836257383,0.7223400088134548,0.2415848953550892,57.43884271414995,0.02514168301568137,0.012696898368714182,0.24792547283945332,7.420739362829587,0.2734000836515533,0.6141733372770659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.76937416646547,free_1_stop_probability_scale_Semantic_CMR,0.35460738201144204,0.035370103450542256,0.8054666299913218,0.15202632659254917,0.010599405170658438,0.5637172006664981,0.4709957740764054,1.366800405334459,18.755537078755246,0.04681547741638481,0.02380181209581267,0.19865116119246196,3.127464902899601,0.399260859499079,0.24739900190644715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,249.4801177508681,free_1_stop_probability_scale_Semantic_CMR,0.287128620810421,0.29395768014670354,0.38948130928324315,0.40435719393540975,0.010213838864532143,0.26521627215431653,0.47206571621964843,0.7171795944984751,34.64274409008605,0.026221406313635398,0.03617247195925799,0.2125046415436591,4.918222058983267,0.8015379477601565,0.629104875871132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,305.33566281903995,free_1_stop_probability_scale_Semantic_CMR,0.6934383418449872,0.2784825593928127,0.666603631052884,0.7996001632284432,0.5189832164781537,0.9750174271637269,0.5647802464695125,16.15590129876142,21.623112689721268,0.02722593216936081,0.010367340810421122,0.19271774433379552,2.286240407676158,0.9412130257971779,9.005128242037335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,362.3722703502391,free_1_stop_probability_scale_Semantic_CMR,0.7273506626433593,0.5608679637517974,0.9155696785622698,0.9833276422659443,0.18671952799973052,0.4363437905514299,0.7107461951799436,0.5980628525443024,32.268532088141924,0.05738180988521785,0.03672620938544191,0.0959436956276587,2.978293441725615,0.19315051191545501,0.6256426981450822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,329.40692293099016,free_1_stop_probability_scale_Semantic_CMR,0.5858463062497848,0.5180663143363725,0.11920690019317376,0.8775293969976843,0.6751140742897405,0.2803647360903764,0.9234780830808726,7.381937414918461,27.638477931817096,0.004635659458758656,0.007010687396770132,0.23974222669668954,3.602329000418308,0.4347681313213596,3.4958392398185865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.20154301881865,free_1_stop_probability_scale_Semantic_CMR,0.9499589798391425,0.05663393164474606,0.7511917567112337,0.5988708120666429,0.06547369015273058,0.49663732763232415,0.8027567410996509,3.3551069087462437,38.39966894713223,0.011305952936774888,0.004596229796275442,0.2984665717858812,1.701700969787523,0.004728908788109054,4.2450738190067145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,203.1157923408195,free_1_stop_probability_scale_Semantic_CMR,0.7392053310656386,0.06676321904800306,0.8045413685702341,0.1523610084851406,0.2810363177569054,0.8212610812668814,0.43123784533066184,1.0938535264273168,68.86514889232318,0.006712848712373623,0.014304539192623615,0.41722086996506724,4.1554406089805065,0.04263567714738694,0.36315041213599036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,250.50768636198723,free_1_stop_probability_scale_Semantic_CMR,0.5478459916663314,0.5642749428276794,0.3731494966444216,0.550008268158266,0.06663020266268982,0.24513150749650825,0.31551683366970706,0.8495731039697318,2.8262648054137784,0.01874562136591751,0.005678669259822189,0.2804414439612639,3.0360318708706973,0.03929347656103377,0.2502288233224874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,153.82721954671894,free_1_stop_probability_scale_Semantic_CMR,0.4362141226857472,0.20822720691250923,0.9993634868492982,0.847660312899863,0.6637257562771239,0.5782401136731944,0.47192676800784916,7.938228584722005,44.762228144681124,0.05044133439725779,0.033633326233067584,0.37336978693654643,1.6524845510264106,0.8552990756962437,7.179064876496985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,307.0034702344657,free_1_stop_probability_scale_Semantic_CMR,0.8197063515261345,0.16991201142826257,0.9693947408446852,0.9646815822747346,0.7186082625720231,0.7701719603378905,0.9332882252504442,22.684707334604816,0.6245745639445133,0.010548699907675041,0.010129621917828069,0.23140681244767958,3.084011411416438,0.016344161420390857,2.68167817433334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,263.3022839737767,free_1_stop_probability_scale_Semantic_CMR,0.5769786337945905,0.7226932536184089,0.7997872203894048,0.07109256870658576,0.8639451516283534,0.289633125786248,0.6624279523897433,0.5543682126260947,25.775769712378604,0.02152386316031424,0.019616463345887736,0.22489605986551275,6.753373709232408,0.20463447247739075,1.4470745592267722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
