subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,1_stop_probability_scale,0_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_growth,1_choice_sensitivity,1_delay_drift_rate,1_semantic_scale
22,8,271.86650406364873,free_1_stop_probability_scale_Semantic_CMR,0.620117562796942,0.7423936061972672,0.6228520290200417,0.9493522318639467,0.5765058249220785,0.38946027432739044,0.4215284345828427,0.627783822446851,14.83865364035917,0.04793758183761021,0.025727691134381336,0.14295060011391048,7.285886535410933,0.03312651984629478,0.247991057913036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,8,201.35281772624865,free_1_stop_probability_scale_Semantic_CMR,0.7143687114678018,0.03371944063424159,0.5443806431770073,0.17055233668461633,0.42538615768671173,0.5991943226201222,0.5673344783458175,47.25116221978445,69.6050383617721,0.0448422683337355,0.017989907827548224,0.3061142656326634,2.3481803620229535,0.02305231540537994,3.324352385320899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,8,182.51886364029122,free_1_stop_probability_scale_Semantic_CMR,0.7509556125936555,0.06583241255503991,0.09516837365569311,0.5449658591015479,0.08666492805030941,0.9969648035614467,0.6378676837613942,1.0665359366350478,12.391409842267818,0.08187966683181955,0.0171652966615217,0.2693520294052572,2.170901956364219,0.15378510053610342,0.43287551903694776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8,254.73445251412883,free_1_stop_probability_scale_Semantic_CMR,0.44929267657116523,0.1986220911749251,0.6149936448413554,0.9692822627768061,0.7490935976182274,0.43964611715798274,0.8946254787632371,3.483926019714517,45.49849663904029,0.029038374179069914,0.008379322382465861,0.2653848139235259,2.9478321334927258,0.6472074379202392,2.7700043218365233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8,291.49880720407924,free_1_stop_probability_scale_Semantic_CMR,0.7003505431859467,0.07627296776666032,0.33020527503474795,0.7067172288643035,0.07282595389686147,0.530486078028962,0.5817009288685805,0.6337314393134577,40.72934269902863,0.03827242538244596,0.018596594568606295,0.15847759215333923,2.7575551161888234,0.2927364701286691,2.9526148281566473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,8,343.82289881929967,free_1_stop_probability_scale_Semantic_CMR,0.6371230936972945,0.40008315298014835,0.9842742157447316,0.8908932237254887,0.28581894122709484,0.21513603008323745,0.515868416310079,2.8512940734074377,96.27088027242232,0.012581540462223484,0.008755402907812404,0.14567102929752185,5.994616088917693,0.24593589226938045,0.94489788042429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,8,256.7399703623071,free_1_stop_probability_scale_Semantic_CMR,0.8123073259590937,0.5697895534293393,0.6992966343708716,0.7219158720160634,0.16833161253563794,0.18154109841694888,0.5039542824089492,0.5976695372205469,97.92561251057089,0.04022351832060217,0.008132884596987355,0.14215205060183944,5.591131170199938,0.9033293425783506,0.11337181837471633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,8,251.0621211066442,free_1_stop_probability_scale_Semantic_CMR,0.8917395659610503,0.12365737531092708,0.40271986930189996,0.9216691073951978,0.14769713227776954,0.38706987527948516,0.4270518885544504,1.5011909293162435,44.00679279208492,0.023407616499964166,0.01707366728198297,0.21344597904559412,2.8489780201258994,0.053217797837429935,0.5498008194744468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8,264.7720732268367,free_1_stop_probability_scale_Semantic_CMR,0.6745421293449282,0.014233946548713572,0.5126756391881789,0.44826275886514616,0.788726922375721,0.6019060836691689,0.7011813660953109,46.511173343376974,51.244199781405186,0.0055573014218678884,0.007497965071688761,0.2802746283599262,3.0910476265261377,0.18519288810442502,6.094645454858187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8,273.88628252541207,free_1_stop_probability_scale_Semantic_CMR,0.9217470815121045,0.14081962780909413,0.3451584928787416,0.9438957717712035,0.7051403215494405,0.4104894425446207,0.3384523883287791,38.70649917970036,71.06370251011238,0.0014993853745148278,0.0024219664512425965,0.4569892728260996,1.4465890251852875,0.32622746781748424,9.727192209825525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,227.5148895786141,free_1_stop_probability_scale_Semantic_CMR,0.3446048957932085,0.15499201427750914,0.17822342250088752,0.5330030683591513,0.2030363261964963,0.7229493614731797,0.20355344045799828,0.9680043533439218,52.85719176318469,0.019241086093829796,0.011533890021674154,0.33661635225303055,5.625134855270559,0.36145671613255315,0.22385309695171696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8,315.5735980496164,free_1_stop_probability_scale_Semantic_CMR,0.8095512017856293,0.7330635975537517,0.7728346502991575,0.9146236550579057,0.38225789813987626,0.722729507138933,0.18898560258808617,0.6608025545679297,32.46010834989103,0.016109310249519115,0.004844598404240064,0.23719088972606261,4.304801751629849,0.684245788241164,0.7266857732860155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,8,197.19094718881803,free_1_stop_probability_scale_Semantic_CMR,0.7911482465273603,0.018194236268394337,0.2105790671433171,0.9718171870318588,0.04187622949297026,0.9946203514981359,0.7656200508415264,3.1306577600754366,70.1845529311061,0.015232629949327003,0.012349104618972206,0.4170024753022643,1.179648758415754,0.08722423723509282,0.09092983942434785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,8,274.31711281233913,free_1_stop_probability_scale_Semantic_CMR,0.9403195574476744,0.7418939169403672,0.26766424190478005,0.9707287164911045,0.7804139335526151,0.4076002589472377,0.08431616528637695,23.301939646916505,0.3180894972330544,0.01757182621742892,0.007985939153063467,0.26165217018461895,2.4001979448285553,0.0970914126618893,1.3697551918820403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,263.44824612698665,free_1_stop_probability_scale_Semantic_CMR,0.7420921621373749,0.09516995591558908,0.009122459825447793,0.4210975628765825,0.5023330182598331,0.4272491730222775,0.8693153001320373,43.53525522643066,15.392115866810265,0.01151618048588543,0.007171855589205078,0.3731466332797009,1.4043157893271427,0.07352515322793424,8.470115591093599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,361.28766314960234,free_1_stop_probability_scale_Semantic_CMR,0.7960860898788541,0.443391829670852,0.5152021538971585,0.9984611078034291,0.9660604597041111,0.35661943502679644,0.9145728775607671,1.519615412957549,50.46272242025853,0.002464458087071908,0.004093133778319935,0.21878287262274654,7.32608254019593,0.05037505913153628,1.0252725663685727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,278.5981885251049,free_1_stop_probability_scale_Semantic_CMR,0.8020343584290647,0.8080344619695674,0.8934693891028143,0.9330162273282876,0.5857459142399328,0.9554174558843845,0.5056162481524932,0.2740925119072557,88.54567821226712,0.01386898686364152,0.016934704778074128,0.19522245102662072,8.752180553938025,0.7477598579219576,0.19551660162351236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,226.56314790768744,free_1_stop_probability_scale_Semantic_CMR,0.9332061735091073,0.1283346751992147,0.5924120467509182,0.9784986593734444,0.8069900408548051,0.8007768074533104,0.4310923985343623,6.438876124366203,0.19756513988437518,0.06850128519401072,0.04628306113443126,0.024514190850665862,5.740683957833661,0.7983868901920005,1.2470633069160364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,215.47144287827496,free_1_stop_probability_scale_Semantic_CMR,0.5819859419151364,0.06454269638393775,0.5546728944264055,0.22946715507192253,0.02767481999335856,0.7181664399741369,0.9760219377462801,7.288495268033271,46.98773960366106,0.052421904663046345,0.02218462532621129,0.20121748070040812,2.5991309245037546,0.03540545349557436,1.459874981632318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,116.9565874136006,free_1_stop_probability_scale_Semantic_CMR,0.5136238585622304,0.021468417067028053,0.9993706295489152,0.0026426774106320453,0.2839278568279683,0.822480982640788,0.8431904112283215,1.9360807532668918,66.57364423361075,0.06348614370440431,0.055499274473511606,0.3943763928877664,6.277369136045298,0.321070801147636,0.22285794919162677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,216.4828215933678,free_1_stop_probability_scale_Semantic_CMR,0.7978262119622732,0.016746392889258,0.028431954609278276,0.7841721601068065,0.7530156788874107,0.8488037135774402,0.9365852070756606,5.068337521400657,5.570630587736993,0.025047512418976903,0.02785224042125961,0.2473634836798464,3.716639545381215,0.21452373579713835,1.5746834983512228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,299.6559288452862,free_1_stop_probability_scale_Semantic_CMR,0.8872263209554108,0.007187014357465493,0.3537493415824788,0.7417005196555685,0.7916087148169967,0.7031112879375598,0.8059743987067193,15.947687542501946,1.4387216712460997,0.011064005055116954,0.009768939065880444,0.2593749786180588,7.583321075699178,0.03587890752682227,0.45375446087205873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,307.0648585676197,free_1_stop_probability_scale_Semantic_CMR,0.6022874113197453,0.39724778068063127,0.4332882199954122,0.5458928529267425,0.414722626301675,0.8806225532283756,0.5653257417197579,1.7492314630377592,54.93159791339372,0.056287069515331245,0.009110318418200869,0.10992659321360154,8.010466651267643,0.327536525304313,0.20945199713297313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,226.97429768886593,free_1_stop_probability_scale_Semantic_CMR,0.7141503822161721,0.2110447392223037,0.19872651239736094,0.43650952567244794,0.3843250670394227,0.733840139830742,0.5685475759842085,0.6617242123598288,65.11546911443736,0.03380395717809709,0.016407419831797387,0.21434055033548471,4.8079909062166575,0.04799371705034822,0.4827834449007131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,184.20338011530785,free_1_stop_probability_scale_Semantic_CMR,0.9806859266302452,0.2981964810479486,0.47534620270846817,0.6928697028080486,0.04118971936874344,0.3100715619129263,0.6722915255652718,2.151834243894619,31.38964350152976,0.09277012459221429,0.025359816110843092,0.18099835736687453,1.9199718205891827,0.13130561361438436,0.26581460430448267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,305.73321167160344,free_1_stop_probability_scale_Semantic_CMR,0.722987538088955,0.3319463773610429,0.23756320480021073,0.777036509881349,0.12285174825837997,0.26286677652402407,0.25620882745097373,0.4051284123823951,21.88817801372022,0.002879255912797074,0.0013781975592426408,0.35744402192360974,3.2790277190527384,0.5072221637631532,0.6514914337513344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,273.0412206823461,free_1_stop_probability_scale_Semantic_CMR,0.42911642302741926,0.41840999563618003,0.826549565004187,0.844010831595436,0.5940019532792037,0.9179143855948013,0.5595638203026159,0.26948219656100747,40.87243366701807,0.060097751532049604,0.014390892001498456,0.16231097419499907,8.091665461526777,0.39480975951743424,0.6613736580681469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,265.2743782125358,free_1_stop_probability_scale_Semantic_CMR,0.7051392301579836,0.15368895552851786,0.3607222305972354,0.9853756876965949,0.2368449764123537,0.5575397524422656,0.8359388614175305,8.666340831887794,48.37419995063764,0.026650268841122093,0.06357977675598364,0.14537082626880427,2.179872055830765,0.35888375491180063,0.5351693648025773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,260.58619393802473,free_1_stop_probability_scale_Semantic_CMR,0.8548834417513613,0.13699095742621953,0.8262324816397995,0.6918439859719309,0.6548398225603995,0.163059556101747,0.7444299307107454,8.64418124351318,90.80066228587839,0.006203149060569291,0.015484687528883156,0.24974918366435972,8.125318268440823,0.09988608603165922,0.5135146189630984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,219.76140719267988,free_1_stop_probability_scale_Semantic_CMR,0.75801877416636,0.035285649018927834,0.8978542152968745,0.8004997376855223,0.18157009979462058,0.5569279454456115,0.7884537540916091,0.7480536320176014,23.707704354470838,0.04194167358992018,0.02440960772367745,0.21860296865739315,1.3454500559943208,0.07324467369071824,0.19287247210168967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,313.55288823362594,free_1_stop_probability_scale_Semantic_CMR,0.7868862424182269,0.5202351398196856,0.7721644920008591,0.8326039092938962,0.3883867867067214,0.9617782123077565,0.5584518984908236,13.22460725572703,0.9787202809630884,0.021256743886922946,0.0069697041852200825,0.20581263935245264,3.5718313645102864,0.716620132337709,1.2720993136519554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,274.48179047012917,free_1_stop_probability_scale_Semantic_CMR,0.8248265194274493,0.13465806704616373,0.5274204677068758,0.5632454117339166,0.4243880905963108,0.3785081797288774,0.37023299186194447,15.419693285152988,0.9389415573193602,0.010344390561657146,0.004955582392040692,0.2979249678156508,2.419890823876777,0.5730474034320484,1.215930755503285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.91166888789675,free_1_stop_probability_scale_Semantic_CMR,0.5781074987559347,0.15197371365493234,0.41247639941973463,0.197748865881598,0.2782578938701794,0.9616147625195104,0.621798307546916,0.1626326213928806,47.950615264642884,0.012724794475292955,0.016025846337382688,0.2108392649363875,1.9263049831111259,0.02548092995265877,4.337212127667346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,260.3277112249478,free_1_stop_probability_scale_Semantic_CMR,0.9485850029291171,0.5553880554541946,0.6672885620208674,0.7769907894920208,0.08350199472871317,0.7009540582404985,0.06794741716643077,12.508744974450423,32.42314901679528,0.01889516443850242,0.003975810595301943,0.3070225177520278,1.3870406497361154,0.6290249097949292,7.813681961861486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,283.1443580608349,free_1_stop_probability_scale_Semantic_CMR,0.6860935107305401,0.5351043682872113,0.9656446459187027,0.8568454805893273,0.45734702923887427,0.20598556342050078,0.08923792365813038,37.924897102891165,0.3825477266662105,0.0385197360530215,0.021484804144045355,0.14242998197081214,2.345961722491813,0.6378579617401225,2.71118103578327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,242.87836561416174,free_1_stop_probability_scale_Semantic_CMR,0.5266748885604652,0.5104994730105473,0.9925879125848138,0.7932954871010026,0.029801652490917152,0.8579895945028642,0.425427201101821,2.856045395937855,42.704341781865836,0.039067717253285617,0.0032576242081723827,0.2691027704452287,2.96535487743046,0.668055982740332,0.18605048397664614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,280.5733419215999,free_1_stop_probability_scale_Semantic_CMR,0.30473903297056704,0.1736086833799773,0.6159898604336227,0.5911516213613519,0.24877292883992874,0.005080068387238068,0.6166886551297557,0.9062449107825188,42.62824698405046,0.028406145661444393,0.018575767464830084,0.21741451734186423,7.694635530178191,0.10605789609851485,0.17441801580525507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.1318735722015,free_1_stop_probability_scale_Semantic_CMR,0.4516711120436058,0.30861349665968396,0.23360653459948988,0.9943216410986141,0.11828291351755443,0.7424830078254043,0.5258418642385763,6.198003588787024,73.77994501651041,0.00853920306824224,0.009426854404662177,0.42743402822715915,1.486468209980413,0.8571023216168039,0.5566723997024656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,230.3643037562048,free_1_stop_probability_scale_Semantic_CMR,0.6139143386272203,0.11636366118419533,0.6972221214174594,0.5339100917557026,0.00836241833794199,0.36278329726780806,0.9483351916661547,4.0967726087323015,44.369267636454744,0.016033545755789913,0.022447883145078007,0.29546749564354524,2.2490214516964824,0.08549033572170323,0.4087884761563574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,306.67665019627015,free_1_stop_probability_scale_Semantic_CMR,0.5904396876988506,0.30554909017898924,0.7085559510282733,0.7175154016469898,0.5343431018747092,0.3784486442984275,0.6117285368953329,2.060786761277747,0.251232756031861,0.05515367008717448,0.022883753711089805,0.10944113581798653,7.508133173243378,0.24390250328085616,0.7997063554121517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,8,239.08368776395133,free_1_stop_probability_scale_Semantic_CMR,0.585819144020602,0.05897143266019292,0.41561273291921175,0.8170816019459064,0.03125999703482961,0.9977004631803839,0.19704355466900147,3.0461083830265263,63.10729658705561,0.03787659410521339,0.011190134052628396,0.21048417958064522,2.085029395774521,0.21402188198139316,0.8640295619455074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,258.48458369603685,free_1_stop_probability_scale_Semantic_CMR,0.6846516019733876,0.10432762941117729,0.4997810426402733,0.8500924602332234,0.25639535139062697,0.42377648060113293,0.8892522800713669,0.27012913998426313,56.267161762645614,0.016834969184808646,0.004956097888456357,0.3784517088746915,2.9807340555580146,0.27572968373068957,0.986792128211949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
