subject,trial_count,likelihood,model,encoding_drift_rate,start_drift_rate,recall_drift_rate,shared_support,item_support,learning_rate,primacy_scale,primacy_decay,stop_probability_scale,stop_probability_growth,context_sensitivity,delay_drift_rate,feature_sensitivity,choice_sensitivity,learn_first
1,160,3006.9938856236963,ICMR_1_1_0,0.8069532235703661,2.220446049250313e-16,0.6752145045355844,0.004285773988030507,0.9999999999999998,0.2339413245728495,7.112622668731375,65.914999003409,0.015257955104418278,0.3659940035956134,1.3599451470662172,2.220446049250313e-16,1,1,False
2,160,3364.79630698061,ICMR_1_1_0,0.6957160921980636,0.02645051696684067,0.8474465071576321,0.00766225463834773,0.9999999999999998,0.11065566666636326,6.341730420034462,39.75868441079855,0.01868683088175364,0.3260836278297598,1.558335924903939,0.9525256679726974,1,1,False
3,160,3071.419673480923,ICMR_1_1_0,0.6945417470240702,2.220446049250313e-16,0.5815494888843166,0.01074903438573611,0.9999999999999998,0.14757310613757746,5.0751524251543705,2.028381669348323,0.025142507751171373,0.29849328791070845,2.084726074475117,0.8703336939264801,1,1,False
4,160,3577.891448975154,ICMR_1_1_0,0.8472419156665465,0.006473054760250697,0.9996013288658165,2.3196610210625654e-05,0.9999999999999998,0.00821765881975855,100.0,18.117215476805466,0.022992277670028715,0.2633086823755881,0.46158344187564215,2.220446049250313e-16,1,1,False
5,160,3464.1691823948627,ICMR_1_1_0,0.7816513430082233,2.220446049250313e-16,0.7153468706053553,0.004971651218673646,0.9999999999999998,0.17776968949618333,7.075713145310769,27.77263776885309,0.017375678228778373,0.3007803282376018,1.369241244400992,0.07012573006780552,1,1,False
6,160,4496.708681728463,ICMR_1_1_0,0.04132740270244418,2.220446049250313e-16,0.8987131477439343,0.7243132737728121,2.220446049250313e-16,0.9898982797262292,0.2674885229276351,15.058140963676196,0.009651994349239633,0.32106780606291,10.0,2.220446049250313e-16,1,1,False
7,160,2541.9469482556055,ICMR_1_1_0,0.7100379817883142,0.05887105028425874,0.4282494860711346,0.006163284710755566,0.9999999999999998,0.06623228135178583,3.3624960498520937,38.443686228954434,0.04552010479819937,0.27808807439357347,1.6520405521364547,0.9193773306843028,1,1,False
8,160,2310.155427857278,ICMR_1_1_0,0.6099496880352121,2.220446049250313e-16,0.9485641987661201,0.004777648470487109,0.8418679731557316,0.1448049206909394,4.516808738086549,19.841205055197015,0.02457973809205162,0.40587618030592376,1.813512365772861,0.9999999999999998,1,1,False
9,160,3574.2829007548125,ICMR_1_1_0,0.04875072686750201,2.220446049250313e-16,0.9551585931411769,0.9963016090080022,2.220446049250313e-16,0.9862502339038942,0.21307647064888935,50.863033182002894,0.02930031528937911,0.24657062069358837,10.0,2.220446049250313e-16,1,1,False
10,160,3418.3990889219513,ICMR_1_1_0,0.7300151197035774,0.03543154114356641,0.6759304717132605,0.007172050376189087,0.9999999999999998,0.12421360084962041,7.26764953336112,38.229233743299304,0.02118953085249702,0.2938351609627602,1.4941723780511322,0.9070679689195275,1,1,False
11,160,2868.20540772882,ICMR_1_1_0,0.7314593988569289,2.220446049250313e-16,0.8535547409182582,0.007295529065346301,0.9999999999999998,0.2118453318297924,6.54642758050795,82.63806617400698,0.03491906334756808,0.25542981450882146,1.7341431086852934,0.9597305661287276,1,1,False
12,160,3676.299307474019,ICMR_1_1_0,0.9749950280235091,0.029151939983479338,0.9109296660704479,1.887865196088557e-06,0.9806329709566102,0.15512001959163088,22.374282342391655,39.2206853386748,0.05394358899763001,0.19246938126115282,0.2915132256671825,0.038363660729686264,1,1,False
13,160,4002.0608874453624,ICMR_1_1_0,0.7758029961661538,3.965255504219634e-06,0.9183042922995583,0.005586711456041881,0.9999999999999998,0.17996209620821882,6.577178766321677,12.939583107720217,0.00884565863476347,0.3101447532372962,1.447363311865408,0.999722836838646,1,1,False
14,160,4232.50922947159,ICMR_1_1_0,0.819783943221031,0.029105800609152153,0.9741933910748789,0.00030528788870876533,0.07271384767079271,0.02145414379424323,6.155218609923346,50.79203925878476,0.010249549102409109,0.3124743907513106,0.9304332788531849,0.9906406774542537,1,1,False
15,160,3239.058432086952,ICMR_1_1_0,0.668146516313982,2.220446049250313e-16,0.5449000105900195,0.01219151182260523,0.9999999999999998,0.08050814468564155,4.47984963508408,63.17116635886866,0.029758340354514662,0.26637463286533974,1.9974104981187466,0.9785016637292134,1,1,False
