subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,1_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_semantic_scale
40,8,362.01837606645773,free_2_delay_drift_rate_Semantic_CMR,0.6663230866067368,0.3695258846420307,0.026089837472365596,0.958958145593471,0.8167242478739263,0.9696178078365342,0.44207519620397673,0.05705563812429659,99.64586492668576,0.00848171304726908,0.22362500205935198,0.16278098300612598,5.779256325429002,0.545379129799464,0.6734752063871106,0.9306636031171145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,278.4162869061297,free_2_delay_drift_rate_Semantic_CMR,0.6850145987062801,0.6674971519960612,0.8151616911639239,0.7930118033670516,0.4234887667007361,0.6578638947166334,0.6698545431951347,0.2662796303222592,5.5494936137859625,0.007371361678492949,0.22666940507239275,0.27672269679872663,7.964898881219316,0.3639166592904625,0.603601806431296,0.3015824471828994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,218.37449801849522,free_2_delay_drift_rate_Semantic_CMR,0.8282280790845153,0.1822286255509653,0.03829079543993158,0.9559570885210654,0.6696054103614347,0.7519794146577506,0.09373279430944886,18.60184716053012,0.28349545314962654,0.031535856816091834,0.12329821951943298,0.06739679335166038,4.322263051111136,0.05932407976383447,0.7264786108405519,3.2909349732794735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,214.26514103007685,free_2_delay_drift_rate_Semantic_CMR,0.5533295716136766,0.036309480155242824,0.6938276386254103,0.09399697367588472,0.050042627725828126,0.9398924854372304,0.6102770796210886,4.803350867808518,73.21185482525242,0.010088870092521574,0.460446146405574,0.26732624136896277,2.073440566192092,0.005187445449380601,0.0880479812330423,0.8176336576840963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,116.45646998243475,free_2_delay_drift_rate_Semantic_CMR,0.4426859767936189,0.22744400651205288,0.9846019232577878,0.04397020283077946,0.020910256562683416,0.8852923508977983,0.8194874266873644,0.8459478733821726,46.07685237758684,0.03619630131329449,0.37803849444481497,0.4690470318995992,4.267752146489762,0.32213179965637706,0.566919163627971,0.29783792305582324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,213.7518554611358,free_2_delay_drift_rate_Semantic_CMR,0.7938737511668985,0.2245085972325171,0.6727102976020315,0.9162422748187695,0.5875698497880103,0.8880027830077049,0.9220606611690512,2.3795672414751365,35.3382030909756,0.004909378072879833,0.45553183473323866,0.4345571768702534,6.4985860942910705,0.8151267478966957,0.6751343458626939,0.9296765248766139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,305.7672848915306,free_2_delay_drift_rate_Semantic_CMR,0.9066544022602814,0.16804147376721695,0.48437618725942383,0.7121314188340334,0.2033347632421202,0.9456341720847746,0.8346834036779747,4.977624676499893,61.999203666398444,0.013550904710801337,0.2290064842195303,0.16811077617856807,3.7094077639767784,0.3180007207440462,0.15620909221376889,0.3813087966384394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,8,304.4489690558652,free_2_delay_drift_rate_Semantic_CMR,0.6097019009036972,0.3808930688106477,0.4168658227210392,0.7384705091894648,0.1417372945217798,0.9879110352984262,0.4164241359306249,2.534856517299964,50.63806898716784,0.006714454786361512,0.31122085905370334,0.1532255382726273,4.218169470114871,0.36477641812155637,0.3314360137162635,0.24188053497488138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,8,226.70528721402684,free_2_delay_drift_rate_Semantic_CMR,0.5929943933688439,0.19004667027140748,0.11008696261428103,0.22702612784783982,0.24060118468799496,0.8455693679302481,0.39591416332084034,2.3094704961366546,45.94441919412135,0.01848401594565874,0.2829878373197019,0.18111200131920313,5.39300670985706,0.37193471366377023,0.4734835400476268,0.5216917415961504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,8,182.29460394260798,free_2_delay_drift_rate_Semantic_CMR,0.9839307746250346,0.6712032613070014,0.856197066035403,0.838485624642862,0.014164321584792583,0.6335292865503077,0.3162870844138187,1.2666176559457227,15.14041942222319,0.011436277591870103,0.6396906816827155,0.30087620355720013,1.5546757276391245,0.03934057191490997,0.19820491499391363,2.6497473792170267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8,301.0112288578555,free_2_delay_drift_rate_Semantic_CMR,0.46073713526286203,0.06230372896183378,0.2027643997317221,0.8381364837442278,0.5573371683897097,0.42372775040427957,0.5194904978294466,1.0534590544902258,34.26612967747996,0.0007487851889492747,0.4651909500705482,0.39837154343867454,8.145650116979274,0.1840005479531272,0.9582482372053931,0.7382268334240161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,8,270.61376508809553,free_2_delay_drift_rate_Semantic_CMR,0.6591394790527075,0.25352362832885883,0.8343458069233916,0.9525899050461857,0.4804297355956372,0.8827487789896766,0.27099512032921574,0.6083819041257783,24.21864001606231,0.0071378589389410885,0.3628314192060733,0.22597191532807237,5.7911179546372695,0.891356110628549,0.30566539687809424,0.4317985538383198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,8,261.9577116745759,free_2_delay_drift_rate_Semantic_CMR,0.9063465475880974,0.026204840785578498,0.5326631047951594,0.38818571780806577,0.10359623554142833,0.9693258888886044,0.5326911400866997,36.032580168728586,80.84242383846909,0.008496580854880587,0.3820191244882105,0.2830421813753379,1.3468966019876727,0.0014012091508043278,0.3025612130354117,0.3177106016443352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,8,264.0604226347696,free_2_delay_drift_rate_Semantic_CMR,0.8354311728100375,0.2998416961310693,0.2801171303700307,0.6808263621226411,0.53414172272413,0.8356101436788445,0.7236000815710599,5.450905990188454,0.7223338304343201,0.006399376246606054,0.21200284428993496,0.3627181437746505,6.391064486629438,0.1499746403461039,0.22795475716945152,1.0822393598596527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,8,220.6412083282666,free_2_delay_drift_rate_Semantic_CMR,0.7429634244781592,0.10155777185215437,0.8692535748268835,0.435398648308717,0.06572106928203048,0.3274547162380269,0.5239695509134458,7.071292041294974,5.1014062961457185,0.0507426882404291,0.17274251546656316,0.17646311226339328,1.4899411878401287,0.09711236720337174,0.8256197667834142,0.179289820051439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,8,310.0439723896383,free_2_delay_drift_rate_Semantic_CMR,0.6673339085965244,0.3813528846739978,0.2463710910315031,0.9881490952438607,0.14622772420148722,0.7387672215853821,0.9282204202899612,6.370946827926031,0.6815056807528465,0.0034866079272366664,0.44514606576382804,0.24433633681442168,3.2890789745718068,0.7597474404129247,0.8562304452456462,1.1876969060683826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,8,273.9489509852475,free_2_delay_drift_rate_Semantic_CMR,0.559151255453058,0.24811803012391273,0.17489379625048723,0.7916050897241682,0.3716710504666926,0.7111233017248081,0.8508847118573577,7.855967362285462,0.5987137691099557,0.007604681718064118,0.30769491989441733,0.2982561698388571,2.499822446623312,0.2359116097552528,0.32181960539364274,1.9465879601071774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,8,252.64598253639224,free_2_delay_drift_rate_Semantic_CMR,0.9996002405446772,0.697316916451948,0.42166370660547897,0.13673985192726118,0.24801647659051773,0.8687358177577613,0.5699783074733183,1.7990774466244162,59.34669907205725,0.015166046418994994,0.24712136730175072,0.22328427515708693,2.1796089832088805,0.43417002257483317,0.23766383398568547,2.101094713450604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,8,259.1486834734053,free_2_delay_drift_rate_Semantic_CMR,0.7720901539232006,0.020358269592710365,0.330141995805583,0.5673271174407309,0.3562439586482844,0.5109544774683159,0.14654694871392754,53.8451825386873,64.17795429068,0.009776902995971948,0.4389116438550662,0.2774520934868461,1.946024346291777,0.11053016782595271,0.4148973856054945,7.714865663297237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,8,279.2038307705287,free_2_delay_drift_rate_Semantic_CMR,0.6320713317999271,0.5759059875595248,0.9378342413478554,0.8991688875906367,0.4475591274054056,0.16258439625297594,0.23329288075971455,24.51997180243466,0.580221264745667,0.007996038855305643,0.41489644461974606,0.27843294942650054,2.771513543492159,0.5778107769383737,0.7412190486130104,1.3389244426818596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,8,236.7077016867577,free_2_delay_drift_rate_Semantic_CMR,0.6084636465946885,0.33939676177736267,0.9585941685030973,0.8820821539295944,0.08039915198596975,0.47397766182906964,0.36520696022565347,3.750625763744395,2.1227737689320705,0.004560040597586079,0.5320841333873041,0.3031366245078102,3.2118673342973887,0.7447084040603728,0.026009229204726425,0.17795225716784735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,8,285.83705260151544,free_2_delay_drift_rate_Semantic_CMR,0.45919239520224153,0.04244859924962574,0.7045600589462758,0.13069030993650782,0.6830375939967743,0.7543619247184646,0.16579981972960106,2.8209368834466844,91.13576804801968,0.0015936321242601137,0.5615310220720104,0.39881759824592145,3.0926008675457375,0.1353307601589761,0.861059158337306,0.10560113597354182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,8,220.59238301668753,free_2_delay_drift_rate_Semantic_CMR,0.5874105138590676,0.22575680762366895,0.404013910830591,0.8510715990800588,0.18152076672387846,0.3946005687862821,0.2213911062782178,14.156375425365795,70.73141758260861,0.003950170738999781,0.47499238405445965,0.552127276586587,1.186844183960503,0.21978367681414845,0.3085702443876013,5.05414431766832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,8,229.5836913961609,free_2_delay_drift_rate_Semantic_CMR,0.5361666793839678,0.30559777853245984,0.6616016116285979,0.7329471715571252,0.1551558015620913,0.851505297659547,0.7591732277122669,1.8010791784727829,64.00133777178966,0.013245892049389474,0.26291961408298725,0.3571020258380404,4.280682786564302,0.01647566102966147,0.3917727552580922,0.8181221911700645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,8,306.97568052420866,free_2_delay_drift_rate_Semantic_CMR,0.6622991611876988,0.11826261518866993,0.5654896802497404,0.6756702492270482,0.6765729183820304,0.8913965234715744,0.669129729206268,4.6866888159755575,0.24596647005067496,0.023788073065682425,0.12529050270352826,0.15868656880515086,5.873523010727539,0.6719419528758191,0.0675986823361992,1.2764460843711554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
