subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,0_delay_drift_rate,1_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_item_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_stop_probability_scale,1_choice_sensitivity,1_semantic_scale
66,8,237.0859065401758,free_2_delay_drift_rate_Semantic_CMR,0.37052303335415915,0.014965534157710625,0.1648340966795468,0.963767310237137,0.07866911339195265,0.5067095904016841,0.8552518841824066,1.6354678870682164,28.259954052859975,0.013004729979810059,0.37214664875090353,0.1790660020604058,3.812659118960383,0.33036650351788477,0.18093044478571307,0.8954526754089436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,255.1559144929718,free_2_delay_drift_rate_Semantic_CMR,0.5286192638927883,0.0011390516534915962,0.11389079608751024,0.11443227204839673,0.05703797506088509,0.8531794710673921,0.5273076061830334,4.314711848582,16.892747460837057,0.000740641299680378,0.6333683209561674,0.5008395155277645,2.036122294666608,0.32171690957928234,0.9200873243820422,1.2229152555211824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,190.9523709070362,free_2_delay_drift_rate_Semantic_CMR,0.8665049582063606,0.1029583193018343,0.05758511603329575,0.9996355960813589,0.8361766284962757,0.792199667902112,0.5422471254602506,3.6568777803310226,9.855594930448852,0.016804198593834918,0.359781459387273,0.32708974817668324,6.944178977718916,0.4500260106459847,0.19395010367879206,0.18906282495700744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,192.50165702282345,free_2_delay_drift_rate_Semantic_CMR,0.6796694585585179,0.1469744792785762,0.24970020033774332,0.7640381960189764,0.025957774832825797,0.28061666750345204,0.7688067009603162,0.5525097973111528,20.115043372510865,0.0053018736876302985,0.6825622643924527,0.46898996343053323,1.4127790791235482,0.08084790352574034,0.26909668247959884,0.3480274858970045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,349.89759857557146,free_2_delay_drift_rate_Semantic_CMR,0.7758176556754822,0.22230677185769232,0.6883262530980745,0.9385812454084521,0.46919886382236176,0.6149271644517247,0.7861496225564847,1.9614822482889238,85.01152129659991,0.010098659737038773,0.1954118502388802,0.20032726049801397,5.315296020318935,0.4285522625436349,0.30163354164172573,0.5744552710239246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,249.46991774828922,free_2_delay_drift_rate_Semantic_CMR,0.9806657072477902,0.3360991503424199,0.6418446704403016,0.9773100430690194,0.5679008415217142,0.9257949475033291,0.1337507486486577,0.7217732056339088,9.718137953605634,0.02207931364276028,0.212731149494072,0.15238210795891582,3.52900315213103,0.13649038838214034,0.5523306449049197,0.9234601068618886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,278.6089875608999,free_2_delay_drift_rate_Semantic_CMR,0.5722525168584742,0.049316251256031396,0.5072076404249565,0.8048898919909929,0.6602412499126404,0.6395046973300511,0.6518062372478135,7.068491998491247,37.212464074684945,0.0028233267869891554,0.3612149715544781,0.3018135416058829,6.383525584323074,0.1310874724262368,0.4826800674163768,1.8303520710871322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,209.17934614423072,free_2_delay_drift_rate_Semantic_CMR,0.9744181193514436,0.12933218884955006,0.44389472302187016,0.9966793445067177,0.37259862490500933,0.8038896995123013,0.2370506409705857,9.984986544204425,19.467582316390796,0.051740437946409756,0.12181302844014841,0.12206677615738037,2.2793446946895166,0.35965157174692164,0.00783323090949517,2.115292523490365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,213.59334074537193,free_2_delay_drift_rate_Semantic_CMR,0.585117674302348,0.10262641059366345,0.3677212280077345,0.031474720993419525,0.5172779032640927,0.6174415729531884,0.6716723076812912,2.7708167544718165,27.239935181748308,0.00716314763148318,0.45802909255205293,0.4749531499493189,6.737282286251213,0.1477060222912691,0.9726497763214236,0.33042937370100134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,249.11012412798846,free_2_delay_drift_rate_Semantic_CMR,0.9425009787057003,0.10979181442302571,0.6012704774132296,0.47146556483548707,0.16329702813112595,0.7568818542619183,0.6460065523997889,0.9650910405355901,14.560128938112506,0.008877406470662264,0.2989598704168879,0.455110986272822,1.9622638803103754,0.0819343977370735,0.5184329844447456,0.40421224546772727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,270.1176901949602,free_2_delay_drift_rate_Semantic_CMR,0.628891502679914,0.798840440935974,0.35055195194511896,0.7305357454283146,0.5232359342210551,0.388333440217089,0.6422213521145927,0.17024835756757994,13.942421097064454,0.009709837177658553,0.2373079684999695,0.20874316516931746,9.295780649407131,0.40761369675840153,0.05465812173082568,0.48437897389798845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,330.6860734411244,free_2_delay_drift_rate_Semantic_CMR,0.9401809981762359,0.748763705742485,0.9501089236174352,0.9820716293880714,0.6508392511925101,0.2837867274116599,0.41027430155116523,0.8406079325690357,84.94536443636284,0.001823074931583346,0.2789834920157057,0.23397740851120297,9.777618470204791,0.12853264785716229,0.42330481243193996,0.23598208248393693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,320.1926900441527,free_2_delay_drift_rate_Semantic_CMR,0.7945878240222486,0.4725782297909655,0.574822940200565,0.8927489232700365,0.34782099292753915,0.609070315450464,0.46820871263445785,1.0204408029945071,72.90114767246088,0.0017553082081200322,0.3816084746420936,0.3597350223838154,3.943469474224722,0.18469466367758502,0.2960306906138235,0.20478915122503327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,252.35287119963522,free_2_delay_drift_rate_Semantic_CMR,0.5210397307962387,0.19916089768342943,0.09300159111229284,0.6033510119754885,0.5717128972099716,0.41459448160901025,0.21280791056943116,1.2006326908502345,59.02476123873712,0.024717887014298723,0.1431357484250224,0.25764016293643976,4.5532247633584895,0.36083634846846435,0.15491999338787676,1.2595064543500447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,340.92294133716393,free_2_delay_drift_rate_Semantic_CMR,0.7172188384119637,0.030528132030661292,0.3829297436666313,0.009810434613962915,0.35433868724558165,0.7125903756243053,0.7491147468660453,7.531342337220494,63.764969794812146,0.0032161462593501833,0.2914871421215173,0.2583577047208294,4.496748233422267,0.36208127327077017,0.5349626051611919,2.0164623478006565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,281.2265322367258,free_2_delay_drift_rate_Semantic_CMR,0.61066138651981,0.09890742753518303,0.7304760363718745,0.45608046223738535,0.11132568598830817,0.6760120378572536,0.5675318433030826,6.779825677153983,1.1714941878860814,0.003933584234543233,0.3112988184209131,0.3675918601680755,2.374295871094281,0.14050691027564932,0.005713771338501692,1.5507621003727021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,298.04072745821395,free_2_delay_drift_rate_Semantic_CMR,0.644455870317054,0.326254304232513,0.44454058501129956,0.6575036196553722,0.28660541285485486,0.4817914303320477,0.7939737968364811,3.546855676726267,0.6660802720324597,0.0040573192157069005,0.3317157561174069,0.2757072463754602,6.399599937102639,0.20714001953188277,0.005068098951888922,0.48630087498588814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,243.7280880844549,free_2_delay_drift_rate_Semantic_CMR,0.7986469129653905,0.05779899841052316,0.16598875410645658,0.8823739445412002,0.4075660873025338,0.5517817925995387,0.8461843717842288,0.7581388355078076,87.02485528026372,0.009368763159532001,0.38805669089659567,0.2820724497482461,5.891439472381821,0.08291085940697762,0.5923878092054852,0.37001169653262167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.46376982958787,free_2_delay_drift_rate_Semantic_CMR,0.3093045206088755,0.06646465484701192,0.6588197255338456,0.34077425753678814,0.20191321061362166,0.996908800107641,0.6448700225750235,0.854135785127724,56.61353917296709,0.023882775666467182,0.3117805112777061,0.17918392686796913,8.112490912769509,0.13491526657022174,0.8152547086704891,0.2970825571333551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,254.1787766706197,free_2_delay_drift_rate_Semantic_CMR,0.4359241551687414,0.047063419343095436,0.18974800135672343,0.14972787157457068,0.10226758524540447,0.9912313711556464,0.35098473674481967,11.465546640403225,94.08453873932822,0.009221992374941979,0.2807425962740586,0.35377528314492057,2.8201175759753623,0.7564387416564133,0.14831827435113115,7.656562749445987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,303.1015439523462,free_2_delay_drift_rate_Semantic_CMR,0.9233324644561174,0.10078687083964194,0.7242645655915825,0.6380225903967589,0.8868399850714368,0.5779739300975261,0.7403087868045285,39.37751807947389,1.9166337960965336,0.004245295174917285,0.34054162976961067,0.2233079408036236,2.5548550644532133,0.43060430720787246,0.02376836077509925,4.276715618075455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,353.52770493262335,free_2_delay_drift_rate_Semantic_CMR,0.6888866921288618,0.28145085456836694,0.9573228971559405,0.9937547971704727,0.8870470381335358,0.4864332108615634,0.9224049046968739,1.9760352830813872,24.732242573773306,0.0023065171411496554,0.2295202991362748,0.24924027835060691,5.5068133822708,0.42540915031863746,0.17710600444395297,0.49954051110194087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,325.00168308569204,free_2_delay_drift_rate_Semantic_CMR,0.5672071405218198,0.46565677294145114,0.31256891299109857,0.9349749708518251,0.6929088680655897,0.6582283265004866,0.9007561482473885,4.266986103498624,63.19076036484109,0.010265995926648397,0.18968137696087872,0.1964679156122653,6.2323034210561765,0.4848327512203278,0.13888376525197826,1.3677887388271603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,248.13412023952958,free_2_delay_drift_rate_Semantic_CMR,0.806585130090268,0.2002247397464464,0.3635450608077166,0.7330137335646515,0.10583493237330988,0.8961741412580642,0.3154719515790314,1.1453747804502044,73.83771489498872,0.021016795326381288,0.2156985672192615,0.19588629955315895,1.9671179580913387,0.028380791279584372,0.06553082494035128,2.311446487572346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,199.82000930019012,free_2_delay_drift_rate_Semantic_CMR,0.8656170133524075,0.039573914140747346,0.5058339741544979,0.2169981828728355,0.14731027875967045,0.778539310388603,0.6141786004366494,1.799946546184998,28.122566945798244,0.004941252907882554,0.39932043823064145,0.532913836654874,3.2350914477014783,0.7786252534302938,0.040013306832399564,0.17464860729295673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,247.3841937860376,free_2_delay_drift_rate_Semantic_CMR,0.5159564429261513,0.7279729746872399,0.1748995891779735,0.39609524771300403,0.024240861770932876,0.5888784666089664,0.8342647321147036,0.47659404016459916,25.936961254541856,0.0029663960217458096,0.5372459224335655,0.33800918702894567,3.614813379919819,0.12300731311424068,0.5150724390860371,0.1956564566880754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,150.9168672615895,free_2_delay_drift_rate_Semantic_CMR,0.5386034331317258,0.0009421487439049692,0.942236067278605,0.9802910526912606,0.7052772941856835,0.13909084167794655,0.8040154299682529,2.783540333264945,48.1212714156806,0.023055878508335792,0.45157719833098486,0.4015268375205743,4.839362521836501,0.539261157766109,0.4727904050577417,0.9055512264771881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,306.0292295446751,free_2_delay_drift_rate_Semantic_CMR,0.8253644704552505,0.12026120392462242,0.37226838411687707,0.8928999085982707,0.7771166374761108,0.5884667163584791,0.8498601034930193,6.946578971386899,32.7430282833528,0.010806525884328733,0.2415330452754718,0.21071121821797334,6.478999681380047,0.3274976595559458,0.2570058852489943,0.6639841905405692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,260.8145213801158,free_2_delay_drift_rate_Semantic_CMR,0.783308367446029,0.7911491338374615,0.6435172810557828,0.16539224398928026,0.748557862320649,0.9905366037520046,0.999269204705062,0.11755094159812529,16.22407764455736,0.005262276124571141,0.28934192364595024,0.33674068936408474,7.631054381748099,0.3145135090633665,0.5230524830035123,0.9041776017425773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
